actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
365,PT00M23.20S,2025-03-16T23:17:02.1Z,2,REGULAR,rebound,defensive,[],1631213,,,1610612751,56,59,2025-03-16T23:17:02Z,3550000,False,,,0,,T. Martin REBOUND (Off:0 Def:4),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Right Corner 3,24+ Right,,,,,,,,,,364.0,4.0,4.0,0.0,,,,,,,
366,PT00M10.40S,2025-03-16T23:17:14.9Z,2,REGULAR,turnover,bad pass,[],1630570,,,1610612751,56,59,2025-03-16T23:17:20Z,3560000,False,,,0,,T. Watford bad pass TURNOVER (3 TO),"[1630570, 1629027]",1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,3.0,Young,1629027.0,,,,,,,,,,,,,,,,,
367,PT00M10.40S,2025-03-16T23:17:14.9Z,2,REGULAR,steal,,[],1629027,,,1610612737,56,59,2025-03-16T23:17:16Z,3570000,False,,,0,,T. Young STEAL (2 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
368,PT00M06.50S,2025-03-16T23:17:19.3Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629027,19.136005256241788,94.85294117647058,1610612737,56,62,2025-03-16T23:20:09Z,3580000,False,-224.0,127.0,1,left,T. Young 25' 3PT running pullup (16 PTS) (D. Daniels 4 AST),"[1629027, 1630700]",1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,,,,25.8,16.0,D. Daniels,1630700.0,4.0,,
370,PT00M00.20S,2025-03-16T23:17:33.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,89.96386333771353,58.82352941176471,1610612751,56,62,2025-03-16T23:17:38Z,3600000,False,44.0,42.0,1,right,MISS C. Johnson 6' driving Layup - blocked,"[1629661, 1630168]",1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,,,6.08,,,,,Okongwu,1630168.0
371,PT00M00.20S,2025-03-16T23:17:33.3Z,2,REGULAR,block,,[],1630168,,,1610612751,56,62,2025-03-16T23:17:35Z,3610000,False,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
372,PT00M00.20S,2025-03-16T23:17:33.3Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612737,56,62,2025-03-16T23:17:38Z,3620000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,370.0,1.0,1.0,0.0,,,,,,,
373,PT00M00.00S,2025-03-16T23:17:38.9Z,2,REGULAR,period,end,[],0,,,1610612737,56,62,2025-03-16T23:17:38Z,3630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2025-03-16T23:32:26.4Z,3,REGULAR,substitution,out,['startperiod'],1630570,,,1610612737,56,62,2025-03-16T23:32:41Z,3640000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2025-03-16T23:32:26.4Z,3,REGULAR,substitution,out,['startperiod'],1627777,,,1610612737,56,62,2025-03-16T23:32:41Z,3650000,False,,,0,,SUB out: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2025-03-16T23:32:26.4Z,3,REGULAR,substitution,out,['startperiod'],1630249,,,1610612737,56,62,2025-03-16T23:32:41Z,3660000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2025-03-16T23:32:26.4Z,3,REGULAR,substitution,in,['startperiod'],1630553,,,1610612737,56,62,2025-03-16T23:32:41Z,3670000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2025-03-16T23:32:26.4Z,3,REGULAR,substitution,in,['startperiod'],1631243,,,1610612737,56,62,2025-03-16T23:32:41Z,3680000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2025-03-16T23:32:26.4Z,3,REGULAR,substitution,in,['startperiod'],1642258,,,1610612737,56,62,2025-03-16T23:32:41Z,3690000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT12M00.00S,2025-03-16T23:32:47.8Z,3,REGULAR,period,start,[],0,,,1610612737,56,62,2025-03-16T23:32:47Z,3700000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT11M45.00S,2025-03-16T23:33:02.6Z,3,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612737,56,62,2025-03-16T23:33:10Z,3710000,False,,,0,,D. Daniels lost ball out-of-bounds TURNOVER (2 TO),[1630700],1610612737.0,ATL,lost ball,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Right,2.0,,,1627962.0,,,,,,,,,,,,,,,,
382,PT11M31.00S,2025-03-16T23:33:22.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631213,33.196452036793694,62.00980392156863,1610612751,59,62,2025-03-16T23:33:26Z,3720000,False,-60.0,260.0,1,left,T. Martin 26' 3PT  (6 PTS) (J. Wilson 4 AST),"[1631213, 1630592]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,,,,,26.63,6.0,J. Wilson,1630592.0,4.0,,
384,PT11M15.00S,2025-03-16T23:33:40.7Z,3,REGULAR,3pt,Jump Shot,[],1642258,78.18659658344284,11.052389705882353,1610612737,59,65,2025-03-16T23:41:45Z,3740000,False,-195.0,153.0,1,right,Z. Risacher 24' 3PT  (10 PTS) (D. Daniels 5 AST),"[1642258, 1630700]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,,,,24.73,10.0,D. Daniels,1630700.0,5.0,,
386,PT11M02.00S,2025-03-16T23:33:50.8Z,3,REGULAR,turnover,bad pass,[],1629661,,,1610612751,59,65,2025-03-16T23:33:58Z,3760000,False,,,0,,C. Johnson bad pass TURNOVER (3 TO),"[1629661, 1630168]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,3.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,
387,PT11M02.00S,2025-03-16T23:33:50.8Z,3,REGULAR,steal,,[],1630168,,,1610612737,59,65,2025-03-16T23:33:53Z,3770000,False,,,0,,O. Okongwu STEAL (3 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
388,PT11M00.00S,2025-03-16T23:33:56.2Z,3,REGULAR,foul,personal,['2freethrow'],1631213,,,1610612737,59,65,2025-03-16T23:34:04Z,3780000,False,,,0,,T. Martin shooting personal FOUL (2 PF) (Okongwu 2 FT),"[1631213, 1630168]",1610612751.0,BKN,shooting,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,1627962.0,2.0,0.0,Okongwu,1630168.0,,,,,,,,,,,,
390,PT11M00.00S,2025-03-16T23:34:27.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630168,,,1610612737,59,66,2025-03-16T23:34:27Z,3800000,False,,,0,,O. Okongwu Free Throw 1 of 2 (11 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,Made,,,,,,11.0,,,,,
391,PT11M00.00S,2025-03-16T23:34:53.4Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630168,,,1610612737,59,67,2025-03-16T23:34:53Z,3810000,False,,,0,,O. Okongwu Free Throw 2 of 2 (12 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,Made,,,,,,12.0,,,,,
392,PT10M46.00S,2025-03-16T23:35:08.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,10.988830486202366,41.911764705882355,1610612751,59,67,2025-03-16T23:35:12Z,3820000,False,40.0,51.0,1,left,MISS C. Johnson 6' driving finger roll Layup,[1629661],1610612751.0,BKN,driving finger roll,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,,,6.49,,,,,,
393,PT10M45.00S,2025-03-16T23:35:09.9Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,59,67,2025-03-16T23:35:12Z,3830000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:9),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,392.0,10.0,9.0,1.0,,,,,,,
394,PT10M43.00S,2025-03-16T23:35:13.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642258,93.38042049934296,49.50980392156863,1610612737,59,69,2025-03-16T23:35:21Z,3840000,False,-2.0,10.0,1,right,Z. Risacher running alley-oop DUNK (12 PTS) (D. Daniels 6 AST),"[1642258, 1630700]",1610612737.0,ATL,running alley-oop,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,1.0,12.0,D. Daniels,1630700.0,6.0,,
396,PT10M31.00S,2025-03-16T23:35:23.7Z,3,REGULAR,3pt,Jump Shot,[],1631213,19.004599211563733,90.68627450980392,1610612751,62,69,2025-03-16T23:35:28Z,3860000,False,-203.0,126.0,1,left,T. Martin 3PT pullup (9 PTS),[1631213],1610612751.0,BKN,pullup,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,,,,23.93,9.0,,,,,
397,PT10M20.00S,2025-03-16T23:35:36.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,94.03745072273325,42.40196078431372,1610612737,62,69,2025-03-16T23:35:42Z,3870000,False,-38.0,4.0,1,right,MISS O. Okongwu cutting Layup,[1630168],1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,3.82,,,,,,
398,PT10M15.00S,2025-03-16T23:35:40.6Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612751,62,69,2025-03-16T23:35:40Z,3880000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,397.0,2.0,2.0,0.0,,,,,,,
399,PT10M07.00S,2025-03-16T23:35:48.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,16.507884362680684,45.34313725490196,1610612751,62,69,2025-03-16T23:36:33Z,3890000,False,23.0,103.0,1,left,MISS C. Johnson 10' driving floating Shot,[1629661],1610612751.0,BKN,driving floating,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,,,,10.53,,,,,,
400,PT10M06.00S,2025-03-16T23:35:49.6Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,62,69,2025-03-16T23:35:53Z,3900000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:10),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,399.0,11.0,10.0,1.0,,,,,,,
401,PT10M01.00S,2025-03-16T23:35:55.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642258,93.51182654402102,46.07843137254902,1610612737,62,71,2025-03-16T23:36:03Z,3910000,False,-20.0,8.0,1,right,Z. Risacher running Layup (14 PTS) (T. Young 6 AST),"[1642258, 1629027]",1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,2.14,14.0,T. Young,1629027.0,6.0,,
403,PT09M41.00S,2025-03-16T23:36:13.8Z,3,REGULAR,3pt,Jump Shot,[],1630592,6.521024967148489,93.87254901960785,1610612751,62,71,2025-03-16T23:36:19Z,3930000,False,-219.0,9.0,1,left,MISS J. Wilson 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,,,21.96,,,,,,
404,PT09M40.00S,2025-03-16T23:36:14.8Z,3,REGULAR,rebound,defensive,[],1631243,,,1610612737,62,71,2025-03-16T23:36:19Z,3940000,False,,,0,,M. Gueye REBOUND (Off:1 Def:1),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Left Corner 3,24+ Left,,,,,,,,,,403.0,2.0,1.0,1.0,,,,,,,
405,PT09M26.00S,2025-03-16T23:36:30.4Z,3,REGULAR,2pt,Jump Shot,[],1629027,75.24638633377135,70.34313725490196,1610612737,62,71,2025-03-16T23:39:09Z,3950000,False,102.0,180.0,1,right,MISS T. Young 20' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,,,,,,,,,Missed,,,,,20.69,,,,,,
406,PT09M25.00S,2025-03-16T23:36:31.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,62,71,2025-03-16T23:39:09Z,3960000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,405.0,,,,,,,,,,
407,PT09M25.00S,2025-03-16T23:36:36.9Z,3,REGULAR,foul,personal,[],1629661,,,1610612737,62,71,2025-03-16T23:36:43Z,3970000,False,,,0,,C. Johnson loose ball personal FOUL (2 PF),"[1629661, 1631243]",1610612751.0,BKN,loose ball,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,,,,204058.0,2.0,0.0,Gueye,1631243.0,,,,,,,,,,,,
409,PT09M25.00S,2025-03-16T23:36:42.8Z,3,REGULAR,foul,technical,['1freethrow'],1629661,,,1610612737,62,71,2025-03-16T23:36:50Z,3990000,False,,,0,,C. Johnson technical FOUL (1 Tech),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,204058.0,2.0,1.0,,,,,,,,,,,,,,
410,PT09M25.00S,2025-03-16T23:37:02.2Z,3,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,62,72,2025-03-16T23:37:02Z,4000000,False,,,0,,T. Young technical Free Throw 1 of 1 (17 PTS),[1629027],1610612737.0,ATL,technical,,,Young,T. Young,,,,,,,,,,,,,,,Made,,,,,,17.0,,,,,
412,PT09M13.00S,2025-03-16T23:37:44.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642258,75.90341655716163,88.72549019607843,1610612737,62,72,2025-03-16T23:37:54Z,4020000,False,194.0,174.0,1,right,MISS Z. Risacher 26' pullup 3PT,[1642258],1610612737.0,ATL,pullup,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,,,26.03,,,,,,
413,PT09M13.00S,2025-03-16T23:37:44.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,62,72,2025-03-16T23:37:54Z,4030000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,412.0,,,,,,,,,,
414,PT09M13.00S,2025-03-16T23:37:53.5Z,3,REGULAR,foul,personal,[],1631243,,,1610612751,62,72,2025-03-16T23:38:02Z,4040000,False,,,0,,M. Gueye loose ball personal FOUL (2 PF),"[1631243, 1629661]",1610612737.0,ATL,loose ball,,,Gueye,M. Gueye,,,,,Mid-Range,16-24 Center,,,,204058.0,2.0,0.0,Johnson,1629661.0,,,,,,,,,,,,
416,PT08M54.00S,2025-03-16T23:38:25.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,9.674770039421814,42.40196078431372,1610612751,64,72,2025-03-16T23:38:34Z,4060000,False,38.0,38.0,1,left,J. Wilson driving Layup (13 PTS) (C. Johnson 3 AST),"[1630592, 1629661]",1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,,,,5.4,13.0,C. Johnson,1629661.0,3.0,,
417,PT08M48.00S,2025-03-16T23:38:34.5Z,3,REGULAR,turnover,traveling,[],1630700,,,1610612737,64,72,2025-03-16T23:38:41Z,4070000,False,,,0,,D. Daniels traveling TURNOVER (3 TO),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,3.0,,,1627962.0,,,,,,,,,,,,,,,,
419,PT08M23.00S,2025-03-16T23:39:14.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630553,5.732588699080158,45.34313725490196,1610612751,66,72,2025-03-16T23:41:07Z,4080000,False,23.0,1.0,1,left,K. Johnson cutting Layup (7 PTS) (C. Johnson 4 AST),"[1630553, 1629661]",1610612751.0,BKN,cutting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,2.33,7.0,C. Johnson,1629661.0,4.0,,
421,PT08M12.00S,2025-03-16T23:39:26.0Z,3,REGULAR,3pt,Jump Shot,[],1630700,66.96780551905388,47.794117647058826,1610612737,66,75,2025-03-16T23:41:24Z,4100000,False,-11.0,258.0,1,right,D. Daniels 25' 3PT  (8 PTS) (T. Young 7 AST),"[1630700, 1629027]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,,,,,25.82,8.0,T. Young,1629027.0,7.0,,
423,PT07M49.00S,2025-03-16T23:39:49.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631213,8.492115637319317,54.166666666666664,1610612751,66,75,2025-03-16T23:42:07Z,4120000,False,-21.0,27.0,1,left,MISS T. Martin cutting Layup - blocked,"[1631213, 1631243]",1610612751.0,BKN,cutting,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,3.43,,,,,Gueye,1631243.0
424,PT07M49.00S,2025-03-16T23:39:49.6Z,3,REGULAR,block,,[],1631243,,,1610612751,66,75,2025-03-16T23:39:51Z,4130000,False,,,0,,M. Gueye BLOCK (3 BLK),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
425,PT07M48.00S,2025-03-16T23:39:50.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,66,75,2025-03-16T23:40:08Z,4140000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,423.0,,,,,,,,,,
427,PT07M46.00S,2025-03-16T23:40:11.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,32.670827858081466,64.4607843137255,1610612751,66,75,2025-03-16T23:40:17Z,4160000,False,-72.0,255.0,1,left,MISS C. Johnson 26' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,,,,26.47,,,,,,
428,PT07M42.00S,2025-03-16T23:40:15.3Z,3,REGULAR,rebound,offensive,[],1630553,,,1610612751,66,75,2025-03-16T23:40:17Z,4170000,False,,,0,,K. Johnson REBOUND (Off:1 Def:1),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,427.0,2.0,1.0,1.0,,,,,,,
429,PT07M35.00S,2025-03-16T23:40:23.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630553,6.389618922470433,43.13725490196079,1610612751,66,75,2025-03-16T23:40:26Z,4180000,False,34.0,8.0,1,left,MISS K. Johnson driving Layup,[1630553],1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,3.51,,,,,,
430,PT07M33.00S,2025-03-16T23:40:25.2Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,66,75,2025-03-16T23:40:26Z,4190000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:11),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,429.0,12.0,11.0,1.0,,,,,,,
431,PT07M25.00S,2025-03-16T23:40:33.2Z,3,REGULAR,3pt,Jump Shot,[],1631243,90.22667542706965,96.32352941176471,1610612737,66,75,2025-03-16T23:40:37Z,4200000,False,232.0,39.0,1,right,MISS M. Gueye 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,,,23.49,,,,,,
432,PT07M21.00S,2025-03-16T23:40:37.2Z,3,REGULAR,rebound,defensive,[],1630553,,,1610612751,66,75,2025-03-16T23:40:37Z,4210000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,,,,431.0,3.0,2.0,1.0,,,,,,,
433,PT07M17.00S,2025-03-16T23:40:41.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631213,8.754927726675426,47.794117647058826,1610612751,68,75,2025-03-16T23:40:44Z,4220000,False,11.0,30.0,1,left,T. Martin running finger roll Layup (11 PTS) (K. Johnson 3 AST),"[1631213, 1630553]",1610612751.0,BKN,running finger roll,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,3.18,11.0,K. Johnson,1630553.0,3.0,,
434,PT07M06.00S,2025-03-16T23:40:51.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,89.04402102496715,46.07843137254902,1610612737,68,75,2025-03-16T23:40:55Z,4230000,False,-20.0,50.0,1,right,MISS T. Young driving floating bank Shot,[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,,,5.42,,,,,,
435,PT07M05.00S,2025-03-16T23:40:52.7Z,3,REGULAR,rebound,offensive,[],1630700,,,1610612737,68,75,2025-03-16T23:40:55Z,4240000,False,,,0,,D. Daniels REBOUND (Off:1 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,434.0,2.0,1.0,1.0,,,,,,,
436,PT07M05.00S,2025-03-16T23:40:55.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1630700,93.51182654402102,48.28431372549019,1610612737,68,77,2025-03-16T23:41:23Z,4250000,False,-9.0,8.0,1,right,D. Daniels putback Layup (10 PTS),[1630700],1610612737.0,ATL,putback,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,1.21,10.0,,,,,
437,PT07M05.00S,2025-03-16T23:40:58.7Z,3,REGULAR,violation,defensive goaltending,[],1629651,,,1610612737,68,77,2025-03-16T23:41:19Z,4260000,False,,,0,,N. Claxton defensive goaltending VIOLATION,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,204058.0,,,,,,,,,,,,,,,,
439,PT06M46.00S,2025-03-16T23:41:42.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,5.338370565045992,52.450980392156865,1610612751,68,77,2025-03-16T23:41:47Z,4270000,False,-12.0,-2.0,1,left,MISS N. Claxton driving Layup,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,1.25,,,,,,
440,PT06M42.00S,2025-03-16T23:41:46.3Z,3,REGULAR,rebound,offensive,[],1630553,,,1610612751,68,77,2025-03-16T23:41:46Z,4280000,False,,,0,,K. Johnson REBOUND (Off:2 Def:2),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,439.0,4.0,2.0,2.0,,,,,,,
441,PT06M42.00S,2025-03-16T23:41:46.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630553,5.590000152587891,50.0,1610612751,70,77,2025-03-16T23:41:46Z,4290000,False,0.0,0.0,1,left,K. Johnson tip DUNK (9 PTS),[1630553],1610612751.0,BKN,tip,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,Made,,,,,0.0,9.0,,,,,
442,PT06M34.00S,2025-03-16T23:41:54.7Z,3,REGULAR,3pt,Jump Shot,[],1642258,89.70105124835742,95.58823529411765,1610612737,70,77,2025-03-16T23:41:58Z,4300000,False,228.0,44.0,1,right,MISS Z. Risacher 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,,,23.22,,,,,,
443,PT06M31.00S,2025-03-16T23:41:57.7Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,70,77,2025-03-16T23:41:58Z,4310000,False,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Right Corner 3,24+ Right,,,,,,,,,,442.0,3.0,3.0,0.0,,,,,,,
444,PT06M25.00S,2025-03-16T23:42:07.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,70,77,2025-03-16T23:42:07Z,4320000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT06M25.00S,2025-03-16T23:42:09.7Z,3,REGULAR,substitution,out,[],1630553,,,1610612751,70,77,2025-03-16T23:45:12Z,4330000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT06M25.00S,2025-03-16T23:42:09.7Z,3,REGULAR,substitution,out,[],1629027,,,1610612751,70,77,2025-03-16T23:45:12Z,4340000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT06M25.00S,2025-03-16T23:42:09.7Z,3,REGULAR,substitution,out,[],1631243,,,1610612751,70,77,2025-03-16T23:45:12Z,4350000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
