actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
107,PT04M38.00S,2025-03-16T22:24:19.1Z,1,REGULAR,turnover,out-of-bounds,[],1642258,,,1610612737,21,18,2025-03-16T22:26:24Z,855000,False,,,0,,Z. Risacher lost ball out-of-bounds TURNOVER (1 TO),[1642258],1610612737.0,ATL,lost ball,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,1.0,,,1627962.0,,,,,,,,,,,,,,,,
89,PT04M38.00S,2025-03-16T22:24:24.1Z,1,REGULAR,substitution,out,[],1629661,,,1610612751,21,18,2025-03-16T22:26:24Z,870000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M38.00S,2025-03-16T22:24:24.1Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,21,18,2025-03-16T22:26:24Z,880000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M38.00S,2025-03-16T22:24:24.1Z,1,REGULAR,substitution,out,[],1642258,,,1610612751,21,18,2025-03-16T22:26:24Z,890000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M38.00S,2025-03-16T22:24:24.1Z,1,REGULAR,substitution,out,[],1630168,,,1610612751,21,18,2025-03-16T22:26:24Z,900000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M38.00S,2025-03-16T22:24:24.1Z,1,REGULAR,substitution,out,[],1631243,,,1610612751,21,18,2025-03-16T22:26:24Z,910000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M38.00S,2025-03-16T22:24:24.1Z,1,REGULAR,substitution,in,[],1641721,,,1610612751,21,18,2025-03-16T22:26:24Z,920000,False,,,0,,SUB in: M. Lewis,[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M38.00S,2025-03-16T22:24:24.1Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,21,18,2025-03-16T22:26:24Z,930000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M38.00S,2025-03-16T22:24:24.1Z,1,REGULAR,substitution,in,[],1629611,,,1610612751,21,18,2025-03-16T22:26:24Z,940000,False,,,0,,SUB in: T. Mann,[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M38.00S,2025-03-16T22:24:24.1Z,1,REGULAR,substitution,in,[],1627777,,,1610612751,21,18,2025-03-16T22:26:24Z,950000,False,,,0,,SUB in: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M38.00S,2025-03-16T22:24:24.1Z,1,REGULAR,substitution,in,[],1631230,,,1610612751,21,18,2025-03-16T22:26:24Z,960000,False,,,0,,SUB in: D. Barlow,[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M19.00S,2025-03-16T22:25:07.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630570,71.96123521681997,84.06862745098039,1610612751,24,18,2025-03-16T22:26:24Z,970000,False,170.0,211.0,1,right,T. Watford 27' 3PT  (5 PTS) (D. Sharpe 1 AST),"[1630570, 1630549]",1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,,,,,27.12,5.0,D. Sharpe,1630549.0,1.0,,
101,PT04M10.00S,2025-03-16T22:25:17.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,8.886333771353483,43.13725490196079,1610612737,24,20,2025-03-16T22:25:23Z,990000,False,34.0,31.0,1,left,T. Mann driving floating bank Jump Shot (2 PTS),[1629611],1610612737.0,ATL,driving floating bank,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,,,,4.62,2.0,,,,,
102,PT03M53.00S,2025-03-16T22:25:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630592,90.48948751642575,46.07843137254902,1610612751,26,20,2025-03-16T22:52:15Z,1000000,False,-20.0,37.0,1,right,J. Wilson turnaround bank Jump Shot (8 PTS),[1630592],1610612751.0,BKN,turnaround bank,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,4.18,8.0,,,,,
103,PT03M38.00S,2025-03-16T22:25:51.6Z,1,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612737,26,20,2025-03-16T22:26:03Z,1010000,False,,,0,,T. Watford shooting personal FOUL (1 PF) (Daniels 2 FT),"[1630570, 1630700]",1610612751.0,BKN,shooting,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,1627962.0,1.0,0.0,Daniels,1630700.0,,,,,,,,,,,,
105,PT03M38.00S,2025-03-16T22:26:22.3Z,1,REGULAR,freethrow,1 of 2,[],1630700,,,1610612737,26,20,2025-03-16T22:26:22Z,1030000,False,,,0,,MISS D. Daniels Free Throw 1 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
106,PT03M38.00S,2025-03-16T22:26:22.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,26,20,2025-03-16T22:26:22Z,1040000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,
108,PT03M38.00S,2025-03-16T22:26:23.2Z,1,REGULAR,substitution,out,[],1630592,,,1610612737,26,20,2025-03-16T22:26:38Z,1050000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M38.00S,2025-03-16T22:26:23.2Z,1,REGULAR,substitution,in,[],1629661,,,1610612737,26,20,2025-03-16T22:26:38Z,1070000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M38.00S,2025-03-16T22:26:23.2Z,1,REGULAR,substitution,in,[],1641736,,,1610612737,26,20,2025-03-16T22:26:38Z,1080000,False,,,0,,SUB in: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M38.00S,2025-03-16T22:26:23.2Z,1,REGULAR,substitution,out,[],1631213,,,1610612737,26,20,2025-03-16T22:26:58Z,1085000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M38.00S,2025-03-16T22:26:43.5Z,1,REGULAR,freethrow,2 of 2,[],1630700,,,1610612737,26,21,2025-03-16T22:26:43Z,1090000,False,,,0,,D. Daniels Free Throw 2 of 2 (1 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,Made,,,,,,1.0,,,,,
114,PT03M18.00S,2025-03-16T22:27:05.4Z,1,REGULAR,3pt,Jump Shot,[],1630570,91.93495400788436,4.411764705882353,1610612751,26,21,2025-03-16T22:27:11Z,1100000,False,-228.0,23.0,1,right,MISS T. Watford 3PT,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,,,22.91,,,,,,
115,PT03M15.00S,2025-03-16T22:27:08.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,26,21,2025-03-16T22:27:11Z,1110000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,114.0,,,,,,,,,,
117,PT03M15.00S,2025-03-16T22:27:15.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,26,21,2025-03-16T22:27:15Z,1130000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M15.00S,2025-03-16T22:29:13.9Z,1,REGULAR,substitution,out,[],1630700,,,1610612737,26,21,2025-03-16T22:30:21Z,1150000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M15.00S,2025-03-16T22:29:13.9Z,1,REGULAR,substitution,in,[],1629027,,,1610612737,26,21,2025-03-16T22:30:21Z,1170000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M59.00S,2025-03-16T22:30:40.8Z,1,REGULAR,3pt,Jump Shot,[],1630249,33.85348226018397,53.67647058823529,1610612737,26,21,2025-03-16T22:30:46Z,1180000,False,-18.0,266.0,1,left,MISS V. Krejčí 26' 3PT,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,,,,26.63,,,,,,
123,PT02M59.00S,2025-03-16T22:30:40.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,26,21,2025-03-16T22:30:47Z,1190000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,122.0,,,,,,,,,,
125,PT02M40.00S,2025-03-16T22:31:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,91.80354796320631,56.86274509803921,1610612751,26,21,2025-03-16T22:31:11Z,1210000,False,34.0,25.0,1,right,MISS D. Sharpe driving Layup,[1630549],1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,4.22,,,,,,
126,PT02M37.00S,2025-03-16T22:31:09.9Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612737,26,21,2025-03-16T22:41:01Z,1220000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,
127,PT02M35.00S,2025-03-16T22:31:14.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629611,12.302890932982917,47.30392156862745,1610612737,26,23,2025-03-16T22:32:32Z,1230000,False,13.0,63.0,1,left,T. Mann 6' driving floating Jump Shot (4 PTS),[1629611],1610612737.0,ATL,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,,,,6.45,4.0,,,,,
128,PT02M35.00S,2025-03-16T22:31:16.1Z,1,REGULAR,foul,personal,['1freethrow'],1641736,,,1610612737,26,23,2025-03-16T22:31:30Z,1240000,False,,,0,,R. Beekman shooting personal FOUL (1 PF) (Mann 1 FT),"[1641736, 1629611]",1610612751.0,BKN,shooting,,,Beekman,R. Beekman,,,,,In The Paint (Non-RA),0-8 Center,,,,1627526.0,1.0,0.0,Mann,1629611.0,,,,,,,,,,,,
130,PT02M35.00S,2025-03-16T22:31:41.6Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629611,,,1610612737,26,24,2025-03-16T22:32:34Z,1260000,False,,,0,,T. Mann Free Throw 1 of 1 (5 PTS),[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,,,,,,,,Made,,,,,,5.0,,,,,
131,PT02M17.00S,2025-03-16T22:32:03.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,91.5407358738502,47.794117647058826,1610612751,28,24,2025-03-16T22:32:06Z,1270000,False,-11.0,27.0,1,right,D. Sharpe cutting Layup (2 PTS) (T. Watford 1 AST),"[1630549, 1630570]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,2.92,2.0,T. Watford,1630570.0,1.0,,
133,PT02M06.00S,2025-03-16T22:32:13.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,8.754927726675426,56.372549019607845,1610612737,28,24,2025-03-16T22:32:20Z,1290000,False,-32.0,30.0,1,left,MISS G. Niang cutting Layup,[1627777],1610612737.0,ATL,cutting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,,,4.37,,,,,,
134,PT02M06.00S,2025-03-16T22:32:13.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,28,24,2025-03-16T22:32:20Z,1300000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,133.0,,,,,,,,,,
136,PT01M56.00S,2025-03-16T22:32:39.5Z,1,REGULAR,turnover,out-of-bounds,[],1630570,,,1610612751,28,24,2025-03-16T22:32:49Z,1320000,False,,,0,,T. Watford lost ball out-of-bounds TURNOVER (1 TO),[1630570],1610612751.0,BKN,lost ball,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,1627526.0,,,,,,,,,,,,,,,,
137,PT01M56.00S,2025-03-16T22:32:42.9Z,1,REGULAR,substitution,out,[],1629661,,,1610612737,28,24,2025-03-16T22:32:47Z,1330000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M56.00S,2025-03-16T22:32:42.9Z,1,REGULAR,substitution,in,[],1630553,,,1610612737,28,24,2025-03-16T22:32:47Z,1340000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M39.00S,2025-03-16T22:33:16.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630549,,,1610612737,28,24,2025-03-16T22:33:36Z,1350000,False,,,0,,D. Sharpe personal FOUL (1 PF) (Niang 2 FT),"[1630549, 1627777]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,204058.0,1.0,0.0,Niang,1627777.0,,,,,,,,,,,,
141,PT01M39.00S,2025-03-16T22:33:44.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627777,,,1610612737,28,25,2025-03-16T22:33:44Z,1370000,False,,,0,,G. Niang Free Throw 1 of 2 (1 PTS),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,Made,,,,,,1.0,,,,,
142,PT01M39.00S,2025-03-16T22:34:02.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627777,,,1610612737,28,26,2025-03-16T22:34:02Z,1380000,False,,,0,,G. Niang Free Throw 2 of 2 (2 PTS),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,Made,,,,,,2.0,,,,,
144,PT01M17.00S,2025-03-16T22:34:42.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,93.11760840998686,43.627450980392155,1610612751,28,26,2025-03-16T22:39:05Z,1392500,False,-32.0,12.0,1,right,MISS K. Johnson driving Layup - blocked,"[1630553, 1631230]",1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,3.42,,,,,Barlow,1631230.0
145,PT01M17.00S,2025-03-16T22:34:42.5Z,1,REGULAR,block,,[],1631230,,,1610612751,28,26,2025-03-16T22:34:44Z,1393750,False,,,0,,D. Barlow BLOCK (1 BLK),[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
146,PT01M15.00S,2025-03-16T22:34:44.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,28,26,2025-03-16T22:41:25Z,1394375,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,144.0,,,,,,,,,,
147,PT01M15.00S,2025-03-16T22:34:57.2Z,1,REGULAR,foul,personal,[],1630249,,,1610612751,28,26,2025-03-16T22:39:16Z,1394687,False,,,0,,V. Krejčí loose ball personal FOUL (1 PF),"[1630249, 1630549]",1610612737.0,ATL,loose ball,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,,,,204058.0,1.0,0.0,Sharpe,1630549.0,,,,,,,,,,,,
150,PT01M07.00S,2025-03-16T22:37:41.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641736,79.97700394218134,5.637254901960785,1610612751,31,26,2025-03-16T22:37:45Z,1460000,False,-222.0,136.0,1,right,R. Beekman 26' 3PT  (3 PTS) (D. Sharpe 2 AST),"[1641736, 1630549]",1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,,,,26.0,3.0,D. Sharpe,1630549.0,2.0,,
153,PT00M56.90S,2025-03-16T22:38:04.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630553,,,1610612737,31,26,2025-03-16T22:38:10Z,1490000,False,,,0,,K. Johnson personal FOUL (2 PF) (Young 2 FT),"[1630553, 1629027]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right Center,,,,204058.0,2.0,0.0,Young,1629027.0,,,,,,,,,,,,
155,PT00M56.90S,2025-03-16T22:38:17.6Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,31,26,2025-03-16T22:38:17Z,1510000,False,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
156,PT00M56.90S,2025-03-16T22:38:17.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,31,26,2025-03-16T22:38:17Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,,,
157,PT00M56.90S,2025-03-16T22:38:32.3Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,31,27,2025-03-16T22:38:32Z,1530000,False,,,0,,T. Young Free Throw 2 of 2 (8 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,Made,,,,,,8.0,,,,,
158,PT00M38.50S,2025-03-16T22:38:55.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641721,92.9862023653088,56.86274509803921,1610612751,33,27,2025-03-16T22:39:00Z,1540000,False,34.0,13.0,1,right,M. Lewis driving Layup (2 PTS) (K. Johnson 2 AST),"[1641721, 1630553]",1610612751.0,BKN,driving,,,Lewis,M. Lewis,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,3.68,2.0,K. Johnson,1630553.0,2.0,,
160,PT00M24.10S,2025-03-16T22:39:12.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,12.434296977660972,57.107843137254896,1610612737,33,27,2025-03-16T22:42:09Z,1560000,False,-36.0,64.0,1,left,MISS T. Mann 7' turnaround fadeaway Shot,[1629611],1610612737.0,ATL,turnaround fadeaway,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,,,7.35,,,,,,
161,PT00M21.30S,2025-03-16T22:39:15.7Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,33,27,2025-03-16T22:39:16Z,1570000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,160.0,1.0,1.0,0.0,,,,,,,
162,PT00M02.50S,2025-03-16T22:39:34.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,86.02168199737189,55.63725490196079,1610612751,33,27,2025-03-16T22:39:40Z,1580000,False,28.0,79.0,1,right,MISS T. Watford 8' driving floating Shot,[1630570],1610612751.0,BKN,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,,,,8.38,,,,,,
163,PT00M02.50S,2025-03-16T22:39:34.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,33,27,2025-03-16T22:39:40Z,1590000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,162.0,,,,,,,,,,
165,PT00M00.00S,2025-03-16T22:39:45.8Z,1,REGULAR,3pt,Jump Shot,[],1629027,39.37253613666228,81.86274509803921,1610612737,33,27,2025-03-16T22:39:55Z,1610000,False,-159.0,318.0,1,left,MISS T. Young 35' pullup bank 3PT,[1629027],1610612737.0,ATL,pullup bank,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,,,,35.53,,,,,,
166,PT00M00.00S,2025-03-16T22:39:48.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,33,27,2025-03-16T22:39:48Z,1620000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,165.0,,,,,,,,,,
167,PT00M00.00S,2025-03-16T22:39:52.2Z,1,REGULAR,period,end,[],0,,,1610612737,33,27,2025-03-16T22:39:52Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-03-16T22:42:18.3Z,2,REGULAR,substitution,out,['startperiod'],1641736,,,1610612737,33,27,2025-03-16T22:42:44Z,1640000,False,,,0,,SUB out: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-03-16T22:42:18.3Z,2,REGULAR,substitution,out,['startperiod'],1630553,,,1610612737,33,27,2025-03-16T22:42:44Z,1650000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-03-16T22:42:18.3Z,2,REGULAR,substitution,out,['startperiod'],1627777,,,1610612737,33,27,2025-03-16T22:42:44Z,1660000,False,,,0,,SUB out: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-03-16T22:42:18.3Z,2,REGULAR,substitution,out,['startperiod'],1630249,,,1610612737,33,27,2025-03-16T22:42:44Z,1670000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-03-16T22:42:18.3Z,2,REGULAR,substitution,in,['startperiod'],1629661,,,1610612737,33,27,2025-03-16T22:42:44Z,1680000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-03-16T22:42:18.3Z,2,REGULAR,substitution,in,['startperiod'],1631213,,,1610612737,33,27,2025-03-16T22:42:44Z,1690000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-03-16T22:42:18.3Z,2,REGULAR,substitution,in,['startperiod'],1642258,,,1610612737,33,27,2025-03-16T22:42:44Z,1700000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-03-16T22:42:18.3Z,2,REGULAR,substitution,in,['startperiod'],1631243,,,1610612737,33,27,2025-03-16T22:42:44Z,1710000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-03-16T22:42:41.7Z,2,REGULAR,period,start,[],0,,,1610612737,33,27,2025-03-16T22:42:44Z,1720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M45.00S,2025-03-16T22:42:56.5Z,2,REGULAR,3pt,Jump Shot,[],1642258,29.38567674113009,25.735294117647058,1610612737,33,27,2025-03-16T22:43:01Z,1730000,False,121.0,224.0,1,left,MISS Z. Risacher 25' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,,,25.45,,,,,,
178,PT11M41.00S,2025-03-16T22:43:00.5Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612751,33,27,2025-03-16T22:43:01Z,1740000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,177.0,1.0,1.0,0.0,,,,,,,
179,PT11M25.00S,2025-03-16T22:43:16.2Z,2,REGULAR,turnover,lost ball,[],1630549,,,1610612751,33,27,2025-03-16T22:43:19Z,1750000,False,,,0,,D. Sharpe lost ball TURNOVER (1 TO),"[1630549, 1629027]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,1.0,Young,1629027.0,,,,,,,,,,,,,,,,,
180,PT11M25.00S,2025-03-16T22:43:16.2Z,2,REGULAR,steal,,[],1629027,,,1610612737,33,27,2025-03-16T22:43:17Z,1760000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
181,PT11M18.00S,2025-03-16T22:43:22.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629611,7.5722733245729295,94.85294117647058,1610612737,33,27,2025-03-16T22:43:27Z,1770000,False,-224.0,19.0,1,left,MISS T. Mann running 3PT,[1629611],1610612737.0,ATL,running,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,,,22.51,,,,,,
182,PT11M15.00S,2025-03-16T22:43:25.9Z,2,REGULAR,rebound,defensive,[],1631213,,,1610612751,33,27,2025-03-16T22:43:27Z,1780000,False,,,0,,T. Martin REBOUND (Off:0 Def:3),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Left Corner 3,24+ Left,,,,,,,,,,181.0,3.0,3.0,0.0,,,,,,,
