actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
684,PT01M00.00S,2023-10-30T03:27:53.1Z,4,REGULAR,substitution,out,[],1628426,,,1610612747,113,110,2023-10-30T03:27:56Z,6640000,False,,,0,,SUB out: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT01M00.00S,2023-10-30T03:27:53.1Z,4,REGULAR,substitution,in,[],1628370,,,1610612747,113,110,2023-10-30T03:27:56Z,6650000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT01M00.00S,2023-10-30T03:28:10.2Z,4,REGULAR,freethrow,2 of 2,[],1626156,,,1610612747,113,111,2023-10-30T03:28:10Z,6660000,False,,,0,,D. Russell Free Throw 2 of 2 (14 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
687,PT00M39.30S,2023-10-30T03:28:33.2Z,4,REGULAR,3pt,Jump Shot,[],1628368,76.2976346911958,87.99019607843137,1610612758,113,111,2023-10-30T03:28:38Z,6670000,False,190.0,170.0,1,right,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,25.52,Missed,,,,,,,,,,,,,,,
688,PT00M37.10S,2023-10-30T03:28:35.4Z,4,REGULAR,rebound,defensive,[],1626156,,,1610612747,113,111,2023-10-30T03:28:38Z,6680000,False,,,0,,D. Russell REBOUND (Off:0 Def:3),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,,687.0,3.0,3.0,0.0,,,,,,,,,,
689,PT00M30.10S,2023-10-30T03:28:45.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,7.966491458607096,48.28431372549019,1610612747,113,111,2023-10-30T03:34:44Z,6690000,False,9.0,22.0,1,left,MISS T. Prince driving Layup,[1627752],1610612747.0,LAL,driving,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,2.4,Missed,,,,,,,,,,,,,,,
690,PT00M29.70S,2023-10-30T03:28:45.4Z,4,REGULAR,rebound,offensive,[],203076,,,1610612747,113,111,2023-10-30T03:34:44Z,6700000,False,,,0,,A. Davis REBOUND (Off:6 Def:10),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,689.0,16.0,10.0,6.0,,,,,,,,,,
691,PT00M28.10S,2023-10-30T03:28:50.6Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203076,5.590000152587891,50.0,1610612747,113,113,2023-10-30T03:35:03Z,6710000,False,0.0,0.0,1,left,A. Davis tip DUNK (28 PTS),[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,0.0,Made,28.0,,,,,,,,,,,,,,
693,PT00M25.70S,2023-10-30T03:28:57.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629216,,,1610612758,113,113,2023-10-30T03:32:20Z,6730000,False,,,0,,G. Vincent personal FOUL (3 PF) (Fox 2 FT),"[1629216, 1628368]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1151.0,3.0,0.0,Fox,1628368.0
695,PT00M25.70S,2023-10-30T03:29:17.3Z,4,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,114,113,2023-10-30T03:34:01Z,6750000,False,,,0,,D. Fox Free Throw 1 of 2 (36 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Made,36.0,,,,,,,,,,,,,,
700,PT00M25.70S,2023-10-30T03:29:17.3Z,4,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,115,113,2023-10-30T03:34:01Z,6755000,False,,,0,,D. Fox Free Throw 2 of 2 (37 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Made,37.0,,,,,,,,,,,,,,
696,PT00M25.70S,2023-10-30T03:29:19.3Z,4,REGULAR,substitution,out,[],1628989,,,1610612747,115,113,2023-10-30T03:34:01Z,6760000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT00M25.70S,2023-10-30T03:29:19.3Z,4,REGULAR,substitution,in,[],1630537,,,1610612747,115,113,2023-10-30T03:34:01Z,6780000,False,,,0,,SUB in: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
699,PT00M25.70S,2023-10-30T03:29:19.3Z,4,REGULAR,substitution,in,[],1630558,,,1610612747,115,113,2023-10-30T03:34:01Z,6790000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
706,PT00M25.70S,2023-10-30T03:29:19.3Z,4,REGULAR,substitution,out,[],1628368,,,1610612747,115,113,2023-10-30T03:34:01Z,6795000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
701,PT00M25.70S,2023-10-30T03:29:43.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,115,113,2023-10-30T03:34:01Z,6810000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,PT00M25.70S,2023-10-30T03:30:49.8Z,4,REGULAR,substitution,out,[],1630537,,,1610612747,115,113,2023-10-30T03:34:01Z,6820000,False,,,0,,SUB out: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
703,PT00M25.70S,2023-10-30T03:30:49.8Z,4,REGULAR,substitution,in,[],1630556,,,1610612747,115,113,2023-10-30T03:34:01Z,6830000,False,,,0,,SUB in: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
704,PT00M12.90S,2023-10-30T03:31:31.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.521024967148489,46.32352941176471,1610612747,115,115,2023-10-30T03:31:37Z,6840000,False,18.0,9.0,1,left,L. James driving Layup (20 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,2.04,Made,20.0,,,,,,,,,,,,,,
705,PT00M12.90S,2023-10-30T03:31:42.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,115,115,2023-10-30T03:31:42Z,6850000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,PT00M12.90S,2023-10-30T03:32:16.1Z,4,REGULAR,substitution,out,[],1630558,,,1610612758,115,115,2023-10-30T03:33:03Z,6860000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
708,PT00M12.90S,2023-10-30T03:32:16.1Z,4,REGULAR,substitution,out,[],1630556,,,1610612758,115,115,2023-10-30T03:33:03Z,6870000,False,,,0,,SUB out: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
709,PT00M12.90S,2023-10-30T03:32:16.1Z,4,REGULAR,substitution,out,[],1626156,,,1610612758,115,115,2023-10-30T03:33:03Z,6880000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
710,PT00M12.90S,2023-10-30T03:32:16.1Z,4,REGULAR,substitution,in,[],1628368,,,1610612758,115,115,2023-10-30T03:33:03Z,6890000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
711,PT00M12.90S,2023-10-30T03:32:16.1Z,4,REGULAR,substitution,in,[],1628989,,,1610612758,115,115,2023-10-30T03:33:03Z,6900000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
712,PT00M12.90S,2023-10-30T03:32:16.1Z,4,REGULAR,substitution,in,[],1630559,,,1610612758,115,115,2023-10-30T03:33:03Z,6910000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
713,PT00M00.90S,2023-10-30T03:33:32.5Z,4,REGULAR,3pt,Jump Shot,[],1631099,70.90998685939553,82.1078431372549,1610612758,115,115,2023-10-30T03:33:45Z,6920000,False,161.0,221.0,1,right,MISS K. Murray 27' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,27.31,Missed,,,,,,,,,,,,,,,
714,PT00M00.90S,2023-10-30T03:33:32.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,115,115,2023-10-30T03:33:45Z,6930000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,713.0,,,,,,,,,,,,,
715,PT00M00.00S,2023-10-30T03:33:46.1Z,4,REGULAR,period,end,[],0,,,1610612758,115,115,2023-10-30T03:33:46Z,6940000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,PT05M00.00S,2023-10-30T03:34:06.0Z,5,OVERTIME,substitution,out,['startperiod'],1628989,,,1610612758,115,115,2023-10-30T03:36:15Z,6950000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
717,PT05M00.00S,2023-10-30T03:34:06.0Z,5,OVERTIME,substitution,out,['startperiod'],1630559,,,1610612758,115,115,2023-10-30T03:36:15Z,6960000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
718,PT05M00.00S,2023-10-30T03:34:06.0Z,5,OVERTIME,substitution,in,['startperiod'],201580,,,1610612758,115,115,2023-10-30T03:36:15Z,6970000,False,,,0,,SUB in: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
719,PT05M00.00S,2023-10-30T03:34:06.0Z,5,OVERTIME,substitution,in,['startperiod'],1626156,,,1610612758,115,115,2023-10-30T03:36:15Z,6980000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
720,PT05M00.00S,2023-10-30T03:36:34.4Z,5,OVERTIME,period,start,[],0,,,0,115,115,2023-10-30T03:36:34Z,6990000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,PT04M58.00S,2023-10-30T03:36:36.2Z,5,OVERTIME,jumpball,recovered,[],1626156,,,1610612747,115,115,2023-10-30T03:36:36Z,7010000,False,,,0,,Jump Ball A. Davis vs. J. McGee: Tip to D. Russell,"[1626156, 203076, 201580]",1610612747.0,LAL,startperiod,D. Russell,1626156.0,Russell,D. Russell,Davis,203076.0,McGee,201580.0,,,,,,,,,,,,,,,,,,,,,,
725,PT04M47.00S,2023-10-30T03:36:46.8Z,5,OVERTIME,turnover,bad pass,[],2544,,,1610612747,115,115,2023-10-30T03:36:55Z,7040000,False,,,0,,L. James bad pass TURNOVER (7 TO),"[2544, 201580]",1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,7.0,McGee,201580.0,,,,,,,,,,,,,,,,,
726,PT04M47.00S,2023-10-30T03:36:46.8Z,5,OVERTIME,steal,,[],201580,,,1610612758,115,115,2023-10-30T03:36:48Z,7050000,False,,,0,,J. McGee STEAL (1 STL),[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
727,PT04M27.00S,2023-10-30T03:37:06.6Z,5,OVERTIME,2pt,Jump Shot,['fromturnover'],1631099,92.72339027595268,72.05882352941177,1610612758,117,115,2023-10-30T03:37:11Z,7060000,False,110.0,16.0,1,right,K. Murray 11' pullup Jump Shot (17 PTS) (H. Barnes 1 AST),"[1631099, 203084]",1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,,,,11.14,Made,17.0,,,,,,,H. Barnes,203084.0,1.0,,,,,
729,PT04M09.00S,2023-10-30T03:37:24.8Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],203076,12.040078843626807,44.11764705882353,1610612747,117,117,2023-10-30T03:37:29Z,7080000,False,29.0,61.0,1,left,A. Davis 6' floating Jump Shot (30 PTS) (L. James 8 AST),"[203076, 2544]",1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,6.74,Made,30.0,,,,,,,L. James,2544.0,8.0,,,,,
731,PT03M51.00S,2023-10-30T03:37:42.1Z,5,OVERTIME,3pt,Jump Shot,[],1628368,67.36202365308804,60.29411764705882,1610612758,117,117,2023-10-30T03:38:48Z,7100000,False,51.0,254.0,1,right,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,25.95,Missed,,,,,,,,,,,,,,,
732,PT03M47.00S,2023-10-30T03:37:46.1Z,5,OVERTIME,rebound,offensive,[],1631099,,,1610612758,117,117,2023-10-30T03:37:49Z,7110000,False,,,0,,K. Murray REBOUND (Off:2 Def:5),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,,731.0,7.0,5.0,2.0,,,,,,,,,,
733,PT03M46.00S,2023-10-30T03:37:47.4Z,5,OVERTIME,3pt,Jump Shot,['2ndchance'],1628370,70.77858081471747,19.362745098039216,1610612758,120,117,2023-10-30T03:37:52Z,7120000,False,-153.0,222.0,1,right,M. Monk 26' 3PT  (14 PTS) (K. Murray 5 AST),"[1628370, 1631099]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,26.99,Made,14.0,,,,,,,K. Murray,1631099.0,5.0,,,,,
735,PT03M31.00S,2023-10-30T03:38:05.2Z,5,OVERTIME,2pt,Jump Shot,[],1626156,21.23850197109067,50.0,1610612747,120,119,2023-10-30T03:38:10Z,7140000,False,0.0,147.0,1,left,D. Russell 14' pullup Jump Shot (16 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Mid-Range,8-16 Center,,,,14.71,Made,16.0,,,,,,,,,,,,,,
736,PT03M31.00S,2023-10-30T03:38:08.2Z,5,OVERTIME,foul,personal,['1freethrow'],1628370,,,1610612747,120,119,2023-10-30T03:38:21Z,7150000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (Russell 1 FT),"[1628370, 1626156]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Russell,1626156.0
738,PT03M31.00S,2023-10-30T03:38:15.7Z,5,OVERTIME,substitution,out,[],1628368,,,1610612747,120,119,2023-10-30T03:38:19Z,7170000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
739,PT03M31.00S,2023-10-30T03:38:15.7Z,5,OVERTIME,substitution,in,[],1628989,,,1610612747,120,119,2023-10-30T03:38:19Z,7180000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
740,PT03M31.00S,2023-10-30T03:38:33.2Z,5,OVERTIME,freethrow,1 of 1,[],1626156,,,1610612747,120,120,2023-10-30T03:38:33Z,7190000,False,,,0,,D. Russell Free Throw 1 of 1 (17 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
741,PT03M21.00S,2023-10-30T03:38:46.8Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1628370,93.64323258869908,45.83333333333333,1610612758,122,120,2023-10-30T03:38:52Z,7200000,False,-21.0,7.0,1,right,M. Monk driving Layup (16 PTS),[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,2.2,Made,16.0,,,,,,,,,,,,,,
742,PT03M21.00S,2023-10-30T03:38:49.3Z,5,OVERTIME,foul,personal,['1freethrow'],203076,,,1610612758,122,120,2023-10-30T03:39:02Z,7210000,False,,,0,,A. Davis shooting personal FOUL (5 PF) (Monk 1 FT),"[203076, 1628370]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1204.0,5.0,0.0,Monk,1628370.0
744,PT03M21.00S,2023-10-30T03:39:09.2Z,5,OVERTIME,freethrow,1 of 1,[],1628370,,,1610612758,123,120,2023-10-30T03:39:09Z,7230000,False,,,0,,M. Monk Free Throw 1 of 1 (17 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
745,PT03M08.00S,2023-10-30T03:39:23.9Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1626156,19.530223390275953,49.26470588235294,1610612747,123,120,2023-10-30T03:39:28Z,7240000,False,4.0,131.0,1,left,MISS D. Russell 13' pullup Shot,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,,13.12,Missed,,,,,,,,,,,,,,,
746,PT03M05.00S,2023-10-30T03:39:26.9Z,5,OVERTIME,rebound,defensive,[],1628989,,,1610612758,123,120,2023-10-30T03:39:28Z,7250000,False,,,0,,K. Huerter REBOUND (Off:0 Def:5),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,745.0,5.0,5.0,0.0,,,,,,,,,,
748,PT02M58.00S,2023-10-30T03:39:34.0Z,5,OVERTIME,foul,personal,['2freethrow'],1626156,,,1610612758,123,120,2023-10-30T03:39:47Z,7270000,False,,,0,,D. Russell shooting personal FOUL (4 PF) (Huerter 2 FT),"[1626156, 1628989]",1610612747.0,LAL,shooting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1204.0,4.0,0.0,Huerter,1628989.0
750,PT02M58.00S,2023-10-30T03:39:57.8Z,5,OVERTIME,freethrow,1 of 2,[],1628989,,,1610612758,124,120,2023-10-30T03:39:57Z,7290000,False,,,0,,K. Huerter Free Throw 1 of 2 (9 PTS),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
751,PT02M58.00S,2023-10-30T03:39:57.8Z,5,OVERTIME,freethrow,2 of 2,[],1628989,,,1610612758,124,120,2023-10-30T03:40:22Z,7300000,False,,,0,,MISS K. Huerter Free Throw 2 of 2,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
752,PT02M55.00S,2023-10-30T03:40:00.8Z,5,OVERTIME,rebound,defensive,[],2544,,,1610612747,124,120,2023-10-30T03:40:22Z,7310000,False,,,0,,L. James REBOUND (Off:0 Def:13),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,751.0,13.0,13.0,0.0,,,,,,,,,,
754,PT02M34.00S,2023-10-30T03:40:56.7Z,5,OVERTIME,3pt,Jump Shot,[],2544,11.908672798948752,94.6078431372549,1610612747,124,123,2023-10-30T03:41:14Z,7330000,False,-223.0,59.0,1,left,L. James 3PT step back (23 PTS) (D. Russell 8 AST),"[2544, 1626156]",1610612747.0,LAL,step back,,,James,L. James,,,,,Left Corner 3,24+ Left,,,,23.08,Made,23.0,,,,,,,D. Russell,1626156.0,8.0,,,,,
756,PT02M19.00S,2023-10-30T03:41:12.8Z,5,OVERTIME,3pt,Jump Shot,[],1628370,69.07030223390277,69.6078431372549,1610612758,124,123,2023-10-30T03:42:46Z,7350000,False,98.0,238.0,1,right,MISS M. Monk 25' step back 3PT,[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,,25.76,Missed,,,,,,,,,,,,,,,
757,PT02M19.00S,2023-10-30T03:41:12.8Z,5,OVERTIME,rebound,defensive,[],2544,,,1610612747,124,123,2023-10-30T03:41:19Z,7360000,False,,,0,,L. James REBOUND (Off:0 Def:14),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,756.0,14.0,14.0,0.0,,,,,,,,,,
758,PT02M11.00S,2023-10-30T03:41:20.8Z,5,OVERTIME,3pt,Jump Shot,[],1626156,26.757555847568987,19.11764705882353,1610612747,124,123,2023-10-30T03:41:31Z,7370000,False,154.0,199.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,25.19,Missed,,,,,,,,,,,,,,,
759,PT02M10.00S,2023-10-30T03:41:24.0Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612747,124,123,2023-10-30T03:41:24Z,7380000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,758.0,,,,,,,,,,,,,
760,PT01M59.00S,2023-10-30T03:41:49.0Z,5,OVERTIME,3pt,Jump Shot,['2ndchance'],1627752,29.6484888304862,23.774509803921568,1610612747,124,123,2023-10-30T03:42:03Z,7390000,False,131.0,226.0,1,left,MISS T. Prince 26' 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,26.14,Missed,,,,,,,,,,,,,,,
761,PT01M55.00S,2023-10-30T03:41:53.0Z,5,OVERTIME,rebound,defensive,[],1628989,,,1610612758,124,123,2023-10-30T03:42:03Z,7400000,False,,,0,,K. Huerter REBOUND (Off:0 Def:6),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,,,760.0,6.0,6.0,0.0,,,,,,,,,,
762,PT01M41.00S,2023-10-30T03:42:06.9Z,5,OVERTIME,3pt,Jump Shot,[],1628989,72.09264126149803,17.15686274509804,1610612758,124,123,2023-10-30T03:42:15Z,7410000,False,-164.0,210.0,1,right,MISS K. Huerter 26' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,26.64,Missed,,,,,,,,,,,,,,,
763,PT01M38.00S,2023-10-30T03:42:09.9Z,5,OVERTIME,rebound,offensive,[],1631099,,,1610612758,124,123,2023-10-30T03:42:20Z,7420000,False,,,0,,K. Murray REBOUND (Off:3 Def:5),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,762.0,8.0,5.0,3.0,,,,,,,,,,
764,PT01M36.00S,2023-10-30T03:42:13.3Z,5,OVERTIME,3pt,Jump Shot,['2ndchance'],1628370,67.23061760840999,58.82352941176471,1610612758,127,123,2023-10-30T03:42:17Z,7430000,False,44.0,256.0,1,right,M. Monk 25' 3PT  (20 PTS) (H. Barnes 2 AST),"[1628370, 203084]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,,25.93,Made,20.0,,,,,,,H. Barnes,203084.0,2.0,,,,,
766,PT01M21.00S,2023-10-30T03:42:30.9Z,5,OVERTIME,3pt,Jump Shot,[],1627752,4.812746386333772,94.11764705882352,1610612747,127,123,2023-10-30T03:42:37Z,7450000,False,-221.0,-7.0,1,left,MISS T. Prince 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,,,,22.07,Missed,,,,,,,,,,,,,,,
767,PT01M17.00S,2023-10-30T03:42:34.9Z,5,OVERTIME,rebound,defensive,[],1628989,,,1610612758,127,123,2023-10-30T03:42:37Z,7460000,False,,,0,,K. Huerter REBOUND (Off:0 Def:7),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Left Corner 3,24+ Left,,,,,,,766.0,7.0,7.0,0.0,,,,,,,,,,
768,PT00M58.20S,2023-10-30T03:42:53.8Z,5,OVERTIME,3pt,Jump Shot,[],203084,96.27135348226018,4.6568627450980395,1610612758,127,123,2023-10-30T03:43:06Z,7470000,False,-227.0,-17.0,1,right,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,,,,22.74,Missed,,,,,,,,,,,,,,,
769,PT00M50.90S,2023-10-30T03:43:04.8Z,5,OVERTIME,rebound,defensive,[],2544,,,1610612747,127,123,2023-10-30T03:43:04Z,7480000,False,,,0,,L. James REBOUND (Off:0 Def:15),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,,,,,,,768.0,15.0,15.0,0.0,,,,,,,,,,
770,PT00M50.20S,2023-10-30T03:43:05.5Z,5,OVERTIME,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",2544,6.915243101182654,43.627450980392155,1610612747,127,125,2023-10-30T03:43:13Z,7490000,False,32.0,13.0,1,left,L. James running DUNK (25 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,3.43,Made,25.0,,,,,,,,,,,,,,
771,PT00M32.00S,2023-10-30T03:43:24.5Z,5,OVERTIME,3pt,Jump Shot,[],1628989,78.79434954007884,9.313725490196079,1610612758,130,125,2023-10-30T03:43:30Z,7500000,False,-203.0,147.0,1,right,K. Huerter 25' 3PT  (12 PTS) (M. Monk 3 AST),"[1628989, 1628370]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,25.08,Made,12.0,,,,,,,M. Monk,1628370.0,3.0,,,,,
773,PT00M32.00S,2023-10-30T03:43:41.9Z,5,OVERTIME,timeout,full,['team'],0,,,1610612747,130,125,2023-10-30T03:43:41Z,7520000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,PT00M32.00S,2023-10-30T03:45:05.1Z,5,OVERTIME,substitution,out,[],201580,,,1610612747,130,125,2023-10-30T03:45:12Z,7530000,False,,,0,,SUB out: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
