actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId
418,PT09M35.00S,2024-01-27T02:37:10.7Z,3,REGULAR,3pt,Jump Shot,[],203081,61.3173455978975,42.15686274509804,1610612749,63,60,2024-01-27T02:37:43Z,4090000,False,-39.0,311.0,1,right,MISS D. Lillard 31' step back 3PT,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,Missed,,31.36,,,,,,,,,,,,,,
419,PT09M33.00S,2024-01-27T02:37:12.7Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,63,60,2024-01-27T02:37:43Z,4100000,False,,,0,,J. Allen REBOUND (Off:6 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,418.0,,9.0,3.0,6.0,,,,,,,,,,,
420,PT09M20.00S,2024-01-27T02:37:23.5Z,3,REGULAR,3pt,Jump Shot,[],1629731,31.61957950065703,70.09803921568627,1610612739,63,60,2024-01-27T02:38:04Z,4110000,False,-100.0,245.0,1,left,MISS D. Wade 26' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,,,,Missed,,26.45,,,,,,,,,,,,,,
421,PT09M18.00S,2024-01-27T02:37:25.5Z,3,REGULAR,rebound,defensive,[],203081,,,1610612749,63,60,2024-01-27T02:38:04Z,4120000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,420.0,,1.0,1.0,0.0,,,,,,,,,,,
422,PT09M01.00S,2024-01-27T02:37:45.7Z,3,REGULAR,foul,personal,[],1629731,,,1610612749,63,60,2024-01-27T02:37:57Z,4130000,False,,,0,,D. Wade personal FOUL (1 PF),"[1629731, 203507]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,8-16 Right,1193.0,1.0,0.0,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
424,PT08M48.00S,2024-01-27T02:38:12.9Z,3,REGULAR,2pt,Jump Shot,[],203507,81.8166885676741,30.637254901960787,1610612749,63,60,2024-01-27T02:38:17Z,4150000,False,-97.0,118.0,1,right,MISS G. Antetokounmpo 15' fadeaway Shot,[203507],1610612749.0,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,,Missed,,15.29,,,,,,,,,,,,,,
425,PT08M45.00S,2024-01-27T02:38:15.9Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612739,63,60,2024-01-27T02:38:17Z,4160000,False,,,0,,M. Strus REBOUND (Off:1 Def:3),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,8-16 Left,,,,,424.0,,4.0,3.0,1.0,,,,,,,,,,,
426,PT08M38.00S,2024-01-27T02:38:24.9Z,3,REGULAR,2pt,Jump Shot,[],1628378,22.421156373193167,48.77450980392157,1610612739,63,60,2024-01-27T02:38:52Z,4170000,False,6.0,158.0,1,left,MISS D. Mitchell 15' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Center,,,,Missed,,15.84,,,,,,,,,,,,,,
427,PT08M36.00S,2024-01-27T02:38:26.9Z,3,REGULAR,rebound,defensive,[],201572,,,1610612749,63,60,2024-01-27T02:44:07Z,4180000,False,,,0,,B. Lopez REBOUND (Off:2 Def:6),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Center,,,,,426.0,,8.0,6.0,2.0,,,,,,,,,,,
455,PT08M35.00S,2024-01-27T02:38:26.6Z,3,REGULAR,turnover,lost ball,[],201572,,,1610612749,63,60,2024-01-27T02:44:47Z,4185000,False,,,0,,B. Lopez lost ball TURNOVER (2 TO),"[201572, 1628378]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2.0,Mitchell,1628378.0,,,,,,,,
456,PT08M35.00S,2024-01-27T02:38:26.6Z,3,REGULAR,steal,,[],1628378,,,1610612739,63,60,2024-01-27T02:44:47Z,4187500,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
428,PT08M34.00S,2024-01-27T02:38:28.3Z,3,REGULAR,turnover,bad pass,[],1628378,,,1610612739,63,60,2024-01-27T02:45:28Z,4190000,False,,,0,,D. Mitchell bad pass TURNOVER (3 TO),"[1628378, 203114]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,3.0,Middleton,203114.0,,,,,,,,
429,PT08M34.00S,2024-01-27T02:38:28.3Z,3,REGULAR,steal,,[],203114,,,1610612749,63,60,2024-01-27T02:38:31Z,4200000,False,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
430,PT08M30.00S,2024-01-27T02:38:34.2Z,3,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612749,63,60,2024-01-27T02:39:03Z,4210000,False,,,0,,M. Strus shooting personal FOUL (2 PF) (Lillard 2 FT),"[1629622, 203081]",1610612739.0,CLE,shooting,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,2002.0,2.0,0.0,,,,,,,,,,,,,,,,Lillard,203081.0
432,PT08M30.00S,2024-01-27T02:39:04.7Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203081,,,1610612749,64,60,2024-01-27T02:41:22Z,4230000,False,,,0,,D. Lillard Free Throw 1 of 2 (16 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,Made,,,,,,,,,,,16.0,,,,,
433,PT08M30.00S,2024-01-27T02:39:04.7Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",203081,,,1610612749,65,60,2024-01-27T02:41:22Z,4240000,False,,,0,,D. Lillard Free Throw 2 of 2 (17 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,Made,,,,,,,,,,,17.0,,,,,
434,PT08M12.00S,2024-01-27T02:39:40.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,14.14257555847569,38.23529411764706,1610612739,65,60,2024-01-27T02:42:03Z,4250000,False,59.0,80.0,1,left,MISS D. Mitchell 9' fadeaway Shot,[1628378],1610612739.0,CLE,fadeaway,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,,,,Missed,,9.96,,,,,,,,,,,,,,
435,PT08M10.00S,2024-01-27T02:39:42.5Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,65,60,2024-01-27T02:42:03Z,4260000,False,,,0,,K. Middleton REBOUND (Off:2 Def:4),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Right,,,,,434.0,,6.0,4.0,2.0,,,,,,,,,,,
436,PT08M07.00S,2024-01-27T02:39:51.0Z,3,REGULAR,turnover,lost ball,[],203114,,,1610612749,65,60,2024-01-27T02:40:02Z,4270000,False,,,0,,K. Middleton lost ball TURNOVER (3 TO),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,3.0,,,,,,,,,,
437,PT08M07.00S,2024-01-27T02:39:57.6Z,3,REGULAR,foul,personal,[],203114,,,1610612739,65,60,2024-01-27T02:40:08Z,4280000,False,,,0,,K. Middleton loose ball personal FOUL (2 PF),"[203114, 1630171]",1610612749.0,MIL,loose ball,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,1193.0,2.0,0.0,,,,,,,,,,,,,,,,Okoro,1630171.0
439,PT07M52.00S,2024-01-27T02:40:15.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,20.318659658344284,93.13725490196079,1610612739,65,60,2024-01-27T02:42:31Z,4300000,False,-216.0,138.0,1,left,MISS M. Strus 25' pullup 3PT,[1629622],1610612739.0,CLE,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,Missed,,25.63,,,,,,,,,,,,,,
440,PT07M49.00S,2024-01-27T02:40:18.2Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,65,60,2024-01-27T02:40:20Z,4310000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,439.0,,7.0,6.0,1.0,,,,,,,,,,,
441,PT07M45.00S,2024-01-27T02:40:26.6Z,3,REGULAR,foul,offensive,[],203507,,,1610612749,65,60,2024-01-27T02:40:55Z,4320000,False,,,0,,G. Antetokounmpo offensive FOUL (3 PF),"[203507, 1629731]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2003.0,3.0,0.0,,,,,,,,,,,,,,,,Wade,1629731.0
443,PT07M45.00S,2024-01-27T02:40:26.6Z,3,REGULAR,turnover,offensive foul,[],203507,,,1610612749,65,60,2024-01-27T02:40:26Z,4340000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (3 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2003.0,,,,,,,,,3.0,,,,,,,,,,
444,PT07M45.00S,2024-01-27T02:40:46.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,65,60,2024-01-27T02:40:46Z,4350000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT07M30.00S,2024-01-27T02:44:00.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628386,19.66162943495401,61.274509803921575,1610612739,65,60,2024-01-27T02:46:47Z,4370000,False,-56.0,132.0,1,left,MISS J. Allen 14' pullup Shot,[1628386],1610612739.0,CLE,pullup,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,Missed,,14.38,,,,,,,,,,,,,,
447,PT07M29.00S,2024-01-27T02:44:01.1Z,3,REGULAR,rebound,offensive,[],1629622,,,1610612739,65,60,2024-01-27T02:46:47Z,4380000,False,,,0,,M. Strus REBOUND (Off:2 Def:3),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,,,,,446.0,,5.0,3.0,2.0,,,,,,,,,,,
448,PT07M27.00S,2024-01-27T02:44:03.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629731,26.363337713534822,13.725490196078432,1610612739,65,63,2024-01-27T02:46:31Z,4390000,False,181.0,195.0,1,left,D. Wade 26' 3PT  (6 PTS) (M. Strus 3 AST),"[1629731, 1629622]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,Made,,26.65,,,,,,,,,6.0,M. Strus,1629622.0,3.0,,
451,PT07M04.00S,2024-01-27T02:44:32.7Z,3,REGULAR,turnover,bad pass,[],203507,,,1610612749,65,63,2024-01-27T02:44:41Z,4420000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (4 TO),"[203507, 1630171]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,4.0,Okoro,1630171.0,,,,,,,,
452,PT07M04.00S,2024-01-27T02:44:32.7Z,3,REGULAR,steal,,[],1630171,,,1610612739,65,63,2024-01-27T02:44:35Z,4430000,False,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
453,PT06M58.00S,2024-01-27T02:44:38.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629731,27.94021024967148,81.86274509803921,1610612739,65,66,2024-01-27T02:44:44Z,4440000,False,-159.0,210.0,1,left,D. Wade 26' 3PT running (9 PTS) (M. Strus 4 AST),"[1629731, 1629622]",1610612739.0,CLE,running,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,,,,Made,,26.37,,,,,,,,,9.0,M. Strus,1629622.0,4.0,,
457,PT06M44.00S,2024-01-27T02:44:53.3Z,3,REGULAR,3pt,Jump Shot,[],203081,68.28186596583443,29.65686274509804,1610612749,65,66,2024-01-27T02:45:00Z,4460000,False,-102.0,246.0,1,right,MISS D. Lillard 26' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,Missed,,26.59,,,,,,,,,,,,,,
458,PT06M40.00S,2024-01-27T02:44:57.3Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,65,66,2024-01-27T02:45:00Z,4470000,False,,,0,,J. Allen REBOUND (Off:6 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,457.0,,10.0,4.0,6.0,,,,,,,,,,,
459,PT06M37.00S,2024-01-27T02:44:59.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628378,6.652431011826544,50.49019607843137,1610612739,65,68,2024-01-27T02:45:54Z,4480000,False,-2.0,10.0,1,left,D. Mitchell running Layup (20 PTS),[1628378],1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,Made,,1.03,,,,,,,,,20.0,,,,,
460,PT06M20.00S,2024-01-27T02:45:17.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,90.48948751642575,50.73529411764706,1610612749,65,68,2024-01-27T02:47:58Z,4490000,False,4.0,37.0,1,right,MISS G. Antetokounmpo driving reverse Layup - blocked,"[203507, 1629731]",1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,Missed,,3.71,,,,,,,Wade,1629731.0,,,,,,
461,PT06M20.00S,2024-01-27T02:45:17.0Z,3,REGULAR,block,,[],1629731,,,1610612749,65,68,2024-01-27T02:45:20Z,4500000,False,,,0,,D. Wade BLOCK (1 BLK),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
462,PT06M16.00S,2024-01-27T02:45:21.0Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612739,65,68,2024-01-27T02:45:25Z,4510000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:6),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,460.0,,7.0,6.0,1.0,,,,,,,,,,,
463,PT06M06.00S,2024-01-27T02:46:22.9Z,3,REGULAR,jumpball,recovered,[],203507,,,1610612739,65,68,2024-01-27T02:48:25Z,4520000,False,,,0,,Jump Ball K. Middleton vs. D. Mitchell: Tip to G. Antetokounmpo,"[203507, 203114, 1628378]",1610612749.0,MIL,heldball,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Middleton,203114.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,,,,,,
466,PT06M05.00S,2024-01-27T02:46:22.9Z,3,REGULAR,turnover,lost ball,[],1628378,,,1610612739,65,68,2024-01-27T02:49:08Z,4550000,False,,,0,,D. Mitchell lost ball TURNOVER (4 TO),"[1628378, 203114]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,,,,,4.0,Middleton,203114.0,,,,,,,,
467,PT06M05.00S,2024-01-27T02:46:22.9Z,3,REGULAR,steal,,[],203114,,,1610612749,65,68,2024-01-27T02:46:22Z,4560000,False,,,0,,K. Middleton STEAL (2 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
468,PT05M52.00S,2024-01-27T02:46:31.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201572,67.23061760840999,30.637254901960787,1610612749,65,68,2024-01-27T02:46:36Z,4570000,False,-97.0,256.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,Missed,,27.32,,,,,,,,,,,,,,
469,PT05M49.00S,2024-01-27T02:46:34.5Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612739,65,68,2024-01-27T02:46:36Z,4580000,False,,,0,,M. Strus REBOUND (Off:2 Def:4),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,,468.0,,6.0,4.0,2.0,,,,,,,,,,,
470,PT05M35.00S,2024-01-27T02:46:48.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,17.296320630749015,38.23529411764706,1610612739,65,70,2024-01-27T02:46:53Z,4590000,False,59.0,110.0,1,left,D. Mitchell 12' driving floating Jump Shot (22 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,Made,,12.48,,,,,,,,,22.0,,,,,
471,PT05M21.00S,2024-01-27T02:47:02.7Z,3,REGULAR,3pt,Jump Shot,[],203081,70.77858081471747,19.607843137254903,1610612749,65,70,2024-01-27T02:47:07Z,4600000,False,-152.0,222.0,1,right,MISS D. Lillard 26' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,Missed,,26.92,,,,,,,,,,,,,,
472,PT05M18.00S,2024-01-27T02:47:05.7Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612739,65,70,2024-01-27T02:47:07Z,4610000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:7),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,471.0,,8.0,7.0,1.0,,,,,,,,,,,
473,PT05M12.00S,2024-01-27T02:47:12.2Z,3,REGULAR,2pt,Jump Shot,[],1629731,25.18068331143233,48.28431372549019,1610612739,65,70,2024-01-27T02:47:16Z,4620000,False,9.0,184.0,1,left,MISS D. Wade 18' pullup Shot,[1629731],1610612739.0,CLE,pullup,,,Wade,D. Wade,,,,,Mid-Range,16-24 Center,,,,Missed,,18.44,,,,,,,,,,,,,,
474,PT05M09.00S,2024-01-27T02:47:15.2Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,65,70,2024-01-27T02:47:16Z,4630000,False,,,0,,K. Middleton REBOUND (Off:2 Def:5),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Center,,,,,473.0,,7.0,5.0,2.0,,,,,,,,,,,
475,PT04M57.00S,2024-01-27T02:47:29.3Z,3,REGULAR,2pt,Jump Shot,[],201572,89.17542706964521,29.65686274509804,1610612749,65,70,2024-01-27T02:50:01Z,4640000,False,-102.0,49.0,1,right,MISS B. Lopez 11' turnaround fadeaway Shot,[201572],1610612749.0,MIL,turnaround fadeaway,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,,Missed,,11.3,,,,,,,,,,,,,,
476,PT04M55.00S,2024-01-27T02:47:31.3Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,65,70,2024-01-27T02:50:01Z,4650000,False,,,0,,D. Wade REBOUND (Off:0 Def:5),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,8-16 Left,,,,,475.0,,5.0,5.0,0.0,,,,,,,,,,,
477,PT04M44.00S,2024-01-27T02:47:43.1Z,3,REGULAR,foul,personal,[],1627736,,,1610612739,65,70,2024-01-27T02:47:56Z,4660000,False,,,0,,M. Beasley personal FOUL (3 PF),"[1627736, 1628378]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,2002.0,3.0,0.0,,,,,,,,,,,,,,,,Mitchell,1628378.0
479,PT04M44.00S,2024-01-27T02:47:50.7Z,3,REGULAR,substitution,out,[],203114,,,1610612739,65,70,2024-01-27T02:48:04Z,4680000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT04M44.00S,2024-01-27T02:47:50.7Z,3,REGULAR,substitution,out,[],203507,,,1610612739,65,70,2024-01-27T02:48:04Z,4690000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT04M44.00S,2024-01-27T02:47:50.7Z,3,REGULAR,substitution,out,[],1629622,,,1610612739,65,70,2024-01-27T02:48:04Z,4700000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT04M44.00S,2024-01-27T02:47:50.7Z,3,REGULAR,substitution,out,[],1629731,,,1610612739,65,70,2024-01-27T02:48:04Z,4710000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT04M44.00S,2024-01-27T02:47:50.7Z,3,REGULAR,substitution,in,[],1626171,,,1610612739,65,70,2024-01-27T02:48:04Z,4720000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT04M44.00S,2024-01-27T02:47:50.7Z,3,REGULAR,substitution,in,[],203109,,,1610612739,65,70,2024-01-27T02:48:04Z,4730000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT04M44.00S,2024-01-27T02:47:50.7Z,3,REGULAR,substitution,in,[],1627747,,,1610612739,65,70,2024-01-27T02:48:04Z,4740000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT04M44.00S,2024-01-27T02:47:50.7Z,3,REGULAR,substitution,in,[],1627777,,,1610612739,65,70,2024-01-27T02:48:04Z,4750000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT04M32.00S,2024-01-27T02:48:17.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,10.200394218134035,38.48039215686275,1610612739,65,72,2024-01-27T02:48:24Z,4760000,False,58.0,43.0,1,left,D. Mitchell 7' driving finger roll Layup (24 PTS),[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,Made,,7.21,,,,,,,,,24.0,,,,,
488,PT04M22.00S,2024-01-27T02:48:29.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203081,85.3646517739816,44.85294117647059,1610612749,65,72,2024-01-27T02:48:34Z,4770000,False,-26.0,85.0,1,right,MISS D. Lillard 8' driving finger roll Layup - blocked,"[203081, 1630171]",1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,,,,Missed,,8.89,,,,,,,Okoro,1630171.0,,,,,,
489,PT04M22.00S,2024-01-27T02:48:29.4Z,3,REGULAR,block,,[],1630171,,,1610612749,65,72,2024-01-27T02:48:32Z,4780000,False,,,0,,I. Okoro BLOCK (2 BLK),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
490,PT04M22.00S,2024-01-27T02:48:29.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,65,72,2024-01-27T02:48:34Z,4790000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,488.0,,,,,,,,,,,,,,,
492,PT04M20.00S,2024-01-27T02:48:50.3Z,3,REGULAR,turnover,bad pass,[],1627736,,,1610612749,65,72,2024-01-27T02:52:02Z,4810000,False,,,0,,M. Beasley bad pass TURNOVER (2 TO),"[1627736, 1630171]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Left,,,,,,,,,,2.0,Okoro,1630171.0,,,,,,,,
493,PT04M20.00S,2024-01-27T02:48:50.3Z,3,REGULAR,steal,,[],1630171,,,1610612739,65,72,2024-01-27T02:48:52Z,4820000,False,,,0,,I. Okoro STEAL (2 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
494,PT04M14.00S,2024-01-27T02:48:55.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628378,29.122864651773984,9.068627450980392,1610612739,65,72,2024-01-27T02:49:02Z,4830000,False,205.0,221.0,1,left,MISS D. Mitchell 30' running 3PT,[1628378],1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,Missed,,30.15,,,,,,,,,,,,,,
495,PT04M10.00S,2024-01-27T02:48:59.3Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,65,72,2024-01-27T02:49:02Z,4840000,False,,,0,,B. Portis REBOUND (Off:0 Def:7),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,,,494.0,,7.0,7.0,0.0,,,,,,,,,,,
496,PT03M50.00S,2024-01-27T02:49:20.3Z,3,REGULAR,2pt,Jump Shot,[],1626171,78.79434954007884,33.57843137254902,1610612749,65,72,2024-01-27T02:49:27Z,4850000,False,-82.0,147.0,1,right,MISS B. Portis 16' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left Center,,,,Missed,,16.82,,,,,,,,,,,,,,
497,PT03M50.00S,2024-01-27T02:49:20.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,65,72,2024-01-27T03:05:53Z,4860000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,496.0,,,,,,,,,,,,,,,
499,PT03M34.00S,2024-01-27T02:50:08.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,6.652431011826544,52.69607843137255,1610612739,65,74,2024-01-27T02:50:17Z,4880000,False,-13.0,10.0,1,left,J. Allen cutting DUNK (17 PTS) (C. LeVert 1 AST),"[1628386, 1627747]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,Made,,1.68,,,,,,,,,17.0,C. LeVert,1627747.0,1.0,,
