actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
83,PT05M38.00S,2023-12-18T00:26:18.7Z,1,REGULAR,2pt,Jump Shot,[],1631106,81.68528252299606,33.33333333333333,1610612745,15,15,2023-12-18T00:26:24Z,800000,False,-83.0,120.0,1,right,T. Eason 14' pullup Jump Shot (5 PTS) (A. Sengun 1 AST),"[1631106, 1630578]",1610612745.0,HOU,pullup,,,Eason,T. Eason,,,,,Mid-Range,8-16 Left,14.58,Made,,,,,,,,,,,5.0,,,A. Sengun,1630578.0,1.0,,
85,PT05M17.00S,2023-12-18T00:26:40.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,6.258212877792378,53.431372549019606,1610612749,17,15,2023-12-18T00:26:45Z,820000,False,-17.0,6.0,1,left,D. Lillard driving finger roll Layup (5 PTS),[203081],1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.83,Made,,,,,,,,,,,5.0,,,,,,,
86,PT05M04.00S,2023-12-18T00:26:52.7Z,1,REGULAR,2pt,Jump Shot,[],1630578,78.9257555847569,50.0,1610612745,17,15,2023-12-18T00:27:06Z,830000,False,0.0,146.0,1,right,MISS A. Sengun 14' fadeaway Shot,[1630578],1610612745.0,HOU,fadeaway,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,14.56,Missed,,,,,,,,,,,,,,,,,,
87,PT05M01.00S,2023-12-18T00:26:55.7Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,17,15,2023-12-18T00:27:06Z,840000,False,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Center,,,86.0,3.0,3.0,0.0,,,,,,,,,,,,,,
88,PT04M54.00S,2023-12-18T00:27:03.3Z,1,REGULAR,3pt,Jump Shot,[],1626171,29.25427069645204,78.43137254901961,1610612749,17,15,2023-12-18T00:27:08Z,850000,False,-142.0,222.0,1,left,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
89,PT04M50.00S,2023-12-18T00:27:07.3Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,17,15,2023-12-18T00:27:08Z,860000,False,,,0,,T. Eason REBOUND (Off:0 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,88.0,2.0,2.0,0.0,,,,,,,,,,,,,,
90,PT04M48.00S,2023-12-18T00:27:09.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,93.51182654402102,49.754901960784316,1610612745,17,17,2023-12-18T00:27:17Z,870000,False,-1.0,8.0,1,right,D. Brooks running Layup (4 PTS) (T. Eason 1 AST),"[1628415, 1631106]",1610612745.0,HOU,running,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,,,,,4.0,,,T. Eason,1631106.0,1.0,,
92,PT04M34.00S,2023-12-18T00:27:28.9Z,1,REGULAR,turnover,bad pass,[],1641748,,,1610612749,17,17,2023-12-18T00:28:15Z,890000,False,,,0,,A. Jackson Jr. bad pass TURNOVER (1 TO),"[1641748, 1631106]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1.0,,,,,,Eason,1631106.0,,,,,
93,PT04M34.00S,2023-12-18T00:27:28.9Z,1,REGULAR,steal,,[],1631106,,,1610612745,17,17,2023-12-18T00:27:33Z,900000,False,,,0,,T. Eason STEAL (2 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
94,PT04M32.00S,2023-12-18T00:27:34.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631106,92.9862023653088,51.71568627450981,1610612745,17,19,2023-12-18T00:28:26Z,910000,False,9.0,13.0,1,right,T. Eason running DUNK (7 PTS),[1631106],1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,,,7.0,,,,,,,
95,PT04M13.00S,2023-12-18T00:27:47.2Z,1,REGULAR,3pt,Jump Shot,[],201572,34.247700394218136,30.637254901960787,1610612749,17,19,2023-12-18T00:27:52Z,920000,False,97.0,269.0,1,left,MISS B. Lopez 28' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,28.63,Missed,,,,,,,,,,,,,,,,,,
96,PT04M09.00S,2023-12-18T00:27:51.2Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,17,19,2023-12-18T00:27:52Z,930000,False,,,0,,T. Eason REBOUND (Off:0 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,95.0,3.0,3.0,0.0,,,,,,,,,,,,,,
97,PT04M08.00S,2023-12-18T00:27:57.1Z,1,REGULAR,foul,personal,[],203081,,,1610612745,17,19,2023-12-18T00:28:06Z,940000,False,,,0,,D. Lillard personal FOUL (1 PF),"[203081, 1628415]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right Center,,,,,,,201245.0,,1.0,0.0,Brooks,1628415.0,,,,,,,,
99,PT04M08.00S,2023-12-18T00:28:08.6Z,1,REGULAR,substitution,out,[],201572,,,1610612745,17,19,2023-12-18T00:28:29Z,960000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M08.00S,2023-12-18T00:28:08.6Z,1,REGULAR,substitution,out,[],1641748,,,1610612745,17,19,2023-12-18T00:28:29Z,970000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M08.00S,2023-12-18T00:28:08.6Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,17,19,2023-12-18T00:28:29Z,980000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M08.00S,2023-12-18T00:28:08.6Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,17,19,2023-12-18T00:28:29Z,990000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M08.00S,2023-12-18T00:28:08.6Z,1,REGULAR,substitution,in,[],1626192,,,1610612745,17,19,2023-12-18T00:28:29Z,1000000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M08.00S,2023-12-18T00:28:08.6Z,1,REGULAR,substitution,in,[],203507,,,1610612745,17,19,2023-12-18T00:28:29Z,1010000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M08.00S,2023-12-18T00:28:08.6Z,1,REGULAR,substitution,in,[],201145,,,1610612745,17,19,2023-12-18T00:28:29Z,1020000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M08.00S,2023-12-18T00:28:08.6Z,1,REGULAR,substitution,in,[],1628988,,,1610612745,17,19,2023-12-18T00:28:29Z,1030000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M58.00S,2023-12-18T00:28:42.9Z,1,REGULAR,foul,personal,['2freethrow'],1630699,,,1610612745,17,19,2023-12-18T00:28:54Z,1040000,False,,,0,,M. Beauchamp shooting personal FOUL (1 PF) (Green 2 FT),"[1630699, 201145]",1610612749.0,MIL,shooting,,,Beauchamp,M. Beauchamp,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1662.0,,1.0,0.0,Green,201145.0,,,,,,,,
109,PT03M58.00S,2023-12-18T00:29:10.4Z,1,REGULAR,freethrow,1 of 2,[],201145,,,1610612745,17,20,2023-12-18T00:29:10Z,1060000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
110,PT03M58.00S,2023-12-18T00:29:30.4Z,1,REGULAR,freethrow,2 of 2,[],201145,,,1610612745,17,21,2023-12-18T00:29:30Z,1070000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
111,PT03M45.00S,2023-12-18T00:29:42.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.521024967148489,52.450980392156865,1610612749,19,21,2023-12-18T00:29:54Z,1080000,False,-12.0,9.0,1,left,G. Antetokounmpo driving DUNK (5 PTS) (D. Lillard 4 AST),"[203507, 203081]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.51,Made,,,,,,,,,,,5.0,,,D. Lillard,203081.0,4.0,,
113,PT03M33.00S,2023-12-18T00:29:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,93.24901445466492,48.03921568627451,1610612745,19,23,2023-12-18T00:30:02Z,1100000,False,-10.0,11.0,1,right,D. Brooks driving Layup (6 PTS),[1628415],1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,,6.0,,,,,,,
114,PT03M25.00S,2023-12-18T00:30:03.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,6.783837056504599,50.73529411764706,1610612749,21,23,2023-12-18T00:30:09Z,1110000,False,-4.0,11.0,1,left,D. Lillard driving Layup (7 PTS),[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.19,Made,,,,,,,,,,,7.0,,,,,,,
115,PT03M14.00S,2023-12-18T00:30:13.5Z,1,REGULAR,3pt,Jump Shot,[],1628415,72.48685939553219,13.970588235294118,1610612745,21,23,2023-12-18T00:30:23Z,1120000,False,-180.0,206.0,1,right,MISS D. Brooks 27' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,27.37,Missed,,,,,,,,,,,,,,,,,,
116,PT03M10.00S,2023-12-18T00:30:17.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,21,23,2023-12-18T00:30:23Z,1130000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,115.0,5.0,3.0,2.0,,,,,,,,,,,,,,
117,PT03M10.00S,2023-12-18T00:30:21.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203507,10.33180026281209,58.57843137254902,1610612749,23,23,2023-12-18T00:31:07Z,1140000,False,-43.0,45.0,1,left,G. Antetokounmpo 6' driving floating bank Jump Shot (7 PTS),[203507],1610612749.0,MIL,driving floating bank,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,6.19,Made,,,,,,,,,,,7.0,,,,,,,
118,PT03M10.00S,2023-12-18T00:30:25.9Z,1,REGULAR,foul,personal,['1freethrow'],1628415,,,1610612749,23,23,2023-12-18T00:30:34Z,1150000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1628415, 203507]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1662.0,,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,
120,PT03M10.00S,2023-12-18T00:30:46.6Z,1,REGULAR,substitution,out,[],1628415,,,1610612749,23,23,2023-12-18T00:31:07Z,1170000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M10.00S,2023-12-18T00:30:46.6Z,1,REGULAR,substitution,in,[],1630256,,,1610612749,23,23,2023-12-18T00:31:07Z,1180000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M10.00S,2023-12-18T00:31:12.4Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203507,,,1610612749,23,23,2023-12-18T00:31:18Z,1190000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
123,PT03M07.00S,2023-12-18T00:31:15.4Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,23,23,2023-12-18T00:31:18Z,1200000,False,,,0,,T. Eason REBOUND (Off:0 Def:4),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,122.0,4.0,4.0,0.0,,,,,,,,,,,,,,
124,PT02M52.00S,2023-12-18T00:31:32.1Z,1,REGULAR,foul,personal,[],1630699,,,1610612745,23,23,2023-12-18T00:31:40Z,1210000,False,,,0,,M. Beauchamp personal FOUL (2 PF),"[1630699, 1627832]",1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,16-24 Right Center,,,,,,,201245.0,,2.0,0.0,VanVleet,1627832.0,,,,,,,,
126,PT02M41.00S,2023-12-18T00:31:58.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201145,82.07950065703022,35.049019607843135,1610612745,23,25,2023-12-18T00:32:02Z,1230000,False,-75.0,116.0,1,right,J. Green 13' pullup Jump Shot (4 PTS) (F. VanVleet 1 AST),"[201145, 1627832]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Left,13.8,Made,,,,,,,,,,,4.0,,,F. VanVleet,1627832.0,1.0,,
128,PT02M26.00S,2023-12-18T00:32:12.9Z,1,REGULAR,3pt,Jump Shot,[],203081,31.09395532194481,23.52941176470588,1610612749,26,25,2023-12-18T00:32:17Z,1250000,False,132.0,240.0,1,left,D. Lillard 27' 3PT step back (10 PTS),[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,27.39,Made,,,,,,,,,,,10.0,,,,,,,
129,PT02M12.00S,2023-12-18T00:32:26.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,93.64323258869908,50.245098039215684,1610612745,26,27,2023-12-18T00:32:31Z,1260000,False,1.0,7.0,1,right,F. VanVleet driving Layup (4 PTS),[1627832],1610612745.0,HOU,driving,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,,,,,,4.0,,,,,,,
154,PT01M59.00S,2023-12-18T00:32:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.258212877792378,50.245098039215684,1610612749,26,27,2023-12-18T03:31:38Z,1265000,False,-1.0,6.0,1,left,MISS G. Antetokounmpo Layup - blocked,"[203507, 1627832]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.64,Missed,,,,,,,,,,,,,,,,,VanVleet,1627832.0
155,PT01M59.00S,2023-12-18T00:32:34.9Z,1,REGULAR,block,,[],1627832,,,1610612749,26,27,2023-12-18T00:36:08Z,1267500,False,,,0,,F. VanVleet BLOCK (1 BLK),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
156,PT01M58.00S,2023-12-18T00:32:35.9Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,26,27,2023-12-18T03:31:38Z,1268750,False,,,0,,T. Eason REBOUND (Off:0 Def:5),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,154.0,5.0,5.0,0.0,,,,,,,,,,,,,,
132,PT01M49.00S,2023-12-18T00:32:49.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628988,95.48291721419186,94.36274509803921,1610612745,26,27,2023-12-18T00:36:29Z,1290000,False,222.0,-10.0,1,right,MISS A. Holiday running 3PT,[1628988],1610612745.0,HOU,running,,,Holiday,A. Holiday,,,,,Right Corner 3,24+ Right,22.2,Missed,,,,,,,,,,,,,,,,,,
133,PT01M46.00S,2023-12-18T00:32:52.6Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,26,27,2023-12-18T00:32:52Z,1300000,False,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Right Corner 3,24+ Right,,,132.0,1.0,0.0,1.0,,,,,,,,,,,,,,
134,PT01M40.00S,2023-12-18T00:32:58.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,69.33311432325887,68.38235294117648,1610612745,26,27,2023-12-18T00:36:29Z,1310000,False,92.0,236.0,1,right,MISS F. VanVleet 25' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
135,PT01M36.00S,2023-12-18T00:33:02.3Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,26,27,2023-12-18T00:33:05Z,1320000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,,
136,PT01M24.00S,2023-12-18T00:33:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,6.915243101182654,51.71568627450981,1610612749,28,27,2023-12-18T00:33:21Z,1330000,False,-9.0,13.0,1,left,B. Portis Layup (2 PTS) (D. Lillard 5 AST),"[1626171, 203081]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,,,,,2.0,,,D. Lillard,203081.0,5.0,,
138,PT01M13.00S,2023-12-18T00:33:29.4Z,1,REGULAR,turnover,out-of-bounds,[],1630256,,,1610612745,28,27,2023-12-18T00:33:41Z,1350000,False,,,0,,J. Tate lost ball out-of-bounds TURNOVER (1 TO),[1630256],1610612745.0,HOU,lost ball,,,Tate,J. Tate,,,,,Left Corner 3,24+ Left,,,,,,,1662.0,1.0,,,,,,,,,,,,
139,PT01M00.00S,2023-12-18T00:33:48.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612749,28,27,2023-12-18T00:34:00Z,1360000,False,,,0,,J. Tate shooting personal FOUL (1 PF) (Lillard 2 FT),"[1630256, 203081]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201245.0,,1.0,0.0,Lillard,203081.0,,,,,,,,
141,PT01M00.00S,2023-12-18T00:34:32.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203081,,,1610612749,29,27,2023-12-18T00:40:19Z,1380000,False,,,0,,D. Lillard Free Throw 1 of 2 (11 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
174,PT01M00.00S,2023-12-18T00:34:59.0Z,1,REGULAR,substitution,out,[],1630699,,,1610612749,29,27,2023-12-18T00:41:24Z,1382500,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT01M00.00S,2023-12-18T00:34:59.0Z,1,REGULAR,substitution,out,[],1627832,,,1610612749,29,27,2023-12-18T00:41:24Z,1383750,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT01M00.00S,2023-12-18T00:34:59.0Z,1,REGULAR,substitution,in,[],1641748,,,1610612749,29,27,2023-12-18T00:41:24Z,1384375,False,,,0,,SUB in: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT01M00.00S,2023-12-18T00:34:59.0Z,1,REGULAR,substitution,in,[],1630224,,,1610612749,29,27,2023-12-18T00:41:24Z,1384687,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M00.00S,2023-12-18T00:34:32.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203081,,,1610612749,30,27,2023-12-18T00:40:19Z,1385000,False,,,0,,D. Lillard Free Throw 2 of 2 (12 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,12.0,,,,,,,
147,PT00M37.10S,2023-12-18T00:35:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,83.52496714848883,40.19607843137255,1610612745,30,27,2023-12-18T00:37:57Z,1425000,False,-49.0,102.0,1,right,MISS A. Holiday 11' driving floating Shot,[1628988],1610612745.0,HOU,driving floating,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,11.35,Missed,,,,,,,,,,,,,,,,,,
149,PT00M36.70S,2023-12-18T00:35:26.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,30,27,2023-12-18T00:37:57Z,1427500,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,147.0,,,,,,,,,,,,,,,,,
150,PT00M36.70S,2023-12-18T00:35:35.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612745,30,27,2023-12-18T00:37:00Z,1470000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,1627529.0,,,,,,,,,,,,,
151,PT00M34.00S,2023-12-18T00:35:53.9Z,1,REGULAR,foul,offensive,[],203507,,,1610612749,30,27,2023-12-18T00:36:01Z,1480000,False,,,0,,G. Antetokounmpo charge offensive FOUL (1 PF),"[203507, 1630256]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1662.0,,1.0,0.0,Tate,1630256.0,,,,,,,,
153,PT00M34.00S,2023-12-18T00:35:53.9Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,30,27,2023-12-18T00:35:53Z,1500000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (3 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1662.0,3.0,,,,,,,,,,,,
157,PT00M18.10S,2023-12-18T00:36:18.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626171,,,1610612745,30,27,2023-12-18T00:36:34Z,1510000,False,,,0,,B. Portis personal FOUL (1 PF) (Green 2 FT),"[1626171, 201145]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1662.0,,1.0,0.0,Green,201145.0,,,,,,,,
159,PT00M18.10S,2023-12-18T00:36:56.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201145,,,1610612745,30,27,2023-12-18T00:36:56Z,1530000,False,,,0,,MISS J. Green Free Throw 1 of 2,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
160,PT00M18.10S,2023-12-18T00:36:56.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,30,27,2023-12-18T00:36:56Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,159.0,,,,,,,,,,,,,,,,,
161,PT00M18.10S,2023-12-18T00:37:16.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201145,,,1610612745,30,28,2023-12-18T00:37:16Z,1550000,False,,,0,,J. Green Free Throw 2 of 2 (5 PTS),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
162,PT00M03.40S,2023-12-18T00:37:37.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,19.136005256241788,63.48039215686274,1610612749,32,28,2023-12-18T00:38:04Z,1560000,False,-67.0,127.0,1,left,D. Lillard 14' driving floating Jump Shot (14 PTS),[203081],1610612749.0,MIL,driving floating,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,14.41,Made,,,,,,,,,,,14.0,,,,,,,
163,PT00M03.40S,2023-12-18T00:37:40.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628988,,,1610612749,32,28,2023-12-18T00:37:49Z,1570000,False,,,0,,A. Holiday shooting personal FOUL (1 PF) (Lillard 1 FT),"[1628988, 203081]",1610612745.0,HOU,shooting,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1662.0,,1.0,0.0,Lillard,203081.0,,,,,,,,
165,PT00M03.40S,2023-12-18T00:38:01.2Z,1,REGULAR,freethrow,1 of 1,[],203081,,,1610612749,33,28,2023-12-18T00:38:01Z,1590000,False,,,0,,D. Lillard Free Throw 1 of 1 (15 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,15.0,,,,,,,
166,PT00M00.00S,2023-12-18T00:38:47.4Z,1,REGULAR,period,end,[],0,,,1610612745,33,28,2023-12-18T00:38:47Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-12-18T00:40:24.2Z,2,REGULAR,substitution,out,['startperiod'],203081,,,1610612745,33,28,2023-12-18T00:41:00Z,1610000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-12-18T00:40:24.2Z,2,REGULAR,substitution,in,['startperiod'],1626166,,,1610612745,33,28,2023-12-18T00:41:00Z,1630000,False,,,0,,SUB in: C. Payne,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
