actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
256,PT06M07.00S,2023-12-18T00:56:04.3Z,2,REGULAR,substitution,out,[],1626171,,,1610612745,52,43,2023-12-18T00:56:26Z,2420000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M07.00S,2023-12-18T00:56:04.3Z,2,REGULAR,substitution,out,[],1626166,,,1610612745,52,43,2023-12-18T00:56:26Z,2430000,False,,,0,,SUB out: C. Payne,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M07.00S,2023-12-18T00:56:04.3Z,2,REGULAR,substitution,in,[],203081,,,1610612745,52,43,2023-12-18T00:56:26Z,2440000,False,,,0,,SUB in: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M07.00S,2023-12-18T00:56:04.3Z,2,REGULAR,substitution,in,[],203507,,,1610612745,52,43,2023-12-18T00:56:26Z,2450000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M42.00S,2023-12-18T00:56:57.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,85.23324572930355,52.20588235294118,1610612745,52,45,2023-12-18T00:57:36Z,2460000,False,11.0,86.0,1,right,A. Sengun 8' floating Jump Shot (7 PTS) (F. VanVleet 3 AST),"[1630578, 1627832]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,8.7,Made,,,,,,,,,,,7.0,,,F. VanVleet,1627832.0,3.0,,
262,PT05M21.00S,2023-12-18T00:57:18.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,11.957950065703022,49.24172794117647,1610612749,54,45,2023-12-18T00:58:12Z,2480000,False,4.0,60.0,1,left,K. Middleton 6' floating Jump Shot (6 PTS),[203114],1610612749.0,MIL,floating,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,6.0,Made,,,,,,,,,,,6.0,,,,,,,
263,PT05M14.00S,2023-12-18T00:57:30.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.80354796320631,55.63725490196079,1610612745,54,47,2023-12-18T00:58:51Z,2490000,False,28.0,25.0,1,right,J. Green driving Layup (4 PTS) (A. Sengun 2 AST),"[1630224, 1630578]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,,,,,,,4.0,,,A. Sengun,1630578.0,2.0,,
265,PT05M10.00S,2023-12-18T00:57:35.8Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612749,54,47,2023-12-18T00:57:40Z,2510000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,,,
266,PT05M02.00S,2023-12-18T00:57:49.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.5722733245729295,51.9607843137255,1610612749,54,47,2023-12-18T00:58:01Z,2520000,False,-10.0,19.0,1,left,MISS G. Antetokounmpo alley-oop Layup,[203507],1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
267,PT04M58.00S,2023-12-18T00:57:52.5Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,54,47,2023-12-18T00:57:52Z,2530000,False,,,0,,A. Sengun REBOUND (Off:0 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,266.0,4.0,4.0,0.0,,,,,,,,,,,,,,
268,PT04M41.00S,2023-12-18T00:58:09.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,82.86793692509855,43.38235294117647,1610612745,54,49,2023-12-18T00:58:15Z,2540000,False,-33.0,109.0,1,right,J. Green 11' floating Jump Shot (6 PTS),[1630224],1610612745.0,HOU,floating,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,11.34,Made,,,,,,,,,,,6.0,,,,,,,
269,PT04M27.00S,2023-12-18T00:58:23.9Z,2,REGULAR,3pt,Jump Shot,[],1641748,7.835085413929041,3.431372549019608,1610612749,57,49,2023-12-18T00:58:28Z,2550000,False,233.0,21.0,1,left,A. Jackson Jr. 3PT  (9 PTS) (D. Lillard 6 AST),"[1641748, 203081]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Right Corner 3,24+ Right,23.38,Made,,,,,,,,,,,9.0,,,D. Lillard,203081.0,6.0,,
271,PT04M11.00S,2023-12-18T00:58:39.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,93.77463863337714,50.49019607843137,1610612745,57,51,2023-12-18T00:58:44Z,2570000,False,2.0,6.0,1,right,D. Brooks driving Layup (8 PTS) (J. Green 3 AST),"[1628415, 1630224]",1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,,,,,,,8.0,,,J. Green,1630224.0,3.0,,
273,PT03M58.00S,2023-12-18T00:58:52.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,5.995400788436268,51.470588235294116,1610612749,59,51,2023-12-18T00:58:57Z,2590000,False,-7.0,4.0,1,left,G. Antetokounmpo driving finger roll Layup (15 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.84,Made,,,,,,,,,,,15.0,,,,,,,
274,PT03M44.00S,2023-12-18T00:59:07.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,88.64980289093299,42.40196078431372,1610612745,59,51,2023-12-18T00:59:14Z,2600000,False,-38.0,54.0,1,right,MISS D. Brooks 6' driving Layup,[1628415],1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,6.62,Missed,,,,,,,,,,,,,,,,,,
275,PT03M41.00S,2023-12-18T00:59:10.9Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,59,51,2023-12-18T00:59:14Z,2610000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,,,274.0,1.0,1.0,0.0,,,,,,,,,,,,,,
276,PT03M30.00S,2023-12-18T00:59:21.0Z,2,REGULAR,2pt,Jump Shot,[],201572,16.770696452036795,29.901960784313726,1610612749,61,51,2023-12-18T00:59:26Z,2620000,False,100.0,105.0,1,left,B. Lopez 14' turnaround fadeaway Jump Shot (9 PTS),[201572],1610612749.0,MIL,turnaround fadeaway,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Right,14.54,Made,,,,,,,,,,,9.0,,,,,,,
277,PT03M19.00S,2023-12-18T00:59:34.7Z,2,REGULAR,foul,personal,[],1641748,,,1610612745,61,51,2023-12-18T00:59:42Z,2630000,False,,,0,,A. Jackson Jr. personal FOUL (1 PF),"[1641748, 1630224]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,201245.0,,1.0,0.0,Green,1630224.0,,,,,,,,
279,PT03M10.00S,2023-12-18T00:59:58.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,82.7365308804205,40.68627450980392,1610612745,61,51,2023-12-18T01:00:04Z,2650000,False,-47.0,110.0,1,right,MISS A. Sengun 11' Hook,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,11.93,Missed,,,,,,,,,,,,,,,,,,
280,PT03M06.00S,2023-12-18T01:00:02.5Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,61,51,2023-12-18T01:00:04Z,2660000,False,,,0,,B. Lopez REBOUND (Off:0 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,279.0,4.0,4.0,0.0,,,,,,,,,,,,,,
281,PT03M01.00S,2023-12-18T01:00:06.3Z,2,REGULAR,turnover,lost ball,[],203114,,,1610612749,61,51,2023-12-18T01:00:14Z,2670000,False,,,0,,K. Middleton lost ball TURNOVER (1 TO),"[203114, 1628415]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,,Brooks,1628415.0,,,,,
282,PT03M01.00S,2023-12-18T01:00:06.3Z,2,REGULAR,steal,,[],1628415,,,1610612745,61,51,2023-12-18T01:00:09Z,2680000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
283,PT02M57.00S,2023-12-18T01:00:10.5Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631095,94.56307490144546,49.01960784313725,1610612745,61,53,2023-12-18T01:02:20Z,2690000,False,-5.0,-1.0,1,right,J. Smith Jr. cutting DUNK (7 PTS) (J. Green 4 AST),"[1631095, 1630224]",1610612745.0,HOU,cutting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,,,,7.0,,,J. Green,1630224.0,4.0,,
285,PT02M44.00S,2023-12-18T01:00:26.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.915243101182654,50.0,1610612749,63,53,2023-12-18T01:00:31Z,2710000,False,0.0,13.0,1,left,G. Antetokounmpo driving reverse Layup (17 PTS) (D. Lillard 7 AST),"[203507, 203081]",1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,,,,,,,17.0,,,D. Lillard,203081.0,7.0,,
286,PT02M44.00S,2023-12-18T01:00:30.4Z,2,REGULAR,foul,personal,['1freethrow'],1631095,,,1610612749,63,53,2023-12-18T01:01:02Z,2720000,False,,,0,,J. Smith Jr. shooting personal FOUL (3 PF) (Antetokounmpo 1 FT),"[1631095, 203507]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,3.0,0.0,Antetokounmpo,203507.0,,,,,,,,
288,PT02M44.00S,2023-12-18T01:00:41.1Z,2,REGULAR,substitution,out,[],203114,,,1610612749,63,53,2023-12-18T01:00:54Z,2740000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M44.00S,2023-12-18T01:00:41.1Z,2,REGULAR,substitution,out,[],1631095,,,1610612749,63,53,2023-12-18T01:00:54Z,2750000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M44.00S,2023-12-18T01:00:41.1Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,63,53,2023-12-18T01:00:54Z,2760000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M44.00S,2023-12-18T01:00:41.1Z,2,REGULAR,substitution,in,[],1631106,,,1610612749,63,53,2023-12-18T01:00:54Z,2770000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M44.00S,2023-12-18T01:01:24.0Z,2,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,63,53,2023-12-18T01:01:26Z,2780000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
294,PT02M40.00S,2023-12-18T01:01:28.0Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,63,53,2023-12-18T01:01:26Z,2790000,False,,,0,,B. Lopez REBOUND (Off:1 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,293.0,5.0,4.0,1.0,,,,,,,,,,,,,,
295,PT02M33.00S,2023-12-18T01:01:32.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203081,6.521024967148489,50.0,1610612749,65,53,2023-12-18T01:01:38Z,2800000,False,0.0,9.0,1,left,D. Lillard driving Layup (17 PTS) (P. Connaughton 1 AST),"[203081, 1626192]",1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,,,,,17.0,,,P. Connaughton,1626192.0,1.0,,
296,PT02M24.00S,2023-12-18T01:01:42.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,86.67871222076215,49.26470588235294,1610612745,65,55,2023-12-18T01:01:48Z,2810000,False,-4.0,73.0,1,right,A. Sengun 7' floating Jump Shot (9 PTS) (J. Green 5 AST),"[1630578, 1630224]",1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,7.28,Made,,,,,,,,,,,9.0,,,J. Green,1630224.0,5.0,,
298,PT02M07.00S,2023-12-18T01:02:01.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,7.5722733245729295,48.529411764705884,1610612749,67,55,2023-12-18T01:02:06Z,2830000,False,7.0,19.0,1,left,D. Lillard driving Layup (19 PTS),[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,,,,,,,19.0,,,,,,,
299,PT02M07.00S,2023-12-18T01:02:04.8Z,2,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612749,67,55,2023-12-18T01:02:17Z,2840000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Lillard 1 FT),"[1630578, 203081]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,1627529.0,,1.0,0.0,Lillard,203081.0,,,,,,,,
301,PT02M07.00S,2023-12-18T01:02:32.8Z,2,REGULAR,freethrow,1 of 1,[],203081,,,1610612749,68,55,2023-12-18T01:02:32Z,2860000,False,,,0,,D. Lillard Free Throw 1 of 1 (20 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,20.0,,,,,,,
302,PT01M58.00S,2023-12-18T01:02:42.6Z,2,REGULAR,3pt,Jump Shot,[],1630224,67.23061760840999,22.30392156862745,1610612745,68,58,2023-12-18T01:05:36Z,2870000,False,-138.0,256.0,1,right,J. Green 29' 3PT pullup (9 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,29.06,Made,,,,,,,,,,,9.0,,,,,,,
303,PT01M44.00S,2023-12-18T01:02:56.5Z,2,REGULAR,3pt,Jump Shot,[],203507,32.12261826544021,44.408700980392155,1610612749,68,58,2023-12-18T01:03:08Z,2880000,False,28.0,249.0,1,left,MISS G. Antetokounmpo 25' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
304,PT01M44.00S,2023-12-18T01:02:56.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,68,58,2023-12-18T01:03:08Z,2890000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Center,,,303.0,,,,,,,,,,,,,,,,,
306,PT01M25.00S,2023-12-18T01:03:23.4Z,2,REGULAR,2pt,Jump Shot,[],1630224,79.05716162943496,43.13725490196079,1610612745,68,60,2023-12-18T01:03:29Z,2910000,False,-34.0,144.0,1,right,J. Green 14' driving floating Jump Shot (11 PTS) (A. Sengun 3 AST),"[1630224, 1630578]",1610612745.0,HOU,driving floating,,,Green,J. Green,,,,,Mid-Range,8-16 Center,14.84,Made,,,,,,,,,,,11.0,,,A. Sengun,1630578.0,3.0,,
307,PT01M09.00S,2023-12-18T01:03:39.6Z,2,REGULAR,3pt,Jump Shot,[],203081,23.99802890932983,7.107843137254902,1610612749,68,60,2023-12-18T01:03:45Z,2920000,False,214.0,173.0,1,left,MISS D. Lillard 27' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,27.56,Missed,,,,,,,,,,,,,,,,,,
308,PT01M06.00S,2023-12-18T01:03:42.4Z,2,REGULAR,rebound,offensive,[],1626192,,,1610612749,68,60,2023-12-18T01:03:42Z,2930000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,,,307.0,2.0,1.0,1.0,,,,,,,,,,,,,,
309,PT01M05.00S,2023-12-18T01:03:43.9Z,2,REGULAR,turnover,lost ball,[],1626192,,,1610612749,68,60,2023-12-18T01:03:48Z,2940000,False,,,0,,P. Connaughton lost ball TURNOVER (1 TO),"[1626192, 1627832]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,,VanVleet,1627832.0,,,,,
310,PT01M05.00S,2023-12-18T01:03:43.9Z,2,REGULAR,steal,,[],1627832,,,1610612745,68,60,2023-12-18T01:03:46Z,2950000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
311,PT00M58.00S,2023-12-18T01:03:51.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,72.35545335085413,13.970588235294118,1610612745,68,60,2023-12-18T01:04:00Z,2960000,False,-180.0,207.0,1,right,MISS F. VanVleet 27' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,27.47,Missed,,,,,,,,,,,,,,,,,,
312,PT00M54.40S,2023-12-18T01:03:55.0Z,2,REGULAR,rebound,defensive,[],1641748,,,1610612749,68,60,2023-12-18T01:04:00Z,2970000,False,,,0,,A. Jackson Jr. REBOUND (Off:3 Def:1),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,311.0,4.0,1.0,3.0,,,,,,,,,,,,,,
314,PT00M31.60S,2023-12-18T01:04:36.7Z,2,REGULAR,3pt,Jump Shot,[],201572,11.432325886990801,95.61121323529412,1610612749,71,60,2023-12-18T01:04:45Z,2990000,False,-228.0,55.0,1,left,B. Lopez 3PT  (12 PTS) (P. Connaughton 2 AST),"[201572, 1626192]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Left Corner 3,24+ Left,23.46,Made,,,,,,,,,,,12.0,,,P. Connaughton,1626192.0,2.0,,
317,PT00M09.80S,2023-12-18T01:05:02.3Z,2,REGULAR,3pt,Jump Shot,[],1627832,64.85709592641261,71.7984068627451,1610612745,71,60,2023-12-18T01:08:26Z,3010000,False,109.0,278.0,1,right,MISS F. VanVleet 29' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,29.84,Missed,,,,,,,,,,,,,,,,,,
318,PT00M05.80S,2023-12-18T01:05:06.3Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,71,60,2023-12-18T01:05:21Z,3020000,False,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,317.0,7.0,4.0,3.0,,,,,,,,,,,,,,
320,PT00M02.30S,2023-12-18T01:05:16.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,7.966491458607096,51.9607843137255,1610612749,71,60,2023-12-18T01:12:42Z,3030000,False,-10.0,22.0,1,left,MISS D. Lillard driving reverse Layup,[203081],1610612749.0,MIL,driving reverse,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.44,Missed,,,,,,,,,,,,,,,,,,
321,PT00M00.50S,2023-12-18T01:05:18.1Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,71,60,2023-12-18T01:12:42Z,3040000,False,,,0,,G. Antetokounmpo REBOUND (Off:4 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,320.0,8.0,4.0,4.0,,,,,,,,,,,,,,
323,PT00M00.30S,2023-12-18T01:05:33.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,5.338370565045992,51.9607843137255,1610612749,71,60,2023-12-18T01:08:29Z,3045000,False,-10.0,-2.0,1,left,MISS G. Antetokounmpo tip Layup,[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,,,,,
324,PT00M00.10S,2023-12-18T01:05:33.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,71,60,2023-12-18T01:08:29Z,3047500,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,323.0,,,,,,,,,,,,,,,,,
322,PT00M00.00S,2023-12-18T01:05:50.8Z,2,REGULAR,period,end,[],0,,,1610612749,71,60,2023-12-18T01:05:50Z,3050000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2023-12-18T01:20:35.2Z,3,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,71,60,2023-12-18T01:20:52Z,3060000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2023-12-18T01:20:35.2Z,3,REGULAR,substitution,out,['startperiod'],1631106,,,1610612749,71,60,2023-12-18T01:20:52Z,3070000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2023-12-18T01:20:35.2Z,3,REGULAR,substitution,in,['startperiod'],203114,,,1610612749,71,60,2023-12-18T01:20:52Z,3080000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2023-12-18T01:20:35.2Z,3,REGULAR,substitution,in,['startperiod'],1631095,,,1610612749,71,60,2023-12-18T01:20:52Z,3090000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2023-12-18T01:20:42.9Z,3,REGULAR,period,start,[],0,,,1610612749,71,60,2023-12-18T01:20:53Z,3100000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT11M33.00S,2023-12-18T01:21:22.5Z,3,REGULAR,3pt,Jump Shot,[],203114,68.28186596583443,30.637254901960787,1610612749,71,60,2023-12-18T01:21:27Z,3120000,False,-97.0,246.0,1,right,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,,
332,PT11M30.00S,2023-12-18T01:21:25.9Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,71,60,2023-12-18T01:21:25Z,3130000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,331.0,3.0,3.0,0.0,,,,,,,,,,,,,,
333,PT11M15.00S,2023-12-18T01:21:40.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,14.536793692509855,63.48039215686274,1610612745,71,60,2023-12-18T01:21:45Z,3140000,False,-67.0,84.0,1,left,MISS D. Brooks 10' driving floating Shot,[1628415],1610612745.0,HOU,driving floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Left,10.78,Missed,,,,,,,,,,,,,,,,,,
334,PT11M15.00S,2023-12-18T01:21:40.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,71,60,2023-12-18T01:21:45Z,3150000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,333.0,,,,,,,,,,,,,,,,,
336,PT11M06.00S,2023-12-18T01:21:54.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203081,92.32917214191852,53.67647058823529,1610612749,71,60,2023-12-18T01:22:03Z,3170000,False,18.0,20.0,1,right,MISS D. Lillard driving DUNK - blocked,"[203081, 1630578]",1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,Sengun,1630578.0
337,PT11M06.00S,2023-12-18T01:21:54.6Z,3,REGULAR,block,,[],1630578,,,1610612749,71,60,2023-12-18T01:21:57Z,3180000,False,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
338,PT11M02.00S,2023-12-18T01:21:58.6Z,3,REGULAR,rebound,defensive,[],1628415,,,1610612745,71,60,2023-12-18T01:22:03Z,3190000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,336.0,1.0,1.0,0.0,,,,,,,,,,,,,,
339,PT10M56.00S,2023-12-18T01:22:04.5Z,3,REGULAR,3pt,Jump Shot,[],1631095,8.754927726675426,3.6764705882352944,1610612745,71,60,2023-12-18T01:22:09Z,3200000,False,232.0,30.0,1,left,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,23.35,Missed,,,,,,,,,,,,,,,,,,
340,PT10M51.00S,2023-12-18T01:22:09.5Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,71,60,2023-12-18T01:22:09Z,3210000,False,,,0,,G. Antetokounmpo REBOUND (Off:4 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Right Corner 3,24+ Right,,,339.0,9.0,5.0,4.0,,,,,,,,,,,,,,
