actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
430,PT05M20.00S,2024-03-31T23:38:27.9Z,3,REGULAR,3pt,Jump Shot,[],1630215,28.33442838370565,10.294117647058822,1610612764,72,79,2024-03-31T23:38:31Z,4230000,False,199.0,214.0,1,left,J. Butler 29' 3PT pullup (12 PTS) (J. Poole 6 AST),"[1630215, 1629673]",1610612764.0,WAS,pullup,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,29.17,Made,,,,,,,,12.0,,,J. Poole,1629673.0,6.0,,,,,
432,PT04M59.00S,2024-03-31T23:38:49.5Z,3,REGULAR,3pt,Jump Shot,[],1626153,93.51182654402102,0.9803921568627451,1610612748,72,82,2024-03-31T23:38:54Z,4250000,False,-245.0,8.0,1,right,D. Wright 24' 3PT  (7 PTS) (N. Jovic 4 AST),"[1626153, 1631107]",1610612748.0,MIA,,,,Wright,D. Wright,,,,,Left Corner 3,24+ Left,24.52,Made,,,,,,,,7.0,,,N. Jovic,1631107.0,4.0,,,,,
434,PT04M47.00S,2024-03-31T23:39:02.9Z,3,REGULAR,turnover,out-of-bounds,[],1630215,,,1610612764,72,82,2024-04-01T00:09:35Z,4270000,False,,,0,,J. Butler bad pass out-of-bounds TURNOVER (1 TO),[1630215],1610612764.0,WAS,bad pass,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,,,,,1.0,,,,,,,,,1626300.0,,,,
435,PT04M47.00S,2024-03-31T23:39:07.7Z,3,REGULAR,substitution,out,[],1628389,,,1610612748,72,82,2024-03-31T23:39:19Z,4280000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M47.00S,2024-03-31T23:39:07.7Z,3,REGULAR,substitution,out,[],1629130,,,1610612748,72,82,2024-03-31T23:39:19Z,4290000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M47.00S,2024-03-31T23:39:07.7Z,3,REGULAR,substitution,in,[],1628418,,,1610612748,72,82,2024-03-31T23:39:19Z,4300000,False,,,0,,SUB in: T. Bryant,[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M47.00S,2024-03-31T23:39:07.7Z,3,REGULAR,substitution,in,[],1629312,,,1610612748,72,82,2024-03-31T23:39:19Z,4310000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M27.00S,2024-03-31T23:39:43.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629312,82.60512483574244,95.83333333333334,1610612748,72,85,2024-03-31T23:39:47Z,4320000,False,229.0,111.0,1,right,H. Highsmith 25' 3PT  (8 PTS) (D. Wright 4 AST),"[1629312, 1626153]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,25.47,Made,,,,,,,,8.0,,,D. Wright,1626153.0,4.0,,,,,
441,PT04M15.00S,2024-03-31T23:39:55.1Z,3,REGULAR,turnover,bad pass,[],1629673,,,1610612764,72,85,2024-03-31T23:43:17Z,4340000,False,,,0,,J. Poole bad pass TURNOVER (3 TO),"[1629673, 1626153]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,,3.0,Wright,1626153.0,,,,,,,,,,,
442,PT04M15.00S,2024-03-31T23:39:55.1Z,3,REGULAR,steal,,[],1626153,,,1610612748,72,85,2024-03-31T23:39:57Z,4350000,False,,,0,,D. Wright STEAL (2 STL),[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
443,PT04M13.00S,2024-03-31T23:40:03.8Z,3,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612748,72,85,2024-03-31T23:40:09Z,4360000,False,,,0,,J. Poole shooting personal FOUL (2 PF) (Butler 2 FT),"[1629673, 202710]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1626300.0,2.0,0.0,Butler,202710.0
445,PT04M13.00S,2024-03-31T23:40:34.2Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202710,,,1610612748,72,86,2024-03-31T23:43:47Z,4380000,False,,,0,,J. Butler Free Throw 1 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
548,PT04M13.00S,2024-03-31T23:40:54.1Z,3,REGULAR,substitution,in,[],1630166,,,1610612748,72,86,2024-03-31T23:57:36Z,4432500,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT04M13.00S,2024-03-31T23:40:54.1Z,3,REGULAR,substitution,out,[],1629673,,,1610612748,72,86,2024-03-31T23:58:39Z,4441250,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M13.00S,2024-03-31T23:40:34.2Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",202710,,,1610612748,72,87,2024-03-31T23:43:47Z,4450000,False,,,0,,J. Butler Free Throw 2 of 2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
453,PT04M01.00S,2024-03-31T23:41:14.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631098,13.222733245729303,45.588235294117645,1610612764,74,87,2024-03-31T23:41:20Z,4460000,False,22.0,72.0,1,left,J. Davis 7' driving floating Jump Shot (4 PTS) (C. Kispert 2 AST),"[1631098, 1630557]",1610612764.0,WAS,driving floating,,,Davis,J. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.51,Made,,,,,,,,4.0,,,C. Kispert,1630557.0,2.0,,,,,
455,PT03M34.00S,2024-03-31T23:41:40.4Z,3,REGULAR,2pt,Jump Shot,[],202710,88.25558475689881,19.362745098039216,1610612748,74,89,2024-03-31T23:41:46Z,4480000,False,-153.0,58.0,1,right,J. Butler 16' turnaround fadeaway Jump Shot (10 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left,16.38,Made,,,,,,,,10.0,,,,,,,,,,
456,PT03M17.00S,2024-03-31T23:41:57.0Z,3,REGULAR,3pt,Jump Shot,[],1630264,25.04927726675427,88.23529411764706,1610612764,74,89,2024-03-31T23:42:02Z,4490000,False,-191.0,183.0,1,left,MISS A. Gill 26' 3PT,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Left Center,26.47,Missed,,,,,,,,,,,,,,,,,,
457,PT03M14.00S,2024-03-31T23:42:00.0Z,3,REGULAR,rebound,defensive,[],1629312,,,1610612748,74,89,2024-03-31T23:42:02Z,4500000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,456.0,2.0,2.0,0.0,,,,,,,,,,,,,,
458,PT03M03.00S,2024-03-31T23:42:12.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,93.11760840998686,56.86274509803921,1610612748,74,89,2024-03-31T23:45:06Z,4510000,False,34.0,12.0,1,right,MISS J. Butler driving finger roll Layup,[202710],1610612748.0,MIA,driving finger roll,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.64,Missed,,,,,,,,,,,,,,,,,,
459,PT03M03.00S,2024-03-31T23:42:12.0Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,74,89,2024-03-31T23:42:20Z,4520000,False,,,0,,J. Butler REBOUND (Off:2 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,458.0,5.0,3.0,2.0,,,,,,,,,,,,,,
460,PT03M03.00S,2024-03-31T23:42:13.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630557,,,1610612748,74,89,2024-03-31T23:42:21Z,4530000,False,,,0,,C. Kispert shooting personal FOUL (3 PF) (Butler 2 FT),"[1630557, 202710]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203593.0,3.0,0.0,Butler,202710.0
462,PT03M03.00S,2024-03-31T23:42:38.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202710,,,1610612748,74,90,2024-03-31T23:42:39Z,4550000,False,,,0,,J. Butler Free Throw 1 of 2 (11 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
463,PT03M03.00S,2024-03-31T23:42:52.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202710,,,1610612748,74,91,2024-03-31T23:42:52Z,4560000,False,,,0,,J. Butler Free Throw 2 of 2 (12 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
464,PT02M47.00S,2024-03-31T23:43:11.2Z,3,REGULAR,2pt,Jump Shot,[],1630166,12.959921156373195,31.862745098039213,1610612764,74,91,2024-03-31T23:43:18Z,4570000,False,91.0,69.0,1,left,MISS D. Avdija 11' fadeaway Shot,[1630166],1610612764.0,WAS,fadeaway,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,11.41,Missed,,,,,,,,,,,,,,,,,,
465,PT02M44.00S,2024-03-31T23:43:14.2Z,3,REGULAR,rebound,defensive,[],1631107,,,1610612748,74,91,2024-03-31T23:43:18Z,4580000,False,,,0,,N. Jovic REBOUND (Off:2 Def:6),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Mid-Range,8-16 Right,,,464.0,8.0,6.0,2.0,,,,,,,,,,,,,,
466,PT02M32.00S,2024-03-31T23:43:29.3Z,3,REGULAR,foul,offensive,[],1628418,,,1610612748,74,91,2024-03-31T23:58:06Z,4590000,False,,,0,,T. Bryant offensive FOUL (2 PF),"[1628418, 1630557]",1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Kispert,1630557.0
468,PT02M32.00S,2024-03-31T23:43:29.3Z,3,REGULAR,turnover,offensive foul,[],1628418,,,1610612748,74,91,2024-03-31T23:43:29Z,4610000,False,,,0,,T. Bryant offensive foul TURNOVER (2 TO),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,Mid-Range,8-16 Left,,,,,,,2.0,,,,,,,,,202901.0,,,,
469,PT02M16.00S,2024-03-31T23:44:03.4Z,3,REGULAR,foul,personal,['2freethrow'],1628418,,,1610612764,74,91,2024-03-31T23:44:11Z,4620000,False,,,0,,T. Bryant shooting personal FOUL (3 PF) (Avdija 2 FT),"[1628418, 1630166]",1610612748.0,MIA,shooting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1626300.0,3.0,0.0,Avdija,1630166.0
471,PT02M16.00S,2024-03-31T23:44:31.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630166,,,1610612764,75,91,2024-03-31T23:44:31Z,4640000,False,,,0,,D. Avdija Free Throw 1 of 2 (10 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
472,PT02M16.00S,2024-03-31T23:44:32.9Z,3,REGULAR,substitution,out,[],1631107,,,1610612764,75,91,2024-03-31T23:44:36Z,4650000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT02M16.00S,2024-03-31T23:44:32.9Z,3,REGULAR,substitution,in,[],1631170,,,1610612764,75,91,2024-03-31T23:44:36Z,4660000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M16.00S,2024-03-31T23:44:53.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630166,,,1610612764,76,91,2024-03-31T23:44:53Z,4670000,False,,,0,,D. Avdija Free Throw 2 of 2 (11 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
475,PT02M03.00S,2024-03-31T23:45:06.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,94.69448094612353,43.13725490196079,1610612748,76,93,2024-03-31T23:45:12Z,4680000,False,-34.0,-3.0,1,right,T. Bryant cutting Layup (4 PTS) (J. Butler 4 AST),"[1628418, 202710]",1610612748.0,MIA,cutting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,3.44,Made,,,,,,,,4.0,,,J. Butler,202710.0,4.0,,,,,
477,PT01M51.00S,2024-03-31T23:45:19.9Z,3,REGULAR,3pt,Jump Shot,[],1630215,10.200394218134035,4.166666666666666,1610612764,76,93,2024-03-31T23:45:24Z,4700000,False,229.0,43.0,1,left,MISS J. Butler step back 3PT,[1630215],1610612764.0,WAS,step back,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,23.33,Missed,,,,,,,,,,,,,,,,,,
478,PT01M47.00S,2024-03-31T23:45:23.9Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,76,93,2024-03-31T23:45:24Z,4710000,False,,,0,,J. Butler REBOUND (Off:2 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,477.0,6.0,4.0,2.0,,,,,,,,,,,,,,
479,PT01M34.00S,2024-03-31T23:45:36.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628418,92.19776609724047,49.26470588235294,1610612748,76,93,2024-03-31T23:45:40Z,4720000,False,-4.0,21.0,1,right,MISS T. Bryant turnaround Hook,[1628418],1610612748.0,MIA,turnaround,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
480,PT01M33.00S,2024-03-31T23:45:37.3Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,76,93,2024-03-31T23:45:40Z,4730000,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,479.0,2.0,2.0,0.0,,,,,,,,,,,,,,
481,PT01M28.00S,2024-03-31T23:45:42.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631098,6.389618922470433,46.568627450980394,1610612764,76,93,2024-03-31T23:45:51Z,4740000,False,17.0,8.0,1,left,MISS J. Davis running reverse Layup - blocked,"[1631098, 1626153]",1610612764.0,WAS,running reverse,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,Wright,1626153.0,,,,,,,,
482,PT01M28.00S,2024-03-31T23:45:42.6Z,3,REGULAR,block,,[],1626153,,,1610612764,76,93,2024-03-31T23:45:45Z,4750000,False,,,0,,D. Wright BLOCK (1 BLK),[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
483,PT01M28.00S,2024-03-31T23:45:42.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,76,93,2024-03-31T23:45:51Z,4760000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,481.0,,,,,,,,,,,,,,,,,
485,PT01M28.00S,2024-03-31T23:46:07.0Z,3,REGULAR,turnover,out-of-bounds,[],1630215,,,1610612764,76,93,2024-03-31T23:46:18Z,4780000,False,,,0,,J. Butler bad pass out-of-bounds TURNOVER (2 TO),[1630215],1610612764.0,WAS,bad pass,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,,,,,,,2.0,,,,,,,,,1626300.0,,,,
486,PT01M15.00S,2024-03-31T23:46:25.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631170,92.72339027595268,57.107843137254896,1610612748,76,93,2024-03-31T23:46:29Z,4790000,False,36.0,16.0,1,right,MISS J. Jaquez Jr. driving Layup,[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,3.89,Missed,,,,,,,,,,,,,,,,,,
487,PT01M14.00S,2024-03-31T23:46:26.6Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,76,93,2024-03-31T23:46:29Z,4800000,False,,,0,,D. Avdija REBOUND (Off:0 Def:6),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,486.0,6.0,6.0,0.0,,,,,,,,,,,,,,
488,PT01M12.00S,2024-03-31T23:46:32.2Z,3,REGULAR,foul,personal,['2freethrow'],1626153,,,1610612764,76,93,2024-03-31T23:46:38Z,4810000,False,,,0,,D. Wright shooting personal FOUL (2 PF) (Avdija 2 FT),"[1626153, 1630166]",1610612748.0,MIA,shooting,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Avdija,1630166.0
490,PT01M12.00S,2024-03-31T23:47:04.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630166,,,1610612764,77,93,2024-03-31T23:49:18Z,4830000,False,,,0,,D. Avdija Free Throw 1 of 2 (12 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
497,PT01M12.00S,2024-03-31T23:47:04.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630166,,,1610612764,78,93,2024-03-31T23:49:18Z,4835000,False,,,0,,D. Avdija Free Throw 2 of 2 (13 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,13.0,,,,,,,,,,
491,PT01M12.00S,2024-03-31T23:47:04.7Z,3,REGULAR,substitution,out,[],1630557,,,1610612748,78,93,2024-03-31T23:49:18Z,4840000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT01M12.00S,2024-03-31T23:47:04.7Z,3,REGULAR,substitution,out,[],202710,,,1610612748,78,93,2024-03-31T23:49:18Z,4850000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT01M12.00S,2024-03-31T23:47:04.7Z,3,REGULAR,substitution,out,[],1628418,,,1610612748,78,93,2024-03-31T23:49:18Z,4860000,False,,,0,,SUB out: T. Bryant,[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT01M12.00S,2024-03-31T23:47:04.7Z,3,REGULAR,substitution,in,[],1631262,,,1610612748,78,93,2024-03-31T23:49:18Z,4870000,False,,,0,,SUB in: J. Bernard,[1631262],1610612764.0,WAS,,,,Bernard,J. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT01M12.00S,2024-03-31T23:47:04.7Z,3,REGULAR,substitution,in,[],1628389,,,1610612748,78,93,2024-03-31T23:49:18Z,4880000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT01M12.00S,2024-03-31T23:47:04.7Z,3,REGULAR,substitution,in,[],1626179,,,1610612748,78,93,2024-03-31T23:49:18Z,4890000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT00M48.00S,2024-03-31T23:47:54.4Z,3,REGULAR,3pt,Jump Shot,[],1629312,81.68528252299606,95.34313725490196,1610612748,78,93,2024-03-31T23:48:47Z,4895000,False,227.0,120.0,1,right,MISS H. Highsmith 25' step back 3PT,[1629312],1610612748.0,MIA,step back,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,25.64,Missed,,,,,,,,,,,,,,,,,,
499,PT00M48.00S,2024-03-31T23:47:54.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,78,93,2024-03-31T23:48:53Z,4897500,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,498.0,,,,,,,,,,,,,,,,,
500,PT00M46.30S,2024-03-31T23:48:00.8Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612748,78,93,2024-03-31T23:48:55Z,4898750,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1626300.0,,,,
501,PT00M33.90S,2024-03-31T23:48:25.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630264,19.136005256241788,50.49019607843137,1610612764,80,93,2024-03-31T23:49:48Z,4940000,False,-2.0,127.0,1,left,A. Gill 12' floating Jump Shot (16 PTS) (J. Butler 7 AST),"[1630264, 1630215]",1610612764.0,WAS,floating,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Center,12.74,Made,,,,,,,,16.0,,,J. Butler,1630215.0,7.0,,,,,
503,PT00M24.10S,2024-03-31T23:48:42.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630264,,,1610612748,80,93,2024-03-31T23:48:48Z,4960000,False,,,0,,A. Gill personal FOUL (3 PF) (Adebayo 2 FT),"[1630264, 1628389]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202901.0,3.0,0.0,Adebayo,1628389.0
505,PT00M24.10S,2024-03-31T23:49:12.4Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,80,94,2024-03-31T23:49:12Z,4980000,False,,,0,,B. Adebayo Free Throw 1 of 2 (15 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,15.0,,,,,,,,,,
506,PT00M24.10S,2024-03-31T23:49:13.0Z,3,REGULAR,substitution,out,[],1631098,,,1610612748,80,94,2024-03-31T23:49:20Z,4990000,False,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M24.10S,2024-03-31T23:49:13.0Z,3,REGULAR,substitution,out,[],1630264,,,1610612748,80,94,2024-03-31T23:49:20Z,5000000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT00M24.10S,2024-03-31T23:49:13.0Z,3,REGULAR,substitution,in,[],1630557,,,1610612748,80,94,2024-03-31T23:49:20Z,5010000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT00M24.10S,2024-03-31T23:49:13.0Z,3,REGULAR,substitution,in,[],1629673,,,1610612748,80,94,2024-03-31T23:49:20Z,5020000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT00M24.10S,2024-03-31T23:49:39.6Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,80,95,2024-03-31T23:49:39Z,5030000,False,,,0,,B. Adebayo Free Throw 2 of 2 (16 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,16.0,,,,,,,,,,
512,PT00M22.30S,2024-03-31T23:49:48.7Z,3,REGULAR,turnover,bad pass,[],1630215,,,1610612764,80,95,2024-03-31T23:49:55Z,5050000,False,,,0,,J. Butler bad pass TURNOVER (3 TO),"[1630215, 1626153]",1610612764.0,WAS,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left,,,,,,,3.0,Wright,1626153.0,,,,,,,,,,,
513,PT00M22.30S,2024-03-31T23:49:48.7Z,3,REGULAR,steal,,[],1626153,,,1610612748,80,95,2024-03-31T23:49:51Z,5060000,False,,,0,,D. Wright STEAL (3 STL),[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
514,PT00M08.00S,2024-03-31T23:50:02.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631170,96.00854139290408,95.34313725490196,1610612748,80,95,2024-03-31T23:50:07Z,5070000,False,227.0,-15.0,1,right,MISS J. Jaquez Jr. 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,22.72,Missed,,,,,,,,,,,,,,,,,,
515,PT00M05.50S,2024-03-31T23:50:05.5Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,80,95,2024-03-31T23:50:05Z,5080000,False,,,0,,D. Avdija REBOUND (Off:0 Def:7),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,514.0,7.0,7.0,0.0,,,,,,,,,,,,,,
516,PT00M00.10S,2024-03-31T23:50:11.1Z,3,REGULAR,2pt,Jump Shot,[],1630166,17.0335085413929,30.392156862745097,1610612764,80,95,2024-03-31T23:52:13Z,5090000,False,98.0,108.0,1,left,MISS D. Avdija 14' driving floating bank Shot,[1630166],1610612764.0,WAS,driving floating bank,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,14.55,Missed,,,,,,,,,,,,,,,,,,
517,PT00M00.10S,2024-03-31T23:50:11.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,80,95,2024-03-31T23:50:21Z,5100000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,8-16 Right,,,516.0,,,,,,,,,,,,,,,,,
518,PT00M00.00S,2024-03-31T23:50:22.4Z,3,REGULAR,period,end,[],0,,,1610612764,80,95,2024-03-31T23:50:22Z,5110000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2024-03-31T23:51:36.0Z,4,REGULAR,substitution,out,['startperiod'],1630215,,,1610612764,80,95,2024-03-31T23:52:48Z,5120000,False,,,0,,SUB out: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
