actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
357,PT12M00.00S,2024-04-13T00:23:59.3Z,3,REGULAR,substitution,in,['startperiod'],1631207,,,1610612741,62,65,2024-04-13T00:24:45Z,3420000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2024-04-13T00:23:59.3Z,3,REGULAR,substitution,in,['startperiod'],1630929,,,1610612741,62,65,2024-04-13T00:24:45Z,3430000,False,,,0,,SUB in: H. Drell,[1630929],1610612741.0,CHI,,,,Drell,H. Drell,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2024-04-13T00:23:59.3Z,3,REGULAR,substitution,in,['startperiod'],1629750,,,1610612741,62,65,2024-04-13T00:24:45Z,3440000,False,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2024-04-13T00:25:14.4Z,3,REGULAR,period,start,[],0,,,1610612741,62,65,2024-04-13T00:25:14Z,3450000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2024-04-13T00:25:16.6Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612741,62,65,2024-04-13T00:26:31Z,3460000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,201245.0,,,,,,,,,,,,,,,,,,,
362,PT11M42.00S,2024-04-13T00:25:31.6Z,3,REGULAR,3pt,Jump Shot,[],1629750,9.543363994743759,2.941176470588235,1610612741,62,65,2024-04-13T00:25:38Z,3470000,False,235.0,37.0,1,left,MISS J. Green 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.82,,,,,,,,,,,
363,PT11M40.00S,2024-04-13T00:25:35.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,62,65,2024-04-13T00:25:35Z,3480000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,362.0,,,,,,,,,,,,,
365,PT11M24.00S,2024-04-13T00:25:54.9Z,3,REGULAR,3pt,Jump Shot,[],1641774,75.77201051248358,86.76470588235294,1610612764,65,65,2024-04-13T00:25:59Z,3500000,False,184.0,175.0,1,right,T. Vukcevic 25' 3PT  (15 PTS) (P. Baldwin Jr. 3 AST),"[1641774, 1631116]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,15.0,25.39,,,,P. Baldwin Jr.,1631116.0,3.0,,,,,
367,PT11M15.00S,2024-04-13T00:26:07.1Z,3,REGULAR,turnover,out-of-bounds,[],1631207,,,1610612741,65,65,2024-04-13T00:26:14Z,3520000,False,,,0,,D. Terry bad pass out-of-bounds TURNOVER (2 TO),[1631207],1610612741.0,CHI,bad pass,,,Terry,D. Terry,,,,,In The Paint (Non-RA),0-8 Center,201245.0,,,,,,,,,,,,,,,,,2.0,,
369,PT10M58.00S,2024-04-13T00:26:30.8Z,3,REGULAR,foul,personal,[],1641766,,,1610612764,65,65,2024-04-13T00:26:53Z,3540000,False,,,0,,A. Sanogo personal FOUL (2 PF),"[1641766, 1641774]",1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Mid-Range,16-24 Center,201638.0,2.0,0.0,Vukcevic,1641774.0,,,,,,,,,,,,,,,
371,PT10M46.00S,2024-04-13T00:27:04.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631116,72.35545335085413,86.27450980392157,1610612764,68,65,2024-04-13T00:27:08Z,3560000,False,181.0,207.0,1,right,P. Baldwin Jr. 27' 3PT  (8 PTS) (J. Davis 1 AST),"[1631116, 1631098]",1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,8.0,27.55,,,,J. Davis,1631098.0,1.0,,,,,
373,PT10M31.00S,2024-04-13T00:27:19.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629750,11.908672798948752,59.068627450980394,1610612741,68,65,2024-04-13T00:27:43Z,3580000,False,-45.0,59.0,1,left,MISS J. Green 7' driving floating Shot,[1629750],1610612741.0,CHI,driving floating,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.47,,,,,,,,,,,
374,PT10M28.00S,2024-04-13T00:27:22.4Z,3,REGULAR,rebound,offensive,[],1641766,,,1610612741,68,65,2024-04-13T00:27:25Z,3590000,False,,,0,,A. Sanogo REBOUND (Off:3 Def:4),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,373.0,,,7.0,4.0,3.0,,,,,,,,
375,PT10M27.00S,2024-04-13T00:27:22.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641766,10.33180026281209,56.372549019607845,1610612741,68,65,2024-04-13T00:28:08Z,3600000,False,-32.0,45.0,1,left,MISS A. Sanogo putback Layup,[1641766],1610612741.0,CHI,putback,,,Sanogo,A. Sanogo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.48,,,,,,,,,,,
376,PT10M26.00S,2024-04-13T00:27:24.0Z,3,REGULAR,rebound,offensive,[],1641766,,,1610612741,68,65,2024-04-13T00:27:24Z,3610000,False,,,0,,A. Sanogo REBOUND (Off:4 Def:4),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,375.0,,,8.0,4.0,4.0,,,,,,,,
377,PT10M25.00S,2024-04-13T00:27:24.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641766,10.068988173455978,56.61764705882353,1610612741,68,65,2024-04-13T00:28:19Z,3620000,False,-33.0,42.0,1,left,MISS A. Sanogo putback Layup,[1641766],1610612741.0,CHI,putback,,,Sanogo,A. Sanogo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.36,,,,,,,,,,,
378,PT10M23.00S,2024-04-13T00:27:26.7Z,3,REGULAR,rebound,defensive,[],1631116,,,1610612764,68,65,2024-04-13T00:27:29Z,3630000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:8),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,377.0,,,8.0,8.0,0.0,,,,,,,,
379,PT10M17.00S,2024-04-13T00:27:33.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.19776609724047,49.26470588235294,1610612764,70,65,2024-04-13T00:28:15Z,3640000,False,-4.0,21.0,1,right,D. Avdija driving Layup (14 PTS),[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Made,,14.0,2.11,,,,,,,,,,,
380,PT10M17.00S,2024-04-13T00:27:37.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,70,65,2024-04-13T00:27:37Z,3650000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT10M17.00S,2024-04-13T00:28:25.3Z,3,REGULAR,substitution,out,[],1630929,,,1610612741,70,65,2024-04-13T00:29:58Z,3660000,False,,,0,,SUB out: H. Drell,[1630929],1610612741.0,CHI,,,,Drell,H. Drell,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT10M17.00S,2024-04-13T00:28:25.3Z,3,REGULAR,substitution,in,[],1641931,,,1610612741,70,65,2024-04-13T00:29:58Z,3670000,False,,,0,,SUB in: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT09M56.00S,2024-04-13T00:30:58.7Z,3,REGULAR,2pt,Jump Shot,[],1629632,20.318659658344284,16.42156862745098,1610612741,70,65,2024-04-13T00:40:42Z,3680000,False,168.0,138.0,1,left,MISS C. White 21' pullup Shot,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,21.77,,,,,,,,,,,
384,PT09M54.00S,2024-04-13T00:31:00.7Z,3,REGULAR,rebound,offensive,[],1641766,,,1610612741,70,65,2024-04-13T00:40:53Z,3690000,False,,,0,,A. Sanogo REBOUND (Off:5 Def:4),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Mid-Range,16-24 Right Center,,,,,,,383.0,,,9.0,4.0,5.0,,,,,,,,
440,PT09M54.00S,2024-04-13T00:31:01.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641766,8.754927726675426,49.50980392156863,1610612741,70,65,2024-04-13T00:39:54Z,3695000,False,2.0,30.0,1,left,MISS A. Sanogo tip Layup,[1641766],1610612741.0,CHI,tip,,,Sanogo,A. Sanogo,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.99,,,,,,,,,,,
441,PT09M54.00S,2024-04-13T00:31:01.4Z,3,REGULAR,rebound,offensive,[],1641766,,,1610612741,70,65,2024-04-13T00:39:54Z,3697500,False,,,0,,A. Sanogo REBOUND (Off:6 Def:4),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Restricted Area,0-8 Center,,,,,,,440.0,,,10.0,4.0,6.0,,,,,,,,
385,PT09M52.00S,2024-04-13T00:31:04.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641766,4.944152431011826,50.98039215686274,1610612741,70,67,2024-04-13T00:39:54Z,3700000,False,-5.0,-6.0,1,left,A. Sanogo Layup (8 PTS),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,0.77,,,,,,,,,,,
386,PT09M52.00S,2024-04-13T00:31:06.4Z,3,REGULAR,foul,personal,['1freethrow'],1641774,,,1610612741,70,67,2024-04-13T00:31:11Z,3710000,False,,,0,,T. Vukcevic shooting personal FOUL (1 PF) (Sanogo 1 FT),"[1641774, 1641766]",1610612764.0,WAS,shooting,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,201638.0,1.0,0.0,Sanogo,1641766.0,,,,,,,,,,,,,,,
388,PT09M52.00S,2024-04-13T00:31:31.9Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1641766,,,1610612741,70,68,2024-04-13T00:39:54Z,3730000,False,,,0,,A. Sanogo Free Throw 1 of 1 (9 PTS),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,,,,,,,,Made,,9.0,,,,,,,,,,,,
389,PT09M41.00S,2024-04-13T00:31:44.5Z,3,REGULAR,3pt,Jump Shot,[],1641774,67.49342969776609,35.78431372549019,1610612764,70,68,2024-04-13T00:31:49Z,3740000,False,-71.0,253.0,1,right,MISS T. Vukcevic 26' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.29,,,,,,,,,,,
390,PT09M36.00S,2024-04-13T00:31:49.5Z,3,REGULAR,rebound,defensive,[],1631207,,,1610612741,70,68,2024-04-13T00:31:49Z,3750000,False,,,0,,D. Terry REBOUND (Off:0 Def:3),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Center,,,,,,,389.0,,,3.0,3.0,0.0,,,,,,,,
391,PT09M33.00S,2024-04-13T00:31:51.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641931,18.2161629434954,98.2843137254902,1610612741,70,68,2024-04-13T00:32:23Z,3760000,False,-241.0,119.0,1,left,MISS O. Bitim 26' running 3PT,[1641931],1610612741.0,CHI,running,,,Bitim,O. Bitim,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.9,,,,,,,,,,,
392,PT09M31.00S,2024-04-13T00:31:53.3Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,70,68,2024-04-13T00:31:57Z,3770000,False,,,0,,D. Avdija REBOUND (Off:0 Def:6),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,391.0,,,6.0,6.0,0.0,,,,,,,,
393,PT09M26.00S,2024-04-13T00:31:58.9Z,3,REGULAR,turnover,lost ball,[],1630557,,,1610612764,70,68,2024-04-13T00:32:02Z,3780000,False,,,0,,C. Kispert lost ball TURNOVER (3 TO),"[1630557, 1629750]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,3.0,Green,1629750.0
394,PT09M26.00S,2024-04-13T00:31:58.9Z,3,REGULAR,steal,,[],1629750,,,1610612741,70,68,2024-04-13T00:32:00Z,3790000,False,,,0,,J. Green STEAL (1 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
395,PT09M20.00S,2024-04-13T00:32:04.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631207,5.995400788436268,49.26470588235294,1610612741,70,70,2024-04-13T00:32:55Z,3800000,False,4.0,4.0,1,left,D. Terry running Layup (12 PTS),[1631207],1610612741.0,CHI,running,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,,,,,,Made,,12.0,0.54,,,,,,,,,,,
397,PT09M07.00S,2024-04-13T00:32:23.1Z,3,REGULAR,foul,personal,['2freethrow'],1641931,,,1610612764,70,70,2024-04-13T00:32:31Z,3820000,False,,,0,,O. Bitim shooting personal FOUL (1 PF) (Avdija 2 FT),"[1641931, 1630166]",1610612741.0,CHI,shooting,,,Bitim,O. Bitim,,,,,In The Paint (Non-RA),8-16 Left,202026.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
399,PT09M07.00S,2024-04-13T00:32:55.3Z,3,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,71,70,2024-04-13T00:32:55Z,3840000,False,,,0,,D. Avdija Free Throw 1 of 2 (15 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,Made,,15.0,,,,,,,,,,,,
400,PT09M07.00S,2024-04-13T00:32:56.3Z,3,REGULAR,substitution,out,[],1641774,,,1610612764,71,70,2024-04-13T00:33:02Z,3850000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT09M07.00S,2024-04-13T00:32:56.3Z,3,REGULAR,substitution,in,[],1630264,,,1610612764,71,70,2024-04-13T00:33:02Z,3860000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT09M07.00S,2024-04-13T00:33:16.4Z,3,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,72,70,2024-04-13T00:33:16Z,3870000,False,,,0,,D. Avdija Free Throw 2 of 2 (16 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,Made,,16.0,,,,,,,,,,,,
403,PT08M50.00S,2024-04-13T00:33:34.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1641766,7.440867279894875,50.73529411764706,1610612741,72,72,2024-04-13T00:33:37Z,3880000,False,-4.0,17.0,1,left,A. Sanogo Hook (11 PTS) (D. Terry 7 AST),"[1641766, 1631207]",1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Restricted Area,0-8 Center,,,,,,Made,,11.0,1.78,,,,D. Terry,1631207.0,7.0,,,,,
405,PT08M42.00S,2024-04-13T00:33:44.9Z,3,REGULAR,foul,personal,[],1631207,,,1610612764,72,72,2024-04-13T00:33:52Z,3900000,False,,,0,,D. Terry personal FOUL (5 PF),"[1631207, 1630264]",1610612741.0,CHI,,,,Terry,D. Terry,,,,,Mid-Range,16-24 Right Center,202026.0,5.0,0.0,Gill,1630264.0,,,,,,,,,,,,,,,
407,PT08M42.00S,2024-04-13T00:33:50.2Z,3,REGULAR,substitution,out,[],1631207,,,1610612764,72,72,2024-04-13T00:34:03Z,3920000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT08M42.00S,2024-04-13T00:33:50.2Z,3,REGULAR,substitution,in,[],1628470,,,1610612764,72,72,2024-04-13T00:34:03Z,3930000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT08M36.00S,2024-04-13T00:34:18.3Z,3,REGULAR,3pt,Jump Shot,[],1631116,65.65374507227332,29.65686274509804,1610612764,75,72,2024-04-13T00:34:22Z,3940000,False,-102.0,270.0,1,right,P. Baldwin Jr. 28' 3PT  (11 PTS) (D. Avdija 5 AST),"[1631116, 1630166]",1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,11.0,28.89,,,,D. Avdija,1630166.0,5.0,,,,,
411,PT08M20.00S,2024-04-13T00:34:33.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.652431011826544,43.872549019607845,1610612741,75,72,2024-04-13T00:34:38Z,3960000,False,31.0,10.0,1,left,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.22,,,,,,,,,,,
412,PT08M18.00S,2024-04-13T00:34:35.7Z,3,REGULAR,rebound,offensive,[],1641766,,,1610612741,75,72,2024-04-13T00:34:38Z,3970000,False,,,0,,A. Sanogo REBOUND (Off:7 Def:4),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Restricted Area,0-8 Center,,,,,,,411.0,,,11.0,4.0,7.0,,,,,,,,
413,PT08M18.00S,2024-04-13T00:34:36.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641766,5.469776609724048,56.127450980392155,1610612741,75,72,2024-04-13T00:34:40Z,3980000,False,-31.0,-1.0,1,left,MISS A. Sanogo Layup,[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.06,,,,,,,,,,,
414,PT08M18.00S,2024-04-13T00:34:36.0Z,3,REGULAR,rebound,defensive,[],1631098,,,1610612764,75,72,2024-04-13T00:34:40Z,3990000,False,,,0,,J. Davis REBOUND (Off:0 Def:1),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,,,,,,,413.0,,,1.0,1.0,0.0,,,,,,,,
415,PT08M10.00S,2024-04-13T00:34:43.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630557,94.03745072273325,53.67647058823529,1610612764,77,72,2024-04-13T00:35:20Z,4000000,False,18.0,4.0,1,right,C. Kispert running Layup (11 PTS) (J. Davis 2 AST),"[1630557, 1631098]",1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,Made,,11.0,1.87,,,,J. Davis,1631098.0,2.0,,,,,
417,PT07M58.00S,2024-04-13T00:34:55.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641766,6.258212877792378,55.14705882352941,1610612741,77,74,2024-04-13T00:35:40Z,4020000,False,-26.0,6.0,1,left,A. Sanogo cutting Layup (13 PTS) (T. Craig 2 AST),"[1641766, 1628470]",1610612741.0,CHI,cutting,,,Sanogo,A. Sanogo,,,,,Restricted Area,0-8 Center,,,,,,Made,,13.0,2.65,,,,T. Craig,1628470.0,2.0,,,,,
419,PT07M51.00S,2024-04-13T00:35:07.1Z,3,REGULAR,foul,personal,[],1641766,,,1610612764,77,74,2024-04-13T00:35:13Z,4040000,False,,,0,,A. Sanogo personal FOUL (3 PF),"[1641766, 1630264]",1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Above the Break 3,24+ Left Center,201245.0,3.0,0.0,Gill,1630264.0,,,,,,,,,,,,,,,
421,PT07M38.00S,2024-04-13T00:35:38.2Z,3,REGULAR,2pt,Jump Shot,[],1631098,82.47371879106439,19.362745098039216,1610612764,77,74,2024-04-13T00:36:19Z,4060000,False,-153.0,112.0,1,right,MISS J. Davis 18' step back Shot,[1631098],1610612764.0,WAS,step back,,,Davis,J. Davis,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,18.99,,,,,,,,,,,
422,PT07M36.00S,2024-04-13T00:35:40.2Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612741,77,74,2024-04-13T00:35:41Z,4070000,False,,,0,,J. Green REBOUND (Off:2 Def:4),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,421.0,,,6.0,4.0,2.0,,,,,,,,
423,PT07M30.00S,2024-04-13T00:35:48.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,10.463206307490145,38.970588235294116,1610612741,77,76,2024-04-13T00:35:58Z,4080000,False,55.0,46.0,1,left,C. White 7' driving Layup (12 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,12.0,7.17,,,,,,,,,,,
424,PT07M30.00S,2024-04-13T00:35:51.1Z,3,REGULAR,foul,personal,['1freethrow'],1630557,,,1610612741,77,76,2024-04-13T00:35:58Z,4090000,False,,,0,,C. Kispert shooting personal FOUL (3 PF) (White 1 FT),"[1630557, 1629632]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,201245.0,3.0,0.0,White,1629632.0,,,,,,,,,,,,,,,
426,PT07M30.00S,2024-04-13T00:36:14.1Z,3,REGULAR,freethrow,1 of 1,[],1629632,,,1610612741,77,77,2024-04-13T00:36:14Z,4110000,False,,,0,,C. White Free Throw 1 of 1 (13 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,Made,,13.0,,,,,,,,,,,,
427,PT07M18.00S,2024-04-13T00:36:27.8Z,3,REGULAR,turnover,bad pass,[],1630166,,,1610612764,77,77,2024-04-13T00:36:32Z,4120000,False,,,0,,D. Avdija bad pass TURNOVER (3 TO),"[1630166, 1629750]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,3.0,Green,1629750.0
428,PT07M18.00S,2024-04-13T00:36:27.8Z,3,REGULAR,steal,,[],1629750,,,1610612741,77,77,2024-04-13T00:36:29Z,4130000,False,,,0,,J. Green STEAL (2 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
429,PT07M13.00S,2024-04-13T00:36:32.9Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629750,16.507884362680684,36.27450980392157,1610612741,77,79,2024-04-13T00:37:23Z,4140000,False,69.0,103.0,1,left,J. Green 12' running Jump Shot (22 PTS),[1629750],1610612741.0,CHI,running,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,,22.0,12.35,,,,,,,,,,,
430,PT07M00.00S,2024-04-13T00:36:45.6Z,3,REGULAR,3pt,Jump Shot,[],1631116,77.21747700394218,92.8921568627451,1610612764,77,79,2024-04-13T00:36:50Z,4150000,False,214.0,162.0,1,right,MISS P. Baldwin Jr. 26' 3PT,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.86,,,,,,,,,,,
431,PT06M58.00S,2024-04-13T00:36:48.0Z,3,REGULAR,rebound,defensive,[],1641931,,,1610612741,77,79,2024-04-13T00:36:48Z,4160000,False,,,0,,O. Bitim REBOUND (Off:0 Def:2),[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,Above the Break 3,24+ Right Center,,,,,,,430.0,,,2.0,2.0,0.0,,,,,,,,
432,PT06M44.00S,2024-04-13T00:37:01.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.521024967148489,47.794117647058826,1610612741,77,81,2024-04-13T00:37:14Z,4170000,False,11.0,9.0,1,left,C. White driving Layup (15 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,Made,,15.0,1.41,,,,,,,,,,,
433,PT06M44.00S,2024-04-13T00:37:08.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,77,81,2024-04-13T00:37:08Z,4180000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT06M44.00S,2024-04-13T00:38:36.8Z,3,REGULAR,substitution,out,[],1629632,,,1610612764,77,81,2024-04-13T00:45:37Z,4215000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT06M44.00S,2024-04-13T00:38:36.8Z,3,REGULAR,substitution,in,[],1628975,,,1610612764,77,81,2024-04-13T00:45:37Z,4232500,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT06M39.00S,2024-04-13T00:40:05.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641931,,,1610612764,77,81,2024-04-13T00:40:12Z,4250000,False,,,0,,O. Bitim personal FOUL (2 PF) (Davis 2 FT),"[1641931, 1631098]",1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,Mid-Range,16-24 Right,201245.0,2.0,0.0,Davis,1631098.0,,,,,,,,,,,,,,,
444,PT06M39.00S,2024-04-13T00:40:33.0Z,3,REGULAR,freethrow,1 of 2,[],1631098,,,1610612764,78,81,2024-04-13T00:40:54Z,4270000,False,,,0,,J. Davis Free Throw 1 of 2 (12 PTS),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
445,PT06M39.00S,2024-04-13T00:40:33.0Z,3,REGULAR,freethrow,2 of 2,[],1631098,,,1610612764,78,81,2024-04-13T00:40:54Z,4280000,False,,,0,,MISS J. Davis Free Throw 2 of 2,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
446,PT06M37.00S,2024-04-13T00:40:35.0Z,3,REGULAR,rebound,offensive,[],1631116,,,1610612764,78,81,2024-04-13T00:40:54Z,4290000,False,,,0,,P. Baldwin Jr. REBOUND (Off:1 Def:8),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,445.0,,,9.0,8.0,1.0,,,,,,,,
