actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
86,PT05M36.00S,2024-04-12T23:27:08.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,27,14,2024-04-12T23:27:33Z,860000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,
87,PT05M36.00S,2024-04-12T23:27:09.4Z,1,REGULAR,substitution,out,[],1630166,,,1610612741,27,14,2024-04-12T23:27:15Z,870000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M36.00S,2024-04-12T23:27:09.4Z,1,REGULAR,substitution,out,[],1641931,,,1610612741,27,14,2024-04-12T23:27:15Z,880000,False,,,0,,SUB out: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M36.00S,2024-04-12T23:27:09.4Z,1,REGULAR,substitution,out,[],1629750,,,1610612741,27,14,2024-04-12T23:27:15Z,890000,False,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M36.00S,2024-04-12T23:27:09.4Z,1,REGULAR,substitution,in,[],1630215,,,1610612741,27,14,2024-04-12T23:27:15Z,900000,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M36.00S,2024-04-12T23:27:09.4Z,1,REGULAR,substitution,in,[],1641766,,,1610612741,27,14,2024-04-12T23:27:15Z,910000,False,,,0,,SUB in: A. Sanogo,[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M36.00S,2024-04-12T23:27:09.4Z,1,REGULAR,substitution,in,[],1641847,,,1610612741,27,14,2024-04-12T23:27:15Z,920000,False,,,0,,SUB in: A. Funk,[1641847],1610612741.0,CHI,,,,Funk,A. Funk,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M36.00S,2024-04-12T23:27:08.6Z,1,REGULAR,freethrow,2 of 2,[],1631207,,,1610612741,27,14,2024-04-12T23:27:33Z,930000,False,,,0,,MISS D. Terry Free Throw 2 of 2,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
94,PT05M34.00S,2024-04-12T23:27:10.6Z,1,REGULAR,rebound,defensive,[],1631116,,,1610612764,27,14,2024-04-12T23:27:33Z,940000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:5),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,93.0,,,5.0,5.0,0.0,,,,,,,,
95,PT05M20.00S,2024-04-12T23:27:45.2Z,1,REGULAR,3pt,Jump Shot,[],1630557,37.13863337713535,44.36274509803921,1610612764,30,14,2024-04-12T23:27:50Z,950000,False,28.0,297.0,1,left,C. Kispert 29' 3PT  (3 PTS) (J. Butler 1 AST),"[1630557, 1630215]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,,,,Made,,3.0,29.79,,,,J. Butler,1630215.0,1.0,,,,,
97,PT05M19.00S,2024-04-12T23:27:50.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,30,14,2024-04-12T23:27:50Z,970000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M11.00S,2024-04-12T23:30:53.8Z,1,REGULAR,foul,personal,[],1631098,,,1610612741,30,14,2024-04-13T02:26:35Z,990000,False,,,0,,J. Davis personal FOUL (2 PF),"[1631098, 1628470]",1610612764.0,WAS,,,,Davis,J. Davis,,,,,Mid-Range,16-24 Center,202026.0,2.0,0.0,Craig,1628470.0,,,,,,,,,,,,,,,
103,PT05M01.00S,2024-04-12T23:31:14.4Z,1,REGULAR,3pt,Jump Shot,[],1628975,67.49342969776609,35.78431372549019,1610612741,30,17,2024-04-12T23:31:36Z,1010000,False,-71.0,253.0,1,right,J. Carter 26' 3PT pullup (5 PTS) (T. Craig 1 AST),"[1628975, 1628470]",1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,Above the Break 3,24+ Center,,,,,,Made,,5.0,26.29,,,,T. Craig,1628470.0,1.0,,,,,
105,PT04M37.00S,2024-04-12T23:31:37.4Z,1,REGULAR,3pt,Jump Shot,[],1630264,34.11629434954008,47.05882352941176,1610612764,30,17,2024-04-12T23:31:41Z,1030000,False,15.0,268.0,1,left,MISS A. Gill 26' 3PT,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.86,,,,,,,,,,,
106,PT04M35.00S,2024-04-12T23:31:39.4Z,1,REGULAR,rebound,defensive,[],1631207,,,1610612741,30,17,2024-04-12T23:31:41Z,1040000,False,,,0,,D. Terry REBOUND (Off:0 Def:2),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Center,,,,,,,105.0,,,2.0,2.0,0.0,,,,,,,,
107,PT04M28.00S,2024-04-12T23:31:49.4Z,1,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612741,30,17,2024-04-12T23:31:54Z,1050000,False,,,0,,A. Gill shooting personal FOUL (1 PF) (Terry 2 FT),"[1630264, 1631207]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Center,202026.0,1.0,0.0,Terry,1631207.0,,,,,,,,,,,,,,,
109,PT04M28.00S,2024-04-12T23:32:14.1Z,1,REGULAR,freethrow,1 of 2,[],1631207,,,1610612741,30,18,2024-04-12T23:32:14Z,1070000,False,,,0,,D. Terry Free Throw 1 of 2 (7 PTS),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
110,PT04M28.00S,2024-04-12T23:32:14.7Z,1,REGULAR,substitution,out,[],1631098,,,1610612741,30,18,2024-04-12T23:32:20Z,1080000,False,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M28.00S,2024-04-12T23:32:14.7Z,1,REGULAR,substitution,out,[],1628470,,,1610612741,30,18,2024-04-12T23:32:20Z,1090000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M28.00S,2024-04-12T23:32:14.7Z,1,REGULAR,substitution,in,[],1630551,,,1610612741,30,18,2024-04-12T23:32:20Z,1100000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M28.00S,2024-04-12T23:32:14.7Z,1,REGULAR,substitution,in,[],1630929,,,1610612741,30,18,2024-04-12T23:32:20Z,1110000,False,,,0,,SUB in: H. Drell,[1630929],1610612741.0,CHI,,,,Drell,H. Drell,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M28.00S,2024-04-12T23:32:32.6Z,1,REGULAR,freethrow,2 of 2,[],1631207,,,1610612741,30,19,2024-04-12T23:32:32Z,1120000,False,,,0,,D. Terry Free Throw 2 of 2 (8 PTS),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
115,PT04M15.00S,2024-04-12T23:32:47.0Z,1,REGULAR,3pt,Jump Shot,[],1630557,32.53942181340342,57.84313725490197,1610612764,30,19,2024-04-12T23:32:52Z,1130000,False,-39.0,253.0,1,left,MISS C. Kispert 25' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.64,,,,,,,,,,,
116,PT04M13.00S,2024-04-12T23:32:49.0Z,1,REGULAR,rebound,defensive,[],1641766,,,1610612741,30,19,2024-04-12T23:32:52Z,1140000,False,,,0,,A. Sanogo REBOUND (Off:0 Def:1),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Above the Break 3,24+ Center,,,,,,,115.0,,,1.0,1.0,0.0,,,,,,,,
117,PT03M59.00S,2024-04-12T23:33:03.8Z,1,REGULAR,2pt,Jump Shot,[],1631207,84.05059132720105,73.0392156862745,1610612741,30,19,2024-04-12T23:33:08Z,1150000,False,115.0,97.0,1,right,MISS D. Terry 15' step back Shot,[1631207],1610612741.0,CHI,step back,,,Terry,D. Terry,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,15.09,,,,,,,,,,,
118,PT03M55.00S,2024-04-12T23:33:07.8Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,30,19,2024-04-12T23:33:08Z,1160000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Right,,,,,,,117.0,,,1.0,1.0,0.0,,,,,,,,
119,PT03M45.00S,2024-04-12T23:33:16.8Z,1,REGULAR,3pt,Jump Shot,[],1630551,4.28712220762155,98.2843137254902,1610612764,30,19,2024-04-12T23:33:20Z,1170000,False,-241.0,-12.0,1,left,MISS J. Champagnie 24' 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,24.17,,,,,,,,,,,
120,PT03M42.00S,2024-04-12T23:33:19.8Z,1,REGULAR,rebound,defensive,[],1641766,,,1610612741,30,19,2024-04-12T23:33:20Z,1180000,False,,,0,,A. Sanogo REBOUND (Off:0 Def:2),[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Left Corner 3,24+ Left,,,,,,,119.0,,,2.0,2.0,0.0,,,,,,,,
121,PT03M32.00S,2024-04-12T23:33:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641766,86.41590013140605,60.049019607843135,1610612741,30,19,2024-04-12T23:34:02Z,1190000,False,50.0,75.0,1,right,MISS A. Sanogo 9' floating Shot - blocked,"[1641766, 1630551]",1610612741.0,CHI,floating,,,Sanogo,A. Sanogo,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,9.04,,,,,,,Champagnie,1630551.0,,,
122,PT03M32.00S,2024-04-12T23:33:29.4Z,1,REGULAR,block,,[],1630551,,,1610612741,30,19,2024-04-12T23:33:32Z,1200000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
123,PT03M29.00S,2024-04-12T23:33:32.4Z,1,REGULAR,rebound,defensive,[],1630215,,,1610612764,30,19,2024-04-12T23:33:35Z,1210000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,121.0,,,1.0,1.0,0.0,,,,,,,,
127,PT03M27.00S,2024-04-12T23:33:36.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630264,12.302890932982917,53.67647058823529,1610612764,30,19,2024-04-12T23:34:33Z,1250000,False,-18.0,63.0,1,left,MISS A. Gill 6' running Layup - blocked,"[1630264, 1631207]",1610612764.0,WAS,running,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.57,,,,,,,Terry,1631207.0,,,
128,PT03M27.00S,2024-04-12T23:33:36.5Z,1,REGULAR,block,,[],1631207,,,1610612764,30,19,2024-04-12T23:33:46Z,1260000,False,,,0,,D. Terry BLOCK (2 BLK),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
129,PT03M27.00S,2024-04-12T23:33:36.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,30,19,2024-04-12T23:33:49Z,1270000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,127.0,,,,,,,,,,,,,
131,PT03M27.00S,2024-04-12T23:33:50.2Z,1,REGULAR,substitution,out,[],1631207,,,1610612764,30,19,2024-04-12T23:33:53Z,1290000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M27.00S,2024-04-12T23:33:50.2Z,1,REGULAR,substitution,in,[],1629632,,,1610612764,30,19,2024-04-12T23:33:53Z,1300000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M25.00S,2024-04-12T23:33:57.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,4.5499342969776615,97.05882352941177,1610612764,33,19,2024-04-12T23:34:03Z,1310000,False,-235.0,-10.0,1,left,C. Kispert 3PT  (6 PTS) (J. Butler 2 AST),"[1630557, 1630215]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,,,,,,Made,,6.0,23.55,,,,J. Butler,1630215.0,2.0,,,,,
135,PT03M09.00S,2024-04-12T23:34:13.6Z,1,REGULAR,turnover,lost ball,[],1629632,,,1610612741,33,19,2024-04-12T23:34:18Z,1330000,False,,,0,,C. White lost ball TURNOVER (1 TO),"[1629632, 1630264]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Gill,1630264.0
136,PT03M09.00S,2024-04-12T23:34:13.6Z,1,REGULAR,steal,,[],1630264,,,1610612764,33,19,2024-04-12T23:37:48Z,1340000,False,,,0,,A. Gill STEAL (1 STL),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
181,PT03M06.00S,2024-04-12T23:34:30.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630264,11.251642575558476,51.470588235294116,1610612764,33,19,2024-04-12T23:43:56Z,1355000,False,-7.0,53.0,1,left,MISS A. Gill running Layup - blocked,"[1630264, 1628975]",1610612764.0,WAS,running,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.38,,,,,,,Carter,1628975.0,,,
182,PT03M06.00S,2024-04-12T23:34:30.8Z,1,REGULAR,block,,[],1628975,,,1610612764,33,19,2024-04-12T23:43:42Z,1362500,False,,,0,,J. Carter BLOCK (1 BLK),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
183,PT03M06.00S,2024-04-12T23:34:30.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,33,19,2024-04-12T23:43:42Z,1366250,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,181.0,,,,,,,,,,,,,
141,PT03M06.00S,2024-04-12T23:36:52.7Z,1,REGULAR,substitution,out,[],1631116,,,1610612741,33,19,2024-04-12T23:43:42Z,1390000,False,,,0,,SUB out: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT03M06.00S,2024-04-12T23:36:52.7Z,1,REGULAR,substitution,out,[],1641847,,,1610612741,33,19,2024-04-12T23:43:42Z,1400000,False,,,0,,SUB out: A. Funk,[1641847],1610612741.0,CHI,,,,Funk,A. Funk,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT03M06.00S,2024-04-12T23:36:52.7Z,1,REGULAR,substitution,in,[],1630647,,,1610612741,33,19,2024-04-12T23:43:42Z,1410000,False,,,0,,SUB in: E. Omoruyi,[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT03M06.00S,2024-04-12T23:36:52.7Z,1,REGULAR,substitution,in,[],1629750,,,1610612741,33,19,2024-04-12T23:43:42Z,1420000,False,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M48.00S,2024-04-12T23:37:15.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641766,84.31340341655716,40.931372549019606,1610612741,33,21,2024-04-12T23:37:23Z,1430000,False,-45.0,95.0,1,right,A. Sanogo 10' Hook (2 PTS) (J. Carter 1 AST),"[1641766, 1628975]",1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,2.0,10.52,,,,J. Carter,1628975.0,1.0,,,,,
147,PT02M32.00S,2024-04-12T23:37:31.9Z,1,REGULAR,3pt,Jump Shot,[],1630647,7.30946123521682,5.147058823529411,1610612764,33,21,2024-04-12T23:37:38Z,1450000,False,224.0,16.0,1,left,MISS E. Omoruyi 3PT,[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.49,,,,,,,,,,,
148,PT02M27.00S,2024-04-12T23:37:36.9Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,33,21,2024-04-12T23:37:38Z,1460000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Right Corner 3,24+ Right,,,,,,,147.0,,,2.0,2.0,0.0,,,,,,,,
178,PT02M13.00S,2024-04-12T23:37:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,92.06636005256242,50.0,1610612741,33,23,2024-04-12T23:42:18Z,1470000,False,0.0,22.0,1,right,C. White driving finger roll Layup (2 PTS),[1629632],1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.21,,,,,,,,,,,
150,PT02M00.00S,2024-04-12T23:38:04.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630647,7.440867279894875,51.9607843137255,1610612764,35,23,2024-04-12T23:41:32Z,1480000,False,-10.0,17.0,1,left,E. Omoruyi cutting DUNK (2 PTS) (J. Butler 3 AST),"[1630647, 1630215]",1610612764.0,WAS,cutting,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.0,,,,J. Butler,1630215.0,3.0,,,,,
152,PT01M43.00S,2024-04-12T23:38:20.3Z,1,REGULAR,3pt,Jump Shot,[],1630929,90.75229960578186,3.1862745098039214,1610612741,35,26,2024-04-12T23:39:45Z,1500000,False,-234.0,34.0,1,right,H. Drell 3PT  (3 PTS) (J. Carter 2 AST),"[1630929, 1628975]",1610612741.0,CHI,,,,Drell,H. Drell,,,,,Left Corner 3,24+ Left,,,,,,Made,,3.0,23.66,,,,J. Carter,1628975.0,2.0,,,,,
154,PT01M27.00S,2024-04-12T23:38:36.6Z,1,REGULAR,3pt,Jump Shot,[],1630215,33.196452036793694,18.872549019607842,1610612764,35,26,2024-04-12T23:39:47Z,1520000,False,156.0,260.0,1,left,MISS J. Butler 30' 3PT,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,30.26,,,,,,,,,,,
155,PT01M27.00S,2024-04-12T23:38:36.6Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,35,26,2024-04-12T23:45:48Z,1530000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,154.0,,,1.0,1.0,0.0,,,,,,,,
156,PT01M17.00S,2024-04-12T23:38:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641766,93.64323258869908,48.77450980392157,1610612741,35,26,2024-04-12T23:43:53Z,1540000,False,-6.0,7.0,1,right,MISS A. Sanogo Layup,[1641766],1610612741.0,CHI,,,,Sanogo,A. Sanogo,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.95,,,,,,,,,,,
157,PT01M14.00S,2024-04-12T23:38:52.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,35,26,2024-04-12T23:43:53Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,156.0,,,,,,,,,,,,,
159,PT01M14.00S,2024-04-12T23:38:56.2Z,1,REGULAR,substitution,out,[],1630557,,,1610612741,35,26,2024-04-12T23:39:28Z,1570000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M14.00S,2024-04-12T23:38:56.2Z,1,REGULAR,substitution,in,[],1630166,,,1610612741,35,26,2024-04-12T23:39:28Z,1580000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M08.00S,2024-04-12T23:39:29.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630929,73.14388961892247,12.5,1610612741,35,26,2024-04-12T23:39:39Z,1590000,False,-188.0,200.0,1,right,MISS H. Drell 27' 3PT,[1630929],1610612741.0,CHI,,,,Drell,H. Drell,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,27.41,,,,,,,,,,,
162,PT01M08.00S,2024-04-12T23:39:29.3Z,1,REGULAR,rebound,offensive,[],1629750,,,1610612741,35,26,2024-04-12T23:39:39Z,1600000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,161.0,,,2.0,1.0,1.0,,,,,,,,
163,PT01M05.00S,2024-04-12T23:39:32.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629750,93.77463863337714,50.73529411764706,1610612741,35,28,2024-04-12T23:45:58Z,1610000,False,4.0,6.0,1,right,J. Green putback Layup (6 PTS),[1629750],1610612741.0,CHI,putback,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,0.7,,,,,,,,,,,
164,PT00M55.30S,2024-04-12T23:39:43.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,12.959921156373195,50.98039215686274,1610612764,37,28,2024-04-12T23:49:51Z,1620000,False,-5.0,69.0,1,left,D. Avdija 6' driving floating Jump Shot (7 PTS),[1630166],1610612764.0,WAS,driving floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,7.0,6.95,,,,,,,,,,,
166,PT00M39.00S,2024-04-12T23:40:00.8Z,1,REGULAR,3pt,Jump Shot,[],1629750,94.56307490144546,96.32352941176471,1610612741,37,31,2024-04-12T23:40:04Z,1640000,False,232.0,-1.0,1,right,J. Green 3PT  (9 PTS) (C. White 3 AST),"[1629750, 1629632]",1610612741.0,CHI,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,Made,,9.0,23.16,,,,C. White,1629632.0,3.0,,,,,
168,PT00M31.10S,2024-04-12T23:40:14.2Z,1,REGULAR,foul,personal,['2freethrow'],1641766,,,1610612764,37,31,2024-04-12T23:40:21Z,1660000,False,,,0,,A. Sanogo shooting personal FOUL (1 PF) (Gill 2 FT),"[1641766, 1630264]",1610612741.0,CHI,shooting,,,Sanogo,A. Sanogo,,,,,In The Paint (Non-RA),0-8 Center,202026.0,1.0,0.0,Gill,1630264.0,,,,,,,,,,,,,,,
170,PT00M31.10S,2024-04-12T23:40:41.7Z,1,REGULAR,freethrow,1 of 2,[],1630264,,,1610612764,38,31,2024-04-12T23:40:41Z,1680000,False,,,0,,A. Gill Free Throw 1 of 2 (1 PTS),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
171,PT00M31.10S,2024-04-12T23:40:53.9Z,1,REGULAR,freethrow,2 of 2,[],1630264,,,1610612764,39,31,2024-04-12T23:40:54Z,1690000,False,,,0,,A. Gill Free Throw 2 of 2 (2 PTS),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
172,PT00M13.70S,2024-04-12T23:41:15.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629632,92.9862023653088,53.92156862745098,1610612741,39,33,2024-04-12T23:48:54Z,1700000,False,20.0,13.0,1,right,C. White driving Layup (4 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,2.37,,,,,,,,,,,
173,PT00M13.70S,2024-04-12T23:41:17.6Z,1,REGULAR,violation,defensive goaltending,[],1630551,,,1610612741,39,33,2024-04-12T23:48:54Z,1710000,False,,,0,,J. Champagnie defensive goaltending VIOLATION,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,201638.0,,,,,,,,,,,,,,,,,,,
174,PT00M01.80S,2024-04-12T23:41:44.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630929,,,1610612764,39,33,2024-04-12T23:41:52Z,1720000,False,,,0,,H. Drell shooting personal FOUL (1 PF) (Avdija 2 FT),"[1630929, 1630166]",1610612741.0,CHI,shooting,,,Drell,H. Drell,,,,,Mid-Range,16-24 Right Center,202026.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
176,PT00M01.80S,2024-04-12T23:42:10.6Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,39,33,2024-04-12T23:42:10Z,1740000,False,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
177,PT00M01.80S,2024-04-12T23:42:10.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,39,33,2024-04-12T23:42:10Z,1750000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,176.0,,,,,,,,,,,,,
179,PT00M01.80S,2024-04-12T23:42:10.6Z,1,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,40,33,2024-04-12T23:44:42Z,1760000,False,,,0,,D. Avdija Free Throw 2 of 2 (8 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
180,PT00M00.00S,2024-04-12T23:42:34.0Z,1,REGULAR,period,end,[],0,,,1610612741,40,33,2024-04-12T23:42:34Z,1770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
