actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
87,PT05M52.00S,2024-03-21T23:23:37.2Z,1,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,16,13,2024-03-21T23:23:37Z,810000,False,,,0,,K. Kuzma Free Throw 2 of 2 (4 PTS),[1628398],1610612764.0,WAS,,,,,,,,,,Made,Kuzma,K. Kuzma,,,,,,,,,,,,4.0,,,,,,
88,PT05M37.00S,2024-03-21T23:23:53.6Z,1,REGULAR,2pt,Jump Shot,[],1631099,20.844283837056505,30.14705882352941,1610612758,16,13,2024-03-21T23:27:42Z,820000,False,99.0,143.0,1,left,MISS K. Murray 17' Jump Shot,[1631099],1610612758.0,SAC,,,,,,,Mid-Range,16-24 Right Center,17.44,Missed,Murray,K. Murray,,,,,,,,,,,,,,,,,,
89,PT05M33.00S,2024-03-21T23:23:57.6Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612764,16,13,2024-03-21T23:23:58Z,830000,False,,,0,,R. Holmes REBOUND (Off:3 Def:4),[1626158],1610612764.0,WAS,,,,,,,Mid-Range,16-24 Right Center,,,Holmes,R. Holmes,88.0,7.0,4.0,3.0,,,,,,,,,,,,,,
90,PT05M19.00S,2024-03-21T23:24:11.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630557,80.89684625492772,39.46078431372549,1610612764,18,13,2024-03-21T23:24:16Z,840000,False,-53.0,127.0,1,right,C. Kispert 13' driving floating Jump Shot (4 PTS) (K. Kuzma 3 AST),"[1630557, 1628398]",1610612764.0,WAS,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,13.76,Made,Kispert,C. Kispert,,,,,,,,,,,,4.0,K. Kuzma,1628398.0,3.0,,,
92,PT05M08.00S,2024-03-21T23:24:22.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,10.5946123521682,49.01960784313725,1610612758,18,15,2024-03-21T23:24:26Z,860000,False,5.0,47.0,1,left,D. Sabonis turnaround Hook (2 PTS),[1627734],1610612758.0,SAC,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,4.74,Made,Sabonis,D. Sabonis,,,,,,,,,,,,2.0,,,,,,
95,PT04M51.00S,2024-03-21T23:24:39.2Z,1,REGULAR,3pt,Jump Shot,[],1628398,67.88764783180025,38.23529411764706,1610612764,21,15,2024-03-21T23:24:44Z,870000,False,-59.0,249.0,1,right,K. Kuzma 25' 3PT  (7 PTS) (J. Davis 1 AST),"[1628398, 1631098]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,25.62,Made,Kuzma,K. Kuzma,,,,,,,,,,,,7.0,J. Davis,1631098.0,1.0,,,
97,PT04M38.00S,2024-03-21T23:24:52.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,7.5722733245729295,55.88235294117647,1610612758,21,17,2024-03-21T23:24:58Z,890000,False,-29.0,19.0,1,left,D. Mitchell cutting Layup (2 PTS) (D. Sabonis 2 AST),"[1630558, 1627734]",1610612758.0,SAC,cutting,,,,,,Restricted Area,0-8 Center,3.48,Made,Mitchell,D. Mitchell,,,,,,,,,,,,2.0,D. Sabonis,1627734.0,2.0,,,
99,PT04M21.00S,2024-03-21T23:25:09.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628398,93.11760840998686,51.71568627450981,1610612764,23,17,2024-03-21T23:25:15Z,910000,False,9.0,12.0,1,right,K. Kuzma driving DUNK (9 PTS),[1628398],1610612764.0,WAS,driving,,,,,,Restricted Area,0-8 Center,1.49,Made,Kuzma,K. Kuzma,,,,,,,,,,,,9.0,,,,,,
100,PT04M15.00S,2024-03-21T23:25:15.2Z,1,REGULAR,3pt,Jump Shot,[],1631099,11.251642575558476,97.30392156862744,1610612758,23,17,2024-03-21T23:25:21Z,920000,False,-237.0,53.0,1,left,MISS K. Murray 24' 3PT,[1631099],1610612758.0,SAC,,,,,,,Left Corner 3,24+ Left,24.24,Missed,Murray,K. Murray,,,,,,,,,,,,,,,,,,
101,PT04M12.00S,2024-03-21T23:25:18.2Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612764,23,17,2024-03-21T23:25:21Z,930000,False,,,0,,R. Holmes REBOUND (Off:3 Def:5),[1626158],1610612764.0,WAS,,,,,,,Left Corner 3,24+ Left,,,Holmes,R. Holmes,100.0,8.0,5.0,3.0,,,,,,,,,,,,,,
102,PT04M05.00S,2024-03-21T23:25:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.32917214191852,48.77450980392157,1610612764,25,17,2024-03-21T23:29:10Z,940000,False,-6.0,20.0,1,right,J. Poole driving finger roll Layup (5 PTS),[1629673],1610612764.0,WAS,driving finger roll,,,,,,Restricted Area,0-8 Center,2.05,Made,Poole,J. Poole,,,,,,,,,,,,5.0,,,,,,
103,PT04M05.00S,2024-03-21T23:25:33.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,25,17,2024-03-21T23:25:33Z,950000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M05.00S,2024-03-21T23:26:46.5Z,1,REGULAR,substitution,out,[],1626158,,,1610612758,25,17,2024-03-21T23:28:11Z,960000,False,,,0,,SUB out: R. Holmes,[1626158],1610612764.0,WAS,,,,,,,,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,
105,PT04M05.00S,2024-03-21T23:26:46.5Z,1,REGULAR,substitution,out,[],1630557,,,1610612758,25,17,2024-03-21T23:28:11Z,970000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,,,,,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,
106,PT04M05.00S,2024-03-21T23:26:46.5Z,1,REGULAR,substitution,in,[],1630264,,,1610612758,25,17,2024-03-21T23:28:11Z,980000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,,,,,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,
107,PT04M05.00S,2024-03-21T23:26:46.5Z,1,REGULAR,substitution,in,[],1630551,,,1610612758,25,17,2024-03-21T23:28:11Z,990000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,,,,,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,
108,PT03M42.00S,2024-03-21T23:28:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,10.200394218134035,49.26470588235294,1610612758,25,19,2024-03-21T23:28:59Z,1000000,False,4.0,43.0,1,left,M. Monk driving finger roll Layup (2 PTS),[1628370],1610612758.0,SAC,driving finger roll,,,,,,Restricted Area,0-8 Center,4.36,Made,Monk,M. Monk,,,,,,,,,,,,2.0,,,,,,
109,PT03M26.00S,2024-03-21T23:29:08.3Z,1,REGULAR,2pt,Jump Shot,[],1628398,76.5604467805519,50.98039215686274,1610612764,25,19,2024-03-21T23:29:13Z,1010000,False,5.0,168.0,1,right,MISS K. Kuzma 16' pullup Shot,[1628398],1610612764.0,WAS,pullup,,,,,,Mid-Range,16-24 Center,16.79,Missed,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
110,PT03M25.00S,2024-03-21T23:29:09.3Z,1,REGULAR,rebound,offensive,[],1630264,,,1610612764,25,19,2024-03-21T23:29:57Z,1020000,False,,,0,,A. Gill REBOUND (Off:1 Def:0),[1630264],1610612764.0,WAS,,,,,,,Mid-Range,16-24 Center,,,Gill,A. Gill,109.0,1.0,0.0,1.0,,,,,,,,,,,,,,
111,PT03M25.00S,2024-03-21T23:29:13.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630264,94.40999984741211,50.0,1610612764,27,19,2024-03-21T23:30:03Z,1030000,False,0.0,0.0,1,right,A. Gill tip Layup (2 PTS),[1630264],1610612764.0,WAS,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Gill,A. Gill,,,,,,,,,,,,2.0,,,,,,
112,PT03M16.00S,2024-03-21T23:29:20.3Z,1,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612758,27,19,2024-03-21T23:29:25Z,1040000,False,,,0,,A. Gill shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1630264, 1627734]",1610612764.0,WAS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Gill,A. Gill,,,,,,,1627519.0,1.0,0.0,Sabonis,1627734.0,,,,,,,
114,PT03M16.00S,2024-03-21T23:29:51.5Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,27,20,2024-03-21T23:29:51Z,1060000,False,,,0,,D. Sabonis Free Throw 1 of 2 (3 PTS),[1627734],1610612758.0,SAC,,,,,,,,,,Made,Sabonis,D. Sabonis,,,,,,,,,,,,3.0,,,,,,
115,PT03M16.00S,2024-03-21T23:29:52.5Z,1,REGULAR,substitution,out,[],1628398,,,1610612758,27,20,2024-03-21T23:30:01Z,1070000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
116,PT03M16.00S,2024-03-21T23:29:52.5Z,1,REGULAR,substitution,out,[],1631099,,,1610612758,27,20,2024-03-21T23:30:01Z,1080000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,,,,,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,
117,PT03M16.00S,2024-03-21T23:29:52.5Z,1,REGULAR,substitution,out,[],1631165,,,1610612758,27,20,2024-03-21T23:30:01Z,1090000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,
118,PT03M16.00S,2024-03-21T23:29:52.5Z,1,REGULAR,substitution,in,[],1630166,,,1610612758,27,20,2024-03-21T23:30:01Z,1100000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
119,PT03M16.00S,2024-03-21T23:29:52.5Z,1,REGULAR,substitution,in,[],1630537,,,1610612758,27,20,2024-03-21T23:30:01Z,1110000,False,,,0,,SUB in: C. Duarte,[1630537],1610612758.0,SAC,,,,,,,,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,
120,PT03M16.00S,2024-03-21T23:29:52.5Z,1,REGULAR,substitution,in,[],203084,,,1610612758,27,20,2024-03-21T23:30:01Z,1120000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,,,,,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
121,PT03M16.00S,2024-03-21T23:30:16.0Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,27,21,2024-03-21T23:30:16Z,1130000,False,,,0,,D. Sabonis Free Throw 2 of 2 (4 PTS),[1627734],1610612758.0,SAC,,,,,,,,,,Made,Sabonis,D. Sabonis,,,,,,,,,,,,4.0,,,,,,
122,PT02M51.00S,2024-03-21T23:30:43.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,82.34231274638634,35.294117647058826,1610612764,27,21,2024-03-21T23:30:47Z,1140000,False,-74.0,113.0,1,right,MISS D. Avdija 13' Jump Shot,[1630166],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Left,13.52,Missed,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
123,PT02M50.00S,2024-03-21T23:30:44.5Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,27,21,2024-03-21T23:30:47Z,1150000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Left,,,Barnes,H. Barnes,122.0,1.0,1.0,0.0,,,,,,,,,,,,,,
124,PT02M38.00S,2024-03-21T23:30:58.9Z,1,REGULAR,foul,personal,['2freethrow'],1631098,,,1610612758,27,21,2024-03-21T23:31:03Z,1160000,False,,,0,,J. Davis shooting personal FOUL (1 PF) (Monk 2 FT),"[1631098, 1628370]",1610612764.0,WAS,shooting,,,,,,Mid-Range,16-24 Center,,,Davis,J. Davis,,,,,,,1193.0,1.0,0.0,Monk,1628370.0,,,,,,,
126,PT02M38.00S,2024-03-21T23:31:23.5Z,1,REGULAR,freethrow,1 of 2,[],1628370,,,1610612758,27,22,2024-03-21T23:31:23Z,1180000,False,,,0,,M. Monk Free Throw 1 of 2 (3 PTS),[1628370],1610612758.0,SAC,,,,,,,,,,Made,Monk,M. Monk,,,,,,,,,,,,3.0,,,,,,
127,PT02M38.00S,2024-03-21T23:31:24.5Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,27,22,2024-03-21T23:31:30Z,1190000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
128,PT02M38.00S,2024-03-21T23:31:24.5Z,1,REGULAR,substitution,out,[],1630558,,,1610612758,27,22,2024-03-21T23:31:30Z,1200000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
129,PT02M38.00S,2024-03-21T23:31:24.5Z,1,REGULAR,substitution,in,[],203458,,,1610612758,27,22,2024-03-21T23:31:30Z,1210000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,,,,,,,,Len,A. Len,,,,,,,,,,,,,,,,,,
130,PT02M38.00S,2024-03-21T23:31:24.5Z,1,REGULAR,substitution,in,[],1628368,,,1610612758,27,22,2024-03-21T23:31:30Z,1220000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
131,PT02M38.00S,2024-03-21T23:31:43.9Z,1,REGULAR,freethrow,2 of 2,[],1628370,,,1610612758,27,23,2024-03-21T23:31:43Z,1230000,False,,,0,,M. Monk Free Throw 2 of 2 (4 PTS),[1628370],1610612758.0,SAC,,,,,,,,,,Made,Monk,M. Monk,,,,,,,,,,,,4.0,,,,,,
132,PT02M18.00S,2024-03-21T23:32:05.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631098,93.9060446780552,49.01960784313725,1610612764,29,23,2024-03-21T23:33:07Z,1240000,False,-5.0,5.0,1,right,J. Davis driving floating Jump Shot (2 PTS),[1631098],1610612764.0,WAS,driving floating,,,,,,Restricted Area,0-8 Center,0.69,Made,Davis,J. Davis,,,,,,,,,,,,2.0,,,,,,
134,PT02M05.00S,2024-03-21T23:32:18.2Z,1,REGULAR,3pt,Jump Shot,[],1630537,25.18068331143233,87.5,1610612758,29,23,2024-03-21T23:32:24Z,1260000,False,-188.0,184.0,1,left,MISS C. Duarte 26' 3PT,[1630537],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,26.28,Missed,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,
135,PT02M00.00S,2024-03-21T23:32:23.5Z,1,REGULAR,rebound,offensive,[],1628368,,,1610612758,29,23,2024-03-21T23:32:23Z,1270000,False,,,0,,D. Fox REBOUND (Off:1 Def:0),[1628368],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,Fox,D. Fox,134.0,1.0,0.0,1.0,,,,,,,,,,,,,,
136,PT01M58.00S,2024-03-21T23:32:25.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628368,25.837713534822605,41.42156862745098,1610612758,29,23,2024-03-21T23:32:29Z,1280000,False,43.0,190.0,1,left,MISS D. Fox 19' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,,,,Mid-Range,16-24 Center,19.52,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,
137,PT01M55.00S,2024-03-21T23:32:28.1Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,29,23,2024-03-21T23:32:29Z,1290000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,,,,Mid-Range,16-24 Center,,,Poole,J. Poole,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT01M44.00S,2024-03-21T23:32:39.5Z,1,REGULAR,3pt,Jump Shot,[],1630264,83.65637319316689,94.85294117647058,1610612764,29,23,2024-03-21T23:32:44Z,1300000,False,224.0,101.0,1,right,MISS A. Gill 24' 3PT,[1630264],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Right Center,24.6,Missed,Gill,A. Gill,,,,,,,,,,,,,,,,,,
139,PT01M39.00S,2024-03-21T23:32:44.5Z,1,REGULAR,rebound,defensive,[],203458,,,1610612758,29,23,2024-03-21T23:32:44Z,1310000,False,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,,,Len,A. Len,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT01M25.00S,2024-03-21T23:32:58.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,10.5946123521682,42.64705882352941,1610612758,29,25,2024-03-21T23:33:02Z,1320000,False,37.0,47.0,1,left,H. Barnes driving floating Jump Shot (5 PTS) (D. Fox 3 AST),"[203084, 1628368]",1610612758.0,SAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.98,Made,Barnes,H. Barnes,,,,,,,,,,,,5.0,D. Fox,1628368.0,3.0,,,
142,PT01M13.00S,2024-03-21T23:33:11.0Z,1,REGULAR,3pt,Jump Shot,[],1630166,96.5341655716163,2.696078431372549,1610612764,32,25,2024-03-21T23:33:15Z,1340000,False,-237.0,-20.0,1,right,D. Avdija 3PT  (8 PTS) (A. Gill 1 AST),"[1630166, 1630264]",1610612764.0,WAS,,,,,,,Left Corner 3,24+ Left,23.73,Made,Avdija,D. Avdija,,,,,,,,,,,,8.0,A. Gill,1630264.0,1.0,,,
144,PT00M59.60S,2024-03-21T23:33:23.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,18.610381077529567,47.794117647058826,1610612758,32,25,2024-03-21T23:34:44Z,1360000,False,11.0,122.0,1,left,MISS D. Fox 12' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,12.29,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,
145,PT00M57.60S,2024-03-21T23:33:25.7Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,32,25,2024-03-21T23:33:30Z,1370000,False,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,Avdija,D. Avdija,144.0,3.0,3.0,0.0,,,,,,,,,,,,,,
146,PT00M47.30S,2024-03-21T23:33:37.1Z,1,REGULAR,foul,personal,['3freethrow'],203084,,,1610612764,32,25,2024-03-21T23:34:16Z,1380000,False,,,0,,H. Barnes shooting personal FOUL (1 PF) (Avdija 3 FT),"[203084, 1630166]",1610612758.0,SAC,shooting,,,,,,Above the Break 3,24+ Center,,,Barnes,H. Barnes,,,,,,,1627519.0,1.0,0.0,Avdija,1630166.0,,,,,,,
148,PT00M47.30S,2024-03-21T23:34:08.4Z,1,REGULAR,freethrow,1 of 3,[],1630166,,,1610612764,32,25,2024-03-21T23:34:08Z,1400000,False,,,0,,MISS D. Avdija Free Throw 1 of 3,[1630166],1610612764.0,WAS,,,,,,,,,,Missed,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
149,PT00M47.30S,2024-03-21T23:34:08.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,32,25,2024-03-21T23:34:08Z,1410000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,
150,PT00M47.30S,2024-03-21T23:34:26.1Z,1,REGULAR,freethrow,2 of 3,[],1630166,,,1610612764,32,25,2024-03-21T23:34:26Z,1420000,False,,,0,,MISS D. Avdija Free Throw 2 of 3,[1630166],1610612764.0,WAS,,,,,,,,,,Missed,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
151,PT00M47.30S,2024-03-21T23:34:26.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,32,25,2024-03-21T23:34:26Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,
152,PT00M47.30S,2024-03-21T23:34:45.6Z,1,REGULAR,freethrow,3 of 3,[],1630166,,,1610612764,33,25,2024-03-21T23:34:45Z,1440000,False,,,0,,D. Avdija Free Throw 3 of 3 (9 PTS),[1630166],1610612764.0,WAS,,,,,,,,,,Made,Avdija,D. Avdija,,,,,,,,,,,,9.0,,,,,,
153,PT00M36.70S,2024-03-21T23:34:57.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631098,,,1610612758,33,25,2024-03-21T23:36:13Z,1490000,False,,,0,,J. Davis shooting personal FOUL (2 PF) (Monk 2 FT),"[1631098, 1628370]",1610612764.0,WAS,shooting,,,,,,Mid-Range,16-24 Center,,,Davis,J. Davis,,,,,,,1627519.0,2.0,0.0,Monk,1628370.0,,,,,,,
155,PT00M36.70S,2024-03-21T23:35:49.2Z,1,REGULAR,freethrow,1 of 2,[],1628370,,,1610612758,33,26,2024-03-21T23:36:35Z,1505000,False,,,0,,M. Monk Free Throw 1 of 2 (5 PTS),[1628370],1610612758.0,SAC,,,,,,,,,,Made,Monk,M. Monk,,,,,,,,,,,,5.0,,,,,,
156,PT00M36.70S,2024-03-21T23:35:49.2Z,1,REGULAR,freethrow,2 of 2,[],1628370,,,1610612758,33,27,2024-03-21T23:36:35Z,1507500,False,,,0,,M. Monk Free Throw 2 of 2 (6 PTS),[1628370],1610612758.0,SAC,,,,,,,,,,Made,Monk,M. Monk,,,,,,,,,,,,6.0,,,,,,
157,PT00M22.80S,2024-03-21T23:36:19.1Z,1,REGULAR,3pt,Jump Shot,[],1629673,71.30420499342969,20.34313725490196,1610612764,33,27,2024-03-21T23:37:30Z,1510000,False,-148.0,217.0,1,right,MISS J. Poole 26' step back 3PT,[1629673],1610612764.0,WAS,step back,,,,,,Above the Break 3,24+ Left Center,26.3,Missed,Poole,J. Poole,,,,,,,,,,,,,,,,,,
158,PT00M19.50S,2024-03-21T23:36:22.4Z,1,REGULAR,rebound,offensive,[],1631098,,,1610612764,33,27,2024-03-21T23:36:26Z,1520000,False,,,0,,J. Davis REBOUND (Off:1 Def:0),[1631098],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,Davis,J. Davis,157.0,1.0,0.0,1.0,,,,,,,,,,,,,,
159,PT00M19.50S,2024-03-21T23:36:26.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628370,,,1610612764,33,27,2024-03-21T23:36:32Z,1530000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (Davis 2 FT),"[1628370, 1631098]",1610612758.0,SAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Monk,M. Monk,,,,,,,1627519.0,1.0,0.0,Davis,1631098.0,,,,,,,
161,PT00M19.50S,2024-03-21T23:36:51.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631098,,,1610612764,34,27,2024-03-21T23:36:51Z,1550000,False,,,0,,J. Davis Free Throw 1 of 2 (3 PTS),[1631098],1610612764.0,WAS,,,,,,,,,,Made,Davis,J. Davis,,,,,,,,,,,,3.0,,,,,,
162,PT00M19.50S,2024-03-21T23:36:52.2Z,1,REGULAR,substitution,out,[],1629673,,,1610612764,34,27,2024-03-21T23:36:56Z,1560000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,,,,,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,
163,PT00M19.50S,2024-03-21T23:36:52.2Z,1,REGULAR,substitution,in,[],1630215,,,1610612764,34,27,2024-03-21T23:36:56Z,1570000,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,
164,PT00M19.50S,2024-03-21T23:36:58.9Z,1,REGULAR,substitution,out,[],203458,,,1610612764,34,27,2024-03-21T23:37:02Z,1580000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,,,,,,,,Len,A. Len,,,,,,,,,,,,,,,,,,
165,PT00M19.50S,2024-03-21T23:36:58.9Z,1,REGULAR,substitution,in,[],1627734,,,1610612764,34,27,2024-03-21T23:37:02Z,1590000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
166,PT00M19.50S,2024-03-21T23:37:21.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631098,,,1610612764,35,27,2024-03-21T23:37:21Z,1600000,False,,,0,,J. Davis Free Throw 2 of 2 (4 PTS),[1631098],1610612764.0,WAS,,,,,,,,,,Made,Davis,J. Davis,,,,,,,,,,,,4.0,,,,,,
167,PT00M01.40S,2024-03-21T23:37:45.3Z,1,REGULAR,turnover,lost ball,[],1630537,,,1610612758,35,27,2024-03-21T23:37:54Z,1610000,False,,,0,,C. Duarte lost ball TURNOVER (1 TO),"[1630537, 1630264]",1610612758.0,SAC,,,,,,,Mid-Range,16-24 Center,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,1.0,Gill,1630264.0
168,PT00M01.40S,2024-03-21T23:37:45.3Z,1,REGULAR,steal,,[],1630264,,,1610612764,35,27,2024-03-21T23:37:47Z,1620000,False,,,0,,A. Gill STEAL (1 STL),[1630264],1610612764.0,WAS,,,,,,,Mid-Range,16-24 Center,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2024-03-21T23:38:03.1Z,1,REGULAR,period,end,[],0,,,1610612764,35,27,2024-03-21T23:38:03Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-03-21T23:38:11.5Z,2,REGULAR,substitution,out,['startperiod'],1631098,,,1610612764,35,27,2024-03-21T23:40:23Z,1660000,False,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,,,,,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-03-21T23:38:11.5Z,2,REGULAR,substitution,out,['startperiod'],1630166,,,1610612764,35,27,2024-03-21T23:40:23Z,1670000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2024-03-21T23:38:11.5Z,2,REGULAR,substitution,out,['startperiod'],1627734,,,1610612764,35,27,2024-03-21T23:40:23Z,1680000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
