actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
350,PT00M07.60S,2024-03-22T00:10:20.2Z,2,REGULAR,substitution,out,[],1629673,,,1610612764,55,54,2024-03-22T00:10:53Z,3400000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,,,,,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,
351,PT00M07.60S,2024-03-22T00:10:20.2Z,2,REGULAR,substitution,out,[],1630556,,,1610612764,55,54,2024-03-22T00:10:53Z,3410000,False,,,0,,SUB out: K. Edwards,[1630556],1610612758.0,SAC,,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
352,PT00M07.60S,2024-03-22T00:10:20.2Z,2,REGULAR,substitution,out,[],1631165,,,1610612764,55,54,2024-03-22T00:10:53Z,3420000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,
353,PT00M07.60S,2024-03-22T00:10:20.2Z,2,REGULAR,substitution,out,[],1630558,,,1610612764,55,54,2024-03-22T00:10:53Z,3430000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
354,PT00M07.60S,2024-03-22T00:10:20.2Z,2,REGULAR,substitution,in,[],1630551,,,1610612764,55,54,2024-03-22T00:10:53Z,3440000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,,,,,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,
355,PT00M07.60S,2024-03-22T00:10:20.2Z,2,REGULAR,substitution,in,[],1628370,,,1610612764,55,54,2024-03-22T00:10:53Z,3450000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,
356,PT00M07.60S,2024-03-22T00:10:20.2Z,2,REGULAR,substitution,in,[],1628368,,,1610612764,55,54,2024-03-22T00:10:53Z,3460000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,,,,,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
357,PT00M07.60S,2024-03-22T00:10:20.2Z,2,REGULAR,substitution,in,[],1627734,,,1610612764,55,54,2024-03-22T00:10:53Z,3470000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
358,PT00M07.60S,2024-03-22T00:11:00.5Z,2,REGULAR,freethrow,2 of 2,[],1630264,,,1610612764,56,54,2024-03-22T00:11:00Z,3480000,False,,,0,,A. Gill Free Throw 2 of 2 (6 PTS),[1630264],1610612764.0,WAS,,,,,,,,,,Made,Gill,A. Gill,,,,,,,,,,,,6.0,,,,,,
359,PT00M00.90S,2024-03-22T00:11:14.2Z,2,REGULAR,turnover,out-of-bounds,[],203084,,,1610612758,56,54,2024-03-22T00:11:21Z,3490000,False,,,0,,H. Barnes bad pass out-of-bounds TURNOVER (1 TO),[203084],1610612758.0,SAC,bad pass,,,,,,Mid-Range,8-16 Left,,,Barnes,H. Barnes,,,,,,,1627519.0,,,,,,,,,1.0,,
360,PT00M00.90S,2024-03-22T00:11:20.2Z,2,REGULAR,substitution,out,[],1627734,,,1610612764,56,54,2024-03-22T00:11:23Z,3500000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
361,PT00M00.90S,2024-03-22T00:11:20.2Z,2,REGULAR,substitution,in,[],1630556,,,1610612764,56,54,2024-03-22T00:11:23Z,3510000,False,,,0,,SUB in: K. Edwards,[1630556],1610612758.0,SAC,,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
362,PT00M00.20S,2024-03-22T00:11:41.0Z,2,REGULAR,turnover,bad pass,[],1630166,,,1610612764,56,54,2024-03-22T00:16:20Z,3520000,False,,,0,,D. Avdija bad pass TURNOVER (2 TO),"[1630166, 1628368]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,2.0,Fox,1628368.0
363,PT00M00.20S,2024-03-22T00:11:41.0Z,2,REGULAR,steal,,[],1628368,,,1610612758,56,54,2024-03-22T00:11:43Z,3530000,False,,,0,,D. Fox STEAL (5 STL),[1628368],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,
364,PT00M00.00S,2024-03-22T00:11:55.3Z,2,REGULAR,period,end,[],0,,,1610612758,56,54,2024-03-22T00:11:55Z,3540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2024-03-22T00:26:36.9Z,3,REGULAR,substitution,out,['startperiod'],1630264,,,1610612758,56,54,2024-03-22T00:26:55Z,3550000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,,,,,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2024-03-22T00:26:36.9Z,3,REGULAR,substitution,out,['startperiod'],1630551,,,1610612758,56,54,2024-03-22T00:26:55Z,3560000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,,,,,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2024-03-22T00:26:36.9Z,3,REGULAR,substitution,out,['startperiod'],1628370,,,1610612758,56,54,2024-03-22T00:26:55Z,3570000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2024-03-22T00:26:36.9Z,3,REGULAR,substitution,out,['startperiod'],1630556,,,1610612758,56,54,2024-03-22T00:26:55Z,3580000,False,,,0,,SUB out: K. Edwards,[1630556],1610612758.0,SAC,,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2024-03-22T00:26:36.9Z,3,REGULAR,substitution,in,['startperiod'],1626158,,,1610612758,56,54,2024-03-22T00:26:55Z,3590000,False,,,0,,SUB in: R. Holmes,[1626158],1610612764.0,WAS,,,,,,,,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2024-03-22T00:26:36.9Z,3,REGULAR,substitution,in,['startperiod'],1629673,,,1610612758,56,54,2024-03-22T00:26:55Z,3600000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,,,,,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2024-03-22T00:26:36.9Z,3,REGULAR,substitution,in,['startperiod'],1627734,,,1610612758,56,54,2024-03-22T00:26:55Z,3610000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2024-03-22T00:26:36.9Z,3,REGULAR,substitution,in,['startperiod'],1631165,,,1610612758,56,54,2024-03-22T00:26:55Z,3620000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2024-03-22T00:26:59.9Z,3,REGULAR,period,start,[],0,,,1610612758,56,54,2024-03-22T00:26:59Z,3630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT11M48.00S,2024-03-22T00:27:10.9Z,3,REGULAR,turnover,bad pass,[],1628368,,,1610612758,56,54,2024-03-22T00:27:19Z,3640000,False,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 1630557]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,,,Fox,D. Fox,,,,,,,,,,,,,,,,1.0,Kispert,1630557.0
375,PT11M48.00S,2024-03-22T00:27:10.9Z,3,REGULAR,steal,,[],1630557,,,1610612764,56,54,2024-03-22T00:27:19Z,3650000,False,,,0,,C. Kispert STEAL (1 STL),[1630557],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,
376,PT11M43.00S,2024-03-22T00:27:15.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630166,5.863994743758213,47.549019607843135,1610612764,58,54,2024-03-22T00:27:28Z,3660000,False,12.0,3.0,1,left,D. Avdija running Layup (11 PTS) (C. Kispert 2 AST),"[1630166, 1630557]",1610612764.0,WAS,running,,,,,,Restricted Area,0-8 Center,1.26,Made,Avdija,D. Avdija,,,,,,,,,,,,11.0,C. Kispert,1630557.0,2.0,,,
378,PT11M19.00S,2024-03-22T00:27:40.1Z,3,REGULAR,3pt,Jump Shot,[],1628368,68.28186596583443,26.715686274509803,1610612758,58,54,2024-03-22T00:28:03Z,3680000,False,-116.0,246.0,1,right,MISS D. Fox 27' pullup bank 3PT,[1628368],1610612758.0,SAC,pullup bank,,,,,,Above the Break 3,24+ Left Center,27.19,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,
379,PT11M15.00S,2024-03-22T00:27:44.1Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612764,58,54,2024-03-22T00:27:45Z,3690000,False,,,0,,R. Holmes REBOUND (Off:3 Def:6),[1626158],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,Holmes,R. Holmes,378.0,9.0,6.0,3.0,,,,,,,,,,,,,,
380,PT11M08.00S,2024-03-22T00:27:51.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,6.521024967148489,50.0,1610612764,60,54,2024-03-22T00:27:57Z,3700000,False,0.0,9.0,1,left,J. Poole reverse Layup (7 PTS) (D. Avdija 2 AST),"[1629673, 1630166]",1610612764.0,WAS,reverse,,,,,,Restricted Area,0-8 Center,0.88,Made,Poole,J. Poole,,,,,,,,,,,,7.0,D. Avdija,1630166.0,2.0,,,
382,PT10M56.00S,2024-03-22T00:28:03.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,84.31340341655716,58.82352941176471,1610612758,60,54,2024-03-22T00:28:50Z,3720000,False,44.0,95.0,1,right,MISS K. Murray 10' driving floating Shot,[1631099],1610612758.0,SAC,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,10.47,Missed,Murray,K. Murray,,,,,,,,,,,,,,,,,,
383,PT10M56.00S,2024-03-22T00:28:03.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,60,54,2024-03-22T00:28:20Z,3730000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,382.0,,,,,,,,,,,,,,,,,
384,PT10M56.00S,2024-03-22T00:28:10.3Z,3,REGULAR,foul,personal,[],1630166,,,1610612758,60,54,2024-03-22T00:29:11Z,3740000,False,,,0,,D. Avdija loose ball personal FOUL (2 PF),"[1630166, 1627734]",1610612764.0,WAS,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Avdija,D. Avdija,,,,,,,2882.0,2.0,0.0,Sabonis,1627734.0,,,,,,,
386,PT10M46.00S,2024-03-22T00:28:31.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203084,88.64980289093299,42.8921568627451,1610612758,60,56,2024-03-22T00:28:39Z,3760000,False,-36.0,54.0,1,right,H. Barnes 6' driving floating Jump Shot (11 PTS),[203084],1610612758.0,SAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.48,Made,Barnes,H. Barnes,,,,,,,,,,,,11.0,,,,,,
387,PT10M37.00S,2024-03-22T00:28:40.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,8.623521681997373,55.88235294117647,1610612764,60,56,2024-03-22T00:29:48Z,3770000,False,-29.0,29.0,1,left,MISS K. Kuzma cutting Layup,[1628398],1610612764.0,WAS,cutting,,,,,,Restricted Area,0-8 Center,4.1,Missed,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
388,PT10M34.00S,2024-03-22T00:28:43.6Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,60,56,2024-03-22T00:28:45Z,3780000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:6),[1627734],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,Sabonis,D. Sabonis,387.0,7.0,6.0,1.0,,,,,,,,,,,,,,
389,PT10M18.00S,2024-03-22T00:28:59.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,89.83245729303549,39.21568627450981,1610612758,60,56,2024-03-22T00:30:23Z,3790000,False,-54.0,43.0,1,right,MISS D. Sabonis 6' floating Shot,[1627734],1610612758.0,SAC,floating,,,,,,In The Paint (Non-RA),0-8 Center,6.9,Missed,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
390,PT10M16.00S,2024-03-22T00:29:01.5Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,60,56,2024-03-22T00:29:05Z,3800000,False,,,0,,D. Avdija REBOUND (Off:0 Def:5),[1630166],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Avdija,D. Avdija,389.0,5.0,5.0,0.0,,,,,,,,,,,,,,
391,PT10M02.00S,2024-03-22T00:29:15.5Z,3,REGULAR,3pt,Jump Shot,[],1630557,8.492115637319317,4.6568627450980395,1610612764,63,56,2024-03-22T00:29:20Z,3810000,False,227.0,27.0,1,left,C. Kispert 3PT  (7 PTS) (R. Holmes 1 AST),"[1630557, 1626158]",1610612764.0,WAS,,,,,,,Right Corner 3,24+ Right,22.83,Made,Kispert,C. Kispert,,,,,,,,,,,,7.0,R. Holmes,1626158.0,1.0,,,
393,PT09M40.00S,2024-03-22T00:29:40.1Z,3,REGULAR,turnover,3-second-violation,[],1627734,,,1610612758,63,56,2024-03-22T00:29:53Z,3830000,False,,,0,,D. Sabonis 3-second-violation TURNOVER (3 TO),[1627734],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sabonis,D. Sabonis,,,,,,,1193.0,,,,,,,,,3.0,,
394,PT09M28.00S,2024-03-22T00:30:01.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628398,9.280551905387648,63.23529411764706,1610612764,65,56,2024-03-22T00:30:07Z,3840000,False,-66.0,35.0,1,left,K. Kuzma 7' driving finger roll Layup (20 PTS),[1628398],1610612764.0,WAS,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,7.47,Made,Kuzma,K. Kuzma,,,,,,,,,,,,20.0,,,,,,
396,PT09M18.00S,2024-03-22T00:30:11.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,93.64323258869908,37.99019607843137,1610612758,65,56,2024-03-22T00:30:17Z,3860000,False,-60.0,7.0,1,right,MISS D. Fox 6' driving floating bank Shot,[1628368],1610612758.0,SAC,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,6.04,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,
397,PT09M16.00S,2024-03-22T00:30:13.9Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612764,65,56,2024-03-22T00:30:17Z,3870000,False,,,0,,R. Holmes REBOUND (Off:3 Def:7),[1626158],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Holmes,R. Holmes,396.0,10.0,7.0,3.0,,,,,,,,,,,,,,
398,PT09M11.00S,2024-03-22T00:30:22.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,8.09789750328515,50.49019607843137,1610612764,67,56,2024-03-22T00:30:26Z,3880000,False,-2.0,24.0,1,left,C. Kispert driving Layup (9 PTS) (K. Kuzma 5 AST),"[1630557, 1628398]",1610612764.0,WAS,driving,,,,,,Restricted Area,0-8 Center,2.37,Made,Kispert,C. Kispert,,,,,,,,,,,,9.0,K. Kuzma,1628398.0,5.0,,,
400,PT09M11.00S,2024-03-22T00:30:26.6Z,3,REGULAR,foul,personal,['1freethrow'],1631165,,,1610612764,67,56,2024-03-22T00:31:10Z,3900000,False,,,0,,K. Ellis shooting personal FOUL (3 PF) (Kispert 1 FT),"[1631165, 1630557]",1610612758.0,SAC,shooting,,,,,,Restricted Area,0-8 Center,,,Ellis,K. Ellis,,,,,,,1193.0,3.0,0.0,Kispert,1630557.0,,,,,,,
402,PT09M11.00S,2024-03-22T00:30:46.7Z,3,REGULAR,substitution,out,[],1631099,,,1610612764,67,56,2024-03-22T00:30:58Z,3920000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,,,,,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,
415,PT09M11.00S,2024-03-22T00:30:46.7Z,3,REGULAR,substitution,in,[],1630556,,,1610612764,67,56,2024-03-22T00:32:18Z,3935000,False,,,0,,SUB in: K. Edwards,[1630556],1610612758.0,SAC,,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
420,PT09M11.00S,2024-03-22T00:30:46.7Z,3,REGULAR,substitution,out,[],1631165,,,1610612764,67,56,2024-03-22T00:33:05Z,3937500,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,
421,PT09M11.00S,2024-03-22T00:30:46.7Z,3,REGULAR,substitution,in,[],1628370,,,1610612764,67,56,2024-03-22T00:33:05Z,3938750,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,
404,PT09M11.00S,2024-03-22T00:31:11.7Z,3,REGULAR,freethrow,1 of 1,[],1630557,,,1610612764,67,56,2024-03-22T00:31:13Z,3940000,False,,,0,,MISS C. Kispert Free Throw 1 of 1,[1630557],1610612764.0,WAS,,,,,,,,,,Missed,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,
405,PT09M07.00S,2024-03-22T00:31:15.7Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,67,56,2024-03-22T00:31:30Z,3950000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:7),[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,404.0,8.0,7.0,1.0,,,,,,,,,,,,,,
406,PT08M49.00S,2024-03-22T00:31:31.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630556,93.64323258869908,51.470588235294116,1610612758,67,56,2024-03-22T00:31:41Z,3960000,False,7.0,7.0,1,right,MISS K. Edwards driving Layup - blocked,"[1630556, 1626158]",1610612758.0,SAC,driving,,,,,,Restricted Area,0-8 Center,1.04,Missed,Edwards,K. Edwards,,,,,Holmes,1626158.0,,,,,,,,,,,,
407,PT08M49.00S,2024-03-22T00:31:31.2Z,3,REGULAR,block,,[],1626158,,,1610612758,67,56,2024-03-22T00:31:39Z,3970000,False,,,0,,R. Holmes BLOCK (1 BLK),[1626158],1610612764.0,WAS,,,,,,,Restricted Area,0-8 Center,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,
408,PT08M40.00S,2024-03-22T00:31:40.2Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,67,56,2024-03-22T00:31:41Z,3980000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:5),[1628398],1610612764.0,WAS,,,,,,,Restricted Area,0-8 Center,,,Kuzma,K. Kuzma,406.0,5.0,5.0,0.0,,,,,,,,,,,,,,
409,PT08M36.00S,2024-03-22T00:31:43.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,5.469776609724048,46.81372549019608,1610612764,69,56,2024-03-22T00:34:06Z,3990000,False,16.0,-1.0,1,left,D. Avdija driving Layup (13 PTS),[1630166],1610612764.0,WAS,driving,,,,,,Restricted Area,0-8 Center,1.59,Made,Avdija,D. Avdija,,,,,,,,,,,,13.0,,,,,,
410,PT08M26.00S,2024-03-22T00:31:53.4Z,3,REGULAR,3pt,Jump Shot,[],1630556,70.64717477003943,80.88235294117648,1610612758,69,59,2024-03-22T00:31:59Z,4000000,False,154.0,223.0,1,right,K. Edwards 27' 3PT  (3 PTS) (D. Fox 5 AST),"[1630556, 1628368]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,27.16,Made,Edwards,K. Edwards,,,,,,,,,,,,3.0,D. Fox,1628368.0,5.0,,,
412,PT08M20.00S,2024-03-22T00:32:03.5Z,3,REGULAR,foul,offensive,[],1630166,,,1610612764,69,59,2024-03-22T00:34:50Z,4020000,False,,,0,,D. Avdija offensive FOUL (3 PF),"[1630166, 203084]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,Avdija,D. Avdija,,,,,,,1193.0,3.0,0.0,Barnes,203084.0,,,,,,,
414,PT08M20.00S,2024-03-22T00:32:03.5Z,3,REGULAR,turnover,offensive foul,[],1630166,,,1610612764,69,59,2024-03-22T00:32:03Z,4040000,False,,,0,,D. Avdija offensive foul TURNOVER (3 TO),[1630166],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,Avdija,D. Avdija,,,,,,,1193.0,,,,,,,,,3.0,,
416,PT08M08.00S,2024-03-22T00:32:28.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628370,80.6340341655716,81.61764705882352,1610612758,69,61,2024-03-22T00:32:35Z,4050000,False,158.0,130.0,1,right,M. Monk 20' pullup Jump Shot (12 PTS) (D. Sabonis 3 AST),"[1628370, 1627734]",1610612758.0,SAC,pullup,,,,,,Mid-Range,16-24 Right Center,20.44,Made,Monk,M. Monk,,,,,,,,,,,,12.0,D. Sabonis,1627734.0,3.0,,,
418,PT07M38.00S,2024-03-22T00:32:58.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,6.1268068331143235,55.63725490196079,1610612764,71,61,2024-03-22T00:36:59Z,4070000,False,-28.0,5.0,1,left,K. Kuzma driving Layup (22 PTS),[1628398],1610612764.0,WAS,driving,,,,,,Restricted Area,0-8 Center,2.87,Made,Kuzma,K. Kuzma,,,,,,,,,,,,22.0,,,,,,
422,PT07M29.00S,2024-03-22T00:33:06.6Z,3,REGULAR,3pt,Jump Shot,[],1628370,65.91655716162943,54.41176470588235,1610612758,71,61,2024-03-22T00:33:12Z,4090000,False,22.0,268.0,1,right,MISS M. Monk 26' 3PT,[1628370],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,26.88,Missed,Monk,M. Monk,,,,,,,,,,,,,,,,,,
423,PT07M29.00S,2024-03-22T00:33:06.6Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612764,71,61,2024-03-22T00:33:12Z,4100000,False,,,0,,R. Holmes REBOUND (Off:3 Def:8),[1626158],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,,,Holmes,R. Holmes,422.0,11.0,8.0,3.0,,,,,,,,,,,,,,
424,PT07M16.00S,2024-03-22T00:33:19.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,12.959921156373195,52.20588235294118,1610612764,73,61,2024-03-22T00:33:27Z,4110000,False,-11.0,69.0,1,left,K. Kuzma 7' fadeaway Jump Shot (24 PTS),[1628398],1610612764.0,WAS,fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,Kuzma,K. Kuzma,,,,,,,,,,,,24.0,,,,,,
425,PT07M16.00S,2024-03-22T00:33:24.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,73,61,2024-03-22T00:33:24Z,4120000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT07M16.00S,2024-03-22T00:33:27.9Z,3,REGULAR,substitution,out,[],1630166,,,1610612758,73,61,2024-03-22T00:36:08Z,4130000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
427,PT07M16.00S,2024-03-22T00:33:27.9Z,3,REGULAR,substitution,in,[],1631098,,,1610612758,73,61,2024-03-22T00:36:08Z,4140000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,,,,,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,
428,PT07M05.00S,2024-03-22T00:36:28.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,85.62746386333771,51.470588235294116,1610612758,73,61,2024-03-22T00:37:40Z,4150000,False,7.0,83.0,1,right,MISS D. Fox 8' pullup Shot - blocked,"[1628368, 1628398]",1610612758.0,SAC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,8.29,Missed,Fox,D. Fox,,,,,Kuzma,1628398.0,,,,,,,,,,,,
429,PT07M05.00S,2024-03-22T00:36:28.8Z,3,REGULAR,block,,[],1628398,,,1610612758,73,61,2024-03-22T00:36:31Z,4160000,False,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
430,PT07M02.00S,2024-03-22T00:36:31.8Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612764,73,61,2024-03-22T00:36:40Z,4170000,False,,,0,,R. Holmes REBOUND (Off:3 Def:9),[1626158],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,Holmes,R. Holmes,428.0,12.0,9.0,3.0,,,,,,,,,,,,,,
431,PT06M55.00S,2024-03-22T00:36:38.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,10.726018396846255,58.08823529411765,1610612764,73,61,2024-03-22T00:36:45Z,4180000,False,-40.0,48.0,1,left,MISS K. Kuzma 6' turnaround Shot,[1628398],1610612764.0,WAS,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.3,Missed,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
432,PT06M54.00S,2024-03-22T00:36:39.5Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612758,73,61,2024-03-22T00:36:45Z,4190000,False,,,0,,D. Fox REBOUND (Off:2 Def:1),[1628368],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Fox,D. Fox,431.0,3.0,1.0,2.0,,,,,,,,,,,,,,
433,PT06M49.00S,2024-03-22T00:36:44.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,91.40932982917214,38.970588235294116,1610612758,73,61,2024-03-22T00:36:50Z,4200000,False,-55.0,28.0,1,right,MISS D. Fox 6' running Layup,[1628368],1610612758.0,SAC,running,,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,
