actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
516,PT09M08.00S,2024-01-15T21:55:33.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,10.693166885676746,46.07843137254902,1610612764,96,103,2024-01-15T21:56:38Z,5090000,False,20.0,48.0,1,left,MISS K. Kuzma floating Shot,[1628398],1610612764.0,WAS,floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,5.18,,,,,,,
517,PT09M06.00S,2024-01-15T21:55:35.8Z,4,REGULAR,rebound,defensive,[],1641709,,,1610612765,96,103,2024-01-15T21:55:38Z,5100000,False,,,0,,A. Thompson REBOUND (Off:0 Def:6),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,516.0,6.0,6.0,0.0,,,,,,,,,
518,PT08M46.00S,2024-01-15T21:55:55.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,90.5880420499343,40.44117647058824,1610612765,96,103,2024-01-15T21:56:00Z,5110000,False,-48.0,36.0,1,right,MISS I. Stewart Hook,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,5.98,,,,,,,
519,PT08M43.00S,2024-01-15T21:55:58.7Z,4,REGULAR,rebound,offensive,[],1641709,,,1610612765,96,103,2024-01-15T21:56:00Z,5120000,False,,,0,,A. Thompson REBOUND (Off:1 Def:6),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,518.0,7.0,6.0,1.0,,,,,,,,,
520,PT08M41.00S,2024-01-15T21:56:00.5Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1631204,76.65900131406045,66.66666666666667,1610612765,96,103,2024-01-15T21:56:06Z,5130000,False,83.0,167.0,1,right,MISS M. Sasser 18' floating Shot,[1631204],1610612765.0,DET,floating,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,,,,18.65,,,,,,,
521,PT08M41.00S,2024-01-15T21:56:00.5Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,96,103,2024-01-15T21:56:06Z,5140000,False,,,0,,I. Stewart REBOUND (Off:3 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Right Center,,,,,,,,520.0,4.0,1.0,3.0,,,,,,,,,
522,PT08M41.00S,2024-01-15T21:56:04.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,94.79303547963207,41.17647058823529,1610612765,96,105,2024-01-15T21:57:56Z,5150000,False,-44.0,-4.0,1,right,I. Stewart putback Layup (11 PTS),[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,11.0,,,,,,4.42,,,,,,,
523,PT08M41.00S,2024-01-15T21:56:06.6Z,4,REGULAR,foul,personal,['1freethrow'],1626153,,,1610612765,96,105,2024-01-15T21:56:15Z,5160000,False,,,0,,D. Wright shooting personal FOUL (2 PF) (Stewart 1 FT),"[1626153, 1630191]",1610612764.0,WAS,shooting,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,2.0,0.0,Stewart,1630191.0,,,,,,,,,,,,,,,
525,PT08M41.00S,2024-01-15T21:56:32.0Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630191,,,1610612765,96,106,2024-01-15T21:56:32Z,5180000,False,,,0,,I. Stewart Free Throw 1 of 1 (12 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
526,PT08M17.00S,2024-01-15T21:56:57.0Z,4,REGULAR,3pt,Jump Shot,[],1630557,11.744415243101187,97.05882352941177,1610612764,99,106,2024-01-15T21:57:02Z,5190000,False,-235.0,58.0,1,left,C. Kispert 24' 3PT  (8 PTS) (K. Kuzma 4 AST),"[1630557, 1628398]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,,,,,,Made,8.0,,,,,,24.23,K. Kuzma,1628398.0,4.0,,,,
528,PT07M54.00S,2024-01-15T21:57:22.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,94.13600525624179,42.40196078431373,1610612765,99,108,2024-01-15T21:57:29Z,5210000,False,-38.0,3.0,1,right,I. Stewart Layup (14 PTS) (M. Sasser 4 AST),"[1630191, 1631204]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,Made,14.0,,,,,,3.81,M. Sasser,1631204.0,4.0,,,,
530,PT07M54.00S,2024-01-15T21:57:24.3Z,4,REGULAR,foul,personal,['1freethrow'],1628398,,,1610612765,99,108,2024-01-15T21:57:47Z,5230000,False,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Stewart 1 FT),"[1628398, 1630191]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1628484.0,1.0,0.0,Stewart,1630191.0,,,,,,,,,,,,,,,
532,PT07M54.00S,2024-01-15T21:57:32.9Z,4,REGULAR,substitution,out,[],1626153,,,1610612765,99,108,2024-01-15T21:57:46Z,5250000,False,,,0,,SUB out: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT07M54.00S,2024-01-15T21:57:32.9Z,4,REGULAR,substitution,in,[],1626145,,,1610612765,99,108,2024-01-15T21:57:46Z,5260000,False,,,0,,SUB in: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT07M54.00S,2024-01-15T21:57:53.2Z,4,REGULAR,freethrow,1 of 1,[],1630191,,,1610612765,99,108,2024-01-15T21:57:57Z,5270000,False,,,0,,MISS I. Stewart Free Throw 1 of 1,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
535,PT07M50.00S,2024-01-15T21:57:57.2Z,4,REGULAR,rebound,offensive,[],1628995,,,1610612765,99,108,2024-01-15T21:57:57Z,5280000,False,,,0,,K. Knox II REBOUND (Off:2 Def:0),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,534.0,2.0,0.0,2.0,,,,,,,,,
536,PT07M44.00S,2024-01-15T21:58:02.3Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1631204,81.91524310118265,25.980392156862735,1610612765,99,110,2024-01-15T21:58:14Z,5290000,False,-120.0,117.0,1,right,M. Sasser 16' pullup Jump Shot (6 PTS),[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Left Center,,,,,,Made,6.0,,,,,,16.8,,,,,,,
537,PT07M43.00S,2024-01-15T21:58:07.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,99,110,2024-01-15T21:58:07Z,5300000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT07M30.00S,2024-01-15T22:01:16.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,6.619579500657039,57.35294117647059,1610612764,101,110,2024-01-15T22:01:24Z,5310000,False,-37.0,10.0,1,left,K. Kuzma driving Layup (14 PTS),[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,Made,14.0,,,,,,3.81,,,,,,,
539,PT07M08.00S,2024-01-15T22:01:38.7Z,4,REGULAR,3pt,Jump Shot,[],1641709,90.32522996057818,4.166666666666657,1610612765,101,110,2024-01-15T22:01:43Z,5320000,False,-229.0,38.0,1,right,MISS A. Thompson 3PT,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,,23.24,,,,,,,
540,PT07M05.00S,2024-01-15T22:01:41.7Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612764,101,110,2024-01-15T22:01:43Z,5330000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:7),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,,,539.0,7.0,7.0,0.0,,,,,,,,,
541,PT06M50.00S,2024-01-15T22:01:56.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,19.628777923784497,42.892156862745104,1610612764,103,110,2024-01-15T22:02:01Z,5340000,False,36.0,132.0,1,left,T. Jones 13' pullup Jump Shot (20 PTS),[1626145],1610612764.0,WAS,pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,20.0,,,,,,13.67,,,,,,,
542,PT06M32.00S,2024-01-15T22:02:14.5Z,4,REGULAR,3pt,Jump Shot,[],202692,66.93495400788436,66.42156862745098,1610612765,103,110,2024-01-15T22:02:53Z,5350000,False,82.0,258.0,1,right,MISS A. Burks 27' pullup 3PT,[202692],1610612765.0,DET,pullup,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,27.1,,,,,,,
543,PT06M30.00S,2024-01-15T22:02:16.8Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,103,110,2024-01-15T22:02:16Z,5360000,False,,,0,,I. Stewart REBOUND (Off:4 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,,,,,,542.0,5.0,1.0,4.0,,,,,,,,,
544,PT06M26.00S,2024-01-15T22:02:22.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631204,83.75492772667542,40.19607843137255,1610612765,103,110,2024-01-15T22:03:54Z,5370000,False,-49.0,100.0,1,right,MISS M. Sasser 11' pullup Shot - blocked,"[1631204, 1628398]",1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,,11.15,,,,Kuzma,1628398.0,,
545,PT06M26.00S,2024-01-15T22:02:22.9Z,4,REGULAR,block,,[],1628398,,,1610612765,103,110,2024-01-15T22:02:26Z,5380000,False,,,0,,K. Kuzma BLOCK (2 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
546,PT06M24.00S,2024-01-15T22:02:24.9Z,4,REGULAR,rebound,defensive,[],1630557,,,1610612764,103,110,2024-01-15T22:03:54Z,5390000,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,544.0,2.0,2.0,0.0,,,,,,,,,
547,PT06M09.00S,2024-01-15T22:02:39.0Z,4,REGULAR,turnover,out-of-bounds,[],1630557,,,1610612764,103,110,2024-01-15T22:02:52Z,5400000,False,,,0,,C. Kispert lost ball out-of-bounds TURNOVER (1 TO),[1630557],1610612764.0,WAS,lost ball,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Right,1628484.0,,,,,,,,,,,1.0,,,,,,,,
548,PT06M09.00S,2024-01-15T22:02:42.6Z,4,REGULAR,substitution,out,[],1631204,,,1610612765,103,110,2024-01-15T22:02:47Z,5410000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M09.00S,2024-01-15T22:02:42.6Z,4,REGULAR,substitution,in,[],1631093,,,1610612765,103,110,2024-01-15T22:02:47Z,5420000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT06M00.00S,2024-01-15T22:03:01.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1631093,77.05321944809461,56.127450980392155,1610612765,103,112,2024-01-15T22:03:06Z,5430000,False,31.0,163.0,1,right,J. Ivey 16' pullup Jump Shot (20 PTS),[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,,,,,,Made,20.0,,,,,,16.6,,,,,,,
551,PT05M39.00S,2024-01-15T22:03:24.0Z,4,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612764,103,112,2024-01-15T22:03:35Z,5440000,False,,,0,,I. Stewart shooting personal FOUL (4 PF) (Kuzma 2 FT),"[1630191, 1628398]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Left Center,201246.0,4.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,,,,
553,PT05M39.00S,2024-01-15T22:04:02.2Z,4,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,104,112,2024-01-15T22:04:02Z,5460000,False,,,0,,K. Kuzma Free Throw 1 of 2 (15 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
554,PT05M39.00S,2024-01-15T22:04:03.7Z,4,REGULAR,substitution,out,[],1629013,,,1610612764,104,112,2024-01-15T22:04:12Z,5470000,False,,,0,,SUB out: L. Shamet,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT05M39.00S,2024-01-15T22:04:03.7Z,4,REGULAR,substitution,out,[],1630557,,,1610612764,104,112,2024-01-15T22:04:12Z,5480000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT05M39.00S,2024-01-15T22:04:03.7Z,4,REGULAR,substitution,in,[],1630166,,,1610612764,104,112,2024-01-15T22:04:12Z,5490000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT05M39.00S,2024-01-15T22:04:03.7Z,4,REGULAR,substitution,in,[],1629673,,,1610612764,104,112,2024-01-15T22:04:12Z,5500000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT05M39.00S,2024-01-15T22:04:25.4Z,4,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,105,112,2024-01-15T22:04:25Z,5510000,False,,,0,,K. Kuzma Free Throw 2 of 2 (16 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
559,PT05M30.00S,2024-01-15T22:04:36.1Z,4,REGULAR,3pt,Jump Shot,[],202692,74.55650459921156,14.950980392156865,1610612765,105,115,2024-01-15T22:04:41Z,5520000,False,-175.0,187.0,1,right,A. Burks 25' 3PT  (32 PTS) (J. Ivey 5 AST),"[202692, 1631093]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,,,,Made,32.0,,,,,,25.6,J. Ivey,1631093.0,5.0,,,,
561,PT05M18.00S,2024-01-15T22:04:48.1Z,4,REGULAR,3pt,Jump Shot,[],1628398,31.061103810775293,32.84313725490196,1610612764,105,115,2024-01-15T22:05:49Z,5540000,False,86.0,239.0,1,left,MISS K. Kuzma 25' pullup 3PT,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,25.44,,,,,,,
562,PT05M13.00S,2024-01-15T22:04:53.1Z,4,REGULAR,rebound,defensive,[],1631093,,,1610612765,105,115,2024-01-15T22:04:54Z,5550000,False,,,0,,J. Ivey REBOUND (Off:1 Def:6),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,,561.0,7.0,6.0,1.0,,,,,,,,,
563,PT05M04.00S,2024-01-15T22:05:04.5Z,4,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612765,105,115,2024-01-15T22:05:11Z,5560000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Ivey 2 FT),"[1630166, 1631093]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,1626301.0,1.0,0.0,Ivey,1631093.0,,,,,,,,,,,,,,,
565,PT05M04.00S,2024-01-15T22:05:36.4Z,4,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,105,115,2024-01-15T22:05:36Z,5580000,False,,,0,,MISS J. Ivey Free Throw 1 of 2,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
566,PT05M04.00S,2024-01-15T22:05:36.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,105,115,2024-01-15T22:05:36Z,5590000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,565.0,,,,,,,,,,,,
567,PT05M04.00S,2024-01-15T22:05:59.2Z,4,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,105,116,2024-01-15T22:05:59Z,5600000,False,,,0,,J. Ivey Free Throw 2 of 2 (21 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,Made,21.0,,,,,,,,,,,,,
568,PT04M56.00S,2024-01-15T22:06:07.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,11.218791064388967,37.00980392156863,1610612764,105,116,2024-01-15T22:06:11Z,5610000,False,65.0,53.0,1,left,MISS K. Kuzma 8' turnaround Shot - blocked,"[1628398, 1630191]",1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,,,,,8.39,,,,Stewart,1630191.0,,
569,PT04M56.00S,2024-01-15T22:06:07.1Z,4,REGULAR,block,,[],1630191,,,1610612764,105,116,2024-01-15T22:06:09Z,5620000,False,,,0,,I. Stewart BLOCK (2 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
570,PT04M53.00S,2024-01-15T22:06:10.1Z,4,REGULAR,rebound,defensive,[],1641709,,,1610612765,105,116,2024-01-15T22:06:11Z,5630000,False,,,0,,A. Thompson REBOUND (Off:1 Def:7),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,568.0,8.0,7.0,1.0,,,,,,,,,
571,PT04M39.00S,2024-01-15T22:06:24.3Z,4,REGULAR,2pt,Jump Shot,[],1631093,92.29632063074901,30.637254901960787,1610612765,105,116,2024-01-15T22:07:41Z,5640000,False,-97.0,20.0,1,right,MISS J. Ivey 9' floating Shot,[1631093],1610612765.0,DET,floating,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,,,9.88,,,,,,,
572,PT04M37.00S,2024-01-15T22:06:26.3Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612764,105,116,2024-01-15T22:06:33Z,5650000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:8),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,,,,,,571.0,8.0,8.0,0.0,,,,,,,,,
573,PT04M27.00S,2024-01-15T22:06:36.3Z,4,REGULAR,turnover,lost ball,[],1630166,,,1610612764,105,116,2024-01-15T22:06:41Z,5660000,False,,,0,,D. Avdija lost ball TURNOVER (3 TO),"[1630166, 1641709]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,3.0,,,,,,,Thompson,1641709.0
574,PT04M27.00S,2024-01-15T22:06:36.3Z,4,REGULAR,steal,,[],1641709,,,1610612765,105,116,2024-01-15T22:06:39Z,5670000,False,,,0,,A. Thompson STEAL (2 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
575,PT04M12.00S,2024-01-15T22:06:50.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630191,92.0335085413929,47.05882352941176,1610612765,105,118,2024-01-15T22:06:54Z,5680000,False,-15.0,22.0,1,right,I. Stewart Layup (16 PTS) (A. Thompson 2 AST),"[1630191, 1641709]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,Made,16.0,,,,,,2.68,A. Thompson,1641709.0,2.0,,,,
577,PT03M51.00S,2024-01-15T22:07:11.4Z,4,REGULAR,3pt,Jump Shot,[],1628398,29.09001314060447,82.84313725490196,1610612764,108,118,2024-01-15T22:07:15Z,5700000,False,-164.0,221.0,1,left,K. Kuzma 27' 3PT  (19 PTS) (D. Avdija 4 AST),"[1628398, 1630166]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,Made,19.0,,,,,,27.52,D. Avdija,1630166.0,4.0,,,,
579,PT03M26.00S,2024-01-15T22:07:36.6Z,4,REGULAR,turnover,bad pass,[],1631093,,,1610612765,108,118,2024-01-15T22:07:45Z,5720000,False,,,0,,J. Ivey bad pass TURNOVER (5 TO),"[1631093, 1628398]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,5.0,,,,,,,Kuzma,1628398.0
580,PT03M26.00S,2024-01-15T22:07:36.6Z,4,REGULAR,steal,,[],1628398,,,1610612764,108,118,2024-01-15T22:07:38Z,5730000,False,,,0,,K. Kuzma STEAL (3 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
581,PT03M23.00S,2024-01-15T22:07:40.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628398,5.174113009198422,51.22549019607843,1610612764,110,118,2024-01-15T22:09:18Z,5740000,False,-6.0,-4.0,1,left,K. Kuzma running Layup (21 PTS),[1628398],1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,Made,21.0,,,,,,0.72,,,,,,,
582,PT03M23.00S,2024-01-15T22:07:44.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,110,118,2024-01-15T22:07:44Z,5750000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT03M08.00S,2024-01-15T22:09:33.8Z,4,REGULAR,2pt,Jump Shot,[],1631093,84.28055190538765,68.38235294117646,1610612765,110,120,2024-01-15T22:09:38Z,5760000,False,92.0,95.0,1,right,J. Ivey 13' pullup Jump Shot (23 PTS),[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,,,,,,Made,23.0,,,,,,13.24,,,,,,,
584,PT02M52.00S,2024-01-15T22:09:48.5Z,4,REGULAR,3pt,Jump Shot,[],1629673,28.038764783180028,86.02941176470588,1610612764,110,120,2024-01-15T22:09:55Z,5770000,False,-180.0,211.0,1,left,MISS J. Poole 27' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,27.75,,,,,,,
585,PT02M49.00S,2024-01-15T22:09:51.5Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,110,120,2024-01-15T22:09:55Z,5780000,False,,,0,,I. Stewart REBOUND (Off:4 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,,,,,584.0,6.0,2.0,4.0,,,,,,,,,
586,PT02M37.00S,2024-01-15T22:10:07.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628398,,,1610612765,110,120,2024-01-15T22:10:21Z,5790000,False,,,0,,K. Kuzma shooting personal FOUL (2 PF) (Ivey 2 FT),"[1628398, 1631093]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Left,1626301.0,2.0,0.0,Ivey,1631093.0,,,,,,,,,,,,,,,
589,PT02M37.00S,2024-01-15T22:10:25.9Z,4,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1628398,,,1610612765,110,120,2024-01-15T22:10:41Z,5820000,False,,,0,,K. Kuzma technical FOUL (1 Tech),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,1626301.0,2.0,1.0,,,,,,,,,,,,,,,,,
590,PT02M37.00S,2024-01-15T22:10:47.3Z,4,REGULAR,freethrow,1 of 1,[],202692,,,1610612765,110,121,2024-01-15T22:11:36Z,5830000,False,,,0,,A. Burks technical Free Throw 1 of 1 (33 PTS),[202692],1610612765.0,DET,technical,,,Burks,A. Burks,,,,,,,,,,,,Made,33.0,,,,,,,,,,,,,
591,PT02M37.00S,2024-01-15T22:10:48.5Z,4,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1628398,,,1610612765,110,121,2024-01-15T22:11:03Z,5840000,False,,,0,,K. Kuzma technical FOUL (2 Tech),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,1626301.0,2.0,2.0,,,,,,,,,,,,,,,,,
592,PT02M37.00S,2024-01-15T22:11:05.1Z,4,REGULAR,ejection,other,[],1628398,,,1610612765,110,121,2024-01-15T22:11:26Z,5850000,False,,,0,,Ejection K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,1626301.0,,,,,,,,,,,,,,,,,,,
593,PT02M37.00S,2024-01-15T22:11:11.0Z,4,REGULAR,substitution,out,[],1628398,,,1610612765,110,121,2024-01-15T22:11:25Z,5860000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT02M37.00S,2024-01-15T22:11:11.0Z,4,REGULAR,substitution,out,[],1641709,,,1610612765,110,121,2024-01-15T22:11:25Z,5870000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT02M37.00S,2024-01-15T22:11:11.0Z,4,REGULAR,substitution,in,[],1630264,,,1610612765,110,121,2024-01-15T22:11:25Z,5880000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT02M37.00S,2024-01-15T22:11:11.0Z,4,REGULAR,substitution,in,[],1631105,,,1610612765,110,121,2024-01-15T22:11:25Z,5890000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
