actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
446,PT05M56.00S,2022-01-02T01:07:33.3Z,3,REGULAR,foul,personal,[],1628404,,,1610612749,84,70,2022-01-02T01:07:48Z,4360000,,,0,,J. Hart personal FOUL (3 PF),"[1628404, 203507]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,203177.0,3.0,0.0,Antetokounmpo,203507.0
448,PT05M56.00S,2022-01-02T01:07:49.1Z,3,REGULAR,substitution,out,[],1626171,,,1610612749,84,70,2022-01-02T01:08:02Z,4380000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M56.00S,2022-01-02T01:07:49.1Z,3,REGULAR,substitution,out,[],203507,,,1610612749,84,70,2022-01-02T01:08:02Z,4390000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
450,PT05M56.00S,2022-01-02T01:07:49.1Z,3,REGULAR,substitution,out,[],1626195,,,1610612749,84,70,2022-01-02T01:08:02Z,4400000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
451,PT05M56.00S,2022-01-02T01:07:49.1Z,3,REGULAR,substitution,in,[],202083,,,1610612749,84,70,2022-01-02T01:08:02Z,4410000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,
452,PT05M56.00S,2022-01-02T01:07:49.1Z,3,REGULAR,substitution,in,[],202326,,,1610612749,84,70,2022-01-02T01:08:02Z,4420000,,,0,,SUB in: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,
453,PT05M56.00S,2022-01-02T01:07:49.1Z,3,REGULAR,substitution,in,[],1629637,,,1610612749,84,70,2022-01-02T01:08:02Z,4430000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
454,PT05M44.00S,2022-01-02T01:08:19.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201950,8.229303547963205,49.754901960784316,1610612749,86,70,2022-01-02T01:08:26Z,4440000,1.0,25.0,1,left,J. Holiday Layup (15 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,2.49,Made,,,,,,,,15.0,,,,,,,,,,
455,PT05M28.00S,2022-01-02T01:08:35.5Z,3,REGULAR,3pt,Jump Shot,[],202066,73.27529566360053,8.57843137254902,1610612740,86,70,2022-01-02T01:09:06Z,4450000,-207.0,199.0,1,right,MISS G. Temple 28' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,28.7,Missed,,,,,,,,,,,,,,,,,,
456,PT05M27.00S,2022-01-02T01:08:36.5Z,3,REGULAR,rebound,offensive,[],1630529,,,1610612740,86,70,2022-01-02T01:11:43Z,4460000,,,0,,H. Jones REBOUND (Off:2 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,455.0,4.0,2.0,2.0,,,,,,,,,,,,,,
460,PT05M27.00S,2022-01-02T01:08:39.6Z,3,REGULAR,turnover,bad pass,[],1630529,,,1610612740,86,70,2022-01-02T01:12:24Z,4465000,,,0,,H. Jones bad pass TURNOVER (2 TO),"[1630529, 1626192]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,2.0,Connaughton,1626192.0,,,,,,,,,,,
461,PT05M27.00S,2022-01-02T01:08:39.6Z,3,REGULAR,steal,,[],1626192,,,1610612749,86,70,2022-01-02T01:11:22Z,4467500,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
457,PT05M20.00S,2022-01-02T01:08:43.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628960,7.046649145860711,50.245098039215684,1610612749,88,70,2022-01-02T01:15:33Z,4470000,-1.0,14.0,1,left,G. Allen running reverse Layup (13 PTS) (J. Holiday 5 AST),"[1628960, 201950]",1610612749.0,MIL,running reverse,,,Allen,G. Allen,,,,,1.38,Made,,,,,,,,13.0,J. Holiday,201950.0,5.0,,,,,,,
459,PT05M20.00S,2022-01-02T01:09:18.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,88,70,2022-01-02T01:09:18Z,4490000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT05M20.00S,2022-01-02T01:11:13.5Z,3,REGULAR,substitution,out,[],1628404,,,1610612740,88,70,2022-01-02T01:11:38Z,4500000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
463,PT05M20.00S,2022-01-02T01:11:13.5Z,3,REGULAR,substitution,out,[],1628984,,,1610612740,88,70,2022-01-02T01:11:38Z,4510000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
464,PT05M20.00S,2022-01-02T01:11:13.5Z,3,REGULAR,substitution,in,[],203107,,,1610612740,88,70,2022-01-02T01:11:38Z,4520000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
465,PT05M20.00S,2022-01-02T01:11:13.5Z,3,REGULAR,substitution,in,[],1629638,,,1610612740,88,70,2022-01-02T01:11:38Z,4530000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
466,PT05M05.00S,2022-01-02T01:12:11.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,88,70,2022-01-02T01:12:11Z,4540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT05M05.00S,2022-01-02T01:12:23.9Z,3,REGULAR,violation,kicked ball,[],202326,,,1610612740,88,70,2022-01-02T01:12:32Z,4550000,,,0,,D. Cousins kicked ball VIOLATION,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,200834.0,,,,
468,PT04M51.00S,2022-01-02T01:12:51.8Z,3,REGULAR,3pt,Jump Shot,[],1629638,73.80091984231275,87.00980392156863,1610612740,88,73,2022-01-02T01:12:56Z,4560000,185.0,194.0,1,right,N. Alexander-Walker 26' 3PT  (10 PTS) (H. Jones 2 AST),"[1629638, 1630529]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,26.79,Made,,,,,,,,10.0,H. Jones,1630529.0,2.0,,,,,,,
470,PT04M46.00S,2022-01-02T01:13:01.3Z,3,REGULAR,foul,personal,[],1629638,,,1610612749,88,73,2022-01-02T01:13:11Z,4580000,,,0,,N. Alexander-Walker personal FOUL (2 PF),"[1629638, 202083]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,200834.0,2.0,0.0,Matthews,202083.0
472,PT04M32.00S,2022-01-02T01:13:32.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.30946123521682,50.98039215686274,1610612749,90,73,2022-01-02T01:13:37Z,4600000,-5.0,16.0,1,left,J. Holiday driving Layup (17 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,1.69,Made,,,,,,,,17.0,,,,,,,,,,
473,PT04M17.00S,2022-01-02T01:13:46.9Z,3,REGULAR,3pt,Jump Shot,[],1629638,72.35545335085413,81.61764705882352,1610612740,90,73,2022-01-02T01:13:52Z,4610000,158.0,207.0,1,right,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,
474,PT04M15.00S,2022-01-02T01:13:48.9Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,90,73,2022-01-02T01:13:52Z,4620000,,,0,,P. Connaughton REBOUND (Off:0 Def:5),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,473.0,5.0,5.0,0.0,,,,,,,,,,,,,,
475,PT04M10.00S,2022-01-02T01:13:54.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202083,6.521024967148489,52.20588235294118,1610612749,92,73,2022-01-02T01:14:02Z,4630000,-11.0,9.0,1,left,W. Matthews running reverse Layup (2 PTS) (J. Holiday 6 AST),"[202083, 201950]",1610612749.0,MIL,running reverse,,,Matthews,W. Matthews,,,,,1.41,Made,,,,,,,,2.0,J. Holiday,201950.0,6.0,,,,,,,
477,PT03M52.00S,2022-01-02T01:14:12.4Z,3,REGULAR,3pt,Jump Shot,[],202066,94.30026281208936,3.6764705882352944,1610612740,92,76,2022-01-02T01:14:17Z,4650000,-232.0,1.0,1,right,G. Temple 3PT  (14 PTS) (T. Satoransky 5 AST),"[202066, 203107]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,23.16,Made,,,,,,,,14.0,T. Satoransky,203107.0,5.0,,,,,,,
479,PT03M37.00S,2022-01-02T01:14:29.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,9.674770039421814,44.85294117647059,1610612749,92,76,2022-01-02T01:14:34Z,4670000,26.0,38.0,1,left,MISS J. Holiday driving Layup - blocked,"[201950, 1630529]",1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,4.62,Missed,,,,,,,,,,,,Jones,1630529.0,,,,,
480,PT03M37.00S,2022-01-02T01:14:29.8Z,3,REGULAR,block,,[],1630529,,,1610612749,92,76,2022-01-02T01:14:32Z,4680000,,,0,,H. Jones BLOCK (3 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M37.00S,2022-01-02T01:14:29.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,92,76,2022-01-02T01:14:34Z,4690000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,479.0,,,,,,,,,,,,,,,,,
482,PT03M37.00S,2022-01-02T01:14:35.1Z,3,REGULAR,substitution,out,[],1628960,,,1610612749,92,76,2022-01-02T01:14:55Z,4700000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M37.00S,2022-01-02T01:14:35.1Z,3,REGULAR,substitution,out,[],202066,,,1610612749,92,76,2022-01-02T01:14:55Z,4720000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
486,PT03M37.00S,2022-01-02T01:14:35.1Z,3,REGULAR,substitution,in,[],203918,,,1610612749,92,76,2022-01-02T01:14:55Z,4740000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
487,PT03M37.00S,2022-01-02T01:14:35.1Z,3,REGULAR,substitution,in,[],1629109,,,1610612749,92,76,2022-01-02T01:14:55Z,4750000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
493,PT03M37.00S,2022-01-02T01:14:35.1Z,3,REGULAR,substitution,out,[],1626192,,,1610612749,92,76,2022-01-02T01:16:07Z,4755000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
494,PT03M37.00S,2022-01-02T01:14:35.1Z,3,REGULAR,substitution,in,[],201588,,,1610612749,92,76,2022-01-02T01:16:07Z,4757500,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
488,PT03M36.00S,2022-01-02T01:15:02.5Z,3,REGULAR,turnover,out-of-bounds,[],202083,,,1610612749,92,76,2022-01-02T01:19:47Z,4760000,,,0,,W. Matthews lost ball out-of-bounds TURNOVER (2 TO),[202083],1610612749.0,MIL,lost ball,,,Matthews,W. Matthews,,,,,,,,,,,2.0,,,,,,,,,200834.0,,,,
489,PT03M26.00S,2022-01-02T01:15:27.9Z,3,REGULAR,violation,kicked ball,[],201950,,,1610612740,92,76,2022-01-02T01:15:34Z,4770000,,,0,,J. Holiday kicked ball VIOLATION,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,203177.0,,,,
490,PT03M20.00S,2022-01-02T01:15:48.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629637,91.93495400788436,52.69607843137255,1610612740,92,78,2022-01-02T01:15:55Z,4780000,13.0,23.0,1,right,J. Hayes alley-oop DUNK (15 PTS) (T. Satoransky 6 AST),"[1629637, 203107]",1610612740.0,NOP,alley-oop,,,Hayes,J. Hayes,,,,,2.69,Made,,,,,,,,15.0,T. Satoransky,203107.0,6.0,,,,,,,
492,PT03M04.00S,2022-01-02T01:16:05.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,15.719448094612352,48.77450980392157,1610612749,92,78,2022-01-02T01:16:11Z,4800000,6.0,95.0,1,left,MISS J. Holiday 9' turnaround fadeaway Shot,[201950],1610612749.0,MIL,turnaround fadeaway,,,Holiday,J. Holiday,,,,,9.55,Missed,,,,,,,,,,,,,,,,,,
495,PT03M00.00S,2022-01-02T01:16:08.1Z,3,REGULAR,rebound,defensive,[],1629109,,,1610612740,92,78,2022-01-02T01:16:08Z,4810000,,,0,,G. Clark REBOUND (Off:1 Def:1),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,492.0,2.0,1.0,1.0,,,,,,,,,,,,,,
496,PT02M56.00S,2022-01-02T01:16:17.7Z,3,REGULAR,foul,personal,[],202083,,,1610612740,92,78,2022-01-02T01:16:39Z,4820000,,,0,,W. Matthews personal FOUL (1 PF),"[202083, 1629637]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Hayes,1629637.0
498,PT02M49.00S,2022-01-02T01:16:46.2Z,3,REGULAR,2pt,Jump Shot,[],1629638,92.32917214191852,22.54901960784314,1610612740,92,78,2022-01-02T01:16:53Z,4840000,-137.0,20.0,1,right,MISS N. Alexander-Walker 13' fadeaway Shot,[1629638],1610612740.0,NOP,fadeaway,,,Alexander-Walker,N. Alexander-Walker,,,,,13.87,Missed,,,,,,,,,,,,,,,,,,
499,PT02M47.00S,2022-01-02T01:16:48.2Z,3,REGULAR,rebound,defensive,[],201588,,,1610612749,92,78,2022-01-02T01:16:53Z,4850000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,498.0,1.0,1.0,0.0,,,,,,,,,,,,,,
500,PT02M38.00S,2022-01-02T01:16:58.1Z,3,REGULAR,3pt,Jump Shot,[],202326,32.013797634691194,65.19607843137256,1610612749,92,78,2022-01-02T01:17:02Z,4860000,-76.0,248.0,1,left,MISS D. Cousins 25' 3PT,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,
501,PT02M34.00S,2022-01-02T01:17:02.1Z,3,REGULAR,rebound,defensive,[],1629638,,,1610612740,92,78,2022-01-02T01:17:02Z,4870000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,500.0,2.0,2.0,0.0,,,,,,,,,,,,,,
502,PT02M25.00S,2022-01-02T01:17:10.0Z,3,REGULAR,3pt,Jump Shot,[],1629109,94.69448094612353,2.696078431372549,1610612740,92,78,2022-01-02T01:17:15Z,4880000,-237.0,-3.0,1,right,MISS G. Clark 3PT,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,23.65,Missed,,,,,,,,,,,,,,,,,,
503,PT02M22.00S,2022-01-02T01:17:13.0Z,3,REGULAR,rebound,defensive,[],202326,,,1610612749,92,78,2022-01-02T01:17:15Z,4890000,,,0,,D. Cousins REBOUND (Off:1 Def:5),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,502.0,6.0,5.0,1.0,,,,,,,,,,,,,,
504,PT02M16.00S,2022-01-02T01:17:19.5Z,3,REGULAR,turnover,bad pass,[],201950,,,1610612749,92,78,2022-01-02T01:17:27Z,4900000,,,0,,J. Holiday bad pass TURNOVER (4 TO),"[201950, 203107]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,4.0,Satoransky,203107.0,,,,,,,,,,,
505,PT02M16.00S,2022-01-02T01:17:19.5Z,3,REGULAR,steal,,[],203107,,,1610612740,92,78,2022-01-02T01:19:17Z,4910000,,,0,,T. Satoransky STEAL (2 STL),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
506,PT02M11.00S,2022-01-02T01:17:24.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203107,93.38042049934296,48.03921568627451,1610612740,92,80,2022-01-02T01:22:03Z,4920000,-10.0,10.0,1,right,T. Satoransky running reverse Layup (5 PTS) (J. Hayes 1 AST),"[203107, 1629637]",1610612740.0,NOP,running reverse,,,Satoransky,T. Satoransky,,,,,1.38,Made,,,,,,,,5.0,J. Hayes,1629637.0,1.0,,,,,,,
508,PT01M51.00S,2022-01-02T01:17:44.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,18.2161629434954,61.51960784313726,1610612749,94,80,2022-01-02T01:17:49Z,4940000,-58.0,119.0,1,left,J. Holiday 13' turnaround fadeaway Jump Shot (19 PTS),[201950],1610612749.0,MIL,turnaround fadeaway,,,Holiday,J. Holiday,,,,,13.19,Made,,,,,,,,19.0,,,,,,,,,,
509,PT01M35.00S,2022-01-02T01:18:04.3Z,3,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,94,80,2022-01-02T01:18:11Z,4950000,,,0,,H. Jones step out-of-bounds TURNOVER (3 TO),[1630529],1610612740.0,NOP,step,,,Jones,H. Jones,,,,,,,,,,,3.0,,,,,,,,,203177.0,,,,
531,PT01M35.00S,2022-01-02T01:18:17.7Z,3,REGULAR,substitution,out,[],201950,,,1610612749,94,80,2022-01-02T01:21:00Z,4975000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
532,PT01M35.00S,2022-01-02T01:18:17.7Z,3,REGULAR,substitution,in,[],203507,,,1610612749,94,80,2022-01-02T01:21:00Z,4987500,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
514,PT01M35.00S,2022-01-02T01:18:31.1Z,3,REGULAR,substitution,out,[],1630529,,,1610612749,94,80,2022-01-02T01:18:34Z,5000000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
515,PT01M35.00S,2022-01-02T01:18:31.1Z,3,REGULAR,substitution,in,[],1628404,,,1610612749,94,80,2022-01-02T01:18:34Z,5010000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
516,PT01M12.00S,2022-01-02T01:18:52.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202083,29.122864651773984,77.20588235294117,1610612749,94,80,2022-01-02T01:39:20Z,5020000,-136.0,221.0,1,left,MISS W. Matthews 25' step back 3PT - blocked,"[202083, 1628404]",1610612749.0,MIL,step back,,,Matthews,W. Matthews,,,,,25.97,Missed,,,,,,,,,,,,Hart,1628404.0,,,,,
517,PT01M12.00S,2022-01-02T01:18:52.4Z,3,REGULAR,block,,[],1628404,,,1610612749,94,80,2022-01-02T01:18:57Z,5030000,,,0,,J. Hart BLOCK (1 BLK),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
518,PT01M11.00S,2022-01-02T01:18:53.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,94,80,2022-01-02T01:31:18Z,5040000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,516.0,,,,,,,,,,,,,,,,,
519,PT01M11.00S,2022-01-02T01:19:02.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612749,94,80,2022-01-02T01:19:09Z,5050000,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,202053.0,,,,
520,PT01M05.00S,2022-01-02T01:19:17.7Z,3,REGULAR,foul,personal,[],202326,,,1610612740,94,80,2022-01-02T01:19:31Z,5060000,,,0,,D. Cousins personal FOUL (3 PF),"[202326, 203107]",1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,200834.0,3.0,0.0,Satoransky,203107.0
522,PT00M59.50S,2022-01-02T01:19:37.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203107,77.34888304862024,6.862745098039216,1610612740,94,80,2022-01-02T01:19:45Z,5080000,-216.0,160.0,1,right,MISS T. Satoransky 26' 3PT,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,
523,PT00M52.80S,2022-01-02T01:19:44.6Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,94,80,2022-01-02T01:19:45Z,5090000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:11),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,522.0,11.0,11.0,0.0,,,,,,,,,,,,,,
524,PT00M50.60S,2022-01-02T01:19:50.3Z,3,REGULAR,foul,personal,[],1629638,,,1610612749,94,80,2022-01-02T01:20:02Z,5100000,,,0,,N. Alexander-Walker personal FOUL (3 PF),"[1629638, 202083]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,202053.0,3.0,0.0,Matthews,202083.0
526,PT00M38.60S,2022-01-02T01:20:33.1Z,3,REGULAR,turnover,bad pass,[],203507,,,1610612749,94,80,2022-01-02T01:20:39Z,5120000,,,0,,G. Antetokounmpo bad pass TURNOVER (3 TO),"[203507, 203107]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,3.0,Satoransky,203107.0,,,,,,,,,,,
527,PT00M38.60S,2022-01-02T01:20:33.1Z,3,REGULAR,steal,,[],203107,,,1610612740,94,80,2022-01-02T01:20:36Z,5130000,,,0,,T. Satoransky STEAL (3 STL),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
528,PT00M32.20S,2022-01-02T01:20:43.5Z,3,REGULAR,foul,offensive,[],1629637,,,1610612740,94,80,2022-01-02T01:39:29Z,5140000,,,0,,J. Hayes offensive FOUL (3 PF),"[1629637, 202083]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,203177.0,3.0,0.0,Matthews,202083.0
530,PT00M32.20S,2022-01-02T01:20:43.5Z,3,REGULAR,turnover,offensive foul,[],1629637,,,1610612740,94,80,2022-01-02T01:20:43Z,5160000,,,0,,J. Hayes offensive foul TURNOVER (1 TO),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,1.0,,,,,,,,,203177.0,,,,
533,PT00M27.30S,2022-01-02T01:21:13.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628404,,,1610612749,94,80,2022-01-02T01:21:51Z,5170000,,,0,,J. Hart shooting personal FOUL (4 PF) (Antetokounmpo 2 FT),"[1628404, 203507]",1610612740.0,NOP,shooting,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,203177.0,4.0,0.0,Antetokounmpo,203507.0
535,PT00M27.30S,2022-01-02T01:22:25.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203507,,,1610612749,95,80,2022-01-02T01:22:35Z,5190000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (23 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,23.0,,,,,,,,,,
536,PT00M27.30S,2022-01-02T01:22:25.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203507,,,1610612749,96,80,2022-01-02T01:22:35Z,5200000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (24 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,24.0,,,,,,,,,,
537,PT00M05.80S,2022-01-02T01:22:43.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,92.9862023653088,52.69607843137255,1610612740,96,82,2022-01-02T01:33:37Z,5210000,13.0,13.0,1,right,J. Hart driving finger roll Layup (7 PTS),[1628404],1610612740.0,NOP,driving finger roll,,,Hart,J. Hart,,,,,1.9,Made,,,,,,,,7.0,,,,,,,,,,
538,PT00M00.00S,2022-01-02T01:22:53.9Z,3,REGULAR,2pt,Jump Shot,[],203918,22.946780551905388,64.95098039215686,1610612749,96,82,2022-01-02T01:23:08Z,5220000,-75.0,163.0,1,left,MISS R. Hood 17' pullup Shot,[203918],1610612749.0,MIL,pullup,,,Hood,R. Hood,,,,,17.95,Missed,,,,,,,,,,,,,,,,,,
539,PT00M00.00S,2022-01-02T01:22:56.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,96,82,2022-01-02T01:22:56Z,5230000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,538.0,,,,,,,,,,,,,,,,,
540,PT00M00.00S,2022-01-02T01:23:04.8Z,3,REGULAR,period,end,[],0,,,1610612749,96,82,2022-01-02T01:23:04Z,5240000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT12M00.00S,2022-01-02T01:24:48.4Z,4,REGULAR,substitution,out,['startperiod'],202326,,,1610612749,96,82,2022-01-02T01:25:32Z,5250000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,
542,PT12M00.00S,2022-01-02T01:24:48.4Z,4,REGULAR,substitution,out,['startperiod'],202083,,,1610612749,96,82,2022-01-02T01:25:32Z,5260000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,
