actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
96,PT02M48.00S,2022-04-02T00:26:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,16.376478318002626,42.64705882352941,1610612746,27,25,2022-04-02T00:27:00Z,960000,37.0,101.0,1,left,T. Mann 10' driving floating Jump Shot (4 PTS),[1629611],1610612746.0,LAC,driving floating,,,Mann,T. Mann,,,,,10.79,Made,4.0,,,,,,,,,,,,,,,,,
97,PT02M36.00S,2022-04-02T00:27:07.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629623,90.22667542706965,62.254901960784316,1610612749,27,25,2022-04-02T00:27:15Z,970000,61.0,39.0,1,right,MISS L. Wigginton 7' driving floating bank Shot,[1629623],1610612749.0,MIL,driving floating bank,,,Wigginton,L. Wigginton,,,,,7.29,Missed,,,,,,,,,,,,,,,,,,
98,PT02M34.00S,2022-04-02T00:27:09.7Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,27,25,2022-04-02T00:27:15Z,980000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,
99,PT02M27.00S,2022-04-02T00:27:20.7Z,1,REGULAR,foul,personal,['2freethrow'],1629670,,,1610612746,27,25,2022-04-02T00:30:39Z,990000,,,0,,J. Nwora shooting personal FOUL (1 PF) (Mann 2 FT),"[1629670, 1629611]",1610612749.0,MIL,shooting,,,Nwora,J. Nwora,,,,,,,,,,,2882.0,1.0,0.0,Mann,1629611.0,,,,,,,,,
101,PT02M27.00S,2022-04-02T00:27:36.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,27,25,2022-04-02T00:27:36Z,1010000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M27.00S,2022-04-02T00:29:53.4Z,1,REGULAR,substitution,out,[],1629670,,,1610612746,27,25,2022-04-02T00:30:31Z,1020000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M27.00S,2022-04-02T00:29:53.4Z,1,REGULAR,substitution,out,[],1628379,,,1610612746,27,25,2022-04-02T00:30:31Z,1030000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M27.00S,2022-04-02T00:29:53.4Z,1,REGULAR,substitution,out,[],203496,,,1610612746,27,25,2022-04-02T00:30:31Z,1040000,,,0,,SUB out: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M27.00S,2022-04-02T00:29:53.4Z,1,REGULAR,substitution,in,[],1626192,,,1610612746,27,25,2022-04-02T00:30:31Z,1050000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M27.00S,2022-04-02T00:29:53.4Z,1,REGULAR,substitution,in,[],1629875,,,1610612746,27,25,2022-04-02T00:30:31Z,1060000,,,0,,SUB in: X. Moon,[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M27.00S,2022-04-02T00:29:53.4Z,1,REGULAR,substitution,in,[],203918,,,1610612746,27,25,2022-04-02T00:30:31Z,1070000,,,0,,SUB in: R. Hood,[203918],1610612746.0,LAC,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M27.00S,2022-04-02T00:30:43.1Z,1,REGULAR,freethrow,1 of 2,[],1629611,,,1610612746,27,26,2022-04-02T00:30:43Z,1080000,,,0,,T. Mann Free Throw 1 of 2 (5 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
109,PT02M27.00S,2022-04-02T00:30:50.6Z,1,REGULAR,freethrow,2 of 2,[],1629611,,,1610612746,27,27,2022-04-02T00:30:50Z,1090000,,,0,,T. Mann Free Throw 2 of 2 (6 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
110,PT02M07.00S,2022-04-02T00:31:12.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630572,93.77463863337714,39.950980392156865,1610612749,27,27,2022-04-02T00:31:56Z,1100000,-50.0,6.0,1,right,MISS S. Mamukelashvili turnaround Hook,[1630572],1610612749.0,MIL,turnaround,,,Mamukelashvili,S. Mamukelashvili,,,,,5.06,Missed,,,,,,,,,,,,,,,,,,
111,PT02M07.00S,2022-04-02T00:31:12.1Z,1,REGULAR,rebound,offensive,[],1630572,,,1610612749,27,27,2022-04-02T00:31:39Z,1110000,,,0,,S. Mamukelashvili REBOUND (Off:2 Def:0),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,110.0,2.0,0.0,2.0,,,,,
112,PT02M07.00S,2022-04-02T00:31:24.2Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612749,27,27,2022-04-02T00:31:34Z,1120000,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Mamukelashvili 2 FT),"[1628392, 1630572]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,,,,1363.0,1.0,0.0,Mamukelashvili,1630572.0,,,,,,,,,
114,PT02M07.00S,2022-04-02T00:31:40.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630572,,,1610612749,28,27,2022-04-02T00:31:40Z,1140000,,,0,,S. Mamukelashvili Free Throw 1 of 2 (4 PTS),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
115,PT02M07.00S,2022-04-02T00:31:40.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630572,,,1610612749,28,27,2022-04-02T00:32:00Z,1150000,,,0,,MISS S. Mamukelashvili Free Throw 2 of 2,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,Missed,,,,,,,,,,,,,,,,,,
116,PT02M04.00S,2022-04-02T00:31:43.3Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,28,27,2022-04-02T00:32:00Z,1160000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,115.0,1.0,1.0,0.0,,,,,
117,PT01M56.00S,2022-04-02T00:32:06.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629611,6.389618922470433,50.245098039215684,1610612746,28,29,2022-04-02T00:32:12Z,1170000,-1.0,8.0,1,left,T. Mann cutting DUNK (8 PTS) (I. Hartenstein 1 AST),"[1629611, 1628392]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,0.77,Made,8.0,I. Hartenstein,1628392.0,1.0,,,,,,,,,,,,,,
119,PT01M56.00S,2022-04-02T00:32:10.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626192,,,1610612746,28,29,2022-04-02T00:32:35Z,1190000,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Mann 1 FT),"[1626192, 1629611]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,,,,2882.0,1.0,0.0,Mann,1629611.0,,,,,,,,,
121,PT01M56.00S,2022-04-02T00:32:36.9Z,1,REGULAR,freethrow,1 of 1,[],1629611,,,1610612746,28,29,2022-04-02T00:32:39Z,1210000,,,0,,MISS T. Mann Free Throw 1 of 1,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,Missed,,,,,,,,,,,,,,,,,,
122,PT01M52.00S,2022-04-02T00:32:40.9Z,1,REGULAR,rebound,defensive,[],203648,,,1610612749,28,29,2022-04-02T00:32:39Z,1220000,,,0,,T. Antetokounmpo REBOUND (Off:0 Def:1),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,
123,PT01M39.00S,2022-04-02T00:32:50.3Z,1,REGULAR,3pt,Jump Shot,[],201588,65.91655716162943,39.46078431372549,1610612749,28,29,2022-04-02T00:33:08Z,1230000,-53.0,268.0,1,right,MISS G. Hill 27' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,
124,PT01M39.00S,2022-04-02T00:32:50.3Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,28,29,2022-04-02T00:33:08Z,1240000,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,123.0,2.0,2.0,0.0,,,,,
125,PT01M39.00S,2022-04-02T00:33:02.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203648,,,1610612746,28,29,2022-04-02T00:33:15Z,1250000,,,0,,T. Antetokounmpo personal FOUL (1 PF) (Hartenstein 2 FT),"[203648, 1628392]",1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,2882.0,1.0,0.0,Hartenstein,1628392.0,,,,,,,,,
128,PT01M39.00S,2022-04-02T00:33:19.5Z,1,REGULAR,substitution,out,[],203648,,,1610612746,28,29,2022-04-02T00:33:31Z,1265000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M39.00S,2022-04-02T00:33:19.5Z,1,REGULAR,substitution,in,[],1626171,,,1610612746,28,29,2022-04-02T00:33:31Z,1267500,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M39.00S,2022-04-02T00:33:19.5Z,1,REGULAR,freethrow,1 of 2,[],1628392,,,1610612746,28,30,2022-04-02T00:56:18Z,1270000,,,0,,I. Hartenstein Free Throw 1 of 2 (1 PTS),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
130,PT01M39.00S,2022-04-02T00:33:19.5Z,1,REGULAR,freethrow,2 of 2,[],1628392,,,1610612746,28,30,2022-04-02T00:56:18Z,1275000,,,0,,MISS I. Hartenstein Free Throw 2 of 2,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,Missed,,,,,,,,,,,,,,,,,,
131,PT01M39.00S,2022-04-02T00:33:19.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,28,30,2022-04-02T00:59:32Z,1277500,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,
132,PT01M37.00S,2022-04-02T00:34:15.1Z,1,REGULAR,jumpball,recovered,[],1629611,,,1610612746,28,30,2022-04-02T00:34:15Z,1295000,,,0,,Jump Ball I. Hartenstein vs. P. Connaughton: Tip to T. Mann,"[1629611, 1628392, 1626192]",1610612746.0,LAC,heldball,T. Mann,1629611.0,Mann,T. Mann,Hartenstein,1628392.0,Connaughton,1626192.0,,,,,,,,,,,,,,,,,,,,
135,PT01M21.00S,2022-04-02T00:34:26.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629611,12.434296977660972,32.59803921568628,1610612746,28,30,2022-04-02T00:34:34Z,1320000,87.0,64.0,1,left,MISS T. Mann 10' pullup Shot,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,10.82,Missed,,,,,,,,,,,,,,,,,,
136,PT01M15.00S,2022-04-02T00:34:32.7Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612746,28,30,2022-04-02T00:34:32Z,1330000,,,0,,I. Hartenstein REBOUND (Off:1 Def:2),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,135.0,3.0,2.0,1.0,,,,,
137,PT01M15.00S,2022-04-02T00:34:32.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,5.590000152587891,50.0,1610612746,28,32,2022-04-02T00:34:32Z,1340000,0.0,0.0,1,left,I. Hartenstein putback Layup (3 PTS),[1628392],1610612746.0,LAC,putback,,,Hartenstein,I. Hartenstein,,,,,0.0,Made,3.0,,,,,,,,,,,,,,,,,
138,PT01M02.00S,2022-04-02T00:34:45.6Z,1,REGULAR,2pt,Jump Shot,[],1626171,75.64060446780552,40.44117647058824,1610612749,28,32,2022-04-02T00:34:51Z,1350000,-48.0,176.0,1,right,MISS B. Portis 18' floating Shot,[1626171],1610612749.0,MIL,floating,,,Portis,B. Portis,,,,,18.29,Missed,,,,,,,,,,,,,,,,,,
139,PT00M57.60S,2022-04-02T00:34:50.2Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,28,32,2022-04-02T00:34:50Z,1360000,,,0,,A. Coffey REBOUND (Off:0 Def:2),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,138.0,2.0,2.0,0.0,,,,,
140,PT00M47.80S,2022-04-02T00:35:02.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,18.347568988173457,62.99019607843137,1610612746,28,34,2022-04-02T00:35:07Z,1370000,-65.0,120.0,1,left,I. Hartenstein 13' pullup Jump Shot (5 PTS) (A. Coffey 2 AST),"[1628392, 1629599]",1610612746.0,LAC,pullup,,,Hartenstein,I. Hartenstein,,,,,13.65,Made,5.0,A. Coffey,1629599.0,2.0,,,,,,,,,,,,,,
142,PT00M31.50S,2022-04-02T00:35:20.6Z,1,REGULAR,3pt,Jump Shot,[],1629623,75.50919842312747,91.42156862745098,1610612749,28,34,2022-04-02T00:35:26Z,1390000,207.0,178.0,1,right,MISS L. Wigginton 27' step back 3PT,[1629623],1610612749.0,MIL,step back,,,Wigginton,L. Wigginton,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,
143,PT00M28.50S,2022-04-02T00:35:23.6Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,28,34,2022-04-02T00:35:26Z,1400000,,,0,,I. Hartenstein REBOUND (Off:1 Def:3),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,142.0,4.0,3.0,1.0,,,,,
144,PT00M06.10S,2022-04-02T00:35:46.0Z,1,REGULAR,2pt,Jump Shot,[],1629599,19.793035479632064,70.83333333333334,1610612746,28,34,2022-04-02T00:38:51Z,1410000,-104.0,134.0,1,left,MISS A. Coffey 16' driving floating Shot,[1629599],1610612746.0,LAC,driving floating,,,Coffey,A. Coffey,,,,,16.94,Missed,,,,,,,,,,,,,,,,,,
145,PT00M03.50S,2022-04-02T00:35:48.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,28,34,2022-04-02T00:35:48Z,1420000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,
146,PT00M00.00S,2022-04-02T00:35:53.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626192,91.5407358738502,50.49019607843137,1610612749,28,34,2022-04-02T00:36:47Z,1430000,2.0,27.0,1,right,MISS P. Connaughton driving finger roll Layup,[1626192],1610612749.0,MIL,driving finger roll,,,Connaughton,P. Connaughton,,,,,2.71,Missed,,,,,,,,,,,,,,,,,,
147,PT00M00.00S,2022-04-02T00:35:53.6Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,28,34,2022-04-02T00:36:47Z,1440000,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,146.0,2.0,1.0,1.0,,,,,
148,PT00M00.00S,2022-04-02T00:35:58.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,94.40999984741211,50.0,1610612749,30,34,2022-04-02T00:36:51Z,1450000,0.0,0.0,1,right,B. Portis tip Layup (10 PTS),[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,,,
149,PT00M00.00S,2022-04-02T00:36:03.7Z,1,REGULAR,period,end,[],0,,,1610612746,30,34,2022-04-02T00:36:03Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-04-02T00:38:27.5Z,2,REGULAR,substitution,out,['startperiod'],201588,,,1610612746,30,34,2022-04-02T00:38:58Z,1470000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-04-02T00:38:27.5Z,2,REGULAR,substitution,out,['startperiod'],1629623,,,1610612746,30,34,2022-04-02T00:38:58Z,1480000,,,0,,SUB out: L. Wigginton,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-04-02T00:38:27.5Z,2,REGULAR,substitution,out,['startperiod'],1630572,,,1610612746,30,34,2022-04-02T00:38:58Z,1490000,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-04-02T00:38:27.5Z,2,REGULAR,substitution,out,['startperiod'],1629599,,,1610612746,30,34,2022-04-02T00:38:58Z,1500000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-04-02T00:38:27.5Z,2,REGULAR,substitution,out,['startperiod'],1629611,,,1610612746,30,34,2022-04-02T00:38:58Z,1510000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-04-02T00:38:27.5Z,2,REGULAR,substitution,in,['startperiod'],1629670,,,1610612746,30,34,2022-04-02T00:38:58Z,1520000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-04-02T00:38:27.5Z,2,REGULAR,substitution,in,['startperiod'],203648,,,1610612746,30,34,2022-04-02T00:38:58Z,1530000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-04-02T00:38:27.5Z,2,REGULAR,substitution,in,['startperiod'],1628975,,,1610612746,30,34,2022-04-02T00:38:58Z,1540000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-04-02T00:38:27.5Z,2,REGULAR,substitution,in,['startperiod'],1628379,,,1610612746,30,34,2022-04-02T00:38:58Z,1550000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-04-02T00:38:27.5Z,2,REGULAR,substitution,in,['startperiod'],203496,,,1610612746,30,34,2022-04-02T00:38:58Z,1560000,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-04-02T00:39:07.0Z,2,REGULAR,period,start,[],0,,,1610612746,30,34,2022-04-02T00:39:07Z,1570000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-04-02T00:39:11.4Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612746,30,34,2022-04-02T00:40:47Z,1580000,,,0,,TEAM delay-of-game VIOLATION,[],1610612746.0,LAC,,,,,,,,,,,,,,,,2002.0,,,,,,,,,,,,,
162,PT11M43.00S,2022-04-02T00:39:22.8Z,2,REGULAR,2pt,Jump Shot,[],203918,6.1268068331143235,78.43137254901961,1610612746,30,36,2022-04-02T00:39:36Z,1590000,-142.0,5.0,1,left,R. Hood 14' pullup Jump Shot (2 PTS),[203918],1610612746.0,LAC,pullup,,,Hood,R. Hood,,,,,14.23,Made,2.0,,,,,,,,,,,,,,,,,
163,PT11M31.00S,2022-04-02T00:39:34.2Z,2,REGULAR,2pt,Jump Shot,[],1629670,75.24638633377135,39.950980392156865,1610612749,32,36,2022-04-02T00:39:40Z,1600000,-50.0,180.0,1,right,J. Nwora 18' pullup Jump Shot (12 PTS) (B. Portis 2 AST),"[1629670, 1626171]",1610612749.0,MIL,pullup,,,Nwora,J. Nwora,,,,,18.71,Made,12.0,B. Portis,1626171.0,2.0,,,,,,,,,,,,,,
165,PT11M10.00S,2022-04-02T00:39:56.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203496,8.09789750328515,50.245098039215684,1610612746,32,38,2022-04-02T00:40:05Z,1620000,-1.0,24.0,1,left,R. Covington cutting Layup (10 PTS) (I. Hartenstein 2 AST),"[203496, 1628392]",1610612746.0,LAC,cutting,,,Covington,R. Covington,,,,,2.36,Made,10.0,I. Hartenstein,1628392.0,2.0,,,,,,,,,,,,,,
167,PT10M54.00S,2022-04-02T00:40:11.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203648,90.09526938239159,50.98039215686274,1610612749,32,38,2022-04-02T00:40:16Z,1640000,5.0,41.0,1,right,MISS T. Antetokounmpo Layup - blocked,"[203648, 1629875]",1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,4.09,Missed,,,,,,,,,,,,,,,Moon,1629875.0,,
168,PT10M54.00S,2022-04-02T00:40:11.6Z,2,REGULAR,block,,[],1629875,,,1610612749,32,38,2022-04-02T00:40:14Z,1650000,,,0,,X. Moon BLOCK (1 BLK),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M50.00S,2022-04-02T00:40:15.6Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,32,38,2022-04-02T00:40:16Z,1660000,,,0,,B. Portis REBOUND (Off:2 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,167.0,3.0,1.0,2.0,,,,,
170,PT10M48.00S,2022-04-02T00:40:17.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628975,73.40670170827858,13.725490196078432,1610612749,35,38,2022-04-02T00:40:28Z,1670000,-181.0,197.0,1,right,J. Carter 26' 3PT  (5 PTS) (B. Portis 3 AST),"[1628975, 1626171]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,26.82,Made,5.0,B. Portis,1626171.0,3.0,,,,,,,,,,,,,,
172,PT10M33.00S,2022-04-02T00:40:32.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,7.703679369250986,48.77450980392157,1610612746,35,40,2022-04-02T00:40:54Z,1690000,6.0,20.0,1,left,L. Kennard driving Layup (7 PTS) (I. Hartenstein 3 AST),"[1628379, 1628392]",1610612746.0,LAC,driving,,,Kennard,L. Kennard,,,,,2.08,Made,7.0,I. Hartenstein,1628392.0,3.0,,,,,,,,,,,,,,
174,PT10M17.00S,2022-04-02T00:40:48.6Z,2,REGULAR,2pt,Jump Shot,[],1626171,93.64323258869908,22.058823529411764,1610612749,37,40,2022-04-02T00:40:58Z,1710000,-140.0,7.0,1,right,B. Portis 13' step back Jump Shot (12 PTS) (P. Connaughton 2 AST),"[1626171, 1626192]",1610612749.0,MIL,step back,,,Portis,B. Portis,,,,,13.99,Made,12.0,P. Connaughton,1626192.0,2.0,,,,,,,,,,,,,,
176,PT10M05.00S,2022-04-02T00:41:01.0Z,2,REGULAR,3pt,Jump Shot,[],1628392,33.459264126149804,34.31372549019608,1610612746,37,43,2022-04-02T00:41:07Z,1730000,78.0,262.0,1,left,I. Hartenstein 27' 3PT  (8 PTS) (X. Moon 1 AST),"[1628392, 1629875]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,27.35,Made,8.0,X. Moon,1629875.0,1.0,,,,,,,,,,,,,,
178,PT09M53.00S,2022-04-02T00:41:13.3Z,2,REGULAR,3pt,Jump Shot,[],1626192,67.36202365308804,17.647058823529413,1610612749,40,43,2022-04-02T00:41:19Z,1750000,-162.0,254.0,1,right,P. Connaughton 30' 3PT  (5 PTS) (J. Carter 5 AST),"[1626192, 1628975]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,30.14,Made,5.0,J. Carter,1628975.0,5.0,,,,,,,,,,,,,,
180,PT09M36.00S,2022-04-02T00:41:30.6Z,2,REGULAR,turnover,lost ball,[],1628392,,,1610612746,40,43,2022-04-02T00:41:39Z,1770000,,,0,,I. Hartenstein lost ball TURNOVER (1 TO),"[1628392, 1626171]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,1.0,,,Portis,1626171.0
181,PT09M36.00S,2022-04-02T00:41:30.6Z,2,REGULAR,steal,,[],1626171,,,1610612749,40,43,2022-04-02T00:41:33Z,1780000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M31.00S,2022-04-02T00:41:35.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629670,93.38042049934296,52.20588235294118,1610612749,42,43,2022-04-02T00:41:44Z,1790000,11.0,10.0,1,right,J. Nwora running Layup (14 PTS) (J. Carter 6 AST),"[1629670, 1628975]",1610612749.0,MIL,running,,,Nwora,J. Nwora,,,,,1.47,Made,14.0,J. Carter,1628975.0,6.0,,,,,,,,,,,,,,
183,PT09M30.00S,2022-04-02T00:41:44.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,42,43,2022-04-02T00:41:44Z,1800000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M09.00S,2022-04-02T00:44:58.8Z,2,REGULAR,3pt,Jump Shot,[],203918,32.933639947437584,72.30392156862744,1610612746,42,46,2022-04-02T00:45:03Z,1810000,-112.0,257.0,1,left,R. Hood 28' 3PT pullup (5 PTS),[203918],1610612746.0,LAC,pullup,,,Hood,R. Hood,,,,,28.02,Made,5.0,,,,,,,,,,,,,,,,,
