actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
364,PT10M05.00S,2022-04-02T01:25:32.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629611,92.59198423127464,52.69607843137255,1610612746,65,81,2022-04-02T01:25:43Z,3590000,13.0,17.0,1,right,T. Mann driving DUNK (15 PTS),[1629611],1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,2.18,Made,15.0,,,,,,,,,,,,,,,,,
365,PT10M05.00S,2022-04-02T01:25:40.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,65,81,2022-04-02T01:25:40Z,3600000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT09M46.00S,2022-04-02T01:28:51.6Z,3,REGULAR,3pt,Jump Shot,[],1626171,34.641918528252305,40.931372549019606,1610612749,65,81,2022-04-02T01:28:56Z,3610000,45.0,273.0,1,left,MISS B. Portis 27' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,27.68,Missed,,,,,,,,,,,,,,,,,,
367,PT09M43.00S,2022-04-02T01:28:54.6Z,3,REGULAR,rebound,defensive,[],203496,,,1610612746,65,81,2022-04-02T01:28:56Z,3620000,,,0,,R. Covington REBOUND (Off:0 Def:6),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,366.0,6.0,6.0,0.0,,,,,
368,PT09M34.00S,2022-04-02T01:29:04.1Z,3,REGULAR,3pt,Jump Shot,[],203496,93.24901445466492,3.431372549019608,1610612746,65,84,2022-04-02T01:29:10Z,3630000,-233.0,11.0,1,right,R. Covington 3PT  (13 PTS) (I. Zubac 4 AST),"[203496, 1627826]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,23.31,Made,13.0,I. Zubac,1627826.0,4.0,,,,,,,,,,,,,,
370,PT09M24.00S,2022-04-02T01:29:14.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628975,8.623521681997373,47.30392156862745,1610612749,65,84,2022-04-02T01:29:18Z,3650000,13.0,29.0,1,left,MISS J. Carter driving Layup - blocked,"[1628975, 1627826]",1610612749.0,MIL,driving,,,Carter,J. Carter,,,,,3.16,Missed,,,,,,,,,,,,,,,Zubac,1627826.0,,
371,PT09M24.00S,2022-04-02T01:29:14.0Z,3,REGULAR,block,,[],1627826,,,1610612749,65,84,2022-04-02T01:29:16Z,3660000,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
372,PT09M21.00S,2022-04-02T01:29:17.0Z,3,REGULAR,rebound,defensive,[],203496,,,1610612746,65,84,2022-04-02T01:29:18Z,3670000,,,0,,R. Covington REBOUND (Off:0 Def:7),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,370.0,7.0,7.0,0.0,,,,,
373,PT09M19.00S,2022-04-02T01:29:19.5Z,3,REGULAR,turnover,bad pass,[],1629611,,,1610612746,65,84,2022-04-02T01:29:32Z,3680000,,,0,,T. Mann bad pass TURNOVER (3 TO),"[1629611, 1626192]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,3.0,,,Connaughton,1626192.0
374,PT09M19.00S,2022-04-02T01:29:19.5Z,3,REGULAR,steal,,[],1626192,,,1610612749,65,84,2022-04-02T01:29:22Z,3690000,,,0,,P. Connaughton STEAL (2 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
375,PT09M14.00S,2022-04-02T01:29:23.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628975,7.30946123521682,50.49019607843137,1610612749,67,84,2022-04-02T01:29:39Z,3700000,-2.0,16.0,1,left,J. Carter running reverse Layup (11 PTS) (P. Connaughton 4 AST),"[1628975, 1626192]",1610612749.0,MIL,running reverse,,,Carter,J. Carter,,,,,1.64,Made,11.0,P. Connaughton,1626192.0,4.0,,,,,,,,,,,,,,
377,PT08M52.00S,2022-04-02T01:29:45.2Z,3,REGULAR,3pt,Jump Shot,[],1629611,67.62483574244416,62.99019607843137,1610612746,67,87,2022-04-02T01:29:49Z,3720000,65.0,252.0,1,right,T. Mann 26' 3PT  (18 PTS) (A. Coffey 4 AST),"[1629611, 1629599]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,26.01,Made,18.0,A. Coffey,1629599.0,4.0,,,,,,,,,,,,,,
379,PT08M36.00S,2022-04-02T01:30:01.3Z,3,REGULAR,3pt,Jump Shot,[],1626192,29.6484888304862,75.49019607843137,1610612749,67,87,2022-04-02T01:30:06Z,3740000,-127.0,226.0,1,left,MISS P. Connaughton 25' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,
380,PT08M34.00S,2022-04-02T01:30:03.3Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,67,87,2022-04-02T01:30:06Z,3750000,,,0,,T. Mann REBOUND (Off:1 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,379.0,3.0,2.0,1.0,,,,,
381,PT08M28.00S,2022-04-02T01:30:09.8Z,3,REGULAR,3pt,Jump Shot,[],1628379,68.01905387647832,27.696078431372552,1610612746,67,87,2022-04-02T01:30:16Z,3760000,-112.0,248.0,1,right,MISS L. Kennard 27' pullup 3PT,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,27.2,Missed,,,,,,,,,,,,,,,,,,
382,PT08M26.00S,2022-04-02T01:30:11.8Z,3,REGULAR,rebound,defensive,[],201586,,,1610612749,67,87,2022-04-02T01:30:16Z,3770000,,,0,,S. Ibaka REBOUND (Off:1 Def:2),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,381.0,3.0,2.0,1.0,,,,,
383,PT08M15.00S,2022-04-02T01:30:24.4Z,3,REGULAR,2pt,Jump Shot,[],1626171,8.14717477003942,91.93474264705883,1610612749,69,87,2022-04-02T01:35:15Z,3780000,-210.0,24.0,1,left,B. Portis 21' Jump Shot (23 PTS) (P. Connaughton 5 AST),"[1626171, 1626192]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,21.11,Made,23.0,P. Connaughton,1626192.0,5.0,,,,,,,,,,,,,,
385,PT07M53.00S,2022-04-02T01:30:44.6Z,3,REGULAR,3pt,Jump Shot,[],203496,67.62483574244416,68.38235294117648,1610612746,69,90,2022-04-02T01:30:49Z,3800000,92.0,252.0,1,right,R. Covington 26' 3PT  (16 PTS) (T. Mann 3 AST),"[203496, 1629611]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,26.8,Made,16.0,T. Mann,1629611.0,3.0,,,,,,,,,,,,,,
387,PT07M44.00S,2022-04-02T01:30:56.8Z,3,REGULAR,turnover,out-of-bounds,[],1629670,,,1610612749,69,90,2022-04-02T01:31:04Z,3820000,,,0,,J. Nwora lost ball out-of-bounds TURNOVER (3 TO),[1629670],1610612749.0,MIL,lost ball,,,Nwora,J. Nwora,,,,,,,,,,,2882.0,,,,,,,,,3.0,,,,
388,PT07M30.00S,2022-04-02T01:31:19.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628379,89.30683311432325,64.95098039215686,1610612746,69,92,2022-04-02T01:31:24Z,3830000,75.0,48.0,1,right,L. Kennard 8' driving floating bank Jump Shot (22 PTS),[1628379],1610612746.0,LAC,driving floating bank,,,Kennard,L. Kennard,,,,,8.89,Made,22.0,,,,,,,,,,,,,,,,,
389,PT07M16.00S,2022-04-02T01:31:33.0Z,3,REGULAR,3pt,Jump Shot,[],1628975,32.013797634691194,28.186274509803923,1610612749,72,92,2022-04-02T01:31:38Z,3840000,109.0,248.0,1,left,J. Carter 27' 3PT pullup (14 PTS),[1628975],1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,27.13,Made,14.0,,,,,,,,,,,,,,,,,
390,PT07M16.00S,2022-04-02T01:31:41.3Z,3,REGULAR,foul,technical,['1freethrow'],1371,,,1610612746,72,92,2022-04-02T01:31:57Z,3850000,,,0,,TEAM foul technical,[1371],1610612749.0,MIL,,,,,,,,,,,,,,,,1363.0,,,,,,,,,,,,,
391,PT07M16.00S,2022-04-02T01:32:00.8Z,3,REGULAR,freethrow,1 of 1,[],1628379,,,1610612746,72,93,2022-04-02T01:32:00Z,3860000,,,0,,L. Kennard technical Free Throw 1 of 1 (23 PTS),[1628379],1610612746.0,LAC,technical,,,Kennard,L. Kennard,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
392,PT07M16.00S,2022-04-02T01:32:05.7Z,3,REGULAR,substitution,out,[],1626192,,,1610612746,72,93,2022-04-02T01:32:19Z,3870000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M16.00S,2022-04-02T01:32:05.7Z,3,REGULAR,substitution,in,[],201588,,,1610612746,72,93,2022-04-02T01:32:19Z,3880000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M08.00S,2022-04-02T01:32:34.9Z,3,REGULAR,foul,personal,[],1628975,,,1610612746,72,93,2022-04-02T01:32:41Z,3890000,,,0,,J. Carter personal FOUL (1 PF),"[1628975, 1629611]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,2882.0,1.0,0.0,Mann,1629611.0,,,,,,,,,
396,PT06M58.00S,2022-04-02T01:32:52.3Z,3,REGULAR,3pt,Jump Shot,[],203496,78.66294349540078,6.372549019607843,1610612746,72,96,2022-04-02T01:32:57Z,3910000,-218.0,148.0,1,right,R. Covington 26' 3PT  (19 PTS) (L. Kennard 3 AST),"[203496, 1628379]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,26.36,Made,19.0,L. Kennard,1628379.0,3.0,,,,,,,,,,,,,,
398,PT06M47.00S,2022-04-02T01:33:08.3Z,3,REGULAR,foul,personal,[],1629599,,,1610612749,72,96,2022-04-02T01:33:32Z,3930000,,,0,,A. Coffey personal FOUL (2 PF),"[1629599, 1628975]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,2882.0,2.0,0.0,Carter,1628975.0,,,,,,,,,
400,PT06M47.00S,2022-04-02T01:33:16.3Z,3,REGULAR,substitution,out,[],1626171,,,1610612749,72,96,2022-04-02T01:33:21Z,3950000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M47.00S,2022-04-02T01:33:16.3Z,3,REGULAR,substitution,in,[],1629623,,,1610612749,72,96,2022-04-02T01:33:21Z,3960000,,,0,,SUB in: L. Wigginton,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M40.00S,2022-04-02T01:33:40.8Z,3,REGULAR,turnover,out-of-bounds,[],201588,,,1610612749,72,96,2022-04-02T01:33:47Z,3970000,,,0,,G. Hill bad pass out-of-bounds TURNOVER (2 TO),[201588],1610612749.0,MIL,bad pass,,,Hill,G. Hill,,,,,,,,,,,2882.0,,,,,,,,,2.0,,,,
403,PT06M24.00S,2022-04-02T01:34:05.5Z,3,REGULAR,foul,personal,['2freethrow'],201586,,,1610612746,72,96,2022-04-02T01:37:23Z,3980000,,,0,,S. Ibaka shooting personal FOUL (4 PF) (Zubac 2 FT),"[201586, 1627826]",1610612749.0,MIL,shooting,,,Ibaka,S. Ibaka,,,,,,,,,,,2882.0,4.0,0.0,Zubac,1627826.0,,,,,,,,,
405,PT06M24.00S,2022-04-02T01:34:22.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,72,96,2022-04-02T01:34:22Z,4000000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M24.00S,2022-04-02T01:37:24.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627826,,,1610612746,72,96,2022-04-02T01:37:39Z,4010000,,,0,,MISS I. Zubac Free Throw 1 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Missed,,,,,,,,,,,,,,,,,,
407,PT06M24.00S,2022-04-02T01:37:24.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,72,96,2022-04-02T01:37:39Z,4020000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,406.0,,,,,,,,
408,PT06M24.00S,2022-04-02T01:37:24.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627826,,,1610612746,72,96,2022-04-02T01:37:39Z,4030000,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Missed,,,,,,,,,,,,,,,,,,
409,PT06M21.00S,2022-04-02T01:37:27.7Z,3,REGULAR,rebound,defensive,[],201586,,,1610612749,72,96,2022-04-02T01:37:39Z,4040000,,,0,,S. Ibaka REBOUND (Off:1 Def:3),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,408.0,4.0,3.0,1.0,,,,,
410,PT06M09.00S,2022-04-02T01:37:51.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201588,16.4257555847569,41.93857230392157,1610612749,72,96,2022-04-02T01:38:13Z,4050000,40.0,102.0,1,left,MISS G. Hill 10' driving floating Shot,[201588],1610612749.0,MIL,driving floating,,,Hill,G. Hill,,,,,10.96,Missed,,,,,,,,,,,,,,,,,,
411,PT06M08.00S,2022-04-02T01:37:52.0Z,3,REGULAR,rebound,offensive,[],1629670,,,1610612749,72,96,2022-04-02T01:38:13Z,4060000,,,0,,J. Nwora REBOUND (Off:2 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,410.0,3.0,1.0,2.0,,,,,
412,PT06M08.00S,2022-04-02T01:37:54.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629670,6.258212877792378,51.71568627450981,1610612749,74,96,2022-04-02T01:38:05Z,4070000,-9.0,6.0,1,left,J. Nwora putback Layup (18 PTS),[1629670],1610612749.0,MIL,putback,,,Nwora,J. Nwora,,,,,1.07,Made,18.0,,,,,,,,,,,,,,,,,
413,PT06M08.00S,2022-04-02T01:37:59.2Z,3,REGULAR,foul,personal,['1freethrow'],203496,,,1610612749,74,96,2022-04-02T01:38:11Z,4080000,,,0,,R. Covington shooting personal FOUL (3 PF) (Nwora 1 FT),"[203496, 1629670]",1610612746.0,LAC,shooting,,,Covington,R. Covington,,,,,,,,,,,2882.0,3.0,0.0,Nwora,1629670.0,,,,,,,,,
415,PT06M08.00S,2022-04-02T01:38:15.4Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629670,,,1610612749,75,96,2022-04-02T01:38:15Z,4100000,,,0,,J. Nwora Free Throw 1 of 1 (19 PTS),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
416,PT05M52.00S,2022-04-02T01:38:32.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,93.51182654402102,51.225490196078425,1610612746,75,98,2022-04-02T01:38:37Z,4110000,6.0,8.0,1,right,I. Zubac DUNK (9 PTS) (T. Mann 4 AST),"[1627826, 1629611]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,1.05,Made,9.0,T. Mann,1629611.0,4.0,,,,,,,,,,,,,,
418,PT05M40.00S,2022-04-02T01:38:44.1Z,3,REGULAR,3pt,Jump Shot,[],201586,30.962549277266753,26.225490196078432,1610612749,78,98,2022-04-02T01:38:48Z,4130000,119.0,239.0,1,left,S. Ibaka 26' 3PT  (5 PTS) (G. Hill 4 AST),"[201586, 201588]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,26.65,Made,5.0,G. Hill,201588.0,4.0,,,,,,,,,,,,,,
420,PT05M13.00S,2022-04-02T01:39:11.4Z,3,REGULAR,3pt,Jump Shot,[],1628379,69.07030223390277,75.49019607843137,1610612746,78,98,2022-04-02T01:39:17Z,4150000,127.0,238.0,1,right,MISS L. Kennard 27' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,27.02,Missed,,,,,,,,,,,,,,,,,,
421,PT05M08.00S,2022-04-02T01:39:16.7Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,78,98,2022-04-02T01:39:16Z,4160000,,,0,,I. Zubac REBOUND (Off:2 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,420.0,3.0,1.0,2.0,,,,,
422,PT05M08.00S,2022-04-02T01:39:16.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,78,100,2022-04-02T01:39:16Z,4170000,0.0,0.0,1,right,I. Zubac tip Layup (11 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,0.0,Made,11.0,,,,,,,,,,,,,,,,,
423,PT04M50.00S,2022-04-02T01:39:34.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201586,13.091327201051248,38.23529411764706,1610612749,80,100,2022-04-02T01:39:38Z,4180000,59.0,71.0,1,left,S. Ibaka 9' turnaround Hook (7 PTS) (G. Hill 5 AST),"[201586, 201588]",1610612749.0,MIL,turnaround,,,Ibaka,S. Ibaka,,,,,9.19,Made,7.0,G. Hill,201588.0,5.0,,,,,,,,,,,,,,
425,PT04M31.00S,2022-04-02T01:39:53.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203496,93.38042049934296,50.245098039215684,1610612746,80,100,2022-04-02T01:40:03Z,4200000,1.0,10.0,1,right,MISS R. Covington cutting DUNK - blocked,"[203496, 1629670]",1610612746.0,LAC,cutting,,,Covington,R. Covington,,,,,0.98,Missed,,,,,,,,,,,,,,,Nwora,1629670.0,,
442,PT04M31.00S,2022-04-02T01:39:53.0Z,3,REGULAR,block,,[],1629670,,,1610612746,80,100,2022-04-02T01:41:37Z,4205000,,,0,,J. Nwora BLOCK (1 BLK),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M28.00S,2022-04-02T01:39:56.0Z,3,REGULAR,rebound,defensive,[],1628975,,,1610612749,80,100,2022-04-02T01:41:37Z,4210000,,,0,,J. Carter REBOUND (Off:0 Def:2),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,425.0,2.0,2.0,0.0,,,,,
427,PT04M24.00S,2022-04-02T01:40:01.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629670,28.07161629434954,11.029411764705882,1610612749,80,100,2022-04-02T01:43:23Z,4220000,195.0,211.0,1,left,MISS J. Nwora 28' running 3PT,[1629670],1610612749.0,MIL,running,,,Nwora,J. Nwora,,,,,28.75,Missed,,,,,,,,,,,,,,,,,,
428,PT04M23.00S,2022-04-02T01:40:02.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612746,80,100,2022-04-02T01:44:18Z,4230000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,427.0,,,,,,,,
429,PT04M23.00S,2022-04-02T01:40:08.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,80,100,2022-04-02T01:44:00Z,4240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M23.00S,2022-04-02T01:40:13.4Z,3,REGULAR,substitution,out,[],1627826,,,1610612746,80,100,2022-04-02T01:40:20Z,4250000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M23.00S,2022-04-02T01:40:13.4Z,3,REGULAR,substitution,in,[],1628392,,,1610612746,80,100,2022-04-02T01:40:20Z,4260000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M11.00S,2022-04-02T01:40:31.8Z,3,REGULAR,3pt,Jump Shot,[],1629599,81.94809461235218,95.34313725490196,1610612746,80,100,2022-04-02T01:40:40Z,4270000,227.0,117.0,1,right,MISS A. Coffey 25' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,
433,PT04M08.00S,2022-04-02T01:40:34.8Z,3,REGULAR,rebound,defensive,[],201588,,,1610612749,80,100,2022-04-02T01:40:40Z,4280000,,,0,,G. Hill REBOUND (Off:1 Def:3),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,432.0,4.0,3.0,1.0,,,,,
434,PT04M03.00S,2022-04-02T01:40:40.1Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",201588,10.200394218134035,49.26470588235294,1610612749,82,100,2022-04-02T01:45:37Z,4290000,4.0,43.0,1,left,G. Hill running Jump Shot (4 PTS),[201588],1610612749.0,MIL,running,,,Hill,G. Hill,,,,,4.36,Made,4.0,,,,,,,,,,,,,,,,,
435,PT03M45.00S,2022-04-02T01:40:58.4Z,3,REGULAR,3pt,Jump Shot,[],203496,76.2976346911958,7.8431372549019605,1610612746,82,103,2022-04-02T01:41:02Z,4300000,-211.0,170.0,1,right,R. Covington 27' 3PT  (22 PTS) (L. Kennard 4 AST),"[203496, 1628379]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,27.1,Made,22.0,L. Kennard,1628379.0,4.0,,,,,,,,,,,,,,
437,PT03M32.00S,2022-04-02T01:41:12.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201588,8.492115637319317,45.588235294117645,1610612749,82,103,2022-04-02T01:41:18Z,4320000,22.0,27.0,1,left,MISS G. Hill driving finger roll Layup - blocked,"[201588, 1628392]",1610612749.0,MIL,driving finger roll,,,Hill,G. Hill,,,,,3.51,Missed,,,,,,,,,,,,,,,Hartenstein,1628392.0,,
438,PT03M32.00S,2022-04-02T01:41:12.0Z,3,REGULAR,block,,[],1628392,,,1610612749,82,103,2022-04-02T01:41:15Z,4330000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M28.00S,2022-04-02T01:41:16.0Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612746,82,103,2022-04-02T01:41:18Z,4340000,,,0,,L. Kennard REBOUND (Off:0 Def:4),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,437.0,4.0,4.0,0.0,,,,,
440,PT03M26.00S,2022-04-02T01:41:17.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629599,94.56307490144546,50.0,1610612746,82,105,2022-04-02T01:41:26Z,4350000,0.0,-1.0,1,right,A. Coffey running reverse Layup (18 PTS) (L. Kennard 5 AST),"[1629599, 1628379]",1610612746.0,LAC,running reverse,,,Coffey,A. Coffey,,,,,0.14,Made,18.0,L. Kennard,1628379.0,5.0,,,,,,,,,,,,,,
443,PT03M12.00S,2022-04-02T01:41:34.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628392,,,1610612749,82,105,2022-04-02T01:42:03Z,4370000,,,0,,I. Hartenstein shooting personal FOUL (2 PF) (Nwora 2 FT),"[1628392, 1629670]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,,,,1363.0,2.0,0.0,Nwora,1629670.0,,,,,,,,,
445,PT03M12.00S,2022-04-02T01:41:59.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612749,82,105,2022-04-02T01:41:59Z,4390000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M12.00S,2022-04-02T01:42:06.9Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612749,82,105,2022-04-02T02:08:44Z,4400000,,,0,,,[],1610612746.0,LAC,stands,,,,,,,,,,,,,,,2882.0,,,,,,,,,,,,,
447,PT03M12.00S,2022-04-02T01:44:21.1Z,3,REGULAR,substitution,out,[],1628975,,,1610612749,82,105,2022-04-02T01:44:38Z,4410000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M12.00S,2022-04-02T01:44:21.1Z,3,REGULAR,substitution,out,[],201586,,,1610612749,82,105,2022-04-02T01:44:38Z,4420000,,,0,,SUB out: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M12.00S,2022-04-02T01:44:21.1Z,3,REGULAR,substitution,in,[],1626171,,,1610612749,82,105,2022-04-02T01:44:38Z,4430000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M12.00S,2022-04-02T01:44:21.1Z,3,REGULAR,substitution,in,[],203648,,,1610612749,82,105,2022-04-02T01:44:38Z,4440000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M12.00S,2022-04-02T01:44:43.8Z,3,REGULAR,freethrow,1 of 2,[],1629670,,,1610612749,83,105,2022-04-02T01:44:43Z,4450000,,,0,,J. Nwora Free Throw 1 of 2 (20 PTS),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
452,PT03M12.00S,2022-04-02T01:44:55.7Z,3,REGULAR,freethrow,2 of 2,[],1629670,,,1610612749,84,105,2022-04-02T01:44:55Z,4460000,,,0,,J. Nwora Free Throw 2 of 2 (21 PTS),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
453,PT02M50.00S,2022-04-02T01:45:19.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,92.59198423127464,51.225490196078425,1610612746,84,105,2022-04-02T01:45:29Z,4470000,6.0,17.0,1,right,MISS T. Mann driving Layup,[1629611],1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,1.82,Missed,,,,,,,,,,,,,,,,,,
