actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
91,PT05M43.00S,2022-01-20T01:26:38.8Z,1,REGULAR,jumpball,recovered,[],1629001,,,1610612749,17,15,2022-01-20T01:26:38Z,900000,,,0,,Jump Ball S. Adams vs. G. Antetokounmpo: Tip to D. Melton,"[1629001, 203500, 203507]",1610612763.0,MEM,heldball,D. Melton,1629001.0,Melton,D. Melton,Adams,203500.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,,,,,,
94,PT05M43.00S,2022-01-20T01:26:38.8Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,17,15,2022-01-20T01:27:45Z,930000,,,0,,G. Antetokounmpo lost ball TURNOVER (2 TO),"[203507, 203500]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,2.0,Adams,203500.0,
190,PT05M43.00S,2022-01-20T01:26:38.8Z,1,REGULAR,steal,,[],203500,,,1610612763,17,15,2022-01-20T01:40:46Z,940000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M38.00S,2022-01-20T01:26:43.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629001,32.670827858081466,34.068627450980394,1610612763,17,15,2022-01-20T01:27:08Z,950000,80.0,255.0,1,left,MISS D. Melton 26' pullup 3PT,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,,
97,PT05M32.00S,2022-01-20T01:26:49.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,17,15,2022-01-20T01:26:52Z,960000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,96.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
98,PT05M20.00S,2022-01-20T01:27:02.9Z,1,REGULAR,3pt,Jump Shot,[],203507,69.85873850197109,81.37254901960785,1610612749,20,15,2022-01-20T01:27:07Z,970000,157.0,231.0,1,right,G. Antetokounmpo 27' 3PT  (11 PTS) (G. Hill 1 AST),"[203507, 201588]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,27.91,Made,,,11.0,G. Hill,201588.0,1.0,,,,,,,,,,,,,
100,PT05M04.00S,2022-01-20T01:27:21.1Z,1,REGULAR,foul,personal,['2freethrow'],201588,,,1610612763,20,15,2022-01-20T01:27:40Z,990000,,,0,,G. Hill shooting personal FOUL (1 PF) (Morant 2 FT),"[201588, 1629630]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,,,,1148.0,,,,,1.0,0.0,Morant,1629630.0,,,,,,,,,
102,PT05M04.00S,2022-01-20T01:27:46.3Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,20,16,2022-01-20T01:27:46Z,1010000,,,0,,J. Morant Free Throw 1 of 2 (7 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,7.0,,,,,,,,,,,,,,,,
103,PT05M04.00S,2022-01-20T01:27:48.9Z,1,REGULAR,substitution,out,[],201588,,,1610612763,20,16,2022-01-20T01:28:13Z,1020000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M04.00S,2022-01-20T01:27:48.9Z,1,REGULAR,substitution,out,[],203507,,,1610612763,20,16,2022-01-20T01:28:13Z,1030000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M04.00S,2022-01-20T01:27:48.9Z,1,REGULAR,substitution,out,[],203500,,,1610612763,20,16,2022-01-20T01:28:13Z,1040000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M04.00S,2022-01-20T01:27:48.9Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,20,16,2022-01-20T01:28:13Z,1050000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M04.00S,2022-01-20T01:27:48.9Z,1,REGULAR,substitution,in,[],201950,,,1610612763,20,16,2022-01-20T01:28:13Z,1060000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT05M04.00S,2022-01-20T01:27:48.9Z,1,REGULAR,substitution,in,[],203114,,,1610612763,20,16,2022-01-20T01:28:13Z,1070000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT05M04.00S,2022-01-20T01:27:48.9Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,20,16,2022-01-20T01:28:13Z,1080000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT05M04.00S,2022-01-20T01:27:48.9Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,20,16,2022-01-20T01:28:13Z,1090000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT05M04.00S,2022-01-20T01:28:14.7Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,20,17,2022-01-20T01:28:14Z,1100000,,,0,,J. Morant Free Throw 2 of 2 (8 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,8.0,,,,,,,,,,,,,,,,
112,PT04M44.00S,2022-01-20T01:28:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,80.23981603153744,48.03921568627451,1610612749,20,17,2022-01-20T01:28:40Z,1110000,-10.0,133.0,1,right,MISS B. Portis 13' Layup - blocked,"[1626171, 1629634]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,13.36,Missed,,,,,,,,,,,,,,Clarke,1629634.0,,,,
113,PT04M44.00S,2022-01-20T01:28:32.9Z,1,REGULAR,block,,[],1629634,,,1610612749,20,17,2022-01-20T01:28:36Z,1120000,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M40.00S,2022-01-20T01:28:36.9Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,20,17,2022-01-20T01:28:40Z,1130000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,112.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
115,PT04M38.00S,2022-01-20T01:28:38.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629001,7.178055190538765,49.754901960784316,1610612763,20,19,2022-01-20T01:28:45Z,1140000,1.0,15.0,1,left,D. Melton running Layup (2 PTS) (B. Clarke 1 AST),"[1629001, 1629634]",1610612763.0,MEM,running,,,Melton,D. Melton,,,,,1.5,Made,,,2.0,B. Clarke,1629634.0,1.0,,,,,,,,,,,,,
117,PT04M27.00S,2022-01-20T01:28:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.77463863337714,54.41176470588235,1610612749,20,19,2022-01-20T01:28:54Z,1160000,22.0,6.0,1,right,MISS J. Holiday cutting Layup,[201950],1610612749.0,MIL,cutting,,,Holiday,J. Holiday,,,,,2.29,Missed,,,,,,,,,,,,,,,,,,,
118,PT04M22.00S,2022-01-20T01:28:54.1Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,20,19,2022-01-20T01:28:54Z,1170000,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,117.0,,,,,,,,,,3.0,2.0,1.0,,,,,,
119,PT04M22.00S,2022-01-20T01:28:54.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,94.40999984741211,50.0,1610612749,22,19,2022-01-20T01:28:54Z,1180000,0.0,0.0,1,right,B. Portis tip Layup (7 PTS),[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,0.0,Made,,,7.0,,,,,,,,,,,,,,,,
120,PT04M19.00S,2022-01-20T01:28:58.1Z,1,REGULAR,3pt,Jump Shot,[],1629001,31.750985545335087,73.0392156862745,1610612763,22,19,2022-01-20T01:29:08Z,1190000,-115.0,246.0,1,left,MISS D. Melton 27' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,27.16,Missed,,,,,,,,,,,,,,,,,,,
121,PT04M12.00S,2022-01-20T01:29:05.1Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,22,19,2022-01-20T01:29:08Z,1200000,,,0,,S. Aldama REBOUND (Off:1 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,120.0,,,,,,,,,,1.0,0.0,1.0,,,,,,
122,PT04M12.00S,2022-01-20T01:29:04.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630583,5.590000152587891,50.0,1610612763,22,21,2022-01-20T01:29:04Z,1210000,0.0,0.0,1,left,S. Aldama tip DUNK (2 PTS),[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,0.0,Made,,,2.0,,,,,,,,,,,,,,,,
123,PT04M06.00S,2022-01-20T01:29:11.2Z,1,REGULAR,3pt,Jump Shot,[],1626171,89.43823915900131,96.56862745098039,1610612749,22,21,2022-01-20T01:29:16Z,1220000,233.0,47.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,23.75,Missed,,,,,,,,,,,,,,,,,,,
124,PT04M02.00S,2022-01-20T01:29:15.2Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,22,21,2022-01-20T01:29:16Z,1230000,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,123.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
125,PT03M55.00S,2022-01-20T01:29:21.7Z,1,REGULAR,3pt,Jump Shot,[],1629634,8.492115637319317,2.696078431372549,1610612763,22,21,2022-01-20T01:29:31Z,1240000,237.0,27.0,1,left,MISS B. Clarke 3PT,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,23.81,Missed,,,,,,,,,,,,,,,,,,,
126,PT03M53.00S,2022-01-20T01:29:23.7Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,22,21,2022-01-20T01:29:31Z,1250000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,125.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
127,PT03M49.00S,2022-01-20T01:29:28.2Z,1,REGULAR,turnover,lost ball,[],201950,,,1610612749,22,21,2022-01-20T01:29:39Z,1260000,,,0,,J. Holiday lost ball TURNOVER (1 TO),"[201950, 1629634]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,1.0,Clarke,1629634.0,
128,PT03M49.00S,2022-01-20T01:29:28.2Z,1,REGULAR,steal,,[],1629634,,,1610612763,22,21,2022-01-20T01:29:30Z,1270000,,,0,,B. Clarke STEAL (1 STL),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M44.00S,2022-01-20T01:29:33.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630583,8.623521681997373,51.71568627450981,1610612763,22,23,2022-01-20T01:29:48Z,1280000,-9.0,29.0,1,left,S. Aldama running Layup (4 PTS),[1630583],1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,2.99,Made,,,4.0,,,,,,,,,,,,,,,,
131,PT03M44.00S,2022-01-20T01:29:41.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,22,23,2022-01-20T01:29:41Z,1300000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M44.00S,2022-01-20T01:31:59.6Z,1,REGULAR,substitution,out,[],1630533,,,1610612749,22,23,2022-01-20T01:32:21Z,1310000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M44.00S,2022-01-20T01:31:59.6Z,1,REGULAR,substitution,in,[],1629633,,,1610612749,22,23,2022-01-20T01:32:21Z,1320000,,,0,,SUB in: J. Culver,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M23.00S,2022-01-20T01:32:49.1Z,1,REGULAR,3pt,Jump Shot,[],1628978,69.46452036793693,75.0,1610612749,22,23,2022-01-20T01:32:57Z,1330000,125.0,235.0,1,right,MISS D. DiVincenzo 26' 3PT,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
135,PT03M15.00S,2022-01-20T01:32:56.3Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,22,23,2022-01-20T01:32:56Z,1340000,,,0,,B. Portis REBOUND (Off:2 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,134.0,,,,,,,,,,4.0,2.0,2.0,,,,,,
136,PT03M15.00S,2022-01-20T01:32:56.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,94.40999984741211,50.0,1610612749,24,23,2022-01-20T01:35:10Z,1350000,0.0,0.0,1,right,B. Portis putback Layup (9 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,0.0,Made,,,9.0,,,,,,,,,,,,,,,,
137,PT03M08.00S,2022-01-20T01:33:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,11.251642575558476,43.627450980392155,1610612763,24,25,2022-01-20T01:33:09Z,1360000,32.0,53.0,1,left,B. Clarke 6' floating Jump Shot (2 PTS) (J. Culver 1 AST),"[1629634, 1629633]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,6.21,Made,,,2.0,J. Culver,1629633.0,1.0,,,,,,,,,,,,,
139,PT02M57.00S,2022-01-20T01:33:14.8Z,1,REGULAR,turnover,lost ball,[],201950,,,1610612749,24,25,2022-01-20T01:33:22Z,1380000,,,0,,J. Holiday lost ball TURNOVER (2 TO),"[201950, 1629001]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,2.0,Melton,1629001.0,
140,PT02M57.00S,2022-01-20T01:33:14.8Z,1,REGULAR,steal,,[],1629001,,,1610612763,24,25,2022-01-20T01:33:17Z,1390000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M51.00S,2022-01-20T01:33:20.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629630,28.203022339027594,20.588235294117645,1610612763,24,28,2022-01-20T01:33:27Z,1400000,147.0,213.0,1,left,J. Morant 25' 3PT running (11 PTS) (J. Culver 2 AST),"[1629630, 1629633]",1610612763.0,MEM,running,,,Morant,J. Morant,,,,,25.85,Made,,,11.0,J. Culver,1629633.0,2.0,,,,,,,,,,,,,
143,PT02M27.00S,2022-01-20T01:33:44.6Z,1,REGULAR,3pt,Jump Shot,[],1626192,95.3515111695138,96.07843137254902,1610612749,27,28,2022-01-20T01:33:49Z,1420000,230.0,-9.0,1,right,P. Connaughton 3PT  (3 PTS) (K. Middleton 2 AST),"[1626192, 203114]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,23.06,Made,,,3.0,K. Middleton,203114.0,2.0,,,,,,,,,,,,,
145,PT02M13.00S,2022-01-20T01:34:03.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,27,28,2022-01-20T01:34:03Z,1440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M13.00S,2022-01-20T01:34:05.6Z,1,REGULAR,substitution,out,[],1626171,,,1610612763,27,28,2022-01-20T01:34:17Z,1450000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M13.00S,2022-01-20T01:34:05.6Z,1,REGULAR,substitution,out,[],203114,,,1610612763,27,28,2022-01-20T01:34:17Z,1460000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M13.00S,2022-01-20T01:34:05.6Z,1,REGULAR,substitution,in,[],203507,,,1610612763,27,28,2022-01-20T01:34:17Z,1470000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M13.00S,2022-01-20T01:34:05.6Z,1,REGULAR,substitution,in,[],202083,,,1610612763,27,28,2022-01-20T01:34:17Z,1480000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M04.00S,2022-01-20T01:34:32.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,16.63929040735874,47.549019607843135,1610612763,27,30,2022-01-20T01:34:38Z,1490000,12.0,104.0,1,left,B. Clarke 10' driving floating Jump Shot (4 PTS) (J. Morant 3 AST),"[1629634, 1629630]",1610612763.0,MEM,driving floating,,,Clarke,B. Clarke,,,,,10.46,Made,,,4.0,J. Morant,1629630.0,3.0,,,,,,,,,,,,,
152,PT01M49.00S,2022-01-20T01:34:49.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,87.59855453350855,36.029411764705884,1610612749,27,30,2022-01-20T01:34:55Z,1510000,-70.0,64.0,1,right,MISS J. Holiday 9' driving floating Shot - blocked,"[201950, 1629634]",1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,9.48,Missed,,,,,,,,,,,,,,Clarke,1629634.0,,,,
153,PT01M49.00S,2022-01-20T01:34:49.3Z,1,REGULAR,block,,[],1629634,,,1610612749,27,30,2022-01-20T01:34:52Z,1520000,,,0,,B. Clarke BLOCK (2 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M49.00S,2022-01-20T01:34:49.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,27,30,2022-01-20T01:41:26Z,1530000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,
156,PT01M36.00S,2022-01-20T01:35:15.2Z,1,REGULAR,3pt,Jump Shot,[],1629001,30.56833114323259,73.2843137254902,1610612763,27,30,2022-01-20T01:35:22Z,1550000,-116.0,235.0,1,left,MISS D. Melton 26' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,,
157,PT01M30.00S,2022-01-20T01:35:21.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,27,30,2022-01-20T01:35:22Z,1560000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,156.0,,,,,,,,,,4.0,4.0,0.0,,,,,,
158,PT01M27.00S,2022-01-20T01:35:24.4Z,1,REGULAR,3pt,Jump Shot,[],201950,66.70499342969777,42.8921568627451,1610612749,30,30,2022-01-20T01:35:35Z,1570000,-36.0,260.0,1,right,J. Holiday 26' 3PT  (3 PTS) (G. Antetokounmpo 3 AST),"[201950, 203507]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,26.29,Made,,,3.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,,,
160,PT01M14.00S,2022-01-20T01:35:37.4Z,1,REGULAR,3pt,Jump Shot,[],1629630,32.276609724047304,62.5,1610612763,30,30,2022-01-20T01:35:42Z,1590000,-62.0,251.0,1,left,MISS J. Morant 25' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
161,PT01M11.00S,2022-01-20T01:35:40.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,30,30,2022-01-20T01:35:42Z,1600000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,160.0,,,,,,,,,,5.0,5.0,0.0,,,,,,
162,PT01M03.00S,2022-01-20T01:35:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,90.3580814717477,56.127450980392155,1610612749,32,30,2022-01-20T01:35:52Z,1610000,31.0,38.0,1,right,G. Antetokounmpo driving Layup (13 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,4.89,Made,,,13.0,,,,,,,,,,,,,,,,
163,PT00M50.00S,2022-01-20T01:36:02.3Z,1,REGULAR,3pt,Jump Shot,[],1630583,35.8245729303548,50.245098039215684,1610612763,32,30,2022-01-20T01:36:17Z,1620000,-1.0,284.0,1,left,MISS S. Aldama 28' pullup bank 3PT,[1630583],1610612763.0,MEM,pullup bank,,,Aldama,S. Aldama,,,,,28.43,Missed,,,,,,,,,,,,,,,,,,,
164,PT00M47.00S,2022-01-20T01:36:05.3Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612749,32,30,2022-01-20T01:36:17Z,1630000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,163.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
165,PT00M41.90S,2022-01-20T01:36:12.9Z,1,REGULAR,foul,personal,[],1629001,,,1610612749,32,30,2022-01-20T01:36:22Z,1640000,,,0,,D. Melton personal FOUL (1 PF),"[1629001, 1628978]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,101283.0,,,,,1.0,0.0,DiVincenzo,1628978.0,,,,,,,,,
167,PT00M41.90S,2022-01-20T01:36:24.2Z,1,REGULAR,substitution,out,[],1629001,,,1610612749,32,30,2022-01-20T01:36:37Z,1660000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M41.90S,2022-01-20T01:36:24.2Z,1,REGULAR,substitution,out,[],1629630,,,1610612749,32,30,2022-01-20T01:36:37Z,1670000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M41.90S,2022-01-20T01:36:24.2Z,1,REGULAR,substitution,in,[],1628991,,,1610612749,32,30,2022-01-20T01:36:37Z,1680000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M41.90S,2022-01-20T01:36:24.2Z,1,REGULAR,substitution,in,[],1629723,,,1610612749,32,30,2022-01-20T01:36:37Z,1690000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M36.50S,2022-01-20T01:36:38.8Z,1,REGULAR,3pt,Jump Shot,[],203507,66.83639947437582,34.80392156862745,1610612749,32,30,2022-01-20T01:36:46Z,1700000,-76.0,259.0,1,right,MISS G. Antetokounmpo 27' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,,
172,PT00M34.10S,2022-01-20T01:36:41.3Z,1,REGULAR,rebound,offensive,[],1628978,,,1610612749,32,30,2022-01-20T01:36:41Z,1710000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:1),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,171.0,,,,,,,,,,2.0,1.0,1.0,,,,,,
173,PT00M30.40S,2022-01-20T01:36:45.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626192,91.40932982917214,51.470588235294116,1610612749,34,30,2022-01-20T01:36:51Z,1720000,7.0,28.0,1,right,P. Connaughton driving Layup (5 PTS) (W. Matthews 1 AST),"[1626192, 202083]",1610612749.0,MIL,driving,,,Connaughton,P. Connaughton,,,,,2.93,Made,,,5.0,W. Matthews,202083.0,1.0,,,,,,,,,,,,,
175,PT00M15.40S,2022-01-20T01:37:04.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,7.5722733245729295,54.90196078431373,1610612763,34,30,2022-01-20T01:37:13Z,1740000,-25.0,19.0,1,left,MISS J. Jackson Jr. driving bank Hook,[1628991],1610612763.0,MEM,driving bank,,,Jackson Jr.,J. Jackson Jr.,,,,,3.08,Missed,,,,,,,,,,,,,,,,,,,
176,PT00M12.60S,2022-01-20T01:37:07.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,34,30,2022-01-20T01:37:07Z,1750000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,175.0,,,,,,,,,,6.0,6.0,0.0,,,,,,
177,PT00M03.30S,2022-01-20T01:37:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.19776609724047,48.77450980392157,1610612749,36,30,2022-01-20T01:37:22Z,1760000,-6.0,21.0,1,right,G. Antetokounmpo driving finger roll Layup (15 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,2.17,Made,,,15.0,,,,,,,,,,,,,,,,
178,PT00M00.00S,2022-01-20T01:37:27.8Z,1,REGULAR,3pt,Jump Shot,[],1629723,46.0742444152431,44.6078431372549,1610612763,36,30,2022-01-20T01:37:37Z,1770000,27.0,381.0,1,left,MISS J. Konchar 38' pullup bank 3PT,[1629723],1610612763.0,MEM,pullup bank,,,Konchar,J. Konchar,,,,,38.16,Missed,,,,,,,,,,,,,,,,,,,
179,PT00M00.00S,2022-01-20T01:37:27.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,36,30,2022-01-20T01:37:37Z,1780000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,,,,
