actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
360,PT01M20.00S,2022-01-20T02:06:27.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201950,93.9060446780552,50.0,1610612749,57,42,2022-01-20T02:10:05Z,3540000,0.0,5.0,1,right,J. Holiday running DUNK (5 PTS) (G. Antetokounmpo 5 AST),"[201950, 203507]",1610612749.0,MIL,running,,,Holiday,J. Holiday,,,,,0.48,Made,,,5.0,G. Antetokounmpo,203507.0,5.0,,,,,,,,,,,,,
362,PT01M12.00S,2022-01-20T02:06:37.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629634,7.5722733245729295,48.529411764705884,1610612763,57,44,2022-01-20T02:10:47Z,3560000,7.0,19.0,1,left,B. Clarke DUNK (10 PTS) (J. Morant 7 AST),"[1629634, 1629630]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,2.01,Made,,,10.0,J. Morant,1629630.0,7.0,,,,,,,,,,,,,
365,PT00M59.50S,2022-01-20T02:06:51.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,94.40999984741211,50.0,1610612749,59,44,2022-01-20T02:12:13Z,3590000,0.0,0.0,1,right,G. Antetokounmpo driving DUNK (17 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,0.0,Made,,,17.0,,,,,,,,,,,,,,,,
366,PT00M37.00S,2022-01-20T02:07:08.6Z,2,REGULAR,3pt,Jump Shot,[],1629630,41.606438896189225,72.05882352941177,1610612763,59,47,2022-01-20T02:07:17Z,3600000,-110.0,339.0,1,left,J. Morant 35' 3PT  (16 PTS) (J. Konchar 2 AST),"[1629630, 1629723]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,35.61,Made,,,16.0,J. Konchar,1629723.0,2.0,,,,,,,,,,,,,
367,PT00M34.10S,2022-01-20T02:07:28.8Z,2,REGULAR,foul,offensive,[],203507,,,1610612749,59,47,2022-01-20T02:07:39Z,3610000,,,0,,G. Antetokounmpo charge offensive FOUL (3 PF),"[203507, 203500]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,1148.0,,,,,3.0,0.0,Adams,203500.0,,,,,,,,,
369,PT00M34.10S,2022-01-20T02:07:28.8Z,2,REGULAR,turnover,offensive foul,[],203507,,,1610612749,59,47,2022-01-20T02:07:28Z,3630000,,,0,,G. Antetokounmpo offensive foul TURNOVER (4 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,1148.0,,,,,,,,,,,,,,4.0,,,
370,PT00M34.10S,2022-01-20T02:07:40.2Z,2,REGULAR,substitution,out,[],203507,,,1610612763,59,47,2022-01-20T02:08:06Z,3640000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT00M34.10S,2022-01-20T02:07:40.2Z,2,REGULAR,substitution,in,[],1626171,,,1610612763,59,47,2022-01-20T02:08:06Z,3650000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT00M15.50S,2022-01-20T02:08:07.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630583,12.565703022339028,2.2058823529411766,1610612763,59,47,2022-01-20T02:08:12Z,3660000,239.0,66.0,1,left,MISS S. Aldama 24' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,,
373,PT00M11.40S,2022-01-20T02:08:11.5Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,59,47,2022-01-20T02:08:11Z,3670000,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,372.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
374,PT00M02.50S,2022-01-20T02:08:25.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629630,,,1610612749,59,47,2022-01-20T02:08:34Z,3680000,,,0,,J. Morant personal FOUL (1 PF) (Holiday 2 FT),"[1629630, 201950]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,101283.0,,,,,1.0,0.0,Holiday,201950.0,,,,,,,,,
376,PT00M02.50S,2022-01-20T02:09:02.0Z,2,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,60,47,2022-01-20T02:09:02Z,3700000,,,0,,J. Holiday Free Throw 1 of 2 (6 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,,,6.0,,,,,,,,,,,,,,,,
377,PT00M02.50S,2022-01-20T02:09:16.7Z,2,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,61,47,2022-01-20T02:09:16Z,3710000,,,0,,J. Holiday Free Throw 2 of 2 (7 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,,,7.0,,,,,,,,,,,,,,,,
378,PT00M00.00S,2022-01-20T02:09:48.0Z,2,REGULAR,period,end,[],0,,,1610612763,61,47,2022-01-20T02:09:48Z,3720000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT12M00.00S,2022-01-20T02:24:30.7Z,3,REGULAR,substitution,out,['startperiod'],1628978,,,1610612763,61,47,2022-01-20T02:24:52Z,3730000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT12M00.00S,2022-01-20T02:24:30.7Z,3,REGULAR,substitution,out,['startperiod'],201950,,,1610612763,61,47,2022-01-20T02:24:52Z,3740000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT12M00.00S,2022-01-20T02:24:30.7Z,3,REGULAR,substitution,out,['startperiod'],202083,,,1610612763,61,47,2022-01-20T02:24:52Z,3750000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT12M00.00S,2022-01-20T02:24:30.7Z,3,REGULAR,substitution,out,['startperiod'],1626192,,,1610612763,61,47,2022-01-20T02:24:52Z,3760000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT12M00.00S,2022-01-20T02:24:30.7Z,3,REGULAR,substitution,out,['startperiod'],1630583,,,1610612763,61,47,2022-01-20T02:24:52Z,3770000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT12M00.00S,2022-01-20T02:24:30.7Z,3,REGULAR,substitution,out,['startperiod'],1629634,,,1610612763,61,47,2022-01-20T02:24:52Z,3780000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT12M00.00S,2022-01-20T02:24:30.7Z,3,REGULAR,substitution,in,['startperiod'],1628960,,,1610612763,61,47,2022-01-20T02:24:52Z,3790000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT12M00.00S,2022-01-20T02:24:30.7Z,3,REGULAR,substitution,in,['startperiod'],201588,,,1610612763,61,47,2022-01-20T02:24:52Z,3800000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT12M00.00S,2022-01-20T02:24:30.7Z,3,REGULAR,substitution,in,['startperiod'],203114,,,1610612763,61,47,2022-01-20T02:24:52Z,3810000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT12M00.00S,2022-01-20T02:24:30.7Z,3,REGULAR,substitution,in,['startperiod'],203507,,,1610612763,61,47,2022-01-20T02:24:52Z,3820000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT12M00.00S,2022-01-20T02:24:30.7Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,61,47,2022-01-20T02:24:52Z,3830000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT12M00.00S,2022-01-20T02:24:30.7Z,3,REGULAR,substitution,in,['startperiod'],1630533,,,1610612763,61,47,2022-01-20T02:24:52Z,3840000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT12M00.00S,2022-01-20T02:24:47.1Z,3,REGULAR,period,start,[],0,,,1610612749,61,47,2022-01-20T02:24:53Z,3850000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT11M46.00S,2022-01-20T02:24:59.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,5.601182654402102,50.245098039215684,1610612749,63,47,2022-01-20T02:25:05Z,3860000,-1.0,0.0,1,left,G. Allen driving Layup (7 PTS) (G. Antetokounmpo 6 AST),"[1628960, 203507]",1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,0.12,Made,,,7.0,G. Antetokounmpo,203507.0,6.0,,,,,,,,,,,,,
399,PT11M23.00S,2022-01-20T02:25:22.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.9862023653088,55.14705882352941,1610612763,63,49,2022-01-20T02:25:27Z,3880000,26.0,13.0,1,right,J. Jackson Jr. driving Layup (4 PTS) (J. Morant 8 AST),"[1628991, 1629630]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,2.9,Made,,,4.0,J. Morant,1629630.0,8.0,,,,,,,,,,,,,
401,PT11M15.00S,2022-01-20T02:25:30.9Z,3,REGULAR,3pt,Jump Shot,[],203507,30.56833114323259,75.73529411764706,1610612749,63,49,2022-01-20T02:25:46Z,3900000,-129.0,235.0,1,left,MISS G. Antetokounmpo 26' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,,
402,PT11M15.00S,2022-01-20T02:25:30.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,63,49,2022-01-20T02:25:36Z,3910000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,401.0,,,,,,,,,,,,,,,,,,
403,PT11M15.00S,2022-01-20T02:25:36.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,63,49,2022-01-20T02:25:36Z,3920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT11M06.00S,2022-01-20T02:25:51.2Z,3,REGULAR,turnover,bad pass,[],1629630,,,1610612763,63,49,2022-01-20T02:25:57Z,3930000,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 203507]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,1.0,Antetokounmpo,203507.0,
405,PT11M06.00S,2022-01-20T02:25:51.2Z,3,REGULAR,steal,,[],203507,,,1610612749,63,49,2022-01-20T02:25:53Z,3940000,,,0,,G. Antetokounmpo STEAL (2 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT11M00.00S,2022-01-20T02:25:55.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,7.966491458607096,50.245098039215684,1610612749,65,49,2022-01-20T02:26:05Z,3950000,-1.0,22.0,1,left,G. Antetokounmpo running Layup (19 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,2.24,Made,,,19.0,,,,,,,,,,,,,,,,
407,PT10M46.00S,2022-01-20T02:26:11.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203500,92.72339027595268,50.49019607843137,1610612763,65,49,2022-01-20T02:27:12Z,3960000,2.0,16.0,1,right,MISS S. Adams cutting Layup,[203500],1610612763.0,MEM,cutting,,,Adams,S. Adams,,,,,1.61,Missed,,,,,,,,,,,,,,,,,,,
408,PT10M44.00S,2022-01-20T02:26:13.8Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,65,49,2022-01-20T02:27:12Z,3970000,,,0,,S. Adams REBOUND (Off:4 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,407.0,,,,,,,,,,6.0,2.0,4.0,,,,,,
409,PT10M44.00S,2022-01-20T02:26:16.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203500,94.40999984741211,50.0,1610612763,65,51,2022-01-20T02:27:19Z,3980000,0.0,0.0,1,right,S. Adams tip Layup (2 PTS),[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,0.0,Made,,,2.0,,,,,,,,,,,,,,,,
410,PT10M37.00S,2022-01-20T02:26:30.1Z,3,REGULAR,violation,kicked ball,[],1630533,,,1610612749,65,51,2022-01-20T02:26:49Z,3990000,,,0,,Z. Williams kicked ball VIOLATION,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,202035.0,,,,,,,,,,,,,,,,,
411,PT10M27.00S,2022-01-20T02:26:41.6Z,3,REGULAR,3pt,Jump Shot,[],1628960,32.276609724047304,64.2156862745098,1610612749,65,51,2022-01-20T02:26:45Z,4000000,-71.0,251.0,1,left,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,,
412,PT10M24.00S,2022-01-20T02:26:44.6Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612763,65,51,2022-01-20T02:26:45Z,4010000,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,411.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
413,PT10M14.00S,2022-01-20T02:26:54.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,84.70762155059133,48.03921568627451,1610612763,65,53,2022-01-20T02:27:00Z,4020000,-10.0,91.0,1,right,J. Morant 9' floating Jump Shot (18 PTS),[1629630],1610612763.0,MEM,floating,,,Morant,J. Morant,,,,,9.17,Made,,,18.0,,,,,,,,,,,,,,,,
414,PT10M05.00S,2022-01-20T02:27:07.3Z,3,REGULAR,foul,personal,['2freethrow'],203500,,,1610612749,65,53,2022-01-20T02:27:19Z,4030000,,,0,,S. Adams shooting personal FOUL (2 PF) (Allen 2 FT),"[203500, 1628960]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,,,,101283.0,,,,,2.0,0.0,Allen,1628960.0,,,,,,,,,
416,PT10M05.00S,2022-01-20T02:27:32.8Z,3,REGULAR,freethrow,1 of 2,[],1628960,,,1610612749,66,53,2022-01-20T02:27:32Z,4050000,,,0,,G. Allen Free Throw 1 of 2 (8 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,Made,,,8.0,,,,,,,,,,,,,,,,
417,PT10M05.00S,2022-01-20T02:27:46.4Z,3,REGULAR,freethrow,2 of 2,[],1628960,,,1610612749,67,53,2022-01-20T02:27:46Z,4060000,,,0,,G. Allen Free Throw 2 of 2 (9 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,Made,,,9.0,,,,,,,,,,,,,,,,
418,PT09M49.00S,2022-01-20T02:28:03.0Z,3,REGULAR,2pt,Jump Shot,[],1629630,78.9257555847569,47.794117647058826,1610612763,67,55,2022-01-20T02:28:08Z,4070000,-11.0,146.0,1,right,J. Morant 14' pullup Jump Shot (20 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,14.6,Made,,,20.0,,,,,,,,,,,,,,,,
419,PT09M41.00S,2022-01-20T02:28:12.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,17.69053876478318,34.55882352941176,1610612749,69,55,2022-01-20T02:29:01Z,4080000,77.0,114.0,1,left,K. Middleton 13' driving floating Jump Shot (7 PTS),[203114],1610612749.0,MIL,driving floating,,,Middleton,K. Middleton,,,,,13.75,Made,,,7.0,,,,,,,,,,,,,,,,
420,PT09M26.00S,2022-01-20T02:28:26.0Z,3,REGULAR,3pt,Jump Shot,[],1628991,70.77858081471747,78.18627450980392,1610612763,69,55,2022-01-20T02:28:37Z,4090000,141.0,222.0,1,right,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,,
421,PT09M23.00S,2022-01-20T02:28:29.0Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,69,55,2022-01-20T02:28:37Z,4100000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,420.0,,,,,,,,,,9.0,8.0,1.0,,,,,,
422,PT09M20.00S,2022-01-20T02:28:35.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",201588,7.703679369250986,48.77450980392157,1610612749,71,55,2022-01-20T02:28:53Z,4110000,6.0,20.0,1,left,G. Hill cutting Layup (10 PTS) (G. Antetokounmpo 7 AST),"[201588, 203507]",1610612749.0,MIL,cutting,,,Hill,G. Hill,,,,,2.08,Made,,,10.0,G. Antetokounmpo,203507.0,7.0,,,,,,,,,,,,,
424,PT09M20.00S,2022-01-20T02:28:38.7Z,3,REGULAR,violation,defensive goaltending,[],1628991,,,1610612749,71,55,2022-01-20T02:28:53Z,4130000,,,0,,J. Jackson Jr. defensive goaltending VIOLATION,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,1148.0,,,,,,,,,,,,,,,,,
425,PT09M06.00S,2022-01-20T02:28:58.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203500,92.72339027595268,44.36274509803921,1610612763,71,57,2022-01-20T02:30:03Z,4140000,-28.0,16.0,1,right,S. Adams turnaround Jump Shot (4 PTS),[203500],1610612763.0,MEM,turnaround,,,Adams,S. Adams,,,,,3.24,Made,,,4.0,,,,,,,,,,,,,,,,
426,PT08M46.00S,2022-01-20T02:29:16.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.652431011826544,49.01960784313725,1610612749,73,57,2022-01-20T02:29:22Z,4150000,5.0,10.0,1,left,G. Antetokounmpo cutting Layup (21 PTS) (K. Middleton 4 AST),"[203507, 203114]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,1.11,Made,,,21.0,K. Middleton,203114.0,4.0,,,,,,,,,,,,,
428,PT08M30.00S,2022-01-20T02:29:37.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.72339027595268,50.245098039215684,1610612763,73,59,2022-01-20T02:29:52Z,4170000,1.0,16.0,1,right,J. Jackson Jr. driving Layup (6 PTS) (J. Morant 9 AST),"[1628991, 1629630]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,1.59,Made,,,6.0,J. Morant,1629630.0,9.0,,,,,,,,,,,,,
430,PT08M30.00S,2022-01-20T02:29:41.7Z,3,REGULAR,foul,personal,['1freethrow'],203507,,,1610612763,73,59,2022-01-20T02:30:30Z,4190000,,,0,,G. Antetokounmpo shooting personal FOUL (4 PF) (Jackson Jr. 1 FT),"[203507, 1628991]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,101283.0,,,,,4.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
432,PT08M30.00S,2022-01-20T02:29:58.2Z,3,REGULAR,substitution,out,[],203507,,,1610612763,73,59,2022-01-20T02:30:28Z,4210000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT08M30.00S,2022-01-20T02:29:58.2Z,3,REGULAR,substitution,in,[],1626192,,,1610612763,73,59,2022-01-20T02:30:28Z,4220000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT08M30.00S,2022-01-20T02:30:31.1Z,3,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,73,60,2022-01-20T02:30:31Z,4230000,,,0,,J. Jackson Jr. Free Throw 1 of 1 (7 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,,,7.0,,,,,,,,,,,,,,,,
435,PT08M15.00S,2022-01-20T02:30:46.6Z,3,REGULAR,3pt,Jump Shot,[],203114,33.85348226018397,35.294117647058826,1610612749,73,60,2022-01-20T02:31:25Z,4240000,74.0,266.0,1,left,MISS K. Middleton 27' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,27.57,Missed,,,,,,,,,,,,,,,,,,,
436,PT08M12.00S,2022-01-20T02:30:49.6Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,73,60,2022-01-20T02:30:51Z,4250000,,,0,,J. Morant REBOUND (Off:1 Def:5),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,435.0,,,,,,,,,,6.0,5.0,1.0,,,,,,
437,PT08M06.00S,2022-01-20T02:30:54.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,92.59198423127464,51.470588235294116,1610612763,73,62,2022-01-20T02:31:00Z,4260000,7.0,17.0,1,right,J. Morant driving finger roll Layup (22 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,1.86,Made,,,22.0,,,,,,,,,,,,,,,,
438,PT07M50.00S,2022-01-20T02:31:10.2Z,3,REGULAR,3pt,Jump Shot,[],1626171,9.411957950065702,96.32352941176471,1610612749,76,62,2022-01-20T02:31:15Z,4270000,-232.0,36.0,1,left,B. Portis 3PT  (12 PTS) (P. Connaughton 1 AST),"[1626171, 1626192]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,23.44,Made,,,12.0,P. Connaughton,1626192.0,1.0,,,,,,,,,,,,,
440,PT07M28.00S,2022-01-20T02:31:32.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,93.24901445466492,51.470588235294116,1610612763,76,64,2022-01-20T02:31:37Z,4290000,7.0,11.0,1,right,J. Jackson Jr. Layup (9 PTS) (S. Adams 2 AST),"[1628991, 203500]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,1.33,Made,,,9.0,S. Adams,203500.0,2.0,,,,,,,,,,,,,
442,PT07M02.00S,2022-01-20T02:31:58.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203114,7.966491458607096,50.0,1610612749,78,64,2022-01-20T02:32:03Z,4310000,0.0,22.0,1,left,K. Middleton driving Layup (9 PTS) (G. Hill 4 AST),"[203114, 201588]",1610612749.0,MIL,driving,,,Middleton,K. Middleton,,,,,2.24,Made,,,9.0,G. Hill,201588.0,4.0,,,,,,,,,,,,,
444,PT06M51.00S,2022-01-20T02:32:15.6Z,3,REGULAR,foul,personal,[],1626192,,,1610612763,78,64,2022-01-20T02:32:26Z,4330000,,,0,,P. Connaughton personal FOUL (2 PF),"[1626192, 1628991]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,1148.0,,,,,2.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
446,PT06M51.00S,2022-01-20T02:32:28.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,78,64,2022-01-20T02:32:28Z,4350000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT06M51.00S,2022-01-20T02:35:08.9Z,3,REGULAR,substitution,out,[],1629723,,,1610612763,78,64,2022-01-20T02:35:25Z,4360000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT06M51.00S,2022-01-20T02:35:08.9Z,3,REGULAR,substitution,in,[],1629001,,,1610612763,78,64,2022-01-20T02:35:25Z,4370000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT06M41.00S,2022-01-20T02:35:42.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,85.62746386333771,35.049019607843135,1610612763,78,66,2022-01-20T02:36:26Z,4380000,-75.0,83.0,1,right,J. Jackson Jr. 11' turnaround Jump Shot (11 PTS) (J. Morant 10 AST),"[1628991, 1629630]",1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,11.14,Made,,,11.0,J. Morant,1629630.0,10.0,,,,,,,,,,,,,
451,PT06M25.00S,2022-01-20T02:35:58.3Z,3,REGULAR,2pt,Jump Shot,[],203114,5.601182654402102,77.94117647058823,1610612749,80,66,2022-01-20T02:36:15Z,4400000,-140.0,0.0,1,left,K. Middleton 13' Jump Shot (11 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,13.97,Made,,,11.0,,,,,,,,,,,,,,,,
452,PT06M25.00S,2022-01-20T02:36:01.7Z,3,REGULAR,foul,personal,['1freethrow'],1629630,,,1610612749,80,66,2022-01-20T02:36:14Z,4410000,,,0,,J. Morant shooting personal FOUL (2 PF) (Middleton 1 FT),"[1629630, 203114]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,,,,1148.0,,,,,2.0,0.0,Middleton,203114.0,,,,,,,,,
454,PT06M25.00S,2022-01-20T02:36:31.6Z,3,REGULAR,freethrow,1 of 1,[],203114,,,1610612749,81,66,2022-01-20T02:36:31Z,4430000,,,0,,K. Middleton Free Throw 1 of 1 (12 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,12.0,,,,,,,,,,,,,,,,
455,PT06M11.00S,2022-01-20T02:36:46.4Z,3,REGULAR,2pt,Jump Shot,[],203500,92.72339027595268,76.22549019607843,1610612763,81,66,2022-01-20T02:36:55Z,4440000,131.0,16.0,1,right,MISS S. Adams 13' floating Shot,[203500],1610612763.0,MEM,floating,,,Adams,S. Adams,,,,,13.21,Missed,,,,,,,,,,,,,,,,,,,
