actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
89,PT04M44.00S,2021-11-06T00:01:22.7Z,1,REGULAR,substitution,out,[],202689,,,1610612752,22,9,2021-11-06T00:02:21Z,870000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M44.00S,2021-11-06T00:01:22.7Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,22,9,2021-11-06T00:02:21Z,880000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M44.00S,2021-11-06T00:01:22.7Z,1,REGULAR,substitution,in,[],1628400,,,1610612752,22,9,2021-11-06T00:02:21Z,890000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M44.00S,2021-11-06T00:01:22.7Z,1,REGULAR,substitution,in,[],201565,,,1610612752,22,9,2021-11-06T00:02:21Z,900000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M44.00S,2021-11-06T00:01:22.7Z,1,REGULAR,substitution,in,[],203457,,,1610612752,22,9,2021-11-06T00:02:21Z,910000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M35.00S,2021-11-06T00:02:57.1Z,1,REGULAR,3pt,Jump Shot,[],203095,64.86530880420499,41.66666666666667,1610612752,22,9,2021-11-06T00:03:03Z,920000,-42.0,278.0,1,right,MISS E. Fournier 28' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,28.09,Missed,,,,,,,,,,,,,,,
95,PT04M32.00S,2021-11-06T00:03:00.1Z,1,REGULAR,rebound,offensive,[],203457,,,1610612752,22,9,2021-11-06T00:03:03Z,930000,,,0,,N. Noel REBOUND (Off:1 Def:0),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,94.0,1.0,0.0,1.0,,,,,,,,,,,
96,PT04M28.00S,2021-11-06T00:03:04.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201565,92.85479632063075,3.431372549019608,1610612752,22,9,2021-11-06T00:03:10Z,940000,-233.0,15.0,1,right,MISS D. Rose 3PT,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,23.33,Missed,,,,,,,,,,,,,,,
97,PT04M24.00S,2021-11-06T00:03:08.1Z,1,REGULAR,rebound,defensive,[],1628400,,,1610612749,22,9,2021-11-06T00:03:10Z,950000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,
98,PT04M16.00S,2021-11-06T00:03:16.4Z,1,REGULAR,3pt,Jump Shot,[],201950,18.347568988173457,95.83333333333334,1610612749,22,9,2021-11-06T00:03:22Z,960000,-229.0,120.0,1,left,MISS J. Holiday 25' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,25.87,Missed,,,,,,,,,,,,,,,
99,PT04M12.00S,2021-11-06T00:03:20.4Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,22,9,2021-11-06T00:03:22Z,970000,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,98.0,2.0,1.0,1.0,,,,,,,,,,,
100,PT04M12.00S,2021-11-06T00:03:20.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626171,6.783837056504599,50.73529411764706,1610612749,24,9,2021-11-06T00:03:31Z,980000,-4.0,11.0,1,left,B. Portis putback DUNK (2 PTS),[1626171],1610612749.0,MIL,putback,,,Portis,B. Portis,,,,,,,,1.19,Made,,,,,,2.0,,,,,,,,,
101,PT04M00.00S,2021-11-06T00:03:31.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201565,93.24901445466492,51.9607843137255,1610612752,24,11,2021-11-06T00:03:40Z,990000,10.0,11.0,1,right,D. Rose driving finger roll Layup (2 PTS),[201565],1610612752.0,NYK,driving finger roll,,,Rose,D. Rose,,,,,,,,1.47,Made,,,,,,2.0,,,,,,,,,
102,PT03M46.00S,2021-11-06T00:03:45.5Z,1,REGULAR,3pt,Jump Shot,[],1629670,25.969119579500656,14.950980392156863,1610612749,27,11,2021-11-06T00:03:50Z,1000000,175.0,192.0,1,left,J. Nwora 25' 3PT  (3 PTS),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,25.96,Made,,,,,,3.0,,,,,,,,,
103,PT03M21.00S,2021-11-06T00:04:09.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,65.78515111695138,40.68627450980392,1610612752,27,11,2021-11-06T00:04:15Z,1010000,-47.0,269.0,1,right,MISS R. Barrett 27' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,27.31,Missed,,,,,,,,,,,,,,,
104,PT03M18.00S,2021-11-06T00:04:12.8Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,27,11,2021-11-06T00:04:15Z,1020000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,
105,PT03M08.00S,2021-11-06T00:04:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,9.937582128777924,47.549019607843135,1610612749,27,11,2021-11-06T00:11:11Z,1030000,12.0,41.0,1,left,MISS J. Nwora finger roll Layup,[1629670],1610612749.0,MIL,finger roll,,,Nwora,J. Nwora,,,,,,,,4.27,Missed,,,,,,,,,,,,,,,
106,PT03M05.00S,2021-11-06T00:04:26.3Z,1,REGULAR,rebound,defensive,[],201565,,,1610612752,27,11,2021-11-06T00:11:11Z,1040000,,,0,,D. Rose REBOUND (Off:0 Def:1),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,
107,PT03M02.00S,2021-11-06T00:04:29.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,93.11760840998686,51.225490196078425,1610612752,27,11,2021-11-06T00:04:37Z,1050000,6.0,12.0,1,right,MISS R. Barrett running Layup - blocked,"[1629628, 1626171]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,,,,1.36,Missed,,,,,,,,,,,,,,Portis,1626171.0
108,PT03M02.00S,2021-11-06T00:04:29.2Z,1,REGULAR,block,,[],1626171,,,1610612752,27,11,2021-11-06T00:04:32Z,1060000,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M57.00S,2021-11-06T00:04:34.2Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,27,11,2021-11-06T00:04:37Z,1070000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,
110,PT02M52.00S,2021-11-06T00:04:39.8Z,1,REGULAR,3pt,Jump Shot,[],1629670,7.5722733245729295,96.07843137254902,1610612749,27,11,2021-11-06T00:04:45Z,1080000,-230.0,19.0,1,left,MISS J. Nwora 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,23.12,Missed,,,,,,,,,,,,,,,
111,PT02M49.00S,2021-11-06T00:04:42.8Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,27,11,2021-11-06T00:04:45Z,1090000,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,110.0,2.0,2.0,0.0,,,,,,,,,,,
112,PT02M44.00S,2021-11-06T00:04:47.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.9060446780552,52.450980392156865,1610612752,27,13,2021-11-06T00:04:58Z,1100000,12.0,5.0,1,right,R. Barrett driving reverse Layup (5 PTS),[1629628],1610612752.0,NYK,driving reverse,,,Barrett,R. Barrett,,,,,,,,1.32,Made,,,,,,5.0,,,,,,,,,
113,PT02M24.00S,2021-11-06T00:05:06.9Z,1,REGULAR,3pt,Jump Shot,[],1628960,11.777266754270697,96.07843137254902,1610612749,30,13,2021-11-06T00:05:11Z,1110000,-230.0,58.0,1,left,G. Allen 3PT  (14 PTS) (J. Holiday 2 AST),"[1628960, 201950]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,23.76,Made,,,,,,14.0,J. Holiday,201950.0,2.0,,,,,,
115,PT02M10.00S,2021-11-06T00:05:21.1Z,1,REGULAR,3pt,Jump Shot,[],203944,67.23061760840999,25.245098039215684,1610612752,30,13,2021-11-06T00:05:30Z,1130000,-124.0,256.0,1,right,MISS J. Randle 28' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,28.39,Missed,,,,,,,,,,,,,,,
116,PT02M10.00S,2021-11-06T00:05:21.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,30,13,2021-11-06T00:05:30Z,1140000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,
117,PT02M10.00S,2021-11-06T00:05:27.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,30,13,2021-11-06T00:05:27Z,1150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M10.00S,2021-11-06T00:05:28.5Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,30,13,2021-11-06T00:05:41Z,1160000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M10.00S,2021-11-06T00:05:28.5Z,1,REGULAR,substitution,out,[],203095,,,1610612749,30,13,2021-11-06T00:05:41Z,1170000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M10.00S,2021-11-06T00:05:28.5Z,1,REGULAR,substitution,out,[],203944,,,1610612749,30,13,2021-11-06T00:05:41Z,1180000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M10.00S,2021-11-06T00:05:28.5Z,1,REGULAR,substitution,in,[],203918,,,1610612749,30,13,2021-11-06T00:05:41Z,1190000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M10.00S,2021-11-06T00:05:28.5Z,1,REGULAR,substitution,in,[],1630167,,,1610612749,30,13,2021-11-06T00:05:41Z,1200000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M10.00S,2021-11-06T00:05:28.5Z,1,REGULAR,substitution,in,[],202692,,,1610612749,30,13,2021-11-06T00:05:41Z,1210000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M10.00S,2021-11-06T00:05:50.4Z,1,REGULAR,substitution,out,[],1629628,,,1610612749,30,13,2021-11-06T00:05:53Z,1220000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M10.00S,2021-11-06T00:05:50.4Z,1,REGULAR,substitution,in,[],1630193,,,1610612749,30,13,2021-11-06T00:05:53Z,1230000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M51.00S,2021-11-06T00:06:02.4Z,1,REGULAR,2pt,Jump Shot,[],201950,7.440867279894875,75.73529411764706,1610612749,30,13,2021-11-06T00:06:07Z,1240000,-129.0,17.0,1,left,MISS J. Holiday 12' turnaround fadeaway Shot,[201950],1610612749.0,MIL,turnaround fadeaway,,,Holiday,J. Holiday,,,,,,,,12.99,Missed,,,,,,,,,,,,,,,
127,PT01M49.00S,2021-11-06T00:06:04.4Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,30,13,2021-11-06T00:06:07Z,1250000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,
128,PT01M38.00S,2021-11-06T00:06:15.8Z,1,REGULAR,3pt,Jump Shot,[],201565,76.95466491458606,6.372549019607843,1610612752,30,13,2021-11-06T00:06:21Z,1260000,-218.0,164.0,1,right,MISS D. Rose 27' 3PT,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,27.29,Missed,,,,,,,,,,,,,,,
129,PT01M35.00S,2021-11-06T00:06:18.8Z,1,REGULAR,rebound,defensive,[],1628400,,,1610612749,30,13,2021-11-06T00:06:21Z,1270000,,,0,,S. Ojeleye REBOUND (Off:0 Def:2),[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,128.0,2.0,2.0,0.0,,,,,,,,,,,
130,PT01M24.00S,2021-11-06T00:06:29.5Z,1,REGULAR,2pt,Jump Shot,[],1626171,23.47240473061761,39.21568627450981,1610612749,30,13,2021-11-06T00:06:35Z,1280000,54.0,168.0,1,left,MISS B. Portis 17' pullup Shot,[1626171],1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,,,,17.65,Missed,,,,,,,,,,,,,,,
131,PT01M22.00S,2021-11-06T00:06:31.5Z,1,REGULAR,rebound,defensive,[],203457,,,1610612752,30,13,2021-11-06T00:06:35Z,1290000,,,0,,N. Noel REBOUND (Off:1 Def:1),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,130.0,2.0,1.0,1.0,,,,,,,,,,,
132,PT01M15.00S,2021-11-06T00:06:38.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,91.27792378449409,65.19607843137256,1610612752,30,15,2021-11-06T00:06:44Z,1300000,76.0,29.0,1,right,I. Quickley 8' driving floating bank Jump Shot (2 PTS),[1630193],1610612752.0,NYK,driving floating bank,,,Quickley,I. Quickley,,,,,,,,8.15,Made,,,,,,2.0,,,,,,,,,
133,PT01M05.00S,2021-11-06T00:06:50.4Z,1,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612749,30,15,2021-11-06T00:07:08Z,1310000,,,0,,O. Toppin shooting personal FOUL (1 PF) (Holiday 2 FT),"[1630167, 201950]",1610612752.0,NYK,shooting,,,Toppin,O. Toppin,,,,,,,,,,,,,,202053.0,,,,,1.0,0.0,Holiday,201950.0,,
135,PT01M05.00S,2021-11-06T00:07:14.3Z,1,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,31,15,2021-11-06T00:07:14Z,1330000,,,0,,J. Holiday Free Throw 1 of 2 (3 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,Made,,,,,,3.0,,,,,,,,,
136,PT01M05.00S,2021-11-06T00:07:16.5Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,31,15,2021-11-06T00:07:28Z,1340000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M05.00S,2021-11-06T00:07:16.5Z,1,REGULAR,substitution,out,[],1629670,,,1610612749,31,15,2021-11-06T00:07:28Z,1350000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M05.00S,2021-11-06T00:07:16.5Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,31,15,2021-11-06T00:07:28Z,1360000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M05.00S,2021-11-06T00:07:16.5Z,1,REGULAR,substitution,in,[],203507,,,1610612749,31,15,2021-11-06T00:07:28Z,1370000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M05.00S,2021-11-06T00:07:32.5Z,1,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,32,15,2021-11-06T00:07:32Z,1380000,,,0,,J. Holiday Free Throw 2 of 2 (4 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,Made,,,,,,4.0,,,,,,,,,
141,PT00M55.30S,2021-11-06T00:07:46.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203457,92.19776609724047,46.81372549019608,1610612752,32,17,2021-11-06T00:07:54Z,1390000,-16.0,21.0,1,right,N. Noel alley-oop DUNK (2 PTS) (D. Rose 1 AST),"[203457, 201565]",1610612752.0,NYK,alley-oop,,,Noel,N. Noel,,,,,,,,2.62,Made,,,,,,2.0,D. Rose,201565.0,1.0,,,,,,
143,PT00M53.90S,2021-11-06T00:07:53.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,32,17,2021-11-06T00:07:53Z,1410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M50.10S,2021-11-06T00:07:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.229303547963205,49.01960784313725,1610612749,34,17,2021-11-06T00:14:53Z,1420000,5.0,25.0,1,left,G. Antetokounmpo running Layup (4 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,2.54,Made,,,,,,4.0,,,,,,,,,
145,PT00M50.10S,2021-11-06T00:08:02.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203457,,,1610612749,34,17,2021-11-06T00:08:22Z,1430000,,,0,,N. Noel shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[203457, 203507]",1610612752.0,NYK,shooting,,,Noel,N. Noel,,,,,,,,,,,,,,2530.0,,,,,1.0,0.0,Antetokounmpo,203507.0,,
147,PT00M50.10S,2021-11-06T00:08:13.4Z,1,REGULAR,substitution,out,[],201950,,,1610612749,34,17,2021-11-06T00:08:20Z,1450000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M50.10S,2021-11-06T00:08:13.4Z,1,REGULAR,substitution,in,[],201588,,,1610612749,34,17,2021-11-06T00:08:20Z,1460000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M50.10S,2021-11-06T00:08:37.6Z,1,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,35,17,2021-11-06T00:08:37Z,1470000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (5 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,,,,,,5.0,,,,,,,,,
150,PT00M37.30S,2021-11-06T00:08:54.4Z,1,REGULAR,3pt,Jump Shot,[],1630193,68.54467805519053,21.323529411764707,1610612752,35,17,2021-11-06T00:08:58Z,1480000,-143.0,243.0,1,right,MISS I. Quickley 28' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,28.23,Missed,,,,,,,,,,,,,,,
151,PT00M34.40S,2021-11-06T00:08:57.3Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,35,17,2021-11-06T00:08:57Z,1490000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,
152,PT00M29.90S,2021-11-06T00:09:01.9Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203507,21.369908015768726,69.11764705882352,1610612749,35,17,2021-11-06T00:09:11Z,1500000,-96.0,148.0,1,left,MISS G. Antetokounmpo 17' running pullup Shot,[203507],1610612749.0,MIL,running pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,17.65,Missed,,,,,,,,,,,,,,,
153,PT00M27.00S,2021-11-06T00:09:04.8Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,35,17,2021-11-06T00:09:11Z,1510000,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,152.0,2.0,2.0,0.0,,,,,,,,,,,
154,PT00M07.60S,2021-11-06T00:09:25.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,92.72339027595268,51.470588235294116,1610612752,35,19,2021-11-06T00:09:32Z,1520000,7.0,16.0,1,right,O. Toppin alley-oop DUNK (2 PTS) (D. Rose 2 AST),"[1630167, 201565]",1610612752.0,NYK,alley-oop,,,Toppin,O. Toppin,,,,,,,,1.75,Made,,,,,,2.0,D. Rose,201565.0,2.0,,,,,,
156,PT00M00.40S,2021-11-06T00:09:41.3Z,1,REGULAR,3pt,Jump Shot,[],1626192,29.38567674113009,71.81372549019608,1610612749,38,19,2021-11-06T00:09:46Z,1540000,-109.0,224.0,1,left,P. Connaughton 24' 3PT  (3 PTS) (R. Hood 1 AST),"[1626192, 203918]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,24.89,Made,,,,,,3.0,R. Hood,203918.0,1.0,,,,,,
158,PT00M00.00S,2021-11-06T00:10:25.8Z,1,REGULAR,period,end,[],0,,,1610612752,38,19,2021-11-06T00:10:25Z,1560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-11-06T00:13:24.4Z,2,REGULAR,period,start,[],0,,,1610612749,38,19,2021-11-06T00:13:24Z,1570000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M54.00S,2021-11-06T00:13:33.3Z,2,REGULAR,foul,personal,[],1630193,,,1610612749,38,19,2021-11-06T00:14:02Z,1580000,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 203918]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,1199.0,,,,,1.0,0.0,Hood,203918.0,,
162,PT11M44.00S,2021-11-06T00:13:57.4Z,2,REGULAR,turnover,lost ball,[],1626192,,,1610612749,38,19,2021-11-06T00:14:42Z,1600000,,,0,,P. Connaughton lost ball TURNOVER (1 TO),"[1626192, 201565]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,1.0,Rose,201565.0,,,,,,,,,,,,,,,,,
163,PT11M44.00S,2021-11-06T00:13:57.4Z,2,REGULAR,steal,,[],201565,,,1610612752,38,19,2021-11-06T00:14:42Z,1610000,,,0,,D. Rose STEAL (1 STL),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M42.00S,2021-11-06T00:14:01.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630193,91.27792378449409,54.166666666666664,1610612752,38,19,2021-11-06T00:14:13Z,1620000,21.0,29.0,1,right,MISS I. Quickley running Layup - blocked,"[1630193, 1626192]",1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,,,,3.61,Missed,,,,,,,,,,,,,,Connaughton,1626192.0
165,PT11M42.00S,2021-11-06T00:14:01.1Z,2,REGULAR,block,,[],1626192,,,1610612752,38,19,2021-11-06T00:14:04Z,1630000,,,0,,P. Connaughton BLOCK (1 BLK),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M42.00S,2021-11-06T00:14:01.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,38,19,2021-11-06T00:14:13Z,1640000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,
167,PT11M42.00S,2021-11-06T00:14:06.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,38,19,2021-11-06T00:14:06Z,1650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M42.00S,2021-11-06T00:14:23.3Z,2,REGULAR,foul,offensive,[],203457,,,1610612752,38,19,2021-11-06T00:49:39Z,1660000,,,0,,N. Noel offensive FOUL (2 PF),"[203457, 203507]",1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,202053.0,,,,,2.0,0.0,Antetokounmpo,203507.0,,
170,PT11M42.00S,2021-11-06T00:14:23.3Z,2,REGULAR,turnover,offensive foul,[],203457,,,1610612752,38,19,2021-11-06T00:14:23Z,1680000,,,0,,N. Noel offensive foul TURNOVER (1 TO),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,1.0,,,,,,,,,202053.0,,,,,,,,,,
171,PT11M24.00S,2021-11-06T00:14:49.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203507,31.750985545335087,30.14705882352941,1610612749,38,19,2021-11-06T00:14:54Z,1690000,99.0,246.0,1,left,MISS G. Antetokounmpo 26' step back 3PT,[203507],1610612749.0,MIL,step back,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,26.53,Missed,,,,,,,,,,,,,,,
172,PT11M22.00S,2021-11-06T00:14:51.0Z,2,REGULAR,rebound,defensive,[],203457,,,1610612752,38,19,2021-11-06T00:14:54Z,1700000,,,0,,N. Noel REBOUND (Off:1 Def:2),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,171.0,3.0,2.0,1.0,,,,,,,,,,,
173,PT11M12.00S,2021-11-06T00:15:01.7Z,2,REGULAR,3pt,Jump Shot,[],1630193,66.04796320630749,43.13725490196079,1610612752,38,19,2021-11-06T00:15:08Z,1710000,-34.0,267.0,1,right,MISS I. Quickley 26' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,,,,26.88,Missed,,,,,,,,,,,,,,,
174,PT11M09.00S,2021-11-06T00:15:04.7Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,38,19,2021-11-06T00:15:08Z,1720000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,,,
