actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
622,PT04M25.00S,2022-01-29T05:29:25.8Z,4,REGULAR,3pt,Jump Shot,[],203095,36.08738501971091,43.13725490196079,1610612752,113,105,2022-01-29T05:29:32Z,6160000,34.0,287.0,1,left,E. Fournier 28' 3PT  (23 PTS) (J. Randle 3 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,28.87,Made,23.0,J. Randle,203944.0,3.0,,,,,,,,,,,,
624,PT04M03.00S,2022-01-29T05:29:47.7Z,4,REGULAR,2pt,Jump Shot,[],203507,79.05716162943496,45.83333333333333,1610612749,113,105,2022-01-29T05:30:02Z,6180000,-21.0,144.0,1,right,MISS G. Antetokounmpo 14' Jump Shot,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,14.59,Missed,,,,,,,,,,,,,,,,
625,PT04M01.00S,2022-01-29T05:29:49.7Z,4,REGULAR,rebound,offensive,[],1626192,,,1610612749,113,105,2022-01-29T05:29:49Z,6190000,,,0,,P. Connaughton REBOUND (Off:2 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,624.0,4.0,2.0,2.0,,,,,,,,
626,PT03M59.00S,2022-01-29T05:29:52.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201950,72.61826544021025,9.803921568627452,1610612749,113,105,2022-01-29T05:30:06Z,6200000,-201.0,205.0,1,right,MISS J. Holiday 28' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,28.7,Missed,,,,,,,,,,,,,,,,
627,PT03M58.00S,2022-01-29T05:29:53.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612752,113,105,2022-01-29T05:30:06Z,6210000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,626.0,,,,,,,,,,,
628,PT03M58.00S,2022-01-29T05:30:00.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612752,113,105,2022-01-29T05:30:37Z,6220000,,,0,,G. Antetokounmpo loose ball personal FOUL (4 PF) (Robinson 2 FT),"[203507, 1629011]",1610612749.0,MIL,loose ball,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,201245.0,4.0,1.0,Robinson,1629011.0,,,
631,PT03M58.00S,2022-01-29T05:30:38.3Z,4,REGULAR,freethrow,1 of 2,[],1629011,,,1610612752,113,105,2022-01-29T05:30:38Z,6240000,,,0,,MISS M. Robinson Free Throw 1 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,Missed,,,,,,,,,,,,,,,,
632,PT03M58.00S,2022-01-29T05:30:38.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,113,105,2022-01-29T05:30:38Z,6250000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,631.0,,,,,,,,,,,
633,PT03M58.00S,2022-01-29T05:31:12.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,113,105,2022-01-29T05:31:12Z,6260000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT03M58.00S,2022-01-29T05:31:59.9Z,4,REGULAR,substitution,out,[],1628978,,,1610612752,113,105,2022-01-29T05:32:19Z,6270000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT03M58.00S,2022-01-29T05:31:59.9Z,4,REGULAR,substitution,in,[],1628960,,,1610612752,113,105,2022-01-29T05:32:19Z,6280000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M58.00S,2022-01-29T05:30:38.3Z,4,REGULAR,freethrow,2 of 2,[],1629011,,,1610612752,113,105,2022-01-29T05:32:40Z,6290000,,,0,,MISS M. Robinson Free Throw 2 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,Missed,,,,,,,,,,,,,,,,
637,PT03M54.00S,2022-01-29T05:30:42.3Z,4,REGULAR,rebound,defensive,[],203114,,,1610612749,113,105,2022-01-29T05:32:40Z,6300000,,,0,,K. Middleton REBOUND (Off:1 Def:6),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,636.0,7.0,6.0,1.0,,,,,,,,
638,PT03M46.00S,2022-01-29T05:32:50.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,113,105,2022-01-29T05:32:50Z,6310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT03M42.00S,2022-01-29T05:33:07.2Z,4,REGULAR,foul,personal,[],203095,,,1610612749,113,105,2022-01-29T05:33:14Z,6320000,,,0,,E. Fournier personal FOUL (3 PF),"[203095, 1626192]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,201245.0,3.0,0.0,Connaughton,1626192.0,,,
641,PT03M37.00S,2022-01-29T05:33:38.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629011,,,1610612749,113,105,2022-01-29T05:33:54Z,6340000,,,0,,M. Robinson shooting personal FOUL (4 PF) (Antetokounmpo 2 FT),"[1629011, 203507]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,2715.0,4.0,1.0,Antetokounmpo,203507.0,,,
643,PT03M37.00S,2022-01-29T05:34:14.3Z,4,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,114,105,2022-01-29T05:34:41Z,6360000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (34 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,34.0,,,,,,,,,,,,,,,
644,PT03M37.00S,2022-01-29T05:34:14.3Z,4,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,114,105,2022-01-29T05:34:41Z,6370000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Missed,,,,,,,,,,,,,,,,
645,PT03M34.00S,2022-01-29T05:34:17.3Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,114,105,2022-01-29T05:34:41Z,6380000,,,0,,J. Randle REBOUND (Off:1 Def:9),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,644.0,10.0,9.0,1.0,,,,,,,,
646,PT03M23.00S,2022-01-29T05:34:51.6Z,4,REGULAR,3pt,Jump Shot,[],203095,31.61957950065703,30.88235294117647,1610612752,114,105,2022-01-29T05:34:57Z,6390000,96.0,245.0,1,left,MISS E. Fournier 26' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,26.27,Missed,,,,,,,,,,,,,,,,
647,PT03M20.00S,2022-01-29T05:34:54.6Z,4,REGULAR,rebound,defensive,[],1628960,,,1610612749,114,105,2022-01-29T05:34:57Z,6400000,,,0,,G. Allen REBOUND (Off:1 Def:4),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,646.0,5.0,4.0,1.0,,,,,,,,
648,PT03M04.00S,2022-01-29T05:35:10.2Z,4,REGULAR,3pt,Jump Shot,[],203507,69.33311432325887,16.666666666666664,1610612749,114,105,2022-01-29T05:35:21Z,6410000,-167.0,236.0,1,right,MISS G. Antetokounmpo 28' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,28.88,Missed,,,,,,,,,,,,,,,,
649,PT03M01.00S,2022-01-29T05:35:13.2Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,114,105,2022-01-29T05:35:21Z,6420000,,,0,,J. Randle REBOUND (Off:1 Def:10),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,648.0,11.0,10.0,1.0,,,,,,,,
650,PT02M54.00S,2022-01-29T05:35:20.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,18.873193166885677,60.5392156862745,1610612752,114,105,2022-01-29T05:35:28Z,6430000,-53.0,125.0,1,left,MISS R. Barrett 13' pullup bank Shot,[1629628],1610612752.0,NYK,pullup bank,,,Barrett,R. Barrett,,,,,,,,13.56,Missed,,,,,,,,,,,,,,,,
651,PT02M51.00S,2022-01-29T05:35:23.4Z,4,REGULAR,rebound,defensive,[],1628960,,,1610612749,114,105,2022-01-29T05:35:28Z,6440000,,,0,,G. Allen REBOUND (Off:1 Def:5),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,650.0,6.0,5.0,1.0,,,,,,,,
652,PT02M39.00S,2022-01-29T05:35:41.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,114,105,2022-01-29T05:35:41Z,6450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT02M32.00S,2022-01-29T05:36:04.7Z,4,REGULAR,3pt,Jump Shot,[],203114,87.72996057818659,2.941176470588235,1610612749,114,105,2022-01-29T05:36:11Z,6460000,-235.0,63.0,1,right,MISS K. Middleton 24' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,24.35,Missed,,,,,,,,,,,,,,,,
654,PT02M30.00S,2022-01-29T05:36:07.4Z,4,REGULAR,rebound,offensive,[],1626192,,,1610612749,114,105,2022-01-29T05:36:07Z,6470000,,,0,,P. Connaughton REBOUND (Off:3 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,653.0,5.0,2.0,3.0,,,,,,,,
655,PT02M21.00S,2022-01-29T05:36:15.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203507,68.41327201051249,62.254901960784316,1610612749,114,105,2022-01-29T05:36:22Z,6480000,61.0,244.0,1,right,MISS G. Antetokounmpo 25' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,25.2,Missed,,,,,,,,,,,,,,,,
656,PT02M17.00S,2022-01-29T05:36:19.7Z,4,REGULAR,rebound,offensive,[],1628960,,,1610612749,114,105,2022-01-29T05:36:19Z,6490000,,,0,,G. Allen REBOUND (Off:2 Def:5),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,655.0,7.0,5.0,2.0,,,,,,,,
657,PT02M14.00S,2022-01-29T05:36:25.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203095,,,1610612749,114,105,2022-01-29T05:37:03Z,6500000,,,0,,E. Fournier personal FOUL (4 PF) (Antetokounmpo 2 FT),"[203095, 203507]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,201245.0,4.0,0.0,Antetokounmpo,203507.0,,,
659,PT02M14.00S,2022-01-29T05:37:05.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203507,,,1610612749,115,105,2022-01-29T05:37:05Z,6520000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (35 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,35.0,,,,,,,,,,,,,,,
660,PT02M14.00S,2022-01-29T05:37:29.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203507,,,1610612749,116,105,2022-01-29T05:37:29Z,6530000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (36 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,36.0,,,,,,,,,,,,,,,
661,PT02M03.00S,2022-01-29T05:37:42.8Z,4,REGULAR,2pt,Jump Shot,[],203095,22.421156373193167,67.8921568627451,1610612752,116,105,2022-01-29T05:37:50Z,6540000,-89.0,158.0,1,left,MISS E. Fournier 18' Jump Shot,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,18.18,Missed,,,,,,,,,,,,,,,,
662,PT02M03.00S,2022-01-29T05:37:42.8Z,4,REGULAR,rebound,offensive,[],1629011,,,1610612752,116,105,2022-01-29T05:37:50Z,6550000,,,0,,M. Robinson REBOUND (Off:4 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,661.0,6.0,2.0,4.0,,,,,,,,
663,PT02M03.00S,2022-01-29T05:37:48.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612752,116,105,2022-01-29T05:38:04Z,6560000,,,0,,G. Antetokounmpo shooting personal FOUL (5 PF) (Robinson 2 FT),"[203507, 1629011]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,1193.0,5.0,1.0,Robinson,1629011.0,,,
665,PT02M03.00S,2022-01-29T05:38:07.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629011,,,1610612752,116,105,2022-01-29T05:38:07Z,6580000,,,0,,MISS M. Robinson Free Throw 1 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,Missed,,,,,,,,,,,,,,,,
666,PT02M03.00S,2022-01-29T05:38:07.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,116,105,2022-01-29T05:38:07Z,6590000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,665.0,,,,,,,,,,,
667,PT02M03.00S,2022-01-29T05:38:07.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629011,,,1610612752,116,105,2022-01-29T05:38:27Z,6600000,,,0,,MISS M. Robinson Free Throw 2 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,Missed,,,,,,,,,,,,,,,,
668,PT02M00.00S,2022-01-29T05:38:10.8Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,116,105,2022-01-29T05:38:27Z,6610000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:10),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,667.0,13.0,10.0,3.0,,,,,,,,
669,PT01M40.00S,2022-01-29T05:38:49.2Z,4,REGULAR,2pt,Jump Shot,[],203507,75.3777923784494,43.627450980392155,1610612749,118,105,2022-01-29T05:38:55Z,6620000,-32.0,179.0,1,right,G. Antetokounmpo 18' pullup Jump Shot (38 PTS) (J. Holiday 10 AST),"[203507, 201950]",1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,18.17,Made,38.0,J. Holiday,201950.0,10.0,,,,,,,,,,,,
671,PT01M28.00S,2022-01-29T05:39:05.7Z,4,REGULAR,3pt,Jump Shot,[],203095,28.991458607095925,18.137254901960784,1610612752,118,105,2022-01-29T05:39:11Z,6640000,159.0,220.0,1,left,MISS E. Fournier 27' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,27.16,Missed,,,,,,,,,,,,,,,,
672,PT01M23.00S,2022-01-29T05:39:10.7Z,4,REGULAR,rebound,defensive,[],201950,,,1610612749,118,105,2022-01-29T05:39:11Z,6650000,,,0,,J. Holiday REBOUND (Off:0 Def:5),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,671.0,5.0,5.0,0.0,,,,,,,,
673,PT01M08.00S,2022-01-29T05:39:25.3Z,4,REGULAR,3pt,Jump Shot,[],201950,66.96780551905388,34.068627450980394,1610612749,118,105,2022-01-29T05:39:31Z,6660000,-80.0,258.0,1,right,MISS J. Holiday 27' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,27.0,Missed,,,,,,,,,,,,,,,,
674,PT01M08.00S,2022-01-29T05:39:25.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,118,105,2022-01-29T05:39:31Z,6670000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,673.0,,,,,,,,,,,
675,PT01M08.00S,2022-01-29T05:39:29.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203095,,,1610612749,118,105,2022-01-29T05:39:49Z,6680000,,,0,,E. Fournier loose ball personal FOUL (5 PF) (Allen 2 FT),"[203095, 1628960]",1610612752.0,NYK,loose ball,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,201245.0,5.0,0.0,Allen,1628960.0,,,
677,PT01M08.00S,2022-01-29T05:39:54.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628960,,,1610612749,119,105,2022-01-29T05:39:54Z,6700000,,,0,,G. Allen Free Throw 1 of 2 (14 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
678,PT01M08.00S,2022-01-29T05:39:55.7Z,4,REGULAR,substitution,out,[],201950,,,1610612749,119,105,2022-01-29T05:40:17Z,6710000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT01M08.00S,2022-01-29T05:39:55.7Z,4,REGULAR,substitution,out,[],203114,,,1610612749,119,105,2022-01-29T05:40:17Z,6720000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT01M08.00S,2022-01-29T05:39:55.7Z,4,REGULAR,substitution,out,[],1626192,,,1610612749,119,105,2022-01-29T05:40:17Z,6730000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT01M08.00S,2022-01-29T05:39:55.7Z,4,REGULAR,substitution,out,[],203507,,,1610612749,119,105,2022-01-29T05:40:17Z,6740000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT01M08.00S,2022-01-29T05:39:55.7Z,4,REGULAR,substitution,in,[],1629670,,,1610612749,119,105,2022-01-29T05:40:17Z,6750000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT01M08.00S,2022-01-29T05:39:55.7Z,4,REGULAR,substitution,in,[],203648,,,1610612749,119,105,2022-01-29T05:40:17Z,6760000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT01M08.00S,2022-01-29T05:39:55.7Z,4,REGULAR,substitution,in,[],1629623,,,1610612749,119,105,2022-01-29T05:40:17Z,6770000,,,0,,SUB in: L. Wigginton,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT01M08.00S,2022-01-29T05:39:55.7Z,4,REGULAR,substitution,in,[],1628978,,,1610612749,119,105,2022-01-29T05:40:17Z,6780000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT01M08.00S,2022-01-29T05:40:25.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628960,,,1610612749,120,105,2022-01-29T05:40:25Z,6790000,,,0,,G. Allen Free Throw 2 of 2 (15 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
687,PT01M03.00S,2022-01-29T05:40:35.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629623,,,1610612752,120,105,2022-01-29T05:40:53Z,6800000,,,0,,L. Wigginton shooting personal FOUL (1 PF) (Barrett 2 FT),"[1629623, 1629628]",1610612749.0,MIL,shooting,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Barrett,1629628.0,,,
689,PT01M03.00S,2022-01-29T05:40:55.1Z,4,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,120,105,2022-01-29T05:40:55Z,6820000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Missed,,,,,,,,,,,,,,,,
690,PT01M03.00S,2022-01-29T05:40:55.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,120,105,2022-01-29T05:40:55Z,6830000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,689.0,,,,,,,,,,,
704,PT01M03.00S,2022-01-29T05:40:55.7Z,4,REGULAR,substitution,out,[],203944,,,1610612752,120,105,2022-01-29T05:48:54Z,6852500,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
705,PT01M03.00S,2022-01-29T05:40:55.7Z,4,REGULAR,substitution,in,[],1630167,,,1610612752,120,105,2022-01-29T05:48:54Z,6863750,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT01M03.00S,2022-01-29T05:40:56.3Z,4,REGULAR,substitution,out,[],1628960,,,1610612752,120,105,2022-01-29T05:44:03Z,6875000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT01M03.00S,2022-01-29T05:40:56.3Z,4,REGULAR,substitution,in,[],1630572,,,1610612752,120,105,2022-01-29T05:44:03Z,6877500,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT01M03.00S,2022-01-29T05:41:26.7Z,4,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,120,106,2022-01-29T05:41:26Z,6880000,,,0,,R. Barrett Free Throw 2 of 2 (23 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
696,PT00M50.80S,2022-01-29T05:41:29.7Z,4,REGULAR,3pt,Jump Shot,[],1630572,74.85216819973719,9.803921568627452,1610612749,123,106,2022-01-29T05:41:35Z,6890000,-201.0,184.0,1,right,S. Mamukelashvili 27' 3PT  (3 PTS) (D. DiVincenzo 3 AST),"[1630572, 1628978]",1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,27.24,Made,3.0,D. DiVincenzo,1628978.0,3.0,,,,,,,,,,,,
698,PT00M34.30S,2022-01-29T05:41:49.9Z,4,REGULAR,3pt,Jump Shot,[],203095,32.40801576872536,39.21568627450981,1610612752,123,106,2022-01-29T05:41:55Z,6910000,54.0,252.0,1,left,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,25.78,Missed,,,,,,,,,,,,,,,,
699,PT00M32.10S,2022-01-29T05:41:52.0Z,4,REGULAR,rebound,offensive,[],203095,,,1610612752,123,106,2022-01-29T05:41:52Z,6920000,,,0,,E. Fournier REBOUND (Off:3 Def:4),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,698.0,7.0,4.0,3.0,,,,,,,,
700,PT00M31.00S,2022-01-29T05:41:53.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203095,5.732588699080158,49.01960784313725,1610612752,123,108,2022-01-29T05:41:59Z,6930000,5.0,1.0,1,left,E. Fournier driving Layup (25 PTS),[203095],1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,,,,0.51,Made,25.0,,,,,,,,,,,,,,,
701,PT00M07.00S,2022-01-29T05:42:24.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612749,123,108,2022-01-29T05:42:42Z,6940000,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,1193.0,,,,,,,
702,PT00M00.00S,2022-01-29T05:42:50.3Z,4,REGULAR,period,end,[],0,,,1610612752,123,108,2022-01-29T05:42:50Z,6950000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,PT00M00.00S,2022-01-29T05:42:53.3Z,4,REGULAR,game,end,[],0,,,0,123,108,2022-01-29T05:42:53Z,6960000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
