actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
94,PT05M12.00S,2021-11-21T01:27:06.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,92.19776609724047,51.9607843137255,1610612749,23,14,2021-11-21T01:27:12Z,930000,10.0,21.0,1,right,G. Allen driving Layup (5 PTS),[1628960],1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,2.3,Made,,,,,,,,,,5.0,,,,,,,,,
95,PT05M12.00S,2021-11-21T01:27:13.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,23,14,2021-11-21T01:27:13Z,940000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M54.00S,2021-11-21T01:30:23.0Z,1,REGULAR,3pt,Jump Shot,[],203082,32.670827858081466,73.77450980392157,1610612753,23,14,2021-11-21T01:30:31Z,950000,-119.0,255.0,1,left,MISS T. Ross 28' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,28.1,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M50.00S,2021-11-21T01:30:27.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,23,14,2021-11-21T01:30:31Z,960000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,96.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
98,PT04M41.00S,2021-11-21T01:30:35.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,83.26215505913272,49.754901960784316,1610612749,23,14,2021-11-21T01:30:47Z,970000,-1.0,105.0,1,right,MISS J. Holiday 10' pullup Shot,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,10.48,Missed,,,,,,,,,,,,,,,,,,,
99,PT04M39.00S,2021-11-21T01:30:38.4Z,1,REGULAR,rebound,offensive,[],201950,,,1610612749,23,14,2021-11-21T01:30:38Z,980000,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,98.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
100,PT04M36.00S,2021-11-21T01:30:41.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,76.82325886990802,93.62745098039215,1610612749,23,14,2021-11-21T01:30:50Z,990000,218.0,165.0,1,right,MISS G. Allen 27' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,27.37,Missed,,,,,,,,,,,,,,,,,,,
101,PT04M33.00S,2021-11-21T01:30:44.1Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,23,14,2021-11-21T01:30:44Z,1000000,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,100.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
102,PT04M27.00S,2021-11-21T01:30:50.5Z,1,REGULAR,2pt,Jump Shot,[],1629643,23.340998685939553,58.333333333333336,1610612753,23,14,2021-11-21T01:30:54Z,1010000,-42.0,167.0,1,left,MISS C. Okeke 17' pullup Shot,[1629643],1610612753.0,ORL,pullup,,,Okeke,C. Okeke,,,,,17.2,Missed,,,,,,,,,,,,,,,,,,,
103,PT04M24.00S,2021-11-21T01:30:53.5Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,23,14,2021-11-21T01:30:54Z,1020000,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,102.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
104,PT04M18.00S,2021-11-21T01:31:04.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628964,,,1610612749,23,14,2021-11-21T01:31:34Z,1030000,,,0,,M. Bamba personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1628964, 203507]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,1151.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
106,PT04M18.00S,2021-11-21T01:31:43.7Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,24,14,2021-11-21T01:31:43Z,1050000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (9 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
107,PT04M18.00S,2021-11-21T01:31:47.6Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,24,14,2021-11-21T01:31:51Z,1060000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M18.00S,2021-11-21T01:31:47.6Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,24,14,2021-11-21T01:31:51Z,1070000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M18.00S,2021-11-21T01:31:43.7Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,24,14,2021-11-21T01:32:12Z,1080000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
110,PT04M15.00S,2021-11-21T01:31:46.7Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,24,14,2021-11-21T01:32:12Z,1090000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
111,PT04M04.00S,2021-11-21T01:32:22.4Z,1,REGULAR,2pt,Jump Shot,[],1629643,8.492115637319317,79.16666666666666,1610612753,24,14,2021-11-21T01:32:27Z,1100000,-146.0,27.0,1,left,MISS C. Okeke 14' turnaround fadeaway Shot,[1629643],1610612753.0,ORL,turnaround fadeaway,,,Okeke,C. Okeke,,,,,14.83,Missed,,,,,,,,,,,,,,,,,,,
112,PT04M02.00S,2021-11-21T01:32:24.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,24,14,2021-11-21T01:32:27Z,1110000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,111.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
113,PT03M46.00S,2021-11-21T01:32:40.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626192,92.9862023653088,52.450980392156865,1610612749,26,14,2021-11-21T01:32:46Z,1120000,12.0,13.0,1,right,P. Connaughton driving Hook (2 PTS) (G. Antetokounmpo 1 AST),"[1626192, 203507]",1610612749.0,MIL,driving,,,Connaughton,P. Connaughton,,,,,1.82,Made,,,,,,,,,,2.0,,G. Antetokounmpo,203507.0,1.0,,,,,
115,PT03M33.00S,2021-11-21T01:32:54.0Z,1,REGULAR,turnover,bad pass,[],203082,,,1610612753,26,14,2021-11-21T01:33:01Z,1140000,,,0,,T. Ross bad pass TURNOVER (1 TO),"[203082, 1626192]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,1.0,,,,Connaughton,1626192.0,,,
116,PT03M33.00S,2021-11-21T01:32:54.0Z,1,REGULAR,steal,,[],1626192,,,1610612749,26,14,2021-11-21T01:32:57Z,1150000,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M22.00S,2021-11-21T01:33:04.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,65.65374507227332,53.67647058823529,1610612749,29,14,2021-11-21T01:33:08Z,1160000,18.0,270.0,1,right,P. Connaughton 27' 3PT  (5 PTS) (J. Holiday 3 AST),"[1626192, 201950]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,27.1,Made,,,,,,,,,,5.0,,J. Holiday,201950.0,3.0,,,,,
119,PT03M07.00S,2021-11-21T01:33:19.6Z,1,REGULAR,3pt,Jump Shot,[],1628964,33.590670170827856,48.77450980392157,1610612753,29,17,2021-11-21T01:33:24Z,1180000,6.0,263.0,1,left,M. Bamba 26' 3PT  (5 PTS) (J. Suggs 2 AST),"[1628964, 1630591]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.34,Made,,,,,,,,,,5.0,,J. Suggs,1630591.0,2.0,,,,,
121,PT02M50.00S,2021-11-21T01:33:36.3Z,1,REGULAR,3pt,Jump Shot,[],1626171,69.33311432325887,21.813725490196077,1610612749,32,17,2021-11-21T01:33:40Z,1200000,-141.0,236.0,1,right,B. Portis 27' 3PT  (6 PTS) (G. Hill 1 AST),"[1626171, 201588]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,27.47,Made,,,,,,,,,,6.0,,G. Hill,201588.0,1.0,,,,,
123,PT02M40.00S,2021-11-21T01:33:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,12.828515111695138,41.42156862745098,1610612753,32,17,2021-11-21T01:33:53Z,1220000,43.0,68.0,1,left,MISS J. Suggs 8' driving Layup,[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,8.05,Missed,,,,,,,,,,,,,,,,,,,
124,PT02M37.00S,2021-11-21T01:33:50.2Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,32,17,2021-11-21T01:33:53Z,1230000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
125,PT02M27.00S,2021-11-21T01:33:59.2Z,1,REGULAR,3pt,Jump Shot,[],203507,66.5735873850197,36.029411764705884,1610612749,32,17,2021-11-21T01:34:05Z,1240000,-70.0,262.0,1,right,MISS G. Antetokounmpo 27' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,27.09,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M25.00S,2021-11-21T01:34:01.2Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,32,17,2021-11-21T01:34:05Z,1250000,,,0,,J. Suggs REBOUND (Off:0 Def:3),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,125.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
127,PT02M12.00S,2021-11-21T01:34:15.3Z,1,REGULAR,3pt,Jump Shot,[],1630591,31.09395532194481,70.58823529411765,1610612753,32,20,2021-11-21T01:34:21Z,1260000,-103.0,240.0,1,left,J. Suggs 26' 3PT  (6 PTS) (C. Okeke 1 AST),"[1630591, 1629643]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,26.09,Made,,,,,,,,,,6.0,,C. Okeke,1629643.0,1.0,,,,,
129,PT01M59.00S,2021-11-21T01:34:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.46057818659659,48.529411764705884,1610612749,32,20,2021-11-21T01:34:43Z,1280000,-7.0,18.0,1,right,MISS G. Antetokounmpo finger roll Layup,[203507],1610612749.0,MIL,finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,1.98,Missed,,,,,,,,,,,,,,,,,,,
130,PT01M59.00S,2021-11-21T01:34:27.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,32,20,2021-11-21T01:34:43Z,1290000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,129.0,,,,,,,,,,,,,,,,,,
131,PT01M59.00S,2021-11-21T01:34:35.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,32,20,2021-11-21T01:34:35Z,1300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M59.00S,2021-11-21T01:34:37.3Z,1,REGULAR,substitution,out,[],201950,,,1610612753,32,20,2021-11-21T01:35:06Z,1310000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M59.00S,2021-11-21T01:34:37.3Z,1,REGULAR,substitution,out,[],203507,,,1610612753,32,20,2021-11-21T01:35:06Z,1320000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M59.00S,2021-11-21T01:34:37.3Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,32,20,2021-11-21T01:35:06Z,1330000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M59.00S,2021-11-21T01:34:37.3Z,1,REGULAR,substitution,out,[],1628964,,,1610612753,32,20,2021-11-21T01:35:06Z,1340000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M59.00S,2021-11-21T01:34:37.3Z,1,REGULAR,substitution,out,[],203914,,,1610612753,32,20,2021-11-21T01:35:06Z,1350000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M59.00S,2021-11-21T01:34:37.3Z,1,REGULAR,substitution,in,[],203648,,,1610612753,32,20,2021-11-21T01:35:06Z,1360000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M59.00S,2021-11-21T01:34:37.3Z,1,REGULAR,substitution,in,[],203114,,,1610612753,32,20,2021-11-21T01:35:06Z,1370000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M59.00S,2021-11-21T01:34:37.3Z,1,REGULAR,substitution,in,[],1630181,,,1610612753,32,20,2021-11-21T01:35:06Z,1380000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M59.00S,2021-11-21T01:34:37.3Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,32,20,2021-11-21T01:35:06Z,1390000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M59.00S,2021-11-21T01:34:37.3Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,32,20,2021-11-21T01:35:06Z,1400000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M59.00S,2021-11-21T01:35:13.7Z,1,REGULAR,substitution,out,[],1626192,,,1610612753,32,20,2021-11-21T01:35:17Z,1410000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M59.00S,2021-11-21T01:35:13.7Z,1,REGULAR,substitution,in,[],203918,,,1610612753,32,20,2021-11-21T01:35:17Z,1420000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M44.00S,2021-11-21T01:35:19.0Z,1,REGULAR,3pt,Jump Shot,[],1630532,28.07161629434954,77.94117647058823,1610612753,32,20,2021-11-21T01:35:48Z,1430000,-140.0,211.0,1,left,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
145,PT01M37.00S,2021-11-21T01:35:26.0Z,1,REGULAR,rebound,offensive,[],1629021,,,1610612753,32,20,2021-11-21T01:35:26Z,1440000,,,0,,M. Wagner REBOUND (Off:1 Def:0),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,144.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
146,PT01M37.00S,2021-11-21T01:35:25.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629021,5.590000152587891,50.0,1610612753,32,22,2021-11-21T01:37:09Z,1450000,0.0,0.0,1,left,M. Wagner putback Layup (2 PTS),[1629021],1610612753.0,ORL,putback,,,Wagner,M. Wagner,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,,,,
147,PT01M26.00S,2021-11-21T01:35:36.2Z,1,REGULAR,2pt,Jump Shot,[],1626171,82.47371879106439,23.52941176470588,1610612749,34,22,2021-11-21T01:35:41Z,1460000,-132.0,112.0,1,right,B. Portis 17' turnaround fadeaway Jump Shot (8 PTS),[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,17.35,Made,,,,,,,,,,8.0,,,,,,,,,
148,PT01M10.00S,2021-11-21T01:35:53.3Z,1,REGULAR,3pt,Jump Shot,[],1630181,29.517082785808146,24.754901960784316,1610612753,34,22,2021-11-21T01:36:04Z,1470000,126.0,225.0,1,left,MISS R. Hampton 25' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
149,PT01M09.00S,2021-11-21T01:35:54.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,34,22,2021-11-21T01:36:17Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,
150,PT01M09.00S,2021-11-21T01:36:19.9Z,1,REGULAR,foul,personal,[],201588,,,1610612753,34,22,2021-11-21T01:39:02Z,1490000,,,0,,G. Hill loose ball personal FOUL (1 PF),"[201588, 1629021]",1610612749.0,MIL,loose ball,,,Hill,G. Hill,,,,,,,,,,,203591.0,1.0,0.0,Wagner,1629021.0,,,,,,,,,,
152,PT01M04.00S,2021-11-21T01:36:32.6Z,1,REGULAR,turnover,out-of-bounds,[],1629021,,,1610612753,34,22,2021-11-21T01:36:44Z,1510000,,,0,,M. Wagner bad pass out-of-bounds TURNOVER (1 TO),[1629021],1610612753.0,ORL,bad pass,,,Wagner,M. Wagner,,,,,,,,,,,203591.0,,,,,,1.0,,,,,,,,
153,PT00M55.40S,2021-11-21T01:36:41.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203918,76.69185282522996,6.127450980392156,1610612749,34,22,2021-11-21T01:36:50Z,1520000,-219.0,167.0,1,right,MISS R. Hood 27' 3PT,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,27.55,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M54.70S,2021-11-21T01:36:42.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,34,22,2021-11-21T01:36:50Z,1530000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,,,,
155,PT00M54.70S,2021-11-21T01:36:47.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,34,22,2021-11-21T01:36:47Z,1540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M40.60S,2021-11-21T01:37:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203082,8.09789750328515,53.431372549019606,1610612753,34,22,2021-11-21T01:37:13Z,1550000,-17.0,24.0,1,left,MISS T. Ross driving Layup,[203082],1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,2.92,Missed,,,,,,,,,,,,,,,,,,,
157,PT00M37.80S,2021-11-21T01:37:09.5Z,1,REGULAR,rebound,defensive,[],203648,,,1610612749,34,22,2021-11-21T01:37:09Z,1560000,,,0,,T. Antetokounmpo REBOUND (Off:0 Def:1),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
158,PT00M36.80S,2021-11-21T01:37:14.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,34,22,2021-11-21T01:37:14Z,1570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M33.00S,2021-11-21T01:37:30.3Z,1,REGULAR,turnover,out-of-bounds,[],201588,,,1610612749,34,22,2021-11-21T01:37:37Z,1580000,,,0,,G. Hill lost ball out-of-bounds TURNOVER (1 TO),[201588],1610612749.0,MIL,lost ball,,,Hill,G. Hill,,,,,,,,,,,1626300.0,,,,,,1.0,,,,,,,,
160,PT00M25.60S,2021-11-21T01:37:43.6Z,1,REGULAR,turnover,bad pass,[],203082,,,1610612753,34,22,2021-11-21T01:37:51Z,1590000,,,0,,T. Ross bad pass TURNOVER (2 TO),"[203082, 201588]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,2.0,,,,Hill,201588.0,,,
161,PT00M25.60S,2021-11-21T01:37:43.6Z,1,REGULAR,steal,,[],201588,,,1610612749,34,22,2021-11-21T01:38:05Z,1600000,,,0,,G. Hill STEAL (1 STL),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M25.60S,2021-11-21T01:37:53.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203082,,,1610612749,34,22,2021-11-21T01:43:13Z,1610000,,,0,,T. Ross take personal FOUL (1 PF) (Portis 2 FT),"[203082, 1626171]",1610612753.0,ORL,take,,,Ross,T. Ross,,,,,,,,,,,1626300.0,1.0,0.0,Portis,1626171.0,,,,,,,,,,
164,PT00M25.60S,2021-11-21T01:38:31.6Z,1,REGULAR,instantreplay,request,[],0,,,1610612749,34,22,2021-11-21T01:43:02Z,1630000,,,0,,,[],,,stands,,,,,,,,,,,,,,,1151.0,,,,,,,,,,,,Common Foul Upheld,,
165,PT00M25.60S,2021-11-21T01:39:45.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626171,,,1610612749,35,22,2021-11-21T01:39:45Z,1640000,,,0,,B. Portis Free Throw 1 of 2 (9 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
166,PT00M25.60S,2021-11-21T01:39:58.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626171,,,1610612749,36,22,2021-11-21T01:39:58Z,1650000,,,0,,B. Portis Free Throw 2 of 2 (10 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
167,PT00M15.10S,2021-11-21T01:40:11.9Z,1,REGULAR,2pt,Jump Shot,[],203082,15.850854139290407,30.14705882352941,1610612753,36,24,2021-11-21T01:40:17Z,1660000,99.0,96.0,1,left,T. Ross 13' driving floating Jump Shot (2 PTS) (F. Wagner 1 AST),"[203082, 1630532]",1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,13.85,Made,,,,,,,,,,2.0,,F. Wagner,1630532.0,1.0,,,,,
169,PT00M01.40S,2021-11-21T01:40:26.5Z,1,REGULAR,2pt,Jump Shot,[],203114,70.74572930354796,59.068627450980394,1610612749,36,24,2021-11-21T01:55:46Z,1680000,45.0,222.0,1,right,MISS K. Middleton 22' step back Shot,[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,22.71,Missed,,,,,,,,,,,,,,,,,,,
170,PT00M01.40S,2021-11-21T01:40:26.5Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,36,24,2021-11-21T01:40:38Z,1690000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
171,PT00M00.00S,2021-11-21T01:40:36.6Z,1,REGULAR,period,end,[],0,,,1610612753,36,24,2021-11-21T01:40:36Z,1700000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-11-21T01:43:16.5Z,2,REGULAR,period,start,[],0,,,1610612749,36,24,2021-11-21T01:43:20Z,1710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M43.00S,2021-11-21T01:43:31.8Z,2,REGULAR,3pt,Jump Shot,[],203114,66.83639947437582,39.950980392156865,1610612749,39,24,2021-11-21T01:43:36Z,1720000,-50.0,259.0,1,right,K. Middleton 26' 3PT  (3 PTS) (G. Hill 2 AST),"[203114, 201588]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,26.4,Made,,,,,,,,,,3.0,,G. Hill,201588.0,2.0,,,,,
175,PT11M27.00S,2021-11-21T01:43:52.5Z,2,REGULAR,foul,offensive,[],1629021,,,1610612753,39,24,2021-11-21T01:44:04Z,1740000,,,0,,M. Wagner offensive FOUL (1 PF),"[1629021, 201588]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,1626300.0,1.0,0.0,Hill,201588.0,,,,,,,,,,
177,PT11M27.00S,2021-11-21T01:43:52.5Z,2,REGULAR,turnover,offensive foul,[],1629021,,,1610612753,39,24,2021-11-21T01:43:52Z,1760000,,,0,,M. Wagner offensive foul TURNOVER (2 TO),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,1626300.0,,,,,,2.0,,,,,,,,
178,PT11M12.00S,2021-11-21T01:44:18.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201588,67.88764783180025,30.14705882352941,1610612749,39,24,2021-11-21T01:44:26Z,1770000,-99.0,249.0,1,right,MISS G. Hill 26' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,26.84,Missed,,,,,,,,,,,,,,,,,,,
179,PT11M09.00S,2021-11-21T01:44:21.0Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,39,24,2021-11-21T01:44:26Z,1780000,,,0,,C. Okeke REBOUND (Off:0 Def:3),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,178.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
180,PT11M03.00S,2021-11-21T01:44:30.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629021,6.521024967148489,50.245098039215684,1610612753,39,26,2021-11-21T01:45:00Z,1790000,-1.0,9.0,1,left,M. Wagner cutting DUNK (4 PTS) (T. Ross 1 AST),"[1629021, 203082]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,0.89,Made,,,,,,,,,,4.0,,T. Ross,203082.0,1.0,,,,,
