actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
272,PT05M11.00S,2021-11-21T01:58:19.0Z,2,REGULAR,block,,[],201950,,,1610612753,55,42,2021-11-21T01:58:22Z,2710000,,,0,,J. Holiday BLOCK (1 BLK),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M07.00S,2021-11-21T01:58:23.0Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,55,42,2021-11-21T01:58:24Z,2720000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:11),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,271.0,12.0,11.0,1.0,,,,,,,,,,,,,,,
274,PT05M04.00S,2021-11-21T01:58:25.6Z,2,REGULAR,turnover,bad pass,[],1629620,,,1610612749,55,42,2021-11-21T01:58:30Z,2730000,,,0,,J. Robinson bad pass TURNOVER (1 TO),"[1629620, 1630591]",1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,1.0,,,,Suggs,1630591.0,,,
275,PT05M04.00S,2021-11-21T01:58:25.6Z,2,REGULAR,steal,,[],1630591,,,1610612753,55,42,2021-11-21T01:58:28Z,2740000,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M59.00S,2021-11-21T01:58:32.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630591,7.440867279894875,44.6078431372549,1610612753,55,42,2021-11-21T01:58:47Z,2750000,27.0,17.0,1,left,MISS J. Suggs driving Layup,[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,,
277,PT04M59.00S,2021-11-21T01:58:35.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,55,42,2021-11-21T01:58:35Z,2760000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,276.0,,,,,,,,,,,,,,,,,,
278,PT04M59.00S,2021-11-21T01:58:36.4Z,2,REGULAR,foul,personal,[],1629620,,,1610612753,55,42,2021-11-21T01:58:49Z,2770000,,,0,,J. Robinson loose ball personal FOUL (2 PF),"[1629620, 1629643]",1610612749.0,MIL,loose ball,,,Robinson,J. Robinson,,,,,,,,,,,1626300.0,2.0,0.0,Okeke,1629643.0,,,,,,,,,,
280,PT04M59.00S,2021-11-21T01:58:53.1Z,2,REGULAR,substitution,out,[],201950,,,1610612753,55,42,2021-11-21T01:58:57Z,2790000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M59.00S,2021-11-21T01:58:53.1Z,2,REGULAR,substitution,in,[],201588,,,1610612753,55,42,2021-11-21T01:58:57Z,2800000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M51.00S,2021-11-21T01:59:03.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628964,32.802233902759525,60.78431372549019,1610612753,55,42,2021-11-21T01:59:12Z,2810000,-54.0,256.0,1,left,MISS M. Bamba 26' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
283,PT04M47.00S,2021-11-21T01:59:07.7Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,55,42,2021-11-21T01:59:12Z,2820000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:12),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,282.0,13.0,12.0,1.0,,,,,,,,,,,,,,,
284,PT04M41.00S,2021-11-21T01:59:20.5Z,2,REGULAR,foul,personal,[],1629643,,,1610612749,55,42,2021-11-21T01:59:35Z,2830000,,,0,,C. Okeke personal FOUL (2 PF),"[1629643, 203507]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,1151.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
286,PT04M41.00S,2021-11-21T01:59:31.8Z,2,REGULAR,substitution,out,[],1629620,,,1610612749,55,42,2021-11-21T01:59:46Z,2850000,,,0,,SUB out: J. Robinson,[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M41.00S,2021-11-21T01:59:31.8Z,2,REGULAR,substitution,out,[],1629643,,,1610612749,55,42,2021-11-21T01:59:46Z,2860000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M41.00S,2021-11-21T01:59:31.8Z,2,REGULAR,substitution,out,[],1630532,,,1610612749,55,42,2021-11-21T01:59:46Z,2870000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M41.00S,2021-11-21T01:59:31.8Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,55,42,2021-11-21T01:59:46Z,2880000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M41.00S,2021-11-21T01:59:31.8Z,2,REGULAR,substitution,in,[],1630181,,,1610612749,55,42,2021-11-21T01:59:46Z,2890000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M41.00S,2021-11-21T01:59:31.8Z,2,REGULAR,substitution,in,[],1629649,,,1610612749,55,42,2021-11-21T01:59:46Z,2900000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M31.00S,2021-11-21T01:59:59.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,92.19776609724047,50.245098039215684,1610612749,57,42,2021-11-21T02:00:07Z,2910000,1.0,21.0,1,right,G. Antetokounmpo driving DUNK (13 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,2.08,Made,,,,,,,,,,13.0,,,,,,,,,
293,PT04M28.00S,2021-11-21T02:00:13.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,57,42,2021-11-21T02:00:13Z,2920000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT04M28.00S,2021-11-21T02:02:21.1Z,2,REGULAR,substitution,out,[],203507,,,1610612753,57,42,2021-11-21T02:02:51Z,2930000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT04M28.00S,2021-11-21T02:02:21.1Z,2,REGULAR,substitution,in,[],203114,,,1610612753,57,42,2021-11-21T02:02:51Z,2940000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M12.00S,2021-11-21T02:03:21.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,57,42,2021-11-21T02:03:21Z,2950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M11.00S,2021-11-21T02:03:35.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,57,42,2021-11-21T02:03:35Z,2960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M05.00S,2021-11-21T02:03:49.3Z,2,REGULAR,3pt,Jump Shot,[],1630591,20.581471747700395,4.411764705882353,1610612753,57,42,2021-11-21T02:03:54Z,2970000,228.0,141.0,1,left,MISS J. Suggs 26' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,,
301,PT04M02.00S,2021-11-21T02:03:52.3Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,57,42,2021-11-21T02:03:54Z,2980000,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,300.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
302,PT03M42.00S,2021-11-21T02:04:11.2Z,2,REGULAR,2pt,Jump Shot,[],201588,76.5604467805519,44.85294117647059,1610612749,57,42,2021-11-21T02:04:16Z,2990000,-26.0,168.0,1,right,MISS G. Hill 16' step back Shot - blocked,"[201588, 1628964]",1610612749.0,MIL,step back,,,Hill,G. Hill,,,,,16.98,Missed,,,,,,,,,,,,,,,,,,Bamba,1628964.0
303,PT03M42.00S,2021-11-21T02:04:11.2Z,2,REGULAR,block,,[],1628964,,,1610612749,57,42,2021-11-21T02:04:14Z,3000000,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M39.00S,2021-11-21T02:04:14.2Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,57,42,2021-11-21T02:04:16Z,3010000,,,0,,R. Hampton REBOUND (Off:0 Def:2),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,302.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
305,PT03M39.00S,2021-11-21T02:04:19.4Z,2,REGULAR,turnover,out-of-bounds,[],1630181,,,1610612753,57,42,2021-11-21T02:04:28Z,3020000,,,0,,R. Hampton bad pass out-of-bounds TURNOVER (2 TO),[1630181],1610612753.0,ORL,bad pass,,,Hampton,R. Hampton,,,,,,,,,,,1626300.0,,,,,,2.0,,,,,,,,
306,PT03M26.00S,2021-11-21T02:04:34.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203114,79.31997371879106,63.725490196078425,1610612749,57,42,2021-11-21T02:04:39Z,3030000,69.0,142.0,1,right,MISS K. Middleton 15' step back Shot,[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,15.76,Missed,,,,,,,,,,,,,,,,,,,
307,PT03M24.00S,2021-11-21T02:04:36.7Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,57,42,2021-11-21T02:04:39Z,3040000,,,0,,R. Hampton REBOUND (Off:0 Def:3),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,306.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
308,PT03M06.00S,2021-11-21T02:04:54.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203914,7.835085413929041,48.03921568627451,1610612753,57,44,2021-11-21T02:04:59Z,3050000,10.0,21.0,1,left,G. Harris driving Layup (5 PTS),[203914],1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,2.33,Made,,,,,,,,,,5.0,,,,,,,,,
309,PT02M55.00S,2021-11-21T02:05:07.1Z,2,REGULAR,turnover,lost ball,[],1628960,,,1610612749,57,44,2021-11-21T02:05:15Z,3060000,,,0,,G. Allen lost ball TURNOVER (1 TO),"[1628960, 1628964]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,1.0,,,,Bamba,1628964.0,,,
310,PT02M55.00S,2021-11-21T02:05:07.1Z,2,REGULAR,steal,,[],1628964,,,1610612753,57,44,2021-11-21T02:05:09Z,3070000,,,0,,M. Bamba STEAL (2 STL),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M47.00S,2021-11-21T02:05:14.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630181,30.305519053876477,20.34313725490196,1610612753,57,47,2021-11-21T02:05:20Z,3080000,148.0,232.0,1,left,R. Hampton 27' 3PT  (6 PTS) (J. Suggs 4 AST),"[1630181, 1630591]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,27.57,Made,,,,,,,,,,6.0,,J. Suggs,1630591.0,4.0,,,,,
313,PT02M34.00S,2021-11-21T02:05:33.8Z,2,REGULAR,foul,personal,[],1629649,,,1610612749,57,47,2021-11-21T02:05:52Z,3100000,,,0,,I. Brazdeikis personal FOUL (1 PF),"[1629649, 203114]",1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,1151.0,1.0,0.0,Middleton,203114.0,,,,,,,,,,
315,PT02M34.00S,2021-11-21T02:05:46.6Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,57,47,2021-11-21T02:05:55Z,3120000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M34.00S,2021-11-21T02:05:46.6Z,2,REGULAR,substitution,in,[],201950,,,1610612749,57,47,2021-11-21T02:05:55Z,3130000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M27.00S,2021-11-21T02:06:10.5Z,2,REGULAR,3pt,Jump Shot,[],1628960,65.65374507227332,54.65686274509803,1610612749,57,47,2021-11-21T02:06:16Z,3140000,23.0,270.0,1,right,MISS G. Allen 27' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,,
318,PT02M23.00S,2021-11-21T02:06:14.5Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,57,47,2021-11-21T02:06:16Z,3150000,,,0,,M. Bamba REBOUND (Off:0 Def:5),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,317.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
319,PT02M11.00S,2021-11-21T02:06:27.6Z,2,REGULAR,2pt,Jump Shot,[],1629649,5.732588699080158,25.98039215686275,1610612753,57,47,2021-11-21T02:06:33Z,3160000,120.0,1.0,1,left,MISS I. Brazdeikis 12' step back Shot,[1629649],1610612753.0,ORL,step back,,,Brazdeikis,I. Brazdeikis,,,,,12.01,Missed,,,,,,,,,,,,,,,,,,,
320,PT02M08.00S,2021-11-21T02:06:30.6Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,57,47,2021-11-21T02:06:33Z,3170000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,319.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
321,PT02M04.00S,2021-11-21T02:06:34.5Z,2,REGULAR,3pt,Jump Shot,[],201950,72.09264126149803,13.970588235294118,1610612749,57,47,2021-11-21T02:07:24Z,3180000,-180.0,210.0,1,right,MISS J. Holiday 27' step back 3PT,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,27.65,Missed,,,,,,,,,,,,,,,,,,,
322,PT02M01.00S,2021-11-21T02:06:37.5Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,57,47,2021-11-21T02:06:45Z,3190000,,,0,,R. Hampton REBOUND (Off:0 Def:4),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,321.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
323,PT01M49.00S,2021-11-21T02:06:48.8Z,2,REGULAR,2pt,Jump Shot,[],1628964,18.084756898817346,19.607843137254903,1610612753,57,47,2021-11-21T02:06:54Z,3200000,152.0,117.0,1,left,MISS M. Bamba 19' step back Shot,[1628964],1610612753.0,ORL,step back,,,Bamba,M. Bamba,,,,,19.21,Missed,,,,,,,,,,,,,,,,,,,
324,PT01M46.00S,2021-11-21T02:06:51.8Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,57,47,2021-11-21T02:06:54Z,3210000,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,323.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
325,PT01M39.00S,2021-11-21T02:06:58.8Z,2,REGULAR,3pt,Jump Shot,[],1628960,71.69842312746385,13.970588235294118,1610612749,57,47,2021-11-21T02:07:06Z,3220000,-180.0,214.0,1,right,MISS G. Allen 27' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,27.93,Missed,,,,,,,,,,,,,,,,,,,
326,PT01M36.00S,2021-11-21T02:07:01.1Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,57,47,2021-11-21T02:07:01Z,3230000,,,0,,B. Portis REBOUND (Off:1 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,325.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
327,PT01M34.00S,2021-11-21T02:07:03.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626171,83.78777923784494,39.950980392156865,1610612749,57,47,2021-11-21T02:07:09Z,3240000,-50.0,100.0,1,right,MISS B. Portis 11' turnaround Shot - blocked,"[1626171, 1628964]",1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,11.18,Missed,,,,,,,,,,,,,,,,,,Bamba,1628964.0
328,PT01M34.00S,2021-11-21T02:07:03.4Z,2,REGULAR,block,,[],1628964,,,1610612749,57,47,2021-11-21T02:07:06Z,3250000,,,0,,M. Bamba BLOCK (2 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M34.00S,2021-11-21T02:07:03.4Z,2,REGULAR,rebound,offensive,[],1628960,,,1610612749,57,47,2021-11-21T02:07:09Z,3260000,,,0,,G. Allen REBOUND (Off:1 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,327.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
330,PT01M28.00S,2021-11-21T02:07:10.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201588,72.35545335085413,77.94117647058823,1610612749,60,47,2021-11-21T02:07:16Z,3270000,140.0,207.0,1,right,G. Hill 25' 3PT  (5 PTS) (G. Allen 1 AST),"[201588, 1628960]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,25.01,Made,,,,,,,,,,5.0,,G. Allen,1628960.0,1.0,,,,,
332,PT01M01.00S,2021-11-21T02:07:36.2Z,2,REGULAR,3pt,Jump Shot,[],1628964,8.754927726675426,96.81372549019608,1610612753,60,47,2021-11-21T02:07:46Z,3290000,-234.0,30.0,1,left,MISS M. Bamba 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,23.6,Missed,,,,,,,,,,,,,,,,,,,
333,PT01M01.00S,2021-11-21T02:07:36.2Z,2,REGULAR,rebound,offensive,[],1629649,,,1610612753,60,47,2021-11-21T02:07:46Z,3300000,,,0,,I. Brazdeikis REBOUND (Off:1 Def:0),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,332.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
334,PT01M01.00S,2021-11-21T02:07:44.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201588,,,1610612753,60,47,2021-11-21T02:07:57Z,3310000,,,0,,G. Hill personal FOUL (2 PF) (Brazdeikis 2 FT),"[201588, 1629649]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,203591.0,2.0,0.0,Brazdeikis,1629649.0,,,,,,,,,,
336,PT01M01.00S,2021-11-21T02:08:16.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629649,,,1610612753,60,47,2021-11-21T02:08:16Z,3330000,,,0,,MISS I. Brazdeikis Free Throw 1 of 2,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
337,PT01M01.00S,2021-11-21T02:08:16.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,60,47,2021-11-21T02:08:16Z,3340000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,336.0,,,,,,,,,,,,,,,,,,
338,PT01M01.00S,2021-11-21T02:08:17.4Z,2,REGULAR,substitution,out,[],201588,,,1610612753,60,47,2021-11-21T02:08:25Z,3350000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT01M01.00S,2021-11-21T02:08:17.4Z,2,REGULAR,substitution,out,[],1628960,,,1610612753,60,47,2021-11-21T02:08:25Z,3360000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT01M01.00S,2021-11-21T02:08:17.4Z,2,REGULAR,substitution,in,[],203918,,,1610612753,60,47,2021-11-21T02:08:25Z,3370000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT01M01.00S,2021-11-21T02:08:17.4Z,2,REGULAR,substitution,in,[],203507,,,1610612753,60,47,2021-11-21T02:08:25Z,3380000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT01M01.00S,2021-11-21T02:08:36.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629649,,,1610612753,60,48,2021-11-21T02:08:36Z,3390000,,,0,,I. Brazdeikis Free Throw 2 of 2 (1 PTS),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
343,PT00M51.10S,2021-11-21T02:08:52.4Z,2,REGULAR,foul,offensive,['inpenalty'],201950,,,1610612749,60,48,2021-11-21T02:09:06Z,3400000,,,0,,J. Holiday offensive FOUL (1 PF),"[201950, 203914]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,203591.0,1.0,0.0,Harris,203914.0,,,,,,,,,,
345,PT00M51.10S,2021-11-21T02:08:52.4Z,2,REGULAR,turnover,offensive foul,[],201950,,,1610612749,60,48,2021-11-21T02:08:52Z,3420000,,,0,,J. Holiday offensive foul TURNOVER (2 TO),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,203591.0,,,,,,2.0,,,,,,,,
346,PT00M33.20S,2021-11-21T02:09:25.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201950,,,1610612753,60,48,2021-11-21T02:09:50Z,3430000,,,0,,J. Holiday personal FOUL (2 PF) (Suggs 2 FT),"[201950, 1630591]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,1626300.0,2.0,0.0,Suggs,1630591.0,,,,,,,,,,
348,PT00M33.20S,2021-11-21T02:09:51.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630591,,,1610612753,60,49,2021-11-21T02:09:51Z,3450000,,,0,,J. Suggs Free Throw 1 of 2 (9 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
349,PT00M33.20S,2021-11-21T02:10:04.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630591,,,1610612753,60,50,2021-11-21T02:10:04Z,3460000,,,0,,J. Suggs Free Throw 2 of 2 (10 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
350,PT00M18.40S,2021-11-21T02:10:25.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,60,50,2021-11-21T02:10:25Z,3470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M14.30S,2021-11-21T02:10:41.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.11760840998686,51.225490196078425,1610612749,62,50,2021-11-21T02:10:46Z,3480000,6.0,12.0,1,right,G. Antetokounmpo driving Layup (15 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.36,Made,,,,,,,,,,15.0,,,,,,,,,
352,PT00M00.60S,2021-11-21T02:10:56.2Z,2,REGULAR,2pt,Jump Shot,[],1630591,26.231931668856767,39.46078431372549,1610612753,62,50,2021-11-21T02:13:28Z,3490000,53.0,194.0,1,left,MISS J. Suggs 20' pullup Shot,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,20.11,Missed,,,,,,,,,,,,,,,,,,,
353,PT00M00.60S,2021-11-21T02:10:56.2Z,2,REGULAR,rebound,defensive,[],203918,,,1610612749,62,50,2021-11-21T02:11:02Z,3500000,,,0,,R. Hood REBOUND (Off:0 Def:2),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,352.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
354,PT00M00.00S,2021-11-21T02:11:07.4Z,2,REGULAR,period,end,[],0,,,1610612749,62,50,2021-11-21T02:11:07Z,3510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2021-11-21T02:26:04.7Z,3,REGULAR,substitution,out,['startperiod'],203918,,,1610612749,62,50,2021-11-21T02:26:24Z,3520000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2021-11-21T02:26:04.7Z,3,REGULAR,substitution,out,['startperiod'],1630181,,,1610612749,62,50,2021-11-21T02:26:24Z,3530000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2021-11-21T02:26:04.7Z,3,REGULAR,substitution,out,['startperiod'],1629649,,,1610612749,62,50,2021-11-21T02:26:24Z,3540000,,,0,,SUB out: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2021-11-21T02:26:04.7Z,3,REGULAR,substitution,in,['startperiod'],1628960,,,1610612749,62,50,2021-11-21T02:26:24Z,3550000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2021-11-21T02:26:04.7Z,3,REGULAR,substitution,in,['startperiod'],1628976,,,1610612749,62,50,2021-11-21T02:26:24Z,3560000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2021-11-21T02:26:04.7Z,3,REGULAR,substitution,in,['startperiod'],1630532,,,1610612749,62,50,2021-11-21T02:26:24Z,3570000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
