actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
93,PT04M27.00S,2021-11-18T00:59:42.5Z,1,REGULAR,foul,personal,[],202340,,,1610612749,15,22,2021-11-18T01:00:00Z,900000,,,0,,A. Bradley personal FOUL (1 PF),"[202340, 201950]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,2714.0,1.0,0.0,Holiday,201950.0,,,,,,
107,PT04M27.00S,2021-11-18T00:59:51.2Z,1,REGULAR,substitution,out,[],201566,,,1610612749,15,22,2021-11-18T01:02:07Z,915000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M27.00S,2021-11-18T00:59:51.2Z,1,REGULAR,substitution,in,[],200765,,,1610612749,15,22,2021-11-18T01:02:07Z,917500,,,0,,SUB in: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M17.00S,2021-11-18T00:59:59.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.09789750328515,49.01960784313725,1610612749,17,22,2021-11-18T01:00:11Z,920000,5.0,24.0,1,left,G. Antetokounmpo driving Layup (10 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,2.41,Made,,,,,10.0,,,,,,,,,,,
97,PT04M17.00S,2021-11-18T01:00:11.2Z,1,REGULAR,foul,personal,['1freethrow'],2546,,,1610612749,17,22,2021-11-18T01:00:34Z,930000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[2546, 203507]",1610612747.0,LAL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,201638.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,
99,PT04M17.00S,2021-11-18T01:00:36.8Z,1,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,18,22,2021-11-18T01:00:36Z,950000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (11 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,
100,PT04M05.00S,2021-11-18T01:00:48.3Z,1,REGULAR,2pt,Jump Shot,[],203076,77.08607095926413,77.20588235294117,1610612747,18,24,2021-11-18T01:00:54Z,960000,136.0,163.0,1,right,A. Davis 21' Jump Shot (4 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,21.22,Made,,,,,4.0,,,,,,,,,,,
101,PT03M46.00S,2021-11-18T01:01:06.4Z,1,REGULAR,3pt,Jump Shot,[],1626192,33.196452036793694,23.52941176470588,1610612749,21,24,2021-11-18T01:01:10Z,970000,132.0,260.0,1,left,P. Connaughton 29' 3PT  (6 PTS) (G. Antetokounmpo 2 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,29.13,Made,,,,,6.0,,,,,,G. Antetokounmpo,203507.0,2.0,,,
103,PT03M46.00S,2021-11-18T01:01:14.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,21,24,2021-11-18T01:01:14Z,990000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M46.00S,2021-11-18T01:03:47.0Z,1,REGULAR,substitution,out,[],2546,,,1610612747,21,24,2021-11-18T01:04:36Z,1000000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M46.00S,2021-11-18T01:03:47.0Z,1,REGULAR,substitution,out,[],202340,,,1610612747,21,24,2021-11-18T01:04:36Z,1010000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M46.00S,2021-11-18T01:03:47.0Z,1,REGULAR,substitution,in,[],1628370,,,1610612747,21,24,2021-11-18T01:04:36Z,1020000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M46.00S,2021-11-18T01:03:47.0Z,1,REGULAR,substitution,in,[],2730,,,1610612747,21,24,2021-11-18T01:04:36Z,1030000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M27.00S,2021-11-18T01:05:00.6Z,1,REGULAR,3pt,Jump Shot,[],1628370,67.7562417871222,62.00980392156863,1610612747,21,24,2021-11-18T01:05:07Z,1040000,60.0,251.0,1,right,MISS M. Monk 25' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,25.77,Missed,,,,,,,,,,,,,,,,
114,PT03M24.00S,2021-11-18T01:05:03.6Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,21,24,2021-11-18T01:05:07Z,1050000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,
115,PT03M21.00S,2021-11-18T01:05:10.5Z,1,REGULAR,foul,personal,['2freethrow'],2730,,,1610612749,21,24,2021-11-18T01:05:36Z,1060000,,,0,,D. Howard shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[2730, 203507]",1610612747.0,LAL,shooting,,,Howard,D. Howard,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,
117,PT03M21.00S,2021-11-18T01:05:43.3Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,21,24,2021-11-18T01:05:43Z,1080000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Missed,,,,,,,,,,,,,,,,
118,PT03M21.00S,2021-11-18T01:05:43.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,21,24,2021-11-18T01:05:43Z,1090000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,117.0,,,,,,,,,,,,,,,
119,PT03M21.00S,2021-11-18T01:06:05.8Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,22,24,2021-11-18T01:06:05Z,1100000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (12 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,,,,,12.0,,,,,,,,,,,
120,PT03M01.00S,2021-11-18T01:06:26.4Z,1,REGULAR,3pt,Jump Shot,[],201961,94.82588699080158,96.07843137254902,1610612747,22,24,2021-11-18T01:06:32Z,1110000,230.0,-4.0,1,right,MISS W. Ellington 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,23.04,Missed,,,,,,,,,,,,,,,,
121,PT02M58.00S,2021-11-18T01:06:29.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,22,24,2021-11-18T01:06:32Z,1120000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,120.0,2.0,2.0,0.0,,,,,,,,,,,,
122,PT02M53.00S,2021-11-18T01:06:34.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203507,32.670827858081466,45.09803921568628,1610612749,25,24,2021-11-18T01:06:46Z,1130000,25.0,255.0,1,left,G. Antetokounmpo 25' 3PT running pullup (15 PTS),[203507],1610612749.0,MIL,running pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,25.58,Made,,,,,15.0,,,,,,,,,,,
123,PT02M34.00S,2021-11-18T01:06:53.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,91.80354796320631,34.55882352941176,1610612747,25,26,2021-11-18T01:06:59Z,1140000,-77.0,25.0,1,right,A. Davis 8' turnaround fadeaway Jump Shot (6 PTS),[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,,,,8.1,Made,,,,,6.0,,,,,,,,,,,
124,PT02M22.00S,2021-11-18T01:07:06.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203507,8.360709592641262,47.794117647058826,1610612749,27,26,2021-11-18T01:09:12Z,1150000,11.0,26.0,1,left,G. Antetokounmpo turnaround Hook (17 PTS) (G. Hill 1 AST),"[203507, 201588]",1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,2.83,Made,,,,,17.0,,,,,,G. Hill,201588.0,1.0,,,
126,PT02M06.00S,2021-11-18T01:07:21.3Z,1,REGULAR,3pt,Jump Shot,[],201961,72.35545335085413,84.55882352941177,1610612747,27,26,2021-11-18T01:07:27Z,1170000,173.0,207.0,1,right,MISS W. Ellington 27' 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,27.0,Missed,,,,,,,,,,,,,,,,
127,PT02M03.00S,2021-11-18T01:07:24.3Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,27,26,2021-11-18T01:07:27Z,1180000,,,0,,G. Hill REBOUND (Off:0 Def:2),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,126.0,2.0,2.0,0.0,,,,,,,,,,,,
128,PT01M54.00S,2021-11-18T01:07:33.4Z,1,REGULAR,3pt,Jump Shot,[],1626192,6.1268068331143235,1.2254901960784315,1610612749,27,26,2021-11-18T01:07:42Z,1190000,244.0,5.0,1,left,MISS P. Connaughton 24' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,24.4,Missed,,,,,,,,,,,,,,,,
129,PT01M51.00S,2021-11-18T01:07:36.7Z,1,REGULAR,rebound,offensive,[],1628400,,,1610612749,27,26,2021-11-18T01:07:36Z,1200000,,,0,,S. Ojeleye REBOUND (Off:2 Def:0),[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,128.0,2.0,0.0,2.0,,,,,,,,,,,,
130,PT01M45.00S,2021-11-18T01:07:42.6Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,27,26,2021-11-18T01:07:50Z,1210000,,,0,,G. Antetokounmpo lost ball TURNOVER (1 TO),"[203507, 2730]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,1.0,Howard,2730.0,,,,,,,,,,,,,,,,,,
131,PT01M45.00S,2021-11-18T01:07:42.6Z,1,REGULAR,steal,,[],2730,,,1610612747,27,26,2021-11-18T01:07:45Z,1220000,,,0,,D. Howard STEAL (1 STL),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M38.00S,2021-11-18T01:07:53.4Z,1,REGULAR,foul,personal,['2freethrow'],201588,,,1610612747,27,26,2021-11-18T01:08:27Z,1230000,,,0,,G. Hill shooting personal FOUL (1 PF) (Howard 2 FT),"[201588, 2730]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Howard,2730.0,,,,,,
134,PT01M38.00S,2021-11-18T01:08:36.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],2730,,,1610612747,27,26,2021-11-18T01:08:36Z,1250000,,,0,,MISS D. Howard Free Throw 1 of 2,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,Missed,,,,,,,,,,,,,,,,
135,PT01M38.00S,2021-11-18T01:08:36.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,27,26,2021-11-18T01:08:36Z,1260000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,
136,PT01M38.00S,2021-11-18T01:08:38.2Z,1,REGULAR,substitution,out,[],201950,,,1610612747,27,26,2021-11-18T01:08:51Z,1270000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M38.00S,2021-11-18T01:08:38.2Z,1,REGULAR,substitution,out,[],203507,,,1610612747,27,26,2021-11-18T01:08:51Z,1280000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M38.00S,2021-11-18T01:08:38.2Z,1,REGULAR,substitution,in,[],203114,,,1610612747,27,26,2021-11-18T01:08:51Z,1290000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M38.00S,2021-11-18T01:08:38.2Z,1,REGULAR,substitution,in,[],1626171,,,1610612747,27,26,2021-11-18T01:08:51Z,1300000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M38.00S,2021-11-18T01:09:05.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],2730,,,1610612747,27,27,2021-11-18T01:09:05Z,1310000,,,0,,D. Howard Free Throw 2 of 2 (1 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
141,PT01M28.00S,2021-11-18T01:09:21.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200765,,,1610612749,27,27,2021-11-18T01:20:57Z,1320000,,,0,,R. Rondo personal FOUL (1 PF) (Middleton 2 FT),"[200765, 203114]",1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,2714.0,1.0,0.0,Middleton,203114.0,,,,,,
144,PT01M28.00S,2021-11-18T01:09:53.2Z,1,REGULAR,freethrow,1 of 2,[],203114,,,1610612749,27,27,2021-11-18T01:10:31Z,1340000,,,0,,MISS K. Middleton Free Throw 1 of 2,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,Missed,,,,,,,,,,,,,,,,
150,PT01M28.00S,2021-11-18T01:09:53.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,27,27,2021-11-18T01:10:31Z,1350000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,
151,PT01M28.00S,2021-11-18T01:09:53.2Z,1,REGULAR,freethrow,2 of 2,[],203114,,,1610612749,28,27,2021-11-18T01:10:31Z,1355000,,,0,,K. Middleton Free Throw 2 of 2 (1 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
146,PT01M28.00S,2021-11-18T01:09:54.3Z,1,REGULAR,substitution,out,[],1628400,,,1610612747,28,27,2021-11-18T01:10:31Z,1360000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M28.00S,2021-11-18T01:09:54.3Z,1,REGULAR,substitution,out,[],2730,,,1610612747,28,27,2021-11-18T01:10:31Z,1370000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M28.00S,2021-11-18T01:09:54.3Z,1,REGULAR,substitution,in,[],1629670,,,1610612747,28,27,2021-11-18T01:10:31Z,1380000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M28.00S,2021-11-18T01:09:54.3Z,1,REGULAR,substitution,in,[],1629659,,,1610612747,28,27,2021-11-18T01:10:31Z,1390000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M10.00S,2021-11-18T01:10:42.9Z,1,REGULAR,2pt,Jump Shot,[],203076,92.06636005256242,29.166666666666668,1610612747,28,27,2021-11-18T01:10:57Z,1400000,-104.0,22.0,1,right,MISS A. Davis 10' pullup Shot,[203076],1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,,,,10.65,Missed,,,,,,,,,,,,,,,,
153,PT01M07.00S,2021-11-18T01:10:45.9Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,28,27,2021-11-18T01:10:45Z,1410000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,
154,PT00M48.80S,2021-11-18T01:11:04.7Z,1,REGULAR,3pt,Jump Shot,[],203114,30.831143232588698,74.75490196078431,1610612749,28,27,2021-11-18T01:11:25Z,1420000,-124.0,237.0,1,left,MISS K. Middleton 26' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,26.77,Missed,,,,,,,,,,,,,,,,
155,PT00M47.90S,2021-11-18T01:11:05.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,28,27,2021-11-18T01:11:25Z,1430000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,154.0,,,,,,,,,,,,,,,
156,PT00M47.90S,2021-11-18T01:11:10.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,28,27,2021-11-18T01:11:10Z,1440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M33.70S,2021-11-18T01:11:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,92.85479632063075,52.20588235294118,1610612747,28,29,2021-11-18T01:11:40Z,1450000,11.0,15.0,1,right,A. Davis Layup (8 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,1.84,Made,,,,,8.0,,,,,,,,,,,
158,PT00M26.20S,2021-11-18T01:11:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,9.806176084099869,54.65686274509803,1610612749,28,29,2021-11-18T01:11:53Z,1460000,-23.0,40.0,1,left,MISS K. Middleton driving floating bank Shot,[203114],1610612749.0,MIL,driving floating bank,,,Middleton,K. Middleton,,,,,,,,4.6,Missed,,,,,,,,,,,,,,,,
159,PT00M23.50S,2021-11-18T01:11:47.0Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,28,29,2021-11-18T01:11:53Z,1470000,,,0,,B. Portis REBOUND (Off:1 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,158.0,1.0,0.0,1.0,,,,,,,,,,,,
160,PT00M23.50S,2021-11-18T01:11:48.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,5.590000152587891,50.0,1610612749,30,29,2021-11-18T01:11:48Z,1480000,0.0,0.0,1,left,B. Portis tip Layup (4 PTS),[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,
161,PT00M01.10S,2021-11-18T01:12:10.5Z,1,REGULAR,3pt,Jump Shot,[],200765,71.82982917214193,9.558823529411764,1610612747,30,32,2021-11-18T01:12:17Z,1490000,-202.0,212.0,1,right,R. Rondo 29' 3PT  (3 PTS) (A. Davis 2 AST),"[200765, 203076]",1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,29.32,Made,,,,,3.0,,,,,,A. Davis,203076.0,2.0,,,
163,PT00M00.00S,2021-11-18T01:12:35.3Z,1,REGULAR,period,end,[],0,,,1610612749,30,32,2021-11-18T01:12:35Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-11-18T01:14:54.6Z,2,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,30,32,2021-11-18T01:15:56Z,1520000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-11-18T01:14:54.6Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612749,30,32,2021-11-18T01:15:56Z,1530000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-11-18T01:14:54.6Z,2,REGULAR,substitution,out,['startperiod'],200765,,,1610612749,30,32,2021-11-18T01:15:56Z,1540000,,,0,,SUB out: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-11-18T01:14:54.6Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612749,30,32,2021-11-18T01:15:56Z,1550000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-18T01:14:54.6Z,2,REGULAR,substitution,in,['startperiod'],201566,,,1610612749,30,32,2021-11-18T01:15:56Z,1560000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-11-18T01:14:54.6Z,2,REGULAR,substitution,in,['startperiod'],2730,,,1610612749,30,32,2021-11-18T01:15:56Z,1570000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-11-18T01:15:56.3Z,2,REGULAR,period,start,[],0,,,1610612749,30,32,2021-11-18T01:15:57Z,1580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M41.00S,2021-11-18T01:16:13.5Z,2,REGULAR,2pt,Jump Shot,[],1626171,20.844283837056505,48.529411764705884,1610612749,32,32,2021-11-18T01:16:25Z,1590000,7.0,143.0,1,left,B. Portis 14' pullup bank Jump Shot (6 PTS) (K. Middleton 1 AST),"[1626171, 203114]",1610612749.0,MIL,pullup bank,,,Portis,B. Portis,,,,,,,,14.36,Made,,,,,6.0,,,,,,K. Middleton,203114.0,1.0,,,
173,PT11M20.00S,2021-11-18T01:16:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,93.64323258869908,50.49019607843137,1610612747,32,34,2021-11-18T01:16:40Z,1610000,2.0,7.0,1,right,M. Monk driving Layup (2 PTS) (T. Horton-Tucker 1 AST),"[1628370, 1629659]",1610612747.0,LAL,driving,,,Monk,M. Monk,,,,,,,,0.77,Made,,,,,2.0,,,,,,T. Horton-Tucker,1629659.0,1.0,,,
175,PT10M59.00S,2021-11-18T01:17:00.7Z,2,REGULAR,turnover,out-of-bounds,[],201588,,,1610612749,32,34,2021-11-18T01:17:11Z,1630000,,,0,,G. Hill step out-of-bounds TURNOVER (1 TO),[201588],1610612749.0,MIL,step,,,Hill,G. Hill,,,,,1.0,,,,,,,,,,201638.0,,,,,,,,,,
176,PT10M46.00S,2021-11-18T01:17:25.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201566,91.80354796320631,36.76470588235294,1610612747,32,34,2021-11-18T01:17:30Z,1640000,-66.0,25.0,1,right,MISS R. Westbrook 7' turnaround Shot,[201566],1610612747.0,LAL,turnaround,,,Westbrook,R. Westbrook,,,,,,,,7.06,Missed,,,,,,,,,,,,,,,,
177,PT10M43.00S,2021-11-18T01:17:28.2Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612749,32,34,2021-11-18T01:17:30Z,1650000,,,0,,J. Nwora REBOUND (Off:0 Def:2),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,176.0,2.0,2.0,0.0,,,,,,,,,,,,
178,PT10M32.00S,2021-11-18T01:17:38.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,10.463206307490145,57.59803921568627,1610612749,32,34,2021-11-18T01:17:47Z,1660000,-38.0,46.0,1,left,MISS K. Middleton turnaround fadeaway bank Shot,[203114],1610612749.0,MIL,turnaround fadeaway bank,,,Middleton,K. Middleton,,,,,,,,5.96,Missed,,,,,,,,,,,,,,,,
179,PT10M29.00S,2021-11-18T01:17:41.8Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,32,34,2021-11-18T01:17:47Z,1670000,,,0,,D. Howard REBOUND (Off:0 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,
180,PT10M21.00S,2021-11-18T01:17:49.0Z,2,REGULAR,3pt,Jump Shot,[],201961,81.94809461235218,95.83333333333334,1610612747,32,34,2021-11-18T01:17:54Z,1680000,229.0,117.0,1,right,MISS W. Ellington 25' 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,25.74,Missed,,,,,,,,,,,,,,,,
181,PT10M18.00S,2021-11-18T01:17:52.0Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,32,34,2021-11-18T01:17:54Z,1690000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,180.0,1.0,1.0,0.0,,,,,,,,,,,,
182,PT10M11.00S,2021-11-18T01:17:58.8Z,2,REGULAR,2pt,Jump Shot,[],1626171,12.959921156373195,11.029411764705882,1610612749,32,34,2021-11-18T01:18:03Z,1700000,195.0,69.0,1,left,MISS B. Portis 20' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,20.69,Missed,,,,,,,,,,,,,,,,
183,PT10M09.00S,2021-11-18T01:18:00.8Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612747,32,34,2021-11-18T01:18:03Z,1710000,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:2),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,182.0,3.0,2.0,1.0,,,,,,,,,,,,
184,PT10M03.00S,2021-11-18T01:18:07.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,84.70762155059133,42.15686274509804,1610612747,32,34,2021-11-18T01:18:15Z,1720000,-39.0,91.0,1,right,MISS T. Horton-Tucker 9' Jump Shot - blocked,"[1629659, 1626171]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,9.93,Missed,,,,,,,,,,,,,,Portis,1626171.0,
185,PT10M03.00S,2021-11-18T01:18:07.1Z,2,REGULAR,block,,[],1626171,,,1610612747,32,34,2021-11-18T01:18:10Z,1730000,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
