actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
358,PT11M07.00S,2021-11-18T01:58:10.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],2546,26.62614980289093,88.72549019607843,1610612747,66,56,2021-11-18T01:59:06Z,3450000,-194.0,198.0,1,left,MISS C. Anthony 27' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,27.68,Missed,,,,,,,,,,,,,,,,
359,PT11M04.00S,2021-11-18T01:58:13.6Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,66,56,2021-11-18T02:00:32Z,3460000,,,0,,G. Allen REBOUND (Off:1 Def:3),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,358.0,4.0,3.0,1.0,,,,,,,,,,,,
360,PT10M59.00S,2021-11-18T01:58:22.0Z,3,REGULAR,turnover,bad pass,[],203507,,,1610612749,66,56,2021-11-18T02:01:24Z,3470000,,,0,,G. Antetokounmpo bad pass TURNOVER (3 TO),"[203507, 2546]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,3.0,Anthony,2546.0,,,,,,,,,,,,,,,,,,
391,PT10M59.00S,2021-11-18T01:58:22.0Z,3,REGULAR,steal,,[],2546,,,1610612747,66,56,2021-11-18T02:02:28Z,3475000,,,0,,C. Anthony STEAL (1 STL),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT10M59.00S,2021-11-18T01:58:28.7Z,3,REGULAR,foul,personal,[],1626171,,,1610612747,66,56,2021-11-18T01:58:33Z,3480000,,,0,,B. Portis personal FOUL (1 PF),"[1626171, 2546]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Anthony,2546.0,,,,,,
363,PT10M39.00S,2021-11-18T01:58:52.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629659,8.09789750328515,51.470588235294116,1610612747,66,58,2021-11-18T01:58:58Z,3500000,-7.0,24.0,1,left,T. Horton-Tucker cutting Layup (12 PTS) (A. Davis 3 AST),"[1629659, 203076]",1610612747.0,LAL,cutting,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,2.47,Made,,,,,12.0,,,,,,A. Davis,203076.0,3.0,,,
365,PT10M25.00S,2021-11-18T01:59:06.1Z,3,REGULAR,3pt,Jump Shot,[],1626171,94.82588699080158,3.6764705882352944,1610612749,66,58,2021-11-18T01:59:12Z,3520000,-232.0,-4.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,23.16,Missed,,,,,,,,,,,,,,,,
366,PT10M22.00S,2021-11-18T01:59:09.4Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,66,58,2021-11-18T01:59:09Z,3530000,,,0,,A. Davis REBOUND (Off:2 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,365.0,4.0,2.0,2.0,,,,,,,,,,,,
367,PT10M19.00S,2021-11-18T01:59:17.7Z,3,REGULAR,foul,personal,[],203507,,,1610612747,66,58,2021-11-18T01:59:38Z,3540000,,,0,,G. Antetokounmpo personal FOUL (1 PF),"[203507, 203076]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Davis,203076.0,,,,,,
369,PT10M10.00S,2021-11-18T01:59:40.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203076,7.835085413929041,49.26470588235294,1610612747,66,60,2021-11-18T01:59:46Z,3560000,4.0,21.0,1,left,A. Davis alley-oop Layup (10 PTS) (R. Westbrook 8 AST),"[203076, 201566]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,,,,2.14,Made,,,,,10.0,,,,,,R. Westbrook,201566.0,8.0,,,
371,PT10M04.00S,2021-11-18T01:59:47.8Z,3,REGULAR,3pt,Jump Shot,[],203507,71.82982917214193,17.15686274509804,1610612749,69,60,2021-11-18T01:59:52Z,3580000,-164.0,212.0,1,right,G. Antetokounmpo 26' 3PT  (33 PTS) (B. Portis 1 AST),"[203507, 1626171]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,26.84,Made,,,,,33.0,,,,,,B. Portis,1626171.0,1.0,,,
431,PT09M53.00S,2021-11-18T02:00:02.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,14.635348226018394,45.58823529411765,1610612747,69,60,2021-11-18T02:10:05Z,3615000,22.0,85.0,1,left,MISS R. Westbrook 8' Jump Shot - blocked,"[201566, 203114]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,8.79,Missed,,,,,,,,,,,,,,Middleton,203114.0,
432,PT09M53.00S,2021-11-18T02:00:02.5Z,3,REGULAR,block,,[],203114,,,1610612747,69,60,2021-11-18T02:10:05Z,3617500,,,0,,K. Middleton BLOCK (1 BLK),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT09M53.00S,2021-11-18T02:00:02.5Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,69,60,2021-11-18T02:10:05Z,3618750,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,431.0,2.0,2.0,0.0,,,,,,,,,,,,
375,PT09M45.00S,2021-11-18T02:00:06.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,68.67608409986859,64.70588235294117,1610612749,72,60,2021-11-18T02:10:05Z,3620000,74.0,242.0,1,right,G. Allen 25' 3PT  (5 PTS) (B. Portis 2 AST),"[1628960, 1626171]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,25.28,Made,,,,,5.0,,,,,,B. Portis,1626171.0,2.0,,,
377,PT09M30.00S,2021-11-18T02:00:25.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,72,60,2021-11-18T02:00:25Z,3640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT09M23.00S,2021-11-18T02:00:42.1Z,3,REGULAR,2pt,Jump Shot,[],203076,25.706307490144546,54.90196078431373,1610612747,72,62,2021-11-18T02:00:49Z,3650000,-25.0,189.0,1,left,A. Davis 19' Jump Shot (12 PTS) (R. Westbrook 9 AST),"[203076, 201566]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,19.07,Made,,,,,12.0,,,,,,R. Westbrook,201566.0,9.0,,,
380,PT09M07.00S,2021-11-18T02:00:58.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.46057818659659,53.18627450980392,1610612749,72,62,2021-11-18T02:01:05Z,3670000,16.0,18.0,1,right,MISS G. Antetokounmpo Layup,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,2.43,Missed,,,,,,,,,,,,,,,,
381,PT09M07.00S,2021-11-18T02:00:58.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,72,62,2021-11-18T02:01:05Z,3680000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,380.0,,,,,,,,,,,,,,,
382,PT09M07.00S,2021-11-18T02:01:04.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,72,62,2021-11-18T02:01:04Z,3690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT08M54.00S,2021-11-18T02:01:22.0Z,3,REGULAR,2pt,Jump Shot,[],2546,23.209592641261498,43.872549019607845,1610612747,72,64,2021-11-18T02:01:39Z,3700000,31.0,166.0,1,left,C. Anthony 16' Jump Shot (7 PTS) (R. Westbrook 10 AST),"[2546, 201566]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,16.85,Made,,,,,7.0,,,,,,R. Westbrook,201566.0,10.0,,,
385,PT08M41.00S,2021-11-18T02:01:35.2Z,3,REGULAR,3pt,Jump Shot,[],1626171,68.41327201051249,63.48039215686274,1610612749,72,64,2021-11-18T02:01:42Z,3720000,67.0,244.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,25.35,Missed,,,,,,,,,,,,,,,,
386,PT08M41.00S,2021-11-18T02:01:35.2Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,72,64,2021-11-18T02:01:42Z,3730000,,,0,,A. Davis REBOUND (Off:2 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,385.0,5.0,3.0,2.0,,,,,,,,,,,,
387,PT08M28.00S,2021-11-18T02:01:48.8Z,3,REGULAR,turnover,lost ball,[],203076,,,1610612747,72,64,2021-11-18T02:16:24Z,3740000,,,0,,A. Davis lost ball TURNOVER (1 TO),"[203076, 201950]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,1.0,Holiday,201950.0,,,,,,,,,,,,,,,,,,
388,PT08M28.00S,2021-11-18T02:01:48.8Z,3,REGULAR,steal,,[],201950,,,1610612749,72,64,2021-11-18T02:16:24Z,3750000,,,0,,J. Holiday STEAL (3 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT08M25.00S,2021-11-18T02:01:57.9Z,3,REGULAR,turnover,traveling,[],203507,,,1610612749,72,64,2021-11-18T02:02:06Z,3760000,,,0,,G. Antetokounmpo traveling TURNOVER (4 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,4.0,,,,,,,,,,1627961.0,,,,,,,,,,
390,PT08M09.00S,2021-11-18T02:02:25.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202340,9.806176084099869,3.1862745098039214,1610612747,72,64,2021-11-18T02:02:30Z,3770000,234.0,40.0,1,left,MISS A. Bradley 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,23.74,Missed,,,,,,,,,,,,,,,,
392,PT08M06.00S,2021-11-18T02:02:28.8Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,72,64,2021-11-18T02:02:30Z,3780000,,,0,,K. Middleton REBOUND (Off:0 Def:3),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,390.0,3.0,3.0,0.0,,,,,,,,,,,,
393,PT07M59.00S,2021-11-18T02:02:36.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,91.67214191852825,52.94117647058824,1610612749,74,64,2021-11-18T02:02:42Z,3790000,15.0,26.0,1,right,J. Holiday cutting Layup (5 PTS) (K. Middleton 5 AST),"[201950, 203114]",1610612749.0,MIL,cutting,,,Holiday,J. Holiday,,,,,,,,2.97,Made,,,,,5.0,,,,,,K. Middleton,203114.0,5.0,,,
395,PT07M48.00S,2021-11-18T02:02:47.8Z,3,REGULAR,3pt,Jump Shot,[],2546,22.946780551905388,88.97058823529412,1610612747,74,64,2021-11-18T02:02:52Z,3810000,-195.0,163.0,1,left,MISS C. Anthony 25' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,25.42,Missed,,,,,,,,,,,,,,,,
396,PT07M45.00S,2021-11-18T02:02:50.8Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,74,64,2021-11-18T02:02:52Z,3820000,,,0,,K. Middleton REBOUND (Off:0 Def:4),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,395.0,4.0,4.0,0.0,,,,,,,,,,,,
397,PT07M42.00S,2021-11-18T02:02:58.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,74,64,2021-11-18T02:02:58Z,3830000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M42.00S,2021-11-18T02:06:07.9Z,3,REGULAR,substitution,out,[],203114,,,1610612749,74,64,2021-11-18T02:06:26Z,3840000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M42.00S,2021-11-18T02:06:07.9Z,3,REGULAR,substitution,out,[],202340,,,1610612749,74,64,2021-11-18T02:06:26Z,3850000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M42.00S,2021-11-18T02:06:07.9Z,3,REGULAR,substitution,in,[],1626192,,,1610612749,74,64,2021-11-18T02:06:26Z,3860000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M42.00S,2021-11-18T02:06:07.9Z,3,REGULAR,substitution,in,[],201961,,,1610612749,74,64,2021-11-18T02:06:26Z,3870000,,,0,,SUB in: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M27.00S,2021-11-18T02:06:41.0Z,3,REGULAR,3pt,Jump Shot,[],1628960,66.70499342969777,43.38235294117647,1610612749,74,64,2021-11-18T02:06:46Z,3880000,-33.0,260.0,1,right,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,26.26,Missed,,,,,,,,,,,,,,,,
403,PT07M24.00S,2021-11-18T02:06:44.0Z,3,REGULAR,rebound,defensive,[],1629659,,,1610612747,74,64,2021-11-18T02:06:46Z,3890000,,,0,,T. Horton-Tucker REBOUND (Off:3 Def:5),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,402.0,8.0,5.0,3.0,,,,,,,,,,,,
404,PT07M14.00S,2021-11-18T02:06:53.0Z,3,REGULAR,3pt,Jump Shot,[],2546,33.590670170827856,32.35294117647059,1610612747,74,67,2021-11-18T02:06:57Z,3900000,88.0,263.0,1,left,C. Anthony 27' 3PT  (10 PTS) (R. Westbrook 11 AST),"[2546, 201566]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,27.77,Made,,,,,10.0,,,,,,R. Westbrook,201566.0,11.0,,,
406,PT06M46.00S,2021-11-18T02:07:22.4Z,3,REGULAR,3pt,Jump Shot,[],1626171,94.82588699080158,2.696078431372549,1610612749,74,67,2021-11-18T02:07:27Z,3920000,-237.0,-4.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,23.65,Missed,,,,,,,,,,,,,,,,
407,PT06M43.00S,2021-11-18T02:07:25.4Z,3,REGULAR,rebound,defensive,[],201961,,,1610612747,74,67,2021-11-18T02:07:27Z,3930000,,,0,,W. Ellington REBOUND (Off:0 Def:1),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,406.0,1.0,1.0,0.0,,,,,,,,,,,,
408,PT06M31.00S,2021-11-18T02:07:37.4Z,3,REGULAR,3pt,Jump Shot,[],1629659,32.53942181340342,61.274509803921575,1610612747,74,70,2021-11-18T02:07:43Z,3940000,-56.0,253.0,1,left,T. Horton-Tucker 25' 3PT  (15 PTS) (R. Westbrook 12 AST),"[1629659, 201566]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,25.96,Made,,,,,15.0,,,,,,R. Westbrook,201566.0,12.0,,,
410,PT06M12.00S,2021-11-18T02:07:55.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,79.71419185282524,41.42156862745098,1610612749,76,70,2021-11-18T02:07:59Z,3960000,-43.0,138.0,1,right,G. Antetokounmpo 14' turnaround fadeaway Jump Shot (35 PTS),[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,14.47,Made,,,,,35.0,,,,,,,,,,,
411,PT06M00.00S,2021-11-18T02:08:07.7Z,3,REGULAR,turnover,lost ball,[],1629659,,,1610612747,76,70,2021-11-18T02:08:14Z,3970000,,,0,,T. Horton-Tucker lost ball TURNOVER (1 TO),"[1629659, 201950]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,1.0,Holiday,201950.0,,,,,,,,,,,,,,,,,,
412,PT06M00.00S,2021-11-18T02:08:07.7Z,3,REGULAR,steal,,[],201950,,,1610612749,76,70,2021-11-18T02:08:10Z,3980000,,,0,,J. Holiday STEAL (4 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M00.00S,2021-11-18T02:08:13.4Z,3,REGULAR,foul,personal,[],1629659,,,1610612749,76,70,2021-11-18T02:08:21Z,3990000,,,0,,T. Horton-Tucker personal FOUL (2 PF),"[1629659, 201950]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,1627961.0,2.0,0.0,Holiday,201950.0,,,,,,
415,PT06M00.00S,2021-11-18T02:08:22.8Z,3,REGULAR,substitution,out,[],1626171,,,1610612749,76,70,2021-11-18T02:08:33Z,4010000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M00.00S,2021-11-18T02:08:22.8Z,3,REGULAR,substitution,in,[],1628400,,,1610612749,76,70,2021-11-18T02:08:33Z,4020000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M47.00S,2021-11-18T02:08:44.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628960,72.09264126149803,12.009803921568627,1610612749,76,70,2021-11-18T02:08:51Z,4030000,-190.0,210.0,1,right,MISS G. Allen 28' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,28.3,Missed,,,,,,,,,,,,,,,,
418,PT05M45.00S,2021-11-18T02:08:47.6Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,76,70,2021-11-18T02:08:47Z,4040000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,417.0,6.0,5.0,1.0,,,,,,,,,,,,
419,PT05M41.00S,2021-11-18T02:08:51.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",201950,81.2910643889619,58.82352941176471,1610612749,78,70,2021-11-18T02:08:55Z,4050000,44.0,123.0,1,right,J. Holiday 13' pullup Jump Shot (7 PTS) (G. Antetokounmpo 3 AST),"[201950, 203507]",1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,,,,13.1,Made,,,,,7.0,,,,,,G. Antetokounmpo,203507.0,3.0,,,
421,PT05M17.00S,2021-11-18T02:09:14.7Z,3,REGULAR,3pt,Jump Shot,[],203076,33.98488830486202,36.51960784313725,1610612747,78,70,2021-11-18T02:09:21Z,4070000,67.0,267.0,1,left,MISS A. Davis 27' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,27.54,Missed,,,,,,,,,,,,,,,,
422,PT05M13.00S,2021-11-18T02:09:18.7Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,78,70,2021-11-18T02:09:21Z,4080000,,,0,,G. Allen REBOUND (Off:1 Def:4),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,421.0,5.0,4.0,1.0,,,,,,,,,,,,
423,PT05M07.00S,2021-11-18T02:09:24.3Z,3,REGULAR,3pt,Jump Shot,[],203507,64.73390275952694,30.88235294117647,1610612749,78,70,2021-11-18T02:18:05Z,4090000,-96.0,279.0,1,right,MISS G. Antetokounmpo 29' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,29.49,Missed,,,,,,,,,,,,,,,,
424,PT05M04.00S,2021-11-18T02:09:27.3Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,78,70,2021-11-18T02:09:32Z,4100000,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,423.0,3.0,2.0,1.0,,,,,,,,,,,,
425,PT05M01.00S,2021-11-18T02:09:30.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203076,8.229303547963205,50.49019607843137,1610612747,78,72,2021-11-18T02:09:39Z,4110000,-2.0,25.0,1,left,A. Davis running DUNK (14 PTS) (R. Westbrook 13 AST),"[203076, 201566]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,,,,2.5,Made,,,,,14.0,,,,,,R. Westbrook,201566.0,13.0,,,
427,PT04M53.00S,2021-11-18T02:09:38.9Z,3,REGULAR,3pt,Jump Shot,[],1628400,69.33311432325887,80.14705882352942,1610612749,78,72,2021-11-18T02:09:43Z,4130000,151.0,236.0,1,right,MISS S. Ojeleye 27' 3PT,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,27.98,Missed,,,,,,,,,,,,,,,,
428,PT04M50.00S,2021-11-18T02:09:41.9Z,3,REGULAR,rebound,defensive,[],201961,,,1610612747,78,72,2021-11-18T02:09:43Z,4140000,,,0,,W. Ellington REBOUND (Off:0 Def:2),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,427.0,2.0,2.0,0.0,,,,,,,,,,,,
429,PT04M48.00S,2021-11-18T02:09:47.0Z,3,REGULAR,foul,personal,['2freethrow'],1628400,,,1610612747,78,72,2021-11-18T02:10:06Z,4150000,,,0,,S. Ojeleye shooting personal FOUL (1 PF) (Horton-Tucker 2 FT),"[1628400, 1629659]",1610612749.0,MIL,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Horton-Tucker,1629659.0,,,,,,
434,PT04M48.00S,2021-11-18T02:10:12.6Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629659,,,1610612747,78,73,2021-11-18T02:10:12Z,4170000,,,0,,T. Horton-Tucker Free Throw 1 of 2 (16 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,Made,,,,,16.0,,,,,,,,,,,
435,PT04M48.00S,2021-11-18T02:10:16.3Z,3,REGULAR,substitution,out,[],1628960,,,1610612747,78,73,2021-11-18T02:10:21Z,4180000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M48.00S,2021-11-18T02:10:16.3Z,3,REGULAR,substitution,in,[],201588,,,1610612747,78,73,2021-11-18T02:10:21Z,4190000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M48.00S,2021-11-18T02:10:32.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629659,,,1610612747,78,74,2021-11-18T02:10:32Z,4200000,,,0,,T. Horton-Tucker Free Throw 2 of 2 (17 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,
438,PT04M25.00S,2021-11-18T02:10:55.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,92.46057818659659,51.9607843137255,1610612749,78,74,2021-11-18T02:11:00Z,4210000,10.0,18.0,1,right,MISS P. Connaughton driving Layup,[1626192],1610612749.0,MIL,driving,,,Connaughton,P. Connaughton,,,,,,,,2.08,Missed,,,,,,,,,,,,,,,,
439,PT04M23.00S,2021-11-18T02:10:57.4Z,3,REGULAR,rebound,defensive,[],201961,,,1610612747,78,74,2021-11-18T02:11:00Z,4220000,,,0,,W. Ellington REBOUND (Off:0 Def:3),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,438.0,3.0,3.0,0.0,,,,,,,,,,,,
440,PT04M17.00S,2021-11-18T02:11:04.0Z,3,REGULAR,3pt,Jump Shot,[],201961,26.10052562417871,13.480392156862745,1610612747,78,77,2021-11-18T02:11:09Z,4230000,183.0,193.0,1,left,W. Ellington 26' 3PT  (3 PTS) (T. Horton-Tucker 2 AST),"[201961, 1629659]",1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,26.55,Made,,,,,3.0,,,,,,T. Horton-Tucker,1629659.0,2.0,,,
442,PT04M16.00S,2021-11-18T02:11:10.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,78,77,2021-11-18T02:11:10Z,4250000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M03.00S,2021-11-18T02:14:46.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,85.49605781865965,46.81372549019608,1610612749,78,77,2021-11-18T02:14:51Z,4260000,-16.0,84.0,1,right,MISS G. Antetokounmpo 8' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,8.53,Missed,,,,,,,,,,,,,,,,
444,PT04M01.00S,2021-11-18T02:14:48.9Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,78,77,2021-11-18T02:14:51Z,4270000,,,0,,A. Davis REBOUND (Off:2 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,443.0,6.0,4.0,2.0,,,,,,,,,,,,
445,PT03M50.00S,2021-11-18T02:15:00.6Z,3,REGULAR,3pt,Jump Shot,[],201961,13.091327201051248,96.32352941176471,1610612747,78,77,2021-11-18T02:15:05Z,4280000,-232.0,71.0,1,left,MISS W. Ellington 24' 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,24.21,Missed,,,,,,,,,,,,,,,,
446,PT03M47.00S,2021-11-18T02:15:03.6Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612749,78,77,2021-11-18T02:15:05Z,4290000,,,0,,S. Ojeleye REBOUND (Off:2 Def:2),[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,445.0,4.0,2.0,2.0,,,,,,,,,,,,
447,PT03M33.00S,2021-11-18T02:15:16.0Z,3,REGULAR,2pt,Jump Shot,[],1628400,93.9060446780552,68.13725490196079,1610612749,78,77,2021-11-18T02:15:21Z,4300000,91.0,5.0,1,right,MISS S. Ojeleye 9' turnaround Shot,[1628400],1610612749.0,MIL,turnaround,,,Ojeleye,S. Ojeleye,,,,,,,,9.08,Missed,,,,,,,,,,,,,,,,
448,PT03M31.00S,2021-11-18T02:15:18.0Z,3,REGULAR,rebound,defensive,[],2546,,,1610612747,78,77,2021-11-18T02:15:21Z,4310000,,,0,,C. Anthony REBOUND (Off:0 Def:5),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,447.0,5.0,5.0,0.0,,,,,,,,,,,,
