actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
336,PT02M13.00S,2022-10-20T01:02:32.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630563,,,1610612759,43,63,2022-10-20T01:02:32Z,3320000,,,0,,J. Primo Free Throw 1 of 2 (3 PTS),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
337,PT02M13.00S,2022-10-20T01:02:44.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630563,,,1610612759,44,63,2022-10-20T01:02:44Z,3330000,,,0,,J. Primo Free Throw 2 of 2 (4 PTS),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
338,PT01M58.00S,2022-10-20T01:02:59.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,6.915243101182654,50.245098039215684,1610612766,44,63,2022-10-20T01:03:08Z,3340000,-1.0,13.0,1,left,MISS N. Richards Layup - blocked,"[1630208, 1628380]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,Collins,1628380.0,,,,,,,,,
339,PT01M58.00S,2022-10-20T01:02:59.5Z,2,REGULAR,block,,[],1628380,,,1610612766,44,63,2022-10-20T01:03:02Z,3350000,,,0,,Z. Collins BLOCK (2 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
340,PT01M57.00S,2022-10-20T01:03:00.5Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612766,44,63,2022-10-20T01:10:34Z,3360000,,,0,,P. Washington REBOUND (Off:2 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,338.0,3.0,1.0,2.0,,,,,
341,PT01M55.00S,2022-10-20T01:03:06.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629023,5.590000152587891,50.0,1610612766,44,63,2022-10-20T01:10:44Z,3370000,0.0,0.0,1,left,MISS P. Washington putback Layup,[1629023],1610612766.0,CHA,putback,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
342,PT01M54.00S,2022-10-20T01:03:07.9Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,44,63,2022-10-20T01:10:44Z,3380000,,,0,,N. Richards REBOUND (Off:4 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,341.0,4.0,0.0,4.0,,,,,
343,PT01M53.00S,2022-10-20T01:03:09.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630208,5.590000152587891,50.0,1610612766,44,63,2022-10-20T01:10:54Z,3390000,0.0,0.0,1,left,MISS N. Richards tip Layup,[1630208],1610612766.0,CHA,tip,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
344,PT01M52.00S,2022-10-20T01:03:10.1Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,44,63,2022-10-20T01:10:54Z,3400000,,,0,,N. Richards REBOUND (Off:5 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,343.0,5.0,0.0,5.0,,,,,
345,PT01M51.00S,2022-10-20T01:03:11.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630208,5.590000152587891,50.0,1610612766,44,65,2022-10-20T01:11:00Z,3410000,0.0,0.0,1,left,N. Richards putback Layup (12 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.0,Made,12.0,,,,,,,,,,,,,,,,,
346,PT01M36.00S,2022-10-20T01:03:21.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203926,92.9862023653088,53.431372549019606,1610612759,44,65,2022-10-20T01:03:26Z,3420000,17.0,13.0,1,right,MISS D. McDermott driving Layup,[203926],1610612759.0,SAS,driving,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,2.18,Missed,,,,,,,,,,,,,,,,,,
347,PT01M32.00S,2022-10-20T01:03:25.1Z,2,REGULAR,rebound,offensive,[],203926,,,1610612759,44,65,2022-10-20T01:03:26Z,3430000,,,0,,D. McDermott REBOUND (Off:1 Def:0),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,346.0,1.0,0.0,1.0,,,,,
348,PT01M32.00S,2022-10-20T01:03:25.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203926,94.40999984741211,50.0,1610612759,46,65,2022-10-20T01:03:25Z,3440000,0.0,0.0,1,right,D. McDermott tip Layup (12 PTS),[203926],1610612759.0,SAS,tip,,,McDermott,D. McDermott,,,,,Mid-Range,8-16 Left,0.0,Made,12.0,,,,,,,,,,,,,,,,,
349,PT01M14.00S,2022-10-20T01:03:43.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,8.492115637319317,51.71568627450981,1610612766,46,65,2022-10-20T01:03:50Z,3450000,-9.0,27.0,1,left,MISS J. McDaniels driving Layup - blocked,"[1629667, 1628380]",1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,Collins,1628380.0,,,,,,,,,
350,PT01M14.00S,2022-10-20T01:03:43.3Z,2,REGULAR,block,,[],1628380,,,1610612766,46,65,2022-10-20T01:03:46Z,3460000,,,0,,Z. Collins BLOCK (3 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
351,PT01M11.00S,2022-10-20T01:03:46.3Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,46,65,2022-10-20T01:03:50Z,3470000,,,0,,K. Johnson REBOUND (Off:2 Def:6),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,349.0,8.0,6.0,2.0,,,,,
352,PT01M01.00S,2022-10-20T01:03:58.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628372,,,1610612759,46,65,2022-10-20T01:04:12Z,3480000,,,0,,D. Smith Jr. shooting personal FOUL (1 PF) (Collins 2 FT),"[1628372, 1628380]",1610612766.0,CHA,shooting,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Collins,1628380.0
354,PT01M01.00S,2022-10-20T01:04:29.3Z,2,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,47,65,2022-10-20T01:04:46Z,3500000,,,0,,Z. Collins Free Throw 1 of 2 (1 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
355,PT01M01.00S,2022-10-20T01:04:29.3Z,2,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,47,65,2022-10-20T01:04:46Z,3510000,,,0,,MISS Z. Collins Free Throw 2 of 2,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
356,PT00M56.50S,2022-10-20T01:04:33.8Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612766,47,65,2022-10-20T01:04:46Z,3520000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,355.0,2.0,2.0,0.0,,,,,
357,PT00M47.70S,2022-10-20T01:04:54.5Z,2,REGULAR,3pt,Jump Shot,[],1626179,26.363337713534822,15.931372549019606,1610612766,47,68,2022-10-20T01:12:57Z,3530000,170.0,195.0,1,left,T. Rozier 25' 3PT pullup (13 PTS),[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,25.91,Made,13.0,,,,,,,,,,,,,,,,,
358,PT00M30.30S,2022-10-20T01:05:15.3Z,2,REGULAR,2pt,Jump Shot,[],1628380,82.47371879106439,31.127450980392158,1610612759,47,68,2022-10-20T01:05:19Z,3540000,-94.0,112.0,1,right,MISS Z. Collins 14' Jump Shot,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,14.66,Missed,,,,,,,,,,,,,,,,,,
359,PT00M28.10S,2022-10-20T01:05:17.5Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,47,68,2022-10-20T01:05:19Z,3550000,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,358.0,3.0,3.0,0.0,,,,,
360,PT00M11.70S,2022-10-20T01:05:34.7Z,2,REGULAR,3pt,Jump Shot,[],1626179,34.641918528252305,47.549019607843135,1610612766,47,68,2022-10-20T01:13:26Z,3560000,12.0,273.0,1,left,MISS T. Rozier 27' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,27.34,Missed,,,,,,,,,,,,,,,,,,
361,PT00M11.70S,2022-10-20T01:05:36.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,47,68,2022-10-20T01:05:36Z,3570000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,360.0,,,,,,,,
363,PT00M03.70S,2022-10-20T01:05:54.7Z,2,REGULAR,3pt,Jump Shot,[],203926,78.13731931668858,6.862745098039216,1610612759,47,68,2022-10-20T01:06:00Z,3590000,-216.0,153.0,1,right,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
364,PT00M03.70S,2022-10-20T01:05:54.7Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,47,68,2022-10-20T01:06:00Z,3600000,,,0,,N. Richards REBOUND (Off:5 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,363.0,6.0,1.0,5.0,,,,,
365,PT00M00.00S,2022-10-20T01:06:05.1Z,2,REGULAR,period,end,[],0,,,1610612766,47,68,2022-10-20T01:06:05Z,3610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-10-20T01:21:51.7Z,3,REGULAR,substitution,out,['startperiod'],1626196,,,1610612766,47,68,2022-10-20T01:22:27Z,3620000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2022-10-20T01:21:51.7Z,3,REGULAR,substitution,out,['startperiod'],1630563,,,1610612766,47,68,2022-10-20T01:22:27Z,3630000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2022-10-20T01:21:51.7Z,3,REGULAR,substitution,out,['startperiod'],1628380,,,1610612766,47,68,2022-10-20T01:22:27Z,3640000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2022-10-20T01:21:51.7Z,3,REGULAR,substitution,out,['startperiod'],203926,,,1610612766,47,68,2022-10-20T01:22:27Z,3650000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2022-10-20T01:21:51.7Z,3,REGULAR,substitution,out,['startperiod'],1628372,,,1610612766,47,68,2022-10-20T01:22:27Z,3660000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2022-10-20T01:21:51.7Z,3,REGULAR,substitution,out,['startperiod'],1630208,,,1610612766,47,68,2022-10-20T01:22:27Z,3670000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2022-10-20T01:21:51.7Z,3,REGULAR,substitution,out,['startperiod'],1629667,,,1610612766,47,68,2022-10-20T01:22:27Z,3680000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2022-10-20T01:21:51.7Z,3,REGULAR,substitution,in,['startperiod'],1631110,,,1610612766,47,68,2022-10-20T01:22:27Z,3690000,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2022-10-20T01:21:51.7Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612766,47,68,2022-10-20T01:22:27Z,3700000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2022-10-20T01:21:51.7Z,3,REGULAR,substitution,in,['startperiod'],1630170,,,1610612766,47,68,2022-10-20T01:22:27Z,3710000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2022-10-20T01:21:51.7Z,3,REGULAR,substitution,in,['startperiod'],1630200,,,1610612766,47,68,2022-10-20T01:22:27Z,3720000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2022-10-20T01:21:51.7Z,3,REGULAR,substitution,in,['startperiod'],202330,,,1610612766,47,68,2022-10-20T01:22:27Z,3730000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2022-10-20T01:21:51.7Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,47,68,2022-10-20T01:22:27Z,3740000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2022-10-20T01:21:51.7Z,3,REGULAR,substitution,in,['startperiod'],1626162,,,1610612766,47,68,2022-10-20T01:22:27Z,3750000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT12M00.00S,2022-10-20T01:22:33.2Z,3,REGULAR,period,start,[],0,,,1610612759,47,68,2022-10-20T01:22:33Z,3760000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT11M40.00S,2022-10-20T01:22:52.2Z,3,REGULAR,3pt,Jump Shot,[],1630170,31.750985545335087,61.029411764705884,1610612759,47,68,2022-10-20T01:22:59Z,3770000,-55.0,246.0,1,left,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,25.21,Missed,,,,,,,,,,,,,,,,,,
382,PT11M37.00S,2022-10-20T01:22:55.2Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,47,68,2022-10-20T01:22:59Z,3780000,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,381.0,5.0,3.0,2.0,,,,,
383,PT11M28.00S,2022-10-20T01:23:04.0Z,3,REGULAR,turnover,lost ball,[],1626179,,,1610612766,47,68,2022-10-20T01:23:12Z,3790000,,,0,,T. Rozier lost ball TURNOVER (2 TO),"[1626179, 1630170]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,,,,,,,2.0,Vassell,1630170.0,,,,,,,,,,,
384,PT11M28.00S,2022-10-20T01:23:04.0Z,3,REGULAR,steal,,[],1630170,,,1610612759,47,68,2022-10-20T01:23:06Z,3800000,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
385,PT11M25.00S,2022-10-20T01:23:10.2Z,3,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612759,47,68,2022-10-20T01:23:17Z,3810000,,,0,,K. Oubre Jr. shooting personal FOUL (3 PF) (Vassell 2 FT),"[1626162, 1630170]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628171.0,3.0,0.0,Vassell,1630170.0
387,PT11M25.00S,2022-10-20T01:23:33.7Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630170,,,1610612759,47,68,2022-10-20T01:23:33Z,3830000,,,0,,MISS D. Vassell Free Throw 1 of 2,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
388,PT11M25.00S,2022-10-20T01:23:33.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,47,68,2022-10-20T01:23:33Z,3840000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,387.0,,,,,,,,
389,PT11M25.00S,2022-10-20T01:23:44.7Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630170,,,1610612759,48,68,2022-10-20T01:23:44Z,3850000,,,0,,D. Vassell Free Throw 2 of 2 (4 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
390,PT11M12.00S,2022-10-20T01:24:03.8Z,3,REGULAR,foul,personal,[],1629640,,,1610612766,48,68,2022-10-20T01:24:10Z,3860000,,,0,,K. Johnson personal FOUL (2 PF),"[1629640, 1626162]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Oubre Jr.,1626162.0
392,PT11M04.00S,2022-10-20T01:24:29.4Z,3,REGULAR,2pt,Jump Shot,[],1626179,89.83245729303549,79.90196078431373,1610612766,48,70,2022-10-20T01:24:35Z,3880000,150.0,43.0,1,right,T. Rozier 15' step back Jump Shot (15 PTS),[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,15.56,Made,15.0,,,,,,,,,,,,,,,,,
394,PT10M43.00S,2022-10-20T01:24:50.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,4.418528252299605,41.42156862745098,1610612759,48,70,2022-10-20T01:24:55Z,3900000,43.0,-11.0,1,left,MISS J. Sochan driving finger roll Layup - blocked,"[1631110, 1629023]",1610612759.0,SAS,driving finger roll,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,Washington,1629023.0,,,,,,,,,
395,PT10M43.00S,2022-10-20T01:24:50.4Z,3,REGULAR,block,,[],1629023,,,1610612759,48,70,2022-10-20T01:24:53Z,3910000,,,0,,P. Washington BLOCK (2 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
396,PT10M39.00S,2022-10-20T01:24:54.4Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,48,70,2022-10-20T01:24:55Z,3920000,,,0,,T. Rozier REBOUND (Off:0 Def:5),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,394.0,5.0,5.0,0.0,,,,,
397,PT10M35.00S,2022-10-20T01:24:57.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202330,73.9323258869908,82.1078431372549,1610612766,48,70,2022-10-20T01:25:02Z,3930000,161.0,193.0,1,right,MISS G. Hayward 25' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
398,PT10M32.00S,2022-10-20T01:25:00.4Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,48,70,2022-10-20T01:25:02Z,3940000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,397.0,1.0,1.0,0.0,,,,,
399,PT10M30.00S,2022-10-20T01:25:05.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,5.732588699080158,47.05882352941176,1610612759,50,70,2022-10-20T01:25:31Z,3950000,15.0,1.0,1,left,T. Jones driving finger roll Layup (4 PTS),[1630200],1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.48,Made,4.0,,,,,,,,,,,,,,,,,
400,PT10M30.00S,2022-10-20T01:25:08.8Z,3,REGULAR,foul,personal,['1freethrow'],1626162,,,1610612759,50,70,2022-10-20T01:25:35Z,3960000,,,0,,K. Oubre Jr. shooting personal FOUL (4 PF) (Jones 1 FT),"[1626162, 1630200]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628171.0,4.0,0.0,Jones,1630200.0
402,PT10M30.00S,2022-10-20T01:25:17.0Z,3,REGULAR,substitution,out,[],1626162,,,1610612759,50,70,2022-10-20T01:26:23Z,3980000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT10M30.00S,2022-10-20T01:25:17.0Z,3,REGULAR,substitution,in,[],1629667,,,1610612759,50,70,2022-10-20T01:26:23Z,3990000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT10M30.00S,2022-10-20T01:25:39.5Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1630200,,,1610612759,51,70,2022-10-20T01:25:39Z,4000000,,,0,,T. Jones Free Throw 1 of 1 (5 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
405,PT10M14.00S,2022-10-20T01:25:57.5Z,3,REGULAR,2pt,Jump Shot,[],1626179,94.69448094612353,30.637254901960787,1610612766,51,72,2022-10-20T01:26:01Z,4010000,-97.0,-3.0,1,right,T. Rozier 9' fadeaway Jump Shot (17 PTS),[1626179],1610612766.0,CHA,fadeaway,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Left,9.68,Made,17.0,,,,,,,,,,,,,,,,,
407,PT10M05.00S,2022-10-20T01:26:21.0Z,3,REGULAR,2pt,Jump Shot,[],1629640,19.66162943495401,69.36274509803921,1610612759,51,72,2022-10-20T01:26:25Z,4030000,-97.0,132.0,1,left,MISS K. Johnson 16' Jump Shot,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left Center,16.39,Missed,,,,,,,,,,,,,,,,,,
408,PT10M02.00S,2022-10-20T01:26:24.0Z,3,REGULAR,rebound,defensive,[],1629667,,,1610612766,51,72,2022-10-20T01:26:25Z,4040000,,,0,,J. McDaniels REBOUND (Off:0 Def:4),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,407.0,4.0,4.0,0.0,,,,,
409,PT09M55.00S,2022-10-20T01:26:30.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203486,90.62089356110381,50.245098039215684,1610612766,51,74,2022-10-20T01:26:35Z,4050000,1.0,36.0,1,right,M. Plumlee driving Layup (8 PTS) (J. McDaniels 1 AST),"[203486, 1629667]",1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,3.57,Made,8.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,,
411,PT09M48.00S,2022-10-20T01:26:42.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,8.754927726675426,50.0,1610612759,51,74,2022-10-20T01:29:36Z,4070000,0.0,30.0,1,left,MISS D. Vassell driving finger roll Layup,[1630170],1610612759.0,SAS,driving finger roll,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,2.98,Missed,,,,,,,,,,,,,,,,,,
412,PT09M47.00S,2022-10-20T01:26:43.1Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,51,74,2022-10-20T01:29:36Z,4080000,,,0,,J. Poeltl REBOUND (Off:2 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,411.0,7.0,5.0,2.0,,,,,
413,PT09M46.00S,2022-10-20T01:26:45.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,5.590000152587891,50.0,1610612759,51,74,2022-10-20T01:29:47Z,4090000,0.0,0.0,1,left,MISS J. Poeltl tip Layup,[1627751],1610612759.0,SAS,tip,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
414,PT09M45.00S,2022-10-20T01:26:46.8Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,51,74,2022-10-20T01:29:47Z,4100000,,,0,,P. Washington REBOUND (Off:2 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,413.0,4.0,2.0,2.0,,,,,
415,PT09M39.00S,2022-10-20T01:26:50.2Z,3,REGULAR,foul,offensive,[],202330,,,1610612766,51,74,2022-10-20T01:27:05Z,4110000,,,0,,G. Hayward offensive FOUL (3 PF),"[202330, 1630200]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1193.0,3.0,0.0,Jones,1630200.0
417,PT09M39.00S,2022-10-20T01:26:50.2Z,3,REGULAR,turnover,offensive foul,[],202330,,,1610612766,51,74,2022-10-20T01:26:50Z,4130000,,,0,,G. Hayward offensive foul TURNOVER (2 TO),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Left Center,,,,,,,2.0,,,,,,,,,1193.0,,,,
