actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT05M28.00S,2022-10-20T00:24:52.8Z,1,REGULAR,rebound,defensive,[],1630563,,,1610612759,14,23,2022-10-20T00:24:52Z,810000,,,0,,J. Primo REBOUND (Off:0 Def:1),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,84.0,1.0,1.0,0.0,,,,,
86,PT05M24.00S,2022-10-20T00:24:57.8Z,1,REGULAR,turnover,lost ball,[],1629640,,,1610612759,14,23,2022-10-20T00:25:04Z,820000,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1629640, 1626162]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Center,,,,,,,1.0,Oubre Jr.,1626162.0,,,,,,,,,,,
87,PT05M24.00S,2022-10-20T00:24:57.8Z,1,REGULAR,steal,,[],1626162,,,1610612766,14,23,2022-10-20T00:24:59Z,830000,,,0,,K. Oubre Jr. STEAL (3 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
88,PT05M20.00S,2022-10-20T00:25:01.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626179,6.652431011826544,52.450980392156865,1610612766,14,23,2022-10-20T00:31:11Z,840000,-12.0,10.0,1,left,MISS T. Rozier running Layup,[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
89,PT05M18.00S,2022-10-20T00:25:03.9Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,14,23,2022-10-20T00:31:11Z,850000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,
90,PT05M12.00S,2022-10-20T00:25:09.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,92.59198423127464,5.147058823529411,1610612759,14,23,2022-10-20T00:25:14Z,860000,-224.0,17.0,1,right,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,22.5,Missed,,,,,,,,,,,,,,,,,,
91,PT05M10.00S,2022-10-20T00:25:11.8Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,14,23,2022-10-20T00:25:14Z,870000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,90.0,2.0,2.0,0.0,,,,,
92,PT04M59.00S,2022-10-20T00:25:22.4Z,1,REGULAR,2pt,Jump Shot,[],202330,16.770696452036795,30.637254901960787,1610612766,14,25,2022-10-20T00:25:28Z,880000,97.0,105.0,1,left,G. Hayward 14' pullup Jump Shot (4 PTS),[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Right,14.29,Made,4.0,,,,,,,,,,,,,,,,,
93,PT04M45.00S,2022-10-20T00:25:36.3Z,1,REGULAR,3pt,Jump Shot,[],1631110,78.13731931668858,10.294117647058822,1610612759,14,25,2022-10-20T00:25:47Z,890000,-199.0,153.0,1,right,MISS J. Sochan 25' pullup 3PT,[1631110],1610612759.0,SAS,pullup,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,25.06,Missed,,,,,,,,,,,,,,,,,,
94,PT04M43.00S,2022-10-20T00:25:38.8Z,1,REGULAR,rebound,offensive,[],1630170,,,1610612759,14,25,2022-10-20T00:25:38Z,900000,,,0,,D. Vassell REBOUND (Off:1 Def:0),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,93.0,1.0,0.0,1.0,,,,,
95,PT04M38.00S,2022-10-20T00:25:43.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,67.23061760840999,54.90196078431373,1610612759,14,25,2022-10-20T00:25:49Z,910000,25.0,256.0,1,right,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,25.67,Missed,,,,,,,,,,,,,,,,,,
96,PT04M38.00S,2022-10-20T00:25:43.7Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,14,25,2022-10-20T00:25:49Z,920000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,95.0,1.0,1.0,0.0,,,,,
97,PT04M29.00S,2022-10-20T00:25:52.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202330,30.305519053876477,73.52941176470588,1610612766,14,25,2022-10-20T00:25:58Z,930000,-118.0,232.0,1,left,MISS G. Hayward 26' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
98,PT04M26.00S,2022-10-20T00:25:55.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,14,25,2022-10-20T00:25:58Z,940000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,97.0,2.0,2.0,0.0,,,,,
99,PT04M12.00S,2022-10-20T00:26:10.4Z,1,REGULAR,3pt,Jump Shot,[],1631110,74.72076215505913,13.970588235294118,1610612759,14,25,2022-10-20T00:26:21Z,950000,-180.0,185.0,1,right,MISS J. Sochan 25' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
100,PT04M06.00S,2022-10-20T00:26:15.2Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,14,25,2022-10-20T00:26:15Z,960000,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,99.0,3.0,2.0,1.0,,,,,
101,PT04M04.00S,2022-10-20T00:26:17.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,70.51576872536137,30.14705882352941,1610612759,14,25,2022-10-20T00:26:24Z,970000,-99.0,225.0,1,right,MISS D. Vassell 24' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,24.57,Missed,,,,,,,,,,,,,,,,,,
102,PT04M03.00S,2022-10-20T00:26:18.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,14,25,2022-10-20T00:26:24Z,980000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,101.0,,,,,,,,
104,PT04M03.00S,2022-10-20T00:26:41.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,14,25,2022-10-20T00:26:45Z,1000000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M03.00S,2022-10-20T00:29:03.3Z,1,REGULAR,substitution,out,[],1631110,,,1610612766,14,25,2022-10-20T00:29:20Z,1010000,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M03.00S,2022-10-20T00:29:03.3Z,1,REGULAR,substitution,out,[],1630170,,,1610612766,14,25,2022-10-20T00:29:20Z,1020000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M03.00S,2022-10-20T00:29:03.3Z,1,REGULAR,substitution,out,[],1627751,,,1610612766,14,25,2022-10-20T00:29:20Z,1030000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M03.00S,2022-10-20T00:29:03.3Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,14,25,2022-10-20T00:29:20Z,1040000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M03.00S,2022-10-20T00:29:03.3Z,1,REGULAR,substitution,out,[],1626162,,,1610612766,14,25,2022-10-20T00:29:20Z,1050000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M03.00S,2022-10-20T00:29:03.3Z,1,REGULAR,substitution,out,[],203486,,,1610612766,14,25,2022-10-20T00:29:20Z,1060000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M03.00S,2022-10-20T00:29:03.3Z,1,REGULAR,substitution,in,[],203926,,,1610612766,14,25,2022-10-20T00:29:20Z,1070000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M03.00S,2022-10-20T00:29:03.3Z,1,REGULAR,substitution,in,[],1628380,,,1610612766,14,25,2022-10-20T00:29:20Z,1080000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M03.00S,2022-10-20T00:29:03.3Z,1,REGULAR,substitution,in,[],1626196,,,1610612766,14,25,2022-10-20T00:29:20Z,1090000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M03.00S,2022-10-20T00:29:03.3Z,1,REGULAR,substitution,in,[],1628372,,,1610612766,14,25,2022-10-20T00:29:20Z,1100000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M03.00S,2022-10-20T00:29:03.3Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,14,25,2022-10-20T00:29:20Z,1110000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M03.00S,2022-10-20T00:29:03.3Z,1,REGULAR,substitution,in,[],1630208,,,1610612766,14,25,2022-10-20T00:29:20Z,1120000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M53.00S,2022-10-20T00:29:36.8Z,1,REGULAR,2pt,Jump Shot,[],202330,28.07161629434954,53.92156862745098,1610612766,14,25,2022-10-20T00:29:42Z,1130000,-20.0,211.0,1,left,MISS G. Hayward 21' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Center,21.23,Missed,,,,,,,,,,,,,,,,,,
118,PT03M50.00S,2022-10-20T00:29:39.8Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,14,25,2022-10-20T00:29:42Z,1140000,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,117.0,4.0,3.0,1.0,,,,,
119,PT03M44.00S,2022-10-20T00:29:45.7Z,1,REGULAR,3pt,Jump Shot,[],203926,76.69185282522996,11.519607843137255,1610612759,17,25,2022-10-20T00:29:50Z,1150000,-192.0,167.0,1,right,D. McDermott 25' 3PT  (3 PTS) (K. Johnson 1 AST),"[203926, 1629640]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,25.45,Made,3.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,,
121,PT03M22.00S,2022-10-20T00:30:08.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630208,17.16491458607096,45.83333333333333,1610612766,17,25,2022-10-20T00:33:46Z,1170000,21.0,109.0,1,left,MISS N. Richards 11' turnaround Shot,[1630208],1610612766.0,CHA,turnaround,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,11.09,Missed,,,,,,,,,,,,,,,,,,
122,PT03M19.00S,2022-10-20T00:30:11.0Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612759,17,25,2022-10-20T00:30:13Z,1180000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,
123,PT03M15.00S,2022-10-20T00:30:15.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203926,94.56307490144546,1.2254901960784315,1610612759,20,25,2022-10-20T00:30:21Z,1190000,-244.0,-1.0,1,right,D. McDermott 24' 3PT  (6 PTS) (J. Richardson 1 AST),"[203926, 1626196]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,24.39,Made,6.0,J. Richardson,1626196.0,1.0,,,,,,,,,,,,,,
125,PT03M07.00S,2022-10-20T00:30:28.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612766,20,25,2022-10-20T00:30:28Z,1210000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M07.00S,2022-10-20T00:31:41.6Z,1,REGULAR,substitution,out,[],1629640,,,1610612766,20,25,2022-10-20T00:31:55Z,1220000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M07.00S,2022-10-20T00:31:41.6Z,1,REGULAR,substitution,out,[],1628998,,,1610612766,20,25,2022-10-20T00:31:55Z,1230000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M07.00S,2022-10-20T00:31:41.6Z,1,REGULAR,substitution,in,[],1628966,,,1610612766,20,25,2022-10-20T00:31:55Z,1240000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M07.00S,2022-10-20T00:31:41.6Z,1,REGULAR,substitution,in,[],1626162,,,1610612766,20,25,2022-10-20T00:31:55Z,1250000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M55.00S,2022-10-20T00:32:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,7.5722733245729295,49.50980392156863,1610612766,20,25,2022-10-20T00:32:08Z,1260000,2.0,19.0,1,left,MISS D. Smith Jr. driving Layup,[1628372],1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1.89,Missed,,,,,,,,,,,,,,,,,,
131,PT02M55.00S,2022-10-20T00:32:06.0Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,20,25,2022-10-20T00:32:06Z,1270000,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,130.0,1.0,0.0,1.0,,,,,
132,PT02M55.00S,2022-10-20T00:32:06.6Z,1,REGULAR,foul,personal,['2freethrow'],203926,,,1610612766,20,25,2022-10-20T00:32:17Z,1280000,,,0,,D. McDermott shooting personal FOUL (1 PF) (Richards 2 FT),"[203926, 1630208]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Richards,1630208.0
134,PT02M55.00S,2022-10-20T00:32:27.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630208,,,1610612766,20,25,2022-10-20T00:32:27Z,1300000,,,0,,MISS N. Richards Free Throw 1 of 2,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
135,PT02M55.00S,2022-10-20T00:32:27.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,20,25,2022-10-20T00:32:27Z,1310000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,134.0,,,,,,,,
136,PT02M55.00S,2022-10-20T00:32:29.3Z,1,REGULAR,substitution,out,[],202330,,,1610612766,20,25,2022-10-20T00:32:34Z,1320000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M55.00S,2022-10-20T00:32:29.3Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,20,25,2022-10-20T00:32:34Z,1330000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M55.00S,2022-10-20T00:32:48.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630208,,,1610612766,20,26,2022-10-20T00:32:48Z,1340000,,,0,,N. Richards Free Throw 2 of 2 (1 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
139,PT02M42.00S,2022-10-20T00:32:59.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630563,86.81011826544021,39.705882352941174,1610612759,22,26,2022-10-20T00:33:04Z,1350000,-51.0,71.0,1,right,J. Primo 8' driving floating Jump Shot (2 PTS),[1630563],1610612759.0,SAS,driving floating,,,Primo,J. Primo,,,,,In The Paint (Non-RA),8-16 Left,8.81,Made,2.0,,,,,,,,,,,,,,,,,
140,PT02M28.00S,2022-10-20T00:33:14.2Z,1,REGULAR,turnover,bad pass,[],1628372,,,1610612766,22,26,2022-10-20T00:33:25Z,1360000,,,0,,D. Smith Jr. bad pass TURNOVER (1 TO),"[1628372, 1628380]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Collins,1628380.0,,,,,,,,,,,
141,PT02M28.00S,2022-10-20T00:33:14.2Z,1,REGULAR,steal,,[],1628380,,,1610612759,22,26,2022-10-20T00:33:16Z,1370000,,,0,,Z. Collins STEAL (1 STL),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT02M22.00S,2022-10-20T00:33:20.3Z,1,REGULAR,turnover,bad pass,[],1626196,,,1610612759,22,26,2022-10-20T00:33:27Z,1380000,,,0,,J. Richardson bad pass TURNOVER (1 TO),"[1626196, 1628372]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Smith Jr.,1628372.0,,,,,,,,,,,
143,PT02M22.00S,2022-10-20T00:33:20.3Z,1,REGULAR,steal,,[],1628372,,,1610612766,22,26,2022-10-20T00:33:22Z,1390000,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
144,PT02M17.00S,2022-10-20T00:33:24.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628372,6.915243101182654,50.98039215686274,1610612766,22,28,2022-10-20T00:33:35Z,1400000,-5.0,13.0,1,left,D. Smith Jr. running finger roll Layup (2 PTS),[1628372],1610612766.0,CHA,running finger roll,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1.34,Made,2.0,,,,,,,,,,,,,,,,,
145,PT02M07.00S,2022-10-20T00:33:37.2Z,1,REGULAR,turnover,out-of-bounds,[],1626196,,,1610612759,22,28,2022-10-20T00:33:46Z,1410000,,,0,,J. Richardson step out-of-bounds TURNOVER (2 TO),[1626196],1610612759.0,SAS,step,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Right,,,,,,,2.0,,,,,,,,,1662.0,,,,
146,PT01M47.00S,2022-10-20T00:34:09.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629023,3.892904073587385,32.84313725490196,1610612766,22,28,2022-10-20T02:23:44Z,1420000,86.0,-16.0,1,left,MISS P. Washington 8' step back Shot,[1629023],1610612766.0,CHA,step back,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,8.73,Missed,,,,,,,,,,,,,,,,,,
147,PT01M46.00S,2022-10-20T00:34:10.6Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,22,28,2022-10-20T00:37:51Z,1430000,,,0,,N. Richards REBOUND (Off:2 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,146.0,2.0,0.0,2.0,,,,,
148,PT01M44.00S,2022-10-20T00:34:13.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630208,5.863994743758213,47.794117647058826,1610612766,22,28,2022-10-20T00:38:07Z,1440000,11.0,3.0,1,left,MISS N. Richards Layup,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,,
149,PT01M43.00S,2022-10-20T00:34:14.2Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612766,22,28,2022-10-20T00:38:07Z,1450000,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,148.0,2.0,1.0,1.0,,,,,
150,PT01M42.00S,2022-10-20T00:34:19.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629023,5.590000152587891,50.0,1610612766,22,30,2022-10-20T00:38:15Z,1460000,0.0,0.0,1,left,P. Washington tip Layup (7 PTS),[1629023],1610612766.0,CHA,tip,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,0.0,Made,7.0,,,,,,,,,,,,,,,,,
151,PT01M27.00S,2022-10-20T00:34:26.5Z,1,REGULAR,3pt,Jump Shot,[],1628380,68.9388961892247,65.68627450980392,1610612759,22,30,2022-10-20T00:34:40Z,1470000,78.0,239.0,1,right,MISS Z. Collins 25' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,25.2,Missed,,,,,,,,,,,,,,,,,,
152,PT01M24.00S,2022-10-20T00:34:29.5Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,22,30,2022-10-20T00:34:40Z,1480000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,151.0,1.0,1.0,0.0,,,,,
153,PT01M18.00S,2022-10-20T00:34:37.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,6.1268068331143235,51.470588235294116,1610612766,22,32,2022-10-20T00:39:01Z,1490000,-7.0,5.0,1,left,N. Richards cutting DUNK (3 PTS) (K. Oubre Jr. 1 AST),"[1630208, 1626162]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.9,Made,3.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,,,,
155,PT01M18.00S,2022-10-20T00:34:43.0Z,1,REGULAR,foul,personal,['1freethrow'],1626196,,,1610612766,22,32,2022-10-20T00:34:55Z,1510000,,,0,,J. Richardson shooting personal FOUL (1 PF) (Richards 1 FT),"[1626196, 1630208]",1610612759.0,SAS,shooting,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Richards,1630208.0
157,PT01M18.00S,2022-10-20T00:35:07.0Z,1,REGULAR,freethrow,1 of 1,[],1630208,,,1610612766,22,33,2022-10-20T00:35:07Z,1530000,,,0,,N. Richards Free Throw 1 of 1 (4 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
158,PT01M03.00S,2022-10-20T00:35:25.3Z,1,REGULAR,turnover,out-of-bounds,[],1628380,,,1610612759,22,33,2022-10-20T00:35:32Z,1540000,,,0,,Z. Collins bad pass out-of-bounds TURNOVER (1 TO),[1628380],1610612759.0,SAS,bad pass,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,,,,,,,1.0,,,,,,,,,1193.0,,,,
159,PT00M50.60S,2022-10-20T00:35:42.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629023,28.07161629434954,60.049019607843135,1610612766,22,35,2022-10-20T00:35:49Z,1550000,-50.0,211.0,1,left,P. Washington 21' step back Jump Shot (9 PTS),[1629023],1610612766.0,CHA,step back,,,Washington,P. Washington,,,,,Mid-Range,16-24 Center,21.73,Made,9.0,,,,,,,,,,,,,,,,,
160,PT00M37.50S,2022-10-20T00:36:00.0Z,1,REGULAR,3pt,Jump Shot,[],203926,70.64717477003943,73.77450980392157,1610612759,22,35,2022-10-20T00:36:08Z,1560000,119.0,223.0,1,right,MISS D. McDermott 25' pullup 3PT,[203926],1610612759.0,SAS,pullup,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
161,PT00M37.30S,2022-10-20T00:36:01.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,22,35,2022-10-20T00:36:01Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,160.0,,,,,,,,
163,PT00M37.30S,2022-10-20T00:36:19.3Z,1,REGULAR,foul,offensive,[],1628380,,,1610612759,22,35,2022-10-20T00:36:29Z,1590000,,,0,,Z. Collins offensive FOUL (1 PF),"[1628380, 1626162]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Oubre Jr.,1626162.0
