actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
93,PT04M14.00S,2022-10-30T23:24:06.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631104,94.40999984741211,50.0,1610612759,18,16,2022-10-30T23:24:06Z,930000,0.0,0.0,1,right,B. Wesley putback Layup (2 PTS),[1631104],1610612759.0,SAS,putback,,,Wesley,B. Wesley,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
94,PT04M00.00S,2022-10-30T23:24:19.8Z,1,REGULAR,3pt,Jump Shot,[],1629669,12.697109067017081,3.431372549019608,1610612750,18,16,2022-10-30T23:24:24Z,940000,233.0,67.0,1,left,MISS J. Nowell 24' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Right Corner 3,24+ Right,24.22,Missed,,,,,,,,,,,,,,,,,,
95,PT03M57.00S,2022-10-30T23:24:22.8Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,18,16,2022-10-30T23:24:24Z,950000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,94.0,2.0,2.0,0.0,,,,,,,,,,,,,
96,PT03M49.00S,2022-10-30T23:24:30.9Z,1,REGULAR,3pt,Jump Shot,[],203926,94.95729303547962,2.2058823529411766,1610612759,21,16,2022-10-30T23:24:34Z,960000,-239.0,-5.0,1,right,D. McDermott 3PT  (6 PTS) (K. Johnson 2 AST),"[203926, 1629640]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,23.91,Made,6.0,,,,,K. Johnson,1629640.0,2.0,,,,,,,,,,
98,PT03M34.00S,2022-10-30T23:24:46.5Z,1,REGULAR,3pt,Jump Shot,[],1626157,30.56833114323259,73.0392156862745,1610612750,21,19,2022-10-30T23:24:53Z,980000,-115.0,235.0,1,left,K. Towns 26' 3PT  (13 PTS) (A. Edwards 3 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,26.15,Made,13.0,,,,,A. Edwards,1630162.0,3.0,,,,,,,,,,
101,PT03M26.00S,2022-10-30T23:25:03.4Z,1,REGULAR,substitution,out,[],1630183,,,1610612759,21,19,2022-10-30T23:25:07Z,1010000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M26.00S,2022-10-30T23:25:03.4Z,1,REGULAR,substitution,in,[],203085,,,1610612759,21,19,2022-10-30T23:25:07Z,1020000,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M15.00S,2022-10-30T23:25:25.4Z,1,REGULAR,3pt,Jump Shot,[],203926,66.96780551905388,55.392156862745104,1610612759,21,19,2022-10-30T23:25:30Z,1030000,27.0,258.0,1,right,MISS D. McDermott 25' pullup 3PT,[203926],1610612759.0,SAS,pullup,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,25.94,Missed,,,,,,,,,,,,,,,,,,
104,PT03M11.00S,2022-10-30T23:25:29.4Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,21,19,2022-10-30T23:25:30Z,1040000,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,103.0,1.0,0.0,1.0,,,,,,,,,,,,,
105,PT03M03.00S,2022-10-30T23:25:36.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628380,85.3646517739816,10.049019607843137,1610612759,21,19,2022-10-30T23:25:44Z,1050000,-200.0,85.0,1,right,MISS Z. Collins 21' Jump Shot,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Left,21.72,Missed,,,,,,,,,,,,,,,,,,
106,PT03M00.00S,2022-10-30T23:25:39.7Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,21,19,2022-10-30T23:25:44Z,1060000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,
107,PT02M47.00S,2022-10-30T23:25:53.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,9.937582128777924,50.49019607843137,1610612750,21,19,2022-10-30T23:25:57Z,1070000,-2.0,41.0,1,left,MISS A. Edwards cutting DUNK - blocked,"[1630162, 1628380]",1610612750.0,MIN,cutting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,4.1,Missed,,,,,,,,,,,,,,,Collins,1628380.0,,
108,PT02M47.00S,2022-10-30T23:25:53.0Z,1,REGULAR,block,,[],1628380,,,1610612750,21,19,2022-10-30T23:25:55Z,1080000,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
109,PT02M43.00S,2022-10-30T23:25:57.0Z,1,REGULAR,rebound,defensive,[],203926,,,1610612759,21,19,2022-10-30T23:25:57Z,1090000,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,
110,PT02M39.00S,2022-10-30T23:26:00.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628380,87.99277266754271,52.69607843137255,1610612759,23,19,2022-10-30T23:26:08Z,1100000,13.0,60.0,1,right,Z. Collins 6' turnaround Jump Shot (2 PTS) (D. McDermott 1 AST),"[1628380, 203926]",1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,6.19,Made,2.0,,,,,D. McDermott,203926.0,1.0,,,,,,,,,,
112,PT02M39.00S,2022-10-30T23:26:08.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612750,23,19,2022-10-30T23:26:08Z,1120000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M39.00S,2022-10-30T23:28:22.8Z,1,REGULAR,substitution,out,[],1629640,,,1610612750,23,19,2022-10-30T23:28:55Z,1130000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M39.00S,2022-10-30T23:28:22.8Z,1,REGULAR,substitution,out,[],1631104,,,1610612750,23,19,2022-10-30T23:28:55Z,1140000,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M39.00S,2022-10-30T23:28:22.8Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,23,19,2022-10-30T23:28:55Z,1150000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M39.00S,2022-10-30T23:28:22.8Z,1,REGULAR,substitution,in,[],1630200,,,1610612750,23,19,2022-10-30T23:28:55Z,1160000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M39.00S,2022-10-30T23:28:22.8Z,1,REGULAR,substitution,in,[],1629641,,,1610612750,23,19,2022-10-30T23:28:55Z,1170000,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M39.00S,2022-10-30T23:28:22.8Z,1,REGULAR,substitution,in,[],1627752,,,1610612750,23,19,2022-10-30T23:28:55Z,1180000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M22.00S,2022-10-30T23:29:13.2Z,1,REGULAR,2pt,Jump Shot,[],1626157,9.149145860709593,66.91176470588235,1610612750,23,21,2022-10-30T23:29:22Z,1190000,-85.0,34.0,1,left,K. Towns 9' fadeaway Jump Shot (15 PTS),[1626157],1610612750.0,MIN,fadeaway,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,9.1,Made,15.0,,,,,,,,,,,,,,,,,
120,PT02M10.00S,2022-10-30T23:29:27.9Z,1,REGULAR,foul,personal,['2freethrow'],1629669,,,1610612759,23,21,2022-10-30T23:29:39Z,1200000,,,0,,J. Nowell shooting personal FOUL (1 PF) (Langford 2 FT),"[1629669, 1629641]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1629175.0,1.0,0.0,Langford,1629641.0,,,,,
122,PT02M10.00S,2022-10-30T23:29:54.2Z,1,REGULAR,freethrow,1 of 2,[],1629641,,,1610612759,24,21,2022-10-30T23:30:21Z,1220000,,,0,,R. Langford Free Throw 1 of 2 (3 PTS),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
123,PT02M10.00S,2022-10-30T23:29:54.2Z,1,REGULAR,freethrow,2 of 2,[],1629641,,,1610612759,24,21,2022-10-30T23:30:21Z,1230000,,,0,,MISS R. Langford Free Throw 2 of 2,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
124,PT02M07.00S,2022-10-30T23:29:57.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,24,21,2022-10-30T23:30:21Z,1240000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,,
125,PT01M56.00S,2022-10-30T23:30:15.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,14.011169513797633,41.17647058823529,1610612750,24,21,2022-10-30T23:31:20Z,1250000,44.0,79.0,1,left,MISS K. Towns 9' floating Shot,[1626157],1610612750.0,MIN,floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,9.07,Missed,,,,,,,,,,,,,,,,,,
126,PT01M54.00S,2022-10-30T23:30:17.6Z,1,REGULAR,rebound,defensive,[],203926,,,1610612759,24,21,2022-10-30T23:30:17Z,1260000,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,,,,125.0,2.0,2.0,0.0,,,,,,,,,,,,,
127,PT01M47.00S,2022-10-30T23:30:26.5Z,1,REGULAR,foul,personal,['2freethrow'],203937,,,1610612759,24,21,2022-10-30T23:30:35Z,1270000,,,0,,K. Anderson shooting personal FOUL (2 PF) (Branham 2 FT),"[203937, 1631103]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1148.0,2.0,0.0,Branham,1631103.0,,,,,
129,PT01M47.00S,2022-10-30T23:30:50.7Z,1,REGULAR,freethrow,1 of 2,[],1631103,,,1610612759,25,21,2022-10-30T23:30:50Z,1290000,,,0,,M. Branham Free Throw 1 of 2 (1 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
130,PT01M47.00S,2022-10-30T23:30:52.7Z,1,REGULAR,substitution,out,[],1628380,,,1610612759,25,21,2022-10-30T23:30:57Z,1300000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M47.00S,2022-10-30T23:30:52.7Z,1,REGULAR,substitution,in,[],1627751,,,1610612759,25,21,2022-10-30T23:30:57Z,1310000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M47.00S,2022-10-30T23:31:10.1Z,1,REGULAR,freethrow,2 of 2,[],1631103,,,1610612759,26,21,2022-10-30T23:31:10Z,1320000,,,0,,M. Branham Free Throw 2 of 2 (2 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
133,PT01M39.00S,2022-10-30T23:31:25.2Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,26,21,2022-10-30T23:31:35Z,1330000,,,0,,K. Towns offensive FOUL (1 PF),"[1626157, 1630200]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1626300.0,1.0,0.0,Jones,1630200.0,,,,,
135,PT01M39.00S,2022-10-30T23:31:25.2Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,26,21,2022-10-30T23:31:25Z,1350000,,,0,,K. Towns offensive foul TURNOVER (2 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1626300.0,,,,,2.0,,,,
136,PT01M28.00S,2022-10-30T23:31:47.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203926,88.91261498028909,37.00980392156863,1610612759,26,21,2022-10-30T23:31:55Z,1360000,-65.0,52.0,1,right,MISS D. McDermott 8' cutting Layup,[203926],1610612759.0,SAS,cutting,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Left,8.31,Missed,,,,,,,,,,,,,,,,,,
137,PT01M27.00S,2022-10-30T23:31:50.0Z,1,REGULAR,rebound,offensive,[],1629641,,,1610612759,26,21,2022-10-30T23:31:50Z,1370000,,,0,,R. Langford REBOUND (Off:2 Def:2),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,In The Paint (Non-RA),8-16 Left,,,,136.0,4.0,2.0,2.0,,,,,,,,,,,,,
138,PT01M25.00S,2022-10-30T23:31:51.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631103,66.70499342969777,39.705882352941174,1610612759,26,21,2022-10-30T23:32:01Z,1380000,-51.0,260.0,1,right,MISS M. Branham 26' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Center,26.55,Missed,,,,,,,,,,,,,,,,,,
139,PT01M21.00S,2022-10-30T23:31:55.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,26,21,2022-10-30T23:32:01Z,1390000,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,138.0,3.0,3.0,0.0,,,,,,,,,,,,,
140,PT01M17.00S,2022-10-30T23:32:00.4Z,1,REGULAR,foul,personal,['2freethrow'],1631103,,,1610612750,26,21,2022-10-30T23:32:10Z,1400000,,,0,,M. Branham shooting personal FOUL (1 PF) (Anderson 2 FT),"[1631103, 203937]",1610612759.0,SAS,shooting,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1148.0,1.0,0.0,Anderson,203937.0,,,,,
142,PT01M17.00S,2022-10-30T23:32:28.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203937,,,1610612750,26,22,2022-10-30T23:32:28Z,1420000,,,0,,K. Anderson Free Throw 1 of 2 (1 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
143,PT01M17.00S,2022-10-30T23:32:30.1Z,1,REGULAR,substitution,out,[],1626157,,,1610612750,26,22,2022-10-30T23:32:35Z,1430000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M17.00S,2022-10-30T23:32:30.1Z,1,REGULAR,substitution,in,[],203497,,,1610612750,26,22,2022-10-30T23:32:35Z,1440000,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M17.00S,2022-10-30T23:32:48.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203937,,,1610612750,26,23,2022-10-30T23:32:48Z,1450000,,,0,,K. Anderson Free Throw 2 of 2 (2 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
146,PT01M03.00S,2022-10-30T23:33:03.7Z,1,REGULAR,2pt,Jump Shot,[],1631103,76.42904073587385,49.50980392156863,1610612759,26,23,2022-10-30T23:33:09Z,1460000,-2.0,169.0,1,right,MISS M. Branham 16' pullup Shot,[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,16-24 Center,16.91,Missed,,,,,,,,,,,,,,,,,,
147,PT01M01.00S,2022-10-30T23:33:05.7Z,1,REGULAR,rebound,defensive,[],203085,,,1610612750,26,23,2022-10-30T23:33:09Z,1470000,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,Mid-Range,16-24 Center,,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,,
148,PT00M48.70S,2022-10-30T23:33:19.9Z,1,REGULAR,3pt,Jump Shot,[],1627752,5.863994743758213,2.696078431372549,1610612750,26,23,2022-10-30T23:33:25Z,1480000,237.0,3.0,1,left,MISS T. Prince 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,23.65,Missed,,,,,,,,,,,,,,,,,,
149,PT00M45.10S,2022-10-30T23:33:23.5Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,26,23,2022-10-30T23:33:23Z,1490000,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Right Corner 3,24+ Right,,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,,
150,PT00M29.30S,2022-10-30T23:33:39.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,81.8166885676741,50.0,1610612759,26,23,2022-10-30T23:37:30Z,1500000,0.0,118.0,1,right,MISS T. Jones 11' fadeaway Shot,[1630200],1610612759.0,SAS,fadeaway,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,11.84,Missed,,,,,,,,,,,,,,,,,,
151,PT00M26.90S,2022-10-30T23:33:41.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,26,23,2022-10-30T23:33:43Z,1510000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,150.0,2.0,2.0,0.0,,,,,,,,,,,,,
152,PT00M18.10S,2022-10-30T23:33:50.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,8.360709592641262,43.872549019607845,1610612750,26,23,2022-10-30T23:33:55Z,1520000,31.0,26.0,1,left,MISS R. Gobert cutting Layup - blocked,"[203497, 1629641]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,,,Langford,1629641.0,,
153,PT00M18.10S,2022-10-30T23:33:50.6Z,1,REGULAR,block,,[],1629641,,,1610612750,26,23,2022-10-30T23:33:53Z,1530000,,,0,,R. Langford BLOCK (1 BLK),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
154,PT00M14.40S,2022-10-30T23:33:54.3Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,26,23,2022-10-30T23:33:55Z,1540000,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,152.0,3.0,3.0,0.0,,,,,,,,,,,,,
155,PT00M02.80S,2022-10-30T23:34:07.7Z,1,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,26,23,2022-10-30T23:34:16Z,1550000,,,0,,T. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1626300.0,,,,,1.0,,,,
156,PT00M00.00S,2022-10-30T23:34:24.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629669,58.95203679369251,29.411764705882355,1610612750,26,23,2022-10-30T23:34:33Z,1560000,103.0,502.0,1,left,MISS J. Nowell 51' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Center,51.2,Missed,,,,,,,,,,,,,,,,,,
157,PT00M00.00S,2022-10-30T23:34:24.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,26,23,2022-10-30T23:34:33Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,,,,156.0,,,,,,,,,,,,,,,,
158,PT00M00.00S,2022-10-30T23:34:33.1Z,1,REGULAR,period,end,[],0,,,1610612750,26,23,2022-10-30T23:34:33Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-10-30T23:36:53.1Z,2,REGULAR,substitution,out,['startperiod'],1631103,,,1610612750,26,23,2022-10-30T23:37:05Z,1590000,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-10-30T23:36:53.1Z,2,REGULAR,substitution,out,['startperiod'],1629641,,,1610612750,26,23,2022-10-30T23:37:05Z,1600000,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-10-30T23:36:53.1Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612750,26,23,2022-10-30T23:37:05Z,1610000,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-10-30T23:36:53.1Z,2,REGULAR,substitution,in,['startperiod'],1631104,,,1610612750,26,23,2022-10-30T23:37:05Z,1620000,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-10-30T23:36:53.1Z,2,REGULAR,substitution,in,['startperiod'],1628966,,,1610612750,26,23,2022-10-30T23:37:05Z,1630000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-10-30T23:36:53.1Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612750,26,23,2022-10-30T23:37:05Z,1640000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-10-30T23:37:08.9Z,2,REGULAR,period,start,[],0,,,1610612759,26,23,2022-10-30T23:37:08Z,1650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M46.00S,2022-10-30T23:37:22.0Z,2,REGULAR,3pt,Jump Shot,[],203926,67.49342969776609,66.66666666666666,1610612759,26,23,2022-10-30T23:37:35Z,1660000,83.0,253.0,1,right,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,26.65,Missed,,,,,,,,,,,,,,,,,,
167,PT11M45.00S,2022-10-30T23:37:23.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,26,23,2022-10-30T23:37:35Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,,166.0,,,,,,,,,,,,,,,,
169,PT11M38.00S,2022-10-30T23:37:46.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1631104,78.66294349540078,50.73529411764706,1610612759,28,23,2022-10-30T23:38:53Z,1690000,4.0,148.0,1,right,B. Wesley 14' driving floating Jump Shot (4 PTS) (J. Poeltl 1 AST),"[1631104, 1627751]",1610612759.0,SAS,driving floating,,,Wesley,B. Wesley,,,,,Mid-Range,8-16 Center,14.81,Made,4.0,,,,,J. Poeltl,1627751.0,1.0,,,,,,,,,,
171,PT11M18.00S,2022-10-30T23:38:06.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203085,8.886333771353483,53.92156862745098,1610612750,28,23,2022-10-30T23:38:17Z,1710000,-20.0,31.0,1,left,MISS A. Rivers driving finger roll Layup - blocked,"[203085, 1627751]",1610612750.0,MIN,driving finger roll,,,Rivers,A. Rivers,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,Poeltl,1627751.0,,
172,PT11M18.00S,2022-10-30T23:38:06.3Z,2,REGULAR,block,,[],1627751,,,1610612750,28,23,2022-10-30T23:38:10Z,1720000,,,0,,J. Poeltl BLOCK (2 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
173,PT11M14.00S,2022-10-30T23:38:10.3Z,2,REGULAR,rebound,defensive,[],1631104,,,1610612759,28,23,2022-10-30T23:38:17Z,1730000,,,0,,B. Wesley REBOUND (Off:1 Def:1),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,,,,171.0,2.0,1.0,1.0,,,,,,,,,,,,,
174,PT11M14.00S,2022-10-30T23:38:12.9Z,2,REGULAR,foul,personal,['2freethrow'],1626156,,,1610612759,28,23,2022-10-30T23:38:23Z,1740000,,,0,,D. Russell shooting personal FOUL (1 PF) (Jones 2 FT),"[1626156, 1630200]",1610612750.0,MIN,shooting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629175.0,1.0,0.0,Jones,1630200.0,,,,,
176,PT11M14.00S,2022-10-30T23:38:41.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630200,,,1610612759,29,23,2022-10-30T23:38:41Z,1760000,,,0,,T. Jones Free Throw 1 of 2 (3 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
