actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
181,PT11M31.00S,2023-01-18T01:37:03.7Z,2,REGULAR,substitution,out,[],1629139,,,1610612759,28,15,2023-01-18T01:37:22Z,1790000,False,,,0,,SUB out: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M31.00S,2023-01-18T01:37:03.7Z,2,REGULAR,substitution,out,[],1629651,,,1610612759,28,15,2023-01-18T01:37:22Z,1800000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M31.00S,2023-01-18T01:37:03.7Z,2,REGULAR,substitution,in,[],1627732,,,1610612759,28,15,2023-01-18T01:37:22Z,1810000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M31.00S,2023-01-18T01:37:03.7Z,2,REGULAR,substitution,in,[],1630560,,,1610612759,28,15,2023-01-18T01:37:22Z,1820000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M31.00S,2023-01-18T01:37:03.7Z,2,REGULAR,substitution,in,[],202693,,,1610612759,28,15,2023-01-18T01:37:22Z,1830000,False,,,0,,SUB in: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M31.00S,2023-01-18T01:37:29.6Z,2,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,29,15,2023-01-18T01:37:29Z,1840000,False,,,0,,Z. Collins Free Throw 2 of 2 (4 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
187,PT11M11.00S,2023-01-18T01:37:51.4Z,2,REGULAR,3pt,Jump Shot,[],202693,9.280551905387648,2.2058823529411766,1610612751,29,15,2023-01-18T01:37:55Z,1850000,False,239.0,35.0,1,left,MISS M. Morris 24' 3PT,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Right Corner 3,24+ Right,24.15,Missed,,,,,,,,,,,,,,,,,,
188,PT11M08.00S,2023-01-18T01:37:54.4Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,29,15,2023-01-18T01:37:55Z,1860000,False,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Right Corner 3,24+ Right,,,187.0,2.0,1.0,1.0,,,,,,,,,,,,,,
189,PT11M03.00S,2023-01-18T01:38:03.0Z,2,REGULAR,turnover,out-of-bounds,[],203926,,,1610612759,29,15,2023-01-18T01:38:12Z,1870000,False,,,0,,D. McDermott lost ball out-of-bounds TURNOVER (1 TO),[203926],1610612759.0,SAS,lost ball,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,101284.0,,,,,,,,,,1.0,,
190,PT10M39.00S,2023-01-18T01:38:31.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627732,7.178055190538765,48.529411764705884,1610612751,29,17,2023-01-18T01:38:37Z,1880000,False,7.0,15.0,1,left,B. Simmons DUNK (6 PTS) (M. Morris 1 AST),"[1627732, 202693]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,6.0,,,,,,,,M. Morris,202693.0,1.0,,,
192,PT10M15.00S,2023-01-18T01:38:55.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203926,91.40932982917214,48.28431372549019,1610612759,29,17,2023-01-18T01:38:59Z,1900000,False,-9.0,28.0,1,right,MISS D. McDermott driving Layup,[203926],1610612759.0,SAS,driving,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
193,PT10M13.00S,2023-01-18T01:38:57.4Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,29,17,2023-01-18T01:38:59Z,1910000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,192.0,1.0,1.0,0.0,,,,,,,,,,,,,,
194,PT10M03.00S,2023-01-18T01:39:07.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628410,16.376478318002626,43.627450980392155,1610612751,29,17,2023-01-18T01:39:11Z,1920000,False,32.0,101.0,1,left,MISS E. Sumner 10' floating Shot,[1628410],1610612751.0,BKN,floating,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),8-16 Center,10.63,Missed,,,,,,,,,,,,,,,,,,
195,PT10M01.00S,2023-01-18T01:39:09.2Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,29,17,2023-01-18T01:39:11Z,1930000,False,,,0,,Z. Collins REBOUND (Off:1 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,194.0,3.0,2.0,1.0,,,,,,,,,,,,,,
196,PT09M56.00S,2023-01-18T01:39:13.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630200,92.06636005256242,46.568627450980394,1610612759,31,17,2023-01-18T01:41:34Z,1940000,False,-17.0,22.0,1,right,T. Jones running Layup (2 PTS) (D. McDermott 1 AST),"[1630200, 203926]",1610612759.0,SAS,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,2.0,,,,,,,,D. McDermott,203926.0,1.0,,,
198,PT09M34.00S,2023-01-18T01:39:36.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628410,7.966491458607096,55.392156862745104,1610612751,31,19,2023-01-18T01:39:40Z,1960000,False,-27.0,22.0,1,left,E. Sumner driving finger roll Layup (2 PTS),[1628410],1610612751.0,BKN,driving finger roll,,,Sumner,E. Sumner,,,,,Restricted Area,0-8 Center,3.51,Made,,,,,2.0,,,,,,,,,,,,,
199,PT09M20.00S,2023-01-18T01:39:49.9Z,2,REGULAR,3pt,Jump Shot,[],1626196,72.09264126149803,15.686274509803921,1610612759,31,19,2023-01-18T01:42:09Z,1970000,False,-172.0,210.0,1,right,MISS J. Richardson 27' pullup 3PT,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,27.1,Missed,,,,,,,,,,,,,,,,,,
200,PT09M16.00S,2023-01-18T01:39:53.9Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,31,19,2023-01-18T01:39:54Z,1980000,False,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,199.0,2.0,2.0,0.0,,,,,,,,,,,,,,
201,PT09M13.00S,2023-01-18T01:39:59.1Z,2,REGULAR,foul,personal,['2freethrow'],203926,,,1610612751,31,19,2023-01-18T01:40:16Z,1990000,False,,,0,,D. McDermott shooting personal FOUL (1 PF) (Sumner 2 FT),"[203926, 1628410]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,,,,202035.0,1.0,0.0,Sumner,1628410.0,,,,,,,,
203,PT09M13.00S,2023-01-18T01:40:23.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628410,,,1610612751,31,20,2023-01-18T01:40:23Z,2010000,False,,,0,,E. Sumner Free Throw 1 of 2 (3 PTS),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
204,PT09M13.00S,2023-01-18T01:40:28.9Z,2,REGULAR,substitution,out,[],1631103,,,1610612751,31,20,2023-01-18T01:40:34Z,2020000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M13.00S,2023-01-18T01:40:28.9Z,2,REGULAR,substitution,in,[],1629641,,,1610612751,31,20,2023-01-18T01:40:34Z,2030000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M13.00S,2023-01-18T01:40:37.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628410,,,1610612751,31,21,2023-01-18T01:40:37Z,2040000,False,,,0,,E. Sumner Free Throw 2 of 2 (4 PTS),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
207,PT08M54.00S,2023-01-18T01:40:58.2Z,2,REGULAR,3pt,Jump Shot,[],1629641,92.59198423127464,2.696078431372549,1610612759,31,21,2023-01-18T01:41:03Z,2050000,False,-237.0,17.0,1,right,MISS R. Langford 3PT,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Left Corner 3,24+ Left,23.71,Missed,,,,,,,,,,,,,,,,,,
208,PT08M51.00S,2023-01-18T01:41:01.2Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,31,21,2023-01-18T01:41:03Z,2060000,False,,,0,,B. Simmons REBOUND (Off:0 Def:3),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Left Corner 3,24+ Left,,,207.0,3.0,3.0,0.0,,,,,,,,,,,,,,
209,PT08M42.00S,2023-01-18T01:41:13.8Z,2,REGULAR,foul,personal,[],1628380,,,1610612751,31,21,2023-01-18T01:41:21Z,2070000,False,,,0,,Z. Collins personal FOUL (1 PF),"[1628380, 1627732]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,201245.0,1.0,0.0,Simmons,1627732.0,,,,,,,,
211,PT08M42.00S,2023-01-18T01:41:21.7Z,2,REGULAR,substitution,out,[],1626196,,,1610612751,31,21,2023-01-18T01:41:28Z,2090000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M42.00S,2023-01-18T01:41:21.7Z,2,REGULAR,substitution,in,[],1626169,,,1610612751,31,21,2023-01-18T01:41:28Z,2100000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M34.00S,2023-01-18T01:41:41.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203933,12.565703022339028,64.4607843137255,1610612751,31,21,2023-01-18T01:43:30Z,2110000,False,-72.0,66.0,1,left,MISS T. Warren 9' driving floating Shot,[203933],1610612751.0,BKN,driving floating,,,Warren,T. Warren,,,,,In The Paint (Non-RA),8-16 Left,9.76,Missed,,,,,,,,,,,,,,,,,,
214,PT08M34.00S,2023-01-18T01:41:41.8Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,31,21,2023-01-18T01:42:36Z,2120000,False,,,0,,Z. Collins REBOUND (Off:1 Def:3),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Left,,,213.0,4.0,3.0,1.0,,,,,,,,,,,,,,
215,PT08M28.00S,2023-01-18T01:41:48.6Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],203926,80.6340341655716,71.81372549019608,1610612759,31,21,2023-01-18T01:43:49Z,2130000,False,109.0,130.0,1,right,MISS D. McDermott 16' running pullup Shot,[203926],1610612759.0,SAS,running pullup,,,McDermott,D. McDermott,,,,,Mid-Range,16-24 Right Center,16.93,Missed,,,,,,,,,,,,,,,,,,
216,PT08M24.00S,2023-01-18T01:41:52.6Z,2,REGULAR,rebound,defensive,[],202693,,,1610612751,31,21,2023-01-18T01:42:57Z,2140000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Mid-Range,16-24 Right Center,,,215.0,1.0,1.0,0.0,,,,,,,,,,,,,,
217,PT08M20.00S,2023-01-18T01:41:56.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628410,7.835085413929041,43.872549019607845,1610612751,31,23,2023-01-18T01:44:10Z,2150000,False,31.0,21.0,1,left,E. Sumner running finger roll Layup (6 PTS) (M. Morris 2 AST),"[1628410, 202693]",1610612751.0,BKN,running finger roll,,,Sumner,E. Sumner,,,,,Restricted Area,0-8 Center,3.72,Made,,,,,6.0,,,,,,,,M. Morris,202693.0,2.0,,,
218,PT08M20.00S,2023-01-18T01:42:01.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,31,23,2023-01-18T01:42:01Z,2160000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M20.00S,2023-01-18T01:44:17.4Z,2,REGULAR,substitution,out,[],1628380,,,1610612759,31,23,2023-01-18T01:44:38Z,2170000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M20.00S,2023-01-18T01:44:17.4Z,2,REGULAR,substitution,in,[],1627751,,,1610612759,31,23,2023-01-18T01:44:38Z,2180000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M02.00S,2023-01-18T01:45:09.4Z,2,REGULAR,turnover,bad pass,[],1626169,,,1610612759,31,23,2023-01-18T01:45:17Z,2190000,False,,,0,,S. Johnson bad pass TURNOVER (1 TO),"[1626169, 203933]",1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Warren,203933.0
222,PT08M02.00S,2023-01-18T01:45:09.4Z,2,REGULAR,steal,,[],203933,,,1610612751,31,23,2023-01-18T01:45:11Z,2200000,False,,,0,,T. Warren STEAL (1 STL),[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
223,PT07M58.00S,2023-01-18T01:45:13.3Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203933,17.0335085413929,45.34313725490196,1610612751,31,25,2023-01-18T01:45:40Z,2210000,False,23.0,108.0,1,left,T. Warren 11' running pullup Jump Shot (8 PTS),[203933],1610612751.0,BKN,running pullup,,,Warren,T. Warren,,,,,In The Paint (Non-RA),8-16 Center,11.01,Made,,,,,8.0,,,,,,,,,,,,,
224,PT07M46.00S,2023-01-18T01:45:27.6Z,2,REGULAR,foul,personal,[],1628410,,,1610612759,31,25,2023-01-18T01:45:43Z,2220000,False,,,0,,E. Sumner personal FOUL (1 PF),"[1628410, 203926]",1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,Above the Break 3,24+ Left Center,,,,,,,,101284.0,1.0,0.0,McDermott,203926.0,,,,,,,,
226,PT07M46.00S,2023-01-18T01:45:38.6Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,31,25,2023-01-18T01:45:41Z,2240000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M46.00S,2023-01-18T01:45:38.6Z,2,REGULAR,substitution,in,[],1631110,,,1610612759,31,25,2023-01-18T01:45:41Z,2250000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M41.00S,2023-01-18T01:45:55.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,82.47371879106439,58.82352941176471,1610612759,31,25,2023-01-18T01:46:01Z,2260000,False,44.0,112.0,1,right,MISS J. Sochan 12' pullup Shot,[1631110],1610612759.0,SAS,pullup,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,12.06,Missed,,,,,,,,,,,,,,,,,,
230,PT07M38.00S,2023-01-18T01:45:58.3Z,2,REGULAR,rebound,defensive,[],1628410,,,1610612751,31,25,2023-01-18T01:46:01Z,2270000,False,,,0,,E. Sumner REBOUND (Off:0 Def:2),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),8-16 Center,,,229.0,2.0,2.0,0.0,,,,,,,,,,,,,,
231,PT07M31.00S,2023-01-18T01:46:05.0Z,2,REGULAR,2pt,Jump Shot,[],203933,22.026938239159,58.08823529411765,1610612751,31,27,2023-01-18T01:46:44Z,2280000,False,-40.0,155.0,1,left,T. Warren 15' pullup Jump Shot (10 PTS) (B. Simmons 1 AST),"[203933, 1627732]",1610612751.0,BKN,pullup,,,Warren,T. Warren,,,,,Mid-Range,8-16 Center,15.98,Made,,,,,10.0,,,,,,,,B. Simmons,1627732.0,1.0,,,
232,PT07M18.00S,2023-01-18T01:46:19.1Z,2,REGULAR,3pt,Jump Shot,[],1631110,78.53153745072274,91.42156862745098,1610612759,34,27,2023-01-18T01:46:24Z,2290000,False,207.0,149.0,1,right,J. Sochan 25' 3PT  (10 PTS) (S. Johnson 1 AST),"[1631110, 1626169]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,25.53,Made,,,,,10.0,,,,,,,,S. Johnson,1626169.0,1.0,,,
234,PT07M04.00S,2023-01-18T01:46:35.2Z,2,REGULAR,foul,offensive,[],1627732,,,1610612751,34,27,2023-01-18T01:46:43Z,2310000,False,,,0,,B. Simmons charge offensive FOUL (1 PF),"[1627732, 1627751]",1610612751.0,BKN,charge,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,,,,,101284.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,
236,PT07M04.00S,2023-01-18T01:46:35.2Z,2,REGULAR,turnover,offensive foul,[],1627732,,,1610612751,34,27,2023-01-18T01:46:35Z,2330000,False,,,0,,B. Simmons offensive foul TURNOVER (4 TO),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,,,,,101284.0,,,,,,,,,,4.0,,
237,PT06M55.00S,2023-01-18T01:46:59.1Z,2,REGULAR,foul,offensive,[],1627751,,,1610612759,34,27,2023-01-18T01:47:10Z,2340000,False,,,0,,J. Poeltl offensive FOUL (2 PF),"[1627751, 1628410]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Right Center,,,,,,,,201245.0,2.0,0.0,Sumner,1628410.0,,,,,,,,
239,PT06M55.00S,2023-01-18T01:46:59.1Z,2,REGULAR,turnover,offensive foul,[],1627751,,,1610612759,34,27,2023-01-18T01:46:59Z,2360000,False,,,0,,J. Poeltl offensive foul TURNOVER (2 TO),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Right Center,,,,,,,,201245.0,,,,,,,,,,2.0,,
240,PT06M41.00S,2023-01-18T01:47:39.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203933,7.5722733245729295,47.30392156862745,1610612751,34,29,2023-01-18T01:47:42Z,2370000,False,13.0,19.0,1,left,T. Warren driving finger roll Layup (12 PTS) (B. Simmons 2 AST),"[203933, 1627732]",1610612751.0,BKN,driving finger roll,,,Warren,T. Warren,,,,,Restricted Area,0-8 Center,2.31,Made,,,,,12.0,,,,,,,,B. Simmons,1627732.0,2.0,,,
241,PT06M30.00S,2023-01-18T01:47:48.7Z,2,REGULAR,3pt,Jump Shot,[],203926,68.67608409986859,69.11764705882352,1610612759,34,29,2023-01-18T01:47:53Z,2380000,False,96.0,242.0,1,right,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,26.01,Missed,,,,,,,,,,,,,,,,,,
242,PT06M28.00S,2023-01-18T01:47:50.7Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,34,29,2023-01-18T01:47:53Z,2390000,False,,,0,,B. Simmons REBOUND (Off:0 Def:4),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Right Center,,,241.0,4.0,4.0,0.0,,,,,,,,,,,,,,
243,PT06M25.00S,2023-01-18T01:47:57.9Z,2,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612751,34,29,2023-01-18T01:48:06Z,2400000,False,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Warren 2 FT),"[1627751, 203933]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201245.0,3.0,0.0,Warren,203933.0,,,,,,,,
246,PT06M25.00S,2023-01-18T01:48:31.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203933,,,1610612751,34,30,2023-01-18T01:48:31Z,2420000,False,,,0,,T. Warren Free Throw 1 of 2 (13 PTS),[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
247,PT06M25.00S,2023-01-18T01:48:32.0Z,2,REGULAR,substitution,out,[],1627751,,,1610612751,34,30,2023-01-18T01:48:42Z,2430000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M25.00S,2023-01-18T01:48:32.0Z,2,REGULAR,substitution,out,[],1629641,,,1610612751,34,30,2023-01-18T01:48:42Z,2440000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M25.00S,2023-01-18T01:48:32.0Z,2,REGULAR,substitution,in,[],1628380,,,1610612751,34,30,2023-01-18T01:48:42Z,2450000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M25.00S,2023-01-18T01:48:32.0Z,2,REGULAR,substitution,in,[],1629640,,,1610612751,34,30,2023-01-18T01:48:42Z,2460000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M25.00S,2023-01-18T01:48:54.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203933,,,1610612751,34,31,2023-01-18T01:48:54Z,2470000,False,,,0,,T. Warren Free Throw 2 of 2 (14 PTS),[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
252,PT06M11.00S,2023-01-18T01:49:11.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203926,90.75229960578186,51.470588235294116,1610612759,36,31,2023-01-18T01:49:16Z,2480000,False,7.0,34.0,1,right,D. McDermott cutting DUNK (2 PTS) (Z. Collins 1 AST),"[203926, 1628380]",1610612759.0,SAS,cutting,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,3.52,Made,,,,,2.0,,,,,,,,Z. Collins,1628380.0,1.0,,,
254,PT05M46.00S,2023-01-18T01:49:34.5Z,2,REGULAR,3pt,Jump Shot,[],1628410,27.414586070959263,83.08823529411765,1610612751,36,34,2023-01-18T01:49:41Z,2500000,False,-165.0,205.0,1,left,E. Sumner 26' 3PT  (9 PTS) (C. Thomas 1 AST),"[1628410, 1630560]",1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,Above the Break 3,24+ Left Center,26.36,Made,,,,,9.0,,,,,,,,C. Thomas,1630560.0,1.0,,,
256,PT05M38.00S,2023-01-18T01:49:42.6Z,2,REGULAR,turnover,bad pass,[],1631110,,,1610612759,36,34,2023-01-18T01:49:47Z,2520000,False,,,0,,J. Sochan bad pass TURNOVER (1 TO),"[1631110, 1627732]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Simmons,1627732.0
257,PT05M38.00S,2023-01-18T01:49:42.6Z,2,REGULAR,steal,,[],1627732,,,1610612751,36,34,2023-01-18T01:49:44Z,2530000,False,,,0,,B. Simmons STEAL (2 STL),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
258,PT05M30.00S,2023-01-18T01:49:52.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202693,8.360709592641262,34.80392156862745,1610612751,36,34,2023-01-18T01:49:56Z,2540000,False,76.0,26.0,1,left,MISS M. Morris 8' pullup Shot,[202693],1610612751.0,BKN,pullup,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,8.04,Missed,,,,,,,,,,,,,,,,,,
259,PT05M27.00S,2023-01-18T01:49:55.0Z,2,REGULAR,rebound,defensive,[],1626169,,,1610612759,36,34,2023-01-18T01:49:56Z,2550000,False,,,0,,S. Johnson REBOUND (Off:0 Def:1),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,258.0,1.0,1.0,0.0,,,,,,,,,,,,,,
260,PT05M20.00S,2023-01-18T01:50:00.3Z,2,REGULAR,3pt,Jump Shot,[],1631110,79.188567674113,92.40196078431373,1610612759,39,34,2023-01-18T01:50:05Z,2560000,False,212.0,143.0,1,right,J. Sochan 25' 3PT  (13 PTS) (S. Johnson 2 AST),"[1631110, 1626169]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,25.58,Made,,,,,13.0,,,,,,,,S. Johnson,1626169.0,2.0,,,
262,PT05M04.00S,2023-01-18T01:50:25.8Z,2,REGULAR,foul,offensive,[],202693,,,1610612751,39,34,2023-01-18T01:51:16Z,2580000,False,,,0,,M. Morris offensive FOUL (1 PF),"[202693, 1631110]",1610612751.0,BKN,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,201245.0,1.0,0.0,Sochan,1631110.0,,,,,,,,
264,PT05M04.00S,2023-01-18T01:50:25.8Z,2,REGULAR,turnover,offensive foul,[],202693,,,1610612751,39,34,2023-01-18T01:51:16Z,2600000,False,,,0,,M. Morris offensive foul TURNOVER (1 TO),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,101284.0,,,,,,,,,,1.0,,
272,PT05M04.00S,2023-01-18T01:55:34.6Z,2,REGULAR,foul,technical,['1freethrow'],202693,,,1610612759,39,34,2023-01-18T02:02:19Z,2647500,False,,,0,,M. Morris technical FOUL (1 Tech),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,101284.0,1.0,1.0,,,,,,,,,,
