actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT04M35.00S,2022-10-29T00:56:26.5Z,1,REGULAR,foul,personal,['2freethrow'],1631104,,,1610612741,28,14,2022-10-29T00:56:34Z,860000,,,0,,B. Wesley shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1631104, 201942]",1610612759.0,SAS,shooting,,,Wesley,B. Wesley,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,2003.0,,,1.0,0.0,DeRozan,201942.0
89,PT04M35.00S,2022-10-29T00:56:50.1Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,28,15,2022-10-29T00:56:50Z,880000,,,0,,D. DeRozan Free Throw 1 of 2 (9 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
90,PT04M35.00S,2022-10-29T00:56:51.1Z,1,REGULAR,substitution,out,[],1627751,,,1610612741,28,15,2022-10-29T00:56:57Z,890000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M35.00S,2022-10-29T00:56:51.1Z,1,REGULAR,substitution,out,[],202696,,,1610612741,28,15,2022-10-29T00:56:57Z,900000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M35.00S,2022-10-29T00:56:51.1Z,1,REGULAR,substitution,in,[],1628380,,,1610612741,28,15,2022-10-29T00:56:57Z,910000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M35.00S,2022-10-29T00:56:51.1Z,1,REGULAR,substitution,in,[],203083,,,1610612741,28,15,2022-10-29T00:56:57Z,920000,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M35.00S,2022-10-29T00:57:10.0Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,28,16,2022-10-29T00:57:10Z,930000,,,0,,D. DeRozan Free Throw 2 of 2 (10 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
95,PT04M16.00S,2022-10-29T00:57:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,13.091327201051248,54.41176470588235,1610612759,28,16,2022-10-29T00:57:33Z,940000,-22.0,71.0,1,left,MISS K. Johnson 7' pullup Shot,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.4,Missed,,,,,,,,,,,,,,,,,,
96,PT04M14.00S,2022-10-29T00:57:31.4Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,28,16,2022-10-29T00:57:33Z,950000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,
97,PT04M11.00S,2022-10-29T00:57:34.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,69.33311432325887,76.9607843137255,1610612741,28,19,2022-10-29T00:58:47Z,960000,135.0,236.0,1,right,C. White 27' 3PT running pullup (3 PTS) (A. Drummond 1 AST),"[1629632, 203083]",1610612741.0,CHI,running pullup,,,White,C. White,,,,,Above the Break 3,24+ Right Center,27.16,Made,3.0,A. Drummond,203083.0,1.0,,,,,,,,,,,,,,
99,PT03M54.00S,2022-10-29T00:57:50.7Z,1,REGULAR,3pt,Jump Shot,[],1629640,30.436925098554536,73.77450980392157,1610612759,28,19,2022-10-29T00:58:00Z,980000,-119.0,234.0,1,left,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,,
100,PT03M52.00S,2022-10-29T00:57:52.7Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,28,19,2022-10-29T00:58:00Z,990000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,
101,PT03M48.00S,2022-10-29T00:57:57.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,93.38042049934296,53.92156862745098,1610612741,28,21,2022-10-29T00:58:12Z,1000000,20.0,10.0,1,right,A. Dosunmu running finger roll Layup (5 PTS) (C. White 1 AST),"[1630245, 1629632]",1610612741.0,CHI,running finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.19,Made,5.0,C. White,1629632.0,1.0,,,,,,,,,,,,,,
103,PT03M39.00S,2022-10-29T00:58:07.0Z,1,REGULAR,3pt,Jump Shot,[],1629640,25.706307490144546,84.31372549019608,1610612759,28,21,2022-10-29T00:58:14Z,1020000,-172.0,189.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
104,PT03M39.00S,2022-10-29T00:58:07.0Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,28,21,2022-10-29T00:58:14Z,1030000,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,103.0,2.0,2.0,0.0,,,,,,,,,,
105,PT03M29.00S,2022-10-29T00:58:15.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,92.59198423127464,48.03921568627451,1610612741,28,23,2022-10-29T01:00:00Z,1040000,-10.0,17.0,1,right,A. Dosunmu running Layup (7 PTS) (C. White 2 AST),"[1630245, 1629632]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.97,Made,7.0,C. White,1629632.0,2.0,,,,,,,,,,,,,,
107,PT03M13.00S,2022-10-29T00:58:33.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.046649145860711,47.05882352941176,1610612759,28,23,2022-10-29T00:58:43Z,1060000,15.0,14.0,1,left,MISS K. Johnson driving Layup - blocked,"[1629640, 1629750]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,Green,1629750.0,,,,
108,PT03M13.00S,2022-10-29T00:58:33.4Z,1,REGULAR,block,,[],1629750,,,1610612759,28,23,2022-10-29T00:58:36Z,1070000,,,0,,J. Green BLOCK (1 BLK),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
109,PT03M13.00S,2022-10-29T00:58:33.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,28,23,2022-10-29T00:58:43Z,1080000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,107.0,,,,,,,,,,,,,
111,PT03M13.00S,2022-10-29T00:58:39.6Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,28,23,2022-10-29T00:58:53Z,1100000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M13.00S,2022-10-29T00:58:39.6Z,1,REGULAR,substitution,out,[],1631104,,,1610612759,28,23,2022-10-29T00:58:53Z,1110000,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M13.00S,2022-10-29T00:58:39.6Z,1,REGULAR,substitution,out,[],1630245,,,1610612759,28,23,2022-10-29T00:58:53Z,1120000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M13.00S,2022-10-29T00:58:39.6Z,1,REGULAR,substitution,in,[],1630200,,,1610612759,28,23,2022-10-29T00:58:53Z,1130000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M13.00S,2022-10-29T00:58:39.6Z,1,REGULAR,substitution,in,[],1629676,,,1610612759,28,23,2022-10-29T00:58:53Z,1140000,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M13.00S,2022-10-29T00:58:39.6Z,1,REGULAR,substitution,in,[],201609,,,1610612759,28,23,2022-10-29T00:58:53Z,1150000,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M06.00S,2022-10-29T00:59:12.4Z,1,REGULAR,foul,personal,['3freethrow'],1629632,,,1610612759,28,23,2022-10-29T00:59:21Z,1160000,,,0,,C. White shooting personal FOUL (1 PF) (McDermott 3 FT),"[1629632, 203926]",1610612741.0,CHI,shooting,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1628480.0,,,1.0,0.0,McDermott,203926.0
119,PT03M06.00S,2022-10-29T00:59:45.3Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],203926,,,1610612759,29,23,2022-10-29T00:59:45Z,1180000,,,0,,D. McDermott Free Throw 1 of 3 (3 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
120,PT03M06.00S,2022-10-29T01:00:03.7Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],203926,,,1610612759,29,23,2022-10-29T01:00:05Z,1190000,,,0,,MISS D. McDermott Free Throw 2 of 3,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
121,PT03M06.00S,2022-10-29T01:00:03.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,29,23,2022-10-29T01:00:05Z,1200000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,
122,PT03M06.00S,2022-10-29T01:00:18.4Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],203926,,,1610612759,30,23,2022-10-29T01:00:18Z,1210000,,,0,,D. McDermott Free Throw 3 of 3 (4 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
123,PT02M49.00S,2022-10-29T01:00:36.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,82.07950065703022,56.372549019607845,1610612741,30,23,2022-10-29T01:00:43Z,1220000,32.0,116.0,1,right,MISS D. DeRozan 12' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,12.03,Missed,,,,,,,,,,,,,,,,,,
124,PT02M47.00S,2022-10-29T01:00:38.8Z,1,REGULAR,rebound,defensive,[],203926,,,1610612759,30,23,2022-10-29T01:00:43Z,1230000,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,
125,PT02M34.00S,2022-10-29T01:00:51.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,6.652431011826544,45.09803921568628,1610612759,30,23,2022-10-29T01:00:57Z,1240000,25.0,10.0,1,left,MISS K. Bates-Diop Layup,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,2.65,Missed,,,,,,,,,,,,,,,,,,
126,PT02M30.00S,2022-10-29T01:00:55.8Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,30,23,2022-10-29T01:00:57Z,1250000,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,125.0,1.0,0.0,1.0,,,,,,,,,,
127,PT02M30.00S,2022-10-29T01:00:55.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628380,5.590000152587891,50.0,1610612759,30,23,2022-10-29T01:00:55Z,1260000,0.0,0.0,1,left,MISS Z. Collins tip Layup,[1628380],1610612759.0,SAS,tip,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
128,PT02M29.00S,2022-10-29T01:00:57.1Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,30,23,2022-10-29T01:00:57Z,1270000,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,,,,127.0,3.0,3.0,0.0,,,,,,,,,,
129,PT02M18.00S,2022-10-29T01:01:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,93.64323258869908,55.14705882352941,1610612741,30,23,2022-10-29T01:01:14Z,1280000,26.0,7.0,1,right,MISS J. Green Layup,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.67,Missed,,,,,,,,,,,,,,,,,,
130,PT02M16.00S,2022-10-29T01:01:10.7Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,30,23,2022-10-29T01:01:14Z,1290000,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,129.0,2.0,1.0,1.0,,,,,,,,,,
131,PT02M13.00S,2022-10-29T01:01:14.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203926,25.04927726675427,87.99019607843137,1610612759,30,23,2022-10-29T01:02:57Z,1300000,-190.0,183.0,1,left,MISS D. McDermott 26' running 3PT,[203926],1610612759.0,SAS,running,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,26.38,Missed,,,,,,,,,,,,,,,,,,
132,PT02M07.00S,2022-10-29T01:01:20.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,30,23,2022-10-29T01:01:21Z,1310000,,,0,,A. Drummond REBOUND (Off:0 Def:4),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,,,,,131.0,4.0,4.0,0.0,,,,,,,,,,
133,PT02M02.00S,2022-10-29T01:01:24.7Z,1,REGULAR,2pt,Jump Shot,[],201609,77.87450722733246,29.65686274509804,1610612741,30,25,2022-10-29T01:01:37Z,1320000,-102.0,155.0,1,right,G. Dragic 18' pullup Jump Shot (2 PTS),[201609],1610612741.0,CHI,pullup,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Left Center,18.58,Made,2.0,,,,,,,,,,,,,,,,,
134,PT01M50.00S,2022-10-29T01:01:37.1Z,1,REGULAR,3pt,Jump Shot,[],1628380,29.77989487516426,22.54901960784314,1610612759,30,25,2022-10-29T01:01:44Z,1330000,137.0,227.0,1,left,MISS Z. Collins 26' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,26.56,Missed,,,,,,,,,,,,,,,,,,
135,PT01M46.00S,2022-10-29T01:01:41.1Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,30,25,2022-10-29T01:15:25Z,1340000,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,134.0,2.0,2.0,0.0,,,,,,,,,,
136,PT01M44.00S,2022-10-29T01:01:41.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203083,93.51182654402102,47.05882352941176,1610612741,30,27,2022-10-29T01:04:44Z,1350000,-15.0,8.0,1,right,A. Drummond running DUNK (2 PTS) (G. Dragic 1 AST),"[203083, 201609]",1610612741.0,CHI,running,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.7,Made,2.0,G. Dragic,201609.0,1.0,,,,,,,,,,,,,,
138,PT01M28.00S,2022-10-29T01:01:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,6.258212877792378,48.28431372549019,1610612759,32,27,2022-10-29T01:02:03Z,1370000,9.0,6.0,1,left,K. Bates-Diop cutting Layup (2 PTS) (Z. Collins 1 AST),"[1628966, 1628380]",1610612759.0,SAS,cutting,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,1.07,Made,2.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,
140,PT01M08.00S,2022-10-29T01:02:17.9Z,1,REGULAR,3pt,Jump Shot,[],201609,69.33311432325887,23.52941176470588,1610612741,32,27,2022-10-29T01:02:23Z,1390000,-132.0,236.0,1,right,MISS G. Dragic 27' 3PT,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Left Center,27.04,Missed,,,,,,,,,,,,,,,,,,
141,PT01M05.00S,2022-10-29T01:02:20.9Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612759,32,27,2022-10-29T01:02:23Z,1400000,,,0,,I. Roby REBOUND (Off:0 Def:1),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Above the Break 3,24+ Left Center,,,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,
142,PT01M00.00S,2022-10-29T01:02:26.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628380,7.440867279894875,48.77450980392157,1610612759,34,27,2022-10-29T01:06:00Z,1410000,6.0,17.0,1,left,Z. Collins running finger roll Layup (2 PTS) (T. Jones 5 AST),"[1628380, 1630200]",1610612759.0,SAS,running finger roll,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,T. Jones,1630200.0,5.0,,,,,,,,,,,,,,
144,PT00M39.40S,2022-10-29T01:02:47.9Z,1,REGULAR,3pt,Jump Shot,[],1629632,67.49342969776609,25.0,1610612741,34,27,2022-10-29T01:02:52Z,1430000,-125.0,253.0,1,right,MISS C. White 28' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,28.23,Missed,,,,,,,,,,,,,,,,,,
145,PT00M35.90S,2022-10-29T01:02:51.4Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,34,27,2022-10-29T01:02:52Z,1440000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,
146,PT00M28.80S,2022-10-29T01:02:58.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,19.267411300919843,50.245098039215684,1610612759,36,27,2022-10-29T01:03:06Z,1450000,-1.0,129.0,1,left,T. Jones 12' floating Jump Shot (2 PTS),[1630200],1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,12.86,Made,2.0,,,,,,,,,,,,,,,,,
147,PT00M06.80S,2022-10-29T01:03:23.0Z,1,REGULAR,2pt,Jump Shot,[],201942,76.5604467805519,72.05882352941177,1610612741,36,29,2022-10-29T01:07:20Z,1460000,110.0,168.0,1,right,D. DeRozan 20' Jump Shot (12 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,20.08,Made,12.0,,,,,,,,,,,,,,,,,
149,PT00M04.40S,2022-10-29T01:03:45.4Z,1,REGULAR,foul,personal,[],203083,,,1610612759,36,29,2022-10-29T01:03:56Z,1480000,,,0,,A. Drummond personal FOUL (1 PF),"[203083, 1630200]",1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2003.0,,,1.0,0.0,Jones,1630200.0
151,PT00M04.40S,2022-10-29T01:03:57.1Z,1,REGULAR,substitution,out,[],201942,,,1610612759,36,29,2022-10-29T01:04:08Z,1500000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M04.40S,2022-10-29T01:03:57.1Z,1,REGULAR,substitution,in,[],1627936,,,1610612759,36,29,2022-10-29T01:04:08Z,1510000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M00.00S,2022-10-29T01:04:15.0Z,1,REGULAR,3pt,Jump Shot,[],1628966,27.283180026281208,16.176470588235293,1610612759,36,29,2022-10-29T01:04:23Z,1520000,169.0,204.0,1,left,MISS K. Bates-Diop 26' pullup 3PT,[1628966],1610612759.0,SAS,pullup,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Right Center,26.5,Missed,,,,,,,,,,,,,,,,,,
154,PT00M00.00S,2022-10-29T01:04:17.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,36,29,2022-10-29T01:04:17Z,1530000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,153.0,,,,,,,,,,,,,
155,PT00M00.00S,2022-10-29T01:04:24.7Z,1,REGULAR,period,end,[],0,,,1610612759,36,29,2022-10-29T01:04:24Z,1540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-10-29T01:06:32.5Z,2,REGULAR,substitution,out,['startperiod'],203926,,,1610612759,36,29,2022-10-29T01:07:14Z,1550000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-10-29T01:06:32.5Z,2,REGULAR,substitution,out,['startperiod'],1628966,,,1610612759,36,29,2022-10-29T01:07:14Z,1560000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-10-29T01:06:32.5Z,2,REGULAR,substitution,out,['startperiod'],1629750,,,1610612759,36,29,2022-10-29T01:07:14Z,1570000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-10-29T01:06:32.5Z,2,REGULAR,substitution,out,['startperiod'],1627936,,,1610612759,36,29,2022-10-29T01:07:14Z,1580000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-10-29T01:06:32.5Z,2,REGULAR,substitution,in,['startperiod'],1631110,,,1610612759,36,29,2022-10-29T01:07:14Z,1590000,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-10-29T01:06:32.5Z,2,REGULAR,substitution,in,['startperiod'],1630172,,,1610612759,36,29,2022-10-29T01:07:14Z,1610000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-10-29T01:06:32.5Z,2,REGULAR,substitution,in,['startperiod'],1627884,,,1610612759,36,29,2022-10-29T01:07:14Z,1620000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-10-29T01:06:32.5Z,2,REGULAR,substitution,in,['startperiod'],1626196,,,1610612759,36,29,2022-10-29T01:09:25Z,1625000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-10-29T01:07:51.3Z,2,REGULAR,period,start,[],0,,,1610612741,36,29,2022-10-29T01:07:51Z,1630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M44.00S,2022-10-29T01:07:54.1Z,2,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612741,36,29,2022-10-29T01:08:03Z,1640000,,,0,,Z. Collins shooting personal FOUL (1 PF) (Dragic 2 FT),"[1628380, 201609]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203177.0,,,1.0,0.0,Dragic,201609.0
167,PT11M44.00S,2022-10-29T01:08:04.9Z,2,REGULAR,freethrow,1 of 2,[],201609,,,1610612741,36,30,2022-10-29T01:08:04Z,1660000,,,0,,G. Dragic Free Throw 1 of 2 (3 PTS),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
168,PT11M44.00S,2022-10-29T01:08:05.5Z,2,REGULAR,freethrow,2 of 2,[],201609,,,1610612741,36,31,2022-10-29T01:08:05Z,1670000,,,0,,G. Dragic Free Throw 2 of 2 (4 PTS),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
169,PT11M30.00S,2022-10-29T01:08:07.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,8.492115637319317,46.07843137254902,1610612759,36,31,2022-10-29T01:11:54Z,1680000,20.0,27.0,1,left,MISS T. Jones driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,3.36,Missed,,,,,,,,,,,,,,,,,,
170,PT11M28.00S,2022-10-29T01:08:10.6Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,36,31,2022-10-29T01:08:10Z,1690000,,,0,,A. Drummond REBOUND (Off:0 Def:5),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,169.0,5.0,5.0,0.0,,,,,,,,,,
171,PT11M24.00S,2022-10-29T01:08:14.1Z,2,REGULAR,3pt,Jump Shot,[],201609,66.70499342969777,37.00980392156863,1610612741,36,31,2022-10-29T01:08:30Z,1700000,-65.0,260.0,1,right,MISS G. Dragic 26' 3PT,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Center,26.85,Missed,,,,,,,,,,,,,,,,,,
