actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
431,PT07M26.00S,2022-11-03T01:30:26.9Z,3,REGULAR,3pt,Jump Shot,[],1628966,8.886333771353483,2.2058823529411766,1610612759,57,83,2022-11-03T01:30:31Z,4190000,239.0,31.0,1,left,K. Bates-Diop 24' 3PT  (14 PTS) (T. Jones 7 AST),"[1628966, 1630200]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Right Corner 3,24+ Right,,,,24.1,Made,14.0,,,,,T. Jones,1630200.0,7.0,,,,,,,
433,PT07M09.00S,2022-11-03T01:30:43.3Z,3,REGULAR,2pt,Jump Shot,[],1629018,77.87450722733246,26.96078431372549,1610612761,57,85,2022-11-03T01:30:48Z,4210000,-115.0,155.0,1,right,G. Trent Jr. 19' pullup Jump Shot (22 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left Center,,,,19.35,Made,22.0,,,,,,,,,,,,,,
434,PT06M58.00S,2022-11-03T01:30:57.3Z,3,REGULAR,foul,personal,[],1631132,,,1610612759,57,85,2022-11-03T01:31:10Z,4220000,,,0,,C. Koloko personal FOUL (2 PF),"[1631132, 1627751]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,200833.0,2.0,0.0,Poeltl,1627751.0,,
436,PT06M58.00S,2022-11-03T01:31:07.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,57,85,2022-11-03T01:31:07Z,4240000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT06M58.00S,2022-11-03T01:33:29.9Z,3,REGULAR,substitution,out,[],1627751,,,1610612759,57,85,2022-11-03T01:33:45Z,4250000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT06M58.00S,2022-11-03T01:33:29.9Z,3,REGULAR,substitution,out,[],1629641,,,1610612759,57,85,2022-11-03T01:33:45Z,4260000,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT06M58.00S,2022-11-03T01:33:29.9Z,3,REGULAR,substitution,in,[],1626196,,,1610612759,57,85,2022-11-03T01:33:45Z,4270000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT06M58.00S,2022-11-03T01:33:29.9Z,3,REGULAR,substitution,in,[],203926,,,1610612759,57,85,2022-11-03T01:33:45Z,4280000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M47.00S,2022-11-03T01:34:06.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,5.995400788436268,52.20588235294118,1610612759,59,85,2022-11-03T01:34:29Z,4290000,-11.0,4.0,1,left,K. Bates-Diop driving finger roll Layup (16 PTS) (G. Dieng 1 AST),"[1628966, 203476]",1610612759.0,SAS,driving finger roll,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,1.17,Made,16.0,,,,,G. Dieng,203476.0,1.0,,,,,,,
442,PT06M32.00S,2022-11-03T01:34:21.0Z,3,REGULAR,3pt,Jump Shot,[],1628384,88.78120893561103,96.81372549019608,1610612761,59,85,2022-11-03T01:34:32Z,4300000,234.0,53.0,1,right,MISS O. Anunoby 24' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,24.0,Missed,,,,,,,,,,,,,,,
443,PT06M32.00S,2022-11-03T01:34:21.0Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,59,85,2022-11-03T01:34:32Z,4310000,,,0,,T. Jones REBOUND (Off:0 Def:7),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,,,,,442.0,7.0,7.0,0.0,,,,,,,,,,
445,PT06M19.00S,2022-11-03T01:34:34.1Z,3,REGULAR,turnover,bad pass,[],203926,,,1610612759,59,85,2022-11-03T01:34:41Z,4320000,,,0,,D. McDermott bad pass TURNOVER (2 TO),"[203926, 1628384]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Mid-Range,16-24 Left Center,2.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,,
446,PT06M19.00S,2022-11-03T01:34:34.1Z,3,REGULAR,steal,,[],1628384,,,1610612761,59,85,2022-11-03T01:34:36Z,4330000,,,0,,O. Anunoby STEAL (5 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
447,PT06M15.00S,2022-11-03T01:34:37.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,93.38042049934296,49.754901960784316,1610612761,59,87,2022-11-03T01:34:47Z,4340000,-1.0,10.0,1,right,O. Anunoby running DUNK (15 PTS),[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,0.98,Made,15.0,,,,,,,,,,,,,,
448,PT06M00.00S,2022-11-03T01:34:52.2Z,3,REGULAR,turnover,bad pass,[],203476,,,1610612759,59,87,2022-11-03T01:34:59Z,4350000,,,0,,G. Dieng bad pass TURNOVER (2 TO),"[203476, 1629018]",1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Mid-Range,16-24 Center,2.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,,,
449,PT06M00.00S,2022-11-03T01:34:52.2Z,3,REGULAR,steal,,[],1629018,,,1610612761,59,87,2022-11-03T01:34:54Z,4360000,,,0,,G. Trent Jr. STEAL (2 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
450,PT05M55.00S,2022-11-03T01:34:57.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,86.41590013140605,50.0,1610612761,59,87,2022-11-03T01:35:05Z,4370000,0.0,75.0,1,right,MISS P. Siakam 7' floating Shot,[1627783],1610612761.0,TOR,floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,7.52,Missed,,,,,,,,,,,,,,,
451,PT05M50.00S,2022-11-03T01:35:02.7Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612761,59,87,2022-11-03T01:35:05Z,4380000,,,0,,P. Siakam REBOUND (Off:1 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,450.0,8.0,7.0,1.0,,,,,,,,,,
452,PT05M50.00S,2022-11-03T01:35:02.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627783,94.40999984741211,50.0,1610612761,59,87,2022-11-03T01:35:02Z,4390000,0.0,0.0,1,right,MISS P. Siakam tip Layup,[1627783],1610612761.0,TOR,tip,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
453,PT05M49.00S,2022-11-03T01:35:03.5Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,59,87,2022-11-03T01:35:03Z,4400000,,,0,,T. Jones REBOUND (Off:0 Def:8),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,,,,,,,452.0,8.0,8.0,0.0,,,,,,,,,,
454,PT05M46.00S,2022-11-03T01:35:05.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626196,18.2161629434954,96.07843137254902,1610612759,59,87,2022-11-03T01:35:13Z,4410000,-230.0,119.0,1,left,MISS J. Richardson 25' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,,,,25.92,Missed,,,,,,,,,,,,,,,
455,PT05M44.00S,2022-11-03T01:35:07.9Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,59,87,2022-11-03T01:35:13Z,4420000,,,0,,O. Anunoby REBOUND (Off:1 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,454.0,5.0,4.0,1.0,,,,,,,,,,
456,PT05M40.00S,2022-11-03T01:35:12.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629018,93.51182654402102,52.450980392156865,1610612761,59,87,2022-11-03T01:35:22Z,4430000,12.0,8.0,1,right,MISS G. Trent Jr. driving finger roll Layup,[1629018],1610612761.0,TOR,driving finger roll,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,1.5,Missed,,,,,,,,,,,,,,,
457,PT05M40.00S,2022-11-03T01:35:12.4Z,3,REGULAR,rebound,offensive,[],1629018,,,1610612761,59,87,2022-11-03T01:35:22Z,4440000,,,0,,G. Trent Jr. REBOUND (Off:1 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,,,,456.0,2.0,1.0,1.0,,,,,,,,,,
458,PT05M39.00S,2022-11-03T01:35:16.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629018,94.40999984741211,50.0,1610612761,59,87,2022-11-03T01:35:16Z,4450000,0.0,0.0,1,right,MISS G. Trent Jr. tip Layup,[1629018],1610612761.0,TOR,tip,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
459,PT05M39.00S,2022-11-03T01:35:19.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,59,87,2022-11-03T01:35:19Z,4460000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,458.0,,,,,,,,,,,,,
461,PT05M39.00S,2022-11-03T01:35:21.2Z,3,REGULAR,substitution,out,[],1630200,,,1610612761,59,87,2022-11-03T01:35:28Z,4480000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT05M39.00S,2022-11-03T01:35:21.2Z,3,REGULAR,substitution,in,[],1631103,,,1610612761,59,87,2022-11-03T01:35:28Z,4490000,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT05M29.00S,2022-11-03T01:35:47.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630567,77.08607095926413,64.2156862745098,1610612761,59,87,2022-11-03T01:35:56Z,4500000,71.0,163.0,1,right,MISS S. Barnes 17' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,,17.77,Missed,,,,,,,,,,,,,,,
464,PT05M25.00S,2022-11-03T01:35:51.2Z,3,REGULAR,rebound,offensive,[],1629018,,,1610612761,59,87,2022-11-03T02:13:00Z,4510000,,,0,,G. Trent Jr. REBOUND (Off:2 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,463.0,3.0,1.0,2.0,,,,,,,,,,
465,PT05M22.00S,2022-11-03T01:35:53.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,67.09921156373193,27.450980392156865,1610612761,59,87,2022-11-03T01:36:00Z,4520000,-113.0,257.0,1,right,MISS P. Siakam 28' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,28.04,Missed,,,,,,,,,,,,,,,
466,PT05M22.00S,2022-11-03T01:35:53.8Z,3,REGULAR,rebound,defensive,[],1628966,,,1610612759,59,87,2022-11-03T01:36:00Z,4530000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:2),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Left Center,,,,,,,465.0,3.0,2.0,1.0,,,,,,,,,,
467,PT05M12.00S,2022-11-03T01:36:04.5Z,3,REGULAR,3pt,Jump Shot,[],203476,7.835085413929041,96.56862745098039,1610612759,62,87,2022-11-03T01:36:09Z,4540000,-233.0,21.0,1,left,G. Dieng 3PT  (3 PTS) (D. McDermott 2 AST),"[203476, 203926]",1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Left Corner 3,24+ Left,,,,23.38,Made,3.0,,,,,D. McDermott,203926.0,2.0,,,,,,,
469,PT04M54.00S,2022-11-03T01:36:22.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,89.04402102496715,50.49019607843137,1610612761,62,89,2022-11-03T01:36:38Z,4560000,2.0,50.0,1,right,P. Siakam turnaround Hook (18 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,5.06,Made,18.0,,,,,,,,,,,,,,
470,PT04M35.00S,2022-11-03T01:36:41.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,7.35873850197109,64.70205269607843,1610612759,62,89,2022-11-03T01:36:50Z,4570000,-74.0,17.0,1,left,MISS D. McDermott 7' turnaround Shot,[203926],1610612759.0,SAS,turnaround,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,,,,7.54,Missed,,,,,,,,,,,,,,,
471,PT04M33.00S,2022-11-03T01:36:43.1Z,3,REGULAR,rebound,defensive,[],1631132,,,1610612761,62,89,2022-11-03T01:36:50Z,4580000,,,0,,C. Koloko REBOUND (Off:1 Def:5),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,470.0,6.0,5.0,1.0,,,,,,,,,,
472,PT04M28.00S,2022-11-03T01:36:50.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,92.06636005256242,35.78431372549019,1610612761,62,91,2022-11-03T01:37:01Z,4590000,-71.0,22.0,1,right,O. Anunoby 7' fadeaway Jump Shot (17 PTS) (P. Siakam 9 AST),"[1628384, 1627783]",1610612761.0,TOR,fadeaway,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,7.45,Made,17.0,,,,,P. Siakam,1627783.0,9.0,,,,,,,
474,PT04M28.00S,2022-11-03T01:36:54.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626196,,,1610612761,62,91,2022-11-03T01:37:18Z,4610000,,,0,,J. Richardson shooting personal FOUL (2 PF) (Anunoby 1 FT),"[1626196, 1628384]",1610612759.0,SAS,shooting,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,204058.0,2.0,1.0,Anunoby,1628384.0,,
476,PT04M28.00S,2022-11-03T01:37:03.1Z,3,REGULAR,substitution,out,[],1628966,,,1610612761,62,91,2022-11-03T01:38:53Z,4630000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT04M28.00S,2022-11-03T01:37:03.1Z,3,REGULAR,substitution,out,[],1631132,,,1610612761,62,91,2022-11-03T01:38:53Z,4640000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT04M28.00S,2022-11-03T01:37:03.1Z,3,REGULAR,substitution,in,[],1628380,,,1610612761,62,91,2022-11-03T01:38:53Z,4650000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT04M28.00S,2022-11-03T01:37:03.1Z,3,REGULAR,substitution,in,[],203920,,,1610612761,62,91,2022-11-03T01:38:53Z,4660000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT04M28.00S,2022-11-03T01:37:13.8Z,3,REGULAR,substitution,out,[],1629018,,,1610612761,62,91,2022-11-03T01:38:53Z,4670000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT04M28.00S,2022-11-03T01:37:13.8Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,62,91,2022-11-03T01:38:53Z,4680000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT04M28.00S,2022-11-03T01:37:27.0Z,3,REGULAR,freethrow,1 of 1,[],1628384,,,1610612761,62,92,2022-11-03T01:37:27Z,4690000,,,0,,O. Anunoby Free Throw 1 of 1 (18 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
483,PT04M14.00S,2022-11-03T01:37:45.9Z,3,REGULAR,turnover,traveling,[],203476,,,1610612759,62,92,2022-11-03T01:38:25Z,4700000,,,0,,G. Dieng traveling TURNOVER (3 TO),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Above the Break 3,24+ Left Center,3.0,,,,,,,,,,,,,204058.0,,,,,,
484,PT04M14.00S,2022-11-03T01:37:49.4Z,3,REGULAR,substitution,out,[],1628384,,,1610612761,62,92,2022-11-03T01:37:53Z,4710000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT04M14.00S,2022-11-03T01:37:49.4Z,3,REGULAR,substitution,in,[],1629018,,,1610612761,62,92,2022-11-03T01:37:53Z,4720000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT04M06.00S,2022-11-03T01:38:07.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,93.11760840998686,44.85294117647059,1610612761,62,94,2022-11-03T01:38:30Z,4730000,-26.0,12.0,1,right,P. Siakam driving finger roll Layup (20 PTS) (K. Birch 1 AST),"[1627783, 203920]",1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,2.84,Made,20.0,,,,,K. Birch,203920.0,1.0,,,,,,,
488,PT03M47.00S,2022-11-03T01:38:26.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,15.719448094612352,49.50980392156863,1610612759,64,94,2022-11-03T01:38:34Z,4750000,2.0,95.0,1,left,D. McDermott 9' floating Jump Shot (9 PTS) (J. Richardson 3 AST),"[203926, 1626196]",1610612759.0,SAS,floating,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,,,,9.53,Made,9.0,,,,,J. Richardson,1626196.0,3.0,,,,,,,
490,PT03M39.00S,2022-11-03T01:38:34.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,91.40932982917214,54.65686274509803,1610612761,64,96,2022-11-03T02:27:20Z,4770000,23.0,28.0,1,right,G. Trent Jr. driving floating Jump Shot (24 PTS) (S. Barnes 5 AST),"[1629018, 1630567]",1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,3.67,Made,24.0,,,,,S. Barnes,1630567.0,5.0,,,,,,,
492,PT03M23.00S,2022-11-03T01:38:50.2Z,3,REGULAR,3pt,Jump Shot,[],203476,7.046649145860711,3.431372549019608,1610612759,64,96,2022-11-03T01:38:56Z,4790000,233.0,14.0,1,left,MISS G. Dieng pullup 3PT,[203476],1610612759.0,SAS,pullup,,,Dieng,G. Dieng,,,,,Right Corner 3,24+ Right,,,,23.32,Missed,,,,,,,,,,,,,,,
493,PT03M19.00S,2022-11-03T01:38:54.2Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,64,96,2022-11-03T01:38:56Z,4800000,,,0,,S. Barnes REBOUND (Off:1 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,,,,,492.0,4.0,3.0,1.0,,,,,,,,,,
494,PT03M15.00S,2022-11-03T01:38:58.6Z,3,REGULAR,3pt,Jump Shot,[],1627783,71.04139290407359,16.666666666666664,1610612761,64,96,2022-11-03T01:39:07Z,4810000,-167.0,220.0,1,right,MISS P. Siakam 27' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,27.58,Missed,,,,,,,,,,,,,,,
495,PT03M11.00S,2022-11-03T01:39:02.6Z,3,REGULAR,rebound,defensive,[],203926,,,1610612759,64,96,2022-11-03T01:39:07Z,4820000,,,0,,D. McDermott REBOUND (Off:0 Def:3),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,,,,,,,494.0,3.0,3.0,0.0,,,,,,,,,,
496,PT03M02.00S,2022-11-03T01:39:14.4Z,3,REGULAR,foul,personal,['2freethrow'],203920,,,1610612759,64,96,2022-11-03T01:39:35Z,4830000,,,0,,K. Birch shooting personal FOUL (2 PF) (Collins 2 FT),"[203920, 1628380]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,204058.0,2.0,0.0,Collins,1628380.0,,
498,PT03M02.00S,2022-11-03T01:39:38.5Z,3,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,65,96,2022-11-03T01:39:38Z,4850000,,,0,,Z. Collins Free Throw 1 of 2 (7 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
499,PT03M02.00S,2022-11-03T01:39:39.8Z,3,REGULAR,substitution,out,[],1630567,,,1610612759,65,96,2022-11-03T01:39:49Z,4860000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT03M02.00S,2022-11-03T01:39:39.8Z,3,REGULAR,substitution,in,[],1630625,,,1610612759,65,96,2022-11-03T01:39:49Z,4870000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT03M02.00S,2022-11-03T01:40:09.6Z,3,REGULAR,violation,lane,[],203920,,,1610612759,65,96,2022-11-03T01:40:09Z,4880000,,,0,,K. Birch lane VIOLATION,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT03M02.00S,2022-11-03T01:40:18.1Z,3,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,66,96,2022-11-03T01:40:18Z,4890000,,,0,,Z. Collins Free Throw 2 of 2 (8 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
503,PT02M47.00S,2022-11-03T01:40:33.5Z,3,REGULAR,3pt,Jump Shot,[],1629018,68.41327201051249,71.07843137254902,1610612761,66,96,2022-11-03T01:40:38Z,4900000,105.0,244.0,1,right,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,26.62,Missed,,,,,,,,,,,,,,,
504,PT02M43.00S,2022-11-03T01:40:37.5Z,3,REGULAR,rebound,defensive,[],203926,,,1610612759,66,96,2022-11-03T02:28:07Z,4910000,,,0,,D. McDermott REBOUND (Off:0 Def:4),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,,,,,,,503.0,4.0,4.0,0.0,,,,,,,,,,
505,PT02M31.00S,2022-11-03T01:40:49.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,6.389618922470433,48.28431372549019,1610612759,66,96,2022-11-03T01:40:57Z,4920000,9.0,8.0,1,left,MISS Z. Collins reverse Layup,[1628380],1610612759.0,SAS,reverse,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,1.15,Missed,,,,,,,,,,,,,,,
506,PT02M28.00S,2022-11-03T01:40:52.6Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,66,96,2022-11-03T01:40:57Z,4930000,,,0,,P. Siakam REBOUND (Off:1 Def:8),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,505.0,9.0,8.0,1.0,,,,,,,,,,
507,PT02M26.00S,2022-11-03T01:40:54.5Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630625,93.38042049934296,47.794117647058826,1610612761,66,98,2022-11-03T02:28:30Z,4940000,-11.0,10.0,1,right,D. Banton running DUNK (5 PTS) (P. Siakam 10 AST),"[1630625, 1627783]",1610612761.0,TOR,running,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,1.47,Made,5.0,,,,,P. Siakam,1627783.0,10.0,,,,,,,
509,PT02M15.00S,2022-11-03T01:41:06.4Z,3,REGULAR,turnover,bad pass,[],203926,,,1610612759,66,98,2022-11-03T01:41:11Z,4960000,,,0,,D. McDermott bad pass TURNOVER (3 TO),"[203926, 203920]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,3.0,Birch,203920.0,,,,,,,,,,,,,,,,,
510,PT02M15.00S,2022-11-03T01:41:06.4Z,3,REGULAR,steal,,[],203920,,,1610612761,66,98,2022-11-03T01:41:08Z,4970000,,,0,,K. Birch STEAL (1 STL),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
511,PT02M13.00S,2022-11-03T01:41:23.6Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203920,92.19776609724047,48.529411764705884,1610612761,66,100,2022-11-03T02:28:47Z,4980000,-7.0,21.0,1,right,K. Birch running DUNK (2 PTS),[203920],1610612761.0,TOR,running,,,Birch,K. Birch,,,,,Restricted Area,0-8 Center,,,,2.21,Made,2.0,,,,,,,,,,,,,,
512,PT02M02.00S,2022-11-03T01:41:36.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612759,66,100,2022-11-03T01:44:48Z,4990000,,,0,,C. Boucher personal FOUL (3 PF) (Branham 2 FT),"[1628449, 1631103]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,202037.0,3.0,1.0,Branham,1631103.0,,
