actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
176,PT10M37.00S,2022-12-30T01:40:30.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,93.64323258869908,52.450980392156865,1610612759,43,31,2022-12-30T01:41:21Z,1740000,False,12.0,7.0,1,right,K. Johnson driving floating bank Jump Shot (4 PTS) (Z. Collins 1 AST),"[1629640, 1628380]",1610612759.0,SAS,driving floating bank,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,1.43,Made,,,,,,,,,,,,4.0,Z. Collins,1628380.0,1.0
178,PT10M37.00S,2022-12-30T01:40:33.8Z,2,REGULAR,foul,personal,['1freethrow'],1628392,,,1610612759,43,31,2022-12-30T01:40:39Z,1760000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Johnson 1 FT),"[1628392, 1629640]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628953.0,1.0,0.0,Johnson,1629640.0,,,,,,
180,PT10M37.00S,2022-12-30T01:40:50.6Z,2,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,44,31,2022-12-30T01:40:50Z,1780000,False,,,0,,K. Johnson Free Throw 1 of 1 (5 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,Made,,,,,,,,,,,,5.0,,,
181,PT10M28.00S,2022-12-30T01:41:00.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201565,5.601182654402102,51.9607843137255,1610612752,44,33,2022-12-30T01:41:06Z,1790000,False,-10.0,0.0,1,left,D. Rose driving Layup (2 PTS),[201565],1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,,,,0.98,Made,,,,,,,,,,,,2.0,,,
182,PT10M16.00S,2022-12-30T01:41:13.0Z,2,REGULAR,3pt,Jump Shot,[],1626196,73.80091984231275,83.57843137254902,1610612759,44,33,2022-12-30T01:41:18Z,1800000,False,168.0,194.0,1,right,MISS J. Richardson 25' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,,,,25.64,Missed,,,,,,,,,,,,,,,
183,PT10M15.00S,2022-12-30T01:41:14.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,44,33,2022-12-30T01:41:18Z,1810000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,182.0,,,,,,,,,,,,,,
185,PT10M06.00S,2022-12-30T01:41:32.1Z,2,REGULAR,3pt,Jump Shot,[],201565,27.677398160315374,74.26470588235294,1610612752,44,33,2022-12-30T01:41:38Z,1830000,False,-121.0,208.0,1,left,MISS D. Rose 24' pullup 3PT,[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,Above the Break 3,24+ Left Center,,,,24.05,Missed,,,,,,,,,,,,,,,
186,PT10M02.00S,2022-12-30T01:41:36.1Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,44,33,2022-12-30T01:41:38Z,1840000,False,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,185.0,2.0,2.0,0.0,,,,,,,,,,,
187,PT09M57.00S,2022-12-30T01:41:42.5Z,2,REGULAR,violation,kicked ball,[],201565,,,1610612759,44,33,2022-12-30T01:41:48Z,1850000,False,,,0,,D. Rose kicked ball VIOLATION,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,
188,PT09M57.00S,2022-12-30T01:41:46.0Z,2,REGULAR,substitution,out,[],1628380,,,1610612759,44,33,2022-12-30T01:41:51Z,1860000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M57.00S,2022-12-30T01:41:46.0Z,2,REGULAR,substitution,in,[],1627751,,,1610612759,44,33,2022-12-30T01:41:51Z,1870000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M47.00S,2022-12-30T01:42:11.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629640,85.75886990801577,49.01960784313725,1610612759,46,33,2022-12-30T01:42:17Z,1880000,False,-5.0,81.0,1,right,K. Johnson 8' Hook (7 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,8.15,Made,,,,,,,,,,,,7.0,,,
191,PT09M33.00S,2022-12-30T01:42:24.3Z,2,REGULAR,3pt,Jump Shot,[],1630193,10.85742444152431,1.9607843137254901,1610612752,46,33,2022-12-30T01:42:30Z,1890000,False,240.0,50.0,1,left,MISS I. Quickley 24' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,,,,24.53,Missed,,,,,,,,,,,,,,,
192,PT09M30.00S,2022-12-30T01:42:27.3Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,46,33,2022-12-30T01:42:30Z,1900000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Right Corner 3,24+ Right,,,,,,191.0,5.0,5.0,0.0,,,,,,,,,,,
193,PT09M26.00S,2022-12-30T01:42:31.1Z,2,REGULAR,turnover,lost ball,[],1629640,,,1610612759,46,33,2022-12-30T01:42:36Z,1910000,False,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1629640, 203095]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,1.0,Fournier,203095.0,,,,,,,,,,,,,,,,,
194,PT09M26.00S,2022-12-30T01:42:31.1Z,2,REGULAR,steal,,[],203095,,,1610612752,46,33,2022-12-30T01:42:33Z,1920000,False,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
195,PT09M15.00S,2022-12-30T01:42:45.0Z,2,REGULAR,foul,personal,['2freethrow'],203926,,,1610612752,46,33,2022-12-30T01:42:52Z,1930000,False,,,0,,D. McDermott shooting personal FOUL (1 PF) (Fournier 2 FT),"[203926, 203095]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1830.0,1.0,0.0,Fournier,203095.0,,,,,,
197,PT09M15.00S,2022-12-30T01:43:07.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203095,,,1610612752,46,34,2022-12-30T01:43:07Z,1950000,False,,,0,,E. Fournier Free Throw 1 of 2 (1 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,Made,,,,,,,,,,,,1.0,,,
198,PT09M15.00S,2022-12-30T01:43:08.0Z,2,REGULAR,substitution,out,[],201565,,,1610612752,46,34,2022-12-30T01:43:20Z,1960000,False,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M15.00S,2022-12-30T01:43:08.0Z,2,REGULAR,substitution,in,[],1629656,,,1610612752,46,34,2022-12-30T01:43:20Z,1970000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M15.00S,2022-12-30T01:43:21.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203095,,,1610612752,46,35,2022-12-30T01:43:21Z,1980000,False,,,0,,E. Fournier Free Throw 2 of 2 (2 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,Made,,,,,,,,,,,,2.0,,,
201,PT09M09.00S,2022-12-30T01:43:34.8Z,2,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612759,46,35,2022-12-30T01:43:56Z,1990000,False,,,0,,I. Hartenstein shooting personal FOUL (2 PF) (Johnson 2 FT),"[1628392, 1629640]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,1830.0,2.0,0.0,Johnson,1629640.0,,,,,,
203,PT09M09.00S,2022-12-30T01:43:57.4Z,2,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,47,35,2022-12-30T01:43:57Z,2010000,False,,,0,,K. Johnson Free Throw 1 of 2 (8 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,Made,,,,,,,,,,,,8.0,,,
204,PT09M09.00S,2022-12-30T01:43:58.1Z,2,REGULAR,substitution,out,[],1628392,,,1610612759,47,35,2022-12-30T01:44:08Z,2020000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M09.00S,2022-12-30T01:43:58.1Z,2,REGULAR,substitution,in,[],203944,,,1610612759,47,35,2022-12-30T01:44:08Z,2030000,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M09.00S,2022-12-30T01:44:18.8Z,2,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,48,35,2022-12-30T01:44:18Z,2040000,False,,,0,,K. Johnson Free Throw 2 of 2 (9 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,Made,,,,,,,,,,,,9.0,,,
207,PT08M54.00S,2022-12-30T01:44:35.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,16.507884362680684,46.07843137254902,1610612752,48,37,2022-12-30T01:44:39Z,2050000,False,20.0,103.0,1,left,E. Fournier 10' floating Jump Shot (4 PTS) (J. Sims 1 AST),"[203095, 1630579]",1610612752.0,NYK,floating,,,Fournier,E. Fournier,,,,,In The Paint (Non-RA),8-16 Center,,,,10.46,Made,,,,,,,,,,,,4.0,J. Sims,1630579.0,1.0
209,PT08M45.00S,2022-12-30T01:44:43.1Z,2,REGULAR,3pt,Jump Shot,[],203926,74.85216819973719,83.33333333333334,1610612759,48,37,2022-12-30T01:44:47Z,2070000,False,167.0,184.0,1,right,MISS D. McDermott 24' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,,,,24.82,Missed,,,,,,,,,,,,,,,
210,PT08M43.00S,2022-12-30T01:44:45.1Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,48,37,2022-12-30T01:44:47Z,2080000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,209.0,1.0,1.0,0.0,,,,,,,,,,,
211,PT08M20.00S,2022-12-30T01:45:09.1Z,2,REGULAR,2pt,Jump Shot,[],1630193,17.95335085413929,26.96078431372549,1610612752,48,37,2022-12-30T01:45:13Z,2090000,False,115.0,116.0,1,left,MISS I. Quickley 16' pullup Shot,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,,,,16.37,Missed,,,,,,,,,,,,,,,
212,PT08M17.00S,2022-12-30T01:45:11.3Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612759,48,37,2022-12-30T01:45:11Z,2100000,False,,,0,,J. Richardson REBOUND (Off:0 Def:2),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Right Center,,,,,,211.0,2.0,2.0,0.0,,,,,,,,,,,
213,PT08M03.00S,2022-12-30T01:45:25.5Z,2,REGULAR,3pt,Jump Shot,[],1630200,92.72339027595268,94.36274509803921,1610612759,51,37,2022-12-30T01:45:30Z,2110000,False,222.0,16.0,1,right,T. Jones 3PT  (6 PTS) (J. Poeltl 1 AST),"[1630200, 1627751]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,,22.24,Made,,,,,,,,,,,,6.0,J. Poeltl,1627751.0,1.0
215,PT07M44.00S,2022-12-30T01:45:45.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,14.011169513797633,49.50980392156863,1610612752,51,37,2022-12-30T01:46:21Z,2130000,False,2.0,79.0,1,left,MISS I. Quickley 7' turnaround Shot,[1630193],1610612752.0,NYK,turnaround,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,7.92,Missed,,,,,,,,,,,,,,,
216,PT07M41.00S,2022-12-30T01:45:48.9Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,51,37,2022-12-30T01:45:59Z,2140000,False,,,0,,T. Jones REBOUND (Off:0 Def:4),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,215.0,4.0,4.0,0.0,,,,,,,,,,,
217,PT07M37.00S,2022-12-30T01:45:51.9Z,2,REGULAR,3pt,Jump Shot,[],1629640,95.22010512483574,95.58823529411765,1610612759,51,37,2022-12-30T01:46:07Z,2150000,False,228.0,-8.0,1,right,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,22.8,Missed,,,,,,,,,,,,,,,
218,PT07M32.00S,2022-12-30T01:45:56.9Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,51,37,2022-12-30T01:46:07Z,2160000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Right Corner 3,24+ Right,,,,,,217.0,1.0,1.0,0.0,,,,,,,,,,,
219,PT07M32.00S,2022-12-30T01:46:00.2Z,2,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612752,51,37,2022-12-30T01:46:14Z,2170000,False,,,0,,J. Richardson shooting personal FOUL (1 PF) (Randle 2 FT),"[1626196, 203944]",1610612759.0,SAS,shooting,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,,,,,,,1830.0,1.0,0.0,Randle,203944.0,,,,,,
221,PT07M32.00S,2022-12-30T01:46:34.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203944,,,1610612752,51,38,2022-12-30T01:46:34Z,2190000,False,,,0,,J. Randle Free Throw 1 of 2 (14 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,Made,,,,,,,,,,,,14.0,,,
222,PT07M32.00S,2022-12-30T01:46:49.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,51,38,2022-12-30T01:46:49Z,2200000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M32.00S,2022-12-30T01:49:17.6Z,2,REGULAR,substitution,out,[],203926,,,1610612752,51,38,2022-12-30T01:49:46Z,2210000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M32.00S,2022-12-30T01:49:17.6Z,2,REGULAR,substitution,out,[],1630579,,,1610612752,51,38,2022-12-30T01:49:46Z,2220000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M32.00S,2022-12-30T01:49:17.6Z,2,REGULAR,substitution,in,[],1629641,,,1610612752,51,38,2022-12-30T01:49:46Z,2230000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M32.00S,2022-12-30T01:49:17.6Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,51,38,2022-12-30T01:49:46Z,2240000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M32.00S,2022-12-30T01:49:55.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203944,,,1610612752,51,39,2022-12-30T01:49:55Z,2250000,False,,,0,,J. Randle Free Throw 2 of 2 (15 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,Made,,,,,,,,,,,,15.0,,,
228,PT07M13.00S,2022-12-30T01:50:16.0Z,2,REGULAR,2pt,Jump Shot,[],1626196,84.83902759526939,28.676470588235293,1610612759,51,39,2022-12-30T01:50:20Z,2260000,False,-107.0,90.0,1,right,MISS J. Richardson 13' pullup Shot,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Left,,,,13.95,Missed,,,,,,,,,,,,,,,
229,PT07M11.00S,2022-12-30T01:50:18.0Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,51,39,2022-12-30T01:50:20Z,2270000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,,,,228.0,2.0,2.0,0.0,,,,,,,,,,,
230,PT07M06.00S,2022-12-30T01:50:26.2Z,2,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612752,51,39,2022-12-30T01:50:41Z,2280000,False,,,0,,R. Langford shooting personal FOUL (1 PF) (Grimes 2 FT),"[1629641, 1629656]",1610612759.0,SAS,shooting,,,Langford,R. Langford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628953.0,1.0,0.0,Grimes,1629656.0,,,,,,
232,PT07M06.00S,2022-12-30T01:50:46.3Z,2,REGULAR,freethrow,1 of 2,[],1629656,,,1610612752,51,40,2022-12-30T01:50:46Z,2300000,False,,,0,,Q. Grimes Free Throw 1 of 2 (5 PTS),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,Made,,,,,,,,,,,,5.0,,,
233,PT07M06.00S,2022-12-30T01:50:47.0Z,2,REGULAR,substitution,out,[],1630200,,,1610612752,51,40,2022-12-30T01:50:54Z,2310000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M06.00S,2022-12-30T01:50:47.0Z,2,REGULAR,substitution,in,[],1631110,,,1610612752,51,40,2022-12-30T01:50:54Z,2320000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M06.00S,2022-12-30T01:51:04.0Z,2,REGULAR,freethrow,2 of 2,[],1629656,,,1610612752,51,41,2022-12-30T01:51:04Z,2330000,False,,,0,,Q. Grimes Free Throw 2 of 2 (6 PTS),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,Made,,,,,,,,,,,,6.0,,,
236,PT06M44.00S,2022-12-30T01:51:26.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,92.72339027595268,59.80392156862745,1610612759,51,41,2022-12-30T01:51:32Z,2340000,False,49.0,16.0,1,right,MISS J. Poeltl Hook,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,5.15,Missed,,,,,,,,,,,,,,,
237,PT06M41.00S,2022-12-30T01:51:29.5Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,51,41,2022-12-30T01:51:32Z,2350000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,236.0,2.0,2.0,0.0,,,,,,,,,,,
238,PT06M35.00S,2022-12-30T01:51:35.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629656,16.90210249671485,65.19607843137256,1610612752,51,41,2022-12-30T01:51:43Z,2360000,False,-76.0,106.0,1,left,MISS Q. Grimes 13' fadeaway Shot,[1629656],1610612752.0,NYK,fadeaway,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Left,,,,13.08,Missed,,,,,,,,,,,,,,,
239,PT06M33.00S,2022-12-30T01:51:37.6Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,51,41,2022-12-30T01:51:43Z,2370000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Left,,,,,,238.0,6.0,6.0,0.0,,,,,,,,,,,
240,PT06M17.00S,2022-12-30T01:51:54.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,89.43823915900131,46.32352941176471,1610612759,53,41,2022-12-30T01:52:08Z,2380000,False,-18.0,47.0,1,right,K. Johnson floating Jump Shot (11 PTS),[1629640],1610612759.0,SAS,floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,5.03,Made,,,,,,,,,,,,11.0,,,
241,PT05M49.00S,2022-12-30T01:52:22.1Z,2,REGULAR,3pt,Jump Shot,[],203095,31.225361366622867,74.01960784313727,1610612752,53,44,2022-12-30T01:52:26Z,2390000,False,-120.0,241.0,1,left,E. Fournier 26' 3PT pullup (7 PTS) (I. Quickley 4 AST),"[203095, 1630193]",1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Left Center,,,,26.93,Made,,,,,,,,,,,,7.0,I. Quickley,1630193.0,4.0
243,PT05M38.00S,2022-12-30T01:52:36.7Z,2,REGULAR,foul,personal,[],1629656,,,1610612759,53,44,2022-12-30T01:52:48Z,2410000,False,,,0,,Q. Grimes personal FOUL (2 PF),"[1629656, 1631110]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1830.0,2.0,0.0,Sochan,1631110.0,,,,,,
245,PT05M38.00S,2022-12-30T01:52:42.0Z,2,REGULAR,substitution,out,[],1626196,,,1610612759,53,44,2022-12-30T01:52:58Z,2430000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M38.00S,2022-12-30T01:52:42.0Z,2,REGULAR,substitution,out,[],203095,,,1610612759,53,44,2022-12-30T01:52:58Z,2440000,False,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M38.00S,2022-12-30T01:52:42.0Z,2,REGULAR,substitution,in,[],1631103,,,1610612759,53,44,2022-12-30T01:52:58Z,2450000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M38.00S,2022-12-30T01:52:42.0Z,2,REGULAR,substitution,in,[],1630540,,,1610612759,53,44,2022-12-30T01:52:58Z,2460000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M26.00S,2022-12-30T01:53:08.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,88.64980289093299,50.98039215686274,1610612759,53,44,2022-12-30T01:53:31Z,2470000,False,5.0,54.0,1,right,MISS R. Langford pullup Shot,[1629641],1610612759.0,SAS,pullup,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,,,,5.44,Missed,,,,,,,,,,,,,,,
250,PT05M24.00S,2022-12-30T01:53:10.7Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,53,44,2022-12-30T01:53:14Z,2480000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,249.0,3.0,3.0,0.0,,,,,,,,,,,
251,PT05M06.00S,2022-12-30T01:53:27.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630540,8.09789750328515,63.725490196078425,1610612752,53,46,2022-12-30T01:53:42Z,2490000,False,-69.0,24.0,1,left,M. McBride 7' driving floating bank Jump Shot (2 PTS),[1630540],1610612752.0,NYK,driving floating bank,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,,,,7.25,Made,,,,,,,,,,,,2.0,,,
252,PT04M54.00S,2022-12-30T01:53:40.3Z,2,REGULAR,3pt,Jump Shot,[],1629640,76.69185282522996,86.27450980392157,1610612759,53,46,2022-12-30T01:53:47Z,2500000,False,181.0,167.0,1,right,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,24.63,Missed,,,,,,,,,,,,,,,
253,PT04M51.00S,2022-12-30T01:53:43.3Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,53,46,2022-12-30T01:53:47Z,2510000,False,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,252.0,4.0,4.0,0.0,,,,,,,,,,,
254,PT04M45.00S,2022-12-30T01:53:50.9Z,2,REGULAR,3pt,Jump Shot,[],1630193,31.225361366622867,64.4607843137255,1610612752,53,46,2022-12-30T01:54:33Z,2520000,False,-72.0,241.0,1,left,MISS I. Quickley 25' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,25.16,Missed,,,,,,,,,,,,,,,
255,PT04M44.00S,2022-12-30T01:53:51.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,53,46,2022-12-30T01:54:50Z,2530000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,,,,254.0,,,,,,,,,,,,,,
258,PT04M44.00S,2022-12-30T01:54:11.4Z,2,REGULAR,substitution,out,[],1629640,,,1610612752,53,46,2022-12-30T01:54:24Z,2560000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M44.00S,2022-12-30T01:54:11.4Z,2,REGULAR,substitution,in,[],1626169,,,1610612752,53,46,2022-12-30T01:54:24Z,2570000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
