actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
80,PT05M54.00S,2023-03-15T00:21:29.0Z,1,REGULAR,substitution,out,[],1628966,,,1610612759,19,12,2023-03-15T00:21:39Z,700000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M54.00S,2023-03-15T00:21:29.0Z,1,REGULAR,substitution,out,[],203914,,,1610612759,19,12,2023-03-15T00:21:39Z,710000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M54.00S,2023-03-15T00:21:29.0Z,1,REGULAR,substitution,in,[],1630572,,,1610612759,19,12,2023-03-15T00:21:39Z,720000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M54.00S,2023-03-15T00:21:29.0Z,1,REGULAR,substitution,in,[],1630591,,,1610612759,19,12,2023-03-15T00:21:39Z,730000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M54.00S,2023-03-15T00:21:50.3Z,1,REGULAR,freethrow,3 of 3,[],1628984,,,1610612759,20,12,2023-03-15T00:21:50Z,740000,False,,,0,,D. Graham Free Throw 3 of 3 (5 PTS),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
85,PT05M37.00S,2023-03-15T00:22:08.4Z,1,REGULAR,2pt,Jump Shot,[],1631094,21.632720105124836,50.0,1610612753,20,14,2023-03-15T00:25:46Z,750000,False,0.0,151.0,1,left,P. Banchero 15' pullup Jump Shot (7 PTS),[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Center,,,,,15.08,Made,7.0,,,,,,,,,,,,,
86,PT05M26.00S,2023-03-15T00:22:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628984,87.99277266754271,65.19607843137256,1610612759,22,14,2023-03-15T00:26:09Z,760000,False,76.0,60.0,1,right,D. Graham 9' driving floating Jump Shot (7 PTS),[1628984],1610612759.0,SAS,driving floating,,,Graham,D. Graham,,,,,In The Paint (Non-RA),8-16 Right,,,,,9.71,Made,7.0,,,,,,,,,,,,,
87,PT05M16.00S,2023-03-15T00:22:31.4Z,1,REGULAR,foul,offensive,[],1628365,,,1610612753,22,14,2023-03-15T00:23:01Z,770000,False,,,0,,M. Fultz offensive FOUL (1 PF),"[1628365, 1628984]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,,,,1627519.0,,,,,,,,,,,,,1.0,0.0,Graham,1628984.0
89,PT05M16.00S,2023-03-15T00:22:31.4Z,1,REGULAR,turnover,offensive foul,[],1628365,,,1610612753,22,14,2023-03-15T00:22:31Z,790000,False,,,0,,M. Fultz offensive foul TURNOVER (1 TO),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,1.0,,,1627519.0,,,,,,,,,,,,,,,,
90,PT05M16.00S,2023-03-15T00:22:43.6Z,1,REGULAR,substitution,out,[],1628984,,,1610612759,22,14,2023-03-15T00:22:46Z,800000,False,,,0,,SUB out: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M16.00S,2023-03-15T00:22:43.6Z,1,REGULAR,substitution,in,[],1631104,,,1610612759,22,14,2023-03-15T00:22:46Z,810000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M55.00S,2023-03-15T00:23:06.4Z,1,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612759,22,14,2023-03-15T00:23:23Z,820000,False,,,0,,J. Suggs shooting personal FOUL (1 PF) (Mamukelashvili 2 FT),"[1630591, 1630572]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,1151.0,,,,,,,,,,,,,1.0,0.0,Mamukelashvili,1630572.0
94,PT04M55.00S,2023-03-15T00:23:31.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630572,,,1610612759,23,14,2023-03-15T00:23:55Z,840000,False,,,0,,S. Mamukelashvili Free Throw 1 of 2 (1 PTS),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
96,PT04M55.00S,2023-03-15T00:23:33.4Z,1,REGULAR,substitution,out,[],1628976,,,1610612759,23,14,2023-03-15T00:23:39Z,850000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M55.00S,2023-03-15T00:23:33.4Z,1,REGULAR,substitution,in,[],1629021,,,1610612759,23,14,2023-03-15T00:23:39Z,860000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M55.00S,2023-03-15T00:23:31.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630572,,,1610612759,23,14,2023-03-15T00:23:55Z,870000,False,,,0,,MISS S. Mamukelashvili Free Throw 2 of 2,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
99,PT04M51.00S,2023-03-15T00:23:35.7Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,23,14,2023-03-15T00:23:55Z,880000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,98.0,2.0,2.0,0.0,,,,,,
100,PT04M46.00S,2023-03-15T00:24:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,6.783837056504599,44.6078431372549,1610612753,23,16,2023-03-15T00:27:29Z,890000,False,27.0,11.0,1,left,P. Banchero cutting Layup (9 PTS) (M. Fultz 2 AST),"[1631094, 1628365]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,2.93,Made,9.0,M. Fultz,1628365.0,2.0,,,,,,,,,,
102,PT04M46.00S,2023-03-15T00:24:06.5Z,1,REGULAR,foul,personal,['1freethrow'],1630572,,,1610612753,23,16,2023-03-15T00:24:23Z,910000,False,,,0,,S. Mamukelashvili shooting personal FOUL (1 PF) (Banchero 1 FT),"[1630572, 1631094]",1610612759.0,SAS,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,1627519.0,,,,,,,,,,,,,1.0,0.0,Banchero,1631094.0
104,PT04M46.00S,2023-03-15T00:24:25.0Z,1,REGULAR,substitution,out,[],1628380,,,1610612753,23,16,2023-03-15T00:25:14Z,930000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M46.00S,2023-03-15T00:24:25.0Z,1,REGULAR,substitution,out,[],1630170,,,1610612753,23,16,2023-03-15T00:25:14Z,940000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M46.00S,2023-03-15T00:24:25.0Z,1,REGULAR,substitution,in,[],1629646,,,1610612753,23,16,2023-03-15T00:25:14Z,950000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M46.00S,2023-03-15T00:24:25.0Z,1,REGULAR,substitution,in,[],203926,,,1610612753,23,16,2023-03-15T00:25:14Z,960000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M46.00S,2023-03-15T00:24:40.6Z,1,REGULAR,freethrow,1 of 1,[],1631094,,,1610612753,23,17,2023-03-15T00:24:40Z,970000,False,,,0,,P. Banchero Free Throw 1 of 1 (10 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
109,PT04M29.00S,2023-03-15T00:24:57.5Z,1,REGULAR,3pt,Jump Shot,[],1631110,67.7562417871222,36.27450980392157,1610612759,26,17,2023-03-15T00:25:03Z,980000,False,-69.0,251.0,1,right,J. Sochan 25' 3PT pullup (7 PTS) (D. McDermott 1 AST),"[1631110, 203926]",1610612759.0,SAS,pullup,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,,,25.98,Made,7.0,D. McDermott,203926.0,1.0,,,,,,,,,,
111,PT04M18.00S,2023-03-15T00:25:09.5Z,1,REGULAR,3pt,Jump Shot,[],1630175,29.38567674113009,73.2843137254902,1610612753,26,17,2023-03-15T00:25:16Z,1000000,False,-116.0,224.0,1,left,MISS C. Anthony 25' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,25.22,Missed,,,,,,,,,,,,,,
112,PT04M12.00S,2023-03-15T00:25:15.5Z,1,REGULAR,rebound,defensive,[],1631104,,,1610612759,26,17,2023-03-15T00:25:16Z,1010000,False,,,0,,B. Wesley REBOUND (Off:0 Def:1),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,
113,PT04M03.00S,2023-03-15T00:25:23.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,88.78120893561103,50.49019607843137,1610612759,26,17,2023-03-15T00:25:29Z,1020000,False,2.0,53.0,1,right,MISS J. Sochan turnaround Shot,[1631110],1610612759.0,SAS,turnaround,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.31,Missed,,,,,,,,,,,,,,
114,PT04M00.00S,2023-03-15T00:25:26.1Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,26,17,2023-03-15T00:25:29Z,1030000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,113.0,1.0,1.0,0.0,,,,,,
115,PT03M57.00S,2023-03-15T00:25:29.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630591,28.465834428383708,23.284313725490197,1610612753,26,17,2023-03-15T00:29:44Z,1040000,False,134.0,215.0,1,left,MISS J. Suggs 25' running pullup 3PT,[1630591],1610612753.0,ORL,running pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,25.32,Missed,,,,,,,,,,,,,,
116,PT03M52.00S,2023-03-15T00:25:34.3Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,26,17,2023-03-15T00:25:40Z,1050000,False,,,0,,J. Sochan REBOUND (Off:0 Def:3),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,115.0,3.0,3.0,0.0,,,,,,
117,PT03M51.00S,2023-03-15T00:25:37.3Z,1,REGULAR,turnover,traveling,[],1630572,,,1610612759,26,17,2023-03-15T00:25:51Z,1060000,False,,,0,,S. Mamukelashvili traveling TURNOVER (1 TO),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,1.0,,,1151.0,,,,,,,,,,,,,,,,
118,PT03M40.00S,2023-03-15T00:26:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631094,7.703679369250986,58.57843137254902,1610612753,26,19,2023-03-15T00:26:09Z,1070000,False,-43.0,20.0,1,left,P. Banchero driving Layup (12 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.73,Made,12.0,,,,,,,,,,,,,
119,PT03M38.00S,2023-03-15T00:26:20.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,26,19,2023-03-15T00:26:43Z,1080000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M38.00S,2023-03-15T00:28:44.0Z,1,REGULAR,substitution,out,[],1631110,,,1610612759,26,19,2023-03-15T00:28:57Z,1090000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M38.00S,2023-03-15T00:28:44.0Z,1,REGULAR,substitution,in,[],1630577,,,1610612759,26,19,2023-03-15T00:28:57Z,1100000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M23.00S,2023-03-15T00:29:12.7Z,1,REGULAR,3pt,Jump Shot,[],1630577,68.67608409986859,31.372549019607842,1610612759,29,19,2023-03-15T00:29:19Z,1110000,False,-93.0,242.0,1,right,J. Champagnie 25' 3PT  (3 PTS) (S. Mamukelashvili 1 AST),"[1630577, 1630572]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,25.92,Made,3.0,S. Mamukelashvili,1630572.0,1.0,,,,,,,,,,
124,PT02M59.00S,2023-03-15T00:29:37.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629021,11.908672798948752,45.34313725490196,1610612753,29,21,2023-03-15T00:29:46Z,1130000,False,23.0,59.0,1,left,M. Wagner 6' Hook (2 PTS) (C. Anthony 1 AST),"[1629021, 1630175]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.38,Made,2.0,C. Anthony,1630175.0,1.0,,,,,,,,,,
125,PT02M59.00S,2023-03-15T00:29:44.5Z,1,REGULAR,foul,personal,['1freethrow'],1629646,,,1610612753,29,21,2023-03-15T00:30:00Z,1140000,False,,,0,,C. Bassey shooting personal FOUL (1 PF) (Wagner 1 FT),"[1629646, 1629021]",1610612759.0,SAS,shooting,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),0-8 Center,,,,2530.0,,,,,,,,,,,,,1.0,0.0,Wagner,1629021.0
127,PT02M59.00S,2023-03-15T00:30:06.6Z,1,REGULAR,freethrow,1 of 1,[],1629021,,,1610612753,29,22,2023-03-15T00:30:06Z,1160000,False,,,0,,M. Wagner Free Throw 1 of 1 (3 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
129,PT02M39.00S,2023-03-15T00:30:29.6Z,1,REGULAR,3pt,Jump Shot,[],203926,66.96780551905388,50.98039215686274,1610612759,32,22,2023-03-15T00:30:35Z,1170000,False,5.0,258.0,1,right,D. McDermott 25' 3PT  (3 PTS) (B. Wesley 1 AST),"[203926, 1631104]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,,,,,25.8,Made,3.0,B. Wesley,1631104.0,1.0,,,,,,,,,,
131,PT02M25.00S,2023-03-15T00:30:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,6.258212877792378,53.67647058823529,1610612753,32,24,2023-03-15T00:30:51Z,1190000,False,-18.0,6.0,1,left,M. Fultz reverse Layup (2 PTS),[1628365],1610612753.0,ORL,reverse,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,,1.94,Made,2.0,,,,,,,,,,,,,
132,PT02M10.00S,2023-03-15T00:30:58.4Z,1,REGULAR,turnover,bad pass,[],1630572,,,1610612759,32,24,2023-03-15T00:31:04Z,1200000,False,,,0,,S. Mamukelashvili bad pass TURNOVER (2 TO),"[1630572, 1630591]",1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,2.0,Suggs,1630591.0,,,,,,,,,,,,,,,,,
133,PT02M10.00S,2023-03-15T00:30:58.4Z,1,REGULAR,steal,,[],1630591,,,1610612753,32,24,2023-03-15T00:31:01Z,1210000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
134,PT02M04.00S,2023-03-15T00:31:03.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630591,7.966491458607096,49.26470588235294,1610612753,32,26,2023-03-15T00:31:18Z,1220000,False,4.0,22.0,1,left,J. Suggs running finger roll Layup (2 PTS),[1630591],1610612753.0,ORL,running finger roll,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,2.27,Made,2.0,,,,,,,,,,,,,
135,PT01M50.00S,2023-03-15T00:31:17.8Z,1,REGULAR,3pt,Jump Shot,[],1630577,67.36202365308804,38.970588235294116,1610612759,32,26,2023-03-15T00:31:24Z,1230000,False,-55.0,254.0,1,right,MISS J. Champagnie 26' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,26.02,Missed,,,,,,,,,,,,,,
136,PT01M46.00S,2023-03-15T00:31:21.8Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,32,26,2023-03-15T00:31:24Z,1240000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,,,,,,135.0,3.0,3.0,0.0,,,,,,
137,PT01M39.00S,2023-03-15T00:31:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,7.30946123521682,40.68627450980392,1610612753,32,28,2023-03-15T00:32:49Z,1250000,False,47.0,16.0,1,left,P. Banchero driving Layup (14 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.93,Made,14.0,,,,,,,,,,,,,
138,PT01M24.00S,2023-03-15T00:31:44.2Z,1,REGULAR,2pt,Jump Shot,[],1629646,78.53153745072274,49.50980392156863,1610612759,32,28,2023-03-15T00:31:54Z,1260000,False,-2.0,149.0,1,right,MISS C. Bassey 14' Jump Shot,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Mid-Range,8-16 Center,,,,,14.93,Missed,,,,,,,,,,,,,,
139,PT01M24.00S,2023-03-15T00:31:44.2Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,32,28,2023-03-15T00:31:54Z,1270000,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Center,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,
140,PT01M15.00S,2023-03-15T00:31:55.4Z,1,REGULAR,foul,personal,['2freethrow'],1630572,,,1610612753,32,28,2023-03-15T00:32:17Z,1280000,False,,,0,,S. Mamukelashvili shooting personal FOUL (2 PF) (Banchero 2 FT),"[1630572, 1631094]",1610612759.0,SAS,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,1151.0,,,,,,,,,,,,,2.0,0.0,Banchero,1631094.0
142,PT01M15.00S,2023-03-15T00:32:25.2Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,32,28,2023-03-15T00:32:25Z,1300000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
143,PT01M15.00S,2023-03-15T00:32:25.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,32,28,2023-03-15T00:32:25Z,1310000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,
144,PT01M15.00S,2023-03-15T00:32:26.4Z,1,REGULAR,substitution,out,[],1630572,,,1610612753,32,28,2023-03-15T00:32:35Z,1320000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M15.00S,2023-03-15T00:32:26.4Z,1,REGULAR,substitution,out,[],1628365,,,1610612753,32,28,2023-03-15T00:32:35Z,1330000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M15.00S,2023-03-15T00:32:26.4Z,1,REGULAR,substitution,in,[],1628966,,,1610612753,32,28,2023-03-15T00:32:35Z,1340000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M15.00S,2023-03-15T00:32:26.4Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,32,28,2023-03-15T00:32:35Z,1350000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M15.00S,2023-03-15T00:32:52.1Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,32,29,2023-03-15T00:32:52Z,1360000,False,,,0,,P. Banchero Free Throw 2 of 2 (15 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
149,PT00M56.20S,2023-03-15T00:33:11.8Z,1,REGULAR,3pt,Jump Shot,[],203926,95.3515111695138,5.147058823529411,1610612759,35,29,2023-03-15T00:33:17Z,1370000,False,-224.0,-9.0,1,right,D. McDermott 3PT  (6 PTS) (B. Wesley 2 AST),"[203926, 1631104]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,,,,,22.45,Made,6.0,B. Wesley,1631104.0,2.0,,,,,,,,,,
151,PT00M31.50S,2023-03-15T00:33:38.5Z,1,REGULAR,3pt,Jump Shot,[],1630175,9.280551905387648,96.32352941176471,1610612753,35,29,2023-03-15T00:33:44Z,1390000,False,-232.0,35.0,1,left,MISS C. Anthony 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Left Corner 3,24+ Left,,,,,23.42,Missed,,,,,,,,,,,,,,
152,PT00M27.90S,2023-03-15T00:33:42.2Z,1,REGULAR,rebound,defensive,[],203926,,,1610612759,35,29,2023-03-15T00:33:42Z,1400000,False,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,,,,,,,,,,,151.0,1.0,1.0,0.0,,,,,,
153,PT00M08.10S,2023-03-15T00:34:02.1Z,1,REGULAR,3pt,Jump Shot,[],1631104,66.04796320630749,47.05882352941176,1610612759,38,29,2023-03-15T00:34:08Z,1410000,False,-15.0,267.0,1,right,B. Wesley 26' 3PT pullup (3 PTS) (C. Bassey 1 AST),"[1631104, 1629646]",1610612759.0,SAS,pullup,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Center,,,,,26.7,Made,3.0,C. Bassey,1629646.0,1.0,,,,,,,,,,
155,PT00M01.80S,2023-03-15T00:34:13.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,7.966491458607096,43.872549019607845,1610612753,38,29,2023-03-15T00:34:24Z,1430000,False,31.0,22.0,1,left,MISS J. Suggs driving finger roll Layup - blocked,"[1630591, 1629646]",1610612753.0,ORL,driving finger roll,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,3.79,Missed,,,,,,,,,Bassey,1629646.0,,,,
156,PT00M01.80S,2023-03-15T00:34:13.3Z,1,REGULAR,block,,[],1629646,,,1610612753,38,29,2023-03-15T00:34:17Z,1440000,False,,,0,,C. Bassey BLOCK (1 BLK),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
157,PT00M01.80S,2023-03-15T00:34:13.3Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,38,29,2023-03-15T00:50:02Z,1450000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,155.0,1.0,1.0,0.0,,,,,,
158,PT00M00.00S,2023-03-15T00:34:28.3Z,1,REGULAR,period,end,[],0,,,1610612759,38,29,2023-03-15T00:34:28Z,1460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-03-15T00:36:45.2Z,2,REGULAR,substitution,out,['startperiod'],1630577,,,1610612759,38,29,2023-03-15T00:37:12Z,1470000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-03-15T00:36:45.2Z,2,REGULAR,substitution,out,['startperiod'],1631094,,,1610612759,38,29,2023-03-15T00:37:12Z,1480000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-03-15T00:36:45.2Z,2,REGULAR,substitution,in,['startperiod'],1630170,,,1610612759,38,29,2023-03-15T00:37:12Z,1490000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-03-15T00:36:45.2Z,2,REGULAR,substitution,in,['startperiod'],1629626,,,1610612759,38,29,2023-03-15T00:37:12Z,1500000,False,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-03-15T00:37:18.9Z,2,REGULAR,period,start,[],0,,,1610612759,38,29,2023-03-15T00:37:18Z,1510000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
