actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
93,PT05M27.00S,2026-01-04T03:24:41.3Z,1,REGULAR,substitution,out,[],1628374,,,1610612744,13,18,2026-01-04T03:24:51Z,910000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M27.00S,2026-01-04T03:24:41.3Z,1,REGULAR,substitution,out,[],201567,,,1610612744,13,18,2026-01-04T03:24:51Z,920000,False,,,0,,SUB out: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M27.00S,2026-01-04T03:24:41.3Z,1,REGULAR,substitution,in,[],1629001,,,1610612744,13,18,2026-01-04T03:24:51Z,930000,False,,,0,,SUB in: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M27.00S,2026-01-04T03:24:41.3Z,1,REGULAR,substitution,in,[],1642271,,,1610612744,13,18,2026-01-04T03:24:51Z,940000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M27.00S,2026-01-04T03:24:41.3Z,1,REGULAR,substitution,in,[],1642268,,,1610612744,13,18,2026-01-04T03:24:51Z,950000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M15.00S,2026-01-04T03:25:03.6Z,1,REGULAR,3pt,Jump Shot,[],201939,26.363337713534822,12.745098039215685,1610612744,16,18,2026-01-04T03:27:10Z,960000,False,186.0,195.0,1,left,S. Curry 26' 3PT pullup (5 PTS) (B. Podziemski 2 AST),"[201939, 1641764]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,26.99,Made,,,,,,5.0,B. Podziemski,1641764.0,2.0,,,,,,,,,
100,PT04M55.00S,2026-01-04T03:25:23.1Z,1,REGULAR,3pt,Jump Shot,[],1629004,74.98357424441524,11.27450980392157,1610612762,16,18,2026-01-04T03:25:30Z,980000,False,-194.0,183.0,1,right,MISS S. Mykhailiuk 26' 3PT,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,26.62,Missed,,,,,,,,,,,,,,,,,,
101,PT04M53.00S,2026-01-04T03:25:25.1Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,16,18,2026-01-04T03:25:30Z,990000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,100.0,,2.0,2.0,0.0,,,,,,,,,,,,,
102,PT04M46.00S,2026-01-04T03:25:32.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629001,8.886333771353483,52.20588235294118,1610612744,16,18,2026-01-04T03:29:12Z,1000000,False,-11.0,31.0,1,left,MISS D. Melton running Layup,[1629001],1610612744.0,GSW,running,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,,,,,
103,PT04M42.00S,2026-01-04T03:25:36.0Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,16,18,2026-01-04T03:25:40Z,1010000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,102.0,,1.0,1.0,0.0,,,,,,,,,,,,,
104,PT04M39.00S,2026-01-04T03:25:39.9Z,1,REGULAR,turnover,lost ball,[],1641707,,,1610612762,16,18,2026-01-04T03:25:44Z,1020000,False,,,0,,T. Hendricks lost ball TURNOVER (1 TO),"[1641707, 1629001]",1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,Melton,1629001.0,,,,,,
105,PT04M39.00S,2026-01-04T03:25:39.9Z,1,REGULAR,steal,,[],1629001,,,1610612744,16,18,2026-01-04T03:25:41Z,1030000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
106,PT04M34.00S,2026-01-04T03:25:44.5Z,1,REGULAR,turnover,lost ball,[],1627780,,,1610612744,16,18,2026-01-04T03:25:49Z,1040000,False,,,0,,G. Payton II lost ball TURNOVER (1 TO),"[1627780, 1642268]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,Collier,1642268.0,,,,,,
107,PT04M34.00S,2026-01-04T03:25:44.5Z,1,REGULAR,steal,,[],1642268,,,1610612762,16,18,2026-01-04T03:25:46Z,1050000,False,,,0,,I. Collier STEAL (1 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
108,PT04M30.00S,2026-01-04T03:25:49.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629004,78.79434954007884,91.66666666666666,1610612762,16,18,2026-01-04T03:25:56Z,1060000,False,208.0,147.0,1,right,MISS S. Mykhailiuk 25' 3PT,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
109,PT04M24.00S,2026-01-04T03:25:54.3Z,1,REGULAR,rebound,offensive,[],1641707,,,1610612762,16,18,2026-01-04T03:25:54Z,1070000,False,,,0,,T. Hendricks REBOUND (Off:1 Def:0),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Right Center,,,108.0,,1.0,0.0,1.0,,,,,,,,,,,,,
110,PT04M22.00S,2026-01-04T03:25:56.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641718,91.01511169513797,3.431372549019608,1610612762,16,21,2026-01-04T03:26:03Z,1080000,False,-233.0,32.0,1,right,K. George 3PT  (8 PTS) (I. Collier 1 AST),"[1641718, 1642268]",1610612762.0,UTA,,,,George,K. George,,,,,Left Corner 3,24+ Left,23.5,Made,,,,,,8.0,I. Collier,1642268.0,1.0,,,,,,,,,
112,PT03M58.00S,2026-01-04T03:26:20.6Z,1,REGULAR,3pt,Jump Shot,[],1629001,33.85348226018397,55.63725490196079,1610612744,19,21,2026-01-04T03:26:27Z,1100000,False,-28.0,266.0,1,left,D. Melton 26' 3PT  (3 PTS) (B. Podziemski 3 AST),"[1629001, 1641764]",1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,26.72,Made,,,,,,3.0,B. Podziemski,1641764.0,3.0,,,,,,,,,
115,PT03M38.00S,2026-01-04T03:26:43.4Z,1,REGULAR,substitution,out,[],1627780,,,1610612762,19,21,2026-01-04T03:26:54Z,1130000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M38.00S,2026-01-04T03:26:43.4Z,1,REGULAR,substitution,out,[],201939,,,1610612762,19,21,2026-01-04T03:26:54Z,1140000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M38.00S,2026-01-04T03:26:43.4Z,1,REGULAR,substitution,out,[],1629004,,,1610612762,19,21,2026-01-04T03:26:54Z,1150000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M38.00S,2026-01-04T03:26:43.4Z,1,REGULAR,substitution,in,[],1642954,,,1610612762,19,21,2026-01-04T03:26:54Z,1160000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M38.00S,2026-01-04T03:26:43.4Z,1,REGULAR,substitution,in,[],202710,,,1610612762,19,21,2026-01-04T03:26:54Z,1170000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M38.00S,2026-01-04T03:26:43.4Z,1,REGULAR,substitution,in,[],1641729,,,1610612762,19,21,2026-01-04T03:26:54Z,1180000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M32.00S,2026-01-04T03:27:05.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,92.32917214191852,57.59803921568627,1610612762,19,23,2026-01-04T03:27:11Z,1190000,False,38.0,20.0,1,right,K. Filipowski driving Layup (2 PTS),[1642271],1610612762.0,UTA,driving,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,4.28,Made,,,,,,2.0,,,,,,,,,,,,
122,PT03M19.00S,2026-01-04T03:27:20.0Z,1,REGULAR,foul,personal,[],1641707,,,1610612744,19,23,2026-01-04T03:27:30Z,1200000,False,,,0,,T. Hendricks personal FOUL (1 PF),"[1641707, 202710]",1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,,,,1628481.0,,,,,,,,,,,1.0,0.0,Butler III,202710.0,,
124,PT03M19.00S,2026-01-04T03:27:27.0Z,1,REGULAR,substitution,out,[],1641764,,,1610612744,19,23,2026-01-04T03:27:31Z,1220000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M19.00S,2026-01-04T03:27:27.0Z,1,REGULAR,substitution,in,[],1630611,,,1610612744,19,23,2026-01-04T03:27:31Z,1230000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M10.00S,2026-01-04T03:27:47.9Z,1,REGULAR,3pt,Jump Shot,[],1630611,33.590670170827856,54.41176470588235,1610612744,19,23,2026-01-04T03:27:56Z,1240000,False,-22.0,263.0,1,left,MISS G. Santos 26' 3PT,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Center,26.42,Missed,,,,,,,,,,,,,,,,,,
127,PT03M07.00S,2026-01-04T03:27:51.3Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,19,23,2026-01-04T03:27:51Z,1250000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:0),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Center,,,126.0,,1.0,0.0,1.0,,,,,,,,,,,,,
128,PT03M05.00S,2026-01-04T03:27:52.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630611,8.623521681997373,54.90196078431373,1610612744,19,23,2026-01-04T03:28:02Z,1260000,False,-25.0,29.0,1,left,MISS G. Santos Layup - blocked,"[1630611, 1642271]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,,,,,,,,Filipowski,1642271.0
129,PT03M05.00S,2026-01-04T03:27:52.6Z,1,REGULAR,block,,[],1642271,,,1610612744,19,23,2026-01-04T03:27:56Z,1270000,False,,,0,,K. Filipowski BLOCK (1 BLK),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
130,PT03M05.00S,2026-01-04T03:27:52.6Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,19,23,2026-01-04T03:28:02Z,1280000,False,,,0,,T. Jackson-Davis REBOUND (Off:2 Def:0),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,128.0,,2.0,0.0,2.0,,,,,,,,,,,,,
131,PT03M05.00S,2026-01-04T03:28:00.0Z,1,REGULAR,foul,personal,['2freethrow'],1642268,,,1610612744,19,23,2026-01-04T03:28:08Z,1290000,False,,,0,,I. Collier shooting personal FOUL (1 PF) (Jackson-Davis 2 FT),"[1642268, 1631218]",1610612762.0,UTA,shooting,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,,,,201246.0,,,,,,,,,,,1.0,0.0,Jackson-Davis,1631218.0,,
133,PT03M05.00S,2026-01-04T03:28:14.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631218,,,1610612744,20,23,2026-01-04T03:28:14Z,1310000,False,,,0,,T. Jackson-Davis Free Throw 1 of 2 (1 PTS),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,Made,,,,,,1.0,,,,,,,,,,,,
134,PT03M05.00S,2026-01-04T03:28:14.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631218,,,1610612744,20,23,2026-01-04T03:28:35Z,1320000,False,,,0,,MISS T. Jackson-Davis Free Throw 2 of 2,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
135,PT03M05.00S,2026-01-04T03:28:14.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,20,23,2026-01-04T03:28:35Z,1330000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,,
137,PT03M05.00S,2026-01-04T03:28:34.6Z,1,REGULAR,substitution,out,[],1631218,,,1610612762,20,23,2026-01-04T03:28:37Z,1350000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M05.00S,2026-01-04T03:28:34.6Z,1,REGULAR,substitution,in,[],1642366,,,1610612762,20,23,2026-01-04T03:28:37Z,1360000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M56.00S,2026-01-04T03:28:54.6Z,1,REGULAR,3pt,Jump Shot,[],1641718,67.23061760840999,37.99019607843137,1610612762,20,23,2026-01-04T03:29:01Z,1370000,False,-60.0,256.0,1,right,MISS K. George 26' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,26.25,Missed,,,,,,,,,,,,,,,,,,
140,PT02M53.00S,2026-01-04T03:28:57.6Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,20,23,2026-01-04T03:29:01Z,1380000,False,,,0,,G. Santos REBOUND (Off:0 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Center,,,139.0,,1.0,1.0,0.0,,,,,,,,,,,,,
141,PT02M31.00S,2026-01-04T03:29:19.8Z,1,REGULAR,3pt,Jump Shot,[],1629001,20.05584756898817,5.147058823529411,1610612744,23,23,2026-01-04T03:29:25Z,1390000,False,224.0,136.0,1,left,D. Melton 26' 3PT  (6 PTS) (Q. Post 1 AST),"[1629001, 1642366]",1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,26.23,Made,,,,,,6.0,Q. Post,1642366.0,1.0,,,,,,,,,
143,PT02M09.00S,2026-01-04T03:29:41.6Z,1,REGULAR,3pt,Jump Shot,[],1641729,89.70105124835742,94.85294117647058,1610612762,23,23,2026-01-04T03:31:22Z,1410000,False,224.0,44.0,1,right,MISS B. Sensabaugh pullup 3PT,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,22.86,Missed,,,,,,,,,,,,,,,,,,
144,PT02M05.00S,2026-01-04T03:29:45.6Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612744,23,23,2026-01-04T03:29:48Z,1420000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,,,143.0,,1.0,1.0,0.0,,,,,,,,,,,,,
145,PT01M56.00S,2026-01-04T03:29:55.5Z,1,REGULAR,turnover,out-of-bounds,[],1642954,,,1610612744,23,23,2026-01-04T03:30:01Z,1430000,False,,,0,,W. Richard bad pass out-of-bounds TURNOVER (1 TO),[1642954],1610612744.0,GSW,bad pass,,,Richard,W. Richard,,,,,Above the Break 3,24+ Left Center,,,,1662.0,,,,,,,,1.0,,,,,,,,
146,PT01M56.00S,2026-01-04T03:30:02.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,23,23,2026-01-04T03:30:02Z,1440000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M56.00S,2026-01-04T03:31:47.5Z,1,REGULAR,substitution,out,[],1641718,,,1610612762,23,23,2026-01-04T03:32:51Z,1450000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M56.00S,2026-01-04T03:31:47.5Z,1,REGULAR,substitution,in,[],1628374,,,1610612762,23,23,2026-01-04T03:32:51Z,1460000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M48.00S,2026-01-04T03:33:16.0Z,1,REGULAR,foul,personal,[],1630611,,,1610612762,23,23,2026-01-04T03:33:25Z,1470000,False,,,0,,G. Santos personal FOUL (1 PF),"[1630611, 1628374]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,Mid-Range,16-24 Center,,,,1662.0,,,,,,,,,,,1.0,0.0,Markkanen,1628374.0,,
151,PT01M37.00S,2026-01-04T03:33:41.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642268,83.26215505913272,46.81372549019608,1610612762,23,25,2026-01-04T03:34:06Z,1490000,False,-16.0,105.0,1,right,I. Collier 10' driving floating Jump Shot (2 PTS),[1642268],1610612762.0,UTA,driving floating,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,10.6,Made,,,,,,2.0,,,,,,,,,,,,
152,PT01M13.00S,2026-01-04T03:34:04.2Z,1,REGULAR,turnover,lost ball,[],202710,,,1610612744,23,25,2026-01-04T03:34:09Z,1500000,False,,,0,,J. Butler III lost ball TURNOVER (1 TO),"[202710, 1642268]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,Collier,1642268.0,,,,,,
153,PT01M13.00S,2026-01-04T03:34:04.2Z,1,REGULAR,steal,,[],1642268,,,1610612762,23,25,2026-01-04T03:34:05Z,1510000,False,,,0,,I. Collier STEAL (2 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
154,PT01M10.00S,2026-01-04T03:34:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642268,91.40932982917214,51.9607843137255,1610612762,23,27,2026-01-04T03:34:17Z,1520000,False,10.0,28.0,1,right,I. Collier running Layup (4 PTS) (T. Hendricks 1 AST),"[1642268, 1641707]",1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,,4.0,T. Hendricks,1641707.0,1.0,,,,,,,,,
156,PT00M59.40S,2026-01-04T03:34:18.7Z,1,REGULAR,3pt,Jump Shot,[],1642366,9.937582128777924,96.81372549019608,1610612744,23,27,2026-01-04T03:34:25Z,1540000,False,-234.0,41.0,1,left,MISS Q. Post 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Left Corner 3,24+ Left,23.76,Missed,,,,,,,,,,,,,,,,,,
157,PT00M55.90S,2026-01-04T03:34:22.2Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,23,27,2026-01-04T03:34:25Z,1550000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Left Corner 3,24+ Left,,,156.0,,1.0,1.0,0.0,,,,,,,,,,,,,
158,PT00M40.20S,2026-01-04T03:34:38.4Z,1,REGULAR,2pt,Jump Shot,[],1628374,86.5473061760841,66.42156862745098,1610612762,23,27,2026-01-04T03:34:45Z,1560000,False,82.0,74.0,1,right,MISS L. Markkanen 11' turnaround fadeaway Shot,[1628374],1610612762.0,UTA,turnaround fadeaway,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Right,11.05,Missed,,,,,,,,,,,,,,,,,,
159,PT00M37.80S,2026-01-04T03:34:40.8Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612744,23,27,2026-01-04T03:34:45Z,1570000,False,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Right,,,158.0,,2.0,2.0,0.0,,,,,,,,,,,,,
160,PT00M16.10S,2026-01-04T03:35:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642366,6.389618922470433,54.65686274509803,1610612744,25,27,2026-01-04T03:35:07Z,1580000,False,-23.0,8.0,1,left,Q. Post Layup (2 PTS) (D. Melton 1 AST),"[1642366, 1629001]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,2.0,D. Melton,1629001.0,1.0,,,,,,,,,
162,PT00M02.00S,2026-01-04T03:35:21.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,89.17542706964521,42.15686274509804,1610612762,25,29,2026-01-04T03:36:00Z,1600000,False,-39.0,49.0,1,right,I. Collier 6' fadeaway Jump Shot (6 PTS),[1642268],1610612762.0,UTA,fadeaway,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,6.3,Made,,,,,,6.0,,,,,,,,,,,,
163,PT00M00.00S,2026-01-04T03:35:26.0Z,1,REGULAR,period,end,[],0,,,1610612744,25,29,2026-01-04T03:35:26Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-01-04T03:36:59.6Z,2,REGULAR,substitution,out,['startperiod'],1642954,,,1610612744,25,29,2026-01-04T03:38:10Z,1620000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-01-04T03:36:59.6Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612744,25,29,2026-01-04T03:38:10Z,1630000,False,,,0,,SUB out: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-01-04T03:36:59.6Z,2,REGULAR,substitution,out,['startperiod'],202710,,,1610612744,25,29,2026-01-04T03:38:10Z,1640000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-01-04T03:36:59.6Z,2,REGULAR,substitution,out,['startperiod'],1630611,,,1610612744,25,29,2026-01-04T03:38:10Z,1650000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-01-04T03:36:59.6Z,2,REGULAR,substitution,out,['startperiod'],1642366,,,1610612744,25,29,2026-01-04T03:38:10Z,1660000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-01-04T03:36:59.6Z,2,REGULAR,substitution,out,['startperiod'],1641707,,,1610612744,25,29,2026-01-04T03:38:10Z,1670000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2026-01-04T03:36:59.6Z,2,REGULAR,substitution,in,['startperiod'],1641764,,,1610612744,25,29,2026-01-04T03:38:10Z,1680000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2026-01-04T03:36:59.6Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,25,29,2026-01-04T03:38:10Z,1690000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2026-01-04T03:36:59.6Z,2,REGULAR,substitution,in,['startperiod'],1630541,,,1610612744,25,29,2026-01-04T03:38:10Z,1700000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2026-01-04T03:36:59.6Z,2,REGULAR,substitution,in,['startperiod'],1627780,,,1610612744,25,29,2026-01-04T03:38:10Z,1710000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2026-01-04T03:36:59.6Z,2,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,25,29,2026-01-04T03:38:10Z,1720000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-01-04T03:36:59.6Z,2,REGULAR,substitution,in,['startperiod'],1642383,,,1610612744,25,29,2026-01-04T03:38:10Z,1730000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2026-01-04T03:38:07.5Z,2,REGULAR,period,start,[],0,,,1610612762,25,29,2026-01-04T03:38:10Z,1740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M48.00S,2026-01-04T03:38:20.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,90.48948751642575,56.372549019607845,1610612762,25,31,2026-01-04T03:38:35Z,1750000,False,32.0,37.0,1,right,L. Markkanen Layup (8 PTS) (B. Sensabaugh 1 AST),"[1628374, 1641729]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,4.88,Made,,,,,,8.0,B. Sensabaugh,1641729.0,1.0,,,,,,,,,
