actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
85,PT05M16.00S,2026-04-03T02:22:54.1Z,1,REGULAR,3pt,Jump Shot,[],1630611,35.03613666228647,59.55882352941176,1610612744,11,17,2026-04-03T02:22:58Z,850000,False,-48.0,277.0,1,left,MISS G. Santos 28' 3PT,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Center,28.09,Missed,,,,,,,,,,,,,,,,,,
86,PT05M13.00S,2026-04-03T02:22:57.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612739,11,17,2026-04-03T02:22:58Z,860000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,,,
87,PT05M11.00S,2026-04-03T02:22:59.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630596,90.22667542706965,50.245098039215684,1610612739,11,17,2026-04-03T02:26:59Z,870000,False,1.0,39.0,1,right,MISS E. Mobley running Layup - blocked,"[1630596, 203110]",1610612739.0,CLE,running,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,,,,,,Green,203110.0
88,PT05M11.00S,2026-04-03T02:22:59.8Z,1,REGULAR,block,,[],203110,,,1610612739,11,17,2026-04-03T02:23:02Z,880000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
89,PT05M10.00S,2026-04-03T02:23:00.8Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,11,17,2026-04-03T02:28:02Z,890000,False,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,87.0,1.0,0.0,1.0,,,,,,,,,,,,,,
90,PT05M08.00S,2026-04-03T02:23:07.6Z,1,REGULAR,foul,personal,[],1630611,,,1610612739,11,17,2026-04-03T02:27:42Z,900000,False,,,0,,G. Santos personal FOUL (1 PF),"[1630611, 1630596]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,1.0,0.0,Mobley,1630596.0,,,,,,,,
92,PT05M08.00S,2026-04-03T02:23:20.1Z,1,REGULAR,substitution,out,[],1641764,,,1610612739,11,17,2026-04-03T02:23:33Z,920000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M08.00S,2026-04-03T02:23:20.1Z,1,REGULAR,substitution,out,[],1629622,,,1610612739,11,17,2026-04-03T02:23:33Z,930000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M08.00S,2026-04-03T02:23:20.1Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,11,17,2026-04-03T02:23:33Z,940000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M08.00S,2026-04-03T02:23:20.1Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,11,17,2026-04-03T02:23:33Z,950000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M08.00S,2026-04-03T02:23:20.1Z,1,REGULAR,substitution,in,[],1630311,,,1610612739,11,17,2026-04-03T02:23:33Z,960000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M08.00S,2026-04-03T02:23:20.1Z,1,REGULAR,substitution,in,[],203471,,,1610612739,11,17,2026-04-03T02:23:33Z,970000,False,,,0,,SUB in: D. Schröder,[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M08.00S,2026-04-03T02:23:20.1Z,1,REGULAR,substitution,in,[],1628418,,,1610612739,11,17,2026-04-03T02:23:33Z,980000,False,,,0,,SUB in: T. Bryant,[1628418],1610612739.0,CLE,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M08.00S,2026-04-03T02:23:20.1Z,1,REGULAR,substitution,in,[],1631165,,,1610612739,11,17,2026-04-03T02:23:33Z,990000,False,,,0,,SUB in: K. Ellis,[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M58.00S,2026-04-03T02:23:49.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630241,89.04402102496715,3.431372549019608,1610612739,11,20,2026-04-03T02:23:54Z,1000000,False,-233.0,50.0,1,right,S. Merrill 3PT  (3 PTS) (K. Ellis 1 AST),"[1630241, 1631165]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Left Corner 3,24+ Left,23.82,Made,,,,,,,,,,,3.0,K. Ellis,1631165.0,1.0,,,,
102,PT04M44.00S,2026-04-03T02:24:03.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630311,17.0335085413929,46.568627450980394,1610612744,13,20,2026-04-03T02:28:32Z,1020000,False,17.0,108.0,1,left,P. Spencer 10' floating Jump Shot (2 PTS) (D. Green 2 AST),"[1630311, 203110]",1610612744.0,GSW,floating,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),8-16 Center,10.9,Made,,,,,,,,,,,2.0,D. Green,203110.0,2.0,,,,
104,PT04M34.00S,2026-04-03T02:24:13.4Z,1,REGULAR,2pt,Jump Shot,[],201935,88.91261498028909,66.91176470588235,1610612739,13,22,2026-04-03T02:28:52Z,1040000,False,85.0,52.0,1,right,J. Harden 9' step back Jump Shot (2 PTS),[201935],1610612739.0,CLE,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,9.91,Made,,,,,,,,,,,2.0,,,,,,,
105,PT04M16.00S,2026-04-03T02:24:31.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630311,17.427726675427067,47.549019607843135,1610612744,13,22,2026-04-03T02:24:36Z,1050000,False,12.0,111.0,1,left,MISS P. Spencer 11' turnaround fadeaway Shot,[1630311],1610612744.0,GSW,turnaround fadeaway,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),8-16 Center,11.2,Missed,,,,,,,,,,,,,,,,,,
106,PT04M14.00S,2026-04-03T02:24:33.0Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,13,22,2026-04-03T02:24:36Z,1060000,False,,,0,,D. Green REBOUND (Off:1 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,105.0,3.0,2.0,1.0,,,,,,,,,,,,,,
107,PT04M12.00S,2026-04-03T02:24:35.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630311,35.03613666228647,47.549019607843135,1610612744,16,22,2026-04-03T02:24:40Z,1070000,False,12.0,277.0,1,left,P. Spencer 27' 3PT  (5 PTS) (D. Green 3 AST),"[1630311, 203110]",1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Center,27.71,Made,,,,,,,,,,,5.0,D. Green,203110.0,3.0,,,,
109,PT03M58.00S,2026-04-03T02:24:48.9Z,1,REGULAR,3pt,Jump Shot,[],1630241,70.51576872536137,19.852941176470587,1610612739,16,22,2026-04-03T02:24:53Z,1090000,False,-151.0,225.0,1,right,MISS S. Merrill 27' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,27.06,Missed,,,,,,,,,,,,,,,,,,
110,PT03M55.00S,2026-04-03T02:24:51.9Z,1,REGULAR,rebound,defensive,[],1643018,,,1610612744,16,22,2026-04-03T02:24:53Z,1100000,False,,,0,,L. Cryer REBOUND (Off:0 Def:1),[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,Above the Break 3,24+ Left Center,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,,
111,PT03M45.00S,2026-04-03T02:25:03.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,9.280551905387648,57.59803921568627,1610612744,16,22,2026-04-03T02:29:55Z,1110000,False,-38.0,35.0,1,left,MISS D. Green cutting Layup,[203110],1610612744.0,GSW,cutting,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,,,,,
112,PT03M40.00S,2026-04-03T02:25:07.1Z,1,REGULAR,rebound,offensive,[],1630611,,,1610612744,16,22,2026-04-03T02:25:07Z,1120000,False,,,0,,G. Santos REBOUND (Off:1 Def:0),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,,,111.0,1.0,0.0,1.0,,,,,,,,,,,,,,
113,PT03M39.00S,2026-04-03T02:25:07.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630611,7.30946123521682,49.26470588235294,1610612744,18,22,2026-04-03T04:30:01Z,1130000,False,4.0,16.0,1,left,G. Santos tip Layup (5 PTS),[1630611],1610612744.0,GSW,tip,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,,,,,5.0,,,,,,,
128,PT03M24.00S,2026-04-03T02:25:26.2Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612739,18,22,2026-04-03T02:28:38Z,1155000,False,,,0,,D. Schröder bad pass TURNOVER (1 TO),"[203471, 1642954]",1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,,,,,,,,Richard,1642954.0,,
129,PT03M24.00S,2026-04-03T02:25:26.2Z,1,REGULAR,steal,,[],1642954,,,1610612744,18,22,2026-04-03T02:28:38Z,1157500,False,,,0,,W. Richard STEAL (1 STL),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
116,PT03M21.00S,2026-04-03T02:25:29.7Z,1,REGULAR,foul,personal,[],203471,,,1610612744,18,22,2026-04-03T02:25:38Z,1160000,False,,,0,,D. Schröder personal FOUL (1 PF),"[203471, 1630311]",1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Left,,,,,,,,201639.0,1.0,0.0,Spencer,1630311.0,,,,,,,,
118,PT03M21.00S,2026-04-03T02:25:37.5Z,1,REGULAR,substitution,out,[],1643018,,,1610612744,18,22,2026-04-03T02:25:44Z,1180000,False,,,0,,SUB out: L. Cryer,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M21.00S,2026-04-03T02:25:37.5Z,1,REGULAR,substitution,out,[],201935,,,1610612744,18,22,2026-04-03T02:25:44Z,1190000,False,,,0,,SUB out: J. Harden,[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M21.00S,2026-04-03T02:25:37.5Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,18,22,2026-04-03T02:25:44Z,1200000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M21.00S,2026-04-03T02:25:37.5Z,1,REGULAR,substitution,in,[],1628378,,,1610612744,18,22,2026-04-03T02:25:44Z,1210000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M12.00S,2026-04-03T02:26:09.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630311,15.456636005256241,50.0,1610612744,20,22,2026-04-03T02:28:38Z,1220000,False,0.0,93.0,1,left,P. Spencer 9' turnaround fadeaway Jump Shot (7 PTS),[1630311],1610612744.0,GSW,turnaround fadeaway,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),8-16 Center,9.28,Made,,,,,,,,,,,7.0,,,,,,,
123,PT03M01.00S,2026-04-03T02:26:21.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,90.09526938239159,42.8921568627451,1610612739,20,22,2026-04-03T02:26:29Z,1230000,False,-36.0,41.0,1,right,MISS T. Bryant cutting Layup,[1628418],1610612739.0,CLE,cutting,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,,,,,,,,,,,
124,PT02M57.00S,2026-04-03T02:26:25.1Z,1,REGULAR,rebound,defensive,[],1642954,,,1610612744,20,22,2026-04-03T02:26:29Z,1240000,False,,,0,,W. Richard REBOUND (Off:0 Def:1),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,In The Paint (Non-RA),0-8 Center,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,
125,PT02M53.00S,2026-04-03T02:26:29.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627780,8.754927726675426,39.950980392156865,1610612744,22,22,2026-04-03T02:26:34Z,1250000,False,50.0,30.0,1,left,G. Payton II turnaround Hook (4 PTS),[1627780],1610612744.0,GSW,turnaround,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,5.84,Made,,,,,,,,,,,4.0,,,,,,,
127,PT02M53.00S,2026-04-03T02:26:34.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,22,22,2026-04-03T02:26:34Z,1270000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M53.00S,2026-04-03T02:27:02.3Z,1,REGULAR,substitution,out,[],1630611,,,1610612739,22,22,2026-04-03T02:29:22Z,1280000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M53.00S,2026-04-03T02:27:02.3Z,1,REGULAR,substitution,out,[],203110,,,1610612739,22,22,2026-04-03T02:29:22Z,1290000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M53.00S,2026-04-03T02:27:02.3Z,1,REGULAR,substitution,in,[],1629001,,,1610612739,22,22,2026-04-03T02:29:22Z,1300000,False,,,0,,SUB in: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M53.00S,2026-04-03T02:27:02.3Z,1,REGULAR,substitution,in,[],204001,,,1610612739,22,22,2026-04-03T02:29:22Z,1310000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M29.00S,2026-04-03T02:29:58.9Z,1,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612739,22,22,2026-04-03T02:30:14Z,1320000,False,,,0,,D. Melton shooting personal FOUL (2 PF) (Schröder 2 FT),"[1629001, 203471]",1610612744.0,GSW,shooting,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202037.0,2.0,0.0,Schröder,203471.0,,,,,,,,
136,PT02M29.00S,2026-04-03T02:30:27.3Z,1,REGULAR,freethrow,1 of 2,[],203471,,,1610612739,22,23,2026-04-03T02:30:27Z,1340000,False,,,0,,D. Schröder Free Throw 1 of 2 (1 PTS),[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
137,PT02M29.00S,2026-04-03T02:30:48.4Z,1,REGULAR,freethrow,2 of 2,[],203471,,,1610612739,22,24,2026-04-03T02:30:48Z,1350000,False,,,0,,D. Schröder Free Throw 2 of 2 (2 PTS),[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
138,PT02M08.00S,2026-04-03T02:31:10.6Z,1,REGULAR,2pt,Jump Shot,[],204001,21.107095926412615,62.00980392156863,1610612744,24,24,2026-04-03T02:31:17Z,1360000,False,-60.0,146.0,1,left,K. Porziņģis 15' turnaround fadeaway Jump Shot (2 PTS),[204001],1610612744.0,GSW,turnaround fadeaway,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Center,15.78,Made,,,,,,,,,,,2.0,,,,,,,
139,PT01M57.00S,2026-04-03T02:31:21.4Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.7562417871222,61.51960784313726,1610612739,24,24,2026-04-03T02:32:44Z,1370000,False,58.0,251.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
140,PT01M55.00S,2026-04-03T02:31:23.4Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,24,24,2026-04-03T02:31:26Z,1380000,False,,,0,,G. Payton II REBOUND (Off:1 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,139.0,2.0,1.0,1.0,,,,,,,,,,,,,,
141,PT01M45.00S,2026-04-03T02:31:34.0Z,1,REGULAR,turnover,lost ball,[],1629001,,,1610612744,24,24,2026-04-03T02:31:38Z,1390000,False,,,0,,D. Melton lost ball TURNOVER (1 TO),"[1629001, 203471]",1610612744.0,GSW,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,,,,,,,,,,Schröder,203471.0,,
142,PT01M45.00S,2026-04-03T02:31:34.0Z,1,REGULAR,steal,,[],203471,,,1610612739,24,24,2026-04-03T02:31:36Z,1400000,False,,,0,,D. Schröder STEAL (1 STL),[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
143,PT01M41.00S,2026-04-03T02:31:38.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631165,93.11760840998686,51.225490196078425,1610612739,24,26,2026-04-03T02:33:22Z,1410000,False,6.0,12.0,1,right,K. Ellis running DUNK (2 PTS) (D. Schröder 1 AST),"[1631165, 203471]",1610612739.0,CLE,running,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,,,,,2.0,D. Schröder,203471.0,1.0,,,,
145,PT01M17.00S,2026-04-03T02:32:01.8Z,1,REGULAR,2pt,Jump Shot,[],204001,21.895532194480946,64.2156862745098,1610612744,24,26,2026-04-03T02:32:10Z,1430000,False,-71.0,153.0,1,left,MISS K. Porziņģis 16' turnaround Shot,[204001],1610612744.0,GSW,turnaround,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Left Center,16.9,Missed,,,,,,,,,,,,,,,,,,
146,PT01M14.00S,2026-04-03T02:32:04.8Z,1,REGULAR,rebound,defensive,[],1631165,,,1610612739,24,26,2026-04-03T02:32:10Z,1440000,False,,,0,,K. Ellis REBOUND (Off:0 Def:1),[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,Mid-Range,16-24 Left Center,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,
147,PT01M11.00S,2026-04-03T02:32:09.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204001,,,1610612739,24,26,2026-04-03T02:33:18Z,1450000,False,,,0,,K. Porziņģis personal FOUL (1 PF) (Mitchell 2 FT),"[204001, 1628378]",1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Right,,,,,,,,1627524.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,
149,PT01M11.00S,2026-04-03T02:32:36.6Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,24,27,2026-04-03T02:33:15Z,1470000,False,,,0,,D. Mitchell Free Throw 1 of 2 (5 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
150,PT01M11.00S,2026-04-03T02:32:36.6Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,24,28,2026-04-03T02:33:15Z,1480000,False,,,0,,D. Mitchell Free Throw 2 of 2 (6 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
151,PT00M46.30S,2026-04-03T02:33:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642954,17.69053876478318,48.03921568627451,1610612744,24,28,2026-04-03T02:33:35Z,1490000,False,10.0,114.0,1,left,MISS W. Richard 11' floating Shot,[1642954],1610612744.0,GSW,floating,,,Richard,W. Richard,,,,,In The Paint (Non-RA),8-16 Center,11.42,Missed,,,,,,,,,,,,,,,,,,
152,PT00M43.20S,2026-04-03T02:33:27.0Z,1,REGULAR,rebound,offensive,[],204001,,,1610612744,24,28,2026-04-03T02:33:27Z,1500000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:0),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Center,,,151.0,1.0,0.0,1.0,,,,,,,,,,,,,,
154,PT00M38.80S,2026-04-03T02:33:50.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627780,10.988830486202366,3.1862745098039214,1610612744,24,28,2026-04-03T02:33:55Z,1520000,False,234.0,51.0,1,left,MISS G. Payton II 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Right Corner 3,24+ Right,23.95,Missed,,,,,,,,,,,,,,,,,,
155,PT00M36.00S,2026-04-03T02:33:53.4Z,1,REGULAR,rebound,offensive,[],1629001,,,1610612744,24,28,2026-04-03T02:33:53Z,1530000,False,,,0,,D. Melton REBOUND (Off:1 Def:1),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,,,154.0,2.0,1.0,1.0,,,,,,,,,,,,,,
156,PT00M34.70S,2026-04-03T02:33:54.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,11.908672798948752,44.36274509803921,1610612744,24,28,2026-04-03T02:35:12Z,1540000,False,28.0,59.0,1,left,MISS G. Payton II 6' cutting Layup,[1627780],1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,,,,,,,,,,,,,,,,,,
157,PT00M30.40S,2026-04-03T02:33:58.8Z,1,REGULAR,rebound,offensive,[],1627780,,,1610612744,24,28,2026-04-03T02:33:58Z,1550000,False,,,0,,G. Payton II REBOUND (Off:2 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,,,156.0,3.0,1.0,2.0,,,,,,,,,,,,,,
158,PT00M29.60S,2026-04-03T02:33:59.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,12.302890932982917,45.83333333333333,1610612744,24,28,2026-04-03T02:35:28Z,1560000,False,21.0,63.0,1,left,MISS G. Payton II 6' putback Layup,[1627780],1610612744.0,GSW,putback,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,6.64,Missed,,,,,,,,,,,,,,,,,,
159,PT00M29.60S,2026-04-03T02:33:59.7Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,24,28,2026-04-03T02:34:04Z,1570000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,158.0,2.0,1.0,1.0,,,,,,,,,,,,,,
160,PT00M21.40S,2026-04-03T02:34:07.8Z,1,REGULAR,2pt,Jump Shot,[],1628378,92.32917214191852,69.85294117647058,1610612739,24,28,2026-04-03T02:35:48Z,1580000,False,99.0,20.0,1,right,MISS D. Mitchell 10' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,10.12,Missed,,,,,,,,,,,,,,,,,,
161,PT00M19.10S,2026-04-03T02:34:10.1Z,1,REGULAR,rebound,offensive,[],1630241,,,1610612739,24,28,2026-04-03T02:34:34Z,1590000,False,,,0,,S. Merrill REBOUND (Off:1 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Mid-Range,8-16 Right,,,160.0,2.0,1.0,1.0,,,,,,,,,,,,,,
163,PT00M19.10S,2026-04-03T02:34:43.5Z,1,REGULAR,substitution,out,[],1630311,,,1610612739,24,28,2026-04-03T02:34:49Z,1610000,False,,,0,,SUB out: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M19.10S,2026-04-03T02:34:43.5Z,1,REGULAR,substitution,out,[],1628418,,,1610612739,24,28,2026-04-03T02:34:49Z,1620000,False,,,0,,SUB out: T. Bryant,[1628418],1610612739.0,CLE,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M19.10S,2026-04-03T02:34:43.5Z,1,REGULAR,substitution,in,[],203110,,,1610612739,24,28,2026-04-03T02:34:49Z,1630000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M19.10S,2026-04-03T02:34:43.5Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,24,28,2026-04-03T02:34:49Z,1640000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M16.60S,2026-04-03T02:35:03.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631165,91.5407358738502,46.568627450980394,1610612739,24,30,2026-04-03T02:36:12Z,1650000,False,-17.0,27.0,1,right,K. Ellis cutting DUNK (4 PTS) (S. Merrill 2 AST),"[1631165, 1630241]",1610612739.0,CLE,cutting,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,3.2,Made,,,,,,,,,,,4.0,S. Merrill,1630241.0,2.0,,,,
169,PT00M02.60S,2026-04-03T02:35:19.8Z,1,REGULAR,3pt,Jump Shot,[],203110,7.703679369250986,98.52941176470588,1610612744,24,30,2026-04-03T02:35:23Z,1670000,False,-243.0,20.0,1,left,MISS D. Green 24' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,24.34,Missed,,,,,,,,,,,,,,,,,,
