actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
342,PT00M40.30S,2026-04-03T03:03:33.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201935,66.83639947437582,42.15686274509804,1610612739,45,54,2026-04-03T03:07:22Z,3340000,False,-39.0,259.0,1,right,MISS J. Harden 26' step back 3PT,[201935],1610612739.0,CLE,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.21,Missed,,,,,,,,,,,,,,,,,,
343,PT00M37.60S,2026-04-03T03:03:36.0Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612744,45,54,2026-04-03T03:03:37Z,3350000,False,,,0,,D. Melton REBOUND (Off:2 Def:3),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,342.0,5.0,3.0,2.0,,,,,,,,,,,,,,
344,PT00M33.00S,2026-04-03T03:03:40.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627780,11.514454664914586,51.9607843137255,1610612744,45,54,2026-04-03T03:07:41Z,3360000,False,-10.0,56.0,1,left,MISS G. Payton II running Layup,[1627780],1610612744.0,GSW,running,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,5.66,Missed,,,,,,,,,,,,,,,,,,
345,PT00M28.30S,2026-04-03T03:03:45.4Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612739,45,54,2026-04-03T03:55:46Z,3370000,False,,,0,,M. Strus REBOUND (Off:0 Def:4),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,344.0,4.0,4.0,0.0,,,,,,,,,,,,,,
348,PT00M25.80S,2026-04-03T03:03:47.9Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612739,45,54,2026-04-03T03:03:52Z,3400000,False,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 1641764]",1610612739.0,CLE,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left Center,,,,,,,3.0,,,,,,,,,,Podziemski,1641764.0,,
349,PT00M25.80S,2026-04-03T03:03:47.9Z,2,REGULAR,steal,,[],1641764,,,1610612744,45,54,2026-04-03T03:03:49Z,3410000,False,,,0,,B. Podziemski STEAL (1 STL),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
350,PT00M22.90S,2026-04-03T03:03:51.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641764,8.886333771353483,47.30392156862745,1610612744,47,54,2026-04-03T03:03:57Z,3420000,False,13.0,31.0,1,left,B. Podziemski running Layup (7 PTS),[1641764],1610612744.0,GSW,running,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,3.38,Made,,,,,,,,,,,7.0,,,,,,,
351,PT00M01.00S,2026-04-03T03:04:20.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,88.64980289093299,55.392156862745104,1610612739,47,54,2026-04-03T03:16:50Z,3422500,False,27.0,54.0,1,right,MISS J. Allen 6' cutting Layup - blocked,"[1628386, 1627780]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,6.06,Missed,,,,,,,,,,,,,,,,,Payton II,1627780.0
352,PT00M01.00S,2026-04-03T03:04:20.5Z,2,REGULAR,block,,[],1627780,,,1610612739,47,54,2026-04-03T03:04:26Z,3423750,False,,,0,,G. Payton II BLOCK (1 BLK),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
353,PT00M01.00S,2026-04-03T03:04:20.5Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,47,54,2026-04-03T03:05:11Z,3424375,False,,,0,,G. Payton II REBOUND (Off:2 Def:4),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,,,351.0,6.0,4.0,2.0,,,,,,,,,,,,,,
354,PT00M00.20S,2026-04-03T03:04:31.1Z,2,REGULAR,heave,,[],0,,,1610612744,47,54,2026-04-03T03:13:48Z,3425000,False,,,0,,GSW Heave,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,8-16 Center,69.0,,,,,,,,,,,,,,,,,,,
355,PT00M00.10S,2026-04-03T03:04:31.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,47,54,2026-04-03T03:06:27Z,3427500,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,8-16 Center,,,354.0,,,,,,,,,,,,,,,,,
356,PT00M00.00S,2026-04-03T03:05:25.7Z,2,REGULAR,period,end,[],0,,,1610612744,47,54,2026-04-03T03:05:25Z,3480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2026-04-03T03:19:38.0Z,3,REGULAR,substitution,out,['startperiod'],1627780,,,1610612744,47,54,2026-04-03T03:20:27Z,3490000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2026-04-03T03:19:38.0Z,3,REGULAR,substitution,in,['startperiod'],1630611,,,1610612744,47,54,2026-04-03T03:20:27Z,3500000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2026-04-03T03:20:32.1Z,3,REGULAR,period,start,[],0,,,1610612744,47,54,2026-04-03T03:20:32Z,3510000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT11M44.00S,2026-04-03T03:20:47.7Z,3,REGULAR,3pt,Jump Shot,[],203110,93.64323258869908,97.05882352941177,1610612744,50,54,2026-04-03T03:20:53Z,3520000,False,235.0,7.0,1,right,D. Green 3PT  (6 PTS) (G. Santos 3 AST),"[203110, 1630611]",1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,23.54,Made,,,,,,,,,,,6.0,G. Santos,1630611.0,3.0,,,,
364,PT11M34.00S,2026-04-03T03:20:58.7Z,3,REGULAR,foul,personal,['2freethrow'],204001,,,1610612739,50,54,2026-04-03T03:21:32Z,3540000,False,,,0,,K. Porziņģis shooting personal FOUL (3 PF) (Allen 2 FT),"[204001, 1628386]",1610612744.0,GSW,shooting,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627524.0,3.0,0.0,Allen,1628386.0,,,,,,,,
367,PT11M34.00S,2026-04-03T03:21:29.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,50,54,2026-04-03T03:21:29Z,3560000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT11M34.00S,2026-04-03T03:24:30.1Z,3,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,50,54,2026-04-03T03:24:45Z,3580000,False,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
370,PT11M34.00S,2026-04-03T03:24:30.1Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,50,54,2026-04-03T03:24:45Z,3590000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,369.0,,,,,,,,,,,,,,,,,
371,PT11M34.00S,2026-04-03T03:24:30.1Z,3,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,50,54,2026-04-03T03:24:45Z,3600000,False,,,0,,MISS J. Allen Free Throw 2 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
372,PT11M32.00S,2026-04-03T03:24:32.1Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,50,54,2026-04-03T03:24:45Z,3610000,False,,,0,,D. Green REBOUND (Off:2 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,371.0,5.0,3.0,2.0,,,,,,,,,,,,,,
373,PT11M17.00S,2026-04-03T03:25:01.4Z,3,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612744,50,54,2026-04-03T03:25:14Z,3620000,False,,,0,,M. Strus shooting personal FOUL (3 PF) (Podziemski 2 FT),"[1629622, 1641764]",1610612739.0,CLE,shooting,,,Strus,M. Strus,,,,,Mid-Range,16-24 Left Center,,,,,,,,202037.0,3.0,0.0,Podziemski,1641764.0,,,,,,,,
375,PT11M17.00S,2026-04-03T03:25:28.2Z,3,REGULAR,freethrow,1 of 2,[],1641764,,,1610612744,51,54,2026-04-03T03:25:28Z,3640000,False,,,0,,B. Podziemski Free Throw 1 of 2 (8 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
376,PT11M17.00S,2026-04-03T03:25:44.8Z,3,REGULAR,freethrow,2 of 2,[],1641764,,,1610612744,52,54,2026-04-03T03:25:44Z,3650000,False,,,0,,B. Podziemski Free Throw 2 of 2 (9 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
377,PT11M05.00S,2026-04-03T03:25:58.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629622,17.16491458607096,50.73529411764706,1610612739,52,54,2026-04-03T03:26:24Z,3660000,False,-4.0,109.0,1,left,MISS M. Strus 10' driving floating Shot,[1629622],1610612739.0,CLE,driving floating,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,10.9,Missed,,,,,,,,,,,,,,,,,,
378,PT11M03.00S,2026-04-03T03:26:00.5Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,52,54,2026-04-03T03:26:06Z,3670000,False,,,0,,D. Green REBOUND (Off:2 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,377.0,6.0,4.0,2.0,,,,,,,,,,,,,,
379,PT10M58.00S,2026-04-03T03:26:06.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],204001,69.85873850197109,14.460784313725492,1610612744,52,54,2026-04-03T03:26:45Z,3680000,False,-178.0,231.0,1,right,MISS K. Porziņģis 29' running 3PT,[204001],1610612744.0,GSW,running,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,29.13,Missed,,,,,,,,,,,,,,,,,,
380,PT10M54.00S,2026-04-03T03:26:10.1Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,52,54,2026-04-03T03:26:10Z,3690000,False,,,0,,J. Allen REBOUND (Off:1 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,379.0,6.0,5.0,1.0,,,,,,,,,,,,,,
381,PT10M46.00S,2026-04-03T03:26:17.6Z,3,REGULAR,turnover,bad pass,[],1629622,,,1610612739,52,54,2026-04-03T03:26:23Z,3700000,False,,,0,,M. Strus bad pass TURNOVER (2 TO),"[1629622, 1641764]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Center,,,,,,,2.0,,,,,,,,,,Podziemski,1641764.0,,
382,PT10M46.00S,2026-04-03T03:26:17.6Z,3,REGULAR,steal,,[],1641764,,,1610612744,52,54,2026-04-03T03:36:04Z,3710000,False,,,0,,B. Podziemski STEAL (2 STL),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
383,PT10M40.00S,2026-04-03T03:26:23.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630611,92.85479632063075,46.81372549019608,1610612744,54,54,2026-04-03T05:13:57Z,3720000,False,-16.0,15.0,1,right,G. Santos running reverse Layup (11 PTS) (B. Podziemski 3 AST),"[1630611, 1641764]",1610612744.0,GSW,running reverse,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,,,,,,,11.0,B. Podziemski,1641764.0,3.0,,,,
385,PT10M28.00S,2026-04-03T03:26:34.9Z,3,REGULAR,3pt,Jump Shot,[],201935,29.6484888304862,16.176470588235293,1610612739,54,57,2026-04-03T03:27:50Z,3740000,False,169.0,226.0,1,left,J. Harden 28' 3PT pullup (10 PTS),[201935],1610612739.0,CLE,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,28.24,Made,,,,,,,,,,,10.0,,,,,,,
386,PT10M16.00S,2026-04-03T03:26:46.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630611,93.9060446780552,50.73529411764706,1610612744,56,57,2026-04-03T03:28:09Z,3750000,False,4.0,5.0,1,right,G. Santos cutting Layup (13 PTS) (D. Green 5 AST),"[1630611, 203110]",1610612744.0,GSW,cutting,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,,,13.0,D. Green,203110.0,5.0,,,,
388,PT10M05.00S,2026-04-03T03:27:01.3Z,3,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612739,56,57,2026-04-03T03:27:15Z,3770000,False,,,0,,D. Mitchell step out-of-bounds TURNOVER (5 TO),[1628378],1610612739.0,CLE,step,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left,,,,,,,5.0,201639.0,,,,,,,,,,,,
390,PT09M53.00S,2026-04-03T03:27:30.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630611,91.01511169513797,98.77450980392157,1610612744,56,57,2026-04-03T03:36:17Z,3790000,False,244.0,32.0,1,right,MISS G. Santos 24' 3PT,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Right Corner 3,24+ Right,24.6,Missed,,,,,,,,,,,,,,,,,,
391,PT09M47.00S,2026-04-03T03:27:36.4Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,56,57,2026-04-03T03:36:17Z,3800000,False,,,0,,E. Mobley REBOUND (Off:2 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,390.0,5.0,3.0,2.0,,,,,,,,,,,,,,
392,PT09M44.00S,2026-04-03T03:27:37.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,28.203022339027594,16.666666666666664,1610612739,56,60,2026-04-03T03:28:45Z,3810000,False,167.0,213.0,1,left,M. Strus 27' 3PT running (11 PTS) (E. Mobley 3 AST),"[1629622, 1630596]",1610612739.0,CLE,running,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,27.02,Made,,,,,,,,,,,11.0,E. Mobley,1630596.0,3.0,,,,
394,PT09M22.00S,2026-04-03T03:27:58.8Z,3,REGULAR,turnover,bad pass,[],204001,,,1610612744,56,60,2026-04-03T03:28:02Z,3830000,False,,,0,,K. Porziņģis bad pass TURNOVER (2 TO),"[204001, 1630596]",1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Left Center,,,,,,,2.0,,,,,,,,,,Mobley,1630596.0,,
395,PT09M22.00S,2026-04-03T03:27:58.8Z,3,REGULAR,steal,,[],1630596,,,1610612739,56,60,2026-04-03T03:28:00Z,3840000,False,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
396,PT09M08.00S,2026-04-03T03:28:13.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628386,12.302890932982917,57.107843137254896,1610612739,56,60,2026-04-03T03:29:28Z,3850000,False,-36.0,63.0,1,left,MISS J. Allen 7' cutting Layup - blocked,"[1628386, 204001]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,,,,,,,,,,,,,,,,Porziņģis,204001.0
397,PT09M08.00S,2026-04-03T03:28:13.0Z,3,REGULAR,block,,[],204001,,,1610612739,56,60,2026-04-03T03:28:15Z,3860000,False,,,0,,K. Porziņģis BLOCK (1 BLK),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
398,PT09M05.00S,2026-04-03T03:28:16.0Z,3,REGULAR,rebound,defensive,[],1630611,,,1610612744,56,60,2026-04-03T03:28:18Z,3870000,False,,,0,,G. Santos REBOUND (Off:1 Def:2),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,,,396.0,3.0,2.0,1.0,,,,,,,,,,,,,,
399,PT09M01.00S,2026-04-03T03:28:20.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641764,74.06373193166885,11.76470588235294,1610612744,56,60,2026-04-03T03:29:53Z,3880000,False,-191.0,191.0,1,right,MISS B. Podziemski 27' running 3PT,[1641764],1610612744.0,GSW,running,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,27.05,Missed,,,,,,,,,,,,,,,,,,
400,PT08M57.00S,2026-04-03T03:28:24.6Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,56,60,2026-04-03T03:28:26Z,3890000,False,,,0,,J. Allen REBOUND (Off:1 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,399.0,7.0,6.0,1.0,,,,,,,,,,,,,,
401,PT08M50.00S,2026-04-03T03:28:33.9Z,3,REGULAR,foul,personal,['2freethrow'],1630611,,,1610612739,56,60,2026-04-03T03:28:47Z,3900000,False,,,0,,G. Santos shooting personal FOUL (3 PF) (Mitchell 2 FT),"[1630611, 1628378]",1610612744.0,GSW,shooting,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202037.0,3.0,0.0,Mitchell,1628378.0,,,,,,,,
403,PT08M50.00S,2026-04-03T03:29:04.5Z,3,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,56,61,2026-04-03T03:29:04Z,3920000,False,,,0,,D. Mitchell Free Throw 1 of 2 (13 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,,,,,13.0,,,,,,,
404,PT08M50.00S,2026-04-03T03:29:05.1Z,3,REGULAR,substitution,out,[],1641764,,,1610612739,56,61,2026-04-03T03:29:13Z,3930000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT08M50.00S,2026-04-03T03:29:05.1Z,3,REGULAR,substitution,out,[],1630611,,,1610612739,56,61,2026-04-03T03:29:13Z,3940000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT08M50.00S,2026-04-03T03:29:05.1Z,3,REGULAR,substitution,in,[],1627780,,,1610612739,56,61,2026-04-03T03:29:13Z,3950000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT08M50.00S,2026-04-03T03:29:05.1Z,3,REGULAR,substitution,in,[],1643018,,,1610612739,56,61,2026-04-03T03:29:13Z,3960000,False,,,0,,SUB in: L. Cryer,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT08M50.00S,2026-04-03T03:29:31.5Z,3,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,56,62,2026-04-03T03:29:31Z,3970000,False,,,0,,D. Mitchell Free Throw 2 of 2 (14 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,,,,,,,,,,14.0,,,,,,,
409,PT08M38.00S,2026-04-03T03:29:47.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,90.75229960578186,56.61764705882353,1610612744,56,62,2026-04-03T03:29:55Z,3980000,False,33.0,34.0,1,right,MISS D. Melton driving Layup,[1629001],1610612744.0,GSW,driving,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,4.77,Missed,,,,,,,,,,,,,,,,,,
410,PT08M33.00S,2026-04-03T03:29:52.5Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,56,62,2026-04-03T03:29:55Z,3990000,False,,,0,,E. Mobley REBOUND (Off:2 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,409.0,6.0,4.0,2.0,,,,,,,,,,,,,,
411,PT08M27.00S,2026-04-03T03:29:57.5Z,3,REGULAR,3pt,Jump Shot,[],1629622,29.6484888304862,18.627450980392158,1610612739,56,65,2026-04-03T03:30:02Z,4000000,False,157.0,226.0,1,left,M. Strus 27' 3PT  (14 PTS) (D. Mitchell 2 AST),"[1629622, 1628378]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,27.53,Made,,,,,,,,,,,14.0,D. Mitchell,1628378.0,2.0,,,,
413,PT08M11.00S,2026-04-03T03:30:16.2Z,3,REGULAR,foul,personal,[],1628378,,,1610612744,56,65,2026-04-03T03:30:25Z,4020000,False,,,0,,D. Mitchell personal FOUL (1 PF),"[1628378, 1629001]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,,,1627524.0,1.0,0.0,Melton,1629001.0,,,,,,,,
416,PT08M05.00S,2026-04-03T03:30:45.4Z,3,REGULAR,3pt,Jump Shot,[],1629001,77.21747700394218,90.44117647058823,1610612744,56,65,2026-04-03T03:30:50Z,4040000,False,202.0,162.0,1,right,MISS D. Melton 25' 3PT,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
417,PT08M01.00S,2026-04-03T03:30:49.4Z,3,REGULAR,rebound,offensive,[],1629001,,,1610612744,56,65,2026-04-03T03:30:50Z,4050000,False,,,0,,D. Melton REBOUND (Off:3 Def:3),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,416.0,6.0,3.0,3.0,,,,,,,,,,,,,,
418,PT07M57.00S,2026-04-03T03:30:52.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,73.27529566360053,12.745098039215685,1610612744,56,65,2026-04-03T03:30:58Z,4060000,False,-186.0,199.0,1,right,MISS D. Melton 27' 3PT,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,27.24,Missed,,,,,,,,,,,,,,,,,,
419,PT07M53.00S,2026-04-03T03:30:56.9Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,56,65,2026-04-03T03:30:58Z,4070000,False,,,0,,J. Allen REBOUND (Off:1 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,418.0,8.0,7.0,1.0,,,,,,,,,,,,,,
420,PT07M38.00S,2026-04-03T03:31:14.0Z,3,REGULAR,foul,personal,[],1643018,,,1610612739,56,65,2026-04-03T03:31:26Z,4080000,False,,,0,,L. Cryer personal FOUL (1 PF),"[1643018, 1629622]",1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,Above the Break 3,24+ Center,,,,,,,,201639.0,1.0,0.0,Strus,1629622.0,,,,,,,,
422,PT07M38.00S,2026-04-03T03:31:26.2Z,3,REGULAR,substitution,out,[],204001,,,1610612739,56,65,2026-04-03T03:31:40Z,4100000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT07M38.00S,2026-04-03T03:31:26.2Z,3,REGULAR,substitution,out,[],1629001,,,1610612739,56,65,2026-04-03T03:31:40Z,4110000,False,,,0,,SUB out: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT07M38.00S,2026-04-03T03:31:26.2Z,3,REGULAR,substitution,in,[],1630611,,,1610612739,56,65,2026-04-03T03:31:40Z,4120000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT07M38.00S,2026-04-03T03:31:26.2Z,3,REGULAR,substitution,in,[],1642954,,,1610612739,56,65,2026-04-03T03:31:40Z,4130000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT07M30.00S,2026-04-03T03:31:57.4Z,3,REGULAR,foul,personal,[],1642954,,,1610612739,56,65,2026-04-03T03:32:11Z,4140000,False,,,0,,W. Richard personal FOUL (1 PF),"[1642954, 1630596]",1610612744.0,GSW,,,,Richard,W. Richard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,1.0,0.0,Mobley,1630596.0,,,,,,,,
428,PT07M30.00S,2026-04-03T03:32:10.9Z,3,REGULAR,substitution,out,[],1628378,,,1610612739,56,65,2026-04-03T03:32:14Z,4160000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT07M30.00S,2026-04-03T03:32:10.9Z,3,REGULAR,substitution,in,[],1630241,,,1610612739,56,65,2026-04-03T03:32:14Z,4170000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT07M26.00S,2026-04-03T03:32:23.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,12.171484888304862,42.64705882352941,1610612739,56,65,2026-04-03T03:33:29Z,4180000,False,37.0,62.0,1,left,MISS J. Allen 7' driving Layup,[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,7.2,Missed,,,,,,,,,,,,,,,,,,
432,PT07M22.00S,2026-04-03T03:32:27.0Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,56,65,2026-04-03T03:32:29Z,4200000,False,,,0,,D. Green REBOUND (Off:2 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,430.0,7.0,5.0,2.0,,,,,,,,,,,,,,
