actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
85,PT06M06.00S,2026-03-28T02:23:04.2Z,1,REGULAR,3pt,Jump Shot,[],1630311,7.670827858081481,95.58823529411765,1610612744,18,6,2026-03-28T02:23:10Z,840000,False,-228.0,20.0,1,left,P. Spencer 3PT  (3 PTS) (K. Porziņģis 1 AST),"[1630311, 204001]",1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Left Corner 3,24+ Left,22.87,Made,3.0,K. Porziņģis,204001.0,1.0,,,,,,,,,,,,,,
87,PT05M42.00S,2026-03-28T02:23:27.3Z,1,REGULAR,2pt,Jump Shot,[],1641731,85.85742444152432,13.970588235294116,1610612764,18,6,2026-03-28T02:23:36Z,860000,False,-180.0,80.0,1,right,MISS B. Coulibaly 19' step back Shot,[1641731],1610612764.0,WAS,step back,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Left,19.72,Missed,,,,,,,,,,,,,,,,,,
88,PT05M40.00S,2026-03-28T02:23:29.3Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,18,6,2026-03-28T02:41:06Z,870000,False,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,16-24 Left,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,
90,PT05M23.00S,2026-03-28T02:23:46.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630311,5.436925098554539,50.0,1610612744,18,6,2026-03-28T02:23:53Z,890000,False,0.0,-1.0,1,left,MISS P. Spencer driving Layup - blocked,"[1630311, 1642259]",1610612744.0,GSW,driving,,,Spencer,P. Spencer,,,,,Restricted Area,0-8 Center,0.14,Missed,,,,,,,,,,,,,,,Sarr,1642259.0,,
278,PT05M23.00S,2026-03-28T02:23:46.3Z,1,REGULAR,block,,[],1642259,,,1610612744,18,6,2026-03-28T02:54:47Z,895000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
91,PT05M22.00S,2026-03-28T02:23:47.3Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,18,6,2026-03-28T02:42:14Z,900000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,
92,PT05M20.00S,2026-03-28T02:23:52.2Z,1,REGULAR,foul,personal,['2freethrow'],1643018,,,1610612764,18,6,2026-03-28T02:24:08Z,910000,False,,,0,,L. Cryer shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[1643018, 1641731]",1610612744.0,GSW,shooting,,,Cryer,L. Cryer,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202026.0,1.0,0.0,Coulibaly,1641731.0,,,,
94,PT05M20.00S,2026-03-28T02:24:27.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641731,,,1610612764,18,7,2026-03-28T02:24:56Z,930000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (1 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
95,PT05M20.00S,2026-03-28T02:24:27.5Z,1,REGULAR,substitution,out,[],204001,,,1610612764,18,7,2026-03-28T02:24:31Z,940000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M20.00S,2026-03-28T02:24:27.5Z,1,REGULAR,substitution,in,[],1630611,,,1610612764,18,7,2026-03-28T02:24:31Z,950000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M20.00S,2026-03-28T02:24:27.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641731,,,1610612764,18,7,2026-03-28T02:24:56Z,960000,False,,,0,,MISS B. Coulibaly Free Throw 2 of 2,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
98,PT05M17.00S,2026-03-28T02:24:30.0Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,18,7,2026-03-28T02:24:56Z,970000,False,,,0,,G. Santos REBOUND (Off:0 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,
99,PT05M01.00S,2026-03-28T02:25:07.8Z,1,REGULAR,3pt,Jump Shot,[],1643018,31.45532194480947,29.65686274509804,1610612744,21,7,2026-03-28T02:25:14Z,980000,False,102.0,243.0,1,left,L. Cryer 26' 3PT step back (3 PTS) (G. Payton II 1 AST),"[1643018, 1627780]",1610612744.0,GSW,step back,,,Cryer,L. Cryer,,,,,Above the Break 3,24+ Right Center,26.36,Made,3.0,G. Payton II,1627780.0,1.0,,,,,,,,,,,,,,
101,PT04M51.00S,2026-03-28T02:25:18.1Z,1,REGULAR,3pt,Jump Shot,[],1641778,92.42772667542707,3.9215686274509807,1610612764,21,7,2026-03-28T02:25:24Z,1000000,False,-230.0,19.0,1,right,MISS L. Black 3PT,[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,Left Corner 3,24+ Left,23.12,Missed,,,,,,,,,,,,,,,,,,
102,PT04M48.00S,2026-03-28T02:25:21.1Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,21,7,2026-03-28T02:26:05Z,1010000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,,
103,PT04M48.00S,2026-03-28T02:25:23.2Z,1,REGULAR,foul,personal,[],1642259,,,1610612744,21,7,2026-03-28T02:25:38Z,1020000,False,,,0,,A. Sarr personal FOUL (2 PF),"[1642259, 203110]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,202027.0,2.0,0.0,Green,203110.0,,,,
105,PT04M48.00S,2026-03-28T02:25:34.9Z,1,REGULAR,substitution,out,[],1643018,,,1610612744,21,7,2026-03-28T02:25:58Z,1040000,False,,,0,,SUB out: L. Cryer,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M48.00S,2026-03-28T02:25:34.9Z,1,REGULAR,substitution,out,[],203110,,,1610612744,21,7,2026-03-28T02:25:58Z,1050000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M48.00S,2026-03-28T02:25:34.9Z,1,REGULAR,substitution,out,[],1641731,,,1610612744,21,7,2026-03-28T02:25:58Z,1060000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M48.00S,2026-03-28T02:25:34.9Z,1,REGULAR,substitution,out,[],1641778,,,1610612744,21,7,2026-03-28T02:25:58Z,1070000,False,,,0,,SUB out: L. Black,[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M48.00S,2026-03-28T02:25:34.9Z,1,REGULAR,substitution,in,[],1630209,,,1610612744,21,7,2026-03-28T02:25:58Z,1080000,False,,,0,,SUB in: O. Yurtseven,[1630209],1610612744.0,GSW,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M48.00S,2026-03-28T02:25:34.9Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,21,7,2026-03-28T02:25:58Z,1090000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M48.00S,2026-03-28T02:25:34.9Z,1,REGULAR,substitution,in,[],1642860,,,1610612744,21,7,2026-03-28T02:25:58Z,1100000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M48.00S,2026-03-28T02:25:34.9Z,1,REGULAR,substitution,in,[],1630536,,,1610612744,21,7,2026-03-28T02:25:58Z,1110000,False,,,0,,SUB in: S. Cooper,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M35.00S,2026-03-28T02:26:10.7Z,1,REGULAR,foul,personal,['2freethrow'],1642267,,,1610612744,21,7,2026-03-28T02:26:18Z,1140000,False,,,0,,B. Carrington shooting personal FOUL (1 PF) (Payton II 2 FT),"[1642267, 1627780]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202026.0,1.0,0.0,Payton II,1627780.0,,,,
117,PT04M35.00S,2026-03-28T02:26:32.2Z,1,REGULAR,freethrow,1 of 2,[],1627780,,,1610612744,21,7,2026-03-28T02:26:32Z,1160000,False,,,0,,MISS G. Payton II Free Throw 1 of 2,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
118,PT04M35.00S,2026-03-28T02:26:32.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,21,7,2026-03-28T02:26:32Z,1170000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,,,,,
119,PT04M35.00S,2026-03-28T02:26:46.7Z,1,REGULAR,freethrow,2 of 2,[],1627780,,,1610612744,22,7,2026-03-28T02:26:46Z,1180000,False,,,0,,G. Payton II Free Throw 2 of 2 (1 PTS),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
120,PT04M24.00S,2026-03-28T02:27:03.2Z,1,REGULAR,foul,personal,['2freethrow'],1630209,,,1610612764,22,7,2026-03-28T02:27:13Z,1190000,False,,,0,,O. Yurtseven shooting personal FOUL (1 PF) (Sarr 2 FT),"[1630209, 1642259]",1610612744.0,GSW,shooting,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202026.0,1.0,0.0,Sarr,1642259.0,,,,
122,PT04M24.00S,2026-03-28T02:27:38.0Z,1,REGULAR,freethrow,1 of 2,[],1642259,,,1610612764,22,7,2026-03-28T02:27:38Z,1210000,False,,,0,,MISS A. Sarr Free Throw 1 of 2,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
123,PT04M24.00S,2026-03-28T02:27:38.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,22,7,2026-03-28T02:27:38Z,1220000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,
124,PT04M24.00S,2026-03-28T02:27:38.6Z,1,REGULAR,substitution,out,[],1642848,,,1610612764,22,7,2026-03-28T02:27:46Z,1230000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M24.00S,2026-03-28T02:27:38.6Z,1,REGULAR,substitution,in,[],1630551,,,1610612764,22,7,2026-03-28T02:27:46Z,1240000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT04M24.00S,2026-03-28T02:28:01.2Z,1,REGULAR,freethrow,2 of 2,[],1642259,,,1610612764,22,8,2026-03-28T02:28:01Z,1250000,False,,,0,,A. Sarr Free Throw 2 of 2 (3 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
127,PT04M14.00S,2026-03-28T02:28:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,7.670827858081481,45.58823529411765,1610612744,22,8,2026-03-28T02:28:20Z,1260000,False,22.0,20.0,1,left,MISS G. Payton II driving Layup,[1627780],1610612744.0,GSW,driving,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
128,PT04M11.00S,2026-03-28T02:28:17.1Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,22,8,2026-03-28T02:28:20Z,1270000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,
129,PT04M08.00S,2026-03-28T02:28:20.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642267,76.52759526938239,6.372549019607845,1610612764,22,11,2026-03-28T02:28:39Z,1280000,False,-218.0,168.0,1,right,B. Carrington 27' 3PT running (5 PTS) (S. Cooper 1 AST),"[1642267, 1630536]",1610612764.0,WAS,running,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,27.54,Made,5.0,S. Cooper,1630536.0,1.0,,,,,,,,,,,,,,
131,PT03M54.00S,2026-03-28T02:28:33.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630311,16.080814717476997,47.549019607843135,1610612744,24,11,2026-03-28T02:46:23Z,1300000,False,12.0,99.0,1,left,P. Spencer 9' driving floating Jump Shot (5 PTS),[1630311],1610612744.0,GSW,driving floating,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),8-16 Center,9.95,Made,5.0,,,,,,,,,,,,,,,,,
132,PT03M39.00S,2026-03-28T02:28:48.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642259,93.61038107752957,48.28431372549019,1610612764,24,13,2026-03-28T02:28:55Z,1310000,False,-9.0,8.0,1,right,A. Sarr cutting DUNK (5 PTS) (B. Carrington 1 AST),"[1642259, 1642267]",1610612764.0,WAS,cutting,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,1.15,Made,5.0,B. Carrington,1642267.0,1.0,,,,,,,,,,,,,,
134,PT03M21.00S,2026-03-28T02:29:07.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,6.225361366622863,51.71568627450981,1610612744,26,13,2026-03-28T02:46:55Z,1330000,False,-9.0,6.0,1,left,G. Payton II cutting Layup (3 PTS) (P. Spencer 1 AST),"[1627780, 1630311]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,1.05,Made,3.0,P. Spencer,1630311.0,1.0,,,,,,,,,,,,,,
136,PT03M20.00S,2026-03-28T02:29:12.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,26,13,2026-03-28T02:29:12Z,1350000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M20.00S,2026-03-28T02:32:08.8Z,1,REGULAR,substitution,out,[],1627780,,,1610612764,26,13,2026-03-28T02:32:23Z,1360000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M20.00S,2026-03-28T02:32:08.8Z,1,REGULAR,substitution,out,[],1642259,,,1610612764,26,13,2026-03-28T02:32:23Z,1370000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M20.00S,2026-03-28T02:32:08.8Z,1,REGULAR,substitution,in,[],1642954,,,1610612764,26,13,2026-03-28T02:32:23Z,1380000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT03M20.00S,2026-03-28T02:32:08.8Z,1,REGULAR,substitution,in,[],1630264,,,1610612764,26,13,2026-03-28T02:32:23Z,1390000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT03M07.00S,2026-03-28T02:32:28.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,92.55913272010513,47.549019607843135,1610612764,26,15,2026-03-28T02:32:32Z,1400000,False,-12.0,17.0,1,right,A. Gill cutting Layup (2 PTS) (B. Carrington 2 AST),"[1630264, 1642267]",1610612764.0,WAS,cutting,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,2.13,Made,2.0,B. Carrington,1642267.0,2.0,,,,,,,,,,,,,,
143,PT02M44.00S,2026-03-28T02:32:51.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630611,7.145203679369246,47.05882352941176,1610612744,28,15,2026-03-28T02:33:01Z,1420000,False,15.0,15.0,1,left,G. Santos driving Hook (2 PTS),[1630611],1610612744.0,GSW,driving,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,2.08,Made,2.0,,,,,,,,,,,,,,,,,
144,PT02M26.00S,2026-03-28T02:33:08.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630264,92.55913272010513,51.71568627450981,1610612764,28,17,2026-03-28T02:33:18Z,1430000,False,9.0,17.0,1,right,A. Gill driving floating Jump Shot (4 PTS) (J. Champagnie 1 AST),"[1630264, 1630551]",1610612764.0,WAS,driving floating,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,1.94,Made,4.0,J. Champagnie,1630551.0,1.0,,,,,,,,,,,,,,
147,PT02M15.00S,2026-03-28T02:33:25.2Z,1,REGULAR,3pt,Jump Shot,[],1641764,30.404073587385014,74.01960784313725,1610612744,28,17,2026-03-28T02:48:32Z,1460000,False,-120.0,233.0,1,left,MISS B. Podziemski 26' pullup 3PT,[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,26.24,Missed,,,,,,,,,,,,,,,,,,
148,PT02M14.00S,2026-03-28T02:33:26.2Z,1,REGULAR,rebound,defensive,[],1642860,,,1610612764,28,17,2026-03-28T02:48:32Z,1470000,False,,,0,,W. Riley REBOUND (Off:0 Def:1),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Left Center,,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,
149,PT02M05.00S,2026-03-28T02:33:30.5Z,1,REGULAR,3pt,Jump Shot,[],1630551,64.30683311432327,48.529411764705884,1610612764,28,17,2026-03-28T02:55:06Z,1480000,False,-7.0,283.0,1,right,MISS J. Champagnie 28' 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,28.31,Missed,,,,,,,,,,,,,,,,,,
150,PT02M04.00S,2026-03-28T02:33:31.5Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612744,28,17,2026-03-28T02:33:40Z,1490000,False,,,0,,O. Yurtseven REBOUND (Off:0 Def:1),[1630209],1610612744.0,GSW,,,,Yurtseven,O. Yurtseven,,,,,Mid-Range,16-24 Right,,,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,
151,PT01M51.00S,2026-03-28T02:33:44.7Z,1,REGULAR,3pt,Jump Shot,[],1630611,26.461892247043366,14.460784313725497,1610612744,31,17,2026-03-28T02:33:48Z,1500000,False,178.0,196.0,1,left,G. Santos 26' 3PT  (5 PTS) (B. Podziemski 1 AST),"[1630611, 1641764]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Right Center,26.47,Made,5.0,B. Podziemski,1641764.0,1.0,,,,,,,,,,,,,,
154,PT01M33.00S,2026-03-28T02:34:01.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642267,94.3988173455979,44.36274509803921,1610612764,31,19,2026-03-28T02:34:12Z,1520000,False,-28.0,0.0,1,right,B. Carrington driving Layup (7 PTS),[1642267],1610612764.0,WAS,driving,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,2.82,Made,7.0,,,,,,,,,,,,,,,,,
155,PT01M19.00S,2026-03-28T02:34:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630311,7.276609724047319,51.71568627450981,1610612744,33,19,2026-03-28T02:34:21Z,1530000,False,-9.0,16.0,1,left,P. Spencer driving Layup (7 PTS),[1630311],1610612744.0,GSW,driving,,,Spencer,P. Spencer,,,,,Restricted Area,0-8 Center,1.81,Made,7.0,,,,,,,,,,,,,,,,,
156,PT01M07.00S,2026-03-28T02:34:28.7Z,1,REGULAR,3pt,Jump Shot,[],1642267,68.51182654402103,22.549019607843135,1610612764,33,22,2026-03-28T02:34:33Z,1540000,False,-137.0,243.0,1,right,B. Carrington 27' 3PT  (10 PTS) (W. Riley 1 AST),"[1642267, 1642860]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,27.95,Made,10.0,W. Riley,1642860.0,1.0,,,,,,,,,,,,,,
158,PT00M44.90S,2026-03-28T02:34:50.4Z,1,REGULAR,3pt,Jump Shot,[],1642954,9.773324572930349,3.1862745098039227,1610612744,36,22,2026-03-28T02:34:55Z,1560000,False,234.0,39.0,1,left,W. Richard 3PT  (5 PTS) (B. Podziemski 2 AST),"[1642954, 1641764]",1610612744.0,GSW,,,,Richard,W. Richard,,,,,Right Corner 3,24+ Right,23.74,Made,5.0,B. Podziemski,1641764.0,2.0,,,,,,,,,,,,,,
160,PT00M37.70S,2026-03-28T02:35:02.6Z,1,REGULAR,2pt,Jump Shot,[],1642267,76.92181340341656,75.24509803921569,1610612764,36,22,2026-03-28T02:51:07Z,1580000,False,126.0,164.0,1,right,MISS B. Carrington 20' pullup Shot,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right Center,20.73,Missed,,,,,,,,,,,,,,,,,,
161,PT00M32.80S,2026-03-28T02:35:07.5Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612744,36,22,2026-03-28T02:35:09Z,1590000,False,,,0,,O. Yurtseven REBOUND (Off:0 Def:2),[1630209],1610612744.0,GSW,,,,Yurtseven,O. Yurtseven,,,,,Mid-Range,16-24 Right Center,,,,,,,,160.0,2.0,2.0,0.0,,,,,,,,,
162,PT00M29.10S,2026-03-28T02:35:22.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630536,,,1610612744,36,22,2026-03-28T02:35:41Z,1600000,False,,,0,,S. Cooper personal FOUL (1 PF) (Santos 2 FT),"[1630536, 1630611]",1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,202027.0,1.0,0.0,Santos,1630611.0,,,,
164,PT00M29.10S,2026-03-28T02:35:54.9Z,1,REGULAR,substitution,out,[],1630209,,,1610612744,36,22,2026-03-28T02:36:03Z,1620000,False,,,0,,SUB out: O. Yurtseven,[1630209],1610612744.0,GSW,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M29.10S,2026-03-28T02:35:54.9Z,1,REGULAR,substitution,out,[],1630264,,,1610612744,36,22,2026-03-28T02:36:03Z,1630000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M29.10S,2026-03-28T02:35:54.9Z,1,REGULAR,substitution,in,[],204001,,,1610612744,36,22,2026-03-28T02:36:03Z,1640000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M29.10S,2026-03-28T02:35:54.9Z,1,REGULAR,substitution,in,[],1641778,,,1610612744,36,22,2026-03-28T02:36:03Z,1650000,False,,,0,,SUB in: L. Black,[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M29.10S,2026-03-28T02:36:05.2Z,1,REGULAR,freethrow,1 of 2,[],1630611,,,1610612744,37,22,2026-03-28T02:36:28Z,1660000,False,,,0,,G. Santos Free Throw 1 of 2 (6 PTS),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
169,PT00M29.10S,2026-03-28T02:36:05.2Z,1,REGULAR,freethrow,2 of 2,[],1630611,,,1610612744,38,22,2026-03-28T02:36:28Z,1670000,False,,,0,,G. Santos Free Throw 2 of 2 (7 PTS),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
170,PT00M11.30S,2026-03-28T02:36:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630536,92.55913272010513,46.32352941176471,1610612764,38,24,2026-03-28T02:36:55Z,1680000,False,-18.0,17.0,1,right,S. Cooper driving floating bank Jump Shot (2 PTS),[1630536],1610612764.0,WAS,driving floating bank,,,Cooper,S. Cooper,,,,,Restricted Area,0-8 Center,2.53,Made,2.0,,,,,,,,,,,,,,,,,
171,PT00M11.30S,2026-03-28T02:36:44.7Z,1,REGULAR,foul,personal,['1freethrow'],1630311,,,1610612764,38,24,2026-03-28T02:36:50Z,1690000,False,,,0,,P. Spencer shooting personal FOUL (1 PF) (Cooper 1 FT),"[1630311, 1630536]",1610612744.0,GSW,shooting,,,Spencer,P. Spencer,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202027.0,1.0,0.0,Cooper,1630536.0,,,,
173,PT00M11.30S,2026-03-28T02:36:59.4Z,1,REGULAR,substitution,out,[],1630611,,,1610612764,38,24,2026-03-28T02:37:29Z,1710000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M11.30S,2026-03-28T02:36:59.4Z,1,REGULAR,substitution,in,[],1643018,,,1610612764,38,24,2026-03-28T02:37:29Z,1720000,False,,,0,,SUB in: L. Cryer,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M11.30S,2026-03-28T02:37:12.1Z,1,REGULAR,freethrow,1 of 1,[],1630536,,,1610612764,38,25,2026-03-28T02:37:12Z,1730000,False,,,0,,S. Cooper Free Throw 1 of 1 (3 PTS),[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
