actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
89,PT05M03.00S,2022-02-26T01:26:26.4Z,1,REGULAR,substitution,out,[],202699,,,1610612755,10,16,2022-02-26T01:26:34Z,890000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M03.00S,2022-02-26T01:26:26.4Z,1,REGULAR,substitution,in,[],1627752,,,1610612755,10,16,2022-02-26T01:26:34Z,900000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M03.00S,2022-02-26T01:26:26.4Z,1,REGULAR,substitution,in,[],1627788,,,1610612755,10,16,2022-02-26T01:26:34Z,910000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M03.00S,2022-02-26T01:26:26.4Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,10,16,2022-02-26T01:26:34Z,920000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M44.00S,2022-02-26T01:26:58.2Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,10,16,2022-02-26T01:27:54Z,930000,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 1630183]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,1.0,McDaniels,1630183.0,,,
94,PT04M44.00S,2022-02-26T01:26:58.2Z,1,REGULAR,steal,,[],1630183,,,1610612750,10,16,2022-02-26T01:27:00Z,940000,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M39.00S,2022-02-26T01:27:03.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,6.258212877792378,49.01960784313725,1610612750,12,16,2022-02-26T01:27:16Z,950000,5.0,6.0,1,left,J. McDaniels running Layup (2 PTS),[1630183],1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,0.8,Made,,,,,,,2.0,,,,,,,,,,,,
96,PT04M29.00S,2022-02-26T01:27:15.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612755,12,16,2022-02-26T01:27:24Z,960000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630183, 203954]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,2530.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,,
98,PT04M29.00S,2022-02-26T01:27:42.9Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,12,17,2022-02-26T01:27:43Z,980000,,,0,,J. Embiid Free Throw 1 of 2 (6 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
99,PT04M29.00S,2022-02-26T01:27:44.8Z,1,REGULAR,substitution,out,[],1630162,,,1610612755,12,17,2022-02-26T01:28:02Z,990000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M29.00S,2022-02-26T01:27:44.8Z,1,REGULAR,substitution,out,[],1629680,,,1610612755,12,17,2022-02-26T01:28:02Z,1000000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M29.00S,2022-02-26T01:27:44.8Z,1,REGULAR,substitution,in,[],1629669,,,1610612755,12,17,2022-02-26T01:28:02Z,1010000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M29.00S,2022-02-26T01:27:44.8Z,1,REGULAR,substitution,in,[],201980,,,1610612755,12,17,2022-02-26T01:28:02Z,1020000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M29.00S,2022-02-26T01:28:04.8Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,12,18,2022-02-26T01:28:04Z,1030000,,,0,,J. Embiid Free Throw 2 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
104,PT04M12.00S,2022-02-26T01:28:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,4.812746386333772,49.50980392156863,1610612750,14,18,2022-02-26T01:28:37Z,1040000,2.0,-7.0,1,left,D. Russell driving reverse Layup (8 PTS),[1626156],1610612750.0,MIN,driving reverse,,,Russell,D. Russell,,,,,0.77,Made,,,,,,,8.0,,,,,,,,,,,,
105,PT03M56.00S,2022-02-26T01:28:39.0Z,1,REGULAR,3pt,Jump Shot,[],1630178,67.09921156373193,48.529411764705884,1610612755,14,21,2022-02-26T01:28:44Z,1050000,-7.0,257.0,1,right,T. Maxey 25' 3PT  (6 PTS) (G. Niang 1 AST),"[1630178, 1627777]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,25.69,Made,,,,,,,6.0,,,,G. Niang,1627777.0,1.0,,,,,,
107,PT03M44.00S,2022-02-26T01:28:49.7Z,1,REGULAR,3pt,Jump Shot,[],1626156,24.26084099868594,15.196078431372548,1610612750,14,21,2022-02-26T01:28:54Z,1070000,174.0,176.0,1,left,MISS D. Russell 24' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
108,PT03M42.00S,2022-02-26T01:28:51.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,14,21,2022-02-26T01:28:54Z,1080000,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,107.0,,,,,,,5.0,5.0,0.0,,,,,,,,,
109,PT03M35.00S,2022-02-26T01:28:59.1Z,1,REGULAR,3pt,Jump Shot,[],203954,68.41327201051249,51.225490196078425,1610612755,14,24,2022-02-26T01:29:03Z,1090000,6.0,244.0,1,right,J. Embiid 24' 3PT  (10 PTS) (F. Korkmaz 1 AST),"[203954, 1627788]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,24.45,Made,,,,,,,10.0,,,,F. Korkmaz,1627788.0,1.0,,,,,,
111,PT03M16.00S,2022-02-26T01:29:21.6Z,1,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612750,14,24,2022-02-26T01:29:30Z,1110000,,,0,,G. Niang shooting personal FOUL (1 PF) (Towns 2 FT),"[1627777, 1626157]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,,,,2530.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,
113,PT03M16.00S,2022-02-26T01:29:56.4Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,15,24,2022-02-26T01:29:56Z,1130000,,,0,,K. Towns Free Throw 1 of 2 (3 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
114,PT03M16.00S,2022-02-26T01:29:57.9Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,15,24,2022-02-26T01:30:03Z,1140000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M16.00S,2022-02-26T01:29:57.9Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,15,24,2022-02-26T01:30:03Z,1150000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M16.00S,2022-02-26T01:30:19.5Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,16,24,2022-02-26T01:30:19Z,1160000,,,0,,K. Towns Free Throw 2 of 2 (4 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
118,PT02M55.00S,2022-02-26T01:30:40.2Z,1,REGULAR,3pt,Jump Shot,[],1627777,95.74572930354796,94.6078431372549,1610612755,16,27,2022-02-26T01:30:45Z,1180000,223.0,-13.0,1,right,G. Niang 3PT  (3 PTS) (J. Embiid 1 AST),"[1627777, 203954]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,22.34,Made,,,,,,,3.0,,,,J. Embiid,203954.0,1.0,,,,,,
120,PT02M48.00S,2022-02-26T01:30:48.3Z,1,REGULAR,3pt,Jump Shot,[],1629669,27.414586070959263,18.38235294117647,1610612750,19,27,2022-02-26T01:30:56Z,1200000,158.0,205.0,1,left,J. Nowell 25' 3PT step back (3 PTS),[1629669],1610612750.0,MIN,step back,,,Nowell,J. Nowell,,,,,25.9,Made,,,,,,,3.0,,,,,,,,,,,,
121,PT02M26.00S,2022-02-26T01:31:09.4Z,1,REGULAR,3pt,Jump Shot,[],201980,93.77463863337714,3.6764705882352944,1610612755,19,30,2022-02-26T01:31:15Z,1210000,-232.0,6.0,1,right,D. Green 3PT  (3 PTS) (T. Maxey 1 AST),"[201980, 1630178]",1610612755.0,PHI,,,,Green,D. Green,,,,,23.17,Made,,,,,,,3.0,,,,T. Maxey,1630178.0,1.0,,,,,,
123,PT02M08.00S,2022-02-26T01:31:28.3Z,1,REGULAR,3pt,Jump Shot,[],1626157,31.09395532194481,67.40196078431373,1610612750,19,30,2022-02-26T01:31:39Z,1230000,-87.0,240.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,,
124,PT02M04.00S,2022-02-26T01:31:32.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,19,30,2022-02-26T01:31:39Z,1240000,,,0,,J. Embiid REBOUND (Off:0 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,123.0,,,,,,,6.0,6.0,0.0,,,,,,,,,
125,PT02M01.00S,2022-02-26T01:31:34.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203954,69.59592641261499,32.35294117647059,1610612755,19,30,2022-02-26T01:32:38Z,1250000,-88.0,233.0,1,right,MISS J. Embiid 24' pullup 3PT,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,,
126,PT01M59.00S,2022-02-26T01:31:36.3Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,19,30,2022-02-26T01:31:49Z,1260000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,125.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
127,PT01M56.00S,2022-02-26T01:31:46.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612750,19,30,2022-02-26T01:35:31Z,1270000,,,0,,G. Niang personal FOUL (2 PF) (Towns 2 FT),"[1627777, 1626157]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,1627962.0,2.0,0.0,Towns,1626157.0,,,,,,,,,,,,,
129,PT01M56.00S,2022-02-26T01:32:00.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,19,30,2022-02-26T01:32:00Z,1290000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M56.00S,2022-02-26T01:34:08.7Z,1,REGULAR,substitution,out,[],1630178,,,1610612750,19,30,2022-02-26T01:34:25Z,1300000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M56.00S,2022-02-26T01:34:08.7Z,1,REGULAR,substitution,out,[],203954,,,1610612750,19,30,2022-02-26T01:34:25Z,1310000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M56.00S,2022-02-26T01:34:08.7Z,1,REGULAR,substitution,in,[],201935,,,1610612750,19,30,2022-02-26T01:34:25Z,1320000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M56.00S,2022-02-26T01:34:08.7Z,1,REGULAR,substitution,in,[],200794,,,1610612750,19,30,2022-02-26T01:34:25Z,1330000,,,0,,SUB in: P. Millsap,[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M56.00S,2022-02-26T01:34:56.6Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,20,30,2022-02-26T01:35:21Z,1340000,,,0,,K. Towns Free Throw 1 of 2 (5 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
135,PT01M56.00S,2022-02-26T01:34:56.6Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,21,30,2022-02-26T01:35:21Z,1350000,,,0,,K. Towns Free Throw 2 of 2 (6 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
136,PT01M40.00S,2022-02-26T01:35:32.2Z,1,REGULAR,3pt,Jump Shot,[],1627777,81.68528252299606,92.15686274509804,1610612755,21,30,2022-02-26T01:35:40Z,1360000,211.0,120.0,1,right,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,24.24,Missed,,,,,,,,,,,,,,,,,,,
137,PT01M37.00S,2022-02-26T01:35:35.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,21,30,2022-02-26T01:35:40Z,1370000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,136.0,,,,,,,2.0,2.0,0.0,,,,,,,,,
138,PT01M27.00S,2022-02-26T01:35:45.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,13.091327201051248,44.6078431372549,1610612750,23,30,2022-02-26T01:35:50Z,1380000,27.0,71.0,1,left,J. Nowell 7' floating Jump Shot (5 PTS) (T. Prince 1 AST),"[1629669, 1627752]",1610612750.0,MIN,floating,,,Nowell,J. Nowell,,,,,7.56,Made,,,,,,,5.0,,,,T. Prince,1627752.0,1.0,,,,,,
140,PT01M12.00S,2022-02-26T01:36:02.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612755,23,30,2022-02-26T01:36:10Z,1400000,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Harden 2 FT),"[1630183, 201935]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,1627962.0,2.0,0.0,Harden,201935.0,,,,,,,,,,,,,
142,PT01M12.00S,2022-02-26T01:36:29.5Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,23,31,2022-02-26T01:36:29Z,1420000,,,0,,J. Harden Free Throw 1 of 2 (4 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
143,PT01M12.00S,2022-02-26T01:36:30.6Z,1,REGULAR,substitution,out,[],1627777,,,1610612755,23,31,2022-02-26T01:36:35Z,1430000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M12.00S,2022-02-26T01:36:30.6Z,1,REGULAR,substitution,in,[],202699,,,1610612755,23,31,2022-02-26T01:36:35Z,1440000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M12.00S,2022-02-26T01:36:51.5Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,23,32,2022-02-26T01:36:51Z,1450000,,,0,,J. Harden Free Throw 2 of 2 (5 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
146,PT00M58.10S,2022-02-26T01:37:09.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,9.937582128777924,49.754901960784316,1610612750,25,32,2022-02-26T01:37:15Z,1460000,1.0,41.0,1,left,K. Towns Hook (8 PTS) (J. Nowell 1 AST),"[1626157, 1629669]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,4.09,Made,,,,,,,8.0,,,,J. Nowell,1629669.0,1.0,,,,,,
147,PT00M42.40S,2022-02-26T01:37:29.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612755,25,32,2022-02-26T01:37:39Z,1470000,,,0,,J. McDaniels personal FOUL (3 PF) (Korkmaz 2 FT),"[1630183, 1627788]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,2530.0,3.0,0.0,Korkmaz,1627788.0,,,,,,,,,,,,,
150,PT00M42.40S,2022-02-26T01:37:59.7Z,1,REGULAR,freethrow,1 of 2,[],1627788,,,1610612755,25,32,2022-02-26T01:38:41Z,1490000,,,0,,MISS F. Korkmaz Free Throw 1 of 2,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,Missed,,,,,,,,,,,,,,,,,,,
151,PT00M42.40S,2022-02-26T01:37:59.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,25,32,2022-02-26T01:38:41Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,
152,PT00M42.40S,2022-02-26T01:38:01.0Z,1,REGULAR,substitution,out,[],1630183,,,1610612755,25,32,2022-02-26T01:38:03Z,1510000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M42.40S,2022-02-26T01:38:01.0Z,1,REGULAR,substitution,in,[],1630162,,,1610612755,25,32,2022-02-26T01:38:03Z,1520000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M42.40S,2022-02-26T01:37:59.7Z,1,REGULAR,freethrow,2 of 2,[],1627788,,,1610612755,25,32,2022-02-26T01:38:41Z,1530000,,,0,,MISS F. Korkmaz Free Throw 2 of 2,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,Missed,,,,,,,,,,,,,,,,,,,
155,PT00M42.40S,2022-02-26T01:37:59.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,25,32,2022-02-26T01:42:22Z,1540000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,154.0,,,,,,,,,,,,,,,,,,
169,PT00M42.40S,2022-02-26T01:38:00.3Z,1,REGULAR,violation,lane,[],1627788,,,1610612750,25,32,2022-02-26T01:41:59Z,1545000,,,0,,F. Korkmaz lane VIOLATION,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,2530.0,,,,,,,,,,,,,,,,,
156,PT00M34.30S,2022-02-26T01:39:09.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,5.732588699080158,62.254901960784316,1610612750,25,32,2022-02-26T01:43:30Z,1550000,-61.0,1.0,1,left,MISS K. Towns 6' turnaround Hook,[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,6.13,Missed,,,,,,,,,,,,,,,,,,,
157,PT00M32.40S,2022-02-26T01:39:11.3Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,25,32,2022-02-26T01:39:14Z,1560000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,156.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
158,PT00M11.80S,2022-02-26T01:39:31.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,83.52496714848883,57.35294117647059,1610612755,25,32,2022-02-26T01:44:33Z,1570000,37.0,102.0,1,right,MISS T. Harris 10' fadeaway Shot,[202699],1610612755.0,PHI,fadeaway,,,Harris,T. Harris,,,,,10.88,Missed,,,,,,,,,,,,,,,,,,,
159,PT00M10.50S,2022-02-26T01:39:33.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,25,32,2022-02-26T01:40:15Z,1580000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,,,
160,PT00M10.50S,2022-02-26T01:39:39.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629669,,,1610612755,25,32,2022-02-26T01:39:54Z,1590000,,,0,,J. Nowell loose ball personal FOUL (1 PF) (Millsap 2 FT),"[1629669, 200794]",1610612750.0,MIN,loose ball,,,Nowell,J. Nowell,,,,,,,,1627962.0,1.0,0.0,Millsap,200794.0,,,,,,,,,,,,,
162,PT00M10.50S,2022-02-26T01:40:00.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],200794,,,1610612755,25,33,2022-02-26T01:40:00Z,1610000,,,0,,P. Millsap Free Throw 1 of 2 (1 PTS),[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
163,PT00M10.50S,2022-02-26T01:40:02.6Z,1,REGULAR,substitution,out,[],201935,,,1610612755,25,33,2022-02-26T01:40:07Z,1620000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M10.50S,2022-02-26T01:40:02.6Z,1,REGULAR,substitution,in,[],1629680,,,1610612755,25,33,2022-02-26T01:40:07Z,1630000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M10.50S,2022-02-26T01:40:17.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],200794,,,1610612755,25,34,2022-02-26T01:40:17Z,1640000,,,0,,P. Millsap Free Throw 2 of 2 (2 PTS),[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
166,PT00M03.00S,2022-02-26T01:40:31.1Z,1,REGULAR,3pt,Jump Shot,[],1627752,25.969119579500656,83.82352941176471,1610612750,25,34,2022-02-26T01:40:35Z,1650000,-169.0,192.0,1,left,MISS T. Prince 25' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,,
167,PT00M00.80S,2022-02-26T01:40:33.3Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,25,34,2022-02-26T01:40:33Z,1660000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,166.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
168,PT00M00.00S,2022-02-26T01:40:37.7Z,1,REGULAR,period,end,[],0,,,1610612755,25,34,2022-02-26T01:40:37Z,1670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-02-26T01:42:36.9Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612755,25,34,2022-02-26T01:43:02Z,1680000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-02-26T01:42:36.9Z,2,REGULAR,substitution,out,['startperiod'],1627788,,,1610612755,25,34,2022-02-26T01:43:02Z,1690000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-02-26T01:42:36.9Z,2,REGULAR,substitution,out,['startperiod'],1629680,,,1610612755,25,34,2022-02-26T01:43:02Z,1700000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-02-26T01:42:36.9Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612755,25,34,2022-02-26T01:43:02Z,1710000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-02-26T01:42:36.9Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612755,25,34,2022-02-26T01:43:02Z,1720000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-02-26T01:42:36.9Z,2,REGULAR,substitution,in,['startperiod'],1629003,,,1610612755,25,34,2022-02-26T01:43:02Z,1730000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-02-26T01:43:12.6Z,2,REGULAR,period,start,[],0,,,1610612750,25,34,2022-02-26T01:43:12Z,1740000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M48.00S,2022-02-26T01:43:23.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.258212877792378,48.28431372549019,1610612750,27,34,2022-02-26T01:43:28Z,1750000,9.0,6.0,1,left,A. Edwards cutting Layup (2 PTS) (N. Reid 1 AST),"[1630162, 1629675]",1610612750.0,MIN,cutting,,,Edwards,A. Edwards,,,,,1.07,Made,,,,,,,2.0,,,,N. Reid,1629675.0,1.0,,,,,,
179,PT11M32.00S,2022-02-26T01:43:41.7Z,2,REGULAR,foul,personal,[],1627752,,,1610612755,27,34,2022-02-26T01:43:50Z,1770000,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 202699]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,1626300.0,1.0,0.0,Harris,202699.0,,,,,,,,,,,,,
181,PT11M20.00S,2022-02-26T01:44:07.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200794,93.24901445466492,59.31372549019608,1610612755,27,34,2022-02-26T01:44:11Z,1790000,47.0,11.0,1,right,MISS P. Millsap Layup,[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,4.79,Missed,,,,,,,,,,,,,,,,,,,
