actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
360,PT00M34.00S,2022-02-26T02:15:46.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,30.962549277266753,32.1078431372549,1610612750,49,63,2022-02-26T02:15:51Z,3580000,89.0,239.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
361,PT00M29.60S,2022-02-26T02:15:50.7Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,49,63,2022-02-26T02:15:51Z,3590000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,360.0,,,,,,,2.0,2.0,0.0,,,,,,,,,
362,PT00M08.10S,2022-02-26T02:16:12.2Z,2,REGULAR,3pt,Jump Shot,[],1629680,89.17542706964521,94.36274509803921,1610612755,49,63,2022-02-26T02:16:30Z,3600000,222.0,49.0,1,right,MISS M. Thybulle 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,22.72,Missed,,,,,,,,,,,,,,,,,,,
363,PT00M05.00S,2022-02-26T02:16:15.3Z,2,REGULAR,rebound,offensive,[],200794,,,1610612755,49,63,2022-02-26T02:16:30Z,3610000,,,0,,P. Millsap REBOUND (Off:1 Def:0),[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,362.0,,,,,,,1.0,0.0,1.0,,,,,,,,,
364,PT00M02.10S,2022-02-26T02:16:18.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201980,76.03482260183968,13.23529411764706,1610612755,49,63,2022-02-26T02:16:34Z,3620000,-184.0,173.0,1,right,MISS D. Green 25' 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,,
365,PT00M00.80S,2022-02-26T02:16:19.6Z,2,REGULAR,rebound,offensive,[],1629680,,,1610612755,49,63,2022-02-26T02:16:42Z,3630000,,,0,,M. Thybulle REBOUND (Off:3 Def:2),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,364.0,,,,,,,5.0,2.0,3.0,,,,,,,,,
366,PT00M00.10S,2022-02-26T02:16:28.1Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629680,94.40999984741211,50.0,1610612755,49,65,2022-02-26T02:17:02Z,3640000,0.0,0.0,1,right,M. Thybulle tip DUNK (8 PTS),[1629680],1610612755.0,PHI,tip,,,Thybulle,M. Thybulle,,,,,0.0,Made,,,,,,,8.0,,,,,,,,,,,,
367,PT00M00.00S,2022-02-26T02:16:47.1Z,2,REGULAR,instantreplay,request,[],0,,,1610612750,49,65,2022-02-26T02:16:57Z,3650000,,,0,,,[],,,support,,,,,,,,,,,,2530.0,,,,,,,,,,,,,,,,,End Period - Good Basket
368,PT00M00.00S,2022-02-26T02:17:02.8Z,2,REGULAR,period,end,[],0,,,1610612750,49,65,2022-02-26T02:17:02Z,3660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2022-02-26T02:31:28.4Z,3,REGULAR,substitution,out,['startperiod'],1629669,,,1610612750,49,65,2022-02-26T02:31:44Z,3670000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2022-02-26T02:31:28.4Z,3,REGULAR,substitution,out,['startperiod'],200794,,,1610612750,49,65,2022-02-26T02:31:44Z,3680000,,,0,,SUB out: P. Millsap,[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2022-02-26T02:31:28.4Z,3,REGULAR,substitution,out,['startperiod'],201980,,,1610612750,49,65,2022-02-26T02:31:44Z,3690000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2022-02-26T02:31:28.4Z,3,REGULAR,substitution,in,['startperiod'],201976,,,1610612750,49,65,2022-02-26T02:31:44Z,3700000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2022-02-26T02:31:28.4Z,3,REGULAR,substitution,in,['startperiod'],1630178,,,1610612750,49,65,2022-02-26T02:31:44Z,3710000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2022-02-26T02:31:28.4Z,3,REGULAR,substitution,in,['startperiod'],203954,,,1610612750,49,65,2022-02-26T02:31:44Z,3720000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2022-02-26T02:31:44.9Z,3,REGULAR,period,start,[],0,,,1610612750,49,65,2022-02-26T02:31:44Z,3730000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT11M48.00S,2022-02-26T02:31:56.0Z,3,REGULAR,2pt,Jump Shot,[],1626156,74.45795006570303,48.28431372549019,1610612750,51,65,2022-02-26T02:32:41Z,3740000,-9.0,188.0,1,right,D. Russell 18' pullup Jump Shot (19 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,18.78,Made,,,,,,,19.0,,,,,,,,,,,,
377,PT11M25.00S,2022-02-26T02:32:18.1Z,3,REGULAR,3pt,Jump Shot,[],1629680,6.258212877792378,95.83333333333334,1610612755,51,68,2022-02-26T02:32:25Z,3750000,-229.0,6.0,1,left,M. Thybulle 3PT  (11 PTS) (T. Harris 2 AST),"[1629680, 202699]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,22.93,Made,,,,,,,11.0,,,,T. Harris,202699.0,2.0,,,,,,
379,PT11M11.00S,2022-02-26T02:32:35.3Z,3,REGULAR,foul,personal,['2freethrow'],202699,,,1610612750,51,68,2022-02-26T02:32:40Z,3770000,,,0,,T. Harris shooting personal FOUL (1 PF) (Towns 2 FT),"[202699, 1626157]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,,,,2530.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,
381,PT11M11.00S,2022-02-26T02:33:06.6Z,3,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,52,68,2022-02-26T02:33:06Z,3790000,,,0,,K. Towns Free Throw 1 of 2 (11 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
382,PT11M11.00S,2022-02-26T02:33:27.9Z,3,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,53,68,2022-02-26T02:33:27Z,3800000,,,0,,K. Towns Free Throw 2 of 2 (12 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,12.0,,,,,,,,,,,,
383,PT10M54.00S,2022-02-26T02:33:48.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.521024967148489,50.0,1610612755,53,70,2022-02-26T02:33:54Z,3810000,0.0,9.0,1,left,J. Embiid Layup (16 PTS) (J. Harden 6 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,0.88,Made,,,,,,,16.0,,,,J. Harden,201935.0,6.0,,,,,,
385,PT10M46.00S,2022-02-26T02:33:56.1Z,3,REGULAR,3pt,Jump Shot,[],1626157,67.49342969776609,50.245098039215684,1610612750,53,70,2022-02-26T02:34:01Z,3830000,1.0,253.0,1,right,MISS K. Towns 25' pullup 3PT,[1626157],1610612750.0,MIN,pullup,,,Towns,K. Towns,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
386,PT10M43.00S,2022-02-26T02:33:59.1Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,53,70,2022-02-26T02:34:01Z,3840000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,385.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
387,PT10M37.00S,2022-02-26T02:34:05.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,13.222733245729303,50.73529411764706,1610612755,53,72,2022-02-26T02:34:13Z,3850000,-4.0,72.0,1,left,T. Maxey 7' driving floating Jump Shot (14 PTS) (J. Harden 7 AST),"[1630178, 201935]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,7.19,Made,,,,,,,14.0,,,,J. Harden,201935.0,7.0,,,,,,
389,PT10M28.00S,2022-02-26T02:34:14.9Z,3,REGULAR,3pt,Jump Shot,[],1626156,67.88764783180025,54.90196078431373,1610612750,53,72,2022-02-26T02:34:23Z,3870000,25.0,249.0,1,right,MISS D. Russell 25' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,,
390,PT10M25.00S,2022-02-26T02:34:21.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,53,72,2022-02-26T02:34:21Z,3880000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,,,
391,PT10M25.00S,2022-02-26T02:34:22.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,53,72,2022-02-26T02:34:22Z,3890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT10M23.00S,2022-02-26T02:34:33.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629020,94.1688567674113,5.147058823529411,1610612750,53,72,2022-02-26T02:34:41Z,3900000,-224.0,2.0,1,right,MISS J. Vanderbilt 3PT,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,22.43,Missed,,,,,,,,,,,,,,,,,,,
393,PT10M22.00S,2022-02-26T02:34:34.3Z,3,REGULAR,rebound,defensive,[],1629680,,,1610612755,53,72,2022-02-26T02:35:44Z,3910000,,,0,,M. Thybulle REBOUND (Off:3 Def:3),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,392.0,,,,,,,6.0,3.0,3.0,,,,,,,,,
394,PT10M21.00S,2022-02-26T02:34:39.9Z,3,REGULAR,turnover,bad pass,[],1629680,,,1610612755,53,72,2022-02-26T02:34:55Z,3920000,,,0,,M. Thybulle bad pass TURNOVER (2 TO),"[1629680, 1630162]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,2.0,Edwards,1630162.0,,,
395,PT10M21.00S,2022-02-26T02:34:39.9Z,3,REGULAR,steal,,[],1630162,,,1610612750,53,72,2022-02-26T02:34:42Z,3930000,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT10M19.00S,2022-02-26T02:34:44.0Z,3,REGULAR,turnover,traveling,[],1630162,,,1610612750,53,72,2022-02-26T02:34:51Z,3940000,,,0,,A. Edwards traveling TURNOVER (2 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,2530.0,,,,,,,,,,,,2.0,,,,,
397,PT10M06.00S,2022-02-26T02:35:05.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203954,31.225361366622867,38.23529411764706,1610612755,53,75,2022-02-26T02:35:24Z,3950000,59.0,241.0,1,left,J. Embiid 24' 3PT  (19 PTS) (M. Thybulle 2 AST),"[203954, 1629680]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,24.81,Made,,,,,,,19.0,,,,M. Thybulle,1629680.0,2.0,,,,,,
399,PT10M04.00S,2022-02-26T02:35:15.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,53,75,2022-02-26T02:35:15Z,3970000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT09M41.00S,2022-02-26T02:38:25.2Z,3,REGULAR,turnover,bad pass,[],201976,,,1610612750,53,75,2022-02-26T02:38:28Z,3980000,,,0,,P. Beverley bad pass TURNOVER (4 TO),"[201976, 1629680]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,4.0,Thybulle,1629680.0,,,
401,PT09M41.00S,2022-02-26T02:38:25.2Z,3,REGULAR,steal,,[],1629680,,,1610612755,53,75,2022-02-26T02:38:26Z,3990000,,,0,,M. Thybulle STEAL (3 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT09M38.00S,2022-02-26T02:38:28.1Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630178,5.732588699080158,50.98039215686274,1610612755,53,77,2022-02-26T02:39:18Z,4000000,-5.0,1.0,1,left,T. Maxey running DUNK (16 PTS) (J. Embiid 3 AST),"[1630178, 203954]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,0.51,Made,,,,,,,16.0,,,,J. Embiid,203954.0,3.0,,,,,,
404,PT09M24.00S,2022-02-26T02:38:41.1Z,3,REGULAR,3pt,Jump Shot,[],201976,79.45137976346912,89.95098039215686,1610612750,53,77,2022-02-26T02:38:48Z,4020000,200.0,141.0,1,right,MISS P. Beverley 24' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,24.44,Missed,,,,,,,,,,,,,,,,,,,
405,PT09M24.00S,2022-02-26T02:38:44.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,53,77,2022-02-26T02:38:44Z,4030000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,404.0,,,,,,,,,,,,,,,,,,
406,PT09M24.00S,2022-02-26T02:38:46.7Z,3,REGULAR,foul,personal,[],201935,,,1610612750,53,77,2022-02-26T02:38:52Z,4040000,,,0,,J. Harden loose ball personal FOUL (3 PF),"[201935, 1626157]",1610612755.0,PHI,loose ball,,,Harden,J. Harden,,,,,,,,2530.0,3.0,1.0,Towns,1626157.0,,,,,,,,,,,,,
408,PT09M24.00S,2022-02-26T02:38:52.8Z,3,REGULAR,substitution,out,[],1629020,,,1610612750,53,77,2022-02-26T02:38:56Z,4060000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT09M24.00S,2022-02-26T02:38:52.8Z,3,REGULAR,substitution,in,[],1630183,,,1610612750,53,77,2022-02-26T02:38:56Z,4070000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT09M12.00S,2022-02-26T02:39:17.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626157,94.03745072273325,49.50980392156863,1610612750,53,77,2022-02-26T02:39:21Z,4080000,-2.0,4.0,1,right,MISS K. Towns DUNK,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,0.43,Missed,,,,,,,,,,,,,,,,,,,
411,PT09M10.00S,2022-02-26T02:39:19.1Z,3,REGULAR,rebound,defensive,[],1629680,,,1610612755,53,77,2022-02-26T02:39:21Z,4090000,,,0,,M. Thybulle REBOUND (Off:3 Def:4),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,410.0,,,,,,,7.0,4.0,3.0,,,,,,,,,
412,PT09M06.00S,2022-02-26T02:39:23.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202699,25.706307490144546,18.137254901960784,1610612755,53,77,2022-02-26T02:39:43Z,4100000,159.0,189.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,,
413,PT09M03.00S,2022-02-26T02:39:26.2Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,53,77,2022-02-26T02:39:43Z,4110000,,,0,,K. Towns REBOUND (Off:1 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,412.0,,,,,,,5.0,4.0,1.0,,,,,,,,,
414,PT08M54.00S,2022-02-26T02:39:35.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630183,93.77463863337714,49.01960784313725,1610612750,55,77,2022-02-26T02:39:47Z,4120000,-5.0,6.0,1,right,J. McDaniels cutting DUNK (4 PTS) (K. Towns 1 AST),"[1630183, 1626157]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,0.77,Made,,,,,,,4.0,,,,K. Towns,1626157.0,1.0,,,,,,
416,PT08M29.00S,2022-02-26T02:40:00.8Z,3,REGULAR,2pt,Jump Shot,[],203954,9.674770039421814,21.813725490196077,1610612755,55,77,2022-02-26T02:41:04Z,4140000,141.0,38.0,1,left,MISS J. Embiid 14' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,14.6,Missed,,,,,,,,,,,,,,,,,,,
417,PT08M26.00S,2022-02-26T02:40:03.8Z,3,REGULAR,rebound,defensive,[],201976,,,1610612750,55,77,2022-02-26T02:40:06Z,4150000,,,0,,P. Beverley REBOUND (Off:2 Def:4),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,416.0,,,,,,,6.0,4.0,2.0,,,,,,,,,
418,PT08M21.00S,2022-02-26T02:40:09.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630183,93.51182654402102,51.9607843137255,1610612750,55,77,2022-02-26T02:40:16Z,4160000,10.0,8.0,1,right,MISS J. McDaniels driving Layup,[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,1.3,Missed,,,,,,,,,,,,,,,,,,,
419,PT08M19.00S,2022-02-26T02:40:11.3Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,55,77,2022-02-26T02:40:16Z,4170000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,418.0,,,,,,,3.0,3.0,0.0,,,,,,,,,
420,PT08M14.00S,2022-02-26T02:40:15.9Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1630178,15.588042049934298,80.14705882352942,1610612755,55,77,2022-02-26T02:40:22Z,4180000,-151.0,94.0,1,left,MISS T. Maxey 17' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,17.76,Missed,,,,,,,,,,,,,,,,,,,
421,PT08M10.00S,2022-02-26T02:40:19.9Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,55,77,2022-02-26T02:40:22Z,4190000,,,0,,K. Towns REBOUND (Off:1 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,420.0,,,,,,,6.0,5.0,1.0,,,,,,,,,
422,PT07M53.00S,2022-02-26T02:40:37.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,89.83245729303549,51.470588235294116,1610612750,57,77,2022-02-26T02:40:44Z,4200000,7.0,43.0,1,right,D. Russell driving finger roll Layup (21 PTS),[1626156],1610612750.0,MIN,driving finger roll,,,Russell,D. Russell,,,,,4.37,Made,,,,,,,21.0,,,,,,,,,,,,
423,PT07M53.00S,2022-02-26T02:40:43.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,57,77,2022-02-26T02:40:43Z,4210000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT07M45.00S,2022-02-26T02:43:42.2Z,3,REGULAR,foul,personal,[],201976,,,1610612755,57,77,2022-02-26T02:43:48Z,4220000,,,0,,P. Beverley personal FOUL (4 PF),"[201976, 201935]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,1627962.0,4.0,0.0,Harden,201935.0,,,,,,,,,,,,,
426,PT07M34.00S,2022-02-26T02:44:04.5Z,3,REGULAR,3pt,Jump Shot,[],202699,16.113666228646515,97.05882352941177,1610612755,57,77,2022-02-26T02:44:14Z,4240000,-235.0,99.0,1,left,MISS T. Harris 25' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,,
427,PT07M32.00S,2022-02-26T02:44:06.5Z,3,REGULAR,rebound,defensive,[],1626156,,,1610612750,57,77,2022-02-26T02:44:14Z,4250000,,,0,,D. Russell REBOUND (Off:0 Def:3),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,426.0,,,,,,,3.0,3.0,0.0,,,,,,,,,
428,PT07M20.00S,2022-02-26T02:44:18.5Z,3,REGULAR,3pt,Jump Shot,[],1630162,73.14388961892247,17.647058823529413,1610612750,57,77,2022-02-26T02:44:24Z,4260000,-162.0,200.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,,
429,PT07M16.00S,2022-02-26T02:44:22.5Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,57,77,2022-02-26T02:44:24Z,4270000,,,0,,J. Embiid REBOUND (Off:0 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,428.0,,,,,,,8.0,8.0,0.0,,,,,,,,,
430,PT07M09.00S,2022-02-26T02:44:29.7Z,3,REGULAR,2pt,Jump Shot,[],203954,9.411957950065702,79.16666666666666,1610612755,57,79,2022-02-26T02:44:39Z,4280000,-146.0,36.0,1,left,J. Embiid 15' Jump Shot (21 PTS) (T. Maxey 2 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,15.02,Made,,,,,,,21.0,,,,T. Maxey,1630178.0,2.0,,,,,,
431,PT07M01.00S,2022-02-26T02:44:38.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,94.56307490144546,50.49019607843137,1610612750,59,79,2022-02-26T02:46:48Z,4290000,2.0,-1.0,1,right,J. McDaniels running Layup (6 PTS) (K. Towns 2 AST),"[1630183, 1626157]",1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,0.29,Made,,,,,,,6.0,,,,K. Towns,1626157.0,2.0,,,,,,
433,PT06M46.00S,2022-02-26T02:44:53.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,15.456636005256241,49.50980392156863,1610612755,59,81,2022-02-26T02:44:59Z,4310000,2.0,93.0,1,left,J. Embiid 9' turnaround Jump Shot (23 PTS) (J. Harden 8 AST),"[203954, 201935]",1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,9.28,Made,,,,,,,23.0,,,,J. Harden,201935.0,8.0,,,,,,
435,PT06M29.00S,2022-02-26T02:45:09.6Z,3,REGULAR,3pt,Jump Shot,[],1630162,67.62483574244416,46.07843137254902,1610612750,59,81,2022-02-26T02:45:28Z,4330000,-20.0,252.0,1,right,MISS A. Edwards 25' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
436,PT06M26.00S,2022-02-26T02:45:12.6Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,59,81,2022-02-26T02:45:28Z,4340000,,,0,,J. Embiid REBOUND (Off:0 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,435.0,,,,,,,9.0,9.0,0.0,,,,,,,,,
437,PT06M06.00S,2022-02-26T02:45:32.7Z,3,REGULAR,3pt,Jump Shot,[],201935,28.203022339027594,20.833333333333336,1610612755,59,84,2022-02-26T02:45:43Z,4350000,146.0,213.0,1,left,J. Harden 25' 3PT step back (20 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,25.78,Made,,,,,,,20.0,,,,,,,,,,,,
439,PT05M57.00S,2022-02-26T02:45:44.5Z,3,REGULAR,foul,personal,[],1630178,,,1610612750,59,84,2022-02-26T02:45:50Z,4360000,,,0,,T. Maxey personal FOUL (4 PF),"[1630178, 1626156]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,2530.0,4.0,0.0,Russell,1626156.0,,,,,,,,,,,,,
441,PT05M57.00S,2022-02-26T02:45:48.9Z,3,REGULAR,substitution,out,[],1630162,,,1610612750,59,84,2022-02-26T02:46:13Z,4380000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M57.00S,2022-02-26T02:45:48.9Z,3,REGULAR,substitution,out,[],1630178,,,1610612750,59,84,2022-02-26T02:46:13Z,4390000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M57.00S,2022-02-26T02:45:48.9Z,3,REGULAR,substitution,in,[],1627752,,,1610612750,59,84,2022-02-26T02:46:13Z,4400000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M57.00S,2022-02-26T02:45:48.9Z,3,REGULAR,substitution,in,[],1627788,,,1610612750,59,84,2022-02-26T02:46:13Z,4410000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M43.00S,2022-02-26T02:46:31.3Z,3,REGULAR,3pt,Jump Shot,[],1630183,70.12155059132719,67.64705882352942,1610612750,59,84,2022-02-26T02:46:37Z,4420000,88.0,228.0,1,right,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,24.48,Missed,,,,,,,,,,,,,,,,,,,
446,PT05M41.00S,2022-02-26T02:46:33.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,59,84,2022-02-26T02:46:37Z,4430000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,445.0,,,,,,,,,,,,,,,,,,
447,PT05M41.00S,2022-02-26T02:46:36.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,59,84,2022-02-26T02:46:36Z,4440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M41.00S,2022-02-26T02:46:40.3Z,3,REGULAR,substitution,out,[],202699,,,1610612755,59,84,2022-02-26T02:46:46Z,4450000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
