actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
89,PT05M43.00S,2021-10-24T00:21:58.8Z,1,REGULAR,rebound,offensive,[],1630230,,,1610612740,13,12,2021-10-24T00:21:59Z,830000,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,88.0,1.0,0.0,1.0,,,,,,,,,,,,,,
90,PT05M43.00S,2021-10-24T00:21:59.1Z,1,REGULAR,turnover,bad pass,[],1630230,,,1610612740,13,12,2021-10-24T00:22:06Z,840000,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 1629006]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,1.0,,,,,,,,,,,Okogie,1629006.0
91,PT05M43.00S,2021-10-24T00:21:59.1Z,1,REGULAR,steal,,[],1629006,,,1610612750,13,12,2021-10-24T00:22:01Z,850000,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M36.00S,2021-10-24T00:22:05.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,72.35545335085413,82.35294117647058,1610612750,13,12,2021-10-24T00:22:11Z,860000,162.0,207.0,1,right,MISS A. Edwards 26' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,
93,PT05M33.00S,2021-10-24T00:22:08.5Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,13,12,2021-10-24T00:22:11Z,870000,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,92.0,3.0,3.0,0.0,,,,,,,,,,,,,,
94,PT05M22.00S,2021-10-24T00:22:20.7Z,1,REGULAR,turnover,bad pass,[],1628984,,,1610612740,13,12,2021-10-24T00:22:25Z,880000,,,0,,D. Graham bad pass TURNOVER (1 TO),"[1628984, 1629006]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,1.0,,,,,,,,,,,Okogie,1629006.0
95,PT05M22.00S,2021-10-24T00:22:20.7Z,1,REGULAR,steal,,[],1629006,,,1610612750,13,12,2021-10-24T00:22:22Z,890000,,,0,,J. Okogie STEAL (2 STL),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M17.00S,2021-10-24T00:22:24.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630162,92.85479632063075,50.49019607843137,1610612750,15,12,2021-10-24T00:37:14Z,900000,2.0,15.0,1,right,A. Edwards running DUNK (5 PTS) (J. Okogie 3 AST),"[1630162, 1629006]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,1.49,Made,,,,,,,,,,,5.0,J. Okogie,1629006.0,3.0,,,,
98,PT04M59.00S,2021-10-24T00:22:43.0Z,1,REGULAR,2pt,Jump Shot,[],1627742,12.434296977660972,12.5,1610612740,15,12,2021-10-24T00:37:45Z,920000,188.0,64.0,1,left,MISS B. Ingram 19' Jump Shot,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,19.83,Missed,,,,,,,,,,,,,,,,,,
99,PT04M57.00S,2021-10-24T00:22:45.0Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612750,15,12,2021-10-24T00:37:45Z,930000,,,0,,J. Okogie REBOUND (Off:1 Def:2),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,98.0,3.0,2.0,1.0,,,,,,,,,,,,,,
100,PT04M56.00S,2021-10-24T00:22:47.7Z,1,REGULAR,foul,personal,['2freethrow'],1630230,,,1610612750,15,12,2021-10-24T00:23:01Z,940000,,,0,,N. Marshall shooting personal FOUL (1 PF) (Okogie 2 FT),"[1630230, 1629006]",1610612740.0,NOP,shooting,,,Marshall,N. Marshall,,,,,,,,,,,204058.0,,1.0,0.0,Okogie,1629006.0,,,,,,,,
102,PT04M56.00S,2021-10-24T00:23:20.1Z,1,REGULAR,freethrow,1 of 2,[],1629006,,,1610612750,15,12,2021-10-24T00:23:47Z,960000,,,0,,MISS J. Okogie Free Throw 1 of 2,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,Missed,,,,,,,,,,,,,,,,,,
103,PT04M56.00S,2021-10-24T00:23:20.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,15,12,2021-10-24T00:23:47Z,970000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,
104,PT04M56.00S,2021-10-24T00:23:21.1Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,15,12,2021-10-24T00:23:30Z,980000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M56.00S,2021-10-24T00:23:21.1Z,1,REGULAR,substitution,out,[],1627742,,,1610612750,15,12,2021-10-24T00:23:30Z,990000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M56.00S,2021-10-24T00:23:21.1Z,1,REGULAR,substitution,in,[],201976,,,1610612750,15,12,2021-10-24T00:23:30Z,1000000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M56.00S,2021-10-24T00:23:21.1Z,1,REGULAR,substitution,in,[],1630530,,,1610612750,15,12,2021-10-24T00:23:30Z,1010000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M56.00S,2021-10-24T00:23:20.1Z,1,REGULAR,freethrow,2 of 2,[],1629006,,,1610612750,15,12,2021-10-24T00:23:47Z,1020000,,,0,,MISS J. Okogie Free Throw 2 of 2,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,Missed,,,,,,,,,,,,,,,,,,
109,PT04M54.00S,2021-10-24T00:23:22.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,15,12,2021-10-24T00:23:47Z,1030000,,,0,,J. Valanciunas REBOUND (Off:0 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,108.0,4.0,4.0,0.0,,,,,,,,,,,,,,
111,PT04M45.00S,2021-10-24T00:24:00.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,15,12,2021-10-24T00:24:00Z,1040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M45.00S,2021-10-24T00:24:00.9Z,1,REGULAR,substitution,out,[],1629006,,,1610612740,15,12,2021-10-24T00:24:04Z,1050000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M45.00S,2021-10-24T00:24:00.9Z,1,REGULAR,substitution,in,[],1627736,,,1610612740,15,12,2021-10-24T00:24:04Z,1060000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M37.00S,2021-10-24T00:24:22.4Z,1,REGULAR,2pt,Jump Shot,[],1628984,28.991458607095925,65.19607843137256,1610612740,15,12,2021-10-24T00:24:26Z,1070000,-76.0,220.0,1,left,MISS D. Graham 23' pullup Shot,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,
115,PT04M34.00S,2021-10-24T00:24:24.8Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,15,12,2021-10-24T00:24:24Z,1080000,,,0,,J. Valanciunas REBOUND (Off:1 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,114.0,5.0,4.0,1.0,,,,,,,,,,,,,,
116,PT04M34.00S,2021-10-24T00:24:25.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.338370565045992,48.28431372549019,1610612740,15,14,2021-10-24T00:24:31Z,1090000,9.0,-2.0,1,left,J. Valanciunas tip Layup (4 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,0.89,Made,,,,,,,,,,,4.0,,,,,,,
117,PT04M21.00S,2021-10-24T00:24:38.7Z,1,REGULAR,3pt,Jump Shot,[],1626157,68.28186596583443,36.76470588235294,1610612750,18,14,2021-10-24T00:24:43Z,1100000,-66.0,246.0,1,right,K. Towns 25' 3PT  (13 PTS) (A. Edwards 2 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,25.45,Made,,,,,,,,,,,13.0,A. Edwards,1630162.0,2.0,,,,
119,PT04M07.00S,2021-10-24T00:24:54.1Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612740,18,14,2021-10-24T00:25:06Z,1120000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1630183, 202685]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,204058.0,,1.0,0.0,Valanciunas,202685.0,,,,,,,,
121,PT04M07.00S,2021-10-24T00:25:24.3Z,1,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,18,15,2021-10-24T00:25:24Z,1140000,,,0,,J. Valanciunas Free Throw 1 of 2 (5 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
123,PT04M07.00S,2021-10-24T00:25:25.3Z,1,REGULAR,substitution,out,[],1630183,,,1610612740,18,15,2021-10-24T00:25:29Z,1150000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M07.00S,2021-10-24T00:25:25.3Z,1,REGULAR,substitution,in,[],1627752,,,1610612740,18,15,2021-10-24T00:25:29Z,1160000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M07.00S,2021-10-24T00:25:48.8Z,1,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,18,16,2021-10-24T00:25:48Z,1170000,,,0,,J. Valanciunas Free Throw 2 of 2 (6 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
127,PT03M57.00S,2021-10-24T00:26:00.7Z,1,REGULAR,turnover,lost ball,[],1626157,,,1610612750,18,16,2021-10-24T00:39:20Z,1180000,,,0,,K. Towns lost ball TURNOVER (1 TO),"[1626157, 202685]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,1.0,,,,,,,,,,,Valanciunas,202685.0
131,PT03M57.00S,2021-10-24T00:26:00.7Z,1,REGULAR,steal,,[],202685,,,1610612740,18,16,2021-10-24T00:26:30Z,1185000,,,0,,J. Valanciunas STEAL (1 STL),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M54.00S,2021-10-24T00:26:12.8Z,1,REGULAR,foul,offensive,[],1630230,,,1610612740,18,16,2021-10-24T00:39:48Z,1190000,,,0,,N. Marshall charge offensive FOUL (2 PF),"[1630230, 201976]",1610612740.0,NOP,charge,,,Marshall,N. Marshall,,,,,,,,,,,202041.0,,2.0,0.0,Beverley,201976.0,,,,,,,,
130,PT03M54.00S,2021-10-24T00:26:12.8Z,1,REGULAR,turnover,offensive foul,[],1630230,,,1610612740,18,16,2021-10-24T00:26:12Z,1210000,,,0,,N. Marshall offensive foul TURNOVER (2 TO),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,202041.0,2.0,,,,,,,,,,,,
132,PT03M39.00S,2021-10-24T00:26:37.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,93.38042049934296,4.901960784313726,1610612750,21,16,2021-10-24T00:26:44Z,1220000,-225.0,10.0,1,right,T. Prince 3PT  (3 PTS) (M. Beasley 1 AST),"[1627752, 1627736]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,22.57,Made,,,,,,,,,,,3.0,M. Beasley,1627736.0,1.0,,,,
134,PT03M30.00S,2021-10-24T00:26:51.1Z,1,REGULAR,turnover,out-of-bounds,[],1630230,,,1610612740,21,16,2021-10-24T00:27:06Z,1240000,,,0,,N. Marshall step out-of-bounds TURNOVER (3 TO),[1630230],1610612740.0,NOP,step,,,Marshall,N. Marshall,,,,,,,,,,,204058.0,3.0,,,,,,,,,,,,
135,PT03M20.00S,2021-10-24T00:27:10.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626157,90.88370565045992,52.450980392156865,1610612750,23,16,2021-10-24T00:27:16Z,1250000,12.0,33.0,1,right,K. Towns driving DUNK (15 PTS) (P. Beverley 1 AST),"[1626157, 201976]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,3.54,Made,,,,,,,,,,,15.0,P. Beverley,201976.0,1.0,,,,
136,PT03M06.00S,2021-10-24T00:27:25.3Z,1,REGULAR,3pt,Jump Shot,[],1629638,31.750985545335087,31.127450980392158,1610612740,23,19,2021-10-24T00:27:31Z,1260000,94.0,246.0,1,left,N. Alexander-Walker 26' 3PT  (10 PTS) (N. Marshall 1 AST),"[1629638, 1630230]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,26.35,Made,,,,,,,,,,,10.0,N. Marshall,1630230.0,1.0,,,,
138,PT02M47.00S,2021-10-24T00:27:46.2Z,1,REGULAR,3pt,Jump Shot,[],201976,72.7496714848883,79.65686274509804,1610612750,26,19,2021-10-24T00:44:28Z,1280000,148.0,204.0,1,right,P. Beverley 25' 3PT  (3 PTS) (A. Edwards 3 AST),"[201976, 1630162]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,25.2,Made,,,,,,,,,,,3.0,A. Edwards,1630162.0,3.0,,,,
140,PT02M30.00S,2021-10-24T00:28:01.1Z,1,REGULAR,3pt,Jump Shot,[],1630230,19.66162943495401,90.44117647058823,1610612740,26,19,2021-10-24T00:28:11Z,1300000,-202.0,132.0,1,left,MISS N. Marshall 24' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,24.16,Missed,,,,,,,,,,,,,,,,,,
141,PT02M26.00S,2021-10-24T00:28:05.1Z,1,REGULAR,rebound,defensive,[],201976,,,1610612750,26,19,2021-10-24T00:28:11Z,1310000,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,,,
142,PT02M22.00S,2021-10-24T00:28:08.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,92.9862023653088,46.81372549019608,1610612750,28,19,2021-10-24T00:28:19Z,1320000,-16.0,13.0,1,right,A. Edwards running Layup (7 PTS) (P. Beverley 2 AST),"[1630162, 201976]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,2.08,Made,,,,,,,,,,,7.0,P. Beverley,201976.0,2.0,,,,
144,PT02M17.00S,2021-10-24T00:28:33.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,28,19,2021-10-24T00:28:33Z,1340000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M17.00S,2021-10-24T00:30:11.3Z,1,REGULAR,substitution,out,[],1630162,,,1610612740,28,19,2021-10-24T00:30:40Z,1350000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M17.00S,2021-10-24T00:30:11.3Z,1,REGULAR,substitution,out,[],1628984,,,1610612740,28,19,2021-10-24T00:30:40Z,1360000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M17.00S,2021-10-24T00:30:11.3Z,1,REGULAR,substitution,out,[],1630230,,,1610612740,28,19,2021-10-24T00:30:40Z,1370000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M17.00S,2021-10-24T00:30:11.3Z,1,REGULAR,substitution,out,[],202685,,,1610612740,28,19,2021-10-24T00:30:40Z,1380000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M17.00S,2021-10-24T00:30:11.3Z,1,REGULAR,substitution,in,[],1629020,,,1610612740,28,19,2021-10-24T00:30:40Z,1390000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M17.00S,2021-10-24T00:30:11.3Z,1,REGULAR,substitution,in,[],1630184,,,1610612740,28,19,2021-10-24T00:30:40Z,1400000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M17.00S,2021-10-24T00:30:11.3Z,1,REGULAR,substitution,in,[],1627742,,,1610612740,28,19,2021-10-24T00:30:40Z,1410000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M17.00S,2021-10-24T00:30:11.3Z,1,REGULAR,substitution,in,[],1629637,,,1610612740,28,19,2021-10-24T00:30:40Z,1420000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M02.00S,2021-10-24T00:31:41.5Z,1,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612740,28,19,2021-10-24T00:31:49Z,1430000,,,0,,N. Alexander-Walker lost ball out-of-bounds TURNOVER (2 TO),[1629638],1610612740.0,NOP,lost ball,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,2005.0,2.0,,,,,,,,,,,,
155,PT01M58.00S,2021-10-24T00:31:57.3Z,1,REGULAR,foul,offensive,[],1627752,,,1610612750,28,19,2021-10-24T00:32:07Z,1440000,,,0,,T. Prince offensive FOUL (1 PF),"[1627752, 1630184]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,2005.0,,1.0,0.0,Lewis Jr.,1630184.0,,,,,,,,
157,PT01M58.00S,2021-10-24T00:31:57.3Z,1,REGULAR,turnover,offensive foul,[],1627752,,,1610612750,28,19,2021-10-24T00:31:57Z,1460000,,,0,,T. Prince offensive foul TURNOVER (1 TO),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,2005.0,1.0,,,,,,,,,,,,
158,PT01M44.00S,2021-10-24T00:32:21.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,6.258212877792378,95.09803921568627,1610612740,28,22,2021-10-24T00:32:26Z,1470000,-225.0,6.0,1,left,T. Murphy III 3PT  (3 PTS) (K. Lewis Jr. 1 AST),"[1630530, 1630184]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,22.56,Made,,,,,,,,,,,3.0,K. Lewis Jr.,1630184.0,1.0,,,,
160,PT01M25.00S,2021-10-24T00:32:40.7Z,1,REGULAR,turnover,lost ball,[],1627736,,,1610612750,28,22,2021-10-24T00:32:45Z,1490000,,,0,,M. Beasley lost ball TURNOVER (1 TO),"[1627736, 1629638]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,1.0,,,,,,,,,,,Alexander-Walker,1629638.0
161,PT01M25.00S,2021-10-24T00:32:40.7Z,1,REGULAR,steal,,[],1629638,,,1610612740,28,22,2021-10-24T00:32:42Z,1500000,,,0,,N. Alexander-Walker STEAL (2 STL),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M21.00S,2021-10-24T00:32:45.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630184,10.200394218134035,95.34313725490196,1610612740,28,22,2021-10-24T00:32:52Z,1510000,-227.0,43.0,1,left,MISS K. Lewis Jr. 3PT,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,
163,PT01M17.00S,2021-10-24T00:32:49.3Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,28,22,2021-10-24T00:32:52Z,1520000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,162.0,1.0,1.0,0.0,,,,,,,,,,,,,,
164,PT00M58.20S,2021-10-24T00:33:08.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,89.96386333771353,48.77450980392157,1610612750,28,22,2021-10-24T00:33:13Z,1530000,-6.0,42.0,1,right,MISS T. Prince driving Layup,[1627752],1610612750.0,MIN,driving,,,Prince,T. Prince,,,,,4.22,Missed,,,,,,,,,,,,,,,,,,
165,PT00M55.30S,2021-10-24T00:33:11.1Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612740,28,22,2021-10-24T00:33:13Z,1540000,,,0,,N. Alexander-Walker REBOUND (Off:5 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,164.0,6.0,1.0,5.0,,,,,,,,,,,,,,
166,PT00M50.90S,2021-10-24T00:33:15.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629637,8.360709592641262,53.18627450980392,1610612740,28,24,2021-10-24T00:33:28Z,1550000,-16.0,26.0,1,left,J. Hayes alley-oop DUNK (2 PTS) (N. Alexander-Walker 1 AST),"[1629637, 1629638]",1610612740.0,NOP,alley-oop,,,Hayes,J. Hayes,,,,,3.06,Made,,,,,,,,,,,2.0,N. Alexander-Walker,1629638.0,1.0,,,,
168,PT00M37.10S,2021-10-24T00:33:34.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,88.38699080157687,57.59803921568627,1610612750,28,24,2021-10-24T00:33:46Z,1570000,38.0,57.0,1,right,MISS M. Beasley 6' driving Layup,[1627736],1610612750.0,MIN,driving,,,Beasley,M. Beasley,,,,,6.83,Missed,,,,,,,,,,,,,,,,,,
169,PT00M32.40S,2021-10-24T00:33:39.3Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612740,28,24,2021-10-24T00:33:40Z,1580000,,,0,,N. Alexander-Walker REBOUND (Off:5 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,168.0,7.0,2.0,5.0,,,,,,,,,,,,,,
170,PT00M29.40S,2021-10-24T00:33:42.4Z,1,REGULAR,3pt,Jump Shot,[],1627742,20.18725361366623,91.42156862745098,1610612740,28,27,2021-10-24T00:46:45Z,1590000,-207.0,137.0,1,left,B. Ingram 24' 3PT running (3 PTS) (K. Lewis Jr. 2 AST),"[1627742, 1630184]",1610612740.0,NOP,running,,,Ingram,B. Ingram,,,,,24.85,Made,,,,,,,,,,,3.0,K. Lewis Jr.,1630184.0,2.0,,,,
172,PT00M14.20S,2021-10-24T00:34:01.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,89.70105124835742,55.392156862745104,1610612750,28,27,2021-10-24T00:34:06Z,1610000,27.0,44.0,1,right,MISS K. Towns driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,5.19,Missed,,,,,,,,,,,,,,,,,,
173,PT00M11.40S,2021-10-24T00:34:04.5Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,28,27,2021-10-24T00:34:04Z,1620000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,
174,PT00M01.70S,2021-10-24T00:34:17.2Z,1,REGULAR,foul,offensive,[],1629637,,,1610612740,28,27,2021-10-24T00:34:26Z,1630000,,,0,,J. Hayes offensive FOUL (1 PF),"[1629637, 201976]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,204058.0,,1.0,0.0,Beverley,201976.0,,,,,,,,
176,PT00M01.70S,2021-10-24T00:34:17.2Z,1,REGULAR,turnover,offensive foul,[],1629637,,,1610612740,28,27,2021-10-24T00:34:17Z,1650000,,,0,,J. Hayes offensive foul TURNOVER (1 TO),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,204058.0,1.0,,,,,,,,,,,,
177,PT00M00.00S,2021-10-24T00:34:39.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,86.02168199737189,64.4607843137255,1610612750,28,27,2021-10-24T00:34:58Z,1660000,72.0,79.0,1,right,MISS K. Towns 10' driving Layup - blocked,"[1626157, 1629637]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,10.7,Missed,,,,,,,,,,,,,,,Hayes,1629637.0,,
178,PT00M00.00S,2021-10-24T00:34:39.2Z,1,REGULAR,block,,[],1629637,,,1610612750,28,27,2021-10-24T00:34:42Z,1670000,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
179,PT00M00.00S,2021-10-24T00:34:39.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,28,27,2021-10-24T00:34:58Z,1680000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,
180,PT00M00.00S,2021-10-24T00:35:06.8Z,1,REGULAR,period,end,[],0,,,1610612750,28,27,2021-10-24T00:35:06Z,1690000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2021-10-24T00:36:24.7Z,2,REGULAR,substitution,out,['startperiod'],1627736,,,1610612750,28,27,2021-10-24T00:37:15Z,1700000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2021-10-24T00:36:24.7Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612750,28,27,2021-10-24T00:37:15Z,1710000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
