actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
93,PT05M11.00S,2022-03-02T01:26:58.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,16,19,2022-03-02T01:27:01Z,930000,,,0,,K. Looney REBOUND (Off:0 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,92.0,4.0,4.0,0.0,,,,,,,,,,,
105,PT05M07.00S,2022-03-02T01:27:14.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629673,93.24901445466492,53.92156862745098,1610612744,16,19,2022-03-02T01:29:16Z,955000,20.0,11.0,1,right,MISS J. Poole running Layup - blocked,"[1629673, 1630183]",1610612744.0,GSW,running,,,Poole,J. Poole,,,,,2.25,Missed,,,,,,,,,,,,,,,,,McDaniels,1630183.0,
106,PT05M07.00S,2022-03-02T01:27:14.1Z,1,REGULAR,block,,[],1630183,,,1610612744,16,19,2022-03-02T01:28:26Z,967500,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M05.00S,2022-03-02T01:27:16.1Z,1,REGULAR,rebound,offensive,[],203952,,,1610612744,16,19,2022-03-02T01:28:26Z,973750,,,0,,A. Wiggins REBOUND (Off:1 Def:4),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,105.0,5.0,4.0,1.0,,,,,,,,,,,
98,PT04M59.00S,2022-03-02T01:27:31.9Z,1,REGULAR,substitution,out,[],1630541,,,1610612744,16,19,2022-03-02T01:27:36Z,980000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M59.00S,2022-03-02T01:27:31.9Z,1,REGULAR,substitution,in,[],1627814,,,1610612744,16,19,2022-03-02T01:27:36Z,990000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M59.00S,2022-03-02T01:28:08.4Z,1,REGULAR,jumpball,recovered,[],1626172,,,1610612744,16,19,2022-03-02T01:30:19Z,1000000,,,0,,Jump Ball S. Curry vs. P. Beverley: Tip to K. Looney,"[1626172, 201939, 201976]",1610612744.0,GSW,heldball,K. Looney,1626172.0,Looney,K. Looney,Curry,201939.0,Beverley,201976.0,,,,,,,,,,,,,,,,,,,,,
103,PT04M48.00S,2022-03-02T01:28:14.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,78.9257555847569,89.4607843137255,1610612744,16,22,2022-03-02T01:28:31Z,1030000,197.0,146.0,1,right,S. Curry 24' 3PT  (5 PTS) (D. Lee 1 AST),"[201939, 1627814]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,24.52,Made,5.0,D. Lee,1627814.0,1.0,,,,,,,,,,,,,,,
108,PT04M40.00S,2022-03-02T01:28:25.8Z,1,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612750,16,22,2022-03-02T01:28:36Z,1050000,,,0,,J. Poole shooting personal FOUL (2 PF) (Beverley 2 FT),"[1629673, 201976]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,,,,,2534.0,,2.0,0.0,Beverley,201976.0,,,,,
110,PT04M40.00S,2022-03-02T01:28:57.8Z,1,REGULAR,freethrow,1 of 2,[],201976,,,1610612750,17,22,2022-03-02T01:28:57Z,1070000,,,0,,P. Beverley Free Throw 1 of 2 (7 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
111,PT04M40.00S,2022-03-02T01:29:13.5Z,1,REGULAR,freethrow,2 of 2,[],201976,,,1610612750,18,22,2022-03-02T01:29:13Z,1080000,,,0,,P. Beverley Free Throw 2 of 2 (8 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
112,PT04M22.00S,2022-03-02T01:29:33.1Z,1,REGULAR,2pt,Jump Shot,[],203952,88.69908015768725,31.223192401960787,1610612744,18,22,2022-03-02T01:38:47Z,1090000,-94.0,54.0,1,right,MISS A. Wiggins 10' turnaround fadeaway bank Shot,[203952],1610612744.0,GSW,turnaround fadeaway bank,,,Wiggins,A. Wiggins,,,,,10.82,Missed,,,,,,,,,,,,,,,,,,,
113,PT04M21.00S,2022-03-02T01:29:34.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,18,22,2022-03-02T01:38:47Z,1100000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,
118,PT04M21.00S,2022-03-02T01:30:10.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612750,18,22,2022-03-02T01:34:36Z,1145000,,,0,,K. Looney loose ball personal FOUL (2 PF) (Towns 2 FT),"[1626172, 1626157]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,,,,,,,,,,,202007.0,,2.0,0.0,Towns,1626157.0,,,,,
120,PT04M21.00S,2022-03-02T01:31:32.9Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,19,22,2022-03-02T01:37:25Z,1150000,,,0,,K. Towns Free Throw 1 of 2 (8 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
121,PT04M21.00S,2022-03-02T01:31:33.0Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,19,22,2022-03-02T01:33:32Z,1170000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M21.00S,2022-03-02T01:31:33.0Z,1,REGULAR,substitution,out,[],201976,,,1610612750,19,22,2022-03-02T01:33:32Z,1180000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M21.00S,2022-03-02T01:31:33.0Z,1,REGULAR,substitution,out,[],1626172,,,1610612750,19,22,2022-03-02T01:33:32Z,1190000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M21.00S,2022-03-02T01:31:33.0Z,1,REGULAR,substitution,out,[],201939,,,1610612750,19,22,2022-03-02T01:33:32Z,1200000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M21.00S,2022-03-02T01:31:33.0Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,19,22,2022-03-02T01:33:32Z,1210000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT04M21.00S,2022-03-02T01:31:33.0Z,1,REGULAR,substitution,in,[],1627752,,,1610612750,19,22,2022-03-02T01:33:32Z,1220000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT04M21.00S,2022-03-02T01:31:33.0Z,1,REGULAR,substitution,in,[],1630228,,,1610612750,19,22,2022-03-02T01:33:32Z,1230000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT04M21.00S,2022-03-02T01:31:33.0Z,1,REGULAR,substitution,in,[],203490,,,1610612750,19,22,2022-03-02T01:33:32Z,1240000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT04M21.00S,2022-03-02T01:31:32.9Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,20,22,2022-03-02T01:37:25Z,1260000,,,0,,K. Towns Free Throw 2 of 2 (9 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
117,PT04M21.00S,2022-03-02T01:33:26.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,20,22,2022-03-02T01:40:05Z,1270000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT04M02.00S,2022-03-02T01:34:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627814,93.9060446780552,48.529411764705884,1610612744,20,24,2022-03-02T01:34:43Z,1280000,-7.0,5.0,1,right,D. Lee reverse Layup (2 PTS) (J. Poole 1 AST),"[1627814, 1629673]",1610612744.0,GSW,reverse,,,Lee,D. Lee,,,,,0.88,Made,2.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,,,
132,PT03M52.00S,2022-03-02T01:34:41.7Z,1,REGULAR,3pt,Jump Shot,[],1627752,31.35676741130092,39.950980392156865,1610612750,20,24,2022-03-02T01:34:54Z,1300000,50.0,242.0,1,left,MISS T. Prince 24' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,24.74,Missed,,,,,,,,,,,,,,,,,,,
133,PT03M49.00S,2022-03-02T01:34:44.7Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,20,24,2022-03-02T01:34:54Z,1310000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,
134,PT03M32.00S,2022-03-02T01:35:02.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,90.3580814717477,45.588235294117645,1610612744,20,24,2022-03-02T01:35:08Z,1320000,-22.0,38.0,1,right,MISS J. Kuminga Layup,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,4.4,Missed,,,,,,,,,,,,,,,,,,,
135,PT03M30.00S,2022-03-02T01:35:04.0Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,20,24,2022-03-02T01:35:08Z,1330000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,134.0,2.0,2.0,0.0,,,,,,,,,,,
136,PT03M25.00S,2022-03-02T01:35:12.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630228,,,1610612750,20,24,2022-03-02T01:36:12Z,1340000,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Towns 2 FT),"[1630228, 1626157]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,202007.0,,1.0,0.0,Towns,1626157.0,,,,,
138,PT03M25.00S,2022-03-02T01:36:14.1Z,1,REGULAR,instantreplay,request,[],0,,,1610612750,20,24,2022-03-02T01:38:05Z,1360000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,2534.0,,,,,,,,,,Common Foul Upheld
139,PT03M25.00S,2022-03-02T01:38:49.0Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,21,24,2022-03-02T01:38:49Z,1370000,,,0,,K. Towns Free Throw 1 of 2 (10 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
140,PT03M25.00S,2022-03-02T01:39:11.7Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,22,24,2022-03-02T01:39:11Z,1380000,,,0,,K. Towns Free Throw 2 of 2 (11 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
141,PT03M10.00S,2022-03-02T01:39:32.2Z,1,REGULAR,2pt,Jump Shot,[],1629673,78.05519053876479,35.28262867647059,1610612744,22,26,2022-03-02T01:39:38Z,1390000,-74.0,154.0,1,right,J. Poole 17' pullup Jump Shot (2 PTS) (D. Lee 2 AST),"[1629673, 1627814]",1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,17.05,Made,2.0,D. Lee,1627814.0,2.0,,,,,,,,,,,,,,,
142,PT02M56.00S,2022-03-02T01:39:45.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,9.411957950065702,46.568627450980394,1610612750,24,26,2022-03-02T01:39:51Z,1400000,17.0,36.0,1,left,K. Towns turnaround Hook (13 PTS) (J. Nowell 1 AST),"[1626157, 1629669]",1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,3.99,Made,13.0,J. Nowell,1629669.0,1.0,,,,,,,,,,,,,,,
144,PT02M44.00S,2022-03-02T01:39:58.4Z,1,REGULAR,turnover,bad pass,[],1629673,,,1610612744,24,26,2022-03-02T01:40:03Z,1420000,,,0,,J. Poole bad pass TURNOVER (1 TO),"[1629673, 1629162]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,1.0,,,,,McLaughlin,1629162.0,,,
145,PT02M44.00S,2022-03-02T01:39:58.4Z,1,REGULAR,steal,,[],1629162,,,1610612750,24,26,2022-03-02T01:40:00Z,1430000,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M42.00S,2022-03-02T01:40:01.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629669,6.258212877792378,48.03921568627451,1610612750,26,26,2022-03-02T01:40:16Z,1440000,10.0,6.0,1,left,J. Nowell running Layup (2 PTS) (J. McLaughlin 1 AST),"[1629669, 1629162]",1610612750.0,MIN,running,,,Nowell,J. Nowell,,,,,1.17,Made,2.0,J. McLaughlin,1629162.0,1.0,,,,,,,,,,,,,,,
148,PT02M42.00S,2022-03-02T01:40:04.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629673,,,1610612750,26,26,2022-03-02T01:40:11Z,1460000,,,0,,J. Poole shooting personal FOUL (3 PF) (Nowell 1 FT),"[1629673, 1629669]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,,,,,202007.0,,3.0,0.0,Nowell,1629669.0,,,,,
150,PT02M42.00S,2022-03-02T01:40:35.6Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629669,,,1610612750,27,26,2022-03-02T01:40:35Z,1480000,,,0,,J. Nowell Free Throw 1 of 1 (3 PTS),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
151,PT02M26.00S,2022-03-02T01:40:53.1Z,1,REGULAR,2pt,Jump Shot,[],203952,77.21747700394218,42.15686274509804,1610612744,27,26,2022-03-02T01:40:59Z,1490000,-39.0,162.0,1,right,MISS A. Wiggins 16' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,16.64,Missed,,,,,,,,,,,,,,,,,,,
152,PT02M22.00S,2022-03-02T01:40:57.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,27,26,2022-03-02T01:40:59Z,1500000,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,151.0,3.0,3.0,0.0,,,,,,,,,,,
153,PT02M15.00S,2022-03-02T01:41:03.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.652431011826544,51.71568627450981,1610612750,29,26,2022-03-02T01:41:08Z,1510000,-9.0,10.0,1,left,K. Towns driving Layup (15 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,1.32,Made,15.0,,,,,,,,,,,,,,,,,,
154,PT01M56.00S,2022-03-02T01:41:23.0Z,1,REGULAR,3pt,Jump Shot,[],1630228,72.22404730617609,77.94117647058823,1610612744,29,26,2022-03-02T01:41:29Z,1520000,140.0,209.0,1,right,MISS J. Kuminga 25' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
155,PT01M50.00S,2022-03-02T01:41:29.0Z,1,REGULAR,rebound,offensive,[],1629673,,,1610612744,29,26,2022-03-02T01:41:29Z,1530000,,,0,,J. Poole REBOUND (Off:1 Def:0),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,154.0,1.0,0.0,1.0,,,,,,,,,,,
156,PT01M37.00S,2022-03-02T01:41:41.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,77.7431011826544,10.294117647058822,1610612744,29,26,2022-03-02T01:41:46Z,1540000,-199.0,157.0,1,right,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
157,PT01M34.00S,2022-03-02T01:41:44.2Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612750,29,26,2022-03-02T01:41:44Z,1550000,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,
158,PT01M20.00S,2022-03-02T01:41:57.6Z,1,REGULAR,3pt,Jump Shot,[],1627752,27.677398160315374,77.20588235294117,1610612750,32,26,2022-03-02T01:42:02Z,1560000,-136.0,208.0,1,left,T. Prince 24' 3PT  (3 PTS) (K. Towns 1 AST),"[1627752, 1626157]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,24.83,Made,3.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,,
160,PT00M59.90S,2022-03-02T01:42:18.8Z,1,REGULAR,3pt,Jump Shot,[],203490,81.94809461235218,94.85294117647058,1610612744,32,26,2022-03-02T01:42:22Z,1580000,224.0,117.0,1,right,MISS O. Porter Jr. 25' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
161,PT00M57.50S,2022-03-02T01:42:21.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,32,26,2022-03-02T01:42:22Z,1590000,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,160.0,4.0,4.0,0.0,,,,,,,,,,,
162,PT00M52.50S,2022-03-02T01:42:26.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629162,6.258212877792378,52.94117647058824,1610612750,32,26,2022-03-02T01:42:32Z,1600000,-15.0,6.0,1,left,MISS J. McLaughlin driving finger roll Layup,[1629162],1610612750.0,MIN,driving finger roll,,,McLaughlin,J. McLaughlin,,,,,1.6,Missed,,,,,,,,,,,,,,,,,,,
163,PT00M50.50S,2022-03-02T01:42:28.8Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,32,26,2022-03-02T01:42:32Z,1610000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,162.0,2.0,2.0,0.0,,,,,,,,,,,
164,PT00M45.90S,2022-03-02T01:42:35.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203490,93.38042049934296,50.98039215686274,1610612744,32,26,2022-03-02T01:42:43Z,1620000,5.0,10.0,1,right,MISS O. Porter Jr. Layup - blocked,"[203490, 1627752]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,1.09,Missed,,,,,,,,,,,,,,,,,Prince,1627752.0,
165,PT00M45.90S,2022-03-02T01:42:35.3Z,1,REGULAR,block,,[],1627752,,,1610612744,32,26,2022-03-02T01:42:37Z,1630000,,,0,,T. Prince BLOCK (1 BLK),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M45.90S,2022-03-02T01:42:35.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,32,26,2022-03-02T01:42:43Z,1640000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,
167,PT00M45.90S,2022-03-02T01:42:39.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,32,26,2022-03-02T01:42:39Z,1650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M45.90S,2022-03-02T01:42:39.9Z,1,REGULAR,substitution,out,[],1626157,,,1610612744,32,26,2022-03-02T01:42:49Z,1660000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M45.90S,2022-03-02T01:42:39.9Z,1,REGULAR,substitution,out,[],203952,,,1610612744,32,26,2022-03-02T01:42:49Z,1670000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M45.90S,2022-03-02T01:42:39.9Z,1,REGULAR,substitution,in,[],1629675,,,1610612744,32,26,2022-03-02T01:42:49Z,1680000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M45.90S,2022-03-02T01:42:39.9Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,32,26,2022-03-02T01:42:49Z,1690000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M45.90S,2022-03-02T01:42:52.5Z,1,REGULAR,substitution,out,[],1629673,,,1610612744,32,26,2022-03-02T01:43:00Z,1700000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M45.90S,2022-03-02T01:42:52.5Z,1,REGULAR,substitution,in,[],201939,,,1610612744,32,26,2022-03-02T01:43:00Z,1710000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M39.60S,2022-03-02T01:43:21.6Z,1,REGULAR,turnover,bad pass,[],1630228,,,1610612744,32,26,2022-03-02T01:43:27Z,1720000,,,0,,J. Kuminga bad pass TURNOVER (1 TO),"[1630228, 1627752]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,1.0,,,,,Prince,1627752.0,,,
176,PT00M39.60S,2022-03-02T01:43:21.6Z,1,REGULAR,steal,,[],1627752,,,1610612750,32,26,2022-03-02T01:50:47Z,1730000,,,0,,T. Prince STEAL (1 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M33.10S,2022-03-02T01:43:28.0Z,1,REGULAR,turnover,bad pass,[],1627752,,,1610612750,32,26,2022-03-02T01:43:32Z,1740000,,,0,,T. Prince bad pass TURNOVER (1 TO),"[1627752, 203490]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,1.0,,,,,Porter Jr.,203490.0,,,
178,PT00M33.10S,2022-03-02T01:43:28.0Z,1,REGULAR,steal,,[],203490,,,1610612744,32,26,2022-03-02T01:43:29Z,1750000,,,0,,O. Porter Jr. STEAL (1 STL),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT00M28.30S,2022-03-02T01:43:32.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627780,94.03745072273325,50.73529411764706,1610612744,32,26,2022-03-02T01:45:48Z,1760000,4.0,4.0,1,right,MISS G. Payton II cutting DUNK,[1627780],1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,0.51,Missed,,,,,,,,,,,,,,,,,,,
180,PT00M25.80S,2022-03-02T01:43:35.4Z,1,REGULAR,rebound,offensive,[],203490,,,1610612744,32,26,2022-03-02T01:45:48Z,1770000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,179.0,3.0,2.0,1.0,,,,,,,,,,,
181,PT00M18.20S,2022-03-02T01:43:44.4Z,1,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612744,32,26,2022-03-02T01:43:54Z,1780000,,,0,,N. Reid shooting personal FOUL (1 PF) (Payton II 2 FT),"[1629675, 1627780]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,,,,,,,,,,,203593.0,,1.0,0.0,Payton II,1627780.0,,,,,
183,PT00M18.20S,2022-03-02T01:44:12.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1627780,,,1610612744,32,27,2022-03-02T02:24:55Z,1790625,,,0,,G. Payton II Free Throw 1 of 2 (4 PTS),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
186,PT00M18.20S,2022-03-02T01:44:12.9Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1627780,,,1610612744,32,27,2022-03-02T02:24:55Z,1790937,,,0,,MISS G. Payton II Free Throw 2 of 2,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Missed,,,,,,,,,,,,,,,,,,,
187,PT00M18.20S,2022-03-02T01:44:12.9Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612750,32,27,2022-03-02T02:25:57Z,1791093,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,,,,,,
184,PT00M18.20S,2022-03-02T01:44:13.6Z,1,REGULAR,substitution,out,[],1627814,,,1610612750,32,27,2022-03-02T02:24:55Z,1791250,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT00M18.20S,2022-03-02T01:44:13.6Z,1,REGULAR,substitution,in,[],1629308,,,1610612750,32,27,2022-03-02T02:24:55Z,1791875,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT00M02.70S,2022-03-02T01:44:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,6.83311432325887,45.978860294117645,1610612750,34,27,2022-03-02T01:44:59Z,1825000,20.0,12.0,1,left,N. Reid cutting Layup (2 PTS) (T. Prince 1 AST),"[1629675, 1627752]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,2.33,Made,2.0,T. Prince,1627752.0,1.0,,,,,,,,,,,,,,,
