actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
358,PT12M00.00S,2022-03-19T22:29:37.6Z,3,REGULAR,substitution,in,['startperiod'],1626171,,,1610612749,68,56,2022-03-19T22:30:28Z,3490000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-03-19T22:30:43.4Z,3,REGULAR,period,start,[],0,,,1610612750,68,56,2022-03-19T22:30:43Z,3500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT11M49.00S,2022-03-19T22:30:53.8Z,3,REGULAR,turnover,bad pass,[],1626156,,,1610612750,68,56,2022-03-19T22:30:59Z,3510000,,,0,,D. Russell bad pass TURNOVER (3 TO),"[1626156, 201950]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,3.0,Holiday,201950.0,,,,
361,PT11M49.00S,2022-03-19T22:30:53.8Z,3,REGULAR,steal,,[],201950,,,1610612749,68,56,2022-03-19T22:30:55Z,3520000,,,0,,J. Holiday STEAL (2 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT11M46.00S,2022-03-19T22:30:57.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201572,94.43166885676742,50.73529411764706,1610612749,68,58,2022-03-19T22:33:37Z,3530000,4.0,0.0,1,right,B. Lopez running alley-oop Layup (4 PTS) (J. Holiday 6 AST),"[201572, 201950]",1610612749.0,MIL,running alley-oop,,,Lopez,B. Lopez,,,,,,,,,,0.37,Made,,,,,,,4.0,,,,J. Holiday,201950.0,6.0,
364,PT11M31.00S,2022-03-19T22:31:12.1Z,3,REGULAR,3pt,Jump Shot,[],1630162,20.318659658344284,7.598039215686274,1610612750,71,58,2022-03-19T22:31:17Z,3550000,212.0,138.0,1,left,A. Edwards 25' 3PT  (17 PTS) (K. Towns 2 AST),"[1630162, 1626157]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,25.32,Made,,,,,,,17.0,,,,K. Towns,1626157.0,2.0,
366,PT11M19.00S,2022-03-19T22:31:24.2Z,3,REGULAR,3pt,Jump Shot,[],203114,75.45376149802891,14.68290441176471,1610612749,71,58,2022-03-19T22:34:29Z,3570000,-177.0,178.0,1,right,MISS K. Middleton 25' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,,,,,,25.09,Missed,,,,,,,,,,,,,,
367,PT11M16.00S,2022-03-19T22:31:27.2Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,71,58,2022-03-19T22:31:28Z,3580000,,,0,,K. Towns REBOUND (Off:2 Def:8),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,366.0,10.0,8.0,2.0,,,,,,,,,,
368,PT11M13.00S,2022-03-19T22:31:31.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,7.703679369250986,51.9607843137255,1610612750,71,58,2022-03-19T22:31:59Z,3590000,-10.0,20.0,1,left,MISS M. Beasley driving Layup - blocked,"[1627736, 201572]",1610612750.0,MIN,driving,,,Beasley,M. Beasley,,,,,,,,,,2.22,Missed,,,,,Lopez,201572.0,,,,,,,,
369,PT11M13.00S,2022-03-19T22:31:31.5Z,3,REGULAR,block,,[],201572,,,1610612750,71,58,2022-03-19T22:31:33Z,3600000,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT11M12.00S,2022-03-19T22:31:32.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,71,58,2022-03-19T22:31:42Z,3610000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,368.0,,,,,,,,,,,,,
371,PT11M12.00S,2022-03-19T22:31:35.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,71,58,2022-03-19T22:31:35Z,3620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT11M00.00S,2022-03-19T22:32:00.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,33.196452036793694,63.48039215686274,1610612750,71,58,2022-03-19T22:32:28Z,3650000,-67.0,260.0,1,left,MISS D. Russell 26' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,26.81,Missed,,,,,,,,,,,,,,
375,PT10M58.00S,2022-03-19T22:32:02.6Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,71,58,2022-03-19T22:32:28Z,3660000,,,0,,G. Allen REBOUND (Off:0 Def:4),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,374.0,4.0,4.0,0.0,,,,,,,,,,
376,PT10M47.00S,2022-03-19T22:32:12.8Z,3,REGULAR,turnover,bad pass,[],1628960,,,1610612749,71,58,2022-03-19T22:32:43Z,3670000,,,0,,G. Allen bad pass TURNOVER (2 TO),"[1628960, 1630162]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,2.0,Edwards,1630162.0,,,,
377,PT10M47.00S,2022-03-19T22:32:12.8Z,3,REGULAR,steal,,[],1630162,,,1610612750,71,58,2022-03-19T22:32:14Z,3680000,,,0,,A. Edwards STEAL (3 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT10M41.00S,2022-03-19T22:32:18.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629020,9.067017082785808,54.92493872549019,1610612750,73,58,2022-03-19T22:33:16Z,3690000,-25.0,33.0,1,left,J. Vanderbilt Layup (3 PTS),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,4.09,Made,,,,,,,3.0,,,,,,,
379,PT10M22.00S,2022-03-19T22:32:37.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201572,94.1688567674113,50.245098039215684,1610612749,73,60,2022-03-19T22:37:45Z,3700000,1.0,2.0,1,right,B. Lopez cutting DUNK (6 PTS) (J. Holiday 7 AST),"[201572, 201950]",1610612749.0,MIL,cutting,,,Lopez,B. Lopez,,,,,,,,,,0.26,Made,,,,,,,6.0,,,,J. Holiday,201950.0,7.0,
381,PT10M05.00S,2022-03-19T22:32:53.5Z,3,REGULAR,3pt,Jump Shot,[],1627736,5.469776609724048,95.09803921568627,1610612750,73,60,2022-03-19T22:33:37Z,3720000,-225.0,-1.0,1,left,MISS M. Beasley 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,22.55,Missed,,,,,,,,,,,,,,
382,PT10M05.00S,2022-03-19T22:32:53.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,73,60,2022-03-19T22:33:37Z,3730000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,381.0,,,,,,,,,,,,,
383,PT10M02.00S,2022-03-19T22:33:14.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,24.26084099868594,87.74509803921569,1610612750,76,60,2022-03-19T22:33:41Z,3740000,-189.0,176.0,1,left,K. Towns 25' 3PT  (20 PTS) (D. Russell 7 AST),"[1626157, 1626156]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,25.78,Made,,,,,,,20.0,,,,D. Russell,1626156.0,7.0,
385,PT09M47.00S,2022-03-19T22:33:29.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201572,93.38042049934296,48.529411764705884,1610612749,76,62,2022-03-19T22:33:47Z,3760000,-7.0,10.0,1,right,B. Lopez reverse Layup (8 PTS),[201572],1610612749.0,MIL,reverse,,,Lopez,B. Lopez,,,,,,,,,,1.22,Made,,,,,,,8.0,,,,,,,
386,PT09M29.00S,2022-03-19T22:33:48.1Z,3,REGULAR,3pt,Jump Shot,[],1630162,31.225361366622867,61.51960784313726,1610612750,79,62,2022-03-19T22:33:54Z,3770000,-58.0,241.0,1,left,A. Edwards 24' 3PT step back (20 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,,,,,24.78,Made,,,,,,,20.0,,,,,,,
387,PT09M04.00S,2022-03-19T22:34:13.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.38042049934296,49.50980392156863,1610612749,79,62,2022-03-19T22:35:00Z,3780000,-2.0,10.0,1,right,MISS J. Holiday driving finger roll Layup,[201950],1610612749.0,MIL,driving finger roll,,,Holiday,J. Holiday,,,,,,,,,,1.0,Missed,,,,,,,,,,,,,,
388,PT09M03.00S,2022-03-19T22:34:14.5Z,3,REGULAR,rebound,offensive,[],201572,,,1610612749,79,62,2022-03-19T22:35:00Z,3790000,,,0,,B. Lopez REBOUND (Off:2 Def:0),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,387.0,2.0,0.0,2.0,,,,,,,,,,
389,PT09M01.00S,2022-03-19T22:34:18.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,92.59198423127464,48.28431372549019,1610612749,79,64,2022-03-19T22:34:36Z,3800000,-9.0,17.0,1,right,B. Lopez Layup (10 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,1.91,Made,,,,,,,10.0,,,,,,,
390,PT09M01.00S,2022-03-19T22:34:22.0Z,3,REGULAR,foul,personal,['1freethrow'],1626157,,,1610612749,79,64,2022-03-19T22:34:27Z,3810000,,,0,,K. Towns shooting personal FOUL (2 PF) (Lopez 1 FT),"[1626157, 201572]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,203592.0,2.0,0.0,Lopez,201572.0,,,,,,,,,,,,,,,,
392,PT09M01.00S,2022-03-19T22:34:54.0Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],201572,,,1610612749,79,65,2022-03-19T22:34:54Z,3830000,,,0,,B. Lopez Free Throw 1 of 1 (11 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,Made,,,,,,,11.0,,,,,,,
393,PT08M47.00S,2022-03-19T22:35:09.5Z,3,REGULAR,3pt,Jump Shot,[],1630162,29.6484888304862,71.81372549019608,1610612750,82,65,2022-03-19T22:40:02Z,3840000,-109.0,226.0,1,left,A. Edwards 25' 3PT pullup (23 PTS) (K. Towns 3 AST),"[1630162, 1626157]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,,,25.11,Made,,,,,,,23.0,,,,K. Towns,1626157.0,3.0,
395,PT08M27.00S,2022-03-19T22:35:28.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201572,93.11760840998686,49.754901960784316,1610612749,82,67,2022-03-19T22:35:42Z,3860000,-1.0,12.0,1,right,B. Lopez driving DUNK (13 PTS) (G. Allen 1 AST),"[201572, 1628960]",1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,,,,,,1.23,Made,,,,,,,13.0,,,,G. Allen,1628960.0,1.0,
397,PT08M16.00S,2022-03-19T22:35:42.4Z,3,REGULAR,foul,personal,[],201572,,,1610612750,82,67,2022-03-19T22:40:38Z,3880000,,,0,,B. Lopez personal FOUL (3 PF),"[201572, 1626157]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,1627961.0,3.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
399,PT08M12.00S,2022-03-19T22:36:05.8Z,3,REGULAR,3pt,Jump Shot,[],1627736,25.837713534822605,82.84313725490196,1610612750,85,67,2022-03-19T22:36:11Z,3900000,-164.0,190.0,1,left,M. Beasley 25' 3PT  (6 PTS) (D. Russell 8 AST),"[1627736, 1626156]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,25.14,Made,,,,,,,6.0,,,,D. Russell,1626156.0,8.0,
401,PT08M01.00S,2022-03-19T22:36:17.3Z,3,REGULAR,3pt,Jump Shot,[],1626171,92.06636005256242,4.166666666666666,1610612749,85,67,2022-03-19T22:36:24Z,3920000,-229.0,22.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,23.03,Missed,,,,,,,,,,,,,,
402,PT07M58.00S,2022-03-19T22:36:20.3Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,85,67,2022-03-19T22:36:24Z,3930000,,,0,,A. Edwards REBOUND (Off:0 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,401.0,4.0,4.0,0.0,,,,,,,,,,
403,PT07M55.00S,2022-03-19T22:36:24.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1629020,6.783837056504599,48.28431372549019,1610612750,87,67,2022-03-19T22:41:54Z,3940000,9.0,11.0,1,left,J. Vanderbilt running Layup (5 PTS) (A. Edwards 3 AST),"[1629020, 1630162]",1610612750.0,MIN,running,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,1.42,Made,,,,,,,5.0,,,,A. Edwards,1630162.0,3.0,
405,PT07M55.00S,2022-03-19T22:36:28.4Z,3,REGULAR,violation,defensive goaltending,[],1626171,,,1610612750,87,67,2022-03-19T22:36:54Z,3960000,,,0,,B. Portis defensive goaltending VIOLATION,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,203592.0,,,,,,,,,,,,,,,,,,,,
406,PT07M55.00S,2022-03-19T22:36:36.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,87,67,2022-03-19T22:36:36Z,3970000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT07M55.00S,2022-03-19T22:38:40.5Z,3,REGULAR,substitution,out,[],1626171,,,1610612749,87,67,2022-03-19T22:39:21Z,3980000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M55.00S,2022-03-19T22:38:40.5Z,3,REGULAR,substitution,in,[],202083,,,1610612749,87,67,2022-03-19T22:39:21Z,3990000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT07M37.00S,2022-03-19T22:39:51.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203114,93.11760840998686,43.872549019607845,1610612749,87,69,2022-03-19T22:39:56Z,4000000,-31.0,12.0,1,right,K. Middleton cutting Layup (15 PTS) (G. Allen 2 AST),"[203114, 1628960]",1610612749.0,MIL,cutting,,,Middleton,K. Middleton,,,,,,,,,,3.29,Made,,,,,,,15.0,,,,G. Allen,1628960.0,2.0,
411,PT07M15.00S,2022-03-19T22:40:11.3Z,3,REGULAR,3pt,Jump Shot,[],1626156,29.38567674113009,24.019607843137255,1610612750,90,69,2022-03-19T22:40:16Z,4020000,130.0,224.0,1,left,D. Russell 25' 3PT  (9 PTS) (K. Towns 4 AST),"[1626156, 1626157]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,25.87,Made,,,,,,,9.0,,,,K. Towns,1626157.0,4.0,
413,PT07M03.00S,2022-03-19T22:40:24.2Z,3,REGULAR,3pt,Jump Shot,[],201950,68.22642904073588,46.30055147058824,1610612749,90,69,2022-03-19T22:42:55Z,4040000,-18.0,246.0,1,right,MISS J. Holiday 24' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,,,,,,24.69,Missed,,,,,,,,,,,,,,
414,PT07M01.00S,2022-03-19T22:40:26.2Z,3,REGULAR,rebound,offensive,[],201572,,,1610612749,90,69,2022-03-19T22:42:55Z,4050000,,,0,,B. Lopez REBOUND (Off:3 Def:0),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,413.0,3.0,0.0,3.0,,,,,,,,,,
415,PT06M55.00S,2022-03-19T22:40:35.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,90,69,2022-03-19T22:40:35Z,4060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M55.00S,2022-03-19T22:40:40.1Z,3,REGULAR,substitution,out,[],1629020,,,1610612749,90,69,2022-03-19T22:40:45Z,4070000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M55.00S,2022-03-19T22:40:40.1Z,3,REGULAR,substitution,in,[],1627752,,,1610612749,90,69,2022-03-19T22:40:45Z,4080000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M50.00S,2022-03-19T22:41:02.3Z,3,REGULAR,turnover,bad pass,[],201950,,,1610612749,90,69,2022-03-19T22:41:11Z,4090000,,,0,,J. Holiday bad pass TURNOVER (4 TO),"[201950, 1627752]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,4.0,Prince,1627752.0,,,,
419,PT06M50.00S,2022-03-19T22:41:02.3Z,3,REGULAR,steal,,[],1627752,,,1610612750,90,69,2022-03-19T22:41:04Z,4100000,,,0,,T. Prince STEAL (2 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M47.00S,2022-03-19T22:41:07.3Z,3,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612750,90,69,2022-03-19T22:41:19Z,4110000,,,0,,G. Allen shooting personal FOUL (1 PF) (Prince 2 FT),"[1628960, 1627752]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,203592.0,1.0,0.0,Prince,1627752.0,,,,,,,,,,,,,,,,
422,PT06M47.00S,2022-03-19T22:41:36.2Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627752,,,1610612750,91,69,2022-03-19T22:41:36Z,4130000,,,0,,T. Prince Free Throw 1 of 2 (4 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,Made,,,,,,,4.0,,,,,,,
423,PT06M47.00S,2022-03-19T22:41:52.6Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627752,,,1610612750,92,69,2022-03-19T22:41:52Z,4140000,,,0,,T. Prince Free Throw 2 of 2 (5 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,Made,,,,,,,5.0,,,,,,,
424,PT06M28.00S,2022-03-19T22:42:14.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,86.41590013140605,57.59803921568627,1610612749,92,71,2022-03-19T22:42:22Z,4150000,38.0,75.0,1,right,J. Holiday 8' floating Jump Shot (12 PTS) (W. Matthews 1 AST),"[201950, 202083]",1610612749.0,MIL,floating,,,Holiday,J. Holiday,,,,,,,,,,8.43,Made,,,,,,,12.0,,,,W. Matthews,202083.0,1.0,
426,PT06M09.00S,2022-03-19T22:42:35.8Z,3,REGULAR,turnover,out-of-bounds,[],1626156,,,1610612750,92,71,2022-03-19T22:42:53Z,4170000,,,0,,D. Russell bad pass out-of-bounds TURNOVER (4 TO),[1626156],1610612750.0,MIN,bad pass,,,Russell,D. Russell,,,,,201639.0,,,,,,,,,,,,,,4.0,,,,,,
427,PT05M52.00S,2022-03-19T22:42:58.6Z,3,REGULAR,turnover,bad pass,[],1628960,,,1610612749,92,71,2022-03-19T22:43:05Z,4180000,,,0,,G. Allen bad pass TURNOVER (3 TO),"[1628960, 1627752]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,3.0,Prince,1627752.0,,,,
428,PT05M52.00S,2022-03-19T22:42:58.6Z,3,REGULAR,steal,,[],1627752,,,1610612750,92,71,2022-03-19T22:43:00Z,4190000,,,0,,T. Prince STEAL (3 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M50.00S,2022-03-19T22:43:05.3Z,3,REGULAR,foul,personal,['2freethrow'],203114,,,1610612750,92,71,2022-03-19T22:43:18Z,4200000,,,0,,K. Middleton shooting personal FOUL (2 PF) (Prince 2 FT),"[203114, 1627752]",1610612749.0,MIL,shooting,,,Middleton,K. Middleton,,,,,1627961.0,2.0,0.0,Prince,1627752.0,,,,,,,,,,,,,,,,
431,PT05M50.00S,2022-03-19T22:43:40.4Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627752,,,1610612750,93,71,2022-03-19T22:44:15Z,4220000,,,0,,T. Prince Free Throw 1 of 2 (6 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,
432,PT05M50.00S,2022-03-19T22:43:41.5Z,3,REGULAR,substitution,out,[],1626156,,,1610612750,93,71,2022-03-19T22:43:48Z,4230000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M50.00S,2022-03-19T22:43:41.5Z,3,REGULAR,substitution,out,[],201572,,,1610612750,93,71,2022-03-19T22:43:48Z,4240000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M50.00S,2022-03-19T22:43:41.5Z,3,REGULAR,substitution,in,[],1629162,,,1610612750,93,71,2022-03-19T22:43:48Z,4250000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M50.00S,2022-03-19T22:43:41.5Z,3,REGULAR,substitution,in,[],1626171,,,1610612750,93,71,2022-03-19T22:43:48Z,4260000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M50.00S,2022-03-19T22:43:40.4Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627752,,,1610612750,93,71,2022-03-19T22:44:15Z,4270000,,,0,,MISS T. Prince Free Throw 2 of 2,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,Missed,,,,,,,,,,,,,,
437,PT05M47.00S,2022-03-19T22:43:43.4Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,93,71,2022-03-19T22:44:15Z,4280000,,,0,,B. Portis REBOUND (Off:3 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,436.0,7.0,4.0,3.0,,,,,,,,,,
438,PT05M34.00S,2022-03-19T22:44:18.3Z,3,REGULAR,3pt,Jump Shot,[],203114,71.96123521681997,20.34313725490196,1610612749,93,71,2022-03-19T22:44:23Z,4290000,-148.0,211.0,1,right,MISS K. Middleton 25' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,25.8,Missed,,,,,,,,,,,,,,
439,PT05M31.00S,2022-03-19T22:44:21.3Z,3,REGULAR,rebound,offensive,[],202083,,,1610612749,93,71,2022-03-19T22:44:23Z,4300000,,,0,,W. Matthews REBOUND (Off:1 Def:0),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,438.0,1.0,0.0,1.0,,,,,,,,,,
440,PT05M22.00S,2022-03-19T22:44:30.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],201950,96.92838370565046,20.34313725490196,1610612749,93,71,2022-03-19T22:47:59Z,4310000,-148.0,-24.0,1,right,MISS J. Holiday 15' fadeaway Shot,[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,,,,,,15.02,Missed,,,,,,,,,,,,,,
441,PT05M19.00S,2022-03-19T22:44:33.3Z,3,REGULAR,rebound,defensive,[],1629162,,,1610612750,93,71,2022-03-19T22:44:36Z,4320000,,,0,,J. McLaughlin REBOUND (Off:1 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,440.0,2.0,1.0,1.0,,,,,,,,,,
442,PT05M16.00S,2022-03-19T22:44:37.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629162,6.258212877792378,53.18627450980392,1610612750,93,71,2022-03-19T22:48:04Z,4330000,-16.0,6.0,1,left,MISS J. McLaughlin running Layup,[1629162],1610612750.0,MIN,running,,,McLaughlin,J. McLaughlin,,,,,,,,,,1.71,Missed,,,,,,,,,,,,,,
443,PT05M13.00S,2022-03-19T22:44:40.2Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,93,71,2022-03-19T22:48:04Z,4340000,,,0,,B. Portis REBOUND (Off:3 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,442.0,8.0,5.0,3.0,,,,,,,,,,
444,PT05M06.00S,2022-03-19T22:44:46.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203114,92.46057818659659,47.30392156862745,1610612749,93,71,2022-03-19T22:45:23Z,4350000,-13.0,18.0,1,right,MISS K. Middleton driving finger roll Layup,[203114],1610612749.0,MIL,driving finger roll,,,Middleton,K. Middleton,,,,,,,,,,2.28,Missed,,,,,,,,,,,,,,
445,PT04M59.00S,2022-03-19T22:44:53.9Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,93,71,2022-03-19T22:44:54Z,4360000,,,0,,A. Edwards REBOUND (Off:0 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,444.0,5.0,5.0,0.0,,,,,,,,,,
446,PT04M54.00S,2022-03-19T22:44:58.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,21.895532194480946,11.519607843137255,1610612750,93,71,2022-03-19T22:49:35Z,4370000,192.0,153.0,1,left,MISS M. Beasley 24' running 3PT,[1627736],1610612750.0,MIN,running,,,Beasley,M. Beasley,,,,,,,,,,24.6,Missed,,,,,,,,,,,,,,
447,PT04M51.00S,2022-03-19T22:45:01.6Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,93,71,2022-03-19T22:45:05Z,4380000,,,0,,G. Allen REBOUND (Off:0 Def:5),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,446.0,5.0,5.0,0.0,,,,,,,,,,
448,PT04M43.00S,2022-03-19T22:45:10.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,94.56307490144546,49.01960784313725,1610612749,93,73,2022-03-19T22:49:58Z,4390000,-5.0,-1.0,1,right,J. Holiday Layup (14 PTS) (K. Middleton 4 AST),"[201950, 203114]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,0.51,Made,,,,,,,14.0,,,,K. Middleton,203114.0,4.0,
