actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
88,PT04M44.00S,2022-03-19T21:23:44.3Z,1,REGULAR,steal,,[],1626157,,,1610612750,14,15,2022-03-19T21:37:24Z,860000,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M40.00S,2022-03-19T21:23:48.3Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,14,15,2022-03-19T21:23:59Z,870000,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 203114]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,1.0,Middleton,203114.0,,,,
90,PT04M40.00S,2022-03-19T21:23:48.3Z,1,REGULAR,steal,,[],203114,,,1610612749,14,15,2022-03-19T21:23:51Z,880000,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M33.00S,2022-03-19T21:23:55.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201586,8.754927726675426,42.8921568627451,1610612749,14,15,2022-03-19T21:24:03Z,890000,36.0,30.0,1,left,MISS S. Ibaka Layup,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,4.63,Missed,,,,,,,,,,,,,,
92,PT04M30.00S,2022-03-19T21:23:57.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,14,15,2022-03-19T21:23:57Z,900000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,91.0,2.0,2.0,0.0,,,,,,,,,,
93,PT04M25.00S,2022-03-19T21:24:02.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630162,94.1688567674113,49.01960784313725,1610612750,16,15,2022-03-19T21:37:57Z,910000,-5.0,2.0,1,right,A. Edwards running Layup (10 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,,,,,,0.54,Made,,,,,,,10.0,,,,,,,
94,PT04M09.00S,2022-03-19T21:24:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,14.668199737187912,59.55882352941176,1610612749,16,17,2022-03-19T21:39:25Z,920000,-48.0,85.0,1,left,B. Portis 9' pullup Jump Shot (4 PTS) (K. Middleton 2 AST),"[1626171, 203114]",1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,,,,,,9.79,Made,,,,,,,4.0,,,,K. Middleton,203114.0,2.0,
95,PT03M53.00S,2022-03-19T21:24:35.0Z,1,REGULAR,2pt,Jump Shot,[],1630162,74.85216819973719,28.676470588235293,1610612750,18,17,2022-03-19T21:24:40Z,930000,-107.0,184.0,1,right,A. Edwards 21' pullup Jump Shot (12 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,,,21.26,Made,,,,,,,12.0,,,,,,,
96,PT03M39.00S,2022-03-19T21:24:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,13.009198423127472,50.79656862745098,1610612749,18,17,2022-03-19T21:40:02Z,940000,-4.0,70.0,1,left,MISS B. Portis 6' floating Shot,[1626171],1610612749.0,MIL,floating,,,Portis,B. Portis,,,,,,,,,,6.99,Missed,,,,,,,,,,,,,,
97,PT03M38.00S,2022-03-19T21:24:49.8Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,18,17,2022-03-19T21:24:53Z,950000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,96.0,2.0,2.0,0.0,,,,,,,,,,
98,PT03M38.00S,2022-03-19T21:24:56.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,18,17,2022-03-19T21:24:56Z,960000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M38.00S,2022-03-19T21:27:02.0Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,18,17,2022-03-19T21:27:34Z,970000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M38.00S,2022-03-19T21:27:02.0Z,1,REGULAR,substitution,out,[],1629020,,,1610612750,18,17,2022-03-19T21:27:34Z,980000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M38.00S,2022-03-19T21:27:02.0Z,1,REGULAR,substitution,out,[],1628960,,,1610612750,18,17,2022-03-19T21:27:34Z,990000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M38.00S,2022-03-19T21:27:02.0Z,1,REGULAR,substitution,out,[],1626171,,,1610612750,18,17,2022-03-19T21:27:34Z,1000000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M38.00S,2022-03-19T21:27:02.0Z,1,REGULAR,substitution,out,[],203114,,,1610612750,18,17,2022-03-19T21:27:34Z,1010000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M38.00S,2022-03-19T21:27:02.0Z,1,REGULAR,substitution,in,[],1627752,,,1610612750,18,17,2022-03-19T21:27:34Z,1020000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M38.00S,2022-03-19T21:27:02.0Z,1,REGULAR,substitution,in,[],1627736,,,1610612750,18,17,2022-03-19T21:27:34Z,1030000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M38.00S,2022-03-19T21:27:02.0Z,1,REGULAR,substitution,in,[],201950,,,1610612750,18,17,2022-03-19T21:27:34Z,1040000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M38.00S,2022-03-19T21:27:02.0Z,1,REGULAR,substitution,in,[],202083,,,1610612750,18,17,2022-03-19T21:27:34Z,1050000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M38.00S,2022-03-19T21:27:02.0Z,1,REGULAR,substitution,in,[],1626192,,,1610612750,18,17,2022-03-19T21:27:34Z,1060000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M23.00S,2022-03-19T21:28:06.2Z,1,REGULAR,3pt,Jump Shot,[],1627752,77.34888304862024,86.02941176470588,1610612750,18,17,2022-03-19T21:28:11Z,1070000,180.0,160.0,1,right,MISS T. Prince 24' pullup 3PT,[1627752],1610612750.0,MIN,pullup,,,Prince,T. Prince,,,,,,,,,,24.12,Missed,,,,,,,,,,,,,,
111,PT03M20.00S,2022-03-19T21:28:09.2Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,18,17,2022-03-19T21:28:11Z,1080000,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,110.0,3.0,2.0,1.0,,,,,,,,,,
112,PT03M20.00S,2022-03-19T21:28:11.7Z,1,REGULAR,foul,personal,['2freethrow'],201588,,,1610612750,18,17,2022-03-19T21:28:22Z,1090000,,,0,,G. Hill shooting personal FOUL (1 PF) (Towns 2 FT),"[201588, 1626157]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,1627961.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
114,PT03M20.00S,2022-03-19T21:28:46.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626157,,,1610612750,19,17,2022-03-19T21:28:46Z,1110000,,,0,,K. Towns Free Throw 1 of 2 (3 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,
115,PT03M20.00S,2022-03-19T21:29:07.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626157,,,1610612750,20,17,2022-03-19T21:29:07Z,1120000,,,0,,K. Towns Free Throw 2 of 2 (4 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,Made,,,,,,,4.0,,,,,,,
116,PT03M08.00S,2022-03-19T21:29:24.3Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,20,17,2022-03-19T21:29:29Z,1130000,,,0,,J. Holiday bad pass TURNOVER (2 TO),"[201950, 1627752]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,2.0,Prince,1627752.0,,,,
117,PT03M08.00S,2022-03-19T21:29:24.3Z,1,REGULAR,steal,,[],1627752,,,1610612750,20,17,2022-03-19T21:29:26Z,1140000,,,0,,T. Prince STEAL (1 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M59.00S,2022-03-19T21:29:32.9Z,1,REGULAR,turnover,bad pass,[],201976,,,1610612750,20,17,2022-03-19T21:29:38Z,1150000,,,0,,P. Beverley bad pass TURNOVER (1 TO),"[201976, 201588]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,1.0,Hill,201588.0,,,,
119,PT02M59.00S,2022-03-19T21:29:32.9Z,1,REGULAR,steal,,[],201588,,,1610612749,20,17,2022-03-19T21:29:34Z,1160000,,,0,,G. Hill STEAL (1 STL),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M44.00S,2022-03-19T21:29:48.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,24.78646517739816,14.950980392156863,1610612749,20,17,2022-03-19T21:29:54Z,1170000,175.0,180.0,1,left,MISS P. Connaughton 25' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,25.15,Missed,,,,,,,,,,,,,,
121,PT02M40.00S,2022-03-19T21:29:52.3Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,20,17,2022-03-19T21:29:54Z,1180000,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,120.0,4.0,3.0,1.0,,,,,,,,,,
122,PT02M35.00S,2022-03-19T21:29:56.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201976,73.9323258869908,81.86274509803921,1610612750,23,17,2022-03-19T21:42:54Z,1190000,159.0,193.0,1,right,P. Beverley 24' 3PT running pullup (3 PTS),[201976],1610612750.0,MIN,running pullup,,,Beverley,P. Beverley,,,,,,,,,,24.99,Made,,,,,,,3.0,,,,,,,
123,PT02M21.00S,2022-03-19T21:30:10.2Z,1,REGULAR,3pt,Jump Shot,[],201950,26.49474375821288,79.16666666666666,1610612749,23,20,2022-03-19T21:43:24Z,1200000,-146.0,197.0,1,left,J. Holiday 24' 3PT step back (3 PTS),[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,,,,,,24.48,Made,,,,,,,3.0,,,,,,,
124,PT02M11.00S,2022-03-19T21:30:23.4Z,1,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612750,23,20,2022-03-19T21:30:28Z,1210000,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Towns 2 FT),"[1626192, 1626157]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,203592.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
126,PT02M11.00S,2022-03-19T21:31:00.8Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,23,20,2022-03-19T21:31:00Z,1230000,,,0,,MISS K. Towns Free Throw 1 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,Missed,,,,,,,,,,,,,,
127,PT02M11.00S,2022-03-19T21:31:00.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,23,20,2022-03-19T21:31:00Z,1240000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,
128,PT02M11.00S,2022-03-19T21:31:01.9Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,23,20,2022-03-19T21:31:04Z,1250000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M11.00S,2022-03-19T21:31:01.9Z,1,REGULAR,substitution,in,[],1629669,,,1610612750,23,20,2022-03-19T21:31:04Z,1260000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M11.00S,2022-03-19T21:31:25.6Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,24,20,2022-03-19T21:31:25Z,1270000,,,0,,K. Towns Free Throw 2 of 2 (5 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,Made,,,,,,,5.0,,,,,,,
131,PT02M11.00S,2022-03-19T21:33:17.0Z,1,REGULAR,instantreplay,altercationrequest,[],0,,,1610612749,24,20,2022-03-19T21:33:18Z,1280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M11.00S,2022-03-19T21:36:53.8Z,1,REGULAR,foul,personal,[],1627752,,,1610612749,24,20,2022-03-19T21:46:23Z,1300000,,,0,,T. Prince double personal FOUL (1 PF),"[1627752, 201586]",1610612750.0,MIN,double,,,Prince,T. Prince,,,,,201639.0,1.0,0.0,Ibaka,201586.0,,,,,,,,,,,,,,,,
135,PT02M11.00S,2022-03-19T21:36:53.8Z,1,REGULAR,foul,personal,[],201586,,,1610612749,24,20,2022-03-19T21:49:00Z,1320000,,,0,,S. Ibaka double personal FOUL (1 PF),"[201586, 1627752]",1610612749.0,MIL,double,,,Ibaka,S. Ibaka,,,,,201639.0,1.0,0.0,Prince,1627752.0,,,,,,,,,,,,,,,,
137,PT02M11.00S,2022-03-19T21:37:17.9Z,1,REGULAR,foul,technical,[],201976,,,1610612749,24,20,2022-03-19T21:46:12Z,1340000,,,0,,P. Beverley double technical FOUL (1 Tech),[201976],1610612750.0,MIN,double,,,Beverley,P. Beverley,,,,,201639.0,0.0,1.0,,,,,,,,,,,,,,,,,,
179,PT02M11.00S,2022-03-19T21:37:17.9Z,1,REGULAR,foul,technical,[],201588,,,1610612749,24,20,2022-03-19T21:46:12Z,1350000,,,0,,G. Hill double technical FOUL (1 Tech),[201588],1610612749.0,MIL,double,,,Hill,G. Hill,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
140,PT02M11.00S,2022-03-19T21:37:57.3Z,1,REGULAR,ejection,other,[],201588,,,1610612749,24,20,2022-03-19T21:40:06Z,1370000,,,0,,Ejection G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,201639.0,,,,,,,,,,,,,,,,,,,,
141,PT02M11.00S,2022-03-19T21:38:03.1Z,1,REGULAR,ejection,other,[],201976,,,1610612749,24,20,2022-03-19T21:40:29Z,1380000,,,0,,Ejection P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,201639.0,,,,,,,,,,,,,,,,,,,,
142,PT02M11.00S,2022-03-19T21:38:14.1Z,1,REGULAR,foul,technical,['1freethrow'],201586,,,1610612749,24,20,2022-03-19T21:39:43Z,1390000,,,0,,S. Ibaka technical FOUL (1 Tech),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,201639.0,1.0,1.0,,,,,,,,,,,,,,,,,,
144,PT02M11.00S,2022-03-19T21:39:11.4Z,1,REGULAR,substitution,out,[],201976,,,1610612749,24,20,2022-03-19T21:39:39Z,1400000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M11.00S,2022-03-19T21:39:11.4Z,1,REGULAR,substitution,out,[],201588,,,1610612749,24,20,2022-03-19T21:39:39Z,1410000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M11.00S,2022-03-19T21:39:11.4Z,1,REGULAR,substitution,in,[],1629162,,,1610612749,24,20,2022-03-19T21:39:39Z,1420000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M11.00S,2022-03-19T21:39:11.4Z,1,REGULAR,substitution,in,[],1628975,,,1610612749,24,20,2022-03-19T21:39:39Z,1430000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M11.00S,2022-03-19T21:39:44.0Z,1,REGULAR,freethrow,1 of 1,[],1627736,,,1610612749,25,20,2022-03-19T21:39:44Z,1440000,,,0,,M. Beasley technical Free Throw 1 of 1 (1 PTS),[1627736],1610612750.0,MIN,technical,,,Beasley,M. Beasley,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,
149,PT01M53.00S,2022-03-19T21:40:20.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,12.614980289093296,42.86917892156863,1610612749,25,22,2022-03-19T21:48:38Z,1450000,36.0,66.0,1,left,J. Holiday 7' pullup Jump Shot (5 PTS),[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,,,,,,7.51,Made,,,,,,,5.0,,,,,,,
150,PT01M31.00S,2022-03-19T21:40:42.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,86.41590013140605,54.65686274509803,1610612750,25,22,2022-03-19T21:49:52Z,1460000,23.0,75.0,1,right,MISS K. Towns 7' floating Shot,[1626157],1610612750.0,MIN,floating,,,Towns,K. Towns,,,,,,,,,,7.87,Missed,,,,,,,,,,,,,,
151,PT01M29.00S,2022-03-19T21:40:44.2Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,25,22,2022-03-19T21:40:47Z,1470000,,,0,,K. Towns REBOUND (Off:2 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,150.0,5.0,3.0,2.0,,,,,,,,,,
152,PT01M28.00S,2022-03-19T21:40:45.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,94.69448094612353,49.26470588235294,1610612750,27,22,2022-03-19T21:40:51Z,1480000,-4.0,-3.0,1,right,K. Towns Layup (7 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,0.45,Made,,,,,,,7.0,,,,,,,
153,PT01M28.00S,2022-03-19T21:40:49.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201586,,,1610612750,27,22,2022-03-19T21:41:07Z,1490000,,,0,,S. Ibaka shooting personal FOUL (2 PF) (Towns 1 FT),"[201586, 1626157]",1610612749.0,MIL,shooting,,,Ibaka,S. Ibaka,,,,,203592.0,2.0,1.0,Towns,1626157.0,,,,,,,,,,,,,,,,
155,PT01M28.00S,2022-03-19T21:41:30.5Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1626157,,,1610612750,28,22,2022-03-19T21:41:30Z,1510000,,,0,,K. Towns Free Throw 1 of 1 (8 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,Made,,,,,,,8.0,,,,,,,
156,PT01M16.00S,2022-03-19T21:41:42.9Z,1,REGULAR,3pt,Jump Shot,[],1626192,31.61957950065703,55.88235294117647,1610612749,28,25,2022-03-19T21:41:48Z,1520000,-29.0,245.0,1,left,P. Connaughton 24' 3PT  (3 PTS) (J. Holiday 2 AST),"[1626192, 201950]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,24.65,Made,,,,,,,3.0,,,,J. Holiday,201950.0,2.0,
158,PT01M02.00S,2022-03-19T21:41:57.3Z,1,REGULAR,3pt,Jump Shot,[],1626157,68.54467805519053,33.57843137254902,1610612750,31,25,2022-03-19T21:42:05Z,1540000,-82.0,243.0,1,right,K. Towns 25' 3PT step back (11 PTS) (J. McLaughlin 1 AST),"[1626157, 1629162]",1610612750.0,MIN,step back,,,Towns,K. Towns,,,,,,,,,,25.67,Made,,,,,,,11.0,,,,J. McLaughlin,1629162.0,1.0,
160,PT00M52.30S,2022-03-19T21:42:08.6Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,31,25,2022-03-19T21:42:13Z,1560000,,,0,,J. Holiday bad pass TURNOVER (3 TO),"[201950, 1626157]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,3.0,Towns,1626157.0,,,,
161,PT00M52.30S,2022-03-19T21:42:08.6Z,1,REGULAR,steal,,[],1626157,,,1610612750,31,25,2022-03-19T21:42:10Z,1570000,,,0,,K. Towns STEAL (2 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M48.40S,2022-03-19T21:42:14.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627752,88.30486202365309,57.55208333333333,1610612750,33,25,2022-03-19T21:51:27Z,1580000,38.0,57.0,1,right,T. Prince 6' driving floating Jump Shot (2 PTS) (K. Towns 1 AST),"[1627752, 1626157]",1610612750.0,MIN,driving floating,,,Prince,T. Prince,,,,,,,,,,6.87,Made,,,,,,,2.0,,,,K. Towns,1626157.0,1.0,
164,PT00M48.40S,2022-03-19T21:42:18.7Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626192,,,1610612750,33,25,2022-03-19T21:42:38Z,1600000,,,0,,P. Connaughton shooting personal FOUL (2 PF) (Prince 1 FT),"[1626192, 1627752]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,201639.0,2.0,0.0,Prince,1627752.0,,,,,,,,,,,,,,,,
166,PT00M48.40S,2022-03-19T21:42:30.1Z,1,REGULAR,substitution,out,[],201586,,,1610612750,33,25,2022-03-19T21:42:34Z,1620000,,,0,,SUB out: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M48.40S,2022-03-19T21:42:30.1Z,1,REGULAR,substitution,in,[],1626171,,,1610612750,33,25,2022-03-19T21:42:34Z,1630000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M48.40S,2022-03-19T21:42:53.3Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1627752,,,1610612750,34,25,2022-03-19T21:42:53Z,1640000,,,0,,T. Prince Free Throw 1 of 1 (3 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,
169,PT00M32.10S,2022-03-19T21:43:10.9Z,1,REGULAR,3pt,Jump Shot,[],1626171,29.25427069645204,73.2843137254902,1610612749,34,25,2022-03-19T21:43:15Z,1650000,-116.0,222.0,1,left,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,25.11,Missed,,,,,,,,,,,,,,
170,PT00M29.70S,2022-03-19T21:43:13.3Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,34,25,2022-03-19T21:43:15Z,1660000,,,0,,B. Portis REBOUND (Off:3 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,169.0,5.0,2.0,3.0,,,,,,,,,,
171,PT00M26.70S,2022-03-19T21:43:16.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202083,18.610381077529567,92.15686274509804,1610612749,34,28,2022-03-19T21:43:21Z,1670000,-211.0,122.0,1,left,W. Matthews 24' 3PT  (3 PTS) (P. Connaughton 1 AST),"[202083, 1626192]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,24.38,Made,,,,,,,3.0,,,,P. Connaughton,1626192.0,1.0,
173,PT00M02.60S,2022-03-19T21:43:45.2Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,34,28,2022-03-19T21:44:07Z,1690000,,,0,,K. Towns charge offensive FOUL (1 PF),"[1626157, 202083]",1610612750.0,MIN,charge,,,Towns,K. Towns,,,,,1627961.0,1.0,0.0,Matthews,202083.0,,,,,,,,,,,,,,,,
175,PT00M02.60S,2022-03-19T21:43:45.2Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,34,28,2022-03-19T21:43:45Z,1710000,,,0,,K. Towns offensive foul TURNOVER (2 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,1627961.0,,,,,,,,,,,,,,2.0,,,,,,
176,PT00M00.90S,2022-03-19T21:44:09.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201950,23.340998685939553,86.51960784313727,1610612749,34,28,2022-03-19T21:52:49Z,1720000,-183.0,167.0,1,left,MISS J. Holiday 24' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,,,,,,24.74,Missed,,,,,,,,,,,,,,
177,PT00M00.10S,2022-03-19T21:44:10.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,34,28,2022-03-19T21:52:43Z,1730000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,176.0,,,,,,,,,,,,,
178,PT00M00.00S,2022-03-19T21:44:14.7Z,1,REGULAR,period,end,[],0,,,1610612749,34,28,2022-03-19T21:44:14Z,1740000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-03-19T21:46:32.6Z,2,REGULAR,substitution,out,['startperiod'],1629162,,,1610612749,34,28,2022-03-19T21:46:44Z,1750000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-03-19T21:46:32.6Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612749,34,28,2022-03-19T21:46:44Z,1760000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
