actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
614,PT08M51.00S,2022-03-08T03:11:23.0Z,4,REGULAR,foul,personal,[],1629006,,,1610612757,99,65,2022-03-08T03:12:02Z,6000000,,,0,,J. Okogie personal FOUL (2 PF),"[1629006, 1630190]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,1628171.0,2.0,0.0,Hughes,1630190.0,,,,,,,,,,,,,,,,
616,PT08M51.00S,2022-03-08T03:11:28.7Z,4,REGULAR,substitution,out,[],1629162,,,1610612757,99,65,2022-03-08T03:11:44Z,6020000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT08M51.00S,2022-03-08T03:11:28.7Z,4,REGULAR,substitution,in,[],1630195,,,1610612757,99,65,2022-03-08T03:11:44Z,6030000,,,0,,SUB in: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT08M46.00S,2022-03-08T03:11:55.8Z,4,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612757,99,65,2022-03-08T03:12:11Z,6040000,,,0,,J. Okogie shooting personal FOUL (3 PF) (Hughes 2 FT),"[1629006, 1630190]",1610612750.0,MIN,shooting,,,Okogie,J. Okogie,,,,,1662.0,3.0,0.0,Hughes,1630190.0,,,,,,,,,,,,,,,,
620,PT08M46.00S,2022-03-08T03:12:14.9Z,4,REGULAR,freethrow,1 of 2,[],1630190,,,1610612757,99,65,2022-03-08T03:12:15Z,6060000,,,0,,MISS E. Hughes Free Throw 1 of 2,[1630190],1610612757.0,POR,,,,Hughes,E. Hughes,,,,,,,,,,Missed,,,,,,,,,,,,,,,
621,PT08M46.00S,2022-03-08T03:12:14.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,99,65,2022-03-08T03:12:15Z,6070000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,620.0,,,,,,,,,,,,,
622,PT08M46.00S,2022-03-08T03:12:26.7Z,4,REGULAR,freethrow,2 of 2,[],1630190,,,1610612757,99,66,2022-03-08T03:12:26Z,6080000,,,0,,E. Hughes Free Throw 2 of 2 (1 PTS),[1630190],1610612757.0,POR,,,,Hughes,E. Hughes,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
623,PT08M39.00S,2022-03-08T03:12:35.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630195,92.72339027595268,51.71568627450981,1610612750,101,66,2022-03-08T03:12:44Z,6090000,9.0,16.0,1,right,L. Bolmaro cutting DUNK (2 PTS) (J. Layman 1 AST),"[1630195, 1627774]",1610612750.0,MIN,cutting,,,Bolmaro,L. Bolmaro,,,,,,,,,,Made,2.0,,1.81,,,,J. Layman,1627774.0,1.0,,,,,,
625,PT08M22.00S,2022-03-08T03:12:51.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629833,7.5722733245729295,45.588235294117645,1610612757,101,68,2022-03-08T03:12:57Z,6110000,22.0,19.0,1,left,K. Blevins driving Layup (4 PTS),[1629833],1610612757.0,POR,driving,,,Blevins,K. Blevins,,,,,,,,,,Made,4.0,,2.89,,,,,,,,,,,,
626,PT08M11.00S,2022-03-08T03:13:02.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627774,94.1688567674113,47.794117647058826,1610612750,101,68,2022-03-08T03:13:09Z,6120000,-11.0,2.0,1,right,MISS J. Layman cutting DUNK,[1627774],1610612750.0,MIN,cutting,,,Layman,J. Layman,,,,,,,,,,Missed,,,1.12,,,,,,,,,,,,
627,PT08M10.00S,2022-03-08T03:13:04.4Z,4,REGULAR,rebound,offensive,[],1627774,,,1610612750,101,68,2022-03-08T03:13:04Z,6130000,,,0,,J. Layman REBOUND (Off:2 Def:0),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,626.0,,2.0,0.0,2.0,,,,,,,,,
628,PT08M03.00S,2022-03-08T03:13:11.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,93.77463863337714,49.754901960784316,1610612750,103,68,2022-03-08T03:13:15Z,6140000,-1.0,6.0,1,right,N. Reid driving finger roll Layup (6 PTS),[1629675],1610612750.0,MIN,driving finger roll,,,Reid,N. Reid,,,,,,,,,,Made,6.0,,0.61,,,,,,,,,,,,
629,PT07M54.00S,2022-03-08T03:13:19.5Z,4,REGULAR,3pt,Jump Shot,[],1629833,8.886333771353483,4.166666666666666,1610612757,103,68,2022-03-08T03:13:23Z,6150000,229.0,31.0,1,left,MISS K. Blevins 3PT,[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,Missed,,,23.13,,,,,,,,,,,,
630,PT07M52.00S,2022-03-08T03:13:21.5Z,4,REGULAR,rebound,defensive,[],1627774,,,1610612750,103,68,2022-03-08T03:13:23Z,6160000,,,0,,J. Layman REBOUND (Off:2 Def:1),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,629.0,,3.0,1.0,2.0,,,,,,,,,
631,PT07M46.00S,2022-03-08T03:13:29.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,103,68,2022-03-08T03:13:29Z,6170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT07M38.00S,2022-03-08T03:13:48.6Z,4,REGULAR,turnover,lost ball,[],1630233,,,1610612750,103,68,2022-03-08T03:13:52Z,6180000,,,0,,N. Knight lost ball TURNOVER (1 TO),"[1630233, 1630190]",1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,1.0,Hughes,1630190.0,
633,PT07M38.00S,2022-03-08T03:13:48.6Z,4,REGULAR,steal,,[],1630190,,,1610612757,103,68,2022-03-08T03:13:50Z,6190000,,,0,,E. Hughes STEAL (2 STL),[1630190],1610612757.0,POR,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT07M33.00S,2022-03-08T03:14:01.6Z,4,REGULAR,turnover,lost ball,[],1630190,,,1610612757,103,68,2022-03-08T03:14:15Z,6200000,,,0,,E. Hughes lost ball TURNOVER (1 TO),[1630190],1610612757.0,POR,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,1.0,,,
635,PT07M33.00S,2022-03-08T03:14:05.1Z,4,REGULAR,violation,kicked ball,[],1630190,,,1610612750,103,68,2022-03-08T03:14:19Z,6210000,,,0,,E. Hughes kicked ball VIOLATION,[1630190],1610612757.0,POR,,,,Hughes,E. Hughes,,,,,1662.0,,,,,,,,,,,,,,,,,,,,
636,PT07M22.00S,2022-03-08T03:14:19.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,70.51576872536137,71.81372549019608,1610612750,103,68,2022-03-08T03:14:24Z,6220000,109.0,225.0,1,right,MISS N. Reid 24' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Missed,,,24.98,,,,,,,,,,,,
637,PT07M18.00S,2022-03-08T03:14:23.9Z,4,REGULAR,rebound,defensive,[],1630553,,,1610612757,103,68,2022-03-08T03:14:24Z,6230000,,,0,,K. Johnson REBOUND (Off:2 Def:2),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,636.0,,4.0,2.0,2.0,,,,,,,,,
638,PT06M58.00S,2022-03-08T03:14:43.7Z,4,REGULAR,3pt,Jump Shot,[],1629833,18.610381077529567,91.17647058823529,1610612757,103,68,2022-03-08T03:14:48Z,6240000,-206.0,122.0,1,left,MISS K. Blevins 3PT,[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,Missed,,,23.95,,,,,,,,,,,,
639,PT06M54.00S,2022-03-08T03:14:47.7Z,4,REGULAR,rebound,defensive,[],1629675,,,1610612750,103,68,2022-03-08T03:14:48Z,6250000,,,0,,N. Reid REBOUND (Off:2 Def:6),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,638.0,,8.0,6.0,2.0,,,,,,,,,
640,PT06M48.00S,2022-03-08T03:14:52.8Z,4,REGULAR,3pt,Jump Shot,[],1629006,74.19513797634691,13.725490196078432,1610612750,103,68,2022-03-08T03:14:59Z,6260000,-181.0,190.0,1,right,MISS J. Okogie 26' 3PT,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,Missed,,,26.28,,,,,,,,,,,,
641,PT06M46.00S,2022-03-08T03:14:55.1Z,4,REGULAR,rebound,offensive,[],1630233,,,1610612750,103,68,2022-03-08T03:14:55Z,6270000,,,0,,N. Knight REBOUND (Off:1 Def:2),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,640.0,,3.0,2.0,1.0,,,,,,,,,
642,PT06M34.00S,2022-03-08T03:15:07.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630195,92.59198423127464,93.87254901960785,1610612750,103,68,2022-03-08T03:15:18Z,6280000,219.0,17.0,1,right,MISS L. Bolmaro 3PT,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,Missed,,,22.01,,,,,,,,,,,,
643,PT06M31.00S,2022-03-08T03:15:10.4Z,4,REGULAR,rebound,defensive,[],1630553,,,1610612757,103,68,2022-03-08T03:15:18Z,6290000,,,0,,K. Johnson REBOUND (Off:2 Def:3),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,642.0,,5.0,3.0,2.0,,,,,,,,,
644,PT06M26.00S,2022-03-08T03:15:15.9Z,4,REGULAR,turnover,bad pass,[],1629234,,,1610612757,103,68,2022-03-08T03:15:24Z,6300000,,,0,,D. Eubanks bad pass TURNOVER (1 TO),"[1629234, 1630233]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,1.0,Knight,1630233.0,
645,PT06M26.00S,2022-03-08T03:15:15.9Z,4,REGULAR,steal,,[],1630233,,,1610612750,103,68,2022-03-08T03:15:18Z,6310000,,,0,,N. Knight STEAL (1 STL),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT06M24.00S,2022-03-08T03:15:21.6Z,4,REGULAR,foul,personal,[],1630190,,,1610612750,103,68,2022-03-08T03:15:29Z,6320000,,,0,,E. Hughes take personal FOUL (3 PF),"[1630190, 1630233]",1610612757.0,POR,take,,,Hughes,E. Hughes,,,,,2002.0,3.0,0.0,Knight,1630233.0,,,,,,,,,,,,,,,,
648,PT06M24.00S,2022-03-08T03:15:30.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,103,68,2022-03-08T03:15:30Z,6340000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT06M24.00S,2022-03-08T03:17:48.8Z,4,REGULAR,substitution,out,[],1629234,,,1610612750,103,68,2022-03-08T03:18:08Z,6350000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT06M24.00S,2022-03-08T03:17:48.8Z,4,REGULAR,substitution,out,[],1629604,,,1610612750,103,68,2022-03-08T03:18:08Z,6360000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT06M24.00S,2022-03-08T03:17:48.8Z,4,REGULAR,substitution,out,[],1630190,,,1610612750,103,68,2022-03-08T03:18:08Z,6370000,,,0,,SUB out: E. Hughes,[1630190],1610612757.0,POR,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT06M24.00S,2022-03-08T03:17:48.8Z,4,REGULAR,substitution,in,[],1630570,,,1610612750,103,68,2022-03-08T03:18:08Z,6380000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT06M24.00S,2022-03-08T03:17:48.8Z,4,REGULAR,substitution,in,[],1630535,,,1610612750,103,68,2022-03-08T03:18:08Z,6390000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT06M24.00S,2022-03-08T03:17:48.8Z,4,REGULAR,substitution,in,[],1630314,,,1610612750,103,68,2022-03-08T03:18:08Z,6400000,,,0,,SUB in: B. Williams,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT06M07.00S,2022-03-08T03:18:39.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629006,92.06636005256242,51.71568627450981,1610612750,105,68,2022-03-08T03:18:44Z,6410000,9.0,22.0,1,right,J. Okogie driving DUNK (7 PTS),[1629006],1610612750.0,MIN,driving,,,Okogie,J. Okogie,,,,,,,,,,Made,7.0,,2.37,,,,,,,,,,,,
659,PT05M46.00S,2022-03-08T03:19:01.5Z,4,REGULAR,foul,personal,['2freethrow'],1630233,,,1610612757,105,68,2022-03-08T03:19:09Z,6420000,,,0,,N. Knight shooting personal FOUL (1 PF) (Blevins 2 FT),"[1630233, 1629833]",1610612750.0,MIN,shooting,,,Knight,N. Knight,,,,,1628171.0,1.0,0.0,Blevins,1629833.0,,,,,,,,,,,,,,,,
661,PT05M46.00S,2022-03-08T03:19:25.5Z,4,REGULAR,freethrow,1 of 2,[],1629833,,,1610612757,105,69,2022-03-08T03:19:25Z,6440000,,,0,,K. Blevins Free Throw 1 of 2 (5 PTS),[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
662,PT05M46.00S,2022-03-08T03:19:25.5Z,4,REGULAR,freethrow,2 of 2,[],1629833,,,1610612757,105,69,2022-03-08T03:19:41Z,6450000,,,0,,MISS K. Blevins Free Throw 2 of 2,[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,Missed,,,,,,,,,,,,,,,
663,PT05M44.00S,2022-03-08T03:19:27.5Z,4,REGULAR,rebound,defensive,[],1627774,,,1610612750,105,69,2022-03-08T03:19:41Z,6460000,,,0,,J. Layman REBOUND (Off:2 Def:2),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,662.0,,4.0,2.0,2.0,,,,,,,,,
664,PT05M28.00S,2022-03-08T03:19:55.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630195,93.77463863337714,48.28431372549019,1610612750,105,69,2022-03-08T03:20:04Z,6470000,-9.0,6.0,1,right,MISS L. Bolmaro reverse Layup,[1630195],1610612750.0,MIN,reverse,,,Bolmaro,L. Bolmaro,,,,,,,,,,Missed,,,1.05,,,,,,,,,,,,
665,PT05M26.00S,2022-03-08T03:19:57.4Z,4,REGULAR,rebound,defensive,[],1630553,,,1610612757,105,69,2022-03-08T03:20:04Z,6480000,,,0,,K. Johnson REBOUND (Off:2 Def:4),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,664.0,,6.0,4.0,2.0,,,,,,,,,
666,PT05M24.00S,2022-03-08T03:20:01.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630195,,,1610612757,105,69,2022-03-08T03:20:06Z,6490000,,,0,,L. Bolmaro personal FOUL (1 PF) (Johnson 2 FT),"[1630195, 1630553]",1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,1662.0,1.0,0.0,Johnson,1630553.0,,,,,,,,,,,,,,,,
668,PT05M24.00S,2022-03-08T03:20:29.0Z,4,REGULAR,freethrow,1 of 2,[],1630553,,,1610612757,105,70,2022-03-08T03:20:29Z,6510000,,,0,,K. Johnson Free Throw 1 of 2 (13 PTS),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
669,PT05M24.00S,2022-03-08T03:20:44.6Z,4,REGULAR,freethrow,2 of 2,[],1630553,,,1610612757,105,71,2022-03-08T03:20:44Z,6520000,,,0,,K. Johnson Free Throw 2 of 2 (14 PTS),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
670,PT05M16.00S,2022-03-08T03:20:55.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,91.27792378449409,49.754901960784316,1610612750,107,71,2022-03-08T03:21:03Z,6530000,-1.0,29.0,1,right,N. Reid Layup (8 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Made,8.0,,2.95,,,,,,,,,,,,
671,PT05M16.00S,2022-03-08T03:21:00.0Z,4,REGULAR,foul,personal,['1freethrow'],1630535,,,1610612750,107,71,2022-03-08T03:21:08Z,6540000,,,0,,G. Brown III shooting personal FOUL (5 PF) (Reid 1 FT),"[1630535, 1629675]",1610612757.0,POR,shooting,,,Brown III,G. Brown III,,,,,1628171.0,5.0,1.0,Reid,1629675.0,,,,,,,,,,,,,,,,
673,PT05M16.00S,2022-03-08T03:21:17.4Z,4,REGULAR,freethrow,1 of 1,[],1629675,,,1610612750,107,71,2022-03-08T03:21:17Z,6560000,,,0,,MISS N. Reid Free Throw 1 of 1,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Missed,,,,,,,,,,,,,,,
674,PT05M13.00S,2022-03-08T03:21:20.4Z,4,REGULAR,rebound,defensive,[],1630553,,,1610612757,107,71,2022-03-08T03:21:20Z,6570000,,,0,,K. Johnson REBOUND (Off:2 Def:5),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,673.0,,7.0,5.0,2.0,,,,,,,,,
675,PT05M07.00S,2022-03-08T03:21:25.9Z,4,REGULAR,turnover,lost ball,[],1630314,,,1610612757,107,71,2022-03-08T03:21:34Z,6580000,,,0,,B. Williams lost ball TURNOVER (4 TO),"[1630314, 1629006]",1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,4.0,Okogie,1629006.0,
676,PT05M07.00S,2022-03-08T03:21:25.9Z,4,REGULAR,steal,,[],1629006,,,1610612750,107,71,2022-03-08T03:21:28Z,6590000,,,0,,J. Okogie STEAL (2 STL),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT05M02.00S,2022-03-08T03:21:30.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629006,93.9060446780552,49.754901960784316,1610612750,109,71,2022-03-08T03:21:41Z,6600000,-1.0,5.0,1,right,J. Okogie running DUNK (9 PTS) (L. Bolmaro 1 AST),"[1629006, 1630195]",1610612750.0,MIN,running,,,Okogie,J. Okogie,,,,,,,,,,Made,9.0,,0.49,,,,L. Bolmaro,1630195.0,1.0,,,,,,
679,PT04M45.00S,2022-03-08T03:21:47.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630553,18.347568988173457,53.18627450980392,1610612757,109,71,2022-03-08T03:25:19Z,6620000,-16.0,120.0,1,left,MISS K. Johnson 12' floating Shot,[1630553],1610612757.0,POR,floating,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,12.1,,,,,,,,,,,,
680,PT04M44.00S,2022-03-08T03:21:48.1Z,4,REGULAR,rebound,defensive,[],1629675,,,1610612750,109,71,2022-03-08T03:22:46Z,6630000,,,0,,N. Reid REBOUND (Off:2 Def:7),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,679.0,,9.0,7.0,2.0,,,,,,,,,
681,PT04M24.00S,2022-03-08T03:22:11.6Z,4,REGULAR,foul,personal,['2freethrow'],1629833,,,1610612750,109,71,2022-03-08T03:22:18Z,6640000,,,0,,K. Blevins shooting personal FOUL (1 PF) (Reid 2 FT),"[1629833, 1629675]",1610612757.0,POR,shooting,,,Blevins,K. Blevins,,,,,2002.0,1.0,0.0,Reid,1629675.0,,,,,,,,,,,,,,,,
683,PT04M24.00S,2022-03-08T03:22:36.2Z,4,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,110,71,2022-03-08T03:22:36Z,6660000,,,0,,N. Reid Free Throw 1 of 2 (9 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
684,PT04M24.00S,2022-03-08T03:22:49.6Z,4,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,111,71,2022-03-08T03:22:49Z,6670000,,,0,,N. Reid Free Throw 2 of 2 (10 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
685,PT04M14.00S,2022-03-08T03:23:00.6Z,4,REGULAR,3pt,Jump Shot,[],1630553,31.225361366622867,43.13725490196079,1610612757,111,71,2022-03-08T03:23:06Z,6680000,34.0,241.0,1,left,MISS K. Johnson 24' 3PT,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,24.34,,,,,,,,,,,,
686,PT04M11.00S,2022-03-08T03:23:03.6Z,4,REGULAR,rebound,defensive,[],1627774,,,1610612750,111,71,2022-03-08T03:23:06Z,6690000,,,0,,J. Layman REBOUND (Off:2 Def:3),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,685.0,,5.0,3.0,2.0,,,,,,,,,
687,PT04M04.00S,2022-03-08T03:23:10.5Z,4,REGULAR,3pt,Jump Shot,[],1627774,69.07030223390277,32.35294117647059,1610612750,111,71,2022-03-08T03:23:15Z,6700000,-88.0,238.0,1,right,MISS J. Layman 25' pullup 3PT,[1627774],1610612750.0,MIN,pullup,,,Layman,J. Layman,,,,,,,,,,Missed,,,25.4,,,,,,,,,,,,
688,PT04M01.00S,2022-03-08T03:23:13.5Z,4,REGULAR,rebound,defensive,[],1630570,,,1610612757,111,71,2022-03-08T03:23:15Z,6710000,,,0,,T. Watford REBOUND (Off:2 Def:5),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,687.0,,7.0,5.0,2.0,,,,,,,,,
689,PT03M53.00S,2022-03-08T03:23:22.2Z,4,REGULAR,3pt,Jump Shot,[],1630314,25.706307490144546,81.12745098039215,1610612757,111,71,2022-03-08T03:23:27Z,6720000,-156.0,189.0,1,left,MISS B. Williams 24' 3PT,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,Missed,,,24.49,,,,,,,,,,,,
690,PT03M48.00S,2022-03-08T03:23:27.2Z,4,REGULAR,rebound,defensive,[],1630195,,,1610612750,111,71,2022-03-08T03:23:27Z,6730000,,,0,,L. Bolmaro REBOUND (Off:0 Def:1),[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,689.0,,1.0,1.0,0.0,,,,,,,,,
691,PT03M41.00S,2022-03-08T03:23:33.9Z,4,REGULAR,3pt,Jump Shot,[],1629675,67.88764783180025,51.470588235294116,1610612750,114,71,2022-03-08T03:23:38Z,6740000,7.0,249.0,1,right,N. Reid 24' 3PT step back (13 PTS),[1629675],1610612750.0,MIN,step back,,,Reid,N. Reid,,,,,,,,,,Made,13.0,,24.95,,,,,,,,,,,,
692,PT03M28.00S,2022-03-08T03:23:47.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,11.12023653088042,50.49019607843137,1610612757,114,71,2022-03-08T03:23:59Z,6750000,-2.0,52.0,1,left,MISS T. Watford driving Layup,[1630570],1610612757.0,POR,driving,,,Watford,T. Watford,,,,,,,,,,Missed,,,5.21,,,,,,,,,,,,
693,PT03M26.00S,2022-03-08T03:23:49.2Z,4,REGULAR,rebound,defensive,[],1627774,,,1610612750,114,71,2022-03-08T03:23:59Z,6760000,,,0,,J. Layman REBOUND (Off:2 Def:4),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,692.0,,6.0,4.0,2.0,,,,,,,,,
694,PT03M23.00S,2022-03-08T03:23:53.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629833,,,1610612750,114,71,2022-03-08T03:24:02Z,6770000,,,0,,K. Blevins shooting personal FOUL (2 PF) (Layman 2 FT),"[1629833, 1627774]",1610612757.0,POR,shooting,,,Blevins,K. Blevins,,,,,1662.0,2.0,0.0,Layman,1627774.0,,,,,,,,,,,,,,,,
696,PT03M23.00S,2022-03-08T03:24:13.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1627774,,,1610612750,115,71,2022-03-08T03:24:13Z,6790000,,,0,,J. Layman Free Throw 1 of 2 (3 PTS),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
697,PT03M23.00S,2022-03-08T03:24:29.6Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1627774,,,1610612750,116,71,2022-03-08T03:24:29Z,6800000,,,0,,J. Layman Free Throw 2 of 2 (4 PTS),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
698,PT03M16.00S,2022-03-08T03:24:42.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630195,,,1610612757,116,71,2022-03-08T03:24:55Z,6810000,,,0,,L. Bolmaro personal FOUL (2 PF) (Williams 2 FT),"[1630195, 1630314]",1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,2002.0,2.0,0.0,Williams,1630314.0,,,,,,,,,,,,,,,,
700,PT03M16.00S,2022-03-08T03:25:06.4Z,4,REGULAR,freethrow,1 of 2,[],1630314,,,1610612757,116,71,2022-03-08T03:25:32Z,6830000,,,0,,MISS B. Williams Free Throw 1 of 2,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,Missed,,,,,,,,,,,,,,,
701,PT03M16.00S,2022-03-08T03:25:06.4Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,116,71,2022-03-08T03:25:32Z,6840000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,
702,PT03M16.00S,2022-03-08T03:25:06.4Z,4,REGULAR,freethrow,2 of 2,[],1630314,,,1610612757,116,71,2022-03-08T03:25:32Z,6850000,,,0,,MISS B. Williams Free Throw 2 of 2,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,Missed,,,,,,,,,,,,,,,
703,PT03M14.00S,2022-03-08T03:25:08.4Z,4,REGULAR,rebound,defensive,[],1629675,,,1610612750,116,71,2022-03-08T03:25:32Z,6860000,,,0,,N. Reid REBOUND (Off:2 Def:8),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,702.0,,10.0,8.0,2.0,,,,,,,,,
