actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
358,PT08M10.00S,2021-11-30T02:25:44.9Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,54,60,2021-11-30T02:25:47Z,3560000,,,0,,D. Sabonis REBOUND (Off:3 Def:14),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,357.0,17.0,14.0,3.0,,,,,,,,,,,,,,,
359,PT08M01.00S,2021-11-30T02:25:54.4Z,3,REGULAR,3pt,Jump Shot,[],1627747,22.158344283837057,87.25490196078431,1610612754,54,63,2021-11-30T02:25:59Z,3570000,-186.0,156.0,1,left,C. LeVert 24' 3PT  (7 PTS) (J. Holiday 2 AST),"[1627747, 203200]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,24.29,Made,,,,,,,,,,,,,7.0,J. Holiday,203200.0,2.0,,,
361,PT07M47.00S,2021-11-30T02:26:07.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,93.38042049934296,47.549019607843135,1610612750,54,63,2021-11-30T02:26:14Z,3590000,-12.0,10.0,1,right,MISS J. Okogie reverse Layup - blocked,"[1629006, 203200]",1610612750.0,MIN,reverse,,,Okogie,J. Okogie,,,,,1.57,Missed,,,,,,,,,,,,,,,,,Holiday,203200.0,
362,PT07M47.00S,2021-11-30T02:26:07.4Z,3,REGULAR,block,,[],203200,,,1610612750,54,63,2021-11-30T02:26:09Z,3600000,,,0,,J. Holiday BLOCK (1 BLK),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT07M45.00S,2021-11-30T02:26:09.4Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612754,54,63,2021-11-30T02:26:14Z,3610000,,,0,,C. LeVert REBOUND (Off:2 Def:2),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,361.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
364,PT07M37.00S,2021-11-30T02:26:18.6Z,3,REGULAR,3pt,Jump Shot,[],1627734,8.09789750328515,95.34313725490196,1610612754,54,63,2021-11-30T02:26:23Z,3620000,-227.0,24.0,1,left,MISS D. Sabonis 3PT,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,,
365,PT07M33.00S,2021-11-30T02:26:22.6Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612750,54,63,2021-11-30T02:26:23Z,3630000,,,0,,T. Prince REBOUND (Off:1 Def:3),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,364.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
366,PT07M24.00S,2021-11-30T02:26:34.5Z,3,REGULAR,foul,personal,['2freethrow'],1627763,,,1610612750,54,63,2021-11-30T02:26:40Z,3640000,,,0,,M. Brogdon shooting personal FOUL (1 PF) (Towns 2 FT),"[1627763, 1626157]",1610612754.0,IND,shooting,,,Brogdon,M. Brogdon,,,,,,,,,,,202037.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,
368,PT07M24.00S,2021-11-30T02:27:01.0Z,3,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,54,63,2021-11-30T02:27:01Z,3660000,,,0,,MISS K. Towns Free Throw 1 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Missed,,,,,,,,,,,,,,,,,,,
369,PT07M24.00S,2021-11-30T02:27:01.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,54,63,2021-11-30T02:27:01Z,3670000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,368.0,,,,,,,,,,,,,,,,,,
370,PT07M24.00S,2021-11-30T02:27:01.6Z,3,REGULAR,substitution,out,[],204456,,,1610612750,54,63,2021-11-30T02:27:11Z,3680000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT07M24.00S,2021-11-30T02:27:01.6Z,3,REGULAR,substitution,in,[],1630537,,,1610612750,54,63,2021-11-30T02:27:11Z,3690000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT07M24.00S,2021-11-30T02:27:23.4Z,3,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,55,63,2021-11-30T02:27:23Z,3700000,,,0,,K. Towns Free Throw 2 of 2 (21 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,,,,,,,21.0,,,,,,
373,PT07M04.00S,2021-11-30T02:27:44.8Z,3,REGULAR,3pt,Jump Shot,[],1627747,30.831143232588698,65.93137254901961,1610612754,55,63,2021-11-30T02:27:54Z,3710000,-80.0,237.0,1,left,MISS C. LeVert 25' 3PT,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,,
374,PT07M02.00S,2021-11-30T02:27:46.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,55,63,2021-11-30T02:27:54Z,3720000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,373.0,,,,,,,,,,,,,,,,,,
375,PT07M02.00S,2021-11-30T02:27:50.2Z,3,REGULAR,foul,personal,[],1626157,,,1610612754,55,63,2021-11-30T02:27:58Z,3730000,,,0,,K. Towns loose ball personal FOUL (2 PF),"[1626157, 1627734]",1610612750.0,MIN,loose ball,,,Towns,K. Towns,,,,,,,,,,,202037.0,2.0,0.0,Sabonis,1627734.0,,,,,,,,,,
377,PT06M55.00S,2021-11-30T02:28:19.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203200,19.267411300919843,43.627450980392155,1610612754,55,63,2021-11-30T02:28:25Z,3750000,32.0,129.0,1,left,MISS J. Holiday 13' pullup Shot,[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,13.25,Missed,,,,,,,,,,,,,,,,,,,
378,PT06M53.00S,2021-11-30T02:28:21.9Z,3,REGULAR,rebound,defensive,[],1626156,,,1610612750,55,63,2021-11-30T02:28:25Z,3760000,,,0,,D. Russell REBOUND (Off:1 Def:4),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,377.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
379,PT06M47.00S,2021-11-30T02:28:27.7Z,3,REGULAR,3pt,Jump Shot,[],1626156,68.80749014454665,37.00980392156863,1610612750,58,63,2021-11-30T02:28:33Z,3770000,-65.0,241.0,1,right,D. Russell 24' 3PT  (15 PTS) (J. Okogie 4 AST),"[1626156, 1629006]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,24.93,Made,,,,,,,,,,,,,15.0,J. Okogie,1629006.0,4.0,,,
381,PT06M34.00S,2021-11-30T02:28:40.5Z,3,REGULAR,3pt,Jump Shot,[],1627734,24.26084099868594,83.57843137254902,1610612754,58,63,2021-11-30T02:28:45Z,3790000,-168.0,176.0,1,left,MISS D. Sabonis 24' 3PT,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,24.3,Missed,,,,,,,,,,,,,,,,,,,
382,PT06M32.00S,2021-11-30T02:28:42.5Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,58,63,2021-11-30T02:28:45Z,3800000,,,0,,A. Edwards REBOUND (Off:1 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,381.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
383,PT06M22.00S,2021-11-30T02:28:54.6Z,3,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612750,58,63,2021-11-30T02:29:12Z,3810000,,,0,,D. Sabonis shooting personal FOUL (3 PF) (Edwards 2 FT),"[1627734, 1630162]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,202037.0,3.0,0.0,Edwards,1630162.0,,,,,,,,,,
385,PT06M22.00S,2021-11-30T02:29:21.2Z,3,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,58,63,2021-11-30T02:29:21Z,3830000,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Missed,,,,,,,,,,,,,,,,,,,
386,PT06M22.00S,2021-11-30T02:29:21.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,58,63,2021-11-30T02:29:21Z,3840000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,385.0,,,,,,,,,,,,,,,,,,
387,PT06M22.00S,2021-11-30T02:29:22.1Z,3,REGULAR,substitution,out,[],203200,,,1610612750,58,63,2021-11-30T02:29:26Z,3850000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M22.00S,2021-11-30T02:29:22.1Z,3,REGULAR,substitution,in,[],1629103,,,1610612750,58,63,2021-11-30T02:29:26Z,3860000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M22.00S,2021-11-30T02:29:30.2Z,3,REGULAR,substitution,out,[],1629006,,,1610612750,58,63,2021-11-30T02:29:38Z,3870000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M22.00S,2021-11-30T02:29:30.2Z,3,REGULAR,substitution,in,[],1629675,,,1610612750,58,63,2021-11-30T02:29:38Z,3880000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M22.00S,2021-11-30T02:29:47.6Z,3,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,59,63,2021-11-30T02:29:47Z,3890000,,,0,,A. Edwards Free Throw 2 of 2 (9 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,,,,,,,,,,,,,9.0,,,,,,
392,PT06M13.00S,2021-11-30T02:29:59.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,8.754927726675426,53.92156862745098,1610612754,59,63,2021-11-30T02:30:07Z,3900000,-20.0,30.0,1,left,MISS M. Brogdon driving Layup - blocked,"[1627763, 1629675]",1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,3.57,Missed,,,,,,,,,,,,,,,,,Reid,1629675.0,
393,PT06M13.00S,2021-11-30T02:29:59.0Z,3,REGULAR,block,,[],1629675,,,1610612754,59,63,2021-11-30T02:30:01Z,3910000,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M13.00S,2021-11-30T02:29:59.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,59,63,2021-11-30T02:30:07Z,3920000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,392.0,,,,,,,,,,,,,,,,,,
395,PT06M13.00S,2021-11-30T02:30:05.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,59,63,2021-11-30T02:30:05Z,3930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M09.00S,2021-11-30T02:30:15.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,6.258212877792378,95.34313725490196,1610612754,59,63,2021-11-30T02:30:23Z,3940000,-227.0,6.0,1,left,MISS C. LeVert step back 3PT,[1627747],1610612754.0,IND,step back,,,LeVert,C. LeVert,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,,
397,PT06M06.00S,2021-11-30T02:30:18.2Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612754,59,63,2021-11-30T02:30:23Z,3950000,,,0,,D. Sabonis REBOUND (Off:4 Def:14),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,396.0,18.0,14.0,4.0,,,,,,,,,,,,,,,
398,PT06M06.00S,2021-11-30T02:30:20.1Z,3,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612754,59,63,2021-11-30T02:30:31Z,3960000,,,0,,K. Towns shooting personal FOUL (3 PF) (Sabonis 2 FT),"[1626157, 1627734]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,,,,,,,2715.0,3.0,0.0,Sabonis,1627734.0,,,,,,,,,,
400,PT06M06.00S,2021-11-30T02:30:49.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627734,,,1610612754,59,64,2021-11-30T02:30:49Z,3980000,,,0,,D. Sabonis Free Throw 1 of 2 (12 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,,,,,,12.0,,,,,,
401,PT06M06.00S,2021-11-30T02:31:06.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627734,,,1610612754,59,65,2021-11-30T02:31:06Z,3990000,,,0,,D. Sabonis Free Throw 2 of 2 (13 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,,,,,,13.0,,,,,,
402,PT05M52.00S,2021-11-30T02:31:21.9Z,3,REGULAR,3pt,Jump Shot,[],1626156,70.90998685939553,25.98039215686275,1610612750,59,65,2021-11-30T02:31:26Z,4000000,-120.0,221.0,1,right,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
403,PT05M49.00S,2021-11-30T02:31:24.9Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612754,59,65,2021-11-30T02:31:26Z,4010000,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,402.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
404,PT05M45.00S,2021-11-30T02:31:29.7Z,3,REGULAR,foul,offensive,[],1627734,,,1610612754,59,65,2021-11-30T02:31:40Z,4020000,,,0,,D. Sabonis charge offensive FOUL (4 PF),"[1627734, 1627752]",1610612754.0,IND,charge,,,Sabonis,D. Sabonis,,,,,,,,,,,202037.0,4.0,0.0,Prince,1627752.0,,,,,,,,,,
406,PT05M45.00S,2021-11-30T02:31:29.7Z,3,REGULAR,turnover,offensive foul,[],1627734,,,1610612754,59,65,2021-11-30T02:31:29Z,4040000,,,0,,D. Sabonis offensive foul TURNOVER (3 TO),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,202037.0,,,,,3.0,,,,,,,,,
407,PT05M45.00S,2021-11-30T02:31:41.0Z,3,REGULAR,substitution,out,[],1627734,,,1610612750,59,65,2021-11-30T02:31:48Z,4050000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M45.00S,2021-11-30T02:31:41.0Z,3,REGULAR,substitution,in,[],1629048,,,1610612750,59,65,2021-11-30T02:31:48Z,4060000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M35.00S,2021-11-30T02:32:03.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626157,88.38699080157687,31.372549019607842,1610612750,61,65,2021-11-30T02:32:14Z,4070000,-93.0,57.0,1,right,K. Towns 10' floating Jump Shot (23 PTS) (D. Russell 8 AST),"[1626157, 1626156]",1610612750.0,MIN,floating,,,Towns,K. Towns,,,,,10.9,Made,,,,,,,,,,,,,23.0,D. Russell,1626156.0,8.0,,,
411,PT05M14.00S,2021-11-30T02:32:24.1Z,3,REGULAR,3pt,Jump Shot,[],1629103,29.122864651773984,25.49019607843137,1610612754,61,65,2021-11-30T02:32:31Z,4090000,123.0,221.0,1,left,MISS K. Martin 25' step back 3PT,[1629103],1610612754.0,IND,step back,,,Martin,K. Martin,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
412,PT05M13.00S,2021-11-30T02:32:25.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,61,65,2021-11-30T02:32:31Z,4100000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,411.0,,,,,,,,,,,,,,,,,,
413,PT05M13.00S,2021-11-30T02:32:29.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612754,61,65,2021-11-30T02:32:50Z,4110000,,,0,,N. Reid loose ball personal FOUL (1 PF) (Bitadze 2 FT),"[1629675, 1629048]",1610612750.0,MIN,loose ball,,,Reid,N. Reid,,,,,,,,,,,1627964.0,1.0,0.0,Bitadze,1629048.0,,,,,,,,,,
415,PT05M13.00S,2021-11-30T02:33:03.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629048,,,1610612754,61,65,2021-11-30T02:33:03Z,4130000,,,0,,MISS G. Bitadze Free Throw 1 of 2,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,Missed,,,,,,,,,,,,,,,,,,,
416,PT05M13.00S,2021-11-30T02:33:03.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,61,65,2021-11-30T02:33:03Z,4140000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,415.0,,,,,,,,,,,,,,,,,,
417,PT05M13.00S,2021-11-30T02:33:04.3Z,3,REGULAR,substitution,out,[],1626156,,,1610612754,61,65,2021-11-30T02:33:15Z,4150000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M13.00S,2021-11-30T02:33:04.3Z,3,REGULAR,substitution,out,[],1627747,,,1610612754,61,65,2021-11-30T02:33:15Z,4160000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M13.00S,2021-11-30T02:33:04.3Z,3,REGULAR,substitution,in,[],1630195,,,1610612754,61,65,2021-11-30T02:33:15Z,4170000,,,0,,SUB in: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M13.00S,2021-11-30T02:33:04.3Z,3,REGULAR,substitution,in,[],204456,,,1610612754,61,65,2021-11-30T02:33:15Z,4180000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M13.00S,2021-11-30T02:33:21.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629048,,,1610612754,61,66,2021-11-30T02:33:21Z,4190000,,,0,,G. Bitadze Free Throw 2 of 2 (1 PTS),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,Made,,,,,,,,,,,,,1.0,,,,,,
422,PT04M57.00S,2021-11-30T02:33:40.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.85479632063075,45.83333333333333,1610612750,63,66,2021-11-30T02:33:47Z,4200000,-21.0,15.0,1,right,K. Towns Layup (25 PTS) (A. Edwards 4 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,2.55,Made,,,,,,,,,,,,,25.0,A. Edwards,1630162.0,4.0,,,
424,PT04M36.00S,2021-11-30T02:34:03.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630162,,,1610612754,63,66,2021-11-30T02:34:22Z,4220000,,,0,,A. Edwards personal FOUL (2 PF) (Brogdon 2 FT),"[1630162, 1627763]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,1627964.0,2.0,0.0,Brogdon,1627763.0,,,,,,,,,,
426,PT04M36.00S,2021-11-30T02:34:31.8Z,3,REGULAR,freethrow,1 of 2,[],1627763,,,1610612754,63,67,2021-11-30T02:34:31Z,4240000,,,0,,M. Brogdon Free Throw 1 of 2 (13 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,,,,,,,,,,,,,13.0,,,,,,
427,PT04M36.00S,2021-11-30T02:34:32.4Z,3,REGULAR,substitution,out,[],1627752,,,1610612754,63,67,2021-11-30T02:34:44Z,4250000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M36.00S,2021-11-30T02:34:32.4Z,3,REGULAR,substitution,in,[],1627736,,,1610612754,63,67,2021-11-30T02:34:44Z,4260000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M36.00S,2021-11-30T02:34:48.0Z,3,REGULAR,freethrow,2 of 2,[],1627763,,,1610612754,63,68,2021-11-30T02:34:48Z,4270000,,,0,,M. Brogdon Free Throw 2 of 2 (14 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,,,,,,,,,,,,,14.0,,,,,,
430,PT04M24.00S,2021-11-30T02:35:01.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,89.30683311432325,53.18627450980392,1610612750,63,68,2021-11-30T02:35:06Z,4280000,16.0,48.0,1,right,MISS A. Edwards driving Layup - blocked,"[1630162, 1629048]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,5.06,Missed,,,,,,,,,,,,,,,,,Bitadze,1629048.0,
431,PT04M24.00S,2021-11-30T02:35:01.0Z,3,REGULAR,block,,[],1629048,,,1610612750,63,68,2021-11-30T02:35:03Z,4290000,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M23.00S,2021-11-30T02:35:02.0Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612754,63,68,2021-11-30T02:35:52Z,4300000,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,430.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
433,PT04M16.00S,2021-11-30T02:35:09.1Z,3,REGULAR,3pt,Jump Shot,[],1630537,30.436925098554536,29.901960784313726,1610612754,63,68,2021-11-30T02:35:55Z,4310000,100.0,234.0,1,left,MISS C. Duarte 25' 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
434,PT04M11.00S,2021-11-30T02:35:14.1Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,63,68,2021-11-30T02:35:21Z,4320000,,,0,,A. Edwards REBOUND (Off:1 Def:6),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,433.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
435,PT04M08.00S,2021-11-30T02:35:16.8Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1626157,92.72339027595268,50.245098039215684,1610612750,65,68,2021-11-30T02:36:21Z,4330000,1.0,16.0,1,right,K. Towns running alley-oop DUNK (27 PTS) (A. Edwards 5 AST),"[1626157, 1630162]",1610612750.0,MIN,running alley-oop,,,Towns,K. Towns,,,,,1.59,Made,,,,,,,,,,,,,27.0,A. Edwards,1630162.0,5.0,,,
437,PT04M00.00S,2021-11-30T02:35:27.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630195,,,1610612754,65,68,2021-11-30T02:35:37Z,4350000,,,0,,L. Bolmaro shooting personal FOUL (1 PF) (Brogdon 2 FT),"[1630195, 1627763]",1610612750.0,MIN,shooting,,,Bolmaro,L. Bolmaro,,,,,,,,,,,2715.0,1.0,0.0,Brogdon,1627763.0,,,,,,,,,,
439,PT04M00.00S,2021-11-30T02:35:50.3Z,3,REGULAR,freethrow,1 of 2,[],1627763,,,1610612754,65,68,2021-11-30T02:35:50Z,4370000,,,0,,MISS M. Brogdon Free Throw 1 of 2,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Missed,,,,,,,,,,,,,,,,,,,
440,PT04M00.00S,2021-11-30T02:35:50.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,65,68,2021-11-30T02:35:50Z,4380000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,439.0,,,,,,,,,,,,,,,,,,
441,PT04M00.00S,2021-11-30T02:36:05.6Z,3,REGULAR,freethrow,2 of 2,[],1627763,,,1610612754,65,69,2021-11-30T02:36:05Z,4390000,,,0,,M. Brogdon Free Throw 2 of 2 (15 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,,,,,,,,,,,,,15.0,,,,,,
442,PT03M49.00S,2021-11-30T02:36:18.6Z,3,REGULAR,3pt,Jump Shot,[],1630162,68.41327201051249,61.51960784313726,1610612750,68,69,2021-11-30T02:36:24Z,4400000,58.0,244.0,1,right,A. Edwards 25' 3PT pullup (12 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,25.11,Made,,,,,,,,,,,,,12.0,,,,,,
443,PT03M32.00S,2021-11-30T02:36:35.0Z,3,REGULAR,turnover,bad pass,[],1629103,,,1610612754,68,69,2021-11-30T02:36:39Z,4410000,,,0,,K. Martin bad pass TURNOVER (2 TO),"[1629103, 1630162]",1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,2.0,Edwards,1630162.0,,,,,,,
444,PT03M32.00S,2021-11-30T02:36:35.0Z,3,REGULAR,steal,,[],1630162,,,1610612750,68,69,2021-11-30T02:36:36Z,4420000,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M22.00S,2021-11-30T02:36:44.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,87.72996057818659,95.34313725490196,1610612750,68,69,2021-11-30T02:37:00Z,4430000,227.0,63.0,1,right,MISS M. Beasley 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,23.52,Missed,,,,,,,,,,,,,,,,,,,
446,PT03M21.00S,2021-11-30T02:36:56.5Z,3,REGULAR,rebound,offensive,[],1630195,,,1610612750,68,69,2021-11-30T02:36:56Z,4440000,,,0,,L. Bolmaro REBOUND (Off:1 Def:4),[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,445.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
447,PT03M21.00S,2021-11-30T02:36:57.5Z,3,REGULAR,foul,personal,[],1629103,,,1610612750,68,69,2021-11-30T02:37:12Z,4450000,,,0,,K. Martin personal FOUL (1 PF),"[1629103, 1630195]",1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,1627964.0,1.0,0.0,Bolmaro,1630195.0,,,,,,,,,,
