actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
617,PT03M57.00S,2022-11-16T05:16:04.4Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629234,6.652431011826544,50.49019607843137,1610612757,106,106,2022-11-16T05:16:18Z,6110000,False,-2.0,10.0,1,left,D. Eubanks Hook (8 PTS) (D. Lillard 11 AST),"[1629234, 203081]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,1.03,Made,8.0,,,,,D. Lillard,203081.0,11.0,,,,,,,,
619,PT03M57.00S,2022-11-16T05:16:06.3Z,4,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612757,106,106,2022-11-16T05:16:12Z,6130000,False,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Eubanks 1 FT),"[1627751, 1629234]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2714.0,,,,,,,,,,,,,,,,3.0,0.0,Eubanks,1629234.0
621,PT03M57.00S,2022-11-16T05:16:29.3Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1629234,,,1610612757,107,106,2022-11-16T05:16:29Z,6150000,False,,,0,,D. Eubanks Free Throw 1 of 1 (9 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
622,PT03M38.00S,2022-11-16T05:16:49.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628966,83.39356110381078,36.51960784313725,1610612759,107,106,2022-11-16T05:17:02Z,6160000,False,-67.0,104.0,1,right,MISS K. Bates-Diop 12' turnaround Shot - blocked,"[1628966, 203081]",1610612759.0,SAS,turnaround,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),8-16 Left,,,12.36,Missed,,,,,,,,,,,Lillard,203081.0,,,,
623,PT03M38.00S,2022-11-16T05:16:49.3Z,4,REGULAR,block,,[],203081,,,1610612759,107,106,2022-11-16T05:16:51Z,6170000,False,,,0,,D. Lillard BLOCK (1 BLK),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
624,PT03M38.00S,2022-11-16T05:16:49.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612757,107,106,2022-11-16T05:17:02Z,6180000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,622.0,,,,,,,,,,,,,,
625,PT03M38.00S,2022-11-16T05:16:56.8Z,4,REGULAR,foul,personal,[],1628966,,,1610612757,107,106,2022-11-16T05:17:07Z,6190000,False,,,0,,K. Bates-Diop loose ball personal FOUL (1 PF),"[1628966, 203081]",1610612759.0,SAS,loose ball,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,16-24 Center,2714.0,,,,,,,,,,,,,,,,1.0,0.0,Lillard,203081.0
627,PT03M24.00S,2022-11-16T05:17:27.6Z,4,REGULAR,3pt,Jump Shot,[],203081,37.13863337713535,24.754901960784316,1610612757,110,106,2022-11-16T05:17:34Z,6210000,False,126.0,297.0,1,left,D. Lillard 32' 3PT  (22 PTS) (J. Grant 1 AST),"[203081, 203924]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,32.23,Made,22.0,,,,,J. Grant,203924.0,1.0,,,,,,,,
629,PT03M15.00S,2022-11-16T05:17:45.0Z,4,REGULAR,3pt,Jump Shot,[],1629640,79.45137976346912,8.088235294117647,1610612759,110,106,2022-11-16T05:17:52Z,6230000,False,-210.0,141.0,1,right,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,25.24,Missed,,,,,,,,,,,,,,,,
630,PT03M13.00S,2022-11-16T05:17:47.1Z,4,REGULAR,rebound,offensive,[],1628966,,,1610612759,110,106,2022-11-16T05:17:47Z,6240000,False,,,0,,K. Bates-Diop REBOUND (Off:3 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Left Center,,,,,,629.0,4.0,1.0,3.0,,,,,,,,,,,
633,PT03M13.00S,2022-11-16T05:17:57.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1628966,93.77463863337714,49.01960784313725,1610612759,110,108,2022-11-16T05:19:02Z,6270000,False,-5.0,6.0,1,right,K. Bates-Diop putback Layup (10 PTS),[1628966],1610612759.0,SAS,putback,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,0.77,Made,10.0,,,,,,,,,,,,,,,
634,PT03M13.00S,2022-11-16T05:18:23.3Z,4,REGULAR,violation,defensive goaltending,[],203924,,,1610612759,110,108,2022-11-16T05:19:02Z,6280000,False,,,0,,J. Grant defensive goaltending VIOLATION,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,1627519.0,,,,,,,,,,,,,,,,,,,
635,PT03M13.00S,2022-11-16T05:18:31.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612757,110,108,2022-11-16T05:18:31Z,6290000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M13.00S,2022-11-16T05:18:57.0Z,4,REGULAR,substitution,out,[],1630200,,,1610612757,110,108,2022-11-16T05:19:14Z,6300000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT03M13.00S,2022-11-16T05:18:57.0Z,4,REGULAR,substitution,in,[],1631110,,,1610612757,110,108,2022-11-16T05:19:14Z,6310000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT02M50.00S,2022-11-16T05:19:46.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,6.258212877792378,53.18627450980392,1610612757,110,108,2022-11-16T05:19:52Z,6320000,False,-16.0,6.0,1,left,MISS A. Simons driving Layup,[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,1.71,Missed,,,,,,,,,,,,,,,,
639,PT02M49.00S,2022-11-16T05:19:47.4Z,4,REGULAR,rebound,offensive,[],1629234,,,1610612757,110,108,2022-11-16T05:19:47Z,6330000,False,,,0,,D. Eubanks REBOUND (Off:3 Def:3),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,638.0,6.0,3.0,3.0,,,,,,,,,,,
640,PT02M48.00S,2022-11-16T05:19:48.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203081,36.61300919842313,20.588235294117645,1610612757,110,108,2022-11-16T05:19:56Z,6340000,False,147.0,292.0,1,left,MISS D. Lillard 32' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,32.67,Missed,,,,,,,,,,,,,,,,
641,PT02M44.00S,2022-11-16T05:19:52.8Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,110,108,2022-11-16T05:19:56Z,6350000,False,,,0,,J. Poeltl REBOUND (Off:5 Def:8),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,640.0,13.0,8.0,5.0,,,,,,,,,,,
642,PT02M32.00S,2022-11-16T05:20:06.4Z,4,REGULAR,turnover,out-of-bounds,[],1629640,,,1610612759,110,108,2022-11-16T05:20:14Z,6360000,False,,,0,,K. Johnson lost ball out-of-bounds TURNOVER (3 TO),[1629640],1610612759.0,SAS,lost ball,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,1627519.0,3.0,,,,,,,,,,,,,,,,,,
643,PT02M32.00S,2022-11-16T05:20:10.0Z,4,REGULAR,substitution,out,[],1628966,,,1610612757,110,108,2022-11-16T05:20:17Z,6370000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT02M32.00S,2022-11-16T05:20:10.0Z,4,REGULAR,substitution,in,[],1630200,,,1610612757,110,108,2022-11-16T05:20:17Z,6380000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT02M05.00S,2022-11-16T05:20:48.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,22.421156373193167,91.66666666666666,1610612757,113,108,2022-11-16T05:20:52Z,6390000,False,-208.0,158.0,1,left,A. Simons 26' 3PT step back (21 PTS),[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,26.16,Made,21.0,,,,,,,,,,,,,,,
646,PT01M54.00S,2022-11-16T05:20:59.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,84.44480946123521,41.66666666666667,1610612759,113,110,2022-11-16T05:21:04Z,6400000,False,-42.0,94.0,1,right,K. Johnson 10' driving floating Jump Shot (20 PTS) (T. Jones 10 AST),"[1629640, 1630200]",1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,10.26,Made,20.0,,,,,T. Jones,1630200.0,10.0,,,,,,,,
647,PT01M30.00S,2022-11-16T05:21:27.0Z,4,REGULAR,2pt,Jump Shot,[],203081,21.50131406044678,63.970588235294116,1610612757,113,110,2022-11-16T05:21:32Z,6410000,False,-70.0,150.0,1,left,MISS D. Lillard 16' fadeaway Shot,[203081],1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,,,16.51,Missed,,,,,,,,,,,,,,,,
648,PT01M28.00S,2022-11-16T05:21:29.0Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,113,110,2022-11-16T05:21:32Z,6420000,False,,,0,,J. Poeltl REBOUND (Off:5 Def:9),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Left Center,,,,,,647.0,14.0,9.0,5.0,,,,,,,,,,,
649,PT01M22.00S,2022-11-16T05:21:36.0Z,4,REGULAR,turnover,lost ball,[],1629640,,,1610612759,113,110,2022-11-16T05:21:39Z,6430000,False,,,0,,K. Johnson lost ball TURNOVER (4 TO),"[1629640, 1628404]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,4.0,,,,,,,,,,,Hart,1628404.0,,,,,,
650,PT01M22.00S,2022-11-16T05:21:36.0Z,4,REGULAR,steal,,[],1628404,,,1610612757,113,110,2022-11-16T05:21:37Z,6440000,False,,,0,,J. Hart STEAL (3 STL),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
651,PT01M21.00S,2022-11-16T05:21:38.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628404,6.389618922470433,49.26470588235294,1610612757,115,110,2022-11-16T05:21:44Z,6450000,False,4.0,8.0,1,left,J. Hart running DUNK (6 PTS),[1628404],1610612757.0,POR,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,0.85,Made,6.0,,,,,,,,,,,,,,,
652,PT01M09.00S,2022-11-16T05:21:51.6Z,4,REGULAR,3pt,Jump Shot,[],1630170,77.21747700394218,91.91176470588235,1610612759,115,110,2022-11-16T05:21:56Z,6460000,False,210.0,162.0,1,right,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,26.47,Missed,,,,,,,,,,,,,,,,
653,PT01M04.00S,2022-11-16T05:21:56.6Z,4,REGULAR,rebound,defensive,[],1629014,,,1610612757,115,110,2022-11-16T05:21:56Z,6470000,False,,,0,,A. Simons REBOUND (Off:1 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,652.0,2.0,1.0,1.0,,,,,,,,,,,
654,PT00M45.20S,2022-11-16T05:22:16.0Z,4,REGULAR,3pt,Jump Shot,[],203081,28.465834428383708,10.53921568627451,1610612757,115,110,2022-11-16T05:22:20Z,6480000,False,197.0,215.0,1,left,MISS D. Lillard 29' step back 3PT - blocked,"[203081, 1631110]",1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,29.19,Missed,,,,,,,,,,,Sochan,1631110.0,,,,
655,PT00M45.20S,2022-11-16T05:22:16.0Z,4,REGULAR,block,,[],1631110,,,1610612757,115,110,2022-11-16T05:22:18Z,6490000,False,,,0,,J. Sochan BLOCK (2 BLK),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
656,PT00M42.10S,2022-11-16T05:22:19.1Z,4,REGULAR,rebound,defensive,[],1630170,,,1610612759,115,110,2022-11-16T05:22:20Z,6500000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,,,654.0,2.0,2.0,0.0,,,,,,,,,,,
657,PT00M38.60S,2022-11-16T05:22:22.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630200,93.51182654402102,95.58823529411765,1610612759,115,110,2022-11-16T05:22:30Z,6510000,False,228.0,8.0,1,right,MISS T. Jones running 3PT,[1630200],1610612759.0,SAS,running,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,22.81,Missed,,,,,,,,,,,,,,,,
658,PT00M35.60S,2022-11-16T05:22:25.6Z,4,REGULAR,rebound,defensive,[],1629234,,,1610612757,115,110,2022-11-16T05:22:30Z,6520000,False,,,0,,D. Eubanks REBOUND (Off:3 Def:4),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Right Corner 3,24+ Right,,,,,,657.0,7.0,4.0,3.0,,,,,,,,,,,
659,PT00M28.70S,2022-11-16T05:22:36.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631110,,,1610612757,115,110,2022-11-16T05:22:48Z,6530000,False,,,0,,J. Sochan take personal FOUL (5 PF) (Simons 2 FT),"[1631110, 1629014]",1610612759.0,SAS,take,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,202053.0,,,,,,,,,,,,,,,,5.0,0.0,Simons,1629014.0
661,PT00M28.70S,2022-11-16T05:23:02.2Z,4,REGULAR,freethrow,1 of 2,[],1629014,,,1610612757,116,110,2022-11-16T05:23:02Z,6550000,False,,,0,,A. Simons Free Throw 1 of 2 (22 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
662,PT00M28.70S,2022-11-16T05:23:19.7Z,4,REGULAR,freethrow,2 of 2,[],1629014,,,1610612757,117,110,2022-11-16T05:23:19Z,6560000,False,,,0,,A. Simons Free Throw 2 of 2 (23 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
663,PT00M23.30S,2022-11-16T05:23:29.9Z,4,REGULAR,3pt,Jump Shot,[],1629640,64.60249671484888,76.47058823529412,1610612759,117,110,2022-11-16T05:23:34Z,6570000,False,132.0,280.0,1,right,MISS K. Johnson 30' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,30.99,Missed,,,,,,,,,,,,,,,,
664,PT00M20.90S,2022-11-16T05:23:32.3Z,4,REGULAR,rebound,defensive,[],1629014,,,1610612757,117,110,2022-11-16T05:23:32Z,6580000,False,,,0,,A. Simons REBOUND (Off:1 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,663.0,3.0,2.0,1.0,,,,,,,,,,,
665,PT00M00.00S,2022-11-16T05:23:54.6Z,4,REGULAR,period,end,[],0,,,1610612757,117,110,2022-11-16T05:23:54Z,6590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M00.00S,2022-11-16T05:24:16.6Z,4,REGULAR,game,end,[],0,,,0,117,110,2022-11-16T05:24:16Z,6600000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
