actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
271,PT04M54.00S,2022-10-27T02:56:58.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,94.40999984741211,50.0,1610612757,49,43,2022-10-27T02:56:58Z,2430000,0.0,0.0,1,right,MISS J. Nurkic tip Layup,[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
272,PT04M52.00S,2022-10-27T02:57:00.5Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,49,43,2022-10-27T02:57:00Z,2440000,,,0,,M. Strus REBOUND (Off:1 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,8-16 Left,,,271.0,3.0,2.0,1.0,,,,,,,,,,,,,,
273,PT04M48.00S,2022-10-27T02:57:04.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202710,8.492115637319317,47.30392156862745,1610612748,49,45,2022-10-27T02:57:50Z,2450000,13.0,27.0,1,left,J. Butler running DUNK (6 PTS) (M. Strus 2 AST),"[202710, 1629622]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.05,Made,,,,,,,,,,,,,6.0,M. Strus,1629622.0,2.0,,
276,PT04M39.00S,2022-10-27T02:57:18.4Z,2,REGULAR,substitution,out,[],203994,,,1610612757,49,45,2022-10-27T02:57:25Z,2480000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M39.00S,2022-10-27T02:57:18.4Z,2,REGULAR,substitution,in,[],1629234,,,1610612757,49,45,2022-10-27T02:57:25Z,2490000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M23.00S,2022-10-27T02:57:48.6Z,2,REGULAR,3pt,Jump Shot,[],203924,93.24901445466492,95.83333333333334,1610612757,49,45,2022-10-27T02:57:54Z,2500000,229.0,11.0,1,right,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
279,PT04M21.00S,2022-10-27T02:57:50.6Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,49,45,2022-10-27T02:57:54Z,2510000,,,0,,M. Strus REBOUND (Off:1 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,,,278.0,4.0,3.0,1.0,,,,,,,,,,,,,,
280,PT04M07.00S,2022-10-27T02:58:05.1Z,2,REGULAR,3pt,Jump Shot,[],1629622,27.94021024967148,81.86274509803921,1610612748,49,48,2022-10-27T02:58:19Z,2520000,-159.0,210.0,1,left,M. Strus 26' 3PT  (11 PTS) (J. Butler 2 AST),"[1629622, 202710]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,26.37,Made,,,,,,,,,,,,,11.0,J. Butler,202710.0,2.0,,
282,PT03M51.00S,2022-10-27T02:58:23.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631107,,,1610612757,49,48,2022-10-27T02:58:37Z,2540000,,,0,,N. Jovic shooting personal FOUL (3 PF) (Lillard 2 FT),"[1631107, 203081]",1610612748.0,MIA,shooting,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,1179.0,3.0,0.0,Lillard,203081.0,,,,,,
284,PT03M51.00S,2022-10-27T02:58:54.0Z,2,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,50,48,2022-10-27T02:58:54Z,2560000,,,0,,D. Lillard Free Throw 1 of 2 (13 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,13.0,,,,,
285,PT03M51.00S,2022-10-27T02:58:59.9Z,2,REGULAR,substitution,out,[],1629234,,,1610612757,50,48,2022-10-27T02:59:07Z,2570000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M51.00S,2022-10-27T02:58:59.9Z,2,REGULAR,substitution,in,[],1626159,,,1610612757,50,48,2022-10-27T02:59:07Z,2580000,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M51.00S,2022-10-27T02:59:26.3Z,2,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,51,48,2022-10-27T02:59:26Z,2590000,,,0,,D. Lillard Free Throw 2 of 2 (14 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,14.0,,,,,
288,PT03M29.00S,2022-10-27T02:59:51.8Z,2,REGULAR,foul,personal,['2freethrow'],1626159,,,1610612748,51,48,2022-10-27T03:00:04Z,2600000,,,0,,J. Winslow shooting personal FOUL (2 PF) (Butler 2 FT),"[1626159, 202710]",1610612757.0,POR,shooting,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1179.0,2.0,0.0,Butler,202710.0,,,,,,
290,PT03M29.00S,2022-10-27T03:00:15.8Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,51,49,2022-10-27T03:00:37Z,2620000,,,0,,J. Butler Free Throw 1 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
291,PT03M29.00S,2022-10-27T03:00:15.8Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,51,49,2022-10-27T03:00:37Z,2630000,,,0,,MISS J. Butler Free Throw 2 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
292,PT03M25.00S,2022-10-27T03:00:19.8Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,51,49,2022-10-27T03:00:37Z,2640000,,,0,,J. Hart REBOUND (Off:2 Def:3),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,291.0,5.0,3.0,2.0,,,,,,,,,,,,,,
293,PT03M17.00S,2022-10-27T03:00:46.9Z,2,REGULAR,turnover,out-of-bounds,[],203924,,,1610612757,51,49,2022-10-27T03:00:57Z,2650000,,,0,,J. Grant bad pass out-of-bounds TURNOVER (1 TO),[203924],1610612757.0,POR,bad pass,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,,,,,,,1.0,,,1179.0,,,,,,,,,,
294,PT03M06.00S,2022-10-27T03:01:01.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202710,11.383048620236531,32.1078431372549,1610612748,51,49,2022-10-27T03:01:06Z,2660000,89.0,55.0,1,left,MISS J. Butler 10' turnaround fadeaway Shot,[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,10.48,Missed,,,,,,,,,,,,,,,,,,
295,PT03M03.00S,2022-10-27T03:01:03.7Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,51,49,2022-10-27T03:01:03Z,2670000,,,0,,J. Grant REBOUND (Off:0 Def:2),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,,,294.0,2.0,2.0,0.0,,,,,,,,,,,,,,
296,PT02M59.00S,2022-10-27T03:01:07.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203081,79.58278580814718,91.91176470588235,1610612757,51,49,2022-10-27T03:01:20Z,2680000,210.0,139.0,1,right,MISS D. Lillard 25' running 3PT,[203081],1610612757.0,POR,running,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
297,PT02M56.00S,2022-10-27T03:01:10.2Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,51,49,2022-10-27T03:01:20Z,2690000,,,0,,M. Strus REBOUND (Off:1 Def:4),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,296.0,5.0,4.0,1.0,,,,,,,,,,,,,,
298,PT02M53.00S,2022-10-27T03:01:16.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629639,9.017739816031538,53.67647058823529,1610612748,51,51,2022-10-27T03:01:42Z,2700000,-18.0,32.0,1,left,T. Herro running pullup Jump Shot (5 PTS),[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.72,Made,,,,,,,,,,,,,5.0,,,,,
299,PT02M53.00S,2022-10-27T03:01:22.8Z,2,REGULAR,foul,personal,['1freethrow'],1629014,,,1610612748,51,51,2022-10-27T03:04:17Z,2710000,,,0,,A. Simons shooting personal FOUL (3 PF) (Herro 1 FT),"[1629014, 1629639]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,,1179.0,3.0,0.0,Herro,1629639.0,,,,,,
301,PT02M53.00S,2022-10-27T03:01:41.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,51,51,2022-10-27T03:02:53Z,2730000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M53.00S,2022-10-27T03:03:47.0Z,2,REGULAR,substitution,out,[],1629014,,,1610612748,51,51,2022-10-27T03:04:05Z,2740000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M53.00S,2022-10-27T03:03:47.0Z,2,REGULAR,substitution,in,[],1631101,,,1610612748,51,51,2022-10-27T03:04:05Z,2750000,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M53.00S,2022-10-27T03:04:32.4Z,2,REGULAR,freethrow,1 of 1,[],1629639,,,1610612748,51,52,2022-10-27T03:04:32Z,2760000,,,0,,T. Herro Free Throw 1 of 1 (6 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,,,,,,,,,6.0,,,,,
305,PT02M37.00S,2022-10-27T03:04:54.2Z,2,REGULAR,3pt,Jump Shot,[],1631101,86.81011826544021,97.79411764705883,1610612757,51,52,2022-10-27T03:05:06Z,2770000,239.0,71.0,1,right,MISS S. Sharpe 24' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,24.95,Missed,,,,,,,,,,,,,,,,,,
306,PT02M37.00S,2022-10-27T03:04:54.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,51,52,2022-10-27T03:05:06Z,2780000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Right Corner 3,24+ Right,,,305.0,,,,,,,,,,,,,,,,,
307,PT02M37.00S,2022-10-27T03:05:00.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612757,51,52,2022-10-27T03:05:12Z,2790000,,,0,,K. Lowry loose ball personal FOUL (1 PF) (Grant 2 FT),"[200768, 203924]",1610612748.0,MIA,loose ball,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Left,,,,,,,,,,201246.0,1.0,0.0,Grant,203924.0,,,,,,
309,PT02M37.00S,2022-10-27T03:05:24.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203924,,,1610612757,51,52,2022-10-27T03:05:24Z,2810000,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
310,PT02M37.00S,2022-10-27T03:05:24.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,51,52,2022-10-27T03:05:24Z,2820000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,,
311,PT02M37.00S,2022-10-27T03:05:40.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203924,,,1610612757,52,52,2022-10-27T03:05:40Z,2830000,,,0,,J. Grant Free Throw 2 of 2 (11 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,,,,11.0,,,,,
312,PT02M24.00S,2022-10-27T03:05:55.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629622,11.251642575558476,47.549019607843135,1610612748,52,52,2022-10-27T03:08:28Z,2840000,12.0,53.0,1,left,MISS M. Strus driving floating bank Shot,[1629622],1610612748.0,MIA,driving floating bank,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
313,PT02M23.00S,2022-10-27T03:05:56.3Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,52,52,2022-10-27T03:09:58Z,2850000,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,312.0,3.0,2.0,1.0,,,,,,,,,,,,,,
348,PT02M23.00S,2022-10-27T03:05:57.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,7.802233902759525,49.754901960784316,1610612748,52,52,2022-10-27T03:09:52Z,2855000,1.0,21.0,1,left,MISS J. Butler tip Layup,[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
349,PT02M23.00S,2022-10-27T03:05:57.1Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,52,52,2022-10-27T03:09:52Z,2857500,,,0,,J. Butler REBOUND (Off:2 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,348.0,4.0,2.0,2.0,,,,,,,,,,,,,,
314,PT02M21.00S,2022-10-27T03:05:59.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202710,5.590000152587891,50.0,1610612748,52,52,2022-10-27T03:10:27Z,2860000,0.0,0.0,1,left,MISS J. Butler putback Layup - blocked,"[202710, 1626159]",1610612748.0,MIA,putback,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,Winslow,1626159.0
315,PT02M21.00S,2022-10-27T03:05:59.0Z,2,REGULAR,block,,[],1626159,,,1610612748,52,52,2022-10-27T03:06:07Z,2870000,,,0,,J. Winslow BLOCK (1 BLK),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
316,PT02M20.00S,2022-10-27T03:06:00.0Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,52,52,2022-10-27T03:15:03Z,2880000,,,0,,S. Sharpe REBOUND (Off:0 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,314.0,2.0,2.0,0.0,,,,,,,,,,,,,,
317,PT02M19.00S,2022-10-27T03:06:20.4Z,2,REGULAR,turnover,bad pass,[],1631101,,,1610612757,52,52,2022-10-27T03:11:31Z,2890000,,,0,,S. Sharpe bad pass TURNOVER (2 TO),"[1631101, 1629622]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,2.0,Strus,1629622.0,,,,,,,,,,,
318,PT02M19.00S,2022-10-27T03:06:20.4Z,2,REGULAR,steal,,[],1629622,,,1610612748,52,52,2022-10-27T03:06:24Z,2900000,,,0,,M. Strus STEAL (1 STL),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
319,PT02M18.00S,2022-10-27T03:06:32.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629622,6.307490144546648,46.40395220588235,1610612748,52,54,2022-10-27T03:11:43Z,2910000,18.0,7.0,1,left,M. Strus Layup (13 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,1.92,Made,,,,,,,,,,,,,13.0,,,,,
320,PT02M08.00S,2022-10-27T03:06:37.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631107,,,1610612757,52,54,2022-10-27T03:06:46Z,2920000,,,0,,N. Jovic shooting personal FOUL (4 PF) (Sharpe 2 FT),"[1631107, 1631101]",1610612748.0,MIA,shooting,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1179.0,4.0,0.0,Sharpe,1631101.0,,,,,,
322,PT02M08.00S,2022-10-27T03:06:47.7Z,2,REGULAR,freethrow,1 of 2,[],1631101,,,1610612757,53,54,2022-10-27T03:06:47Z,2940000,,,0,,S. Sharpe Free Throw 1 of 2 (7 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
323,PT02M08.00S,2022-10-27T03:06:49.3Z,2,REGULAR,substitution,out,[],1631107,,,1610612757,53,54,2022-10-27T03:06:53Z,2950000,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M08.00S,2022-10-27T03:06:49.3Z,2,REGULAR,substitution,in,[],203473,,,1610612757,53,54,2022-10-27T03:06:53Z,2960000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M08.00S,2022-10-27T03:06:47.7Z,2,REGULAR,freethrow,2 of 2,[],1631101,,,1610612757,54,54,2022-10-27T03:10:23Z,2970000,,,0,,S. Sharpe Free Throw 2 of 2 (8 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,,,,,,,,,,,,,8.0,,,,,
326,PT01M55.00S,2022-10-27T03:07:17.8Z,2,REGULAR,turnover,lost ball,[],1629622,,,1610612748,54,54,2022-10-27T03:07:25Z,2980000,,,0,,M. Strus lost ball TURNOVER (2 TO),"[1629622, 1628404]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,,2.0,Hart,1628404.0,,,,,,,,,,,
327,PT01M55.00S,2022-10-27T03:07:17.8Z,2,REGULAR,steal,,[],1628404,,,1610612757,54,54,2022-10-27T03:26:24Z,2990000,,,0,,J. Hart STEAL (2 STL),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
328,PT01M45.00S,2022-10-27T03:07:28.4Z,2,REGULAR,turnover,lost ball,[],203924,,,1610612757,54,54,2022-10-27T03:07:34Z,3000000,,,0,,J. Grant lost ball TURNOVER (2 TO),"[203924, 1629622]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right Center,,,,,,,2.0,Strus,1629622.0,,,,,,,,,,,
329,PT01M45.00S,2022-10-27T03:07:28.4Z,2,REGULAR,steal,,[],1629622,,,1610612748,54,54,2022-10-27T03:07:31Z,3010000,,,0,,M. Strus STEAL (2 STL),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
330,PT01M40.00S,2022-10-27T03:07:32.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202710,8.360709592641262,54.65686274509803,1610612748,54,56,2022-10-27T03:16:35Z,3020000,-23.0,26.0,1,left,J. Butler running reverse Layup (9 PTS) (M. Strus 3 AST),"[202710, 1629622]",1610612748.0,MIA,running reverse,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.5,Made,,,,,,,,,,,,,9.0,M. Strus,1629622.0,3.0,,
332,PT01M23.00S,2022-10-27T03:07:50.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,92.19776609724047,49.50980392156863,1610612757,56,56,2022-10-27T03:07:56Z,3040000,-2.0,21.0,1,right,D. Lillard driving reverse Layup (16 PTS),[203081],1610612757.0,POR,driving reverse,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,,,,,,,,,16.0,,,,,
333,PT01M10.00S,2022-10-27T03:08:02.8Z,2,REGULAR,3pt,Jump Shot,[],200768,8.754927726675426,0.7352941176470588,1610612748,56,59,2022-10-27T03:08:07Z,3050000,246.0,30.0,1,left,K. Lowry 24' 3PT  (8 PTS) (T. Herro 3 AST),"[200768, 1629639]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Right Corner 3,24+ Right,24.81,Made,,,,,,,,,,,,,8.0,T. Herro,1629639.0,3.0,,
335,PT00M58.40S,2022-10-27T03:08:14.5Z,2,REGULAR,3pt,Jump Shot,[],203081,64.33968462549278,48.03921568627451,1610612757,56,59,2022-10-27T03:08:52Z,3070000,-10.0,283.0,1,right,MISS D. Lillard 28' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,28.29,Missed,,,,,,,,,,,,,,,,,,
336,PT00M58.40S,2022-10-27T03:08:14.5Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,56,59,2022-10-27T03:08:52Z,3080000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Center,,,335.0,1.0,1.0,0.0,,,,,,,,,,,,,,
337,PT00M56.20S,2022-10-27T03:08:19.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",202710,7.703679369250986,49.754901960784316,1610612748,56,61,2022-10-27T03:09:07Z,3090000,1.0,20.0,1,left,J. Butler running DUNK (11 PTS) (K. Lowry 2 AST),"[202710, 200768]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,,,,,,,,,11.0,K. Lowry,200768.0,2.0,,
339,PT00M41.00S,2022-10-27T03:08:40.1Z,2,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,56,61,2022-10-27T03:09:03Z,3110000,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (3 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,,,,,,,3.0,,,1179.0,,,,,,,,,,
340,PT00M41.00S,2022-10-27T03:08:52.0Z,2,REGULAR,substitution,out,[],203473,,,1610612748,56,61,2022-10-27T03:08:55Z,3120000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M41.00S,2022-10-27T03:08:52.0Z,2,REGULAR,substitution,in,[],1628997,,,1610612748,56,61,2022-10-27T03:08:55Z,3130000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M30.50S,2022-10-27T03:09:10.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,31.488173455978973,69.6078431372549,1610612748,56,61,2022-10-27T03:09:16Z,3140000,-98.0,243.0,1,left,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,26.25,Missed,,,,,,,,,,,,,,,,,,
343,PT00M25.40S,2022-10-27T03:09:16.0Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,56,61,2022-10-27T03:09:16Z,3150000,,,0,,J. Butler REBOUND (Off:3 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,342.0,5.0,2.0,3.0,,,,,,,,,,,,,,
344,PT00M25.40S,2022-10-27T03:09:15.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202710,5.590000152587891,50.0,1610612748,56,61,2022-10-27T03:09:20Z,3160000,0.0,0.0,1,left,MISS J. Butler tip Layup,[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
345,PT00M25.40S,2022-10-27T03:09:15.9Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,56,61,2022-10-27T03:09:20Z,3170000,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,344.0,2.0,2.0,0.0,,,,,,,,,,,,,,
346,PT00M08.20S,2022-10-27T03:09:33.1Z,2,REGULAR,3pt,Jump Shot,[],203924,90.22667542706965,97.05882352941177,1610612757,56,61,2022-10-27T03:09:38Z,3180000,235.0,39.0,1,right,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,23.86,Missed,,,,,,,,,,,,,,,,,,
347,PT00M05.40S,2022-10-27T03:09:35.9Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,56,61,2022-10-27T03:09:35Z,3190000,,,0,,M. Strus REBOUND (Off:1 Def:5),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,,,346.0,6.0,5.0,1.0,,,,,,,,,,,,,,
350,PT00M01.20S,2022-10-27T03:09:40.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,28.991458607095925,15.686274509803921,1610612748,56,61,2022-10-27T03:09:51Z,3200000,172.0,220.0,1,left,MISS T. Herro 27' running 3PT,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,27.9,Missed,,,,,,,,,,,,,,,,,,
351,PT00M01.20S,2022-10-27T03:09:40.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,56,61,2022-10-27T03:09:51Z,3210000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,350.0,,,,,,,,,,,,,,,,,
352,PT00M00.00S,2022-10-27T03:09:51.4Z,2,REGULAR,period,end,[],0,,,1610612748,56,61,2022-10-27T03:09:51Z,3220000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-10-27T03:24:29.5Z,3,REGULAR,substitution,out,['startperiod'],1631101,,,1610612748,56,61,2022-10-27T03:24:57Z,3230000,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
