actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
80,PT06M24.00S,2022-10-27T02:23:56.3Z,1,REGULAR,substitution,in,[],203473,,,1610612757,14,11,2022-10-27T02:24:11Z,800000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M24.00S,2022-10-27T02:24:51.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203994,,,1610612757,14,11,2022-10-27T02:24:51Z,810000,,,0,,MISS J. Nurkic Free Throw 1 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
82,PT06M24.00S,2022-10-27T02:24:51.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,14,11,2022-10-27T02:24:51Z,820000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,
83,PT06M24.00S,2022-10-27T02:24:52.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203994,,,1610612757,15,11,2022-10-27T02:24:52Z,830000,,,0,,J. Nurkic Free Throw 2 of 2 (3 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
86,PT06M07.00S,2022-10-27T02:25:05.9Z,1,REGULAR,3pt,Jump Shot,[],200768,30.962549277266753,73.77450980392157,1610612748,15,11,2022-10-27T02:25:15Z,840000,-119.0,239.0,1,left,MISS K. Lowry 26' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,26.65,Missed,,,,,,,,,,,,,,,,,,
87,PT06M03.00S,2022-10-27T02:25:09.9Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,15,11,2022-10-27T02:25:15Z,850000,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,86.0,3.0,2.0,1.0,,,,,,,,,,,,,,
88,PT05M47.00S,2022-10-27T02:25:25.5Z,1,REGULAR,3pt,Jump Shot,[],1626159,75.90341655716163,87.99019607843137,1610612757,15,11,2022-10-27T02:25:30Z,860000,190.0,174.0,1,right,MISS J. Winslow 25' 3PT,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
89,PT05M45.00S,2022-10-27T02:25:27.5Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,15,11,2022-10-27T02:25:30Z,870000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,,
91,PT05M36.00S,2022-10-27T02:25:36.4Z,1,REGULAR,3pt,Jump Shot,[],200768,9.674770039421814,1.9607843137254901,1610612748,15,14,2022-10-27T02:25:41Z,880000,240.0,38.0,1,left,K. Lowry 24' 3PT  (5 PTS) (T. Herro 1 AST),"[200768, 1629639]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Right Corner 3,24+ Right,24.33,Made,,,,,,,,,,,,,5.0,T. Herro,1629639.0,1.0,,
93,PT05M09.00S,2022-10-27T02:26:03.5Z,1,REGULAR,3pt,Jump Shot,[],203081,65.52233902759527,49.754901960784316,1610612757,15,14,2022-10-27T02:26:10Z,900000,-1.0,272.0,1,right,MISS D. Lillard 27' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,27.16,Missed,,,,,,,,,,,,,,,,,,
94,PT05M03.00S,2022-10-27T02:26:09.5Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,15,14,2022-10-27T02:26:10Z,910000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,93.0,2.0,2.0,0.0,,,,,,,,,,,,,,
95,PT05M00.00S,2022-10-27T02:26:16.1Z,1,REGULAR,foul,offensive,[],1628997,,,1610612748,15,14,2022-10-27T02:26:46Z,920000,,,0,,C. Martin charge offensive FOUL (2 PF),"[1628997, 203924]",1610612748.0,MIA,charge,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628487.0,2.0,0.0,Grant,203924.0,,,,,,
97,PT05M00.00S,2022-10-27T02:26:16.1Z,1,REGULAR,turnover,offensive foul,[],1628997,,,1610612748,15,14,2022-10-27T02:26:16Z,940000,,,0,,C. Martin offensive foul TURNOVER (1 TO),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,1628487.0,,,,,,,,,,
98,PT05M00.00S,2022-10-27T02:26:37.8Z,1,REGULAR,substitution,out,[],1628997,,,1610612757,15,14,2022-10-27T02:26:44Z,950000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M00.00S,2022-10-27T02:26:37.8Z,1,REGULAR,substitution,in,[],1629622,,,1610612757,15,14,2022-10-27T02:26:44Z,960000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M46.00S,2022-10-27T02:26:48.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626159,81.553876478318,37.254901960784316,1610612757,17,14,2022-10-27T02:27:04Z,970000,-64.0,121.0,1,right,J. Winslow 13' driving floating Jump Shot (2 PTS),[1626159],1610612757.0,POR,driving floating,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),8-16 Center,13.67,Made,,,,,,,,,,,,,2.0,,,,,
101,PT04M38.00S,2022-10-27T02:27:00.9Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,17,14,2022-10-27T02:29:12Z,980000,,,0,,K. Lowry bad pass TURNOVER (1 TO),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,,,,,,,,,,,
102,PT04M38.00S,2022-10-27T02:27:06.5Z,1,REGULAR,foul,personal,[],203473,,,1610612757,17,14,2022-10-27T02:28:46Z,990000,,,0,,D. Dedmon loose ball personal FOUL (1 PF),"[203473, 1626159]",1610612748.0,MIA,loose ball,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201246.0,1.0,0.0,Winslow,1626159.0,,,,,,
104,PT04M38.00S,2022-10-27T02:27:19.4Z,1,REGULAR,substitution,out,[],203994,,,1610612757,17,14,2022-10-27T02:27:24Z,1010000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M38.00S,2022-10-27T02:27:19.4Z,1,REGULAR,substitution,in,[],1629234,,,1610612757,17,14,2022-10-27T02:27:24Z,1020000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M28.00S,2022-10-27T02:27:26.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203081,69.07030223390277,29.411764705882355,1610612757,20,14,2022-10-27T02:27:33Z,1030000,-103.0,238.0,1,right,D. Lillard 25' 3PT pullup (6 PTS) (J. Winslow 1 AST),"[203081, 1626159]",1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,25.95,Made,,,,,,,,,,,,,6.0,J. Winslow,1626159.0,1.0,,
107,PT04M07.00S,2022-10-27T02:27:48.0Z,1,REGULAR,turnover,bad pass,[],1629622,,,1610612748,20,14,2022-10-27T02:27:58Z,1040000,,,0,,M. Strus bad pass TURNOVER (1 TO),"[1629622, 203081]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Lillard,203081.0,,,,,,,,,,,
108,PT04M07.00S,2022-10-27T02:27:48.0Z,1,REGULAR,steal,,[],203081,,,1610612757,20,14,2022-10-27T02:27:51Z,1050000,,,0,,D. Lillard STEAL (1 STL),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
109,PT04M00.00S,2022-10-27T02:27:54.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203081,76.82325886990802,12.009803921568627,1610612757,20,14,2022-10-27T02:38:42Z,1060000,-190.0,165.0,1,right,MISS D. Lillard 25' running 3PT,[203081],1610612757.0,POR,running,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
110,PT03M57.00S,2022-10-27T02:27:57.6Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612757,20,14,2022-10-27T02:38:42Z,1070000,,,0,,J. Hart REBOUND (Off:2 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,109.0,4.0,2.0,2.0,,,,,,,,,,,,,,
111,PT03M53.00S,2022-10-27T02:28:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629234,91.80354796320631,54.65686274509803,1610612757,22,14,2022-10-27T02:40:19Z,1080000,23.0,25.0,1,right,D. Eubanks Layup (2 PTS) (J. Hart 4 AST),"[1629234, 1628404]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,3.38,Made,,,,,,,,,,,,,2.0,J. Hart,1628404.0,4.0,,
113,PT03M53.00S,2022-10-27T02:28:13.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612748,22,14,2022-10-27T02:28:13Z,1100000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M53.00S,2022-10-27T02:30:50.3Z,1,REGULAR,substitution,out,[],1628404,,,1610612748,22,14,2022-10-27T02:31:05Z,1110000,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M53.00S,2022-10-27T02:30:50.3Z,1,REGULAR,substitution,in,[],1631101,,,1610612748,22,14,2022-10-27T02:31:05Z,1120000,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M31.00S,2022-10-27T02:31:27.7Z,1,REGULAR,3pt,Jump Shot,[],202710,11.777266754270697,2.2058823529411766,1610612748,22,14,2022-10-27T02:31:33Z,1130000,239.0,58.0,1,left,MISS J. Butler 24' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,24.6,Missed,,,,,,,,,,,,,,,,,,
117,PT03M31.00S,2022-10-27T02:31:27.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,22,14,2022-10-27T02:31:33Z,1140000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Right Corner 3,24+ Right,,,116.0,,,,,,,,,,,,,,,,,
118,PT03M31.00S,2022-10-27T02:31:34.9Z,1,REGULAR,foul,personal,[],1626159,,,1610612748,22,14,2022-10-27T02:31:49Z,1150000,,,0,,J. Winslow loose ball personal FOUL (1 PF),"[1626159, 203473]",1610612757.0,POR,loose ball,,,Winslow,J. Winslow,,,,,Mid-Range,8-16 Right,,,,,,,,,,1628487.0,1.0,0.0,Dedmon,203473.0,,,,,,
120,PT03M31.00S,2022-10-27T02:31:45.9Z,1,REGULAR,substitution,out,[],200768,,,1610612748,22,14,2022-10-27T02:31:50Z,1170000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M31.00S,2022-10-27T02:31:45.9Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,22,14,2022-10-27T02:31:50Z,1180000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M20.00S,2022-10-27T02:32:05.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631101,,,1610612748,22,14,2022-10-27T02:32:16Z,1190000,,,0,,S. Sharpe shooting personal FOUL (1 PF) (Butler 2 FT),"[1631101, 202710]",1610612757.0,POR,shooting,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201246.0,1.0,0.0,Butler,202710.0,,,,,,
124,PT03M20.00S,2022-10-27T02:32:30.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202710,,,1610612748,22,15,2022-10-27T02:32:30Z,1210000,,,0,,J. Butler Free Throw 1 of 2 (1 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
125,PT03M20.00S,2022-10-27T02:32:48.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202710,,,1610612748,22,16,2022-10-27T02:32:48Z,1220000,,,0,,J. Butler Free Throw 2 of 2 (2 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
126,PT03M09.00S,2022-10-27T02:33:03.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,92.19776609724047,54.41176470588235,1610612757,24,16,2022-10-27T02:33:15Z,1230000,22.0,21.0,1,right,J. Grant cutting Layup (6 PTS) (D. Eubanks 1 AST),"[203924, 1629234]",1610612757.0,POR,cutting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,3.03,Made,,,,,,,,,,,,,6.0,D. Eubanks,1629234.0,1.0,,
128,PT03M09.00S,2022-10-27T02:33:07.9Z,1,REGULAR,foul,personal,['1freethrow'],1629639,,,1610612757,24,16,2022-10-27T02:33:20Z,1250000,,,0,,T. Herro shooting personal FOUL (1 PF) (Grant 1 FT),"[1629639, 203924]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,,,,201246.0,1.0,0.0,Grant,203924.0,,,,,,
130,PT03M09.00S,2022-10-27T02:33:33.4Z,1,REGULAR,freethrow,1 of 1,[],203924,,,1610612757,24,16,2022-10-27T02:33:38Z,1270000,,,0,,MISS J. Grant Free Throw 1 of 1,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
131,PT03M05.00S,2022-10-27T02:33:37.4Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,24,16,2022-10-27T02:33:38Z,1280000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT02M57.00S,2022-10-27T02:33:43.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203473,11.908672798948752,48.529411764705884,1610612748,24,18,2022-10-27T02:33:56Z,1290000,7.0,59.0,1,left,D. Dedmon floating Jump Shot (2 PTS) (T. Herro 2 AST),"[203473, 1629639]",1610612748.0,MIA,floating,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,5.99,Made,,,,,,,,,,,,,2.0,T. Herro,1629639.0,2.0,,
134,PT02M36.00S,2022-10-27T02:34:06.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203473,,,1610612757,24,18,2022-10-27T02:34:19Z,1310000,,,0,,D. Dedmon shooting personal FOUL (2 PF) (Lillard 2 FT),"[203473, 203081]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,Mid-Range,8-16 Left,,,,,,,,,,1628487.0,2.0,0.0,Lillard,203081.0,,,,,,
138,PT02M36.00S,2022-10-27T02:34:33.7Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,25,18,2022-10-27T02:34:33Z,1330000,,,0,,D. Lillard Free Throw 1 of 2 (7 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
139,PT02M36.00S,2022-10-27T02:34:36.2Z,1,REGULAR,substitution,out,[],203924,,,1610612757,25,18,2022-10-27T02:34:46Z,1340000,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M36.00S,2022-10-27T02:34:36.2Z,1,REGULAR,substitution,out,[],1629639,,,1610612757,25,18,2022-10-27T02:34:46Z,1350000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M36.00S,2022-10-27T02:34:36.2Z,1,REGULAR,substitution,out,[],203473,,,1610612757,25,18,2022-10-27T02:34:46Z,1360000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M36.00S,2022-10-27T02:34:36.2Z,1,REGULAR,substitution,in,[],1629642,,,1610612757,25,18,2022-10-27T02:34:46Z,1370000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M36.00S,2022-10-27T02:34:36.2Z,1,REGULAR,substitution,in,[],1629130,,,1610612757,25,18,2022-10-27T02:34:46Z,1380000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M36.00S,2022-10-27T02:34:36.2Z,1,REGULAR,substitution,in,[],1628389,,,1610612757,25,18,2022-10-27T02:34:46Z,1390000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M36.00S,2022-10-27T02:35:00.9Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,26,18,2022-10-27T02:35:00Z,1400000,,,0,,D. Lillard Free Throw 2 of 2 (8 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,8.0,,,,,
146,PT02M20.00S,2022-10-27T02:35:18.0Z,1,REGULAR,3pt,Jump Shot,[],1629622,9.937582128777924,95.58823529411765,1610612748,26,21,2022-10-27T02:35:23Z,1410000,-228.0,41.0,1,left,M. Strus 3PT  (3 PTS) (G. Vincent 1 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,23.15,Made,,,,,,,,,,,,,3.0,G. Vincent,1629216.0,1.0,,
148,PT02M04.00S,2022-10-27T02:35:33.9Z,1,REGULAR,3pt,Jump Shot,[],203081,88.38699080157687,3.9215686274509802,1610612757,26,21,2022-10-27T02:35:38Z,1430000,-230.0,57.0,1,right,MISS D. Lillard 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Left Corner 3,24+ Left,23.73,Missed,,,,,,,,,,,,,,,,,,
149,PT02M01.00S,2022-10-27T02:35:36.9Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,26,21,2022-10-27T02:35:38Z,1440000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,,
150,PT01M50.00S,2022-10-27T02:35:47.4Z,1,REGULAR,turnover,bad pass,[],1628389,,,1610612748,26,21,2022-10-27T02:35:55Z,1450000,,,0,,B. Adebayo bad pass TURNOVER (1 TO),"[1628389, 1631101]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Sharpe,1631101.0,,,,,,,,,,,
151,PT01M50.00S,2022-10-27T02:35:47.4Z,1,REGULAR,steal,,[],1631101,,,1610612757,26,21,2022-10-27T02:35:51Z,1460000,,,0,,S. Sharpe STEAL (1 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
152,PT01M48.00S,2022-10-27T02:35:53.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631101,92.06636005256242,53.67647058823529,1610612757,28,21,2022-10-27T02:36:11Z,1470000,18.0,22.0,1,right,S. Sharpe running Layup (2 PTS),[1631101],1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,,,,,,,,,2.0,,,,,
153,PT01M48.00S,2022-10-27T02:36:00.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629130,,,1610612757,28,21,2022-10-27T02:36:18Z,1480000,,,0,,D. Robinson shooting personal FOUL (1 PF) (Sharpe 1 FT),"[1629130, 1631101]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201246.0,1.0,0.0,Sharpe,1631101.0,,,,,,
155,PT01M48.00S,2022-10-27T02:36:16.6Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1631101,,,1610612757,29,21,2022-10-27T02:36:16Z,1500000,,,0,,S. Sharpe Free Throw 1 of 1 (3 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
156,PT01M32.00S,2022-10-27T02:36:34.2Z,1,REGULAR,3pt,Jump Shot,[],1629622,31.750985545335087,19.607843137254903,1610612748,29,24,2022-10-27T02:36:40Z,1510000,152.0,246.0,1,left,M. Strus 28' 3PT  (6 PTS) (G. Vincent 2 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,28.92,Made,,,,,,,,,,,,,6.0,G. Vincent,1629216.0,2.0,,
158,PT01M09.00S,2022-10-27T02:37:00.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612757,29,24,2022-10-27T02:37:12Z,1530000,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Lillard 2 FT),"[1628389, 203081]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628487.0,1.0,0.0,Lillard,203081.0,,,,,,
160,PT01M09.00S,2022-10-27T02:37:30.9Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,30,24,2022-10-27T02:37:30Z,1550000,,,0,,D. Lillard Free Throw 1 of 2 (9 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,9.0,,,,,
161,PT01M09.00S,2022-10-27T02:37:32.3Z,1,REGULAR,substitution,out,[],202710,,,1610612757,30,24,2022-10-27T02:37:37Z,1560000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M09.00S,2022-10-27T02:37:32.3Z,1,REGULAR,substitution,in,[],1628997,,,1610612757,30,24,2022-10-27T02:37:37Z,1570000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M09.00S,2022-10-27T02:37:51.4Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,31,24,2022-10-27T02:37:51Z,1580000,,,0,,D. Lillard Free Throw 2 of 2 (10 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,10.0,,,,,
164,PT01M00.00S,2022-10-27T02:38:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,10.200394218134035,53.431372549019606,1610612748,31,26,2022-10-27T02:38:23Z,1590000,-17.0,43.0,1,left,G. Vincent driving finger roll Layup (2 PTS) (D. Robinson 1 AST),"[1629216, 1629130]",1610612748.0,MIA,driving finger roll,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,4.67,Made,,,,,,,,,,,,,2.0,D. Robinson,1629130.0,1.0,,
165,PT00M41.20S,2022-10-27T02:38:24.7Z,1,REGULAR,3pt,Jump Shot,[],1631101,73.14388961892247,13.970588235294118,1610612757,31,26,2022-10-27T02:38:31Z,1600000,-180.0,200.0,1,right,MISS S. Sharpe 26' step back 3PT,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,26.91,Missed,,,,,,,,,,,,,,,,,,
166,PT00M38.10S,2022-10-27T02:38:27.8Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,31,26,2022-10-27T02:38:31Z,1610000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,165.0,3.0,2.0,1.0,,,,,,,,,,,,,,
167,PT00M31.20S,2022-10-27T02:38:35.4Z,1,REGULAR,turnover,bad pass,[],1628997,,,1610612748,31,26,2022-10-27T02:38:40Z,1620000,,,0,,C. Martin bad pass TURNOVER (2 TO),"[1628997, 1629642]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,Little,1629642.0,,,,,,,,,,,
168,PT00M31.20S,2022-10-27T02:38:35.4Z,1,REGULAR,steal,,[],1629642,,,1610612757,31,26,2022-10-27T02:38:37Z,1630000,,,0,,N. Little STEAL (1 STL),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
170,PT00M14.50S,2022-10-27T02:38:53.2Z,1,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,31,26,2022-10-27T03:35:33Z,1640000,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (2 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,,,1628487.0,,,,,,,,,,
171,PT00M07.00S,2022-10-27T02:39:12.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629642,,,1610612748,31,26,2022-10-27T02:39:28Z,1650000,,,0,,N. Little shooting personal FOUL (1 PF) (Vincent 2 FT),"[1629642, 1629216]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628487.0,1.0,0.0,Vincent,1629216.0,,,,,,
