actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
86,PT05M28.00S,2022-11-03T02:29:04.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,11.908672798948752,35.294117647058826,1610612757,12,14,2022-11-03T02:29:13Z,860000,74.0,59.0,1,left,MISS J. Grant 9' turnaround fadeaway bank Shot,[203924],1610612757.0,POR,turnaround fadeaway bank,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Right,9.45,Missed,,,,,,,,,,,,,,,,,,
87,PT05M26.00S,2022-11-03T02:29:06.9Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,12,14,2022-11-03T02:29:13Z,870000,,,0,,S. Adams REBOUND (Off:1 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),8-16 Right,,,,86.0,5.0,4.0,1.0,,,,,,,,,,,,,
88,PT05M16.00S,2022-11-03T02:29:19.5Z,1,REGULAR,turnover,out-of-bounds,[],203500,,,1610612763,12,14,2022-11-03T02:29:27Z,880000,,,0,,S. Adams bad pass out-of-bounds TURNOVER (1 TO),[203500],1610612763.0,MEM,bad pass,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202007.0,,,,,1.0,,
89,PT05M16.00S,2022-11-03T02:29:22.0Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,12,14,2022-11-03T02:29:26Z,890000,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M16.00S,2022-11-03T02:29:22.0Z,1,REGULAR,substitution,in,[],1626159,,,1610612757,12,14,2022-11-03T02:29:26Z,900000,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M06.00S,2022-11-03T02:29:44.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628404,6.652431011826544,51.225490196078425,1610612757,14,14,2022-11-03T02:29:49Z,910000,-6.0,10.0,1,left,J. Hart driving Layup (2 PTS) (A. Simons 2 AST),"[1628404, 1629014]",1610612757.0,POR,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.17,Made,2.0,,,,,A. Simons,1629014.0,2.0,,,,,,,,,,
92,PT05M06.00S,2022-11-03T02:29:46.1Z,1,REGULAR,foul,personal,['1freethrow'],1626145,,,1610612757,14,14,2022-11-03T02:30:01Z,920000,,,0,,T. Jones shooting personal FOUL (1 PF) (Hart 1 FT),"[1626145, 1628404]",1610612763.0,MEM,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627534.0,1.0,0.0,Hart,1628404.0,,,
95,PT05M06.00S,2022-11-03T02:30:04.8Z,1,REGULAR,substitution,out,[],203994,,,1610612757,14,14,2022-11-03T02:30:11Z,940000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M06.00S,2022-11-03T02:30:04.8Z,1,REGULAR,substitution,in,[],1629234,,,1610612757,14,14,2022-11-03T02:30:11Z,950000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M06.00S,2022-11-03T02:30:28.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1628404,,,1610612757,14,14,2022-11-03T02:30:34Z,960000,,,0,,MISS J. Hart Free Throw 1 of 1,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
98,PT05M04.00S,2022-11-03T02:30:30.9Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,14,14,2022-11-03T02:30:34Z,970000,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,97.0,2.0,2.0,0.0,,,,,,,,,,,,,
99,PT04M59.00S,2022-11-03T02:30:35.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,71.69842312746385,22.54901960784314,1610612763,14,14,2022-11-03T02:37:29Z,980000,-137.0,214.0,1,right,MISS T. Jones 25' running 3PT,[1626145],1610612763.0,MEM,running,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,,,,,,,,,,,,,,,,,
100,PT04M56.00S,2022-11-03T02:30:38.1Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,14,14,2022-11-03T02:30:41Z,990000,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,,
101,PT04M52.00S,2022-11-03T02:30:41.7Z,1,REGULAR,turnover,lost ball,[],1628404,,,1610612757,14,14,2022-11-03T02:30:45Z,1000000,,,0,,J. Hart lost ball TURNOVER (1 TO),"[1628404, 1631223]",1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Roddy,1631223.0
102,PT04M52.00S,2022-11-03T02:30:41.7Z,1,REGULAR,steal,,[],1631223,,,1610612763,14,14,2022-11-03T02:38:44Z,1010000,,,0,,D. Roddy STEAL (1 STL),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
103,PT04M47.00S,2022-11-03T02:30:47.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629630,67.23061760840999,48.77450980392157,1610612763,14,14,2022-11-03T02:30:52Z,1020000,-6.0,256.0,1,right,MISS J. Morant 25' running pullup 3PT,[1629630],1610612763.0,MEM,running pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,25.56,Missed,,,,,,,,,,,,,,,,,,
104,PT04M44.00S,2022-11-03T02:30:50.0Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612757,14,14,2022-11-03T02:30:52Z,1030000,,,0,,J. Winslow REBOUND (Off:0 Def:1),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Above the Break 3,24+ Center,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,
105,PT04M23.00S,2022-11-03T02:31:10.5Z,1,REGULAR,3pt,Jump Shot,[],1629014,32.53942181340342,79.41176470588235,1610612757,14,14,2022-11-03T02:31:15Z,1040000,-147.0,253.0,1,left,MISS A. Simons 29' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,29.3,Missed,,,,,,,,,,,,,,,,,,
106,PT04M19.00S,2022-11-03T02:31:14.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,14,14,2022-11-03T02:31:15Z,1050000,,,0,,S. Adams REBOUND (Off:1 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,,105.0,6.0,5.0,1.0,,,,,,,,,,,,,
107,PT04M06.00S,2022-11-03T02:31:27.1Z,1,REGULAR,3pt,Jump Shot,[],1628415,72.35545335085413,19.362745098039216,1610612763,14,17,2022-11-03T02:31:33Z,1060000,-153.0,207.0,1,right,D. Brooks 25' 3PT  (3 PTS) (T. Jones 1 AST),"[1628415, 1626145]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.78,Made,3.0,,,,,T. Jones,1626145.0,1.0,,,,,,,,,,
109,PT03M42.00S,2022-11-03T02:31:50.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,15.588042049934298,44.6078431372549,1610612757,16,17,2022-11-03T02:31:56Z,1080000,27.0,94.0,1,left,D. Eubanks 9' Hook (2 PTS) (J. Winslow 1 AST),"[1629234, 1626159]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,9.78,Made,2.0,,,,,J. Winslow,1626159.0,1.0,,,,,,,,,,
111,PT03M18.00S,2022-11-03T02:32:17.1Z,1,REGULAR,2pt,Jump Shot,[],1628415,76.69185282522996,30.88235294117647,1610612763,16,17,2022-11-03T02:32:26Z,1100000,-96.0,167.0,1,right,MISS D. Brooks 19' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,19.21,Missed,,,,,,,,,,,,,,,,,,
112,PT03M17.00S,2022-11-03T02:32:18.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,16,17,2022-11-03T02:32:26Z,1110000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,16-24 Left Center,,,,111.0,,,,,,,,,,,,,,,,
113,PT03M17.00S,2022-11-03T02:32:21.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612763,16,17,2022-11-03T02:32:35Z,1120000,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,202007.0,,,,,,,
116,PT03M17.00S,2022-11-03T02:32:23.4Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,16,17,2022-11-03T02:32:46Z,1130000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M17.00S,2022-11-03T02:32:23.4Z,1,REGULAR,substitution,out,[],203924,,,1610612757,16,17,2022-11-03T02:32:46Z,1140000,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M17.00S,2022-11-03T02:32:23.4Z,1,REGULAR,substitution,out,[],203500,,,1610612757,16,17,2022-11-03T02:32:46Z,1150000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M17.00S,2022-11-03T02:32:23.4Z,1,REGULAR,substitution,out,[],1628415,,,1610612757,16,17,2022-11-03T02:32:46Z,1160000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M17.00S,2022-11-03T02:32:23.4Z,1,REGULAR,substitution,in,[],1629642,,,1610612757,16,17,2022-11-03T02:32:46Z,1170000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M17.00S,2022-11-03T02:32:23.4Z,1,REGULAR,substitution,in,[],1630553,,,1610612757,16,17,2022-11-03T02:32:46Z,1180000,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M17.00S,2022-11-03T02:32:23.4Z,1,REGULAR,substitution,in,[],1629723,,,1610612757,16,17,2022-11-03T02:32:46Z,1190000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M17.00S,2022-11-03T02:32:23.4Z,1,REGULAR,substitution,in,[],1629634,,,1610612757,16,17,2022-11-03T02:32:46Z,1200000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M02.00S,2022-11-03T02:33:03.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629234,8.09789750328515,44.36274509803921,1610612757,16,17,2022-11-03T02:33:06Z,1210000,28.0,24.0,1,left,MISS D. Eubanks cutting Layup,[1629234],1610612757.0,POR,cutting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
125,PT03M00.00S,2022-11-03T02:33:05.2Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,16,17,2022-11-03T02:33:06Z,1220000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,
126,PT02M49.00S,2022-11-03T02:33:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,92.9862023653088,47.30392156862745,1610612763,16,19,2022-11-03T02:33:24Z,1230000,-13.0,13.0,1,right,B. Clarke alley-oop Layup (2 PTS) (J. Morant 3 AST),"[1629634, 1629630]",1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,1.9,Made,2.0,,,,,J. Morant,1629630.0,3.0,,,,,,,,,,
128,PT02M37.00S,2022-11-03T02:33:32.7Z,1,REGULAR,foul,personal,[],1631223,,,1610612757,16,19,2022-11-03T02:34:47Z,1250000,,,0,,D. Roddy personal FOUL (2 PF),"[1631223, 1629234]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,202007.0,2.0,0.0,Eubanks,1629234.0,,,
130,PT02M37.00S,2022-11-03T02:33:42.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,16,19,2022-11-03T02:33:42Z,1270000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M37.00S,2022-11-03T02:36:30.1Z,1,REGULAR,substitution,out,[],1628404,,,1610612757,16,19,2022-11-03T02:36:51Z,1280000,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M37.00S,2022-11-03T02:36:30.1Z,1,REGULAR,substitution,out,[],1629630,,,1610612757,16,19,2022-11-03T02:36:51Z,1290000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M37.00S,2022-11-03T02:36:30.1Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,16,19,2022-11-03T02:36:51Z,1300000,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M37.00S,2022-11-03T02:36:30.1Z,1,REGULAR,substitution,in,[],1630217,,,1610612757,16,19,2022-11-03T02:36:51Z,1310000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M30.00S,2022-11-03T02:37:16.7Z,1,REGULAR,turnover,out-of-bounds,[],1629234,,,1610612757,16,19,2022-11-03T02:37:28Z,1320000,,,0,,D. Eubanks step out-of-bounds TURNOVER (1 TO),[1629234],1610612757.0,POR,step,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2534.0,,,,,1.0,,
138,PT02M14.00S,2022-11-03T02:37:34.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,66.17936925098554,19.362745098039216,1610612763,16,22,2022-11-03T02:37:40Z,1330000,-153.0,265.0,1,right,D. Bane 30' 3PT  (3 PTS) (T. Jones 2 AST),"[1630217, 1626145]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,30.64,Made,3.0,,,,,T. Jones,1626145.0,2.0,,,,,,,,,,
140,PT02M05.00S,2022-11-03T02:37:44.0Z,1,REGULAR,3pt,Jump Shot,[],1629642,31.225361366622867,77.45098039215686,1610612757,16,22,2022-11-03T02:38:07Z,1350000,-137.0,241.0,1,left,MISS N. Little 27' step back bank 3PT,[1629642],1610612757.0,POR,step back bank,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,27.74,Missed,,,,,,,,,,,,,,,,,,
141,PT02M05.00S,2022-11-03T02:37:44.0Z,1,REGULAR,rebound,offensive,[],1630553,,,1610612757,16,22,2022-11-03T02:38:07Z,1360000,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,140.0,1.0,0.0,1.0,,,,,,,,,,,,,
142,PT01M53.00S,2022-11-03T02:37:56.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629234,8.754927726675426,49.01960784313725,1610612757,18,22,2022-11-03T02:38:01Z,1370000,5.0,30.0,1,left,D. Eubanks Hook (4 PTS) (K. Johnson 1 AST),"[1629234, 1630553]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,3.02,Made,4.0,,,,,K. Johnson,1630553.0,1.0,,,,,,,,,,
144,PT01M37.00S,2022-11-03T02:38:11.2Z,1,REGULAR,3pt,Jump Shot,[],1629723,91.80354796320631,95.83333333333334,1610612763,18,25,2022-11-03T02:38:16Z,1390000,229.0,25.0,1,right,J. Konchar 3PT  (3 PTS) (D. Roddy 1 AST),"[1629723, 1631223]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Right Corner 3,24+ Right,23.05,Made,3.0,,,,,D. Roddy,1631223.0,1.0,,,,,,,,,,
146,PT01M26.00S,2022-11-03T02:38:22.2Z,1,REGULAR,3pt,Jump Shot,[],1629642,27.283180026281208,17.892156862745097,1610612757,21,25,2022-11-03T02:38:26Z,1410000,161.0,204.0,1,left,N. Little 25' 3PT  (3 PTS) (J. Winslow 2 AST),"[1629642, 1626159]",1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Right Center,25.96,Made,3.0,,,,,J. Winslow,1626159.0,2.0,,,,,,,,,,
148,PT01M07.00S,2022-11-03T02:38:41.9Z,1,REGULAR,3pt,Jump Shot,[],1631223,87.86136662286465,95.58823529411765,1610612763,21,28,2022-11-03T02:38:46Z,1430000,228.0,62.0,1,right,D. Roddy 3PT  (3 PTS) (J. Konchar 1 AST),"[1631223, 1629723]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Right Corner 3,24+ Right,23.61,Made,3.0,,,,,J. Konchar,1629723.0,1.0,,,,,,,,,,
150,PT00M54.30S,2022-11-03T02:38:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626159,9.806176084099869,48.77450980392157,1610612757,21,28,2022-11-03T02:39:01Z,1450000,6.0,40.0,1,left,MISS J. Winslow driving floating Shot,[1626159],1610612757.0,POR,driving floating,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,,,,,,
151,PT00M53.40S,2022-11-03T02:38:56.7Z,1,REGULAR,rebound,offensive,[],1626159,,,1610612757,21,28,2022-11-03T02:38:56Z,1460000,,,0,,J. Winslow REBOUND (Off:1 Def:1),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,,,,150.0,2.0,1.0,1.0,,,,,,,,,,,,,
152,PT00M53.20S,2022-11-03T02:38:57.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626159,7.966491458607096,48.03921568627451,1610612757,23,28,2022-11-03T02:45:02Z,1470000,10.0,22.0,1,left,J. Winslow floating Jump Shot (2 PTS),[1626159],1610612757.0,POR,floating,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,2.44,Made,2.0,,,,,,,,,,,,,,,,,
153,PT00M45.40S,2022-11-03T02:39:08.2Z,1,REGULAR,turnover,bad pass,[],1630217,,,1610612763,23,28,2022-11-03T02:39:12Z,1480000,,,0,,D. Bane bad pass TURNOVER (2 TO),"[1630217, 1631101]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Sharpe,1631101.0
154,PT00M45.40S,2022-11-03T02:39:08.2Z,1,REGULAR,steal,,[],1631101,,,1610612757,23,28,2022-11-03T02:39:10Z,1490000,,,0,,S. Sharpe STEAL (2 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
155,PT00M41.60S,2022-11-03T02:39:12.1Z,1,REGULAR,turnover,lost ball,[],1629642,,,1610612757,23,28,2022-11-03T02:39:16Z,1500000,,,0,,N. Little lost ball TURNOVER (1 TO),"[1629642, 1631223]",1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Roddy,1631223.0
156,PT00M41.60S,2022-11-03T02:39:12.1Z,1,REGULAR,steal,,[],1631223,,,1610612763,23,28,2022-11-03T02:39:13Z,1510000,,,0,,D. Roddy STEAL (2 STL),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
157,PT00M35.00S,2022-11-03T02:39:18.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630217,71.04139290407359,24.509803921568626,1610612763,23,28,2022-11-03T02:39:25Z,1520000,-127.0,220.0,1,right,MISS D. Bane 25' running 3PT,[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
158,PT00M31.80S,2022-11-03T02:39:21.9Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612757,23,28,2022-11-03T02:39:25Z,1530000,,,0,,J. Winslow REBOUND (Off:1 Def:2),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Above the Break 3,24+ Left Center,,,,157.0,3.0,2.0,1.0,,,,,,,,,,,,,
159,PT00M14.50S,2022-11-03T02:39:39.1Z,1,REGULAR,turnover,bad pass,[],1626159,,,1610612757,23,28,2022-11-03T02:39:45Z,1540000,,,0,,J. Winslow bad pass TURNOVER (1 TO),"[1626159, 1629723]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Konchar,1629723.0
160,PT00M14.50S,2022-11-03T02:39:39.1Z,1,REGULAR,steal,,[],1629723,,,1610612763,23,28,2022-11-03T02:39:40Z,1550000,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
161,PT00M10.20S,2022-11-03T02:39:43.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1630217,94.56307490144546,51.71568627450981,1610612763,23,30,2022-11-03T02:46:19Z,1560000,9.0,-1.0,1,right,D. Bane running Layup (5 PTS) (D. Roddy 2 AST),"[1630217, 1631223]",1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,0.87,Made,5.0,,,,,D. Roddy,1631223.0,2.0,,,,,,,,,,
163,PT00M10.20S,2022-11-03T02:39:50.8Z,1,REGULAR,violation,defensive goaltending,[],1630553,,,1610612763,23,30,2022-11-03T02:40:07Z,1580000,,,0,,K. Johnson defensive goaltending VIOLATION,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,1627534.0,,,,,,,
164,PT00M10.20S,2022-11-03T02:40:08.2Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612757,23,30,2022-11-03T02:40:17Z,1590000,,,0,,TEAM delay-of-game VIOLATION,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,2534.0,,,,,,,
165,PT00M01.70S,2022-11-03T02:40:19.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626159,6.389618922470433,59.068627450980394,1610612757,23,30,2022-11-03T02:40:29Z,1600000,-45.0,8.0,1,left,MISS J. Winslow driving floating Shot,[1626159],1610612757.0,POR,driving floating,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),0-8 Center,4.59,Missed,,,,,,,,,,,,,,,,,,
166,PT00M01.20S,2022-11-03T02:40:22.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,23,30,2022-11-03T02:40:22Z,1610000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,165.0,,,,,,,,,,,,,,,,
167,PT00M01.20S,2022-11-03T02:40:24.5Z,1,REGULAR,substitution,out,[],1631223,,,1610612763,23,30,2022-11-03T02:40:28Z,1620000,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M01.20S,2022-11-03T02:40:24.5Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,23,30,2022-11-03T02:40:28Z,1630000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2022-11-03T02:40:40.7Z,1,REGULAR,period,end,[],0,,,1610612763,23,30,2022-11-03T02:40:40Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-11-03T02:43:44.4Z,2,REGULAR,substitution,out,['startperiod'],1630553,,,1610612763,23,30,2022-11-03T02:43:59Z,1650000,,,0,,SUB out: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-11-03T02:43:44.4Z,2,REGULAR,substitution,out,['startperiod'],1629234,,,1610612763,23,30,2022-11-03T02:43:59Z,1660000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-11-03T02:43:44.4Z,2,REGULAR,substitution,in,['startperiod'],203924,,,1610612763,23,30,2022-11-03T02:43:59Z,1670000,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-11-03T02:43:44.4Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612763,23,30,2022-11-03T02:43:59Z,1680000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-11-03T02:44:24.3Z,2,REGULAR,period,start,[],0,,,1610612757,23,30,2022-11-03T02:44:24Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M44.00S,2022-11-03T02:44:41.1Z,2,REGULAR,turnover,traveling,[],203924,,,1610612757,23,30,2022-11-03T02:44:49Z,1700000,,,0,,J. Grant traveling TURNOVER (1 TO),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202007.0,,,,,1.0,,
