actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
88,PT04M44.00S,2022-10-25T02:25:15.7Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612743,11,19,2022-10-25T02:25:21Z,880000,,,0,,B. Brown REBOUND (Off:1 Def:0),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,86.0,1.0,0.0,1.0,,,,,,,,,,,,,,
89,PT04M43.00S,2022-10-25T02:25:16.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628971,8.229303547963205,48.77450980392157,1610612743,11,19,2022-10-25T02:25:27Z,890000,6.0,25.0,1,left,MISS B. Brown floating Shot,[1628971],1610612743.0,DEN,floating,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,,,,,,,,,,
90,PT04M40.00S,2022-10-25T02:25:19.0Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,11,19,2022-10-25T02:25:19Z,900000,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,89.0,3.0,3.0,0.0,,,,,,,,,,,,,,
91,PT04M36.00S,2022-10-25T02:25:23.2Z,1,REGULAR,3pt,Jump Shot,[],203081,79.84559789750328,92.15686274509804,1610612757,14,19,2022-10-25T02:38:03Z,910000,211.0,137.0,1,right,D. Lillard 25' 3PT  (8 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,25.14,Made,,,,,,,,,,8.0,,,,,,,,
92,PT04M23.00S,2022-10-25T02:25:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,6.258212877792378,53.431372549019606,1610612743,14,21,2022-10-25T02:25:50Z,920000,-17.0,6.0,1,left,J. Green cutting Layup (2 PTS) (N. Jokic 3 AST),"[201145, 203999]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.83,Made,,,,,,,,,,2.0,,,,N. Jokic,203999.0,3.0,,
94,PT04M07.00S,2022-10-25T02:25:53.3Z,1,REGULAR,3pt,Jump Shot,[],1631101,86.5473061760841,96.32352941176471,1610612757,14,21,2022-10-25T02:26:00Z,940000,232.0,74.0,1,right,MISS S. Sharpe 24' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,24.31,Missed,,,,,,,,,,,,,,,,,,
95,PT04M03.00S,2022-10-25T02:25:57.3Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,14,21,2022-10-25T02:26:00Z,950000,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,,,94.0,2.0,1.0,1.0,,,,,,,,,,,,,,
96,PT03M56.00S,2022-10-25T02:26:03.7Z,1,REGULAR,2pt,Jump Shot,[],203484,26.363337713534822,56.127450980392155,1610612743,14,21,2022-10-25T02:26:10Z,960000,-31.0,195.0,1,left,MISS K. Caldwell-Pope 19' pullup Shot,[203484],1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Center,19.77,Missed,,,,,,,,,,,,,,,,,,
97,PT03M53.00S,2022-10-25T02:26:06.7Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,14,21,2022-10-25T02:26:10Z,970000,,,0,,J. Nurkic REBOUND (Off:0 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Center,,,96.0,4.0,4.0,0.0,,,,,,,,,,,,,,
98,PT03M32.00S,2022-10-25T02:26:28.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,94.1688567674113,50.245098039215684,1610612757,16,21,2022-10-25T02:26:34Z,980000,1.0,2.0,1,right,S. Sharpe cutting Layup (2 PTS) (J. Nurkic 2 AST),"[1631101, 203994]",1610612757.0,POR,cutting,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,,,,2.0,,,,J. Nurkic,203994.0,2.0,,
100,PT03M20.00S,2022-10-25T02:26:42.6Z,1,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612743,16,21,2022-10-25T02:26:52Z,1000000,,,0,,J. Hart shooting personal FOUL (1 PF) (Green 2 FT),"[1628404, 201145]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202056.0,1.0,0.0,Green,201145.0,,,,,,,,,
102,PT03M20.00S,2022-10-25T02:27:44.3Z,1,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,16,21,2022-10-25T02:27:44Z,1020000,,,0,,MISS J. Green Free Throw 1 of 2,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
103,PT03M20.00S,2022-10-25T02:27:44.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,16,21,2022-10-25T02:27:44Z,1030000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,
104,PT03M20.00S,2022-10-25T02:27:44.9Z,1,REGULAR,substitution,out,[],1628404,,,1610612743,16,21,2022-10-25T02:27:57Z,1040000,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M20.00S,2022-10-25T02:27:44.9Z,1,REGULAR,substitution,out,[],203994,,,1610612743,16,21,2022-10-25T02:27:57Z,1050000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M20.00S,2022-10-25T02:27:44.9Z,1,REGULAR,substitution,out,[],203484,,,1610612743,16,21,2022-10-25T02:27:57Z,1060000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M20.00S,2022-10-25T02:27:44.9Z,1,REGULAR,substitution,out,[],203999,,,1610612743,16,21,2022-10-25T02:27:57Z,1070000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M20.00S,2022-10-25T02:27:44.9Z,1,REGULAR,substitution,in,[],1629642,,,1610612743,16,21,2022-10-25T02:27:57Z,1080000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M20.00S,2022-10-25T02:27:44.9Z,1,REGULAR,substitution,in,[],1629234,,,1610612743,16,21,2022-10-25T02:27:57Z,1090000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M20.00S,2022-10-25T02:27:44.9Z,1,REGULAR,substitution,in,[],201599,,,1610612743,16,21,2022-10-25T02:27:57Z,1100000,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M20.00S,2022-10-25T02:27:44.9Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,16,21,2022-10-25T02:27:57Z,1110000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M20.00S,2022-10-25T02:28:11.5Z,1,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,16,22,2022-10-25T02:28:11Z,1120000,,,0,,J. Green Free Throw 2 of 2 (3 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
113,PT03M03.00S,2022-10-25T02:28:28.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,88.91261498028909,62.745098039215684,1610612757,16,22,2022-10-25T02:28:36Z,1130000,64.0,52.0,1,right,MISS J. Grant 8' turnaround fadeaway Shot,[203924],1610612757.0,POR,turnaround fadeaway,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Right,8.2,Missed,,,,,,,,,,,,,,,,,,
114,PT03M01.00S,2022-10-25T02:28:30.3Z,1,REGULAR,rebound,defensive,[],1630538,,,1610612743,16,22,2022-10-25T02:28:36Z,1140000,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),8-16 Right,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT02M50.00S,2022-10-25T02:28:41.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,5.601182654402102,49.26470588235294,1610612743,16,24,2022-10-25T02:28:47Z,1150000,4.0,0.0,1,left,D. Jordan DUNK (2 PTS),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,,,,,,2.0,,,,,,,,
116,PT02M40.00S,2022-10-25T02:28:54.0Z,1,REGULAR,foul,personal,['2freethrow'],201599,,,1610612757,16,24,2022-10-25T02:29:05Z,1160000,,,0,,D. Jordan shooting personal FOUL (1 PF) (Grant 2 FT),"[201599, 203924]",1610612743.0,DEN,shooting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,1.0,0.0,Grant,203924.0,,,,,,,,,
118,PT02M40.00S,2022-10-25T02:29:09.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,16,24,2022-10-25T02:29:09Z,1180000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M40.00S,2022-10-25T02:30:36.6Z,1,REGULAR,substitution,out,[],203081,,,1610612757,16,24,2022-10-25T02:31:40Z,1190000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M40.00S,2022-10-25T02:30:36.6Z,1,REGULAR,substitution,in,[],1629014,,,1610612757,16,24,2022-10-25T02:31:40Z,1200000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M40.00S,2022-10-25T02:32:06.2Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,16,24,2022-10-25T02:32:06Z,1210000,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
122,PT02M40.00S,2022-10-25T02:32:06.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,16,24,2022-10-25T02:32:06Z,1220000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,121.0,,,,,,,,,,,,,,,,,
123,PT02M40.00S,2022-10-25T02:32:21.8Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,17,24,2022-10-25T02:32:21Z,1230000,,,0,,J. Grant Free Throw 2 of 2 (3 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
124,PT02M17.00S,2022-10-25T02:32:55.1Z,1,REGULAR,3pt,Jump Shot,[],1630538,25.312089356110377,87.5,1610612743,17,27,2022-10-25T02:33:00Z,1240000,-188.0,185.0,1,left,B. Hyland 26' 3PT  (3 PTS) (B. Brown 1 AST),"[1630538, 1628971]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,26.37,Made,,,,,,,,,,3.0,,,,B. Brown,1628971.0,1.0,,
126,PT01M51.00S,2022-10-25T02:33:21.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,90.62089356110381,62.254901960784316,1610612757,19,27,2022-10-25T02:33:30Z,1260000,61.0,36.0,1,right,A. Simons 7' driving floating Jump Shot (5 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,7.09,Made,,,,,,,,,,5.0,,,,,,,,
127,PT01M36.00S,2022-10-25T02:33:35.4Z,1,REGULAR,3pt,Jump Shot,[],1630538,16.90210249671485,95.09803921568627,1610612743,19,27,2022-10-25T02:33:40Z,1270000,-225.0,106.0,1,left,MISS B. Hyland 24' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,24.93,Missed,,,,,,,,,,,,,,,,,,
128,PT01M34.00S,2022-10-25T02:33:37.4Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,19,27,2022-10-25T02:33:40Z,1280000,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,
129,PT01M21.00S,2022-10-25T02:33:51.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,94.69448094612353,46.81372549019608,1610612757,21,27,2022-10-25T02:33:57Z,1290000,-16.0,-3.0,1,right,A. Simons driving Layup (7 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,,,,,,7.0,,,,,,,,
130,PT01M05.00S,2022-10-25T02:34:07.8Z,1,REGULAR,3pt,Jump Shot,[],1631128,29.25427069645204,24.509803921568626,1610612743,21,27,2022-10-25T02:34:12Z,1300000,127.0,222.0,1,left,MISS C. Braun 25' 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,25.64,Missed,,,,,,,,,,,,,,,,,,
131,PT01M02.00S,2022-10-25T02:34:10.8Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612743,21,27,2022-10-25T02:34:12Z,1310000,,,0,,B. Brown REBOUND (Off:2 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,130.0,3.0,1.0,2.0,,,,,,,,,,,,,,
132,PT00M54.90S,2022-10-25T02:34:18.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,7.835085413929041,45.09803921568628,1610612743,21,27,2022-10-25T02:34:27Z,1320000,25.0,21.0,1,left,MISS D. Jordan cutting Layup - blocked,"[201599, 1629234]",1610612743.0,DEN,cutting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,Eubanks,1629234.0
133,PT00M54.90S,2022-10-25T02:34:18.6Z,1,REGULAR,block,,[],1629234,,,1610612743,21,27,2022-10-25T02:34:21Z,1330000,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT00M51.90S,2022-10-25T02:34:21.6Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612757,21,27,2022-10-25T02:34:27Z,1340000,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT00M50.00S,2022-10-25T02:34:24.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629642,94.03745072273325,50.73529411764706,1610612757,23,27,2022-10-25T02:34:34Z,1350000,4.0,4.0,1,right,N. Little running DUNK (2 PTS) (A. Simons 1 AST),"[1629642, 1629014]",1610612757.0,POR,running,,,Little,N. Little,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,,,2.0,,,,A. Simons,1629014.0,1.0,,
137,PT00M35.00S,2022-10-25T02:34:42.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,6.915243101182654,48.77450980392157,1610612743,23,29,2022-10-25T02:34:47Z,1370000,6.0,13.0,1,left,B. Brown driving Layup (2 PTS) (D. Jordan 1 AST),"[1628971, 201599]",1610612743.0,DEN,driving,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,,,,2.0,,,,D. Jordan,201599.0,1.0,,
138,PT00M15.40S,2022-10-25T02:35:08.3Z,1,REGULAR,turnover,out-of-bounds,[],1631101,,,1610612757,23,29,2022-10-25T02:35:15Z,1380000,,,0,,S. Sharpe step out-of-bounds TURNOVER (1 TO),[1631101],1610612757.0,POR,step,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,202056.0,,,,,,1.0,,,,,,,
139,PT00M15.40S,2022-10-25T02:35:16.7Z,1,REGULAR,substitution,out,[],1631128,,,1610612743,23,29,2022-10-25T02:35:21Z,1390000,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M15.40S,2022-10-25T02:35:16.7Z,1,REGULAR,substitution,in,[],1629008,,,1610612743,23,29,2022-10-25T02:35:21Z,1400000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M01.80S,2022-10-25T02:35:35.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201599,5.995400788436268,49.754901960784316,1610612743,23,31,2022-10-25T02:35:42Z,1410000,1.0,4.0,1,left,D. Jordan cutting DUNK (4 PTS) (B. Hyland 1 AST),"[201599, 1630538]",1610612743.0,DEN,cutting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,0.41,Made,,,,,,,,,,4.0,,,,B. Hyland,1630538.0,1.0,,
143,PT00M00.00S,2022-10-25T02:35:42.7Z,1,REGULAR,3pt,Jump Shot,[],1629642,39.76675427069645,86.51960784313727,1610612757,23,31,2022-10-25T02:36:35Z,1430000,183.0,514.0,1,right,MISS N. Little 54' pullup 3PT,[1629642],1610612757.0,POR,pullup,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,54.52,Missed,,,,,,,,,,,,,,,,,,
144,PT00M00.00S,2022-10-25T02:35:42.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,23,31,2022-10-25T02:36:23Z,1440000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,143.0,,,,,,,,,,,,,,,,,
145,PT00M00.00S,2022-10-25T02:35:46.2Z,1,REGULAR,period,end,[],0,,,1610612757,23,31,2022-10-25T02:35:46Z,1450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-10-25T02:37:28.6Z,2,REGULAR,substitution,out,['startperiod'],1629234,,,1610612757,23,31,2022-10-25T02:38:11Z,1470000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-10-25T02:37:28.6Z,2,REGULAR,substitution,out,['startperiod'],1629008,,,1610612757,23,31,2022-10-25T02:38:11Z,1480000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-10-25T02:37:28.6Z,2,REGULAR,substitution,in,['startperiod'],1630553,,,1610612757,23,31,2022-10-25T02:38:11Z,1490000,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-10-25T02:37:28.6Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612757,23,31,2022-10-25T02:38:11Z,1500000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-10-25T02:37:28.6Z,2,REGULAR,substitution,in,['startperiod'],1627750,,,1610612757,23,31,2022-10-25T02:38:11Z,1510000,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-10-25T02:37:28.6Z,2,REGULAR,substitution,out,['startperiod'],203924,,,1610612757,23,31,2022-10-25T02:39:38Z,1515000,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-10-25T02:38:26.4Z,2,REGULAR,period,start,[],0,,,1610612743,23,31,2022-10-25T02:38:26Z,1520000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M48.00S,2022-10-25T02:38:39.3Z,2,REGULAR,foul,personal,[],1630553,,,1610612743,23,31,2022-10-25T02:38:47Z,1530000,,,0,,K. Johnson personal FOUL (1 PF),"[1630553, 1630538]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,1201.0,1.0,0.0,Hyland,1630538.0,,,,,,,,,
155,PT11M40.00S,2022-10-25T02:39:03.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,12.040078843626807,65.19607843137256,1610612743,23,33,2022-10-25T02:39:11Z,1550000,-76.0,61.0,1,left,B. Hyland 9' driving floating bank Jump Shot (5 PTS),[1630538],1610612743.0,DEN,driving floating bank,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),8-16 Left,9.73,Made,,,,,,,,,,5.0,,,,,,,,
156,PT11M22.00S,2022-10-25T02:39:21.2Z,2,REGULAR,2pt,Jump Shot,[],1631101,72.61826544021025,45.09803921568628,1610612757,23,33,2022-10-25T02:39:32Z,1560000,-25.0,205.0,1,right,MISS S. Sharpe 20' pullup Shot,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Center,20.64,Missed,,,,,,,,,,,,,,,,,,
157,PT11M17.00S,2022-10-25T02:39:26.2Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,23,33,2022-10-25T02:39:32Z,1570000,,,0,,B. Brown REBOUND (Off:2 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Center,,,156.0,4.0,2.0,2.0,,,,,,,,,,,,,,
159,PT10M58.00S,2022-10-25T02:39:44.9Z,2,REGULAR,3pt,Jump Shot,[],1630538,39.37253613666228,18.38235294117647,1610612743,23,33,2022-10-25T02:39:49Z,1580000,158.0,318.0,1,left,MISS B. Hyland 35' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,35.48,Missed,,,,,,,,,,,,,,,,,,
160,PT10M56.00S,2022-10-25T02:39:46.9Z,2,REGULAR,rebound,defensive,[],1630553,,,1610612757,23,33,2022-10-25T02:39:49Z,1590000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,,,
161,PT10M51.00S,2022-10-25T02:39:51.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,78.40013140604468,92.40196078431373,1610612757,23,33,2022-10-25T02:40:01Z,1600000,212.0,151.0,1,right,MISS A. Simons 26' running pullup 3PT,[1629014],1610612757.0,POR,running pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,26.0,Missed,,,,,,,,,,,,,,,,,,
162,PT10M49.00S,2022-10-25T02:39:53.8Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,23,33,2022-10-25T02:40:01Z,1610000,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,
163,PT10M37.00S,2022-10-25T02:40:06.5Z,2,REGULAR,3pt,Jump Shot,[],1627750,7.046649145860711,3.1862745098039214,1610612743,23,33,2022-10-25T02:40:15Z,1620000,234.0,14.0,1,left,MISS J. Murray step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,23.45,Missed,,,,,,,,,,,,,,,,,,
164,PT10M35.00S,2022-10-25T02:40:08.5Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,23,33,2022-10-25T02:40:15Z,1630000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Right Corner 3,24+ Right,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,
165,PT10M26.00S,2022-10-25T02:40:16.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.77463863337714,52.20588235294118,1610612757,23,33,2022-10-25T02:40:34Z,1640000,11.0,6.0,1,right,MISS J. Nurkic cutting Layup,[203994],1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.25,Missed,,,,,,,,,,,,,,,,,,
166,PT10M26.00S,2022-10-25T02:40:16.4Z,2,REGULAR,rebound,offensive,[],1631101,,,1610612757,23,33,2022-10-25T02:40:34Z,1650000,,,0,,S. Sharpe REBOUND (Off:1 Def:0),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,165.0,1.0,0.0,1.0,,,,,,,,,,,,,,
167,PT10M25.00S,2022-10-25T02:40:18.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631101,94.40999984741211,50.0,1610612757,25,33,2022-10-25T02:40:18Z,1660000,0.0,0.0,1,right,S. Sharpe tip Layup (4 PTS),[1631101],1610612757.0,POR,tip,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,4.0,,,,,,,,
168,PT10M06.00S,2022-10-25T02:40:37.1Z,2,REGULAR,3pt,Jump Shot,[],1630538,31.882391590013142,20.34313725490196,1610612743,25,36,2022-10-25T02:40:43Z,1670000,148.0,247.0,1,left,B. Hyland 28' 3PT  (8 PTS) (B. Brown 2 AST),"[1630538, 1628971]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,28.83,Made,,,,,,,,,,8.0,,,,B. Brown,1628971.0,2.0,,
