actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
77,PT04M31.00S,2023-02-27T02:25:53.3Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,19,16,2023-02-27T02:25:59Z,770000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M31.00S,2023-02-27T02:26:12.7Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,20,16,2023-02-27T02:26:12Z,780000,False,,,0,,J. Grant Free Throw 2 of 2 (6 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
79,PT04M22.00S,2023-02-27T02:26:26.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,7.178055190538765,49.754901960784316,1610612745,20,18,2023-02-27T02:26:34Z,790000,False,1.0,15.0,1,left,K. Martin Jr. alley-oop DUNK (2 PTS) (A. Sengun 2 AST),"[1630231, 1630578]",1610612745.0,HOU,alley-oop,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,2.0,,,,,,,,,,,A. Sengun,1630578.0,2.0
81,PT04M22.00S,2023-02-27T02:26:31.6Z,1,REGULAR,foul,personal,['1freethrow'],1629234,,,1610612745,20,18,2023-02-27T02:26:48Z,810000,False,,,0,,D. Eubanks shooting personal FOUL (1 PF) (Martin Jr. 1 FT),"[1629234, 1630231]",1610612757.0,POR,shooting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,1.0,0.0,Martin Jr.,1630231.0,,,,,,,,
83,PT04M22.00S,2023-02-27T02:26:37.4Z,1,REGULAR,substitution,out,[],203924,,,1610612745,20,18,2023-02-27T02:26:46Z,830000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M22.00S,2023-02-27T02:26:37.4Z,1,REGULAR,substitution,out,[],1629234,,,1610612745,20,18,2023-02-27T02:26:46Z,840000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M22.00S,2023-02-27T02:26:37.4Z,1,REGULAR,substitution,in,[],1629642,,,1610612745,20,18,2023-02-27T02:26:46Z,850000,False,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M22.00S,2023-02-27T02:26:37.4Z,1,REGULAR,substitution,in,[],1630570,,,1610612745,20,18,2023-02-27T02:26:46Z,860000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M22.00S,2023-02-27T02:27:03.8Z,1,REGULAR,freethrow,1 of 1,[],1630231,,,1610612745,20,19,2023-02-27T02:27:03Z,870000,False,,,0,,K. Martin Jr. Free Throw 1 of 1 (3 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
88,PT04M09.00S,2023-02-27T02:27:17.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,94.1688567674113,44.6078431372549,1610612757,22,19,2023-02-27T02:27:22Z,880000,False,-27.0,2.0,1,right,S. Sharpe driving floating Jump Shot (2 PTS) (D. Lillard 1 AST),"[1631101, 203081]",1610612757.0,POR,driving floating,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.71,Made,,,,,2.0,,,,,,,,,,,D. Lillard,203081.0,1.0
91,PT03M47.00S,2023-02-27T02:28:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,5.601182654402102,49.01960784313725,1610612745,22,19,2023-02-27T02:28:05Z,910000,False,5.0,0.0,1,left,MISS J. Smith Jr. driving finger roll Layup,[1631095],1610612745.0,HOU,driving finger roll,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,0.49,Missed,,,,,,,,,,,,,,,,,,
92,PT03M45.00S,2023-02-27T02:28:02.0Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,22,19,2023-02-27T02:28:05Z,920000,False,,,0,,A. Sengun REBOUND (Off:4 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,91.0,4.0,0.0,4.0,,,,,,,,,,,,,,
93,PT03M45.00S,2023-02-27T02:28:02.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630578,5.590000152587891,50.0,1610612745,22,21,2023-02-27T02:28:02Z,930000,False,0.0,0.0,1,left,A. Sengun tip DUNK (8 PTS),[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,8.0,,,,,,,,,,,,,
94,PT03M33.00S,2023-02-27T02:28:14.5Z,1,REGULAR,3pt,Jump Shot,[],1629642,76.42904073587385,86.51960784313727,1610612757,25,21,2023-02-27T02:28:18Z,940000,False,183.0,169.0,1,right,N. Little 24' 3PT  (3 PTS) (M. Thybulle 1 AST),"[1629642, 1629680]",1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Right Center,24.89,Made,,,,,3.0,,,,,,,,,,,M. Thybulle,1629680.0,1.0
96,PT03M13.00S,2023-02-27T02:28:37.3Z,1,REGULAR,foul,personal,['2freethrow'],1629642,,,1610612745,25,21,2023-02-27T02:28:54Z,960000,False,,,0,,N. Little shooting personal FOUL (1 PF) (Tate 2 FT),"[1629642, 1630256]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,1.0,0.0,Tate,1630256.0,,,,,,,,
98,PT03M13.00S,2023-02-27T02:29:06.3Z,1,REGULAR,freethrow,1 of 2,[],1630256,,,1610612745,25,22,2023-02-27T02:29:06Z,980000,False,,,0,,J. Tate Free Throw 1 of 2 (9 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
99,PT03M13.00S,2023-02-27T02:29:06.8Z,1,REGULAR,substitution,out,[],1631102,,,1610612745,25,22,2023-02-27T02:29:24Z,990000,False,,,0,,SUB out: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M13.00S,2023-02-27T02:29:06.8Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,25,22,2023-02-27T02:29:24Z,1000000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M13.00S,2023-02-27T02:29:06.8Z,1,REGULAR,substitution,in,[],1630528,,,1610612745,25,22,2023-02-27T02:29:24Z,1010000,False,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M13.00S,2023-02-27T02:29:06.8Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,25,22,2023-02-27T02:29:24Z,1020000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M13.00S,2023-02-27T02:29:34.2Z,1,REGULAR,freethrow,2 of 2,[],1630256,,,1610612745,25,23,2023-02-27T02:29:34Z,1030000,False,,,0,,J. Tate Free Throw 2 of 2 (10 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
104,PT03M03.00S,2023-02-27T02:29:47.5Z,1,REGULAR,foul,personal,['3freethrow'],1630256,,,1610612757,25,23,2023-02-27T02:29:54Z,1040000,False,,,0,,J. Tate shooting personal FOUL (2 PF) (Lillard 3 FT),"[1630256, 203081]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,Above the Break 3,24+ Left Center,,,,,,,,1628953.0,2.0,0.0,Lillard,203081.0,,,,,,,,
106,PT03M03.00S,2023-02-27T02:30:16.9Z,1,REGULAR,freethrow,1 of 3,[],203081,,,1610612757,26,23,2023-02-27T02:30:16Z,1060000,False,,,0,,D. Lillard Free Throw 1 of 3 (14 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
107,PT03M03.00S,2023-02-27T02:30:31.9Z,1,REGULAR,freethrow,2 of 3,[],203081,,,1610612757,27,23,2023-02-27T02:30:31Z,1070000,False,,,0,,D. Lillard Free Throw 2 of 3 (15 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
108,PT03M03.00S,2023-02-27T02:30:32.8Z,1,REGULAR,substitution,out,[],1629680,,,1610612757,27,23,2023-02-27T02:30:44Z,1080000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M03.00S,2023-02-27T02:30:32.8Z,1,REGULAR,substitution,out,[],1630256,,,1610612757,27,23,2023-02-27T02:30:44Z,1090000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M03.00S,2023-02-27T02:30:32.8Z,1,REGULAR,substitution,in,[],1631133,,,1610612757,27,23,2023-02-27T02:30:44Z,1100000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M03.00S,2023-02-27T02:30:32.8Z,1,REGULAR,substitution,in,[],1630227,,,1610612757,27,23,2023-02-27T02:30:44Z,1110000,False,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M03.00S,2023-02-27T02:30:58.5Z,1,REGULAR,freethrow,3 of 3,[],203081,,,1610612757,28,23,2023-02-27T02:30:58Z,1120000,False,,,0,,D. Lillard Free Throw 3 of 3 (16 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
113,PT02M52.00S,2023-02-27T02:31:12.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,6.389618922470433,45.83333333333333,1610612745,28,25,2023-02-27T02:31:19Z,1130000,False,21.0,8.0,1,left,A. Sengun driving bank Jump Shot (10 PTS),[1630578],1610612745.0,HOU,driving bank,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,10.0,,,,,,,,,,,,,
114,PT02M36.00S,2023-02-27T02:31:28.2Z,1,REGULAR,3pt,Jump Shot,[],1631101,90.3580814717477,94.36274509803921,1610612757,28,25,2023-02-27T02:31:33Z,1140000,False,222.0,38.0,1,right,MISS S. Sharpe 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,22.5,Missed,,,,,,,,,,,,,,,,,,
115,PT02M32.00S,2023-02-27T02:31:32.2Z,1,REGULAR,rebound,offensive,[],203081,,,1610612757,28,25,2023-02-27T02:31:33Z,1150000,False,,,0,,D. Lillard REBOUND (Off:1 Def:2),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Right Corner 3,24+ Right,,,114.0,3.0,2.0,1.0,,,,,,,,,,,,,,
116,PT02M32.00S,2023-02-27T02:31:31.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203081,94.40999984741211,50.0,1610612757,28,25,2023-02-27T02:31:40Z,1160000,False,0.0,0.0,1,right,MISS D. Lillard tip Layup,[203081],1610612757.0,POR,tip,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
117,PT02M31.00S,2023-02-27T02:31:32.5Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,28,25,2023-02-27T02:31:40Z,1170000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,
118,PT02M12.00S,2023-02-27T02:31:52.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630227,4.681340341655716,52.94117647058824,1610612745,28,25,2023-02-27T02:31:56Z,1180000,False,-15.0,-8.0,1,left,MISS D. Nix driving bank Shot,[1630227],1610612745.0,HOU,driving bank,,,Nix,D. Nix,,,,,Restricted Area,0-8 Center,1.7,Missed,,,,,,,,,,,,,,,,,,
119,PT02M10.00S,2023-02-27T02:31:54.8Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,28,25,2023-02-27T02:31:54Z,1190000,False,,,0,,A. Sengun REBOUND (Off:5 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,118.0,5.0,0.0,5.0,,,,,,,,,,,,,,
120,PT02M10.00S,2023-02-27T02:31:54.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,5.590000152587891,50.0,1610612745,28,25,2023-02-27T02:31:54Z,1200000,False,0.0,0.0,1,left,MISS A. Sengun tip Layup,[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
121,PT02M09.00S,2023-02-27T02:31:55.1Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,28,25,2023-02-27T02:31:55Z,1210000,False,,,0,,A. Sengun REBOUND (Off:6 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,120.0,6.0,0.0,6.0,,,,,,,,,,,,,,
122,PT02M07.00S,2023-02-27T02:31:57.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630231,6.652431011826544,50.0,1610612745,28,27,2023-02-27T02:32:03Z,1220000,False,0.0,10.0,1,left,K. Martin Jr. cutting DUNK (5 PTS) (A. Sengun 3 AST),"[1630231, 1630578]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,5.0,,,,,,,,,,,A. Sengun,1630578.0,3.0
124,PT01M51.00S,2023-02-27T02:32:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,93.9060446780552,52.450980392156865,1610612757,28,27,2023-02-27T02:32:17Z,1240000,False,12.0,5.0,1,right,MISS T. Watford driving Layup,[1630570],1610612757.0,POR,driving,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
125,PT01M49.00S,2023-02-27T02:32:15.0Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,28,27,2023-02-27T02:32:17Z,1250000,False,,,0,,T. Eason REBOUND (Off:0 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,124.0,2.0,2.0,0.0,,,,,,,,,,,,,,
126,PT01M46.00S,2023-02-27T02:32:19.4Z,1,REGULAR,turnover,out-of-bounds,[],1630231,,,1610612745,28,27,2023-02-27T02:32:27Z,1260000,False,,,0,,K. Martin Jr. bad pass out-of-bounds TURNOVER (1 TO),[1630231],1610612745.0,HOU,bad pass,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,1628953.0,,,,,1.0,,,,,,,
127,PT01M46.00S,2023-02-27T02:32:24.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,28,27,2023-02-27T02:32:24Z,1270000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M46.00S,2023-02-27T02:34:46.0Z,1,REGULAR,substitution,out,[],203081,,,1610612757,28,27,2023-02-27T02:35:09Z,1280000,False,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M46.00S,2023-02-27T02:34:46.0Z,1,REGULAR,substitution,out,[],1631133,,,1610612757,28,27,2023-02-27T02:35:09Z,1290000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M46.00S,2023-02-27T02:34:46.0Z,1,REGULAR,substitution,out,[],1630578,,,1610612757,28,27,2023-02-27T02:35:09Z,1300000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M46.00S,2023-02-27T02:34:46.0Z,1,REGULAR,substitution,in,[],1630553,,,1610612757,28,27,2023-02-27T02:35:09Z,1310000,False,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M46.00S,2023-02-27T02:34:46.0Z,1,REGULAR,substitution,in,[],203924,,,1610612757,28,27,2023-02-27T02:35:09Z,1320000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M46.00S,2023-02-27T02:34:46.0Z,1,REGULAR,substitution,in,[],1630586,,,1610612757,28,27,2023-02-27T02:35:09Z,1330000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M29.00S,2023-02-27T02:35:29.6Z,1,REGULAR,turnover,lost ball,[],1631101,,,1610612757,28,27,2023-02-27T02:35:33Z,1340000,False,,,0,,S. Sharpe lost ball TURNOVER (1 TO),"[1631101, 1630528]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Christopher,1630528.0,,,,,
135,PT01M29.00S,2023-02-27T02:35:29.6Z,1,REGULAR,steal,,[],1630528,,,1610612745,28,27,2023-02-27T02:35:31Z,1350000,False,,,0,,J. Christopher STEAL (1 STL),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
136,PT01M22.00S,2023-02-27T02:35:37.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630227,6.783837056504599,51.470588235294116,1610612745,28,27,2023-02-27T02:39:24Z,1360000,False,-7.0,11.0,1,left,MISS D. Nix running Layup,[1630227],1610612745.0,HOU,running,,,Nix,D. Nix,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,,
137,PT01M22.00S,2023-02-27T02:35:37.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,28,27,2023-02-27T02:35:43Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,136.0,,,,,,,,,,,,,,,,,
138,PT01M22.00S,2023-02-27T02:35:43.2Z,1,REGULAR,turnover,traveling,[],1630227,,,1610612745,28,27,2023-02-27T02:35:56Z,1380000,False,,,0,,D. Nix traveling TURNOVER (1 TO),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,,,,,1.0,,,,,,,
139,PT01M09.00S,2023-02-27T02:36:04.0Z,1,REGULAR,turnover,lost ball,[],203924,,,1610612757,28,27,2023-02-27T02:36:08Z,1390000,False,,,0,,J. Grant lost ball TURNOVER (3 TO),"[203924, 1630227]",1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,Nix,1630227.0,,,,,
140,PT01M09.00S,2023-02-27T02:36:04.0Z,1,REGULAR,steal,,[],1630227,,,1610612745,28,27,2023-02-27T02:36:05Z,1400000,False,,,0,,D. Nix STEAL (1 STL),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
141,PT01M07.00S,2023-02-27T02:36:08.4Z,1,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612745,28,27,2023-02-27T02:36:18Z,1410000,False,,,0,,T. Watford shooting personal FOUL (1 PF) (Martin Jr. 2 FT),"[1630570, 1630231]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628953.0,1.0,0.0,Martin Jr.,1630231.0,,,,,,,,
143,PT01M07.00S,2023-02-27T02:36:42.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630231,,,1610612745,28,28,2023-02-27T02:37:03Z,1430000,False,,,0,,K. Martin Jr. Free Throw 1 of 2 (6 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
144,PT01M07.00S,2023-02-27T02:36:42.4Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630231,,,1610612745,28,28,2023-02-27T02:37:03Z,1440000,False,,,0,,MISS K. Martin Jr. Free Throw 2 of 2,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
145,PT01M04.00S,2023-02-27T02:36:45.4Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,28,28,2023-02-27T02:37:03Z,1450000,False,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,,,
146,PT00M48.90S,2023-02-27T02:37:17.2Z,1,REGULAR,2pt,Jump Shot,[],203924,76.42904073587385,77.20588235294117,1610612757,30,28,2023-02-27T02:37:23Z,1460000,False,136.0,169.0,1,right,J. Grant 21' step back Jump Shot (8 PTS),[203924],1610612757.0,POR,step back,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right Center,21.7,Made,,,,,8.0,,,,,,,,,,,,,
147,PT00M36.60S,2023-02-27T02:37:33.5Z,1,REGULAR,3pt,Jump Shot,[],1630528,13.87976346911958,95.83333333333334,1610612745,30,31,2023-02-27T02:37:37Z,1470000,False,-229.0,78.0,1,left,J. Christopher 24' 3PT pullup (3 PTS) (T. Eason 1 AST),"[1630528, 1631106]",1610612745.0,HOU,pullup,,,Christopher,J. Christopher,,,,,Left Corner 3,24+ Left,24.21,Made,,,,,3.0,,,,,,,,,,,T. Eason,1631106.0,1.0
150,PT00M14.00S,2023-02-27T02:38:17.9Z,1,REGULAR,3pt,Jump Shot,[],1630553,74.06373193166885,84.06862745098039,1610612757,30,31,2023-02-27T02:38:28Z,1500000,False,170.0,191.0,1,right,MISS K. Johnson 25' 3PT,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
151,PT00M11.40S,2023-02-27T02:38:20.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,30,31,2023-02-27T02:38:28Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,150.0,,,,,,,,,,,,,,,,,
152,PT00M11.40S,2023-02-27T02:38:27.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630586,,,1610612757,30,31,2023-02-27T02:38:55Z,1520000,False,,,0,,U. Garuba loose ball personal FOUL (1 PF) (Little 2 FT),"[1630586, 1629642]",1610612745.0,HOU,loose ball,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,1.0,0.0,Little,1629642.0,,,,,,,,
154,PT00M11.40S,2023-02-27T02:39:00.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629642,,,1610612757,31,31,2023-02-27T02:39:00Z,1540000,False,,,0,,N. Little Free Throw 1 of 2 (4 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
155,PT00M11.40S,2023-02-27T02:39:00.9Z,1,REGULAR,substitution,out,[],1630586,,,1610612757,31,31,2023-02-27T02:39:05Z,1550000,False,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M11.40S,2023-02-27T02:39:00.9Z,1,REGULAR,substitution,in,[],1631095,,,1610612757,31,31,2023-02-27T02:39:05Z,1560000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M11.40S,2023-02-27T02:39:20.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629642,,,1610612757,32,31,2023-02-27T02:39:20Z,1570000,False,,,0,,N. Little Free Throw 2 of 2 (5 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
158,PT00M00.00S,2023-02-27T02:39:36.7Z,1,REGULAR,3pt,Jump Shot,[],1630528,27.283180026281208,15.441176470588236,1610612745,32,31,2023-02-27T02:39:42Z,1580000,False,173.0,204.0,1,left,MISS J. Christopher 26' step back bank 3PT,[1630528],1610612745.0,HOU,step back bank,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Right Center,26.73,Missed,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2023-02-27T02:39:38.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,32,31,2023-02-27T02:39:38Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,158.0,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2023-02-27T02:39:39.9Z,1,REGULAR,period,end,[],0,,,1610612745,32,31,2023-02-27T02:39:39Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-02-27T02:41:44.0Z,2,REGULAR,substitution,out,['startperiod'],1630570,,,1610612745,32,31,2023-02-27T02:41:59Z,1610000,False,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
