actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
331,PT00M50.80S,2023-02-27T03:11:01.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203081,56.98094612352168,35.294117647058826,1610612757,71,54,2023-02-27T03:15:00Z,3290000,False,-74.0,352.0,1,right,D. Lillard 35' 3PT running pullup (39 PTS) (C. Reddish 3 AST),"[203081, 1629629]",1610612757.0,POR,running pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,35.95,Made,,,,,39.0,,,,,,,,,,,C. Reddish,1629629.0,3.0
333,PT00M31.20S,2023-02-27T03:11:30.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630227,6.783837056504599,45.588235294117645,1610612745,71,56,2023-02-27T03:11:45Z,3310000,False,22.0,11.0,1,left,D. Nix driving Layup (7 PTS),[1630227],1610612745.0,HOU,driving,,,Nix,D. Nix,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,7.0,,,,,,,,,,,,,
334,PT00M31.20S,2023-02-27T03:11:32.1Z,2,REGULAR,violation,defensive goaltending,[],1631133,,,1610612745,71,56,2023-02-27T03:15:50Z,3320000,False,,,0,,J. Walker defensive goaltending VIOLATION,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,1628953.0,,,,,,,,,,,,
335,PT00M12.30S,2023-02-27T03:12:03.0Z,2,REGULAR,foul,offensive,['inpenalty'],1630570,,,1610612757,71,56,2023-02-27T03:12:11Z,3330000,False,,,0,,T. Watford charge offensive FOUL (2 PF),"[1630570, 1630578]",1610612757.0,POR,charge,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200832.0,2.0,0.0,Sengun,1630578.0,,,,,,,,
337,PT00M12.30S,2023-02-27T03:12:03.0Z,2,REGULAR,turnover,offensive foul,[],1630570,,,1610612757,71,56,2023-02-27T03:12:03Z,3350000,False,,,0,,T. Watford offensive foul TURNOVER (1 TO),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200832.0,,,,,1.0,,,,,,,
338,PT00M08.00S,2023-02-27T03:12:35.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630231,5.995400788436268,52.94117647058824,1610612745,71,58,2023-02-27T03:12:40Z,3360000,False,-15.0,4.0,1,left,K. Martin Jr. alley-oop Layup (12 PTS) (A. Sengun 5 AST),"[1630231, 1630578]",1610612745.0,HOU,alley-oop,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,12.0,,,,,,,,,,,A. Sengun,1630578.0,5.0
340,PT00M01.70S,2023-02-27T03:12:43.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,95.3515111695138,48.28431372549019,1610612757,73,58,2023-02-27T03:12:48Z,3380000,False,-9.0,-9.0,1,right,D. Lillard driving finger roll Layup (41 PTS),[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,41.0,,,,,,,,,,,,,
341,PT00M00.00S,2023-02-27T03:12:52.0Z,2,REGULAR,3pt,Jump Shot,[],1630227,71.69842312746385,88.48039215686273,1610612745,73,58,2023-02-27T03:17:40Z,3390000,False,-192.0,621.0,1,left,MISS D. Nix 65' pullup 3PT,[1630227],1610612745.0,HOU,pullup,,,Nix,D. Nix,,,,,Above the Break 3,24+ Right Center,65.06,Missed,,,,,,,,,,,,,,,,,,
342,PT00M00.00S,2023-02-27T03:12:52.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,73,58,2023-02-27T03:13:40Z,3400000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,341.0,,,,,,,,,,,,,,,,,
343,PT00M00.00S,2023-02-27T03:12:54.4Z,2,REGULAR,period,end,[],0,,,1610612745,73,58,2023-02-27T03:12:54Z,3410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2023-02-27T03:27:03.5Z,3,REGULAR,substitution,out,['startperiod'],1630570,,,1610612745,73,58,2023-02-27T03:28:00Z,3420000,False,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2023-02-27T03:27:03.5Z,3,REGULAR,substitution,out,['startperiod'],1631133,,,1610612745,73,58,2023-02-27T03:28:00Z,3430000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2023-02-27T03:27:03.5Z,3,REGULAR,substitution,out,['startperiod'],1631102,,,1610612745,73,58,2023-02-27T03:28:00Z,3440000,False,,,0,,SUB out: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2023-02-27T03:27:03.5Z,3,REGULAR,substitution,in,['startperiod'],1629234,,,1610612745,73,58,2023-02-27T03:28:00Z,3450000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2023-02-27T03:27:03.5Z,3,REGULAR,substitution,in,['startperiod'],203924,,,1610612745,73,58,2023-02-27T03:28:00Z,3460000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2023-02-27T03:27:03.5Z,3,REGULAR,substitution,in,['startperiod'],1630256,,,1610612745,73,58,2023-02-27T03:28:00Z,3470000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2023-02-27T03:28:10.2Z,3,REGULAR,period,start,[],0,,,1610612745,73,58,2023-02-27T03:28:10Z,3480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT11M36.00S,2023-02-27T03:28:33.5Z,3,REGULAR,3pt,Jump Shot,[],1630256,67.62483574244416,30.637254901960787,1610612745,73,58,2023-02-27T03:28:38Z,3490000,False,-97.0,252.0,1,right,MISS J. Tate 26' pullup 3PT,[1630256],1610612745.0,HOU,pullup,,,Tate,J. Tate,,,,,Above the Break 3,24+ Left Center,26.98,Missed,,,,,,,,,,,,,,,,,,
355,PT11M33.00S,2023-02-27T03:28:36.5Z,3,REGULAR,rebound,defensive,[],203924,,,1610612757,73,58,2023-02-27T03:28:38Z,3500000,False,,,0,,J. Grant REBOUND (Off:1 Def:3),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,354.0,4.0,3.0,1.0,,,,,,,,,,,,,,
356,PT11M26.00S,2023-02-27T03:28:45.2Z,3,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612757,73,58,2023-02-27T03:28:52Z,3510000,False,,,0,,J. Tate shooting personal FOUL (5 PF) (Eubanks 2 FT),"[1630256, 1629234]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,5.0,1.0,Eubanks,1629234.0,,,,,,,,
358,PT11M26.00S,2023-02-27T03:29:10.7Z,3,REGULAR,freethrow,1 of 2,[],1629234,,,1610612757,74,58,2023-02-27T03:29:32Z,3530000,False,,,0,,D. Eubanks Free Throw 1 of 2 (6 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
359,PT11M26.00S,2023-02-27T03:29:11.2Z,3,REGULAR,substitution,out,[],1630256,,,1610612757,74,58,2023-02-27T03:29:13Z,3540000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT11M26.00S,2023-02-27T03:29:11.2Z,3,REGULAR,substitution,in,[],1631106,,,1610612757,74,58,2023-02-27T03:29:13Z,3550000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT11M26.00S,2023-02-27T03:29:10.7Z,3,REGULAR,freethrow,2 of 2,[],1629234,,,1610612757,74,58,2023-02-27T03:29:32Z,3560000,False,,,0,,MISS D. Eubanks Free Throw 2 of 2,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
362,PT11M23.00S,2023-02-27T03:29:13.7Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,74,58,2023-02-27T03:29:32Z,3570000,False,,,0,,A. Sengun REBOUND (Off:7 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,361.0,8.0,1.0,7.0,,,,,,,,,,,,,,
363,PT11M10.00S,2023-02-27T03:29:44.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630227,93.64323258869908,47.794117647058826,1610612745,74,58,2023-02-27T03:29:49Z,3580000,False,-11.0,7.0,1,right,MISS D. Nix driving Layup,[1630227],1610612745.0,HOU,driving,,,Nix,D. Nix,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
364,PT11M07.00S,2023-02-27T03:29:47.3Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,74,58,2023-02-27T03:29:49Z,3590000,False,,,0,,A. Sengun REBOUND (Off:8 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,363.0,9.0,1.0,8.0,,,,,,,,,,,,,,
365,PT11M07.00S,2023-02-27T03:29:47.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,94.40999984741211,50.0,1610612745,74,60,2023-02-27T03:29:47Z,3600000,False,0.0,0.0,1,right,A. Sengun tip Layup (14 PTS),[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,14.0,,,,,,,,,,,,,
366,PT10M50.00S,2023-02-27T03:30:06.4Z,3,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612757,74,60,2023-02-27T03:30:13Z,3610000,False,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (Reddish 2 FT),"[1631095, 1629629]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,2.0,0.0,Reddish,1629629.0,,,,,,,,
368,PT10M50.00S,2023-02-27T03:30:27.5Z,3,REGULAR,freethrow,1 of 2,[],1629629,,,1610612757,75,60,2023-02-27T03:30:27Z,3630000,False,,,0,,C. Reddish Free Throw 1 of 2 (3 PTS),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
369,PT10M50.00S,2023-02-27T03:30:40.8Z,3,REGULAR,freethrow,2 of 2,[],1629629,,,1610612757,76,60,2023-02-27T03:30:40Z,3640000,False,,,0,,C. Reddish Free Throw 2 of 2 (4 PTS),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
370,PT10M34.00S,2023-02-27T03:30:59.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,93.51182654402102,45.83333333333333,1610612745,76,60,2023-02-27T03:32:24Z,3650000,False,-21.0,8.0,1,right,MISS K. Martin Jr. cutting Layup,[1630231],1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
371,PT10M33.00S,2023-02-27T03:31:00.2Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612757,76,60,2023-02-27T03:31:04Z,3660000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:4),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,370.0,5.0,4.0,1.0,,,,,,,,,,,,,,
372,PT10M24.00S,2023-02-27T03:31:10.2Z,3,REGULAR,3pt,Jump Shot,[],1629680,21.23850197109067,6.372549019607843,1610612757,76,60,2023-02-27T03:31:14Z,3670000,False,218.0,147.0,1,left,MISS M. Thybulle 26' 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,26.31,Missed,,,,,,,,,,,,,,,,,,
373,PT10M21.00S,2023-02-27T03:31:13.2Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,76,60,2023-02-27T03:31:14Z,3680000,False,,,0,,T. Eason REBOUND (Off:0 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,372.0,3.0,3.0,0.0,,,,,,,,,,,,,,
374,PT10M12.00S,2023-02-27T03:31:23.7Z,3,REGULAR,foul,personal,['2freethrow'],1629629,,,1610612745,76,60,2023-02-27T03:31:31Z,3690000,False,,,0,,C. Reddish shooting personal FOUL (2 PF) (Smith Jr. 2 FT),"[1629629, 1631095]",1610612757.0,POR,shooting,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,2.0,0.0,Smith Jr.,1631095.0,,,,,,,,
376,PT10M12.00S,2023-02-27T03:31:56.2Z,3,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,76,61,2023-02-27T03:31:56Z,3710000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (3 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
377,PT10M12.00S,2023-02-27T03:32:18.8Z,3,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,76,61,2023-02-27T03:32:18Z,3720000,False,,,0,,MISS J. Smith Jr. Free Throw 2 of 2,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
378,PT10M10.00S,2023-02-27T03:32:19.7Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612757,76,61,2023-02-27T03:32:19Z,3730000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:5),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,377.0,6.0,5.0,1.0,,,,,,,,,,,,,,
379,PT09M52.00S,2023-02-27T03:32:37.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629680,4.812746386333772,47.794117647058826,1610612757,78,61,2023-02-27T03:32:42Z,3740000,False,11.0,-7.0,1,left,M. Thybulle cutting DUNK (2 PTS) (D. Lillard 3 AST),"[1629680, 203081]",1610612757.0,POR,cutting,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,2.0,,,,,,,,,,,D. Lillard,203081.0,3.0
381,PT09M36.00S,2023-02-27T03:32:53.0Z,3,REGULAR,3pt,Jump Shot,[],1631106,94.43166885676742,4.166666666666666,1610612745,78,64,2023-02-27T03:32:58Z,3760000,False,-229.0,0.0,1,right,T. Eason 3PT  (7 PTS) (D. Nix 2 AST),"[1631106, 1630227]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,22.92,Made,,,,,7.0,,,,,,,,,,,D. Nix,1630227.0,2.0
383,PT09M21.00S,2023-02-27T03:33:08.1Z,3,REGULAR,3pt,Jump Shot,[],1629680,22.683968462549277,91.17647058823529,1610612757,81,64,2023-02-27T03:33:12Z,3780000,False,-206.0,161.0,1,left,M. Thybulle 26' 3PT  (5 PTS) (D. Lillard 4 AST),"[1629680, 203081]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Left Center,26.12,Made,,,,,5.0,,,,,,,,,,,D. Lillard,203081.0,4.0
385,PT09M09.00S,2023-02-27T03:33:22.8Z,3,REGULAR,foul,personal,[],1629629,,,1610612745,81,64,2023-02-27T03:33:33Z,3800000,False,,,0,,C. Reddish personal FOUL (3 PF),"[1629629, 1630231]",1610612757.0,POR,,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200832.0,3.0,0.0,Martin Jr.,1630231.0,,,,,,,,
387,PT09M03.00S,2023-02-27T03:33:52.0Z,3,REGULAR,2pt,Jump Shot,[],1630227,77.52956636005257,84.04564950980392,1610612745,81,64,2023-02-27T03:39:40Z,3820000,False,170.0,159.0,1,right,MISS D. Nix 23' pullup Shot,[1630227],1610612745.0,HOU,pullup,,,Nix,D. Nix,,,,,Mid-Range,16-24 Right Center,23.27,Missed,,,,,,,,,,,,,,,,,,
388,PT09M00.00S,2023-02-27T03:33:55.0Z,3,REGULAR,rebound,offensive,[],1631095,,,1610612745,81,64,2023-02-27T03:33:57Z,3830000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,387.0,5.0,4.0,1.0,,,,,,,,,,,,,,
389,PT08M59.00S,2023-02-27T03:33:57.3Z,3,REGULAR,foul,personal,['2freethrow'],1629680,,,1610612745,81,64,2023-02-27T03:34:22Z,3840000,False,,,0,,M. Thybulle shooting personal FOUL (2 PF) (Smith Jr. 2 FT),"[1629680, 1631095]",1610612757.0,POR,shooting,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,2.0,0.0,Smith Jr.,1631095.0,,,,,,,,
391,PT08M59.00S,2023-02-27T03:34:24.5Z,3,REGULAR,foul,technical,['1freethrow'],1629680,,,1610612745,81,64,2023-02-27T03:34:31Z,3860000,False,,,0,,M. Thybulle technical FOUL (1 Tech),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,200832.0,2.0,1.0,,,,,,,,,,
392,PT08M59.00S,2023-02-27T03:34:44.1Z,3,REGULAR,freethrow,1 of 1,[],1631095,,,1610612745,81,64,2023-02-27T03:34:44Z,3870000,False,,,0,,MISS J. Smith Jr. technical Free Throw 1 of 1,[1631095],1610612745.0,HOU,technical,,,Smith Jr.,J. Smith Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
393,PT08M59.00S,2023-02-27T03:34:44.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,81,64,2023-02-27T03:34:44Z,3880000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,392.0,,,,,,,,,,,,,,,,,
394,PT08M59.00S,2023-02-27T03:35:07.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631095,,,1610612745,81,65,2023-02-27T03:35:07Z,3890000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (4 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
395,PT08M59.00S,2023-02-27T03:35:25.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631095,,,1610612745,81,66,2023-02-27T03:35:25Z,3900000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (5 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
396,PT08M49.00S,2023-02-27T03:35:44.3Z,3,REGULAR,foul,personal,[],1630227,,,1610612757,81,66,2023-02-27T03:35:49Z,3910000,False,,,0,,D. Nix personal FOUL (1 PF),"[1630227, 203081]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Right Center,,,,,,,,202041.0,1.0,0.0,Lillard,203081.0,,,,,,,,
398,PT08M42.00S,2023-02-27T03:36:02.5Z,3,REGULAR,3pt,Jump Shot,[],203081,7.046649145860711,4.166666666666666,1610612757,81,66,2023-02-27T03:36:08Z,3930000,False,229.0,14.0,1,left,MISS D. Lillard step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Right Corner 3,24+ Right,22.96,Missed,,,,,,,,,,,,,,,,,,
399,PT08M41.00S,2023-02-27T03:36:03.5Z,3,REGULAR,rebound,defensive,[],1630231,,,1610612745,81,66,2023-02-27T03:36:08Z,3940000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:5),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Right Corner 3,24+ Right,,,398.0,5.0,5.0,0.0,,,,,,,,,,,,,,
401,PT08M30.00S,2023-02-27T03:36:29.7Z,3,REGULAR,2pt,Jump Shot,[],1631106,79.84559789750328,66.17647058823529,1610612745,81,66,2023-02-27T03:37:39Z,3960000,False,81.0,137.0,1,right,MISS T. Eason 15' driving floating Shot,[1631106],1610612745.0,HOU,driving floating,,,Eason,T. Eason,,,,,Mid-Range,8-16 Right,15.91,Missed,,,,,,,,,,,,,,,,,,
402,PT08M28.00S,2023-02-27T03:36:31.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,81,66,2023-02-27T03:36:36Z,3970000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Mid-Range,8-16 Right,,,401.0,,,,,,,,,,,,,,,,,
403,PT08M28.00S,2023-02-27T03:36:34.4Z,3,REGULAR,foul,personal,[],1631106,,,1610612757,81,66,2023-02-27T03:36:43Z,3980000,False,,,0,,T. Eason loose ball personal FOUL (4 PF),"[1631106, 203081]",1610612745.0,HOU,loose ball,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,4.0,0.0,Lillard,203081.0,,,,,,,,
405,PT08M15.00S,2023-02-27T03:37:01.4Z,3,REGULAR,3pt,Jump Shot,[],1629680,28.991458607095925,19.11764705882353,1610612757,84,66,2023-02-27T03:37:07Z,4000000,False,154.0,220.0,1,left,M. Thybulle 26' 3PT pullup (8 PTS),[1629680],1610612757.0,POR,pullup,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,26.88,Made,,,,,8.0,,,,,,,,,,,,,
407,PT07M56.00S,2023-02-27T03:37:21.0Z,3,REGULAR,3pt,Jump Shot,[],1630227,69.59592641261499,73.0392156862745,1610612745,84,66,2023-02-27T03:37:26Z,4020000,False,115.0,233.0,1,right,MISS D. Nix 26' 3PT,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
408,PT07M55.00S,2023-02-27T03:37:22.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,84,66,2023-02-27T03:37:26Z,4030000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,407.0,,,,,,,,,,,,,,,,,
409,PT07M55.00S,2023-02-27T03:37:26.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630578,,,1610612757,84,66,2023-02-27T03:37:37Z,4040000,False,,,0,,A. Sengun loose ball personal FOUL (3 PF) (Eubanks 2 FT),"[1630578, 1629234]",1610612745.0,HOU,loose ball,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,3.0,0.0,Eubanks,1629234.0,,,,,,,,
411,PT07M55.00S,2023-02-27T03:37:55.7Z,3,REGULAR,freethrow,1 of 2,[],1629234,,,1610612757,84,66,2023-02-27T03:37:55Z,4060000,False,,,0,,MISS D. Eubanks Free Throw 1 of 2,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
412,PT07M55.00S,2023-02-27T03:37:55.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,84,66,2023-02-27T03:37:55Z,4070000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,411.0,,,,,,,,,,,,,,,,,
413,PT07M55.00S,2023-02-27T03:38:10.0Z,3,REGULAR,freethrow,2 of 2,[],1629234,,,1610612757,85,66,2023-02-27T03:38:10Z,4080000,False,,,0,,D. Eubanks Free Throw 2 of 2 (7 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
414,PT07M32.00S,2023-02-27T03:38:35.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630231,92.19776609724047,37.99019607843137,1610612745,85,66,2023-02-27T03:38:40Z,4090000,False,-60.0,21.0,1,right,MISS K. Martin Jr. 6' turnaround Hook,[1630231],1610612745.0,HOU,turnaround,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.35,Missed,,,,,,,,,,,,,,,,,,
415,PT07M30.00S,2023-02-27T03:38:37.0Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612757,85,66,2023-02-27T03:38:40Z,4100000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:6),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,414.0,7.0,6.0,1.0,,,,,,,,,,,,,,
416,PT07M22.00S,2023-02-27T03:38:44.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203081,7.966491458607096,45.83333333333333,1610612757,85,66,2023-02-27T03:41:27Z,4110000,False,21.0,22.0,1,left,MISS D. Lillard driving Layup - blocked,"[203081, 1631095]",1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,Smith Jr.,1631095.0,,,
417,PT07M22.00S,2023-02-27T03:38:44.5Z,3,REGULAR,block,,[],1631095,,,1610612757,85,66,2023-02-27T03:38:46Z,4120000,False,,,0,,J. Smith Jr. BLOCK (2 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
418,PT07M20.00S,2023-02-27T03:38:46.5Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,85,66,2023-02-27T03:38:50Z,4130000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,416.0,6.0,5.0,1.0,,,,,,,,,,,,,,
419,PT07M14.00S,2023-02-27T03:38:52.0Z,3,REGULAR,turnover,bad pass,[],1631106,,,1610612745,85,66,2023-02-27T03:45:52Z,4140000,False,,,0,,T. Eason bad pass TURNOVER (1 TO),"[1631106, 1629234]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Eubanks,1629234.0,,,,,
