actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
84,PT05M32.00S,2023-03-02T03:25:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,8.09789750328515,47.549019607843135,1610612757,20,15,2023-03-02T03:30:10Z,840000,False,12.0,24.0,1,left,D. Lillard driving reverse Layup (6 PTS),[203081],1610612757.0,POR,driving reverse,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.66,Made,6.0,,,,,,,,,,,,,,,,,
86,PT05M16.00S,2023-03-02T03:25:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,87.07293035479631,53.67647058823529,1610612740,20,15,2023-03-02T03:31:10Z,850000,False,18.0,69.0,1,right,MISS B. Ingram 7' driving floating Shot - blocked,"[1627742, 1629680]",1610612740.0,NOP,driving floating,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,7.14,Missed,,,,,,,,,,,,,,Thybulle,1629680.0,,,
87,PT05M16.00S,2023-03-02T03:25:54.6Z,1,REGULAR,block,,[],1629680,,,1610612740,20,15,2023-03-02T03:31:10Z,860000,False,,,0,,M. Thybulle BLOCK (2 BLK),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
88,PT05M16.00S,2023-03-02T03:25:54.6Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,20,15,2023-03-02T04:16:57Z,870000,False,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,86.0,3.0,3.0,0.0,,,,,,,,,,,,,
89,PT05M05.00S,2023-03-02T03:26:04.9Z,1,REGULAR,3pt,Jump Shot,[],203081,24.917871222076215,83.82352941176471,1610612757,20,15,2023-03-02T03:31:35Z,880000,False,-169.0,182.0,1,left,MISS D. Lillard 24' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,24.82,Missed,,,,,,,,,,,,,,,,,,
90,PT05M02.00S,2023-03-02T03:26:07.9Z,1,REGULAR,rebound,offensive,[],1630570,,,1610612757,20,15,2023-03-02T03:31:35Z,890000,False,,,0,,T. Watford REBOUND (Off:1 Def:0),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,,,,89.0,1.0,0.0,1.0,,,,,,,,,,,,,
91,PT05M00.00S,2023-03-02T03:26:10.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629629,7.835085413929041,2.2058823529411766,1610612757,23,15,2023-03-02T03:26:25Z,900000,False,239.0,21.0,1,left,C. Reddish 3PT  (3 PTS) (T. Watford 1 AST),"[1629629, 1630570]",1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Right Corner 3,24+ Right,23.99,Made,3.0,,,,,,,,,,,,,,,T. Watford,1630570.0,1.0
93,PT04M46.00S,2023-03-02T03:26:23.8Z,1,REGULAR,2pt,Jump Shot,[],1627742,82.9993429697766,22.30392156862745,1610612740,23,15,2023-03-02T03:26:34Z,920000,False,-138.0,107.0,1,right,MISS B. Ingram 17' Jump Shot,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,17.52,Missed,,,,,,,,,,,,,,,,,,
94,PT04M44.00S,2023-03-02T03:26:25.8Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,23,15,2023-03-02T03:26:34Z,930000,False,,,0,,T. Watford REBOUND (Off:1 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Left Center,,,,93.0,2.0,1.0,1.0,,,,,,,,,,,,,
96,PT04M40.00S,2023-03-02T03:26:30.2Z,1,REGULAR,turnover,bad pass,[],1630570,,,1610612757,23,15,2023-03-02T03:26:38Z,950000,False,,,0,,T. Watford bad pass TURNOVER (1 TO),"[1630570, 1630530]",1610612757.0,POR,,,,Watford,T. Watford,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Murphy III,1630530.0,,,,,
97,PT04M40.00S,2023-03-02T03:26:30.2Z,1,REGULAR,steal,,[],1630530,,,1610612740,23,15,2023-03-02T03:26:32Z,960000,False,,,0,,T. Murphy III STEAL (2 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
98,PT04M36.00S,2023-03-02T03:26:33.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,76.03482260183968,12.254901960784313,1610612740,23,15,2023-03-02T03:26:42Z,970000,False,-189.0,173.0,1,right,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
99,PT04M34.00S,2023-03-02T03:26:36.3Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,23,15,2023-03-02T03:26:36Z,980000,False,,,0,,D. Lillard REBOUND (Off:0 Def:4),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,98.0,4.0,4.0,0.0,,,,,,,,,,,,,
100,PT04M32.00S,2023-03-02T03:26:37.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203081,25.969119579500656,13.725490196078432,1610612757,23,15,2023-03-02T03:26:48Z,990000,False,181.0,192.0,1,left,MISS D. Lillard 26' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,26.38,Missed,,,,,,,,,,,,,,,,,,
101,PT04M29.00S,2023-03-02T03:26:40.9Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,23,15,2023-03-02T03:26:48Z,1000000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Right Center,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,
102,PT04M29.00S,2023-03-02T03:26:45.4Z,1,REGULAR,foul,personal,[],203081,,,1610612740,23,15,2023-03-02T03:26:53Z,1010000,False,,,0,,D. Lillard personal FOUL (1 PF),"[203081, 1627742]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,,,,,1627524.0,1.0,0.0,Ingram,1627742.0,,,,,,,,
104,PT04M29.00S,2023-03-02T03:26:52.1Z,1,REGULAR,substitution,out,[],1626196,,,1610612740,23,15,2023-03-02T03:26:58Z,1030000,False,,,0,,SUB out: J. Richardson,[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M29.00S,2023-03-02T03:26:52.1Z,1,REGULAR,substitution,in,[],1630230,,,1610612740,23,15,2023-03-02T03:26:58Z,1040000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M16.00S,2023-03-02T03:27:18.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,91.27792378449409,46.81372549019608,1610612740,23,15,2023-03-02T03:27:23Z,1050000,False,-16.0,29.0,1,right,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,3.35,Missed,,,,,,,,,,,,,,,,,,
107,PT04M14.00S,2023-03-02T03:27:20.0Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612757,23,15,2023-03-02T03:27:23Z,1060000,False,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,,
108,PT04M09.00S,2023-03-02T03:27:25.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629629,16.376478318002626,43.872549019607845,1610612757,23,15,2023-03-02T03:27:32Z,1070000,False,31.0,101.0,1,left,MISS C. Reddish 10' floating Shot - blocked,"[1629629, 1629637]",1610612757.0,POR,floating,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),8-16 Center,10.59,Missed,,,,,,,,,,,,,,Hayes,1629637.0,,,
109,PT04M09.00S,2023-03-02T03:27:25.7Z,1,REGULAR,block,,[],1629637,,,1610612757,23,15,2023-03-02T03:27:28Z,1080000,False,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
110,PT04M05.00S,2023-03-02T03:27:29.7Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,23,15,2023-03-02T03:27:32Z,1090000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,108.0,2.0,2.0,0.0,,,,,,,,,,,,,
112,PT04M04.00S,2023-03-02T03:27:46.1Z,1,REGULAR,substitution,out,[],1629680,,,1610612740,23,15,2023-03-02T03:27:51Z,1110000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M04.00S,2023-03-02T03:27:46.1Z,1,REGULAR,substitution,in,[],1629642,,,1610612740,23,15,2023-03-02T03:27:51Z,1120000,False,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M57.00S,2023-03-02T03:28:02.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,87.20433639947439,49.754901960784316,1610612740,23,17,2023-03-02T03:28:10Z,1130000,False,-1.0,68.0,1,right,B. Ingram 6' driving floating Jump Shot (6 PTS) (T. Murphy III 2 AST),"[1627742, 1630530]",1610612740.0,NOP,driving floating,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,6.78,Made,6.0,,,,,,,,,,,,,,,T. Murphy III,1630530.0,2.0
115,PT03M36.00S,2023-03-02T03:28:23.8Z,1,REGULAR,turnover,bad pass,[],1629642,,,1610612757,23,17,2023-03-02T03:28:27Z,1140000,False,,,0,,N. Little bad pass TURNOVER (1 TO),"[1629642, 1630184]",1610612757.0,POR,,,,Little,N. Little,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Lewis Jr.,1630184.0,,,,,
116,PT03M36.00S,2023-03-02T03:28:23.8Z,1,REGULAR,steal,,[],1630184,,,1610612740,23,17,2023-03-02T03:28:26Z,1150000,False,,,0,,K. Lewis Jr. STEAL (1 STL),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
117,PT03M32.00S,2023-03-02T03:28:27.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630184,91.27792378449409,48.529411764705884,1610612740,23,17,2023-03-02T03:28:48Z,1160000,False,-7.0,29.0,1,right,MISS K. Lewis Jr. running Layup - blocked,"[1630184, 1631101]",1610612740.0,NOP,running,,,Lewis Jr.,K. Lewis Jr.,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,Sharpe,1631101.0,,,
118,PT03M32.00S,2023-03-02T03:28:27.4Z,1,REGULAR,block,,[],1631101,,,1610612740,23,17,2023-03-02T03:28:35Z,1170000,False,,,0,,S. Sharpe BLOCK (1 BLK),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
119,PT03M32.00S,2023-03-02T03:28:27.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,23,17,2023-03-02T03:28:48Z,1180000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,117.0,,,,,,,,,,,,,,,,
121,PT03M32.00S,2023-03-02T03:28:39.2Z,1,REGULAR,substitution,out,[],203081,,,1610612740,23,17,2023-03-02T03:28:42Z,1200000,False,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M32.00S,2023-03-02T03:28:39.2Z,1,REGULAR,substitution,in,[],1629014,,,1610612740,23,17,2023-03-02T03:28:42Z,1210000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M24.00S,2023-03-02T03:28:58.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630530,66.5735873850197,53.18627450980392,1610612740,23,17,2023-03-02T03:29:03Z,1220000,False,16.0,262.0,1,right,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
124,PT03M22.00S,2023-03-02T03:29:00.9Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,23,17,2023-03-02T03:29:03Z,1230000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,
125,PT03M16.00S,2023-03-02T03:29:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,15.325229960578188,43.872549019607845,1610612757,23,17,2023-03-02T03:29:14Z,1240000,False,31.0,92.0,1,left,MISS S. Sharpe 9' driving Layup,[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,9.66,Missed,,,,,,,,,,,,,,,,,,
126,PT03M12.00S,2023-03-02T03:29:12.1Z,1,REGULAR,rebound,offensive,[],1631101,,,1610612757,23,17,2023-03-02T03:29:12Z,1250000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,125.0,2.0,1.0,1.0,,,,,,,,,,,,,
127,PT03M12.00S,2023-03-02T03:29:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631101,5.590000152587891,50.0,1610612757,23,17,2023-03-02T03:29:12Z,1260000,False,0.0,0.0,1,left,MISS S. Sharpe tip Layup,[1631101],1610612757.0,POR,tip,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
128,PT03M11.00S,2023-03-02T03:29:13.0Z,1,REGULAR,rebound,offensive,[],1629629,,,1610612757,23,17,2023-03-02T03:29:13Z,1270000,False,,,0,,C. Reddish REBOUND (Off:1 Def:1),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Mid-Range,8-16 Left,,,,127.0,2.0,1.0,1.0,,,,,,,,,,,,,
129,PT03M08.00S,2023-03-02T03:29:15.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629629,11.12023653088042,50.98039215686274,1610612757,25,17,2023-03-02T03:29:21Z,1280000,False,-5.0,52.0,1,left,C. Reddish driving Layup (5 PTS) (T. Watford 2 AST),"[1629629, 1630570]",1610612757.0,POR,driving,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),0-8 Center,5.22,Made,5.0,,,,,,,,,,,,,,,T. Watford,1630570.0,2.0
130,PT03M01.00S,2023-03-02T03:29:24.0Z,1,REGULAR,foul,personal,['2freethrow'],1629642,,,1610612740,25,17,2023-03-02T03:29:32Z,1290000,False,,,0,,N. Little shooting personal FOUL (1 PF) (Hayes 2 FT),"[1629642, 1629637]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2715.0,1.0,0.0,Hayes,1629637.0,,,,,,,,
132,PT03M01.00S,2023-03-02T03:29:51.0Z,1,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,25,18,2023-03-02T03:29:51Z,1310000,False,,,0,,J. Hayes Free Throw 1 of 2 (1 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
134,PT03M01.00S,2023-03-02T03:30:08.5Z,1,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,25,19,2023-03-02T03:30:08Z,1320000,False,,,0,,J. Hayes Free Throw 2 of 2 (2 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
135,PT02M46.00S,2023-03-02T03:30:25.1Z,1,REGULAR,3pt,Jump Shot,[],1629642,27.151773981603156,77.69607843137256,1610612757,25,19,2023-03-02T03:30:29Z,1330000,False,-138.0,203.0,1,left,MISS N. Little 24' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,24.55,Missed,,,,,,,,,,,,,,,,,,
136,PT02M43.00S,2023-03-02T03:30:28.1Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,25,19,2023-03-02T03:30:29Z,1340000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,135.0,3.0,3.0,0.0,,,,,,,,,,,,,
137,PT02M41.00S,2023-03-02T03:30:34.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630570,,,1610612740,25,19,2023-03-02T03:32:08Z,1350000,False,,,0,,T. Watford personal FOUL (1 PF) (Hayes 2 FT),"[1630570, 1629637]",1610612757.0,POR,,,,Watford,T. Watford,,,,,Mid-Range,8-16 Left,,,,,,,,201638.0,1.0,0.0,Hayes,1629637.0,,,,,,,,
139,PT02M41.00S,2023-03-02T03:30:56.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,25,19,2023-03-02T03:30:56Z,1370000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M41.00S,2023-03-02T03:34:12.4Z,1,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,25,20,2023-03-02T03:34:12Z,1380000,False,,,0,,J. Hayes Free Throw 1 of 2 (3 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
141,PT02M41.00S,2023-03-02T03:34:24.4Z,1,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,25,21,2023-03-02T03:34:24Z,1390000,False,,,0,,J. Hayes Free Throw 2 of 2 (4 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
142,PT02M26.00S,2023-03-02T03:34:40.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,14.4053876478318,43.872549019607845,1610612757,25,21,2023-03-02T03:34:47Z,1400000,False,31.0,83.0,1,left,MISS A. Simons 8' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,8.84,Missed,,,,,,,,,,,,,,,,,,
143,PT02M23.00S,2023-03-02T03:34:43.3Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,25,21,2023-03-02T03:34:47Z,1410000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,
144,PT02M16.00S,2023-03-02T03:34:51.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629629,,,1610612740,25,21,2023-03-02T03:34:59Z,1420000,False,,,0,,C. Reddish personal FOUL (1 PF) (Ingram 2 FT),"[1629629, 1627742]",1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Left Center,,,,,,,,1627524.0,1.0,0.0,Ingram,1627742.0,,,,,,,,
146,PT02M16.00S,2023-03-02T03:35:19.7Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,25,22,2023-03-02T03:35:19Z,1440000,False,,,0,,B. Ingram Free Throw 1 of 2 (7 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
147,PT02M16.00S,2023-03-02T03:35:34.8Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,25,23,2023-03-02T03:35:34Z,1450000,False,,,0,,B. Ingram Free Throw 2 of 2 (8 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
148,PT02M03.00S,2023-03-02T03:35:49.5Z,1,REGULAR,3pt,Jump Shot,[],1631101,7.966491458607096,94.85294117647058,1610612757,25,23,2023-03-02T03:35:54Z,1460000,False,-224.0,22.0,1,left,MISS S. Sharpe step back 3PT,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,22.54,Missed,,,,,,,,,,,,,,,,,,
149,PT02M01.00S,2023-03-02T03:35:51.5Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,25,23,2023-03-02T03:35:54Z,1470000,False,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Left Corner 3,24+ Left,,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,,
150,PT01M51.00S,2023-03-02T03:36:02.0Z,1,REGULAR,3pt,Jump Shot,[],1629637,68.15045992115637,38.23529411764706,1610612740,25,23,2023-03-02T03:36:07Z,1480000,False,-59.0,247.0,1,right,MISS J. Hayes 25' 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
151,PT01M48.00S,2023-03-02T03:36:05.0Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,25,23,2023-03-02T03:36:07Z,1490000,False,,,0,,T. Watford REBOUND (Off:1 Def:2),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,,,,150.0,3.0,2.0,1.0,,,,,,,,,,,,,
152,PT01M47.00S,2023-03-02T03:36:08.5Z,1,REGULAR,foul,offensive,['inpenalty'],1630570,,,1610612757,25,23,2023-03-02T03:36:17Z,1500000,False,,,0,,T. Watford charge offensive FOUL (2 PF),"[1630570, 1629637]",1610612757.0,POR,charge,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627524.0,2.0,0.0,Hayes,1629637.0,,,,,,,,
154,PT01M47.00S,2023-03-02T03:36:08.5Z,1,REGULAR,turnover,offensive foul,[],1630570,,,1610612757,25,23,2023-03-02T03:36:08Z,1520000,False,,,0,,T. Watford offensive foul TURNOVER (2 TO),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627524.0,,,,,2.0,,,,,,,
155,PT01M36.00S,2023-03-02T03:36:37.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,80.6340341655716,69.11764705882352,1610612740,25,25,2023-03-02T03:36:42Z,1530000,False,96.0,130.0,1,right,B. Ingram 16' pullup Jump Shot (10 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,16.1,Made,10.0,,,,,,,,,,,,,,,,,
156,PT01M15.00S,2023-03-02T03:36:59.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629629,11.383048620236531,57.59803921568627,1610612757,27,25,2023-03-02T03:37:07Z,1540000,False,-38.0,55.0,1,left,C. Reddish 6' driving floating Jump Shot (7 PTS) (T. Watford 3 AST),"[1629629, 1630570]",1610612757.0,POR,driving floating,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),0-8 Center,6.64,Made,7.0,,,,,,,,,,,,,,,T. Watford,1630570.0,3.0
158,PT01M15.00S,2023-03-02T03:37:04.5Z,1,REGULAR,foul,personal,['1freethrow'],1629637,,,1610612757,27,25,2023-03-02T03:37:14Z,1560000,False,,,0,,J. Hayes shooting personal FOUL (2 PF) (Reddish 1 FT),"[1629637, 1629629]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627524.0,2.0,0.0,Reddish,1629629.0,,,,,,,,
160,PT01M15.00S,2023-03-02T03:37:23.9Z,1,REGULAR,freethrow,1 of 1,[],1629629,,,1610612757,28,25,2023-03-02T03:37:23Z,1580000,False,,,0,,C. Reddish Free Throw 1 of 1 (8 PTS),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
161,PT01M00.00S,2023-03-02T03:37:39.2Z,1,REGULAR,2pt,Jump Shot,[],1627742,85.23324572930355,32.59803921568628,1610612740,28,27,2023-03-02T03:43:23Z,1590000,False,-87.0,86.0,1,right,B. Ingram 12' driving floating Jump Shot (12 PTS),[1627742],1610612740.0,NOP,driving floating,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,12.25,Made,12.0,,,,,,,,,,,,,,,,,
162,PT00M46.70S,2023-03-02T03:37:57.7Z,1,REGULAR,3pt,Jump Shot,[],1629629,18.74178712220762,92.40196078431373,1610612757,31,27,2023-03-02T03:38:04Z,1600000,False,-212.0,124.0,1,left,C. Reddish 24' 3PT step back (11 PTS),[1629629],1610612757.0,POR,step back,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Left Center,24.54,Made,11.0,,,,,,,,,,,,,,,,,
163,PT00M26.10S,2023-03-02T03:38:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,89.96386333771353,46.32352941176471,1610612740,31,29,2023-03-02T03:38:30Z,1610000,False,-18.0,42.0,1,right,B. Ingram driving Layup (14 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,4.57,Made,14.0,,,,,,,,,,,,,,,,,
164,PT00M09.20S,2023-03-02T03:38:40.8Z,1,REGULAR,3pt,Jump Shot,[],1629629,30.305519053876477,75.73529411764706,1610612757,31,29,2023-03-02T03:38:44Z,1620000,False,-129.0,232.0,1,left,MISS C. Reddish 26' pullup 3PT,[1629629],1610612757.0,POR,pullup,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Left Center,26.57,Missed,,,,,,,,,,,,,,,,,,
