actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
432,PT02M07.00S,2026-03-27T00:46:22.2Z,3,REGULAR,substitution,out,[],1630173,,,1610612758,88,81,2026-03-27T00:46:47Z,4280000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M07.00S,2026-03-27T00:46:22.2Z,3,REGULAR,substitution,out,[],201942,,,1610612758,88,81,2026-03-27T00:46:47Z,4290000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M07.00S,2026-03-27T00:46:22.2Z,3,REGULAR,substitution,in,[],203926,,,1610612758,88,81,2026-03-27T00:46:47Z,4300000,False,,,0,,SUB in: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M07.00S,2026-03-27T00:46:22.2Z,3,REGULAR,substitution,in,[],1629610,,,1610612758,88,81,2026-03-27T00:46:47Z,4310000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612758.0,SAC,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M07.00S,2026-03-27T00:46:22.2Z,3,REGULAR,substitution,in,[],1642269,,,1610612758,88,81,2026-03-27T00:46:47Z,4320000,False,,,0,,SUB in: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M07.00S,2026-03-27T00:46:22.2Z,3,REGULAR,substitution,out,[],1631094,,,1610612758,88,81,2026-03-27T00:47:36Z,4325000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M07.00S,2026-03-27T00:46:22.2Z,3,REGULAR,substitution,in,[],1629021,,,1610612758,88,81,2026-03-27T00:47:36Z,4327500,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M00.00S,2026-03-27T00:46:51.3Z,3,REGULAR,3pt,Jump Shot,[],1631342,22.158344283837057,86.02941176470588,1610612758,88,84,2026-03-27T00:47:14Z,4330000,False,-180.0,156.0,1,left,D. Plowden 3PT  (8 PTS) (D. McDermott 1 AST),"[1631342, 203926]",1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Left Center,,,23.81,Made,,,,,,,8.0,D. McDermott,203926.0,1.0,,,,,,
439,PT01M40.00S,2026-03-27T00:47:13.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629048,90.88370565045992,45.09803921568628,1610612753,90,84,2026-03-27T00:47:35Z,4350000,False,-25.0,33.0,1,right,G. Bitadze turnaround Hook (6 PTS) (T. da Silva 2 AST),"[1629048, 1641783]",1610612753.0,ORL,turnaround,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,4.13,Made,,,,,,,6.0,T. da Silva,1641783.0,2.0,,,,,,
441,PT01M26.00S,2026-03-27T00:47:26.4Z,3,REGULAR,3pt,Jump Shot,[],1642269,9.806176084099869,95.83333333333334,1610612758,90,87,2026-03-27T00:47:55Z,4370000,False,-229.0,40.0,1,left,D. Carter 3PT  (14 PTS) (D. McDermott 2 AST),"[1642269, 203926]",1610612758.0,SAC,,,,Carter,D. Carter,,,,,Left Corner 3,24+ Left,,,23.26,Made,,,,,,,14.0,D. McDermott,203926.0,2.0,,,,,,
445,PT01M10.00S,2026-03-27T00:47:40.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1641783,91.5407358738502,52.94117647058824,1610612753,90,87,2026-03-27T00:47:47Z,4390000,False,15.0,27.0,1,right,MISS T. da Silva driving Hook,[1641783],1610612753.0,ORL,driving,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,3.07,Missed,,,,,,,,,,,,,,,,
446,PT01M10.00S,2026-03-27T00:47:40.8Z,3,REGULAR,rebound,defensive,[],1642269,,,1610612758,90,87,2026-03-27T00:47:47Z,4400000,False,,,0,,D. Carter REBOUND (Off:0 Def:3),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Restricted Area,0-8 Center,,,,,,,445.0,3.0,3.0,0.0,,,,,,,,,,
447,PT01M02.00S,2026-03-27T00:47:49.7Z,3,REGULAR,3pt,Jump Shot,[],1631342,25.443495400788436,15.686274509803921,1610612758,90,87,2026-03-27T00:47:56Z,4410000,False,172.0,187.0,1,left,MISS D. Plowden 25' 3PT,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Right Center,,,25.36,Missed,,,,,,,,,,,,,,,,
448,PT01M00.00S,2026-03-27T00:47:51.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,90,87,2026-03-27T00:47:56Z,4420000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,447.0,,,,,,,,,,,,,
450,PT00M41.20S,2026-03-27T00:48:21.4Z,3,REGULAR,2pt,Jump Shot,[],1628975,85.10183968462549,10.53921568627451,1610612753,92,87,2026-03-27T00:48:57Z,4440000,False,-197.0,88.0,1,right,J. Carter 21' pullup Jump Shot (7 PTS),[1628975],1610612753.0,ORL,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Left,,,21.58,Made,,,,,,,7.0,,,,,,,,,
451,PT00M28.50S,2026-03-27T00:48:38.4Z,3,REGULAR,3pt,Jump Shot,[],203926,32.670827858081466,62.745098039215684,1610612758,92,90,2026-03-27T00:48:42Z,4450000,False,-64.0,255.0,1,left,D. McDermott 26' 3PT  (6 PTS) (D. Carter 3 AST),"[203926, 1642269]",1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,,,26.24,Made,,,,,,,6.0,D. Carter,1642269.0,3.0,,,,,,
453,PT00M16.80S,2026-03-27T00:48:58.8Z,3,REGULAR,foul,personal,['2freethrow'],1629610,,,1610612753,92,90,2026-03-27T00:51:10Z,4470000,False,,,0,,D. Jeffries shooting personal FOUL (4 PF) (da Silva 2 FT),"[1629610, 1641783]",1610612758.0,SAC,shooting,,,Jeffries,D. Jeffries,,,,,In The Paint (Non-RA),0-8 Center,203592.0,,,,,,,,,,,,,,4.0,0.0,da Silva,1641783.0,,
455,PT00M16.80S,2026-03-27T00:49:20.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,92,90,2026-03-27T00:49:20Z,4490000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT00M16.80S,2026-03-27T00:51:13.9Z,3,REGULAR,substitution,out,[],1629021,,,1610612753,92,90,2026-03-27T00:51:29Z,4510000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT00M16.80S,2026-03-27T00:51:13.9Z,3,REGULAR,substitution,out,[],1629610,,,1610612753,92,90,2026-03-27T00:51:29Z,4520000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612758.0,SAC,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT00M16.80S,2026-03-27T00:51:13.9Z,3,REGULAR,substitution,in,[],1630217,,,1610612753,92,90,2026-03-27T00:51:29Z,4530000,False,,,0,,SUB in: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT00M16.80S,2026-03-27T00:51:13.9Z,3,REGULAR,substitution,in,[],1642875,,,1610612753,92,90,2026-03-27T00:51:29Z,4540000,False,,,0,,SUB in: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT00M16.80S,2026-03-27T00:51:31.1Z,3,REGULAR,freethrow,1 of 2,[],1641783,,,1610612753,92,90,2026-03-27T00:51:31Z,4550000,False,,,0,,MISS T. da Silva Free Throw 1 of 2,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
462,PT00M16.80S,2026-03-27T00:51:31.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,92,90,2026-03-27T00:51:31Z,4560000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,461.0,,,,,,,,,,,,,
463,PT00M16.80S,2026-03-27T00:51:47.6Z,3,REGULAR,freethrow,2 of 2,[],1641783,,,1610612753,93,90,2026-03-27T00:51:47Z,4570000,False,,,0,,T. da Silva Free Throw 2 of 2 (18 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,Made,,,,,,,18.0,,,,,,,,,
464,PT00M00.00S,2026-03-27T00:52:10.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642269,11.777266754270697,53.92156862745098,1610612758,93,90,2026-03-27T00:53:37Z,4580000,False,-20.0,58.0,1,left,MISS D. Carter 6' driving Hook,[1642269],1610612758.0,SAC,driving,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,6.14,Missed,,,,,,,,,,,,,,,,
465,PT00M00.00S,2026-03-27T00:52:15.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,93,90,2026-03-27T00:52:15Z,4590000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,464.0,,,,,,,,,,,,,
466,PT00M00.00S,2026-03-27T00:52:18.0Z,3,REGULAR,period,end,[],0,,,1610612758,93,90,2026-03-27T00:52:18Z,4600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2026-03-27T00:53:23.9Z,4,REGULAR,substitution,out,['startperiod'],1628975,,,1610612758,93,90,2026-03-27T00:54:50Z,4610000,False,,,0,,SUB out: J. Carter,[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2026-03-27T00:53:23.9Z,4,REGULAR,substitution,out,['startperiod'],1641783,,,1610612758,93,90,2026-03-27T00:54:50Z,4620000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2026-03-27T00:53:23.9Z,4,REGULAR,substitution,out,['startperiod'],1629048,,,1610612758,93,90,2026-03-27T00:54:50Z,4630000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2026-03-27T00:53:23.9Z,4,REGULAR,substitution,in,['startperiod'],1629021,,,1610612758,93,90,2026-03-27T00:54:50Z,4640000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2026-03-27T00:53:23.9Z,4,REGULAR,substitution,in,['startperiod'],1628976,,,1610612758,93,90,2026-03-27T00:54:50Z,4650000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2026-03-27T00:53:23.9Z,4,REGULAR,substitution,in,['startperiod'],1630591,,,1610612758,93,90,2026-03-27T00:54:50Z,4660000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2026-03-27T00:55:00.6Z,4,REGULAR,period,start,[],0,,,1610612753,93,90,2026-03-27T00:55:00Z,4670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT11M48.00S,2026-03-27T00:55:14.5Z,4,REGULAR,2pt,Jump Shot,[],1630217,78.13731931668858,47.794117647058826,1610612753,93,90,2026-03-27T00:55:38Z,4680000,False,-11.0,153.0,1,right,MISS D. Bane 15' pullup Shot,[1630217],1610612753.0,ORL,pullup,,,Bane,D. Bane,,,,,Mid-Range,8-16 Center,,,15.34,Missed,,,,,,,,,,,,,,,,
475,PT11M46.00S,2026-03-27T00:55:16.5Z,4,REGULAR,rebound,defensive,[],1642928,,,1610612758,93,90,2026-03-27T00:55:38Z,4690000,False,,,0,,D. Cardwell REBOUND (Off:0 Def:2),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Mid-Range,8-16 Center,,,,,,,474.0,2.0,2.0,0.0,,,,,,,,,,
476,PT11M31.00S,2026-03-27T00:55:35.6Z,4,REGULAR,3pt,Jump Shot,[],203926,33.722076215505915,38.970588235294116,1610612758,93,90,2026-03-27T00:56:12Z,4700000,False,55.0,264.0,1,left,MISS D. McDermott 27' 3PT,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,,,27.02,Missed,,,,,,,,,,,,,,,,
477,PT11M29.00S,2026-03-27T00:55:37.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,93,90,2026-03-27T00:56:12Z,4710000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,476.0,,,,,,,,,,,,,
478,PT11M29.00S,2026-03-27T00:55:39.4Z,4,REGULAR,foul,personal,[],1642928,,,1610612753,93,90,2026-03-27T00:56:04Z,4720000,False,,,0,,D. Cardwell loose ball personal FOUL (1 PF),"[1642928, 1628976]",1610612758.0,SAC,loose ball,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,203592.0,,,,,,,,,,,,,,1.0,0.0,Carter Jr.,1628976.0,,
480,PT11M14.00S,2026-03-27T00:56:09.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,84.83902759526939,47.05882352941176,1610612753,93,90,2026-03-27T00:56:44Z,4740000,False,-15.0,90.0,1,right,MISS D. Bane 9' driving Layup,[1630217],1610612753.0,ORL,driving,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,9.12,Missed,,,,,,,,,,,,,,,,
481,PT11M12.00S,2026-03-27T00:56:11.5Z,4,REGULAR,rebound,defensive,[],1642928,,,1610612758,93,90,2026-03-27T00:56:44Z,4750000,False,,,0,,D. Cardwell REBOUND (Off:0 Def:3),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,480.0,3.0,3.0,0.0,,,,,,,,,,
482,PT11M07.00S,2026-03-27T00:56:17.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631342,25.04927726675427,10.784313725490197,1610612758,93,93,2026-03-27T00:57:18Z,4760000,False,196.0,183.0,1,left,D. Plowden 26' 3PT running (11 PTS) (D. Carter 4 AST),"[1631342, 1642269]",1610612758.0,SAC,running,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Right Center,,,26.82,Made,,,,,,,11.0,D. Carter,1642269.0,4.0,,,,,,
484,PT11M05.00S,2026-03-27T00:56:31.3Z,4,REGULAR,foul,personal,[],1642928,,,1610612753,93,93,2026-03-27T00:58:03Z,4780000,False,,,0,,D. Cardwell loose ball personal FOUL (2 PF),"[1642928, 1631288]",1610612758.0,SAC,loose ball,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),8-16 Right,203592.0,,,,,,,,,,,,,,2.0,0.0,Cain,1631288.0,,
486,PT10M40.00S,2026-03-27T00:56:59.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629021,87.59855453350855,48.28431372549019,1610612753,93,93,2026-03-27T00:57:04Z,4800000,False,-9.0,64.0,1,right,MISS M. Wagner 6' turnaround Shot,[1629021],1610612753.0,ORL,turnaround,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,6.47,Missed,,,,,,,,,,,,,,,,
487,PT10M38.00S,2026-03-27T00:57:01.2Z,4,REGULAR,rebound,defensive,[],1642928,,,1610612758,93,93,2026-03-27T00:57:04Z,4810000,False,,,0,,D. Cardwell REBOUND (Off:0 Def:4),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,486.0,4.0,4.0,0.0,,,,,,,,,,
488,PT10M27.00S,2026-03-27T00:57:12.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642269,10.463206307490145,54.65686274509803,1610612758,93,93,2026-03-27T00:58:15Z,4820000,False,-23.0,46.0,1,left,MISS D. Carter driving floating Shot - blocked,"[1642269, 1628976]",1610612758.0,SAC,driving floating,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,5.15,Missed,Carter Jr.,1628976.0,,,,,,,,,,,,,,
497,PT10M27.00S,2026-03-27T00:57:12.2Z,4,REGULAR,block,,[],1628976,,,1610612758,93,93,2026-03-27T00:58:35Z,4825000,False,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
489,PT10M24.00S,2026-03-27T00:57:15.2Z,4,REGULAR,rebound,offensive,[],1642928,,,1610612758,93,93,2026-03-27T00:57:15Z,4830000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:4),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,488.0,5.0,4.0,1.0,,,,,,,,,,
490,PT10M22.00S,2026-03-27T00:57:17.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203926,32.802233902759525,51.470588235294116,1610612758,93,93,2026-03-27T00:57:25Z,4840000,False,-7.0,256.0,1,left,MISS D. McDermott 25' 3PT,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,,,25.59,Missed,,,,,,,,,,,,,,,,
491,PT10M19.00S,2026-03-27T00:57:20.7Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,93,93,2026-03-27T00:57:25Z,4850000,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,490.0,1.0,1.0,0.0,,,,,,,,,,
492,PT10M10.00S,2026-03-27T00:57:29.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631288,91.67214191852825,50.0,1610612753,95,93,2026-03-27T00:57:34Z,4860000,False,0.0,26.0,1,right,J. Cain Layup (9 PTS) (J. Suggs 4 AST),"[1631288, 1630591]",1610612753.0,ORL,,,,Cain,J. Cain,,,,,Restricted Area,0-8 Center,,,2.58,Made,,,,,,,9.0,J. Suggs,1630591.0,4.0,,,,,,
494,PT09M49.00S,2026-03-27T00:57:55.2Z,4,REGULAR,turnover,traveling,[],1642269,,,1610612758,95,93,2026-03-27T00:58:04Z,4880000,False,,,0,,D. Carter traveling TURNOVER (4 TO),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Mid-Range,8-16 Left,203592.0,4.0,,,,,,,,,,,,,,,,,,
495,PT09M35.00S,2026-03-27T00:58:24.0Z,4,REGULAR,turnover,lost ball,[],1630591,,,1610612753,95,93,2026-03-27T00:58:29Z,4890000,False,,,0,,J. Suggs lost ball TURNOVER (1 TO),"[1630591, 1642875]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,,,,,,,Raynaud,1642875.0
496,PT09M35.00S,2026-03-27T00:58:24.0Z,4,REGULAR,steal,,[],1642875,,,1610612758,95,93,2026-03-27T00:58:26Z,4900000,False,,,0,,M. Raynaud STEAL (2 STL),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
498,PT09M15.00S,2026-03-27T00:58:44.3Z,4,REGULAR,turnover,lost ball,[],1642269,,,1610612758,95,93,2026-03-27T00:58:51Z,4910000,False,,,0,,D. Carter lost ball TURNOVER (5 TO),"[1642269, 1628976]",1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),8-16 Center,,5.0,,,,,,,,,,,,,,,,,Carter Jr.,1628976.0
499,PT09M15.00S,2026-03-27T00:58:44.3Z,4,REGULAR,steal,,[],1628976,,,1610612753,95,93,2026-03-27T00:58:46Z,4920000,False,,,0,,W. Carter Jr. STEAL (1 STL),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
500,PT09M08.00S,2026-03-27T00:58:53.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629021,67.7562417871222,34.31372549019608,1610612753,95,93,2026-03-27T01:01:03Z,4930000,False,-78.0,251.0,1,right,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,,,26.26,Missed,,,,,,,,,,,,,,,,
501,PT09M07.00S,2026-03-27T00:58:54.4Z,4,REGULAR,rebound,defensive,[],1631342,,,1610612758,95,93,2026-03-27T01:01:03Z,4940000,False,,,0,,D. Plowden REBOUND (Off:1 Def:2),[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Center,,,,,,,500.0,3.0,2.0,1.0,,,,,,,,,,
502,PT09M00.00S,2026-03-27T00:59:05.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,95,93,2026-03-27T00:59:05Z,4950000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT09M00.00S,2026-03-27T01:00:07.6Z,4,REGULAR,substitution,out,[],1629021,,,1610612758,95,93,2026-03-27T01:01:45Z,4960000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M00.00S,2026-03-27T01:00:07.6Z,4,REGULAR,substitution,out,[],203926,,,1610612758,95,93,2026-03-27T01:01:45Z,4970000,False,,,0,,SUB out: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT09M00.00S,2026-03-27T01:00:07.6Z,4,REGULAR,substitution,out,[],1642269,,,1610612758,95,93,2026-03-27T01:01:45Z,4980000,False,,,0,,SUB out: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M00.00S,2026-03-27T01:00:07.6Z,4,REGULAR,substitution,in,[],1631094,,,1610612758,95,93,2026-03-27T01:01:45Z,4990000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT09M00.00S,2026-03-27T01:00:07.6Z,4,REGULAR,substitution,in,[],201942,,,1610612758,95,93,2026-03-27T01:01:45Z,5000000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT09M00.00S,2026-03-27T01:00:07.6Z,4,REGULAR,substitution,in,[],1628370,,,1610612758,95,93,2026-03-27T01:01:45Z,5010000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT08M53.00S,2026-03-27T01:02:23.6Z,4,REGULAR,2pt,Jump Shot,[],201942,22.683968462549277,38.72549019607843,1610612758,95,93,2026-03-27T01:02:55Z,5020000,False,56.0,161.0,1,left,MISS D. DeRozan 17' Jump Shot,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,17.03,Missed,,,,,,,,,,,,,,,,
510,PT08M51.00S,2026-03-27T01:02:25.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,95,93,2026-03-27T01:02:55Z,5030000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,509.0,,,,,,,,,,,,,
512,PT08M49.00S,2026-03-27T01:02:52.1Z,4,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612758,95,93,2026-03-27T01:02:59Z,5050000,False,,,0,,P. Banchero shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1631094, 201942]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right,203592.0,,,,,,,,,,,,,,2.0,0.0,DeRozan,201942.0,,
514,PT08M49.00S,2026-03-27T01:03:03.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201942,,,1610612758,95,94,2026-03-27T01:03:03Z,5070000,False,,,0,,D. DeRozan Free Throw 1 of 2 (28 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,,,,,,,28.0,,,,,,,,,
515,PT08M49.00S,2026-03-27T01:03:24.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201942,,,1610612758,95,95,2026-03-27T01:03:24Z,5080000,False,,,0,,D. DeRozan Free Throw 2 of 2 (29 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,,,,,,,29.0,,,,,,,,,
516,PT08M32.00S,2026-03-27T01:03:43.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,93.9060446780552,52.20588235294118,1610612753,97,95,2026-03-27T01:03:50Z,5090000,False,11.0,5.0,1,right,P. Banchero driving Layup (24 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,1.2,Made,,,,,,,24.0,,,,,,,,,
517,PT08M06.00S,2026-03-27T01:04:12.7Z,4,REGULAR,2pt,Jump Shot,[],201942,7.046649145860711,77.20588235294117,1610612758,97,95,2026-03-27T01:05:05Z,5100000,False,-136.0,14.0,1,left,MISS D. DeRozan 13' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,13.67,Missed,,,,,,,,,,,,,,,,
