actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
88,PT04M24.00S,2026-03-26T23:25:07.6Z,1,REGULAR,substitution,out,[],201942,,,1610612753,22,18,2026-03-26T23:25:37Z,860000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M24.00S,2026-03-26T23:25:07.6Z,1,REGULAR,substitution,in,[],1628975,,,1610612753,22,18,2026-03-26T23:25:37Z,870000,False,,,0,,SUB in: J. Carter,[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M24.00S,2026-03-26T23:25:07.6Z,1,REGULAR,substitution,in,[],203926,,,1610612753,22,18,2026-03-26T23:25:37Z,880000,False,,,0,,SUB in: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M24.00S,2026-03-26T23:25:07.6Z,1,REGULAR,substitution,in,[],1642928,,,1610612753,22,18,2026-03-26T23:25:37Z,890000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M24.00S,2026-03-26T23:25:40.2Z,1,REGULAR,freethrow,2 of 2,[],1641783,,,1610612753,23,18,2026-03-26T23:25:40Z,900000,False,,,0,,T. da Silva Free Throw 2 of 2 (7 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,Made,,,,,,,7.0,,,,,,,,,
93,PT04M10.00S,2026-03-26T23:25:52.8Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612758,23,18,2026-03-26T23:26:05Z,910000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Raynaud 2 FT),"[1628976, 1642875]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1148.0,,,,,,,,,,,,,,1.0,0.0,Raynaud,1642875.0,,
95,PT04M10.00S,2026-03-26T23:26:21.0Z,1,REGULAR,freethrow,1 of 2,[],1642875,,,1610612758,23,19,2026-03-26T23:26:21Z,930000,False,,,0,,M. Raynaud Free Throw 1 of 2 (3 PTS),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,,
96,PT04M10.00S,2026-03-26T23:26:39.7Z,1,REGULAR,freethrow,2 of 2,[],1642875,,,1610612758,23,20,2026-03-26T23:26:39Z,940000,False,,,0,,M. Raynaud Free Throw 2 of 2 (4 PTS),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,Made,,,,,,,4.0,,,,,,,,,
97,PT04M02.00S,2026-03-26T23:26:55.4Z,1,REGULAR,3pt,Jump Shot,[],1631094,31.225361366622867,58.08823529411765,1610612753,23,20,2026-03-26T23:27:33Z,950000,False,-40.0,241.0,1,left,MISS P. Banchero 24' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,24.44,Missed,,,,,,,,,,,,,,,,
98,PT04M00.00S,2026-03-26T23:26:57.4Z,1,REGULAR,rebound,defensive,[],1642928,,,1610612758,23,20,2026-03-26T23:27:33Z,960000,False,,,0,,D. Cardwell REBOUND (Off:0 Def:1),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Above the Break 3,24+ Center,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,
99,PT03M53.00S,2026-03-26T23:27:03.9Z,1,REGULAR,turnover,out-of-bounds,[],1642269,,,1610612758,23,20,2026-03-26T23:27:12Z,970000,False,,,0,,D. Carter bad pass out-of-bounds TURNOVER (1 TO),[1642269],1610612758.0,SAC,bad pass,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,203592.0,1.0,,,,,,,,,,,,,,,,,,
100,PT03M53.00S,2026-03-26T23:27:07.5Z,1,REGULAR,substitution,out,[],1641783,,,1610612753,23,20,2026-03-26T23:27:18Z,980000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M53.00S,2026-03-26T23:27:07.5Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,23,20,2026-03-26T23:27:18Z,990000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M53.00S,2026-03-26T23:27:07.5Z,1,REGULAR,substitution,in,[],1629048,,,1610612753,23,20,2026-03-26T23:27:18Z,1000000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M53.00S,2026-03-26T23:27:07.5Z,1,REGULAR,substitution,in,[],1631288,,,1610612753,23,20,2026-03-26T23:27:18Z,1010000,False,,,0,,SUB in: J. Cain,[1631288],1610612753.0,ORL,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M45.00S,2026-03-26T23:27:33.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631094,11.514454664914586,50.0,1610612753,23,20,2026-03-26T23:28:43Z,1020000,False,0.0,56.0,1,left,MISS P. Banchero driving floating Shot,[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,5.57,Missed,,,,,,,,,,,,,,,,
105,PT03M44.00S,2026-03-26T23:27:34.8Z,1,REGULAR,rebound,offensive,[],1631094,,,1610612753,23,20,2026-03-26T23:28:43Z,1030000,False,,,0,,P. Banchero REBOUND (Off:1 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,104.0,3.0,2.0,1.0,,,,,,,,,,
106,PT03M41.00S,2026-03-26T23:27:41.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1631094,5.590000152587891,50.0,1610612753,25,20,2026-03-26T23:28:48Z,1040000,False,0.0,0.0,1,left,P. Banchero tip Layup (8 PTS),[1631094],1610612753.0,ORL,tip,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,0.0,Made,,,,,,,8.0,,,,,,,,,
107,PT03M28.00S,2026-03-26T23:27:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631342,90.88370565045992,46.81372549019608,1610612758,25,22,2026-03-26T23:29:10Z,1050000,False,-16.0,33.0,1,right,D. Plowden driving Layup (2 PTS) (D. Carter 2 AST),"[1631342, 1642269]",1610612758.0,SAC,driving,,,Plowden,D. Plowden,,,,,Restricted Area,0-8 Center,,,3.68,Made,,,,,,,2.0,D. Carter,1642269.0,2.0,,,,,,
109,PT03M28.00S,2026-03-26T23:27:55.9Z,1,REGULAR,foul,personal,['1freethrow'],1641724,,,1610612758,25,22,2026-03-26T23:28:08Z,1070000,False,,,0,,J. Howard shooting personal FOUL (1 PF) (Plowden 1 FT),"[1641724, 1631342]",1610612753.0,ORL,shooting,,,Howard,J. Howard,,,,,In The Paint (Non-RA),0-8 Center,203592.0,,,,,,,,,,,,,,1.0,0.0,Plowden,1631342.0,,
111,PT03M28.00S,2026-03-26T23:28:03.9Z,1,REGULAR,substitution,out,[],1642269,,,1610612758,25,22,2026-03-26T23:28:22Z,1090000,False,,,0,,SUB out: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M28.00S,2026-03-26T23:28:03.9Z,1,REGULAR,substitution,in,[],1630165,,,1610612758,25,22,2026-03-26T23:28:22Z,1100000,False,,,0,,SUB in: K. Hayes,[1630165],1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M28.00S,2026-03-26T23:28:21.1Z,1,REGULAR,freethrow,1 of 1,[],1631342,,,1610612758,25,22,2026-03-26T23:28:21Z,1110000,False,,,0,,MISS D. Plowden Free Throw 1 of 1,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
114,PT03M25.00S,2026-03-26T23:28:22.6Z,1,REGULAR,rebound,defensive,[],1631288,,,1610612753,25,22,2026-03-26T23:28:22Z,1120000,False,,,0,,J. Cain REBOUND (Off:0 Def:1),[1631288],1610612753.0,ORL,,,,Cain,J. Cain,,,,,,,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,
115,PT03M20.00S,2026-03-26T23:28:32.0Z,1,REGULAR,foul,personal,[],1642875,,,1610612753,25,22,2026-03-26T23:29:44Z,1130000,False,,,0,,M. Raynaud personal FOUL (1 PF),"[1642875, 1629048]",1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Center,1193.0,,,,,,,,,,,,,,1.0,0.0,Bitadze,1629048.0,,
117,PT03M20.00S,2026-03-26T23:28:44.7Z,1,REGULAR,substitution,out,[],1642875,,,1610612753,25,22,2026-03-26T23:28:50Z,1150000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M20.00S,2026-03-26T23:28:44.7Z,1,REGULAR,substitution,in,[],1629610,,,1610612753,25,22,2026-03-26T23:28:50Z,1160000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612758.0,SAC,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M09.00S,2026-03-26T23:29:08.1Z,1,REGULAR,turnover,traveling,[],1629048,,,1610612753,25,22,2026-03-26T23:29:17Z,1170000,False,,,0,,G. Bitadze traveling TURNOVER (1 TO),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,1193.0,1.0,,,,,,,,,,,,,,,,,,
120,PT02M52.00S,2026-03-26T23:29:34.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631342,74.19513797634691,88.48039215686273,1610612758,25,22,2026-03-26T23:29:39Z,1180000,False,192.0,190.0,1,right,MISS D. Plowden 27' 3PT,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Right Center,,,27.05,Missed,,,,,,,,,,,,,,,,
121,PT02M49.00S,2026-03-26T23:29:37.0Z,1,REGULAR,rebound,defensive,[],1641724,,,1610612753,25,22,2026-03-26T23:29:39Z,1190000,False,,,0,,J. Howard REBOUND (Off:0 Def:1),[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Right Center,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,
122,PT02M40.00S,2026-03-26T23:29:48.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629610,,,1610612753,25,22,2026-03-26T23:30:03Z,1200000,False,,,0,,D. Jeffries shooting personal FOUL (1 PF) (Banchero 2 FT),"[1629610, 1631094]",1610612758.0,SAC,shooting,,,Jeffries,D. Jeffries,,,,,In The Paint (Non-RA),0-8 Center,1148.0,,,,,,,,,,,,,,1.0,0.0,Banchero,1631094.0,,
124,PT02M40.00S,2026-03-26T23:30:09.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,25,22,2026-03-26T23:30:09Z,1220000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M40.00S,2026-03-26T23:30:17.8Z,1,REGULAR,substitution,out,[],1641724,,,1610612753,25,22,2026-03-26T23:32:40Z,1230000,False,,,0,,SUB out: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M40.00S,2026-03-26T23:30:17.8Z,1,REGULAR,substitution,in,[],1630217,,,1610612753,25,22,2026-03-26T23:32:40Z,1240000,False,,,0,,SUB in: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M40.00S,2026-03-26T23:33:09.3Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,26,22,2026-03-26T23:33:09Z,1250000,False,,,0,,P. Banchero Free Throw 1 of 2 (9 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,Made,,,,,,,9.0,,,,,,,,,
128,PT02M40.00S,2026-03-26T23:33:24.0Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,27,22,2026-03-26T23:33:24Z,1260000,False,,,0,,P. Banchero Free Throw 2 of 2 (10 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,Made,,,,,,,10.0,,,,,,,,,
129,PT02M21.00S,2026-03-26T23:33:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629610,91.27792378449409,50.98039215686274,1610612758,27,24,2026-03-26T23:34:22Z,1270000,False,5.0,29.0,1,right,D. Jeffries driving finger roll Layup (2 PTS) (K. Hayes 1 AST),"[1629610, 1630165]",1610612758.0,SAC,driving finger roll,,,Jeffries,D. Jeffries,,,,,Restricted Area,0-8 Center,,,2.99,Made,,,,,,,2.0,K. Hayes,1630165.0,1.0,,,,,,
131,PT02M06.00S,2026-03-26T23:34:04.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629610,,,1610612753,27,24,2026-03-26T23:34:29Z,1290000,False,,,0,,D. Jeffries shooting personal FOUL (2 PF) (Bitadze 2 FT),"[1629610, 1629048]",1610612758.0,SAC,shooting,,,Jeffries,D. Jeffries,,,,,Restricted Area,0-8 Center,203592.0,,,,,,,,,,,,,,2.0,0.0,Bitadze,1629048.0,,
133,PT02M06.00S,2026-03-26T23:34:29.9Z,1,REGULAR,freethrow,1 of 2,[],1629048,,,1610612753,28,24,2026-03-26T23:34:29Z,1310000,False,,,0,,G. Bitadze Free Throw 1 of 2 (1 PTS),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
134,PT02M06.00S,2026-03-26T23:34:31.3Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,28,24,2026-03-26T23:34:34Z,1320000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M06.00S,2026-03-26T23:34:31.3Z,1,REGULAR,substitution,in,[],1642859,,,1610612753,28,24,2026-03-26T23:34:34Z,1330000,False,,,0,,SUB in: J. Richardson,[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M06.00S,2026-03-26T23:34:45.0Z,1,REGULAR,freethrow,2 of 2,[],1629048,,,1610612753,29,24,2026-03-26T23:34:45Z,1340000,False,,,0,,G. Bitadze Free Throw 2 of 2 (2 PTS),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,,
137,PT01M46.00S,2026-03-26T23:35:06.5Z,1,REGULAR,3pt,Jump Shot,[],203926,72.09264126149803,16.666666666666664,1610612758,29,27,2026-03-26T23:35:12Z,1350000,False,-167.0,210.0,1,right,D. McDermott 26' 3PT  (3 PTS) (D. Cardwell 1 AST),"[203926, 1642928]",1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,,,26.8,Made,,,,,,,3.0,D. Cardwell,1642928.0,1.0,,,,,,
139,PT01M35.00S,2026-03-26T23:35:19.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612753,29,27,2026-03-26T23:39:12Z,1370000,False,,,0,,K. Hayes take personal FOUL (1 PF) (Richardson 2 FT),"[1630165, 1642859]",1610612758.0,SAC,take,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Center,203592.0,,,,,,,,,,,,,,1.0,0.0,Richardson,1642859.0,,
141,PT01M35.00S,2026-03-26T23:35:28.5Z,1,REGULAR,substitution,out,[],1630165,,,1610612753,29,27,2026-03-26T23:35:31Z,1390000,False,,,0,,SUB out: K. Hayes,[1630165],1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M35.00S,2026-03-26T23:35:28.5Z,1,REGULAR,substitution,in,[],1642269,,,1610612753,29,27,2026-03-26T23:35:31Z,1400000,False,,,0,,SUB in: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M35.00S,2026-03-26T23:35:48.0Z,1,REGULAR,freethrow,1 of 2,[],1642859,,,1610612753,30,27,2026-03-26T23:35:48Z,1410000,False,,,0,,J. Richardson Free Throw 1 of 2 (1 PTS),[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
144,PT01M35.00S,2026-03-26T23:36:02.9Z,1,REGULAR,freethrow,2 of 2,[],1642859,,,1610612753,31,27,2026-03-26T23:36:02Z,1420000,False,,,0,,J. Richardson Free Throw 2 of 2 (2 PTS),[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,,
145,PT01M20.00S,2026-03-26T23:36:22.3Z,1,REGULAR,turnover,traveling,[],1642269,,,1610612758,31,27,2026-03-26T23:36:32Z,1430000,False,,,0,,D. Carter traveling TURNOVER (2 TO),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,1148.0,2.0,,,,,,,,,,,,,,,,,,
146,PT00M59.30S,2026-03-26T23:36:51.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628975,25.706307490144546,40.19607843137255,1610612753,33,27,2026-03-26T23:38:07Z,1432500,False,49.0,189.0,1,left,J. Carter 19' pullup Jump Shot (2 PTS),[1628975],1610612753.0,ORL,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Center,,,19.53,Made,,,,,,,2.0,,,,,,,,,
148,PT00M40.00S,2026-03-26T23:37:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642269,80.3712220762155,37.745098039215684,1610612758,33,29,2026-03-26T23:37:53Z,1460000,False,-61.0,132.0,1,right,D. Carter 14' pullup Jump Shot (8 PTS),[1642269],1610612758.0,SAC,pullup,,,Carter,D. Carter,,,,,In The Paint (Non-RA),8-16 Center,,,14.55,Made,,,,,,,8.0,,,,,,,,,
149,PT00M29.00S,2026-03-26T23:38:02.5Z,1,REGULAR,3pt,Jump Shot,[],1642859,9.674770039421814,94.6078431372549,1610612753,36,29,2026-03-26T23:38:10Z,1470000,False,-223.0,38.0,1,left,J. Richardson 3PT  (5 PTS) (D. Bane 1 AST),"[1642859, 1630217]",1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,Left Corner 3,24+ Left,,,22.63,Made,,,,,,,5.0,D. Bane,1630217.0,1.0,,,,,,
151,PT00M10.50S,2026-03-26T23:38:25.3Z,1,REGULAR,foul,personal,['2freethrow'],1642859,,,1610612758,36,29,2026-03-26T23:38:38Z,1490000,False,,,0,,J. Richardson shooting personal FOUL (1 PF) (Carter 2 FT),"[1642859, 1642269]",1610612753.0,ORL,shooting,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Right,203592.0,,,,,,,,,,,,,,1.0,0.0,Carter,1642269.0,,
153,PT00M10.50S,2026-03-26T23:38:56.1Z,1,REGULAR,freethrow,1 of 2,[],1642269,,,1610612758,36,30,2026-03-26T23:38:56Z,1510000,False,,,0,,D. Carter Free Throw 1 of 2 (9 PTS),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,Made,,,,,,,9.0,,,,,,,,,
154,PT00M10.50S,2026-03-26T23:38:56.1Z,1,REGULAR,freethrow,2 of 2,[],1642269,,,1610612758,36,30,2026-03-26T23:39:14Z,1520000,False,,,0,,MISS D. Carter Free Throw 2 of 2,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
155,PT00M08.20S,2026-03-26T23:38:58.4Z,1,REGULAR,rebound,defensive,[],1631288,,,1610612753,36,30,2026-03-26T23:39:14Z,1530000,False,,,0,,J. Cain REBOUND (Off:0 Def:2),[1631288],1610612753.0,ORL,,,,Cain,J. Cain,,,,,,,,,,,,,154.0,2.0,2.0,0.0,,,,,,,,,,
156,PT00M01.00S,2026-03-26T23:39:20.8Z,1,REGULAR,3pt,Jump Shot,[],1631288,19.267411300919843,90.19607843137256,1610612753,39,30,2026-03-26T23:39:43Z,1540000,False,-201.0,129.0,1,left,J. Cain 3PT  (3 PTS) (D. Bane 2 AST),"[1631288, 1630217]",1610612753.0,ORL,,,,Cain,J. Cain,,,,,Above the Break 3,24+ Left Center,,,23.86,Made,,,,,,,3.0,D. Bane,1630217.0,2.0,,,,,,
160,PT00M00.00S,2026-03-26T23:40:01.6Z,1,REGULAR,heave,,[],0,,,1610612758,39,30,2026-03-26T23:40:47Z,1580000,False,,,0,,SAC Heave,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,56.46,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2026-03-26T23:40:01.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,39,30,2026-03-26T23:40:47Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,160.0,,,,,,,,,,,,,
162,PT00M00.00S,2026-03-26T23:40:14.1Z,1,REGULAR,period,end,[],0,,,1610612758,39,30,2026-03-26T23:40:14Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-03-26T23:41:06.5Z,2,REGULAR,substitution,out,['startperiod'],1628975,,,1610612758,39,30,2026-03-26T23:42:31Z,1610000,False,,,0,,SUB out: J. Carter,[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-03-26T23:41:06.5Z,2,REGULAR,substitution,out,['startperiod'],1629610,,,1610612758,39,30,2026-03-26T23:42:31Z,1620000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612758.0,SAC,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-03-26T23:41:06.5Z,2,REGULAR,substitution,in,['startperiod'],1630591,,,1610612758,39,30,2026-03-26T23:42:31Z,1630000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-03-26T23:41:06.5Z,2,REGULAR,substitution,in,['startperiod'],201942,,,1610612758,39,30,2026-03-26T23:42:31Z,1640000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-03-26T23:42:40.6Z,2,REGULAR,period,start,[],0,,,1610612758,39,30,2026-03-26T23:42:40Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M46.00S,2026-03-26T23:42:53.7Z,2,REGULAR,turnover,bad pass,[],1642269,,,1610612758,39,30,2026-03-26T23:43:01Z,1660000,False,,,0,,D. Carter bad pass TURNOVER (3 TO),"[1642269, 1629048]",1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,,3.0,,,,,,,,,,,,,,,,,Bitadze,1629048.0
169,PT11M46.00S,2026-03-26T23:42:53.7Z,2,REGULAR,steal,,[],1629048,,,1610612753,39,30,2026-03-26T23:42:55Z,1670000,False,,,0,,G. Bitadze STEAL (1 STL),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
170,PT11M43.00S,2026-03-26T23:42:57.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631288,7.835085413929041,49.01960784313725,1610612753,41,30,2026-03-26T23:43:32Z,1680000,False,5.0,21.0,1,left,J. Cain running DUNK (5 PTS) (D. Bane 3 AST),"[1631288, 1630217]",1610612753.0,ORL,running,,,Cain,J. Cain,,,,,Restricted Area,0-8 Center,,,2.17,Made,,,,,,,5.0,D. Bane,1630217.0,3.0,,,,,,
172,PT11M25.00S,2026-03-26T23:43:16.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,93.51182654402102,48.77450980392157,1610612758,41,32,2026-03-26T23:43:55Z,1700000,False,-6.0,8.0,1,right,D. DeRozan driving Layup (6 PTS) (D. Cardwell 2 AST),"[201942, 1642928]",1610612758.0,SAC,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,1.05,Made,,,,,,,6.0,D. Cardwell,1642928.0,2.0,,,,,,
175,PT11M01.00S,2026-03-26T23:43:41.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,8.09789750328515,46.568627450980394,1610612753,41,32,2026-03-26T23:44:29Z,1730000,False,17.0,24.0,1,left,MISS G. Bitadze Layup,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,2.92,Missed,,,,,,,,,,,,,,,,
176,PT11M00.00S,2026-03-26T23:43:42.6Z,2,REGULAR,rebound,defensive,[],1631342,,,1610612758,41,32,2026-03-26T23:44:29Z,1740000,False,,,0,,D. Plowden REBOUND (Off:0 Def:1),[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Restricted Area,0-8 Center,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,
177,PT10M50.00S,2026-03-26T23:43:52.0Z,2,REGULAR,2pt,Hook,[],201942,95.3515111695138,66.91176470588235,1610612758,41,34,2026-03-26T23:44:48Z,1750000,False,85.0,-9.0,1,right,D. DeRozan 8' turnaround Hook (8 PTS),[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,,,8.51,Made,,,,,,,8.0,,,,,,,,,
178,PT10M41.00S,2026-03-26T23:44:01.7Z,2,REGULAR,foul,personal,[],1642269,,,1610612753,41,34,2026-03-26T23:44:15Z,1760000,False,,,0,,D. Carter personal FOUL (1 PF),"[1642269, 1630217]",1610612758.0,SAC,,,,Carter,D. Carter,,,,,In The Paint (Non-RA),8-16 Center,1148.0,,,,,,,,,,,,,,1.0,0.0,Bane,1630217.0,,
