actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
437,PT05M12.00S,2025-02-28T05:12:42.6Z,3,REGULAR,3pt,Jump Shot,[],1630545,14.241130091984232,5.392156862745097,1610612750,74,59,2025-02-28T05:12:48Z,4290000,False,223.0,81.0,1,left,MISS T. Shannon Jr. 3PT,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Right Corner 3,24+ Right,23.74,Missed,,,,,,,,,,,,,,,,,,
438,PT05M12.00S,2025-02-28T05:12:42.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,74,59,2025-02-28T05:12:48Z,4300000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,437.0,,,,,,,,,,,,
439,PT05M12.00S,2025-02-28T05:12:46.5Z,3,REGULAR,foul,personal,[],1627827,,,1610612750,74,59,2025-02-28T05:13:06Z,4310000,False,,,0,,D. Finney-Smith loose ball personal FOUL (2 PF),"[1627827, 1629638]",1610612747.0,LAL,loose ball,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1627961.0,2.0,0.0,Alexander-Walker,1629638.0,,,,
441,PT05M01.00S,2025-02-28T05:13:12.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,32.90078843626807,41.17647058823529,1610612750,74,59,2025-02-28T05:14:49Z,4330000,False,44.0,257.0,1,left,MISS D. DiVincenzo 26' pullup 3PT,[1628978],1610612750.0,MIN,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,26.06,Missed,,,,,,,,,,,,,,,,,,
442,PT05M01.00S,2025-02-28T05:13:12.9Z,3,REGULAR,rebound,offensive,[],1630545,,,1610612750,74,59,2025-02-28T05:14:49Z,4340000,False,,,0,,T. Shannon Jr. REBOUND (Off:1 Def:2),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,441.0,3.0,2.0,1.0,,,,,,,,,
443,PT04M56.00S,2025-02-28T05:13:18.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630183,17.789093298291732,58.57843137254902,1610612750,74,61,2025-02-28T05:15:06Z,4350000,False,-43.0,115.0,1,left,J. McDaniels 12' driving floating Jump Shot (7 PTS) (T. Shannon Jr. 2 AST),"[1630183, 1630545]",1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,12.25,Made,7.0,T. Shannon Jr.,1630545.0,2.0,,,,,,,,,,,,,,
445,PT04M39.00S,2025-02-28T05:13:35.3Z,3,REGULAR,3pt,Jump Shot,[],1629029,73.242444152431,81.86274509803921,1610612747,74,61,2025-02-28T05:15:17Z,4370000,False,159.0,199.0,1,right,MISS L. Dončić 25' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
446,PT04M35.00S,2025-02-28T05:13:39.3Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612750,74,61,2025-02-28T05:13:41Z,4380000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:3),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,,,445.0,3.0,3.0,0.0,,,,,,,,,
447,PT04M24.00S,2025-02-28T05:13:49.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630545,10.036136662286467,54.411764705882355,1610612750,74,63,2025-02-28T05:13:59Z,4390000,False,-22.0,42.0,1,left,T. Shannon Jr. driving reverse Layup (11 PTS) (D. DiVincenzo 2 AST),"[1630545, 1628978]",1610612750.0,MIN,driving reverse,,,Shannon Jr.,T. Shannon Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.73,Made,11.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,,,,,
450,PT04M04.00S,2025-02-28T05:14:35.1Z,3,REGULAR,substitution,out,[],1629020,,,1610612747,74,63,2025-02-28T05:14:45Z,4420000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M04.00S,2025-02-28T05:14:35.1Z,3,REGULAR,substitution,out,[],1630559,,,1610612747,74,63,2025-02-28T05:14:45Z,4430000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M04.00S,2025-02-28T05:14:35.1Z,3,REGULAR,substitution,in,[],1629637,,,1610612747,74,63,2025-02-28T05:14:45Z,4440000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M04.00S,2025-02-28T05:14:35.1Z,3,REGULAR,substitution,in,[],1630692,,,1610612747,74,63,2025-02-28T05:14:45Z,4450000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M58.00S,2025-02-28T05:14:59.5Z,3,REGULAR,3pt,Jump Shot,[],1629029,71.53416557161628,81.86274509803921,1610612747,74,63,2025-02-28T05:16:00Z,4460000,False,159.0,215.0,1,right,MISS L. Dončić 26' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,26.77,Missed,,,,,,,,,,,,,,,,,,
455,PT03M56.00S,2025-02-28T05:15:02.4Z,3,REGULAR,rebound,offensive,[],1629637,,,1610612747,74,63,2025-02-28T05:15:02Z,4470000,False,,,0,,J. Hayes REBOUND (Off:2 Def:3),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,,454.0,5.0,3.0,2.0,,,,,,,,,
456,PT03M56.00S,2025-02-28T05:15:04.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628978,,,1610612747,74,63,2025-02-28T05:15:13Z,4480000,False,,,0,,D. DiVincenzo shooting personal FOUL (2 PF) (Hayes 2 FT),"[1628978, 1629637]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,201638.0,2.0,0.0,Hayes,1629637.0,,,,
458,PT03M56.00S,2025-02-28T05:15:26.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629637,,,1610612747,75,63,2025-02-28T05:15:26Z,4500000,False,,,0,,J. Hayes Free Throw 1 of 2 (3 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
459,PT03M56.00S,2025-02-28T05:15:47.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629637,,,1610612747,76,63,2025-02-28T05:15:47Z,4510000,False,,,0,,J. Hayes Free Throw 2 of 2 (4 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
460,PT03M43.00S,2025-02-28T05:16:01.5Z,3,REGULAR,3pt,Jump Shot,[],1629638,24.227989487516425,91.42156862745098,1610612750,76,66,2025-02-28T05:16:09Z,4520000,False,-207.0,175.0,1,left,N. Alexander-Walker 27' 3PT  (13 PTS) (D. DiVincenzo 3 AST),"[1629638, 1628978]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,27.13,Made,13.0,D. DiVincenzo,1628978.0,3.0,,,,,,,,,,,,,,
462,PT03M32.00S,2025-02-28T05:16:14.7Z,3,REGULAR,2pt,Jump Shot,[],1629029,80.07555847568989,31.862745098039213,1610612747,76,66,2025-02-28T05:16:37Z,4540000,False,-91.0,135.0,1,right,MISS L. Dončić 16' pullup Shot,[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Left Center,16.25,Missed,,,,,,,,,,,,,,,,,,
463,PT03M30.00S,2025-02-28T05:16:16.7Z,3,REGULAR,rebound,offensive,[],1629029,,,1610612747,76,66,2025-02-28T05:16:37Z,4550000,False,,,0,,L. Dončić REBOUND (Off:2 Def:7),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Left Center,,,,,,,,462.0,9.0,7.0,2.0,,,,,,,,,
464,PT03M25.00S,2025-02-28T05:16:19.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630692,78.63009198423127,70.58823529411765,1610612747,78,66,2025-02-28T05:16:29Z,4560000,False,103.0,148.0,1,right,J. Goodwin 18' step back Jump Shot (7 PTS) (L. Dončić 5 AST),"[1630692, 1629029]",1610612747.0,LAL,step back,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Right Center,18.06,Made,7.0,L. Dončić,1629029.0,5.0,,,,,,,,,,,,,,
466,PT03M04.00S,2025-02-28T05:16:43.8Z,3,REGULAR,foul,personal,[],1630692,,,1610612750,78,66,2025-02-28T05:16:53Z,4580000,False,,,0,,J. Goodwin personal FOUL (1 PF),"[1630692, 1628978]",1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,202058.0,1.0,0.0,DiVincenzo,1628978.0,,,,
468,PT03M04.00S,2025-02-28T05:16:50.5Z,3,REGULAR,substitution,out,[],1629029,,,1610612750,78,66,2025-02-28T05:16:54Z,4600000,False,,,0,,SUB out: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M04.00S,2025-02-28T05:16:50.5Z,3,REGULAR,substitution,in,[],2544,,,1610612750,78,66,2025-02-28T05:16:54Z,4610000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M56.00S,2025-02-28T05:17:13.5Z,3,REGULAR,turnover,lost ball,[],1629675,,,1610612750,78,66,2025-02-28T05:17:17Z,4620000,False,,,0,,N. Reid lost ball TURNOVER (3 TO),"[1629675, 1630692]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,,,,,,3.0,,,,,,,,,,Goodwin,1630692.0,,
471,PT02M56.00S,2025-02-28T05:17:13.5Z,3,REGULAR,steal,,[],1630692,,,1610612747,78,66,2025-02-28T05:18:08Z,4630000,False,,,0,,J. Goodwin STEAL (2 STL),[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
472,PT02M43.00S,2025-02-28T05:17:28.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2544,90.45663600525624,52.94117647058824,1610612747,78,66,2025-02-28T05:17:55Z,4640000,False,15.0,37.0,1,right,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,,
473,PT02M41.00S,2025-02-28T05:17:30.4Z,3,REGULAR,rebound,offensive,[],2544,,,1610612747,78,66,2025-02-28T05:17:55Z,4650000,False,,,0,,L. James REBOUND (Off:2 Def:7),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,472.0,9.0,7.0,2.0,,,,,,,,,
474,PT02M41.00S,2025-02-28T05:17:32.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",2544,94.40999984741211,50.0,1610612747,80,66,2025-02-28T05:18:00Z,4660000,False,0.0,0.0,1,right,L. James tip Layup (24 PTS),[2544],1610612747.0,LAL,tip,,,James,L. James,,,,,Restricted Area,0-8 Center,0.0,Made,24.0,,,,,,,,,,,,,,,,,
475,PT02M31.00S,2025-02-28T05:17:39.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630183,11.087385019710908,53.431372549019606,1610612750,80,66,2025-02-28T05:17:44Z,4670000,False,-17.0,52.0,1,left,MISS J. McDaniels bank Hook,[1630183],1610612750.0,MIN,bank,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,5.45,Missed,,,,,,,,,,,,,,,,,,
476,PT02M28.00S,2025-02-28T05:17:42.9Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,80,66,2025-02-28T05:17:44Z,4680000,False,,,0,,L. James REBOUND (Off:2 Def:8),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,475.0,10.0,8.0,2.0,,,,,,,,,
477,PT02M21.00S,2025-02-28T05:17:49.1Z,3,REGULAR,3pt,Jump Shot,[],1627827,86.12023653088042,97.79411764705883,1610612747,80,66,2025-02-28T05:17:55Z,4690000,False,239.0,78.0,1,right,MISS D. Finney-Smith 25' 3PT,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,25.14,Missed,,,,,,,,,,,,,,,,,,
478,PT02M17.00S,2025-02-28T05:17:53.1Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,80,66,2025-02-28T05:17:55Z,4700000,False,,,0,,N. Reid REBOUND (Off:2 Def:5),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Right Corner 3,24+ Right,,,,,,,,477.0,7.0,5.0,2.0,,,,,,,,,
479,PT02M08.00S,2025-02-28T05:18:01.7Z,3,REGULAR,3pt,Jump Shot,[],1628978,16.080814717476997,96.81372549019608,1610612750,80,69,2025-02-28T05:18:13Z,4710000,False,-234.0,99.0,1,left,D. DiVincenzo 25' 3PT  (6 PTS) (N. Alexander-Walker 1 AST),"[1628978, 1629638]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.41,Made,6.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,,,,
481,PT02M00.00S,2025-02-28T05:18:15.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,80,69,2025-02-28T05:18:15Z,4730000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M00.00S,2025-02-28T05:20:40.5Z,3,REGULAR,substitution,out,[],1627827,,,1610612747,80,69,2025-02-28T05:21:01Z,4740000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT02M00.00S,2025-02-28T05:20:40.5Z,3,REGULAR,substitution,out,[],1630183,,,1610612747,80,69,2025-02-28T05:21:01Z,4750000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT02M00.00S,2025-02-28T05:20:40.5Z,3,REGULAR,substitution,in,[],1642261,,,1610612747,80,69,2025-02-28T05:21:01Z,4760000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT02M00.00S,2025-02-28T05:20:40.5Z,3,REGULAR,substitution,in,[],1642265,,,1610612747,80,69,2025-02-28T05:21:01Z,4770000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT01M44.00S,2025-02-28T05:21:21.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,94.00459921156373,51.470588235294116,1610612747,82,69,2025-02-28T05:21:27Z,4780000,False,7.0,4.0,1,right,L. James driving Layup (26 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,0.84,Made,26.0,,,,,,,,,,,,,,,,,
487,PT01M34.00S,2025-02-28T05:21:33.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630545,7.802233902759525,45.833333333333336,1610612750,82,69,2025-02-28T05:21:39Z,4790000,False,21.0,21.0,1,left,MISS T. Shannon Jr. driving Layup - blocked,"[1630545, 2544]",1610612750.0,MIN,driving,,,Shannon Jr.,T. Shannon Jr.,,,,,Restricted Area,0-8 Center,2.94,Missed,,,,,,,,,,,,,,,,,James,2544.0
488,PT01M34.00S,2025-02-28T05:21:33.2Z,3,REGULAR,block,,[],2544,,,1610612750,82,69,2025-02-28T05:21:36Z,4800000,False,,,0,,L. James BLOCK (1 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
489,PT01M31.00S,2025-02-28T05:21:36.2Z,3,REGULAR,rebound,offensive,[],1642265,,,1610612750,82,69,2025-02-28T05:22:06Z,4810000,False,,,0,,R. Dillingham REBOUND (Off:1 Def:0),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,,,,,,,,487.0,1.0,0.0,1.0,,,,,,,,,
490,PT01M24.00S,2025-02-28T05:21:42.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629675,18.84034165571616,50.73529411764706,1610612750,82,69,2025-02-28T05:21:48Z,4820000,False,-4.0,125.0,1,left,MISS N. Reid 12' fadeaway Shot,[1629675],1610612750.0,MIN,fadeaway,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,12.47,Missed,,,,,,,,,,,,,,,,,,
491,PT01M21.00S,2025-02-28T05:21:45.7Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,82,69,2025-02-28T05:21:48Z,4830000,False,,,0,,L. James REBOUND (Off:2 Def:9),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,490.0,11.0,9.0,2.0,,,,,,,,,
492,PT01M11.00S,2025-02-28T05:21:54.9Z,3,REGULAR,turnover,bad pass,[],2544,,,1610612747,82,69,2025-02-28T05:22:00Z,4840000,False,,,0,,L. James bad pass TURNOVER (3 TO),"[2544, 1629638]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,3.0,,,,,,,,,,Alexander-Walker,1629638.0,,
493,PT01M11.00S,2025-02-28T05:21:54.9Z,3,REGULAR,steal,,[],1629638,,,1610612750,82,69,2025-02-28T05:21:57Z,4850000,False,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
494,PT01M06.00S,2025-02-28T05:21:59.8Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642265,9.116294349540084,1.9607843137254974,1610612750,82,69,2025-02-28T05:22:10Z,4860000,False,240.0,33.0,1,left,MISS R. Dillingham 24' running 3PT,[1642265],1610612750.0,MIN,running,,,Dillingham,R. Dillingham,,,,,Right Corner 3,24+ Right,24.25,Missed,,,,,,,,,,,,,,,,,,
495,PT01M05.00S,2025-02-28T05:22:00.8Z,3,REGULAR,rebound,offensive,[],1629675,,,1610612750,82,69,2025-02-28T05:22:55Z,4870000,False,,,0,,N. Reid REBOUND (Off:3 Def:5),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Right Corner 3,24+ Right,,,,,,,,494.0,8.0,5.0,3.0,,,,,,,,,
496,PT01M04.00S,2025-02-28T05:22:04.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629675,5.590000152587891,50.0,1610612750,82,71,2025-02-28T05:22:59Z,4880000,False,0.0,0.0,1,left,N. Reid tip Layup (2 PTS),[1629675],1610612750.0,MIN,tip,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
497,PT00M47.00S,2025-02-28T05:22:21.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628978,,,1610612747,82,71,2025-02-28T05:22:28Z,4890000,False,,,0,,D. DiVincenzo shooting personal FOUL (3 PF) (James 2 FT),"[1628978, 2544]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,202058.0,3.0,0.0,James,2544.0,,,,
499,PT00M47.00S,2025-02-28T05:22:53.9Z,3,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,82,71,2025-02-28T05:23:06Z,4910000,False,,,0,,MISS L. James Free Throw 1 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
501,PT00M47.00S,2025-02-28T05:22:53.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,82,71,2025-02-28T05:23:06Z,4930000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,
502,PT00M47.00S,2025-02-28T05:23:07.0Z,3,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,83,71,2025-02-28T05:23:07Z,4940000,False,,,0,,L. James Free Throw 2 of 2 (27 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
503,PT00M37.20S,2025-02-28T05:23:18.9Z,3,REGULAR,turnover,lost ball,[],1642265,,,1610612750,83,71,2025-02-28T05:23:38Z,4950000,False,,,0,,R. Dillingham lost ball TURNOVER (2 TO),"[1642265, 1629637]",1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,,,,,,,,,,Hayes,1629637.0,,
504,PT00M37.20S,2025-02-28T05:23:18.9Z,3,REGULAR,steal,,[],1629637,,,1610612747,83,71,2025-02-28T05:34:01Z,4960000,False,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
505,PT00M37.20S,2025-02-28T05:23:25.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642265,,,1610612747,83,71,2025-02-28T05:23:31Z,4970000,False,,,0,,R. Dillingham personal FOUL (1 PF) (Hayes 2 FT),"[1642265, 1629637]",1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202058.0,1.0,0.0,Hayes,1629637.0,,,,
507,PT00M37.20S,2025-02-28T05:23:54.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629637,,,1610612747,83,71,2025-02-28T05:23:54Z,4990000,False,,,0,,MISS J. Hayes Free Throw 1 of 2,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
508,PT00M37.20S,2025-02-28T05:23:54.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,83,71,2025-02-28T05:23:54Z,5000000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,507.0,,,,,,,,,,,,
509,PT00M37.20S,2025-02-28T05:24:08.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629637,,,1610612747,84,71,2025-02-28T05:24:08Z,5010000,False,,,0,,J. Hayes Free Throw 2 of 2 (5 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
510,PT00M25.50S,2025-02-28T05:24:23.6Z,3,REGULAR,2pt,Jump Shot,[],1630545,18.7089356110381,67.64705882352942,1610612750,84,71,2025-02-28T05:24:34Z,5020000,False,-88.0,123.0,1,left,MISS T. Shannon Jr. 15' pullup Shot,[1630545],1610612750.0,MIN,pullup,,,Shannon Jr.,T. Shannon Jr.,,,,,Mid-Range,8-16 Left,15.17,Missed,,,,,,,,,,,,,,,,,,
511,PT00M22.00S,2025-02-28T05:24:27.1Z,3,REGULAR,rebound,offensive,[],1629675,,,1610612750,84,71,2025-02-28T05:24:27Z,5030000,False,,,0,,N. Reid REBOUND (Off:4 Def:5),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,,,,,,,510.0,9.0,5.0,4.0,,,,,,,,,
512,PT00M21.70S,2025-02-28T05:24:28.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612750,84,71,2025-02-28T05:24:40Z,5040000,False,,,0,,J. Hayes shooting personal FOUL (2 PF) (Shannon Jr. 2 FT),"[1629637, 1630545]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202058.0,2.0,0.0,Shannon Jr.,1630545.0,,,,
514,PT00M21.70S,2025-02-28T05:24:54.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630545,,,1610612750,84,72,2025-02-28T05:24:54Z,5060000,False,,,0,,T. Shannon Jr. Free Throw 1 of 2 (12 PTS),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
515,PT00M21.70S,2025-02-28T05:24:58.5Z,3,REGULAR,substitution,out,[],1642265,,,1610612750,84,72,2025-02-28T05:25:01Z,5070000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT00M21.70S,2025-02-28T05:24:58.5Z,3,REGULAR,substitution,in,[],1630183,,,1610612750,84,72,2025-02-28T05:25:01Z,5080000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT00M21.70S,2025-02-28T05:24:58.5Z,3,REGULAR,substitution,out,[],1629675,,,1610612750,84,72,2025-02-28T05:25:07Z,5090000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT00M21.70S,2025-02-28T05:24:58.5Z,3,REGULAR,substitution,in,[],1641740,,,1610612750,84,72,2025-02-28T05:25:07Z,5100000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT00M21.70S,2025-02-28T05:25:18.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630545,,,1610612750,84,73,2025-02-28T05:25:18Z,5110000,False,,,0,,T. Shannon Jr. Free Throw 2 of 2 (13 PTS),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
