actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
86,PT04M51.00S,2025-02-28T03:55:44.7Z,1,REGULAR,3pt,Jump Shot,[],1629638,92.95335085413929,96.56862745098039,1610612750,24,10,2025-02-28T03:55:51Z,860000,False,233.0,14.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,23.32,Missed,,,,,,,,,,,,,,,,,,
87,PT04M47.00S,2025-02-28T03:55:48.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,24,10,2025-02-28T03:55:51Z,870000,False,,,0,,L. Dončić REBOUND (Off:1 Def:4),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Right Corner 3,24+ Right,,,,,,,,86.0,5.0,4.0,1.0,,,,,,,,,
88,PT04M35.00S,2025-02-28T03:56:06.0Z,1,REGULAR,foul,personal,[],1630545,,,1610612747,24,10,2025-02-28T03:56:12Z,880000,False,,,0,,T. Shannon Jr. personal FOUL (1 PF),"[1630545, 1630559]",1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1627961.0,1.0,0.0,Reaves,1630559.0,,,,
90,PT04M35.00S,2025-02-28T03:56:13.9Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,24,10,2025-02-28T03:56:17Z,900000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M35.00S,2025-02-28T03:56:13.9Z,1,REGULAR,substitution,in,[],1629020,,,1610612747,24,10,2025-02-28T03:56:17Z,910000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M29.00S,2025-02-28T03:56:34.0Z,1,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612747,24,10,2025-02-28T03:56:40Z,920000,False,,,0,,L. Dončić bad pass out-of-bounds TURNOVER (1 TO),[1629029],1610612747.0,LAL,bad pass,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,,,,,201638.0,,,,,,,,
93,PT04M08.00S,2025-02-28T03:56:59.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630545,88.87976346911958,96.81372549019608,1610612750,24,10,2025-02-28T03:57:03Z,930000,False,234.0,52.0,1,right,MISS T. Shannon Jr. 3PT,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Right Corner 3,24+ Right,23.98,Missed,,,,,,,,,,,,,,,,,,
94,PT04M05.00S,2025-02-28T03:57:02.6Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612747,24,10,2025-02-28T03:57:02Z,940000,False,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Right Corner 3,24+ Right,,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,
95,PT03M54.00S,2025-02-28T03:57:13.2Z,1,REGULAR,3pt,Jump Shot,[],1629020,12.270039421813408,4.166666666666657,1610612747,27,10,2025-02-28T03:57:19Z,950000,False,229.0,63.0,1,left,J. Vanderbilt 3PT  (3 PTS) (L. Dončić 4 AST),"[1629020, 1629029]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,23.76,Made,3.0,L. Dončić,1629029.0,4.0,,,,,,,,,,,,,,
97,PT03M42.00S,2025-02-28T03:57:25.0Z,1,REGULAR,3pt,Jump Shot,[],1630162,66.80354796320631,60.78431372549019,1610612750,27,10,2025-02-28T03:57:29Z,970000,False,54.0,260.0,1,right,MISS A. Edwards 26' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,26.5,Missed,,,,,,,,,,,,,,,,,,
98,PT03M40.00S,2025-02-28T03:57:27.0Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,27,10,2025-02-28T03:57:29Z,980000,False,,,0,,A. Reaves REBOUND (Off:1 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,,,,,97.0,3.0,2.0,1.0,,,,,,,,,
99,PT03M36.00S,2025-02-28T03:57:32.5Z,1,REGULAR,turnover,bad pass,[],1630559,,,1610612747,27,10,2025-02-28T03:57:36Z,990000,False,,,0,,A. Reaves bad pass TURNOVER (2 TO),"[1630559, 1630183]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,,2.0,,,,,,,,,,McDaniels,1630183.0,,
100,PT03M36.00S,2025-02-28T03:57:32.5Z,1,REGULAR,steal,,[],1630183,,,1610612750,27,10,2025-02-28T03:57:34Z,1000000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
101,PT03M24.00S,2025-02-28T03:57:43.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,95.97568988173455,4.411764705882348,1610612750,27,13,2025-02-28T03:57:48Z,1010000,False,-228.0,-15.0,1,right,D. DiVincenzo 3PT  (3 PTS) (A. Edwards 1 AST),"[1628978, 1630162]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,22.84,Made,3.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,
103,PT03M04.00S,2025-02-28T03:58:04.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,19.8915900131406,53.18627450980392,1610612747,27,13,2025-02-28T03:58:19Z,1030000,False,-16.0,134.0,1,left,MISS L. Dončić 13' fadeaway Shot,[1629029],1610612747.0,LAL,fadeaway,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,13.54,Missed,,,,,,,,,,,,,,,,,,
104,PT03M03.00S,2025-02-28T03:58:05.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,27,13,2025-02-28T03:58:28Z,1040000,False,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,103.0,3.0,3.0,0.0,,,,,,,,,
105,PT02M51.00S,2025-02-28T03:58:20.2Z,1,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612750,27,13,2025-02-28T03:58:25Z,1050000,False,,,0,,N. Alexander-Walker bad pass out-of-bounds TURNOVER (2 TO),[1629638],1610612750.0,MIN,bad pass,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,,,,,1627961.0,,,,,,,,
106,PT02M51.00S,2025-02-28T03:58:26.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,27,13,2025-02-28T03:58:26Z,1060000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M51.00S,2025-02-28T04:00:58.1Z,1,REGULAR,substitution,out,[],1630559,,,1610612747,27,13,2025-02-28T04:01:14Z,1070000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M51.00S,2025-02-28T04:00:58.1Z,1,REGULAR,substitution,out,[],1629029,,,1610612747,27,13,2025-02-28T04:01:14Z,1080000,False,,,0,,SUB out: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M51.00S,2025-02-28T04:00:58.1Z,1,REGULAR,substitution,out,[],1630183,,,1610612747,27,13,2025-02-28T04:01:14Z,1090000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M51.00S,2025-02-28T04:00:58.1Z,1,REGULAR,substitution,in,[],2544,,,1610612747,27,13,2025-02-28T04:01:14Z,1100000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M51.00S,2025-02-28T04:00:58.1Z,1,REGULAR,substitution,in,[],1630692,,,1610612747,27,13,2025-02-28T04:01:14Z,1110000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M51.00S,2025-02-28T04:00:58.1Z,1,REGULAR,substitution,in,[],1642265,,,1610612747,27,13,2025-02-28T04:01:14Z,1120000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M40.00S,2025-02-28T04:01:32.1Z,1,REGULAR,foul,personal,[],1629638,,,1610612747,27,13,2025-02-28T04:01:41Z,1130000,False,,,0,,N. Alexander-Walker personal FOUL (1 PF),"[1629638, 1629216]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,201638.0,1.0,0.0,Vincent,1629216.0,,,,
115,PT02M29.00S,2025-02-28T04:01:58.5Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,27,13,2025-02-28T04:02:06Z,1150000,False,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 1642265]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Left Center,,,,,,,2.0,,,,,,,,,,Dillingham,1642265.0,,
116,PT02M29.00S,2025-02-28T04:01:58.5Z,1,REGULAR,steal,,[],1642265,,,1610612750,27,13,2025-02-28T04:02:00Z,1160000,False,,,0,,R. Dillingham STEAL (1 STL),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
117,PT02M25.00S,2025-02-28T04:02:02.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629638,81.25821287779237,7.598039215686271,1610612750,27,13,2025-02-28T04:02:14Z,1170000,False,-212.0,124.0,1,right,MISS N. Alexander-Walker 24' running 3PT,[1629638],1610612750.0,MIN,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,24.54,Missed,,,,,,,,,,,,,,,,,,
118,PT02M23.00S,2025-02-28T04:02:04.7Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,27,13,2025-02-28T04:02:14Z,1180000,False,,,0,,L. James REBOUND (Off:1 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,,117.0,3.0,2.0,1.0,,,,,,,,,
120,PT02M08.00S,2025-02-28T04:02:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630692,10.036136662286467,52.450980392156865,1610612747,29,13,2025-02-28T04:02:35Z,1200000,False,-12.0,42.0,1,left,J. Goodwin cutting Layup (2 PTS) (L. James 1 AST),"[1630692, 2544]",1610612747.0,LAL,cutting,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,4.36,Made,2.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
122,PT01M54.00S,2025-02-28T04:02:52.8Z,1,REGULAR,foul,personal,[],1629020,,,1610612750,29,13,2025-02-28T04:02:59Z,1220000,False,,,0,,J. Vanderbilt personal FOUL (1 PF),"[1629020, 1629638]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1627961.0,1.0,0.0,Alexander-Walker,1629638.0,,,,
124,PT01M54.00S,2025-02-28T04:02:58.9Z,1,REGULAR,substitution,out,[],1627827,,,1610612750,29,13,2025-02-28T04:03:03Z,1240000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M54.00S,2025-02-28T04:02:58.9Z,1,REGULAR,substitution,in,[],1629060,,,1610612750,29,13,2025-02-28T04:03:03Z,1250000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M40.00S,2025-02-28T04:03:28.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612750,29,13,2025-02-28T04:03:38Z,1260000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1627961.0,,,,,,,,
127,PT01M29.00S,2025-02-28T04:03:52.1Z,1,REGULAR,turnover,out-of-bounds,[],1630692,,,1610612747,29,13,2025-02-28T04:03:58Z,1270000,False,,,0,,J. Goodwin bad pass out-of-bounds TURNOVER (1 TO),[1630692],1610612747.0,LAL,bad pass,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,1627961.0,,,,,,,,
129,PT01M21.00S,2025-02-28T04:04:19.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2544,,,1610612750,29,13,2025-02-28T04:04:27Z,1290000,False,,,0,,L. James shooting personal FOUL (1 PF) (Shannon Jr. 2 FT),"[2544, 1630545]",1610612747.0,LAL,shooting,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202058.0,1.0,0.0,Shannon Jr.,1630545.0,,,,
131,PT01M21.00S,2025-02-28T04:04:41.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630545,,,1610612750,29,14,2025-02-28T04:04:41Z,1310000,False,,,0,,T. Shannon Jr. Free Throw 1 of 2 (1 PTS),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
132,PT01M21.00S,2025-02-28T04:04:57.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630545,,,1610612750,29,15,2025-02-28T04:04:57Z,1320000,False,,,0,,T. Shannon Jr. Free Throw 2 of 2 (2 PTS),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
133,PT01M00.00S,2025-02-28T04:05:19.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629216,13.978318002628114,47.79411764705882,1610612747,31,15,2025-02-28T04:05:27Z,1330000,False,11.0,79.0,1,left,G. Vincent 7' driving floating Jump Shot (2 PTS) (L. James 2 AST),"[1629216, 2544]",1610612747.0,LAL,driving floating,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,7.97,Made,2.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
136,PT00M49.40S,2025-02-28T04:05:44.3Z,1,REGULAR,3pt,Jump Shot,[],1629638,95.31865965834429,5.14705882352942,1610612750,31,15,2025-02-28T04:06:02Z,1360000,False,-224.0,-8.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,22.45,Missed,,,,,,,,,,,,,,,,,,
137,PT00M47.10S,2025-02-28T04:05:46.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,31,15,2025-02-28T04:06:02Z,1370000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,136.0,,,,,,,,,,,,
139,PT00M33.60S,2025-02-28T04:06:08.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630692,8.853482260183966,48.529411764705884,1610612747,31,15,2025-02-28T04:06:24Z,1390000,False,7.0,31.0,1,left,MISS J. Goodwin driving finger roll Layup,[1630692],1610612747.0,LAL,driving finger roll,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,,,,,,,
140,PT00M31.50S,2025-02-28T04:06:10.1Z,1,REGULAR,rebound,defensive,[],1630545,,,1610612750,31,15,2025-02-28T04:06:24Z,1400000,False,,,0,,T. Shannon Jr. REBOUND (Off:0 Def:1),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,
141,PT00M28.60S,2025-02-28T04:06:13.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630162,92.69053876478318,46.568627450980394,1610612750,31,17,2025-02-28T04:06:37Z,1410000,False,-17.0,16.0,1,right,A. Edwards running Layup (4 PTS) (T. Shannon Jr. 1 AST),"[1630162, 1630545]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.36,Made,4.0,T. Shannon Jr.,1630545.0,1.0,,,,,,,,,,,,,,
143,PT00M11.20S,2025-02-28T04:06:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,8.722076215505908,47.549019607843135,1610612747,33,17,2025-02-28T04:07:03Z,1430000,False,12.0,29.0,1,left,L. James driving finger roll Layup (10 PTS),[2544],1610612747.0,LAL,driving finger roll,,,James,L. James,,,,,Restricted Area,0-8 Center,3.2,Made,10.0,,,,,,,,,,,,,,,,,
150,PT00M02.80S,2025-02-28T04:06:43.5Z,1,REGULAR,turnover,lost ball,[],1642265,,,1610612750,33,17,2025-02-28T04:08:40Z,1435000,False,,,0,,R. Dillingham lost ball TURNOVER (1 TO),"[1642265, 1630692]",1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,Mid-Range,8-16 Center,,,,,,,1.0,,,,,,,,,,Goodwin,1630692.0,,
151,PT00M02.80S,2025-02-28T04:06:43.5Z,1,REGULAR,steal,,[],1630692,,,1610612747,33,17,2025-02-28T04:08:40Z,1437500,False,,,0,,J. Goodwin STEAL (1 STL),[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
147,PT00M00.30S,2025-02-28T04:06:57.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,63.78120893561104,46.568627450980394,1610612747,33,17,2025-02-28T04:09:20Z,1470000,False,17.0,547.0,1,left,MISS G. Vincent 54' pullup 3PT,[1629216],1610612747.0,LAL,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,54.73,Missed,,,,,,,,,,,,,,,,,,
148,PT00M00.30S,2025-02-28T04:06:57.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,33,17,2025-02-28T04:09:20Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,147.0,,,,,,,,,,,,
149,PT00M00.00S,2025-02-28T04:07:00.0Z,1,REGULAR,period,end,[],0,,,1610612747,33,17,2025-02-28T04:07:00Z,1490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-02-28T04:09:13.0Z,2,REGULAR,substitution,out,['startperiod'],1629020,,,1610612747,33,17,2025-02-28T04:10:00Z,1500000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-02-28T04:09:13.0Z,2,REGULAR,substitution,out,['startperiod'],1629216,,,1610612747,33,17,2025-02-28T04:10:00Z,1510000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-02-28T04:09:13.0Z,2,REGULAR,substitution,out,['startperiod'],1628978,,,1610612747,33,17,2025-02-28T04:10:00Z,1520000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-02-28T04:09:13.0Z,2,REGULAR,substitution,out,['startperiod'],1630545,,,1610612747,33,17,2025-02-28T04:10:00Z,1530000,False,,,0,,SUB out: T. Shannon Jr.,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-02-28T04:09:13.0Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612747,33,17,2025-02-28T04:10:00Z,1540000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-02-28T04:09:13.0Z,2,REGULAR,substitution,in,['startperiod'],1629637,,,1610612747,33,17,2025-02-28T04:10:00Z,1550000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-02-28T04:09:13.0Z,2,REGULAR,substitution,in,['startperiod'],1630559,,,1610612747,33,17,2025-02-28T04:10:00Z,1560000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-02-28T04:09:13.0Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612747,33,17,2025-02-28T04:10:00Z,1570000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-02-28T04:09:13.0Z,2,REGULAR,substitution,in,['startperiod'],201144,,,1610612747,33,17,2025-02-28T04:10:00Z,1580000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-02-28T04:09:13.0Z,2,REGULAR,substitution,in,['startperiod'],1630183,,,1610612747,33,17,2025-02-28T04:10:00Z,1590000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-02-28T04:10:23.3Z,2,REGULAR,period,start,[],0,,,1610612750,33,17,2025-02-28T04:10:23Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2025-02-28T04:10:25.5Z,2,REGULAR,foul,technical,[],1630162,,,1610612750,33,17,2025-02-28T04:17:02Z,1621875,False,,,0,,A. Edwards double technical FOUL (1 Tech),[1630162],1610612750.0,MIN,double,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,202058.0,0.0,1.0,,,,,,
193,PT12M00.00S,2025-02-28T04:10:25.5Z,2,REGULAR,foul,technical,[],1629020,,,1610612750,33,17,2025-02-28T04:17:02Z,1622187,False,,,0,,J. Vanderbilt double technical FOUL (1 Tech),[1629020],1610612747.0,LAL,double,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,1.0,,,,,,
165,PT11M41.00S,2025-02-28T04:10:41.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642265,89.93101182654402,56.127450980392155,1610612750,33,19,2025-02-28T04:11:10Z,1630000,False,31.0,42.0,1,right,R. Dillingham driving finger roll Layup (2 PTS),[1642265],1610612750.0,MIN,driving finger roll,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,5.2,Made,2.0,,,,,,,,,,,,,,,,,
166,PT11M24.00S,2025-02-28T04:10:58.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,10.036136662286467,51.71568627450981,1610612747,33,19,2025-02-28T04:11:03Z,1640000,False,-9.0,42.0,1,left,MISS J. Hayes alley-oop DUNK - blocked,"[1629637, 1629638]",1610612747.0,LAL,alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,4.27,Missed,,,,,,,,,,,,,,,,,Alexander-Walker,1629638.0
167,PT11M24.00S,2025-02-28T04:10:58.8Z,2,REGULAR,block,,[],1629638,,,1610612747,33,19,2025-02-28T04:11:02Z,1650000,False,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
168,PT11M22.00S,2025-02-28T04:11:00.8Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,33,19,2025-02-28T04:13:41Z,1660000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,
169,PT11M17.00S,2025-02-28T04:11:05.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201144,73.63666228646518,86.51960784313725,1610612750,33,22,2025-02-28T04:11:14Z,1670000,False,183.0,195.0,1,right,M. Conley 26' 3PT running (6 PTS) (R. Dillingham 1 AST),"[201144, 1642265]",1610612750.0,MIN,running,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,26.74,Made,6.0,R. Dillingham,1642265.0,1.0,,,,,,,,,,,,,,
171,PT10M59.00S,2025-02-28T04:11:23.1Z,2,REGULAR,3pt,Jump Shot,[],1629060,5.962549277266746,96.07843137254902,1610612747,36,22,2025-02-28T04:11:27Z,1690000,False,-230.0,4.0,1,left,R. Hachimura 3PT  (3 PTS) (L. James 3 AST),"[1629060, 2544]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,23.04,Made,3.0,L. James,2544.0,3.0,,,,,,,,,,,,,,
173,PT10M35.00S,2025-02-28T04:11:47.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,85.46320630749014,37.745098039215684,1610612750,36,22,2025-02-28T04:11:50Z,1710000,False,-61.0,84.0,1,right,MISS J. McDaniels 10' turnaround fadeaway Shot,[1630183],1610612750.0,MIN,turnaround fadeaway,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,10.41,Missed,,,,,,,,,,,,,,,,,,
174,PT10M33.00S,2025-02-28T04:11:49.7Z,2,REGULAR,rebound,defensive,[],1630692,,,1610612747,36,22,2025-02-28T04:11:50Z,1720000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:1),[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,
