actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
335,PT09M38.00S,2024-12-09T03:52:39.8Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,59,54,2024-12-09T03:52:42Z,3340000,False,,,0,,A. Davis REBOUND (Off:2 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,334.0,9.0,7.0,2.0,,,,,,,,,,,,,,
336,PT09M29.00S,2024-12-09T03:52:48.8Z,3,REGULAR,turnover,bad pass,[],1631108,,,1610612747,59,54,2024-12-09T03:52:52Z,3350000,False,,,0,,M. Christie bad pass TURNOVER (1 TO),"[1631108, 1629028]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1.0,Ayton,1629028.0,,,,,,,,,
337,PT09M29.00S,2024-12-09T03:52:48.8Z,3,REGULAR,steal,,[],1629028,,,1610612757,59,54,2024-12-09T03:52:50Z,3360000,False,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
338,PT09M21.00S,2024-12-09T03:52:59.5Z,3,REGULAR,foul,personal,[],1629060,,,1610612757,59,54,2024-12-09T03:53:05Z,3370000,False,,,0,,R. Hachimura personal FOUL (2 PF),"[1629060, 1629028]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202037.0,,,,2.0,0.0,Ayton,1629028.0
340,PT09M21.00S,2024-12-09T03:53:03.6Z,3,REGULAR,substitution,out,[],1631108,,,1610612757,59,54,2024-12-09T03:53:11Z,3390000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT09M21.00S,2024-12-09T03:53:03.6Z,3,REGULAR,substitution,in,[],1626156,,,1610612757,59,54,2024-12-09T03:53:11Z,3400000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT09M15.00S,2024-12-09T03:53:28.1Z,3,REGULAR,turnover,bad pass,[],1641739,,,1610612757,59,54,2024-12-09T03:53:31Z,3410000,False,,,0,,T. Camara bad pass TURNOVER (2 TO),"[1641739, 203076]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2.0,Davis,203076.0,,,,,,,,,
343,PT09M15.00S,2024-12-09T03:53:28.1Z,3,REGULAR,steal,,[],203076,,,1610612747,59,54,2024-12-09T03:53:29Z,3420000,False,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
344,PT09M12.00S,2024-12-09T03:53:31.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642261,30.404073587385014,25.980392156862735,1610612747,59,54,2024-12-09T03:53:36Z,3430000,False,120.0,233.0,1,left,MISS D. Knecht 26' running 3PT,[1642261],1610612747.0,LAL,running,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
345,PT09M08.00S,2024-12-09T03:53:35.2Z,3,REGULAR,rebound,defensive,[],1631101,,,1610612757,59,54,2024-12-09T03:53:36Z,3440000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:5),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,344.0,5.0,5.0,0.0,,,,,,,,,,,,,,
346,PT08M54.00S,2024-12-09T03:53:48.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,91.63929040735874,44.36274509803921,1610612757,59,54,2024-12-09T03:53:56Z,3450000,False,-28.0,26.0,1,right,MISS S. Sharpe driving Layup,[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,3.84,Missed,,,,,,,,,,,,,,,,,,
347,PT08M53.00S,2024-12-09T03:53:49.5Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612757,59,54,2024-12-09T04:05:53Z,3460000,False,,,0,,D. Ayton REBOUND (Off:5 Def:7),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,346.0,12.0,7.0,5.0,,,,,,,,,,,,,,
408,PT08M53.00S,2024-12-09T03:53:51.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,91.77069645203679,51.71568627450981,1610612757,59,54,2024-12-09T04:06:37Z,3465000,False,9.0,25.0,1,right,MISS D. Ayton tip Layup,[1629028],1610612757.0,POR,tip,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,,
409,PT08M52.00S,2024-12-09T03:53:52.0Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612757,59,54,2024-12-09T04:06:37Z,3467500,False,,,0,,D. Ayton REBOUND (Off:6 Def:7),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,408.0,13.0,7.0,6.0,,,,,,,,,,,,,,
348,PT08M50.00S,2024-12-09T03:53:53.6Z,3,REGULAR,turnover,lost ball,[],1629028,,,1610612757,59,54,2024-12-09T03:53:58Z,3470000,False,,,0,,D. Ayton lost ball TURNOVER (1 TO),"[1629028, 1629216]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Vincent,1629216.0,,,,,,,,,
349,PT08M50.00S,2024-12-09T03:53:53.6Z,3,REGULAR,steal,,[],1629216,,,1610612747,59,54,2024-12-09T03:53:55Z,3480000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
350,PT08M31.00S,2024-12-09T03:54:12.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626156,16.343626806833115,60.049019607843135,1610612747,59,54,2024-12-09T03:54:16Z,3490000,False,-50.0,101.0,1,left,MISS D. Russell 11' pullup Shot,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,11.29,Missed,,,,,,,,,,,,,,,,,,
351,PT08M28.00S,2024-12-09T03:54:15.6Z,3,REGULAR,rebound,defensive,[],1641739,,,1610612757,59,54,2024-12-09T05:28:37Z,3500000,False,,,0,,T. Camara REBOUND (Off:1 Def:4),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,350.0,5.0,4.0,1.0,,,,,,,,,,,,,,
352,PT08M23.00S,2024-12-09T03:54:20.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,71.66557161629436,21.813725490196077,1610612757,59,54,2024-12-09T03:54:27Z,3510000,False,-141.0,214.0,1,right,MISS T. Camara 25' running 3PT,[1641739],1610612757.0,POR,running,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,,
353,PT08M19.00S,2024-12-09T03:54:24.6Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,59,54,2024-12-09T03:54:27Z,3520000,False,,,0,,A. Davis REBOUND (Off:2 Def:8),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,352.0,10.0,8.0,2.0,,,,,,,,,,,,,,
354,PT08M08.00S,2024-12-09T03:54:35.1Z,3,REGULAR,3pt,Jump Shot,[],203076,30.27266754270697,76.9607843137255,1610612747,59,54,2024-12-09T03:54:40Z,3530000,False,-135.0,232.0,1,left,MISS A. Davis 26' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
355,PT08M04.00S,2024-12-09T03:54:39.1Z,3,REGULAR,rebound,defensive,[],1641739,,,1610612757,59,54,2024-12-09T03:54:40Z,3540000,False,,,0,,T. Camara REBOUND (Off:1 Def:5),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,354.0,6.0,5.0,1.0,,,,,,,,,,,,,,
356,PT07M53.00S,2024-12-09T03:54:53.3Z,3,REGULAR,foul,personal,[],1626156,,,1610612757,59,54,2024-12-09T03:54:58Z,3550000,False,,,0,,D. Russell personal FOUL (3 PF),"[1626156, 1629014]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,202037.0,,,,3.0,0.0,Simons,1629014.0
358,PT07M39.00S,2024-12-09T03:55:30.3Z,3,REGULAR,3pt,Jump Shot,[],1629014,87.30289093298292,96.07843137254902,1610612757,59,54,2024-12-09T03:55:38Z,3570000,False,230.0,67.0,1,right,MISS A. Simons step back 3PT,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Right Corner 3,24+ Right,23.99,Missed,,,,,,,,,,,,,,,,,,
359,PT07M39.00S,2024-12-09T03:55:30.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,59,54,2024-12-09T03:55:38Z,3580000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Right Corner 3,24+ Right,,,358.0,,,,,,,,,,,,,,,,,
360,PT07M39.00S,2024-12-09T03:55:38.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612757,59,54,2024-12-09T03:55:53Z,3590000,False,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,202037.0,,,,,,,
361,PT07M25.00S,2024-12-09T03:55:59.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203076,7.408015768725363,45.58823529411765,1610612747,61,54,2024-12-09T04:04:21Z,3600000,False,22.0,17.0,1,left,A. Davis driving Layup (20 PTS) (D. Russell 4 AST),"[203076, 1626156]",1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,,,,,,20.0,,D. Russell,1626156.0,4.0,,,,
363,PT07M06.00S,2024-12-09T03:56:17.5Z,3,REGULAR,3pt,Jump Shot,[],203924,88.87976346911958,96.56862745098039,1610612757,61,54,2024-12-09T03:56:21Z,3620000,False,233.0,52.0,1,right,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,23.85,Missed,,,,,,,,,,,,,,,,,,
364,PT07M04.00S,2024-12-09T03:56:19.5Z,3,REGULAR,rebound,defensive,[],1642261,,,1610612747,61,54,2024-12-09T03:56:21Z,3630000,False,,,0,,D. Knecht REBOUND (Off:1 Def:6),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Right Corner 3,24+ Right,,,363.0,7.0,6.0,1.0,,,,,,,,,,,,,,
365,PT06M53.00S,2024-12-09T03:56:34.0Z,3,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612747,61,54,2024-12-09T03:56:38Z,3640000,False,,,0,,D. Ayton shooting personal FOUL (3 PF) (Russell 2 FT),"[1629028, 1626156]",1610612757.0,POR,shooting,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202037.0,,,,3.0,0.0,Russell,1626156.0
367,PT06M53.00S,2024-12-09T03:56:48.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,61,54,2024-12-09T03:56:48Z,3660000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT06M53.00S,2024-12-09T03:59:28.4Z,3,REGULAR,substitution,out,[],1631101,,,1610612747,61,54,2024-12-09T03:59:42Z,3670000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT06M53.00S,2024-12-09T03:59:28.4Z,3,REGULAR,substitution,in,[],1630703,,,1610612747,61,54,2024-12-09T03:59:42Z,3680000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT06M53.00S,2024-12-09T03:59:45.9Z,3,REGULAR,freethrow,1 of 2,[],1626156,,,1610612747,61,54,2024-12-09T03:59:45Z,3690000,False,,,0,,MISS D. Russell Free Throw 1 of 2,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
371,PT06M53.00S,2024-12-09T03:59:45.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,61,54,2024-12-09T03:59:45Z,3700000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,370.0,,,,,,,,,,,,,,,,,
372,PT06M53.00S,2024-12-09T03:59:59.9Z,3,REGULAR,freethrow,2 of 2,[],1626156,,,1610612747,62,54,2024-12-09T03:59:59Z,3710000,False,,,0,,D. Russell Free Throw 2 of 2 (10 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
373,PT06M46.00S,2024-12-09T04:00:13.8Z,3,REGULAR,3pt,Jump Shot,[],1629014,63.12417871222076,38.970588235294116,1610612757,62,54,2024-12-09T04:00:21Z,3720000,False,-55.0,294.0,1,right,MISS A. Simons 29' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,29.92,Missed,,,,,,,,,,,,,,,,,,
374,PT06M42.00S,2024-12-09T04:00:17.3Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612757,62,54,2024-12-09T04:00:17Z,3730000,False,,,0,,D. Ayton REBOUND (Off:7 Def:7),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Center,,,373.0,14.0,7.0,7.0,,,,,,,,,,,,,,
375,PT06M41.00S,2024-12-09T04:00:18.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629028,94.3988173455979,52.205882352941174,1610612757,62,56,2024-12-09T04:00:24Z,3740000,False,11.0,0.0,1,right,D. Ayton driving DUNK (14 PTS),[1629028],1610612757.0,POR,driving,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,,,,,,14.0,,,,,,,,
376,PT06M23.00S,2024-12-09T04:00:36.2Z,3,REGULAR,2pt,Jump Shot,[],203076,21.862680683311424,70.34313725490196,1610612747,64,56,2024-12-09T04:00:40Z,3750000,False,-102.0,153.0,1,left,A. Davis 18' Jump Shot (22 PTS) (D. Russell 5 AST),"[203076, 1626156]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,18.37,Made,,,,,,,,,,22.0,,D. Russell,1626156.0,5.0,,,,
378,PT06M09.00S,2024-12-09T04:00:50.1Z,3,REGULAR,3pt,Jump Shot,[],1641739,89.93101182654402,4.166666666666657,1610612757,64,56,2024-12-09T04:00:55Z,3770000,False,-229.0,42.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,23.3,Missed,,,,,,,,,,,,,,,,,,
379,PT06M06.00S,2024-12-09T04:00:53.1Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612747,64,56,2024-12-09T04:00:55Z,3780000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:4),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,378.0,5.0,4.0,1.0,,,,,,,,,,,,,,
380,PT05M55.00S,2024-12-09T04:01:07.4Z,3,REGULAR,turnover,out-of-bounds,[],203076,,,1610612747,64,56,2024-12-09T04:01:13Z,3790000,False,,,0,,A. Davis lost ball out-of-bounds TURNOVER (1 TO),[203076],1610612747.0,LAL,lost ball,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,,,,202037.0,,,,,,,
381,PT05M46.00S,2024-12-09T04:01:23.9Z,3,REGULAR,turnover,bad pass,[],1641739,,,1610612757,64,56,2024-12-09T04:01:27Z,3800000,False,,,0,,T. Camara bad pass TURNOVER (3 TO),"[1641739, 1629216]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,3.0,Vincent,1629216.0,,,,,,,,,
382,PT05M46.00S,2024-12-09T04:01:23.9Z,3,REGULAR,steal,,[],1629216,,,1610612747,64,56,2024-12-09T04:01:25Z,3810000,False,,,0,,G. Vincent STEAL (2 STL),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
383,PT05M39.00S,2024-12-09T04:01:31.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626156,9.461235216819972,62.43489583333333,1610612747,66,56,2024-12-09T04:09:19Z,3820000,False,-62.0,36.0,1,left,D. Russell 7' running Layup (12 PTS),[1626156],1610612747.0,LAL,running,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,7.21,Made,,,,,,,,,,12.0,,,,,,,,
384,PT05M20.00S,2024-12-09T04:01:49.5Z,3,REGULAR,3pt,Jump Shot,[],1641739,88.74835742444152,97.30392156862744,1610612757,66,56,2024-12-09T04:01:55Z,3830000,False,237.0,53.0,1,right,MISS T. Camara 24' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,24.24,Missed,,,,,,,,,,,,,,,,,,
385,PT05M16.00S,2024-12-09T04:01:53.5Z,3,REGULAR,rebound,defensive,[],1642261,,,1610612747,66,56,2024-12-09T04:01:55Z,3840000,False,,,0,,D. Knecht REBOUND (Off:1 Def:7),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Right Corner 3,24+ Right,,,384.0,8.0,7.0,1.0,,,,,,,,,,,,,,
386,PT05M12.00S,2024-12-09T04:01:57.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629060,18.971747700394218,6.617647058823522,1610612747,66,56,2024-12-09T04:02:04Z,3850000,False,217.0,126.0,1,left,MISS R. Hachimura 25' running 3PT,[1629060],1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
387,PT05M08.00S,2024-12-09T04:02:01.6Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612757,66,56,2024-12-09T04:02:04Z,3860000,False,,,0,,D. Ayton REBOUND (Off:7 Def:8),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,386.0,15.0,8.0,7.0,,,,,,,,,,,,,,
388,PT04M58.00S,2024-12-09T04:02:12.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,86.38304862023654,50.0,1610612757,66,56,2024-12-09T04:02:17Z,3870000,False,0.0,75.0,1,right,MISS D. Ayton 7' floating Shot,[1629028],1610612757.0,POR,floating,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,7.55,Missed,,,,,,,,,,,,,,,,,,
389,PT04M56.00S,2024-12-09T04:02:14.1Z,3,REGULAR,rebound,defensive,[],1626156,,,1610612747,66,56,2024-12-09T04:02:17Z,3880000,False,,,0,,D. Russell REBOUND (Off:0 Def:2),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,388.0,2.0,2.0,0.0,,,,,,,,,,,,,,
390,PT04M50.00S,2024-12-09T04:02:19.9Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1642261,6.619579500657039,50.73529411764706,1610612747,68,56,2024-12-09T04:10:41Z,3890000,False,-4.0,10.0,1,left,D. Knecht running DUNK (6 PTS) (D. Russell 6 AST),"[1642261, 1626156]",1610612747.0,LAL,running,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,,,6.0,,D. Russell,1626156.0,6.0,,,,
392,PT04M50.00S,2024-12-09T04:02:24.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,68,56,2024-12-09T04:02:24Z,3910000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT04M50.00S,2024-12-09T04:05:03.2Z,3,REGULAR,substitution,out,[],1642261,,,1610612757,68,56,2024-12-09T04:05:12Z,3920000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT04M50.00S,2024-12-09T04:05:03.2Z,3,REGULAR,substitution,out,[],1629216,,,1610612757,68,56,2024-12-09T04:05:12Z,3930000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M50.00S,2024-12-09T04:05:03.2Z,3,REGULAR,substitution,out,[],203924,,,1610612757,68,56,2024-12-09T04:05:12Z,3940000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M50.00S,2024-12-09T04:05:03.2Z,3,REGULAR,substitution,out,[],1641739,,,1610612757,68,56,2024-12-09T04:05:12Z,3950000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M50.00S,2024-12-09T04:05:03.2Z,3,REGULAR,substitution,in,[],1629629,,,1610612757,68,56,2024-12-09T04:05:12Z,3960000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M50.00S,2024-12-09T04:05:03.2Z,3,REGULAR,substitution,in,[],1631108,,,1610612757,68,56,2024-12-09T04:05:12Z,3970000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M50.00S,2024-12-09T04:05:03.2Z,3,REGULAR,substitution,in,[],1630166,,,1610612757,68,56,2024-12-09T04:05:12Z,3980000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M50.00S,2024-12-09T04:05:03.2Z,3,REGULAR,substitution,in,[],1631101,,,1610612757,68,56,2024-12-09T04:05:12Z,3990000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT04M33.00S,2024-12-09T04:05:35.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,91.90210249671485,57.59803921568628,1610612757,68,58,2024-12-09T04:05:40Z,4000000,False,38.0,24.0,1,right,A. Simons driving Layup (12 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,4.47,Made,,,,,,,,,,12.0,,,,,,,,
403,PT04M09.00S,2024-12-09T04:05:59.2Z,3,REGULAR,3pt,Jump Shot,[],1631108,5.962549277266746,97.30392156862744,1610612747,68,58,2024-12-09T04:11:43Z,4020000,False,-237.0,4.0,1,left,MISS M. Christie step back 3PT,[1631108],1610612747.0,LAL,step back,,,Christie,M. Christie,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
404,PT04M06.00S,2024-12-09T04:06:02.2Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612757,68,58,2024-12-09T04:06:04Z,4030000,False,,,0,,D. Ayton REBOUND (Off:7 Def:9),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Left Corner 3,24+ Left,,,403.0,16.0,9.0,7.0,,,,,,,,,,,,,,
405,PT03M55.00S,2024-12-09T04:06:15.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203076,,,1610612757,68,58,2024-12-09T04:06:30Z,4040000,False,,,0,,A. Davis shooting personal FOUL (1 PF) (Henderson 2 FT),"[203076, 1630703]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1662.0,,,,1.0,0.0,Henderson,1630703.0
407,PT03M55.00S,2024-12-09T04:06:35.1Z,3,REGULAR,freethrow,1 of 2,[],1630703,,,1610612757,68,59,2024-12-09T04:06:35Z,4060000,False,,,0,,S. Henderson Free Throw 1 of 2 (3 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
410,PT03M55.00S,2024-12-09T04:06:35.6Z,3,REGULAR,substitution,out,[],1629014,,,1610612757,68,59,2024-12-09T04:06:39Z,4070000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M55.00S,2024-12-09T04:06:35.6Z,3,REGULAR,substitution,in,[],1630625,,,1610612757,68,59,2024-12-09T04:06:39Z,4080000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M55.00S,2024-12-09T04:06:50.5Z,3,REGULAR,freethrow,2 of 2,[],1630703,,,1610612757,68,60,2024-12-09T04:06:50Z,4090000,False,,,0,,S. Henderson Free Throw 2 of 2 (4 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
413,PT03M34.00S,2024-12-09T04:07:13.0Z,3,REGULAR,3pt,Jump Shot,[],1626156,32.50657030223391,62.745098039215684,1610612747,71,60,2024-12-09T04:07:17Z,4100000,False,-64.0,253.0,1,left,D. Russell 26' 3PT step back (15 PTS),[1626156],1610612747.0,LAL,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,26.1,Made,,,,,,,,,,15.0,,,,,,,,
414,PT03M19.00S,2024-12-09T04:07:27.6Z,3,REGULAR,3pt,Jump Shot,[],1630166,73.37385019710908,84.80392156862746,1610612757,71,63,2024-12-09T04:07:35Z,4110000,False,174.0,198.0,1,right,D. Avdija 26' 3PT  (8 PTS) (D. Ayton 1 AST),"[1630166, 1629028]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,26.34,Made,,,,,,,,,,8.0,,D. Ayton,1629028.0,1.0,,,,
