actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
79,PT04M27.00S,2024-12-09T02:53:11.7Z,1,REGULAR,3pt,Jump Shot,[],1626156,68.51182654402103,71.56862745098039,1610612747,12,14,2024-12-09T02:56:41Z,790000,False,108.0,243.0,1,right,MISS D. Russell 26' step back 3PT,[1626156],1610612747.0,LAL,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,26.63,Missed,,,,,,,,,,,,,,,,,,
80,PT04M24.00S,2024-12-09T02:53:14.7Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,12,14,2024-12-09T02:53:16Z,800000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT04M21.00S,2024-12-09T02:53:19.6Z,1,REGULAR,turnover,out-of-bounds,[],1630703,,,1610612757,12,14,2024-12-09T02:53:26Z,810000,False,,,0,,S. Henderson bad pass out-of-bounds TURNOVER (1 TO),[1630703],1610612757.0,POR,bad pass,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,,1628171.0,,,,,,,
82,PT04M21.00S,2024-12-09T02:53:23.3Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,12,14,2024-12-09T02:53:29Z,820000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M21.00S,2024-12-09T02:53:23.3Z,1,REGULAR,substitution,in,[],1642422,,,1610612747,12,14,2024-12-09T02:53:29Z,830000,False,,,0,,SUB in: A. Traoré,[1642422],1610612747.0,LAL,,,,Traoré,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M02.00S,2024-12-09T02:53:50.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631108,92.69053876478318,57.84313725490196,1610612747,12,14,2024-12-09T02:53:54Z,840000,False,39.0,16.0,1,right,MISS M. Christie driving Layup,[1631108],1610612747.0,LAL,driving,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,4.24,Missed,,,,,,,,,,,,,,,,,,
85,PT04M00.00S,2024-12-09T02:53:52.2Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,12,14,2024-12-09T02:53:54Z,850000,False,,,0,,D. Ayton REBOUND (Off:2 Def:4),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,84.0,6.0,4.0,2.0,,,,,,,,,,,,,,
86,PT03M56.00S,2024-12-09T02:53:57.6Z,1,REGULAR,foul,personal,[],1629629,,,1610612757,12,14,2024-12-09T02:54:06Z,860000,False,,,0,,C. Reddish personal FOUL (1 PF),"[1629629, 1641739]",1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,202037.0,,,,1.0,0.0,Camara,1641739.0
88,PT03M56.00S,2024-12-09T02:54:08.6Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,12,14,2024-12-09T02:54:22Z,880000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M56.00S,2024-12-09T02:54:08.6Z,1,REGULAR,substitution,in,[],1630166,,,1610612757,12,14,2024-12-09T02:54:22Z,890000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M49.00S,2024-12-09T02:54:33.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,10.298948751642584,54.411764705882355,1610612757,12,14,2024-12-09T02:54:40Z,900000,False,-22.0,44.0,1,left,MISS J. Grant Layup - blocked,"[203924, 203076]",1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,4.95,Missed,,,,,Davis,203076.0,,,,,,,,,,,,
91,PT03M49.00S,2024-12-09T02:54:33.1Z,1,REGULAR,block,,[],203076,,,1610612757,12,14,2024-12-09T02:54:35Z,910000,False,,,0,,A. Davis BLOCK (3 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
92,PT03M43.00S,2024-12-09T02:54:39.1Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612757,12,14,2024-12-09T02:54:40Z,920000,False,,,0,,D. Ayton REBOUND (Off:3 Def:4),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,90.0,7.0,4.0,3.0,,,,,,,,,,,,,,
93,PT03M43.00S,2024-12-09T02:54:38.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629028,5.590000152587891,50.0,1610612757,12,16,2024-12-09T02:54:42Z,930000,False,0.0,0.0,1,left,D. Ayton tip Layup (8 PTS),[1629028],1610612757.0,POR,tip,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,8.0,,,,,,,,
94,PT03M30.00S,2024-12-09T02:54:53.6Z,1,REGULAR,foul,personal,['2freethrow'],203924,,,1610612747,12,16,2024-12-09T02:55:03Z,940000,False,,,0,,J. Grant shooting personal FOUL (1 PF) (Russell 2 FT),"[203924, 1626156]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202037.0,,,,1.0,0.0,Russell,1626156.0
96,PT03M30.00S,2024-12-09T02:55:14.3Z,1,REGULAR,freethrow,1 of 2,[],1626156,,,1610612747,13,16,2024-12-09T02:55:14Z,960000,False,,,0,,D. Russell Free Throw 1 of 2 (1 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
97,PT03M30.00S,2024-12-09T02:55:25.1Z,1,REGULAR,freethrow,2 of 2,[],1626156,,,1610612747,14,16,2024-12-09T02:55:25Z,970000,False,,,0,,D. Russell Free Throw 2 of 2 (2 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
98,PT03M15.00S,2024-12-09T02:55:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,7.276609724047319,41.42156862745098,1610612757,14,18,2024-12-09T02:55:50Z,980000,False,43.0,16.0,1,left,T. Camara cutting Layup (2 PTS) (D. Avdija 1 AST),"[1641739, 1630166]",1610612757.0,POR,cutting,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,4.58,Made,,,,,,,,,,2.0,,D. Avdija,1630166.0,1.0,,,,
100,PT03M00.00S,2024-12-09T02:55:57.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,86.25164257555848,52.69607843137255,1610612747,14,18,2024-12-09T02:59:54Z,1000000,False,13.0,77.0,1,right,MISS A. Davis 7' turnaround Shot,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.79,Missed,,,,,,,,,,,,,,,,,,
101,PT02M57.00S,2024-12-09T02:56:00.4Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,14,18,2024-12-09T02:56:01Z,1010000,False,,,0,,D. Ayton REBOUND (Off:3 Def:5),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,100.0,8.0,5.0,3.0,,,,,,,,,,,,,,
102,PT02M52.00S,2024-12-09T02:56:05.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630166,7.802233902759525,39.950980392156865,1610612757,14,18,2024-12-09T02:56:12Z,1020000,False,50.0,21.0,1,left,MISS D. Avdija running Layup,[1630166],1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,,,,,,,,,,,,,,
103,PT02M50.00S,2024-12-09T02:56:07.5Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612747,14,18,2024-12-09T02:56:12Z,1030000,False,,,0,,M. Christie REBOUND (Off:0 Def:3),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,102.0,3.0,3.0,0.0,,,,,,,,,,,,,,
104,PT02M45.00S,2024-12-09T02:56:12.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,71.92838370565046,82.84313725490196,1610612747,14,18,2024-12-09T02:56:19Z,1040000,False,164.0,211.0,1,right,MISS D. Russell 26' running 3PT,[1626156],1610612747.0,LAL,running,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,26.77,Missed,,,,,,,,,,,,,,,,,,
105,PT02M41.00S,2024-12-09T02:56:16.6Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,14,18,2024-12-09T02:56:19Z,1050000,False,,,0,,S. Henderson REBOUND (Off:0 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,
106,PT02M27.00S,2024-12-09T02:56:30.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203924,14.37253613666229,51.71568627450981,1610612757,14,18,2024-12-09T02:56:34Z,1060000,False,-9.0,83.0,1,left,MISS J. Grant 8' Hook,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,8.3,Missed,,,,,,,,,,,,,,,,,,
107,PT02M25.00S,2024-12-09T02:56:32.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,14,18,2024-12-09T02:56:34Z,1070000,False,,,0,,A. Davis REBOUND (Off:2 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,106.0,6.0,4.0,2.0,,,,,,,,,,,,,,
108,PT02M17.00S,2024-12-09T02:56:42.1Z,1,REGULAR,foul,personal,[],203924,,,1610612747,14,18,2024-12-09T02:56:48Z,1080000,False,,,0,,J. Grant personal FOUL (2 PF),"[203924, 1626156]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202037.0,,,,2.0,0.0,Russell,1626156.0
110,PT02M17.00S,2024-12-09T02:56:52.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,14,18,2024-12-09T02:56:52Z,1100000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M17.00S,2024-12-09T02:59:21.1Z,1,REGULAR,substitution,out,[],1631108,,,1610612747,14,18,2024-12-09T02:59:37Z,1110000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M17.00S,2024-12-09T02:59:21.1Z,1,REGULAR,substitution,out,[],203924,,,1610612747,14,18,2024-12-09T02:59:37Z,1120000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M17.00S,2024-12-09T02:59:21.1Z,1,REGULAR,substitution,out,[],1641739,,,1610612747,14,18,2024-12-09T02:59:37Z,1130000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M17.00S,2024-12-09T02:59:21.1Z,1,REGULAR,substitution,in,[],1642439,,,1610612747,14,18,2024-12-09T02:59:37Z,1140000,False,,,0,,SUB in: Q. Olivari,[1642439],1610612747.0,LAL,,,,Olivari,Q. Olivari,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M17.00S,2024-12-09T02:59:21.1Z,1,REGULAR,substitution,in,[],1631101,,,1610612747,14,18,2024-12-09T02:59:37Z,1150000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M17.00S,2024-12-09T02:59:21.1Z,1,REGULAR,substitution,in,[],1630625,,,1610612747,14,18,2024-12-09T02:59:37Z,1160000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M06.00S,2024-12-09T02:59:54.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642422,94.66162943495401,49.50980392156863,1610612747,16,18,2024-12-09T03:00:01Z,1170000,False,-2.0,-2.0,1,right,A. Traoré cutting DUNK (2 PTS) (A. Davis 1 AST),"[1642422, 203076]",1610612747.0,LAL,cutting,,,Traoré,A. Traoré,,,,,Restricted Area,0-8 Center,0.34,Made,,,,,,,,,,2.0,,A. Davis,203076.0,1.0,,,,
119,PT01M47.00S,2024-12-09T03:00:12.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,13.84691195795007,50.73529411764706,1610612757,16,20,2024-12-09T03:00:16Z,1190000,False,-4.0,78.0,1,left,S. Henderson 7' driving floating Jump Shot (2 PTS),[1630703],1610612757.0,POR,driving floating,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,7.78,Made,,,,,,,,,,2.0,,,,,,,,
120,PT01M29.00S,2024-12-09T03:00:30.0Z,1,REGULAR,2pt,Jump Shot,[],1626156,83.36070959264126,30.392156862745097,1610612747,18,20,2024-12-09T03:00:33Z,1200000,False,-98.0,104.0,1,right,D. Russell 14' pullup Jump Shot (4 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,14.28,Made,,,,,,,,,,4.0,,,,,,,,
121,PT01M16.00S,2024-12-09T03:00:43.1Z,1,REGULAR,2pt,Jump Shot,[],1631101,22.519710906701704,44.607843137254896,1610612757,18,22,2024-12-09T03:00:49Z,1210000,False,27.0,159.0,1,left,S. Sharpe 16' pullup Jump Shot (7 PTS),[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Center,16.15,Made,,,,,,,,,,7.0,,,,,,,,
122,PT00M59.30S,2024-12-09T03:01:01.2Z,1,REGULAR,3pt,Jump Shot,[],203076,67.46057818659658,33.08823529411765,1610612747,18,22,2024-12-09T03:01:07Z,1220000,False,-85.0,253.0,1,right,MISS A. Davis 26' step back 3PT,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,26.71,Missed,,,,,,,,,,,,,,,,,,
123,PT00M55.00S,2024-12-09T03:01:05.5Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,18,22,2024-12-09T03:01:07Z,1230000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,122.0,2.0,2.0,0.0,,,,,,,,,,,,,,
124,PT00M45.70S,2024-12-09T03:01:17.5Z,1,REGULAR,3pt,Jump Shot,[],1630166,27.513140604467807,80.88235294117646,1610612757,18,25,2024-12-09T03:01:23Z,1240000,False,-154.0,206.0,1,left,D. Avdija 25' 3PT  (3 PTS) (S. Sharpe 2 AST),"[1630166, 1631101]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,25.75,Made,,,,,,,,,,3.0,,S. Sharpe,1631101.0,2.0,,,,
126,PT00M35.10S,2024-12-09T03:01:28.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,92.29632063074901,49.26470588235294,1610612747,20,25,2024-12-09T03:03:14Z,1260000,False,-4.0,20.0,1,right,A. Davis Layup (12 PTS) (C. Reddish 1 AST),"[203076, 1629629]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,,,,,12.0,,C. Reddish,1629629.0,1.0,,,,
128,PT00M14.20S,2024-12-09T03:01:53.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,10.561760840998687,56.372549019607845,1610612757,20,27,2024-12-09T03:01:56Z,1280000,False,-32.0,47.0,1,left,D. Banton driving floating Jump Shot (2 PTS),[1630625],1610612757.0,POR,driving floating,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,5.66,Made,,,,,,,,,,2.0,,,,,,,,
129,PT00M14.20S,2024-12-09T03:01:55.5Z,1,REGULAR,foul,personal,['1freethrow'],1626156,,,1610612757,20,27,2024-12-09T03:02:04Z,1290000,False,,,0,,D. Russell shooting personal FOUL (1 PF) (Banton 1 FT),"[1626156, 1630625]",1610612747.0,LAL,shooting,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1662.0,,,,1.0,0.0,Banton,1630625.0
131,PT00M14.20S,2024-12-09T03:02:05.8Z,1,REGULAR,substitution,out,[],1629028,,,1610612757,20,27,2024-12-09T03:03:12Z,1310000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M14.20S,2024-12-09T03:02:05.8Z,1,REGULAR,substitution,in,[],1631133,,,1610612757,20,27,2024-12-09T03:03:12Z,1320000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M14.20S,2024-12-09T03:02:26.4Z,1,REGULAR,freethrow,1 of 1,[],1630625,,,1610612757,20,28,2024-12-09T03:02:26Z,1330000,False,,,0,,D. Banton Free Throw 1 of 1 (3 PTS),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
134,PT00M04.20S,2024-12-09T03:03:02.2Z,1,REGULAR,foul,personal,[],1631101,,,1610612747,20,28,2024-12-09T03:03:12Z,1340000,False,,,0,,S. Sharpe personal FOUL (1 PF),"[1631101, 1626156]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202037.0,,,,1.0,0.0,Russell,1626156.0
136,PT00M02.60S,2024-12-09T03:03:46.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630703,,,1610612747,20,28,2024-12-09T03:04:03Z,1360000,False,,,0,,S. Henderson shooting personal FOUL (1 PF) (Davis 2 FT),"[1630703, 203076]",1610612757.0,POR,shooting,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1662.0,,,,1.0,0.0,Davis,203076.0
138,PT00M02.60S,2024-12-09T03:04:21.4Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,21,28,2024-12-09T03:04:21Z,1380000,False,,,0,,A. Davis Free Throw 1 of 2 (13 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,13.0,,,,,,,,
139,PT00M02.60S,2024-12-09T03:04:39.8Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,22,28,2024-12-09T03:04:39Z,1390000,False,,,0,,A. Davis Free Throw 2 of 2 (14 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,14.0,,,,,,,,
140,PT00M00.50S,2024-12-09T03:04:46.7Z,1,REGULAR,3pt,Jump Shot,[],1630703,53.99351182654402,18.60447303921569,1610612757,22,28,2024-12-09T03:05:21Z,1400000,False,157.0,455.0,1,left,MISS S. Henderson 48' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,48.13,Missed,,,,,,,,,,,,,,,,,,
141,PT00M00.10S,2024-12-09T03:04:47.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,22,28,2024-12-09T03:05:21Z,1410000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,140.0,,,,,,,,,,,,,,,,,
142,PT00M00.00S,2024-12-09T03:04:54.7Z,1,REGULAR,period,end,[],0,,,1610612757,22,28,2024-12-09T03:04:54Z,1420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2024-12-09T03:07:26.8Z,2,REGULAR,substitution,out,['startperiod'],1626156,,,1610612757,22,28,2024-12-09T03:07:43Z,1430000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2024-12-09T03:07:26.8Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612757,22,28,2024-12-09T03:07:43Z,1440000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-12-09T03:07:26.8Z,2,REGULAR,substitution,out,['startperiod'],1629629,,,1610612757,22,28,2024-12-09T03:07:43Z,1450000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-12-09T03:07:26.8Z,2,REGULAR,substitution,out,['startperiod'],1642422,,,1610612757,22,28,2024-12-09T03:07:43Z,1460000,False,,,0,,SUB out: A. Traoré,[1642422],1610612747.0,LAL,,,,Traoré,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-12-09T03:07:26.8Z,2,REGULAR,substitution,in,['startperiod'],1629060,,,1610612757,22,28,2024-12-09T03:07:43Z,1470000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-12-09T03:07:26.8Z,2,REGULAR,substitution,in,['startperiod'],1629216,,,1610612757,22,28,2024-12-09T03:07:43Z,1480000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-12-09T03:07:26.8Z,2,REGULAR,substitution,in,['startperiod'],1642261,,,1610612757,22,28,2024-12-09T03:07:43Z,1490000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-12-09T03:07:26.8Z,2,REGULAR,substitution,in,['startperiod'],1631132,,,1610612757,22,28,2024-12-09T03:07:43Z,1500000,False,,,0,,SUB in: C. Koloko,[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-12-09T03:07:36.3Z,2,REGULAR,period,start,[],0,,,1610612757,22,28,2024-12-09T03:07:44Z,1510000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M35.00S,2024-12-09T03:08:17.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,10.036136662286467,38.48039215686274,1610612757,22,28,2024-12-09T03:08:21Z,1530000,False,58.0,42.0,1,left,MISS D. Banton 7' driving Layup,[1630625],1610612757.0,POR,driving,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,7.12,Missed,,,,,,,,,,,,,,,,,,
154,PT11M35.00S,2024-12-09T03:08:17.0Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,22,28,2024-12-09T03:08:21Z,1540000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,,
156,PT11M18.00S,2024-12-09T03:08:51.6Z,2,REGULAR,foul,offensive,[],1642261,,,1610612747,22,28,2024-12-09T03:09:10Z,1560000,False,,,0,,D. Knecht offensive FOUL (1 PF),"[1642261, 1631133]",1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,202037.0,,,,1.0,0.0,Walker,1631133.0
158,PT11M18.00S,2024-12-09T03:08:51.6Z,2,REGULAR,turnover,offensive foul,[],1642261,,,1610612747,22,28,2024-12-09T03:09:10Z,1580000,False,,,0,,D. Knecht offensive foul TURNOVER (1 TO),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,,,,202037.0,,,,,,,
159,PT11M02.00S,2024-12-09T03:09:19.8Z,2,REGULAR,turnover,bad pass,[],1631101,,,1610612757,22,28,2024-12-09T03:09:25Z,1590000,False,,,0,,S. Sharpe bad pass TURNOVER (1 TO),"[1631101, 1629060]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Hachimura,1629060.0,,,,,,,,,
160,PT11M02.00S,2024-12-09T03:09:19.8Z,2,REGULAR,steal,,[],1629060,,,1610612747,22,28,2024-12-09T03:09:21Z,1600000,False,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
161,PT10M53.00S,2024-12-09T03:09:28.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642439,76.26478318002628,8.82352941176471,1610612747,25,28,2024-12-09T03:09:33Z,1610000,False,-206.0,171.0,1,right,Q. Olivari 26' 3PT  (3 PTS) (D. Knecht 1 AST),"[1642439, 1642261]",1610612747.0,LAL,,,,Olivari,Q. Olivari,,,,,Above the Break 3,24+ Left Center,26.74,Made,,,,,,,,,,3.0,,D. Knecht,1642261.0,1.0,,,,
163,PT10M35.00S,2024-12-09T03:09:46.7Z,2,REGULAR,3pt,Jump Shot,[],1631101,9.641918528252305,3.67647058823529,1610612757,25,28,2024-12-09T03:09:51Z,1630000,False,232.0,38.0,1,left,MISS S. Sharpe 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,23.47,Missed,,,,,,,,,,,,,,,,,,
164,PT10M32.00S,2024-12-09T03:09:49.7Z,2,REGULAR,rebound,defensive,[],1642261,,,1610612747,25,28,2024-12-09T03:09:51Z,1640000,False,,,0,,D. Knecht REBOUND (Off:0 Def:2),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Right Corner 3,24+ Right,,,163.0,2.0,2.0,0.0,,,,,,,,,,,,,,
