actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
257,PT06M49.00S,2025-01-04T04:20:29.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630700,9.247700394218143,53.67647058823529,1610612737,45,42,2025-01-04T04:21:44Z,2500000,False,-18.0,34.0,1,left,D. Daniels driving floating Jump Shot (7 PTS) (D. Hunter 1 AST),"[1630700, 1629631]",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,3.9,Made,,,,,7.0,,,D. Hunter,1629631.0,1.0,,,,,,
259,PT06M30.00S,2025-01-04T04:20:48.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,83.75492772667542,55.88235294117647,1610612747,45,42,2025-01-04T04:20:51Z,2520000,False,29.0,100.0,1,right,MISS A. Reaves 10' pullup Shot,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,10.44,Missed,,,,,,,,,,,,,,,,
260,PT06M28.00S,2025-01-04T04:20:50.2Z,2,REGULAR,rebound,offensive,[],1630559,,,1610612747,45,42,2025-01-04T04:20:51Z,2530000,False,,,0,,A. Reaves REBOUND (Off:1 Def:0),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,259.0,1.0,0.0,1.0,,,,,,,,,,,,
261,PT06M27.00S,2025-01-04T04:20:51.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642261,94.92444152431011,2.941176470588232,1610612747,48,42,2025-01-04T04:20:55Z,2540000,False,-235.0,-5.0,1,right,D. Knecht 3PT  (8 PTS) (A. Reaves 3 AST),"[1642261, 1630559]",1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Left Corner 3,24+ Left,,,23.53,Made,,,,,8.0,,,A. Reaves,1630559.0,3.0,,,,,,
263,PT06M19.00S,2025-01-04T04:20:58.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,18.31471747700394,58.088235294117645,1610612737,48,44,2025-01-04T04:21:06Z,2560000,False,-40.0,120.0,1,left,D. Hunter 12' pullup Jump Shot (2 PTS) (D. Daniels 1 AST),"[1629631, 1630700]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,12.63,Made,,,,,2.0,,,D. Daniels,1630700.0,1.0,,,,,,
265,PT06M02.00S,2025-01-04T04:21:16.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,79.81274638633377,52.69607843137255,1610612747,48,44,2025-01-04T04:21:40Z,2580000,False,13.0,137.0,1,right,MISS A. Reaves 13' driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,13.8,Missed,,,,,,,,,,,,,,,,
266,PT06M02.00S,2025-01-04T04:21:16.5Z,2,REGULAR,rebound,offensive,[],203076,,,1610612747,48,44,2025-01-04T04:21:40Z,2590000,False,,,0,,A. Davis REBOUND (Off:3 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,265.0,9.0,6.0,3.0,,,,,,,,,,,,
267,PT06M02.00S,2025-01-04T04:21:19.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,88.48554533508542,50.73529411764706,1610612747,50,44,2025-01-04T04:21:30Z,2600000,False,4.0,56.0,1,right,A. Davis putback Layup (12 PTS),[203076],1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,5.58,Made,,,,,12.0,,,,,,,,,,,
268,PT06M02.00S,2025-01-04T04:21:23.3Z,2,REGULAR,foul,personal,['1freethrow'],203991,,,1610612747,50,44,2025-01-04T04:21:39Z,2610000,False,,,0,,C. Capela shooting personal FOUL (2 PF) (Davis 1 FT),"[203991, 203076]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,2530.0,,,,,,,,,,,,,,2.0,0.0,Davis,203076.0,,
270,PT06M02.00S,2025-01-04T04:21:37.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,50,44,2025-01-04T04:21:40Z,2630000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M02.00S,2025-01-04T04:23:11.5Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,50,44,2025-01-04T04:24:26Z,2640000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M02.00S,2025-01-04T04:23:11.5Z,2,REGULAR,substitution,in,[],1629003,,,1610612747,50,44,2025-01-04T04:24:26Z,2650000,False,,,0,,SUB in: S. Milton,[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M02.00S,2025-01-04T04:24:41.9Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],203076,,,1610612747,51,44,2025-01-04T04:24:42Z,2660000,False,,,0,,A. Davis Free Throw 1 of 1 (13 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,Made,,,,,13.0,,,,,,,,,,,
274,PT05M54.00S,2025-01-04T04:24:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,8.590670170827863,50.245098039215684,1610612737,51,46,2025-01-04T04:24:57Z,2670000,False,-1.0,28.0,1,left,D. Daniels driving Layup (9 PTS),[1630700],1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,2.83,Made,,,,,9.0,,,,,,,,,,,
275,PT05M54.00S,2025-01-04T04:24:56.2Z,2,REGULAR,foul,personal,['1freethrow'],1629003,,,1610612737,51,46,2025-01-04T04:25:06Z,2680000,False,,,0,,S. Milton shooting personal FOUL (1 PF) (Daniels 1 FT),"[1629003, 1630700]",1610612747.0,LAL,shooting,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,2530.0,,,,,,,,,,,,,,1.0,0.0,Daniels,1630700.0,,
277,PT05M54.00S,2025-01-04T04:25:18.9Z,2,REGULAR,freethrow,1 of 1,[],1630700,,,1610612737,51,46,2025-01-04T04:25:25Z,2700000,False,,,0,,MISS D. Daniels Free Throw 1 of 1,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
278,PT05M52.00S,2025-01-04T04:25:20.9Z,2,REGULAR,rebound,defensive,[],1642261,,,1610612747,51,46,2025-01-04T04:25:25Z,2710000,False,,,0,,D. Knecht REBOUND (Off:1 Def:1),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,277.0,2.0,1.0,1.0,,,,,,,,,,,,
279,PT05M38.00S,2025-01-04T04:25:37.6Z,2,REGULAR,turnover,out-of-bounds,[],203076,,,1610612747,51,46,2025-01-04T04:25:42Z,2720000,False,,,0,,A. Davis bad pass out-of-bounds TURNOVER (2 TO),[203076],1610612747.0,LAL,bad pass,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,1193.0,2.0,,,,,,,,,,,,,,,,,,
280,PT05M17.00S,2025-01-04T04:26:04.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629631,9.904730617608408,53.67647058823529,1610612737,51,46,2025-01-04T04:26:08Z,2730000,False,-18.0,41.0,1,left,MISS D. Hunter driving Layup,[1629631],1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,4.46,Missed,,,,,,,,,,,,,,,,
281,PT05M16.00S,2025-01-04T04:26:05.0Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,51,46,2025-01-04T04:26:08Z,2740000,False,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,280.0,3.0,2.0,1.0,,,,,,,,,,,,
282,PT05M16.00S,2025-01-04T04:26:07.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203991,5.590000152587891,50.0,1610612737,51,46,2025-01-04T04:26:19Z,2750000,False,0.0,0.0,1,left,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
283,PT05M16.00S,2025-01-04T04:26:07.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,51,46,2025-01-04T04:26:19Z,2760000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,282.0,,,,,,,,,,,,,,,
285,PT05M12.00S,2025-01-04T04:26:34.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629726,8.147174770039427,3.4083946078431353,1610612737,51,46,2025-01-04T04:26:40Z,2780000,False,233.0,24.0,1,left,MISS G. Mathews 3PT,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Right Corner 3,24+ Right,,,23.42,Missed,,,,,,,,,,,,,,,,
286,PT05M09.00S,2025-01-04T04:26:37.4Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,51,46,2025-01-04T04:26:40Z,2790000,False,,,0,,R. Hachimura REBOUND (Off:2 Def:4),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Right Corner 3,24+ Right,,,,,285.0,6.0,4.0,2.0,,,,,,,,,,,,
287,PT05M03.00S,2025-01-04T04:26:48.2Z,2,REGULAR,turnover,out-of-bounds,[],1629003,,,1610612747,51,46,2025-01-04T04:26:53Z,2800000,False,,,0,,S. Milton bad pass out-of-bounds TURNOVER (1 TO),[1629003],1610612747.0,LAL,bad pass,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,202027.0,1.0,,,,,,,,,,,,,,,,,,
288,PT04M56.00S,2025-01-04T04:26:55.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629631,29.48423127463863,79.41176470588235,1610612737,51,46,2025-01-04T04:27:01Z,2810000,False,-147.0,225.0,1,left,MISS D. Hunter 26' pullup 3PT,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,26.86,Missed,,,,,,,,,,,,,,,,
289,PT04M52.00S,2025-01-04T04:26:59.4Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612747,51,46,2025-01-04T04:27:01Z,2820000,False,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,,,288.0,2.0,2.0,0.0,,,,,,,,,,,,
290,PT04M41.00S,2025-01-04T04:27:11.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203076,91.11366622864652,47.549019607843135,1610612747,53,46,2025-01-04T04:27:14Z,2830000,False,-12.0,31.0,1,right,A. Davis driving Layup (15 PTS),[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,3.34,Made,,,,,15.0,,,,,,,,,,,
291,PT04M17.00S,2025-01-04T04:27:34.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203992,7.539421813403408,52.69607843137255,1610612737,53,48,2025-01-04T04:27:38Z,2840000,False,-13.0,18.0,1,left,B. Bogdanović driving finger roll Layup (5 PTS) (C. Capela 1 AST),"[203992, 203991]",1610612737.0,ATL,driving finger roll,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,2.28,Made,,,,,5.0,,,C. Capela,203991.0,1.0,,,,,,
293,PT03M58.00S,2025-01-04T04:27:54.2Z,2,REGULAR,2pt,Jump Shot,[],203076,81.38961892247043,69.8529411764706,1610612747,55,48,2025-01-04T04:28:11Z,2860000,False,99.0,122.0,1,right,A. Davis 15' Jump Shot (17 PTS) (S. Milton 3 AST),"[203076, 1629003]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,15.76,Made,,,,,17.0,,,S. Milton,1629003.0,3.0,,,,,,
295,PT03M46.00S,2025-01-04T04:28:04.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,9.641918528252305,52.69607843137255,1610612737,55,48,2025-01-04T04:28:16Z,2880000,False,-13.0,38.0,1,left,MISS D. Daniels driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,4.04,Missed,,,,,,,,,,,,,,,,
296,PT03M46.00S,2025-01-04T04:28:04.7Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,55,48,2025-01-04T04:28:16Z,2890000,False,,,0,,C. Capela REBOUND (Off:2 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,295.0,4.0,2.0,2.0,,,,,,,,,,,,
297,PT03M41.00S,2025-01-04T04:28:09.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,5.590000152587891,50.0,1610612737,55,50,2025-01-04T04:28:18Z,2900000,False,0.0,0.0,1,left,C. Capela tip Layup (2 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,0.0,Made,,,,,2.0,,,,,,,,,,,
298,PT03M29.00S,2025-01-04T04:28:23.1Z,2,REGULAR,3pt,Jump Shot,[],203076,68.9060446780552,69.6078431372549,1610612747,55,50,2025-01-04T04:28:27Z,2910000,False,98.0,240.0,1,right,MISS A. Davis 25' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,25.91,Missed,,,,,,,,,,,,,,,,
299,PT03M26.00S,2025-01-04T04:28:26.1Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612737,55,50,2025-01-04T04:28:27Z,2920000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,298.0,1.0,1.0,0.0,,,,,,,,,,,,
300,PT03M25.00S,2025-01-04T04:28:27.3Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203991,9.904730617608408,49.50980392156863,1610612737,55,52,2025-01-04T04:28:34Z,2930000,False,2.0,41.0,1,left,C. Capela running DUNK (4 PTS) (D. Daniels 2 AST),"[203991, 1630700]",1610612737.0,ATL,running,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,4.07,Made,,,,,4.0,,,D. Daniels,1630700.0,2.0,,,,,,
302,PT03M01.00S,2025-01-04T04:28:50.5Z,2,REGULAR,3pt,Jump Shot,[],1642261,65.88370565045992,59.31372549019608,1610612747,58,52,2025-01-04T04:29:38Z,2950000,False,47.0,268.0,1,right,D. Knecht 27' 3PT step back (11 PTS) (M. Christie 1 AST),"[1642261, 1631108]",1610612747.0,LAL,step back,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Center,,,27.22,Made,,,,,11.0,,,M. Christie,1631108.0,1.0,,,,,,
304,PT03M00.00S,2025-01-04T04:28:56.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,58,52,2025-01-04T04:28:56Z,2970000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M00.00S,2025-01-04T04:31:30.1Z,2,REGULAR,substitution,out,[],1629060,,,1610612737,58,52,2025-01-04T04:31:51Z,2980000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M00.00S,2025-01-04T04:31:30.1Z,2,REGULAR,substitution,out,[],1629003,,,1610612737,58,52,2025-01-04T04:31:51Z,2990000,False,,,0,,SUB out: S. Milton,[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M00.00S,2025-01-04T04:31:30.1Z,2,REGULAR,substitution,out,[],1630700,,,1610612737,58,52,2025-01-04T04:31:51Z,3000000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M00.00S,2025-01-04T04:31:30.1Z,2,REGULAR,substitution,out,[],1629726,,,1610612737,58,52,2025-01-04T04:31:51Z,3010000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M00.00S,2025-01-04T04:31:30.1Z,2,REGULAR,substitution,in,[],1630559,,,1610612737,58,52,2025-01-04T04:31:51Z,3030000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M00.00S,2025-01-04T04:31:30.1Z,2,REGULAR,substitution,in,[],1630552,,,1610612737,58,52,2025-01-04T04:31:51Z,3040000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M00.00S,2025-01-04T04:31:30.1Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,58,52,2025-01-04T04:31:51Z,3050000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT03M00.00S,2025-01-04T04:31:30.1Z,2,REGULAR,substitution,in,[],2544,,,1610612737,58,52,2025-01-04T04:38:24Z,3055000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M44.00S,2025-01-04T04:32:12.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,8.459264126149804,46.81372549019608,1610612737,58,52,2025-01-04T04:32:18Z,3060000,False,16.0,27.0,1,left,MISS D. Hunter cutting Layup - blocked,"[1629631, 203076]",1610612737.0,ATL,cutting,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,3.13,Missed,,,,,,,,,,,,,,,Davis,203076.0
314,PT02M44.00S,2025-01-04T04:32:12.8Z,2,REGULAR,block,,[],203076,,,1610612737,58,52,2025-01-04T04:32:16Z,3070000,False,,,0,,A. Davis BLOCK (2 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
315,PT02M44.00S,2025-01-04T04:32:12.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,58,52,2025-01-04T04:32:18Z,3080000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,313.0,,,,,,,,,,,,,,,
317,PT02M35.00S,2025-01-04T04:32:41.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630552,10.381077529566369,94.82996323529412,1610612737,58,55,2025-01-04T04:34:54Z,3100000,False,-224.0,45.0,1,left,J. Johnson 3PT  (14 PTS) (B. Bogdanović 2 AST),"[1630552, 203992]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,,,22.86,Made,,,,,14.0,,,B. Bogdanović,203992.0,2.0,,,,,,
319,PT02M23.00S,2025-01-04T04:32:58.8Z,2,REGULAR,foul,offensive,[],1642261,,,1610612747,58,55,2025-01-04T04:33:26Z,3120000,False,,,0,,D. Knecht offensive FOUL (1 PF),"[1642261, 203992]",1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Mid-Range,16-24 Right Center,2530.0,,,,,,,,,,,,,,1.0,0.0,Bogdanović,203992.0,,
321,PT02M23.00S,2025-01-04T04:32:58.8Z,2,REGULAR,turnover,offensive foul,[],1642261,,,1610612747,58,55,2025-01-04T04:32:58Z,3140000,False,,,0,,D. Knecht offensive foul TURNOVER (1 TO),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Mid-Range,16-24 Right Center,2530.0,1.0,,,,,,,,,,,,,,,,,,
322,PT02M23.00S,2025-01-04T04:33:15.7Z,2,REGULAR,substitution,out,[],1642261,,,1610612737,58,55,2025-01-04T04:33:22Z,3150000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M23.00S,2025-01-04T04:33:15.7Z,2,REGULAR,substitution,out,[],203992,,,1610612737,58,55,2025-01-04T04:33:22Z,3160000,False,,,0,,SUB out: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M23.00S,2025-01-04T04:33:15.7Z,2,REGULAR,substitution,in,[],1627827,,,1610612737,58,55,2025-01-04T04:33:22Z,3170000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M23.00S,2025-01-04T04:33:15.7Z,2,REGULAR,substitution,in,[],1630700,,,1610612737,58,55,2025-01-04T04:33:22Z,3180000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M11.00S,2025-01-04T04:33:41.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629631,25.147831800262807,85.29411764705883,1610612737,58,55,2025-01-04T04:33:46Z,3190000,False,-176.0,184.0,1,left,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,25.49,Missed,,,,,,,,,,,,,,,,
327,PT02M07.00S,2025-01-04T04:33:45.0Z,2,REGULAR,rebound,defensive,[],1631108,,,1610612747,58,55,2025-01-04T04:33:46Z,3200000,False,,,0,,M. Christie REBOUND (Off:0 Def:3),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,,326.0,3.0,3.0,0.0,,,,,,,,,,,,
328,PT02M03.00S,2025-01-04T04:33:53.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629631,,,1610612747,58,55,2025-01-04T04:34:08Z,3210000,False,,,0,,D. Hunter personal FOUL (2 PF) (James 2 FT),"[1629631, 2544]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,2530.0,,,,,,,,,,,,,,2.0,0.0,James,2544.0,,
332,PT02M03.00S,2025-01-04T04:35:04.8Z,2,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,59,55,2025-01-04T04:35:04Z,3230000,False,,,0,,L. James Free Throw 1 of 2 (11 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,
333,PT02M03.00S,2025-01-04T04:35:21.3Z,2,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,60,55,2025-01-04T04:35:21Z,3240000,False,,,0,,L. James Free Throw 2 of 2 (12 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Made,,,,,12.0,,,,,,,,,,,
334,PT01M48.00S,2025-01-04T04:35:35.4Z,2,REGULAR,3pt,Jump Shot,[],1629027,35.39750328515112,48.529411764705884,1610612737,60,55,2025-01-04T04:36:06Z,3250000,False,7.0,280.0,1,left,MISS T. Young 28' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,28.03,Missed,,,,,,,,,,,,,,,,
335,PT01M46.00S,2025-01-04T04:35:37.7Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,60,55,2025-01-04T04:35:37Z,3260000,False,,,0,,A. Davis REBOUND (Off:3 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,334.0,10.0,7.0,3.0,,,,,,,,,,,,
336,PT01M36.00S,2025-01-04T04:35:47.6Z,2,REGULAR,2pt,Jump Shot,[],2544,83.62352168199737,74.75490196078431,1610612747,62,55,2025-01-04T04:36:07Z,3270000,False,124.0,101.0,1,right,L. James 16' turnaround fadeaway Jump Shot (14 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,Mid-Range,16-24 Right Center,,,16.0,Made,,,,,14.0,,,,,,,,,,,
338,PT01M17.00S,2025-01-04T04:36:06.6Z,2,REGULAR,turnover,bad pass,[],1630552,,,1610612737,62,55,2025-01-04T04:36:10Z,3280000,False,,,0,,J. Johnson bad pass TURNOVER (1 TO),"[1630552, 203076]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,Davis,203076.0,,,,,,,,,
339,PT01M17.00S,2025-01-04T04:36:06.6Z,2,REGULAR,steal,,[],203076,,,1610612747,62,55,2025-01-04T04:36:08Z,3290000,False,,,0,,A. Davis STEAL (2 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
340,PT01M12.00S,2025-01-04T04:36:12.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631108,94.3988173455979,4.411764705882348,1610612747,65,55,2025-01-04T04:37:49Z,3300000,False,-228.0,0.0,1,right,M. Christie 3PT  (5 PTS) (A. Reaves 4 AST),"[1631108, 1630559]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,Left Corner 3,24+ Left,,,22.79,Made,,,,,5.0,,,A. Reaves,1630559.0,4.0,,,,,,
343,PT00M54.80S,2025-01-04T04:36:31.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,7.013797634691201,47.05882352941176,1610612737,65,57,2025-01-04T04:36:36Z,3330000,False,15.0,13.0,1,left,C. Capela Layup (6 PTS) (T. Young 6 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,1.99,Made,,,,,6.0,,,T. Young,1629027.0,6.0,,,,,,
345,PT00M36.20S,2025-01-04T04:36:59.5Z,2,REGULAR,3pt,Jump Shot,[],203076,92.16491458607096,3.9215686274509807,1610612747,65,57,2025-01-04T04:37:06Z,3350000,False,-230.0,21.0,1,right,MISS A. Davis 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,23.14,Missed,,,,,,,,,,,,,,,,
