actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
90,PT03M45.00S,2021-11-16T00:23:17.4Z,1,REGULAR,substitution,in,[],203107,,,1610612740,17,16,2021-11-16T00:23:25Z,900000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M45.00S,2021-11-16T00:23:17.4Z,1,REGULAR,substitution,out,[],1628988,,,1610612740,17,16,2021-11-16T00:23:55Z,905000,,,0,,SUB out: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M45.00S,2021-11-16T00:23:17.4Z,1,REGULAR,substitution,in,[],1630557,,,1610612740,17,16,2021-11-16T00:23:55Z,907500,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M45.00S,2021-11-16T00:23:38.1Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,17,17,2021-11-16T00:23:38Z,910000,,,0,,B. Ingram Free Throw 2 of 2 (10 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
94,PT03M23.00S,2021-11-16T00:24:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,8.229303547963205,57.59803921568627,1610612764,19,17,2021-11-16T00:24:07Z,920000,-38.0,25.0,1,left,M. Harrell Layup (2 PTS) (K. Kuzma 2 AST),"[1626149, 1628398]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,4.54,Made,2.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,,,,,,
96,PT02M55.00S,2021-11-16T00:24:29.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,88.12417871222075,39.21568627450981,1610612740,19,19,2021-11-16T00:26:23Z,940000,-54.0,59.0,1,right,J. Valanciunas 8' floating Jump Shot (4 PTS),[202685],1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,8.0,Made,4.0,,,,,,,,,,,,,,,,,,
97,PT02M37.00S,2021-11-16T00:24:50.2Z,1,REGULAR,foul,personal,[],203107,,,1610612764,19,19,2021-11-16T00:24:58Z,950000,,,0,,T. Satoransky personal FOUL (1 PF),"[203107, 1630166]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,2882.0,,1.0,0.0,Avdija,1630166.0,,,,,
99,PT02M37.00S,2021-11-16T00:24:58.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,19,19,2021-11-16T00:24:58Z,970000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M37.00S,2021-11-16T00:25:08.3Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,19,19,2021-11-16T00:27:29Z,980000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M37.00S,2021-11-16T00:25:08.3Z,1,REGULAR,substitution,out,[],1627742,,,1610612764,19,19,2021-11-16T00:27:29Z,990000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M37.00S,2021-11-16T00:25:08.3Z,1,REGULAR,substitution,out,[],202685,,,1610612764,19,19,2021-11-16T00:27:29Z,1000000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M37.00S,2021-11-16T00:25:08.3Z,1,REGULAR,substitution,in,[],1630264,,,1610612764,19,19,2021-11-16T00:27:29Z,1010000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M37.00S,2021-11-16T00:25:08.3Z,1,REGULAR,substitution,in,[],1629637,,,1610612764,19,19,2021-11-16T00:27:29Z,1020000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M37.00S,2021-11-16T00:25:08.3Z,1,REGULAR,substitution,in,[],202066,,,1610612764,19,19,2021-11-16T00:27:29Z,1030000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M31.00S,2021-11-16T00:28:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203526,7.046649145860711,46.81372549019608,1610612764,21,19,2021-11-16T00:28:10Z,1040000,16.0,14.0,1,left,R. Neto driving Layup (4 PTS),[203526],1610612764.0,WAS,driving,,,Neto,R. Neto,,,,,2.1,Made,4.0,,,,,,,,,,,,,,,,,,
108,PT02M09.00S,2021-11-16T00:28:22.1Z,1,REGULAR,turnover,bad pass,[],1629638,,,1610612740,21,19,2021-11-16T00:28:27Z,1060000,,,0,,N. Alexander-Walker bad pass TURNOVER (1 TO),"[1629638, 1630557]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,1.0,,,,,Kispert,1630557.0,,,
109,PT02M09.00S,2021-11-16T00:28:22.1Z,1,REGULAR,steal,,[],1630557,,,1610612764,21,19,2021-11-16T00:28:24Z,1070000,,,0,,C. Kispert STEAL (1 STL),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M07.00S,2021-11-16T00:28:26.0Z,1,REGULAR,turnover,traveling,[],1630557,,,1610612764,21,19,2021-11-16T00:28:44Z,1080000,,,0,,C. Kispert traveling TURNOVER (1 TO),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,202026.0,1.0,,,,,,,,,
111,PT01M55.00S,2021-11-16T00:28:56.2Z,1,REGULAR,turnover,bad pass,[],1629638,,,1610612740,21,19,2021-11-16T00:29:01Z,1090000,,,0,,N. Alexander-Walker bad pass TURNOVER (2 TO),"[1629638, 1630166]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,2.0,,,,,Avdija,1630166.0,,,
112,PT01M55.00S,2021-11-16T00:28:56.2Z,1,REGULAR,steal,,[],1630166,,,1610612764,21,19,2021-11-16T00:28:59Z,1100000,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M48.00S,2021-11-16T00:29:05.4Z,1,REGULAR,foul,personal,[],1630529,,,1610612764,21,19,2021-11-16T00:29:16Z,1110000,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 1626149]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,202901.0,,1.0,0.0,Harrell,1626149.0,,,,,
115,PT01M42.00S,2021-11-16T00:29:35.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203526,22.421156373193167,52.450980392156865,1610612764,21,19,2021-11-16T00:29:39Z,1130000,-12.0,158.0,1,left,MISS R. Neto 15' pullup Shot,[203526],1610612764.0,WAS,pullup,,,Neto,R. Neto,,,,,15.88,Missed,,,,,,,,,,,,,,,,,,,
116,PT01M39.00S,2021-11-16T00:29:38.4Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,21,19,2021-11-16T00:29:39Z,1140000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,
117,PT01M32.00S,2021-11-16T00:29:48.0Z,1,REGULAR,foul,personal,['2freethrow'],203526,,,1610612740,21,19,2021-11-16T00:29:54Z,1150000,,,0,,R. Neto shooting personal FOUL (1 PF) (Alexander-Walker 2 FT),"[203526, 1629638]",1610612764.0,WAS,shooting,,,Neto,R. Neto,,,,,,,,,,,,,,,2882.0,,1.0,0.0,Alexander-Walker,1629638.0,,,,,
119,PT01M32.00S,2021-11-16T00:30:17.9Z,1,REGULAR,freethrow,1 of 2,[],1629638,,,1610612740,21,20,2021-11-16T00:30:42Z,1170000,,,0,,N. Alexander-Walker Free Throw 1 of 2 (3 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
120,PT01M32.00S,2021-11-16T00:30:18.6Z,1,REGULAR,substitution,out,[],203526,,,1610612740,21,20,2021-11-16T00:30:22Z,1180000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M32.00S,2021-11-16T00:30:18.6Z,1,REGULAR,substitution,in,[],203915,,,1610612740,21,20,2021-11-16T00:30:22Z,1190000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M32.00S,2021-11-16T00:30:17.9Z,1,REGULAR,freethrow,2 of 2,[],1629638,,,1610612740,21,20,2021-11-16T00:30:42Z,1200000,,,0,,MISS N. Alexander-Walker Free Throw 2 of 2,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
123,PT01M30.00S,2021-11-16T00:30:19.9Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,21,20,2021-11-16T00:30:42Z,1210000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,,,
124,PT01M18.00S,2021-11-16T00:30:52.8Z,1,REGULAR,3pt,Jump Shot,[],1630557,7.703679369250986,97.05882352941177,1610612764,21,20,2021-11-16T00:30:57Z,1220000,-235.0,20.0,1,left,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,23.61,Missed,,,,,,,,,,,,,,,,,,,
125,PT01M14.00S,2021-11-16T00:30:56.8Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,21,20,2021-11-16T00:30:57Z,1230000,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,124.0,2.0,2.0,0.0,,,,,,,,,,,
126,PT00M56.20S,2021-11-16T00:31:16.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,94.1688567674113,44.11764705882353,1610612740,21,22,2021-11-16T00:32:34Z,1240000,-29.0,2.0,1,right,H. Jones reverse Layup (2 PTS) (T. Satoransky 1 AST),"[1630529, 203107]",1610612740.0,NOP,reverse,,,Jones,H. Jones,,,,,2.95,Made,2.0,T. Satoransky,203107.0,1.0,,,,,,,,,,,,,,,
128,PT00M40.90S,2021-11-16T00:31:35.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612764,21,22,2021-11-16T00:31:41Z,1260000,,,0,,J. Hayes shooting personal FOUL (1 PF) (Harrell 2 FT),"[1629637, 1626149]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,,,,,202901.0,,1.0,0.0,Harrell,1626149.0,,,,,
130,PT00M40.90S,2021-11-16T00:32:12.0Z,1,REGULAR,freethrow,1 of 2,[],1626149,,,1610612764,22,22,2021-11-16T00:32:36Z,1280000,,,0,,M. Harrell Free Throw 1 of 2 (3 PTS),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
131,PT00M40.90S,2021-11-16T00:32:12.0Z,1,REGULAR,freethrow,2 of 2,[],1626149,,,1610612764,22,22,2021-11-16T00:32:36Z,1290000,,,0,,MISS M. Harrell Free Throw 2 of 2,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
132,PT00M39.20S,2021-11-16T00:32:13.7Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,22,22,2021-11-16T00:32:36Z,1300000,,,0,,J. Hayes REBOUND (Off:0 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,131.0,3.0,3.0,0.0,,,,,,,,,,,
133,PT00M23.40S,2021-11-16T00:32:50.8Z,1,REGULAR,3pt,Jump Shot,[],202066,72.22404730617609,16.42156862745098,1610612740,22,25,2021-11-16T00:32:55Z,1310000,-168.0,209.0,1,right,G. Temple 26' 3PT  (3 PTS) (N. Alexander-Walker 1 AST),"[202066, 1629638]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,26.78,Made,3.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,,,,,
135,PT00M04.10S,2021-11-16T00:33:13.6Z,1,REGULAR,3pt,Jump Shot,[],203915,30.042706964520367,21.07843137254902,1610612764,25,25,2021-11-16T00:33:19Z,1330000,145.0,230.0,1,left,S. Dinwiddie 27' 3PT step back (5 PTS),[203915],1610612764.0,WAS,step back,,,Dinwiddie,S. Dinwiddie,,,,,27.16,Made,5.0,,,,,,,,,,,,,,,,,,
136,PT00M00.20S,2021-11-16T00:33:21.4Z,1,REGULAR,3pt,Jump Shot,[],1629638,82.7365308804205,96.32352941176471,1610612740,25,25,2021-11-16T00:33:30Z,1340000,232.0,110.0,1,right,MISS N. Alexander-Walker 25' running pullup 3PT,[1629638],1610612740.0,NOP,running pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
137,PT00M00.10S,2021-11-16T00:33:21.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,25,25,2021-11-16T00:34:40Z,1350000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,
138,PT00M00.00S,2021-11-16T00:33:32.4Z,1,REGULAR,period,end,[],0,,,1610612740,25,25,2021-11-16T00:34:40Z,1360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2021-11-16T00:33:43.0Z,2,REGULAR,substitution,out,['startperiod'],1630557,,,1610612740,25,25,2021-11-16T00:36:04Z,1370000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2021-11-16T00:33:43.0Z,2,REGULAR,substitution,out,['startperiod'],1630529,,,1610612740,25,25,2021-11-16T00:36:04Z,1380000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2021-11-16T00:33:43.0Z,2,REGULAR,substitution,out,['startperiod'],1629637,,,1610612740,25,25,2021-11-16T00:36:04Z,1390000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2021-11-16T00:33:43.0Z,2,REGULAR,substitution,in,['startperiod'],203484,,,1610612740,25,25,2021-11-16T00:36:04Z,1400000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-11-16T00:33:43.0Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,25,25,2021-11-16T00:36:04Z,1410000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-11-16T00:33:43.0Z,2,REGULAR,substitution,in,['startperiod'],1628404,,,1610612740,25,25,2021-11-16T00:36:04Z,1420000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-11-16T00:36:23.7Z,2,REGULAR,period,start,[],0,,,1610612764,25,25,2021-11-16T00:36:23Z,1430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT11M40.00S,2021-11-16T00:36:44.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.046649145860711,57.35294117647059,1610612764,27,25,2021-11-16T00:37:01Z,1440000,-37.0,14.0,1,left,D. Avdija Layup (4 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,3.93,Made,4.0,,,,,,,,,,,,,,,,,,
147,PT11M40.00S,2021-11-16T00:36:47.6Z,2,REGULAR,foul,personal,['1freethrow'],203107,,,1610612764,27,25,2021-11-16T00:36:59Z,1450000,,,0,,T. Satoransky shooting personal FOUL (2 PF) (Avdija 1 FT),"[203107, 1630166]",1610612740.0,NOP,shooting,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,202026.0,,2.0,0.0,Avdija,1630166.0,,,,,
149,PT11M40.00S,2021-11-16T00:37:08.4Z,2,REGULAR,freethrow,1 of 1,[],1630166,,,1610612764,28,25,2021-11-16T00:37:08Z,1470000,,,0,,D. Avdija Free Throw 1 of 1 (5 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
150,PT11M33.00S,2021-11-16T00:37:20.4Z,2,REGULAR,violation,kicked ball,[],1630166,,,1610612740,28,25,2021-11-16T00:37:31Z,1480000,,,0,,D. Avdija kicked ball VIOLATION,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,202901.0,,,,,,,,,,
151,PT11M29.00S,2021-11-16T00:37:34.2Z,2,REGULAR,turnover,bad pass,[],1628404,,,1610612740,28,25,2021-11-16T00:37:37Z,1490000,,,0,,J. Hart bad pass TURNOVER (1 TO),"[1628404, 203915]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,1.0,,,,,Dinwiddie,203915.0,,,
152,PT11M29.00S,2021-11-16T00:37:34.2Z,2,REGULAR,steal,,[],203915,,,1610612764,28,25,2021-11-16T00:37:36Z,1500000,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M18.00S,2021-11-16T00:37:44.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626149,9.674770039421814,51.225490196078425,1610612764,28,25,2021-11-16T00:38:14Z,1510000,-6.0,38.0,1,left,MISS M. Harrell Layup,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,3.89,Missed,,,,,,,,,,,,,,,,,,,
154,PT11M17.00S,2021-11-16T00:37:45.0Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,28,25,2021-11-16T00:37:49Z,1520000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,153.0,2.0,2.0,0.0,,,,,,,,,,,
155,PT11M05.00S,2021-11-16T00:37:56.9Z,2,REGULAR,turnover,bad pass,[],1628404,,,1610612740,28,25,2021-11-16T00:38:57Z,1530000,,,0,,J. Hart bad pass TURNOVER (2 TO),"[1628404, 203915]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,2.0,,,,,Dinwiddie,203915.0,,,
156,PT11M05.00S,2021-11-16T00:37:56.9Z,2,REGULAR,steal,,[],203915,,,1610612764,28,25,2021-11-16T00:37:58Z,1540000,,,0,,S. Dinwiddie STEAL (2 STL),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M02.00S,2021-11-16T00:38:02.1Z,2,REGULAR,turnover,bad pass,[],203915,,,1610612764,28,25,2021-11-16T00:38:14Z,1550000,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 1629638]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,1.0,,,,,Alexander-Walker,1629638.0,,,
158,PT11M02.00S,2021-11-16T00:38:02.1Z,2,REGULAR,steal,,[],1629638,,,1610612740,28,25,2021-11-16T00:38:10Z,1560000,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M02.00S,2021-11-16T00:38:11.4Z,2,REGULAR,foul,personal,[],1630166,,,1610612740,28,25,2021-11-16T00:38:22Z,1570000,,,0,,D. Avdija personal FOUL (2 PF),"[1630166, 1629638]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,202901.0,,2.0,0.0,Alexander-Walker,1629638.0,,,,,
161,PT10M50.00S,2021-11-16T00:38:32.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202685,81.42247043363994,49.754901960784316,1610612740,28,25,2021-11-16T00:38:39Z,1590000,-1.0,122.0,1,right,MISS J. Valanciunas 12' turnaround Shot,[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,12.21,Missed,,,,,,,,,,,,,,,,,,,
162,PT10M48.00S,2021-11-16T00:38:34.8Z,2,REGULAR,rebound,defensive,[],203915,,,1610612764,28,25,2021-11-16T00:38:39Z,1600000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,161.0,2.0,2.0,0.0,,,,,,,,,,,
163,PT10M39.00S,2021-11-16T00:38:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,9.280551905387648,62.745098039215684,1610612764,28,25,2021-11-16T00:40:49Z,1610000,-64.0,35.0,1,left,MISS S. Dinwiddie 7' driving Layup,[203915],1610612764.0,WAS,driving,,,Dinwiddie,S. Dinwiddie,,,,,7.25,Missed,,,,,,,,,,,,,,,,,,,
164,PT10M37.00S,2021-11-16T00:38:46.0Z,2,REGULAR,rebound,offensive,[],1626149,,,1610612764,28,25,2021-11-16T00:38:50Z,1620000,,,0,,M. Harrell REBOUND (Off:1 Def:0),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,163.0,1.0,0.0,1.0,,,,,,,,,,,
165,PT10M36.00S,2021-11-16T00:38:46.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,7.046649145860711,53.92156862745098,1610612764,30,25,2021-11-16T00:38:53Z,1630000,-20.0,14.0,1,left,M. Harrell Layup (5 PTS),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,2.39,Made,5.0,,,,,,,,,,,,,,,,,,
166,PT10M17.00S,2021-11-16T00:39:05.4Z,2,REGULAR,3pt,Jump Shot,[],1629638,90.22667542706965,3.9215686274509802,1610612740,30,25,2021-11-16T00:39:10Z,1640000,-230.0,39.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,23.37,Missed,,,,,,,,,,,,,,,,,,,
167,PT10M14.00S,2021-11-16T00:39:08.4Z,2,REGULAR,rebound,defensive,[],203484,,,1610612764,30,25,2021-11-16T00:39:10Z,1650000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,,,
168,PT10M08.00S,2021-11-16T00:39:17.6Z,2,REGULAR,foul,personal,[],203107,,,1610612764,30,25,2021-11-16T00:39:29Z,1660000,,,0,,T. Satoransky personal FOUL (3 PF),"[203107, 203484]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,202901.0,,3.0,0.0,Caldwell-Pope,203484.0,,,,,
170,PT10M08.00S,2021-11-16T00:39:26.2Z,2,REGULAR,substitution,out,[],1630264,,,1610612764,30,25,2021-11-16T00:39:32Z,1680000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M08.00S,2021-11-16T00:39:26.2Z,2,REGULAR,substitution,in,[],1628988,,,1610612764,30,25,2021-11-16T00:39:32Z,1690000,,,0,,SUB in: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M55.00S,2021-11-16T00:40:00.3Z,2,REGULAR,3pt,Jump Shot,[],1626149,33.065045992115635,55.88235294117647,1610612764,30,25,2021-11-16T00:40:04Z,1700000,-29.0,258.0,1,left,MISS M. Harrell 26' 3PT,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,,
173,PT09M52.00S,2021-11-16T00:40:03.3Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,30,25,2021-11-16T00:40:04Z,1710000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,,,,
174,PT09M45.00S,2021-11-16T00:40:12.3Z,2,REGULAR,foul,personal,[],203484,,,1610612740,30,25,2021-11-16T00:40:23Z,1720000,,,0,,K. Caldwell-Pope personal FOUL (1 PF),"[203484, 202685]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,202026.0,,1.0,0.0,Valanciunas,202685.0,,,,,
176,PT09M30.00S,2021-11-16T00:40:41.3Z,2,REGULAR,2pt,Jump Shot,[],1628404,84.83902759526939,30.14705882352941,1610612740,30,25,2021-11-16T00:40:48Z,1740000,-99.0,90.0,1,right,MISS J. Hart 13' driving floating bank Shot,[1628404],1610612740.0,NOP,driving floating bank,,,Hart,J. Hart,,,,,13.4,Missed,,,,,,,,,,,,,,,,,,,
177,PT09M27.00S,2021-11-16T00:40:44.3Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,30,25,2021-11-16T00:40:48Z,1750000,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,176.0,2.0,2.0,0.0,,,,,,,,,,,
178,PT09M25.00S,2021-11-16T00:40:46.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203484,25.04927726675427,10.049019607843137,1610612764,30,25,2021-11-16T00:42:21Z,1760000,200.0,183.0,1,left,MISS K. Caldwell-Pope 27' running 3PT,[203484],1610612764.0,WAS,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,27.09,Missed,,,,,,,,,,,,,,,,,,,
