actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
358,PT08M08.00S,2022-03-31T00:26:29.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203107,6.4881734559789805,49.01960784313726,1610612764,66,61,2022-03-31T01:23:23Z,3530000,5.0,8.0,1,left,MISS T. Satoransky driving Layup,[203107],1610612764.0,WAS,driving,,,Satoransky,T. Satoransky,,,,,0.98,Missed,,,,,,,,,,,,,,,,,,
359,PT08M03.00S,2022-03-31T00:26:35.6Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,66,61,2022-03-31T00:26:35Z,3540000,,,0,,M. Bamba REBOUND (Off:2 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,358.0,5.0,3.0,2.0,,,,,
360,PT08M03.00S,2022-03-31T00:26:39.2Z,3,REGULAR,foul,offensive,[],1630532,,,1610612753,66,61,2022-03-31T00:26:54Z,3550000,,,0,,F. Wagner offensive FOUL (3 PF),"[1630532, 203107]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,1199.0,3.0,0.0,Satoransky,203107.0,,,,,,,,,
362,PT08M03.00S,2022-03-31T00:26:39.2Z,3,REGULAR,turnover,offensive foul,[],1630532,,,1610612753,66,61,2022-03-31T00:26:39Z,3570000,,,0,,F. Wagner offensive foul TURNOVER (1 TO),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,1199.0,,,,,,,,,,,1.0,,
363,PT07M52.00S,2022-03-31T00:26:59.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],204001,26.330486202365307,86.02941176470588,1610612764,69,61,2022-03-31T00:27:04Z,3580000,-180.0,195.0,1,left,K. Porzingis 26' 3PT  (20 PTS) (T. Satoransky 10 AST),"[204001, 203107]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,26.54,Made,20.0,T. Satoransky,203107.0,10.0,,,,,,,,,,,,,,
365,PT07M41.00S,2022-03-31T00:27:11.6Z,3,REGULAR,3pt,Jump Shot,[],1629643,73.37385019710908,15.441176470588232,1610612753,69,61,2022-03-31T00:27:16Z,3600000,-173.0,198.0,1,right,MISS C. Okeke 26' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,
366,PT07M38.00S,2022-03-31T00:27:14.6Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,69,61,2022-03-31T00:27:16Z,3610000,,,0,,K. Porzingis REBOUND (Off:0 Def:5),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,365.0,5.0,5.0,0.0,,,,,
367,PT07M36.00S,2022-03-31T00:27:17.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203484,25.804862023653087,86.27450980392157,1610612764,69,61,2022-03-31T00:27:23Z,3620000,-181.0,190.0,1,left,MISS K. Caldwell-Pope 26' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,
368,PT07M31.00S,2022-03-31T00:27:22.2Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,69,61,2022-03-31T00:27:23Z,3630000,,,0,,C. Anthony REBOUND (Off:1 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,367.0,3.0,2.0,1.0,,,,,
369,PT07M21.00S,2022-03-31T00:27:32.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,92.16491458607096,39.70588235294118,1610612753,69,63,2022-03-31T00:27:38Z,3640000,-51.0,21.0,1,right,C. Anthony driving Layup (12 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,5.57,Made,12.0,,,,,,,,,,,,,,,,,
370,PT07M03.00S,2022-03-31T00:27:49.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,13.978318002628114,64.4607843137255,1610612764,71,63,2022-03-31T00:27:55Z,3650000,-72.0,79.0,1,left,K. Porzingis 10' turnaround Jump Shot (22 PTS) (K. Caldwell-Pope 3 AST),"[204001, 203484]",1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,10.7,Made,22.0,K. Caldwell-Pope,203484.0,3.0,,,,,,,,,,,,,,
372,PT06M47.00S,2022-03-31T00:28:05.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,83.36070959264126,41.17647058823529,1610612753,71,63,2022-03-31T00:28:14Z,3670000,-44.0,104.0,1,right,MISS F. Wagner 11' driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,11.29,Missed,,,,,,,,,,,,,,,,,,
373,PT06M45.00S,2022-03-31T00:28:08.3Z,3,REGULAR,rebound,offensive,[],1630532,,,1610612753,71,63,2022-03-31T00:28:08Z,3680000,,,0,,F. Wagner REBOUND (Off:1 Def:4),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,372.0,5.0,4.0,1.0,,,,,
374,PT06M44.00S,2022-03-31T00:28:09.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630532,92.29632063074901,50.49019607843137,1610612753,71,65,2022-03-31T00:28:18Z,3690000,2.0,20.0,1,right,F. Wagner putback Layup (17 PTS),[1630532],1610612753.0,ORL,putback,,,Wagner,F. Wagner,,,,,2.01,Made,17.0,,,,,,,,,,,,,,,,,
375,PT06M25.00S,2022-03-31T00:28:27.6Z,3,REGULAR,3pt,Jump Shot,[],1630557,5.831143232588701,95.34313725490196,1610612764,71,65,2022-03-31T00:28:32Z,3700000,-227.0,2.0,1,left,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,
376,PT06M21.00S,2022-03-31T00:28:31.6Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,71,65,2022-03-31T00:28:32Z,3710000,,,0,,C. Anthony REBOUND (Off:1 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,375.0,4.0,3.0,1.0,,,,,
377,PT06M17.00S,2022-03-31T00:28:35.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630181,74.1622864651774,86.02941176470588,1610612753,71,65,2022-03-31T00:28:40Z,3720000,180.0,190.0,1,right,MISS R. Hampton 26' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,
378,PT06M14.00S,2022-03-31T00:28:38.3Z,3,REGULAR,rebound,defensive,[],203484,,,1610612764,71,65,2022-03-31T00:28:40Z,3730000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,377.0,1.0,1.0,0.0,,,,,
379,PT06M06.00S,2022-03-31T00:28:46.2Z,3,REGULAR,3pt,Jump Shot,[],204001,34.08344283837057,52.94117647058824,1610612764,71,65,2022-03-31T00:28:52Z,3740000,-15.0,268.0,1,left,MISS K. Porzingis 26' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,26.83,Missed,,,,,,,,,,,,,,,,,,
380,PT06M03.00S,2022-03-31T00:28:49.2Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,71,65,2022-03-31T00:28:52Z,3750000,,,0,,C. Anthony REBOUND (Off:1 Def:4),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,379.0,5.0,4.0,1.0,,,,,
381,PT05M41.00S,2022-03-31T00:29:14.6Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612753,71,65,2022-03-31T00:29:21Z,3760000,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,,,,,,,2005.0,,,,,,,,,,,,,
382,PT05M41.00S,2022-03-31T00:29:17.4Z,3,REGULAR,substitution,out,[],1630557,,,1610612764,71,65,2022-03-31T00:29:23Z,3770000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
383,PT05M41.00S,2022-03-31T00:29:17.4Z,3,REGULAR,substitution,in,[],1630166,,,1610612764,71,65,2022-03-31T00:29:23Z,3780000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
384,PT05M21.00S,2022-03-31T00:29:47.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629060,23.308147174770042,42.892156862745104,1610612764,71,65,2022-03-31T00:29:55Z,3790000,36.0,167.0,1,left,MISS R. Hachimura 17' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,17.03,Missed,,,,,,,,,,,,,,,,,,
385,PT05M14.00S,2022-03-31T00:29:54.2Z,3,REGULAR,rebound,offensive,[],204001,,,1610612764,71,65,2022-03-31T00:29:55Z,3800000,,,0,,K. Porzingis REBOUND (Off:1 Def:5),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,384.0,6.0,5.0,1.0,,,,,
386,PT05M14.00S,2022-03-31T00:29:54.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",204001,5.590000152587891,50.0,1610612764,71,65,2022-03-31T00:29:54Z,3810000,0.0,0.0,1,left,MISS K. Porzingis putback DUNK,[204001],1610612764.0,WAS,putback,,,Porzingis,K. Porzingis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
387,PT05M13.00S,2022-03-31T00:29:54.8Z,3,REGULAR,rebound,defensive,[],1629643,,,1610612753,71,65,2022-03-31T00:29:54Z,3820000,,,0,,C. Okeke REBOUND (Off:2 Def:5),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,386.0,7.0,5.0,2.0,,,,,
388,PT05M01.00S,2022-03-31T00:30:12.4Z,3,REGULAR,foul,personal,['2freethrow'],204001,,,1610612753,71,65,2022-03-31T00:30:22Z,3830000,,,0,,K. Porzingis shooting personal FOUL (3 PF) (Wagner 2 FT),"[204001, 1630532]",1610612764.0,WAS,shooting,,,Porzingis,K. Porzingis,,,,,,,,,,,2005.0,3.0,0.0,Wagner,1630532.0,,,,,,,,,
390,PT05M01.00S,2022-03-31T00:30:37.1Z,3,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,71,66,2022-03-31T00:30:37Z,3850000,,,0,,F. Wagner Free Throw 1 of 2 (18 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
391,PT05M01.00S,2022-03-31T00:30:38.1Z,3,REGULAR,substitution,out,[],203107,,,1610612753,71,66,2022-03-31T00:30:41Z,3860000,,,0,,SUB out: T. Satoransky,[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M01.00S,2022-03-31T00:30:38.1Z,3,REGULAR,substitution,in,[],202397,,,1610612753,71,66,2022-03-31T00:30:41Z,3870000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M01.00S,2022-03-31T00:30:54.0Z,3,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,71,67,2022-03-31T00:30:54Z,3880000,,,0,,F. Wagner Free Throw 2 of 2 (19 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
395,PT04M48.00S,2022-03-31T00:31:07.6Z,3,REGULAR,2pt,Jump Shot,[],203484,21.0742444152431,71.56862745098039,1610612764,73,67,2022-03-31T00:31:15Z,3890000,-108.0,146.0,1,left,K. Caldwell-Pope 18' pullup Jump Shot (15 PTS) (I. Smith 3 AST),"[203484, 202397]",1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,18.12,Made,15.0,I. Smith,202397.0,3.0,,,,,,,,,,,,,,
397,PT04M40.00S,2022-03-31T00:31:18.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,73,67,2022-03-31T00:31:18Z,3910000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M40.00S,2022-03-31T00:31:20.8Z,3,REGULAR,substitution,out,[],204001,,,1610612753,73,67,2022-03-31T00:33:41Z,3920000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M40.00S,2022-03-31T00:31:20.8Z,3,REGULAR,substitution,out,[],1628964,,,1610612753,73,67,2022-03-31T00:33:41Z,3930000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M40.00S,2022-03-31T00:31:20.8Z,3,REGULAR,substitution,out,[],1630181,,,1610612753,73,67,2022-03-31T00:33:41Z,3940000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
402,PT04M40.00S,2022-03-31T00:31:20.8Z,3,REGULAR,substitution,in,[],1629655,,,1610612753,73,67,2022-03-31T00:33:41Z,3960000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M40.00S,2022-03-31T00:31:20.8Z,3,REGULAR,substitution,in,[],1629649,,,1610612753,73,67,2022-03-31T00:33:41Z,3970000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M40.00S,2022-03-31T00:31:20.8Z,3,REGULAR,substitution,in,[],1629678,,,1610612753,73,67,2022-03-31T00:33:41Z,3990000,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,
406,PT04M31.00S,2022-03-31T00:34:19.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629678,88.74835742444152,37.254901960784316,1610612753,73,67,2022-03-31T00:34:25Z,4000000,-64.0,53.0,1,right,MISS A. Schofield 8' cutting Layup,[1629678],1610612753.0,ORL,cutting,,,Schofield,A. Schofield,,,,,8.31,Missed,,,,,,,,,,,,,,,,,,
407,PT04M28.00S,2022-03-31T00:34:22.3Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,73,67,2022-03-31T00:34:25Z,4010000,,,0,,D. Avdija REBOUND (Off:0 Def:4),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,406.0,4.0,4.0,0.0,,,,,
408,PT04M14.00S,2022-03-31T00:34:36.1Z,3,REGULAR,3pt,Jump Shot,[],202397,7.670827858081481,96.07843137254902,1610612764,76,67,2022-03-31T00:34:40Z,4020000,-230.0,20.0,1,left,I. Smith 3PT  (3 PTS) (D. Avdija 3 AST),"[202397, 1630166]",1610612764.0,WAS,,,,Smith,I. Smith,,,,,23.12,Made,3.0,D. Avdija,1630166.0,3.0,,,,,,,,,,,,,,
410,PT04M05.00S,2022-03-31T00:34:44.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.2161629434954,50.98039215686275,1610612753,76,69,2022-03-31T00:41:13Z,4040000,5.0,11.0,1,right,F. Wagner driving finger roll Layup (21 PTS) (C. Anthony 4 AST),"[1630532, 1630175]",1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,1.23,Made,21.0,C. Anthony,1630175.0,4.0,,,,,,,,,,,,,,
412,PT03M48.00S,2022-03-31T00:35:01.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202397,8.984888304862025,42.892156862745104,1610612764,78,69,2022-03-31T00:35:13Z,4060000,36.0,32.0,1,left,I. Smith Layup (5 PTS),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,4.78,Made,5.0,,,,,,,,,,,,,,,,,
413,PT03M42.00S,2022-03-31T00:35:08.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,92.29632063074901,55.88235294117647,1610612753,78,69,2022-03-31T00:35:19Z,4070000,29.0,20.0,1,right,MISS C. Anthony Layup - blocked,"[1630175, 1629655]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,3.55,Missed,,,,,,,,,,,,,,Gafford,1629655.0,,,
415,PT03M42.00S,2022-03-31T00:35:08.1Z,3,REGULAR,block,,[],1629655,,,1610612753,78,69,2022-03-31T00:35:19Z,4075000,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M42.00S,2022-03-31T00:35:08.1Z,3,REGULAR,rebound,defensive,[],202397,,,1610612764,78,69,2022-03-31T00:35:19Z,4080000,,,0,,I. Smith REBOUND (Off:0 Def:2),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,413.0,2.0,2.0,0.0,,,,,
416,PT03M37.00S,2022-03-31T00:35:23.0Z,3,REGULAR,foul,personal,[],1629678,,,1610612764,78,69,2022-03-31T00:35:35Z,4090000,,,0,,A. Schofield personal FOUL (1 PF),"[1629678, 1629060]",1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,2882.0,1.0,0.0,Hachimura,1629060.0,,,,,,,,,
418,PT03M37.00S,2022-03-31T00:35:33.1Z,3,REGULAR,substitution,out,[],1629060,,,1610612764,78,69,2022-03-31T00:35:47Z,4110000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M37.00S,2022-03-31T00:35:33.1Z,3,REGULAR,substitution,in,[],1630264,,,1610612764,78,69,2022-03-31T00:35:47Z,4130000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M37.00S,2022-03-31T00:35:33.1Z,3,REGULAR,substitution,in,[],1628365,,,1610612764,78,69,2022-03-31T00:35:47Z,4140000,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M37.00S,2022-03-31T00:35:33.1Z,3,REGULAR,substitution,out,[],1630175,,,1610612764,78,69,2022-03-31T00:42:45Z,4145000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M28.00S,2022-03-31T00:35:52.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,8.853482260183966,47.30392156862745,1610612764,80,69,2022-03-31T00:35:58Z,4150000,13.0,31.0,1,left,D. Gafford Hook (3 PTS) (I. Smith 4 AST),"[1629655, 202397]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,3.35,Made,3.0,I. Smith,202397.0,4.0,,,,,,,,,,,,,,
424,PT03M08.00S,2022-03-31T00:36:12.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,90.45663600525624,57.84313725490196,1610612753,80,69,2022-03-31T00:36:21Z,4170000,39.0,37.0,1,right,MISS F. Wagner finger roll Layup,[1630532],1610612753.0,ORL,finger roll,,,Wagner,F. Wagner,,,,,5.4,Missed,,,,,,,,,,,,,,,,,,
425,PT03M05.00S,2022-03-31T00:36:15.7Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612764,80,69,2022-03-31T00:36:21Z,4180000,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,424.0,2.0,2.0,0.0,,,,,
426,PT02M48.00S,2022-03-31T00:36:31.9Z,3,REGULAR,2pt,Jump Shot,[],203484,25.410643889618925,48.28431372549019,1610612764,82,69,2022-03-31T00:36:38Z,4190000,9.0,186.0,1,left,K. Caldwell-Pope 18' pullup Jump Shot (17 PTS),[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,18.66,Made,17.0,,,,,,,,,,,,,,,,,
427,PT02M30.00S,2022-03-31T00:36:52.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629678,91.77069645203679,53.431372549019606,1610612753,82,71,2022-03-31T00:36:58Z,4200000,17.0,25.0,1,right,A. Schofield reverse Layup (2 PTS) (M. Fultz 5 AST),"[1629678, 1628365]",1610612753.0,ORL,reverse,,,Schofield,A. Schofield,,,,,3.03,Made,2.0,M. Fultz,1628365.0,5.0,,,,,,,,,,,,,,
429,PT02M30.00S,2022-03-31T00:36:58.2Z,3,REGULAR,foul,personal,['1freethrow'],203484,,,1610612753,82,71,2022-03-31T00:37:26Z,4220000,,,0,,K. Caldwell-Pope shooting personal FOUL (3 PF) (Schofield 1 FT),"[203484, 1629678]",1610612764.0,WAS,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,2882.0,3.0,0.0,Schofield,1629678.0,,,,,,,,,
480,PT02M30.00S,2022-03-31T00:37:13.3Z,3,REGULAR,substitution,out,[],1629643,,,1610612753,82,71,2022-03-31T00:44:29Z,4235000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M30.00S,2022-03-31T00:37:13.3Z,3,REGULAR,substitution,in,[],1629021,,,1610612753,82,71,2022-03-31T00:44:29Z,4237500,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M30.00S,2022-03-31T00:37:28.4Z,3,REGULAR,freethrow,1 of 1,[],1629678,,,1610612753,82,72,2022-03-31T00:37:28Z,4240000,,,0,,A. Schofield Free Throw 1 of 1 (3 PTS),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
432,PT02M15.00S,2022-03-31T00:37:41.2Z,3,REGULAR,2pt,Jump Shot,[],203484,20.54862023653088,69.11764705882354,1610612764,82,72,2022-03-31T00:37:58Z,4250000,-96.0,141.0,1,left,MISS K. Caldwell-Pope 17' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,17.01,Missed,,,,,,,,,,,,,,,,,,
433,PT02M05.00S,2022-03-31T00:37:51.2Z,3,REGULAR,rebound,defensive,[],1629021,,,1610612753,82,72,2022-03-31T00:44:45Z,4260000,,,0,,M. Wagner REBOUND (Off:1 Def:6),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,432.0,7.0,6.0,1.0,,,,,
434,PT01M59.00S,2022-03-31T00:37:56.3Z,3,REGULAR,3pt,Jump Shot,[],1629649,69.56307490144546,23.774509803921575,1610612753,82,72,2022-03-31T00:38:02Z,4270000,-131.0,234.0,1,right,MISS I. Brazdeikis 26' 3PT,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,
435,PT01M55.00S,2022-03-31T00:38:00.3Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612764,82,72,2022-03-31T00:38:02Z,4280000,,,0,,D. Gafford REBOUND (Off:0 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,434.0,3.0,3.0,0.0,,,,,
436,PT01M47.00S,2022-03-31T00:38:08.5Z,3,REGULAR,3pt,Jump Shot,[],1630166,7.013797634691201,95.34313725490196,1610612764,82,72,2022-03-31T00:38:14Z,4290000,-227.0,13.0,1,left,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,22.71,Missed,,,,,,,,,,,,,,,,,,
437,PT01M45.00S,2022-03-31T00:38:11.1Z,3,REGULAR,rebound,offensive,[],1630166,,,1610612764,82,72,2022-03-31T00:38:11Z,4300000,,,0,,D. Avdija REBOUND (Off:1 Def:4),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,436.0,5.0,4.0,1.0,,,,,
438,PT01M36.00S,2022-03-31T00:38:20.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203484,27.644546649145866,19.85294117647058,1610612764,82,72,2022-03-31T00:38:38Z,4310000,151.0,207.0,1,left,MISS K. Caldwell-Pope 25' pullup 3PT,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,
439,PT01M35.00S,2022-03-31T00:38:21.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,82,72,2022-03-31T00:38:38Z,4320000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,438.0,,,,,,,,
440,PT01M35.00S,2022-03-31T00:38:32.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629021,,,1610612764,82,72,2022-03-31T00:38:50Z,4330000,,,0,,M. Wagner personal FOUL (1 PF) (Gill 2 FT),"[1629021, 1630264]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,2882.0,1.0,0.0,Gill,1630264.0,,,,,,,,,
442,PT01M35.00S,2022-03-31T00:39:03.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629655,,,1610612764,83,72,2022-03-31T00:39:03Z,4350000,,,0,,D. Gafford Free Throw 1 of 2 (4 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
443,PT01M35.00S,2022-03-31T00:39:03.7Z,3,REGULAR,substitution,out,[],203484,,,1610612764,83,72,2022-03-31T00:39:38Z,4360000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
445,PT01M35.00S,2022-03-31T00:39:03.7Z,3,REGULAR,substitution,out,[],1630532,,,1610612764,83,72,2022-03-31T00:39:38Z,4380000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
446,PT01M35.00S,2022-03-31T00:39:03.7Z,3,REGULAR,substitution,in,[],1630557,,,1610612764,83,72,2022-03-31T00:39:38Z,4390000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
