actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
93,PT04M16.00S,2022-03-30T23:25:24.4Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,21,22,2022-03-30T23:25:24Z,900000,,,0,,MISS K. Porzingis Free Throw 1 of 2,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Missed,,,,,,,,,,,,,,,,,,
94,PT04M16.00S,2022-03-30T23:25:24.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,21,22,2022-03-30T23:25:24Z,910000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,
95,PT04M16.00S,2022-03-30T23:25:25.2Z,1,REGULAR,substitution,out,[],203107,,,1610612764,21,22,2022-03-30T23:25:41Z,920000,,,0,,SUB out: T. Satoransky,[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M16.00S,2022-03-30T23:25:25.2Z,1,REGULAR,substitution,in,[],202397,,,1610612764,21,22,2022-03-30T23:25:41Z,930000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M16.00S,2022-03-30T23:25:46.6Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,22,22,2022-03-30T23:25:46Z,940000,,,0,,K. Porzingis Free Throw 2 of 2 (6 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
98,PT04M04.00S,2022-03-30T23:26:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.225361366622863,57.1078431372549,1610612753,22,24,2022-03-30T23:26:09Z,950000,-36.0,6.0,1,left,F. Wagner driving Layup (10 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,3.6,Made,10.0,,,,,,,,,,,,,,,,,
99,PT04M04.00S,2022-03-30T23:26:05.1Z,1,REGULAR,foul,personal,['1freethrow'],204001,,,1610612753,22,24,2022-03-30T23:26:14Z,960000,,,0,,K. Porzingis shooting personal FOUL (2 PF) (Wagner 1 FT),"[204001, 1630532]",1610612764.0,WAS,shooting,,,Porzingis,K. Porzingis,,,,,,,,,,,1199.0,2.0,0.0,Wagner,1630532.0,,,,,,,,,
101,PT04M04.00S,2022-03-30T23:26:15.3Z,1,REGULAR,substitution,out,[],203484,,,1610612753,22,24,2022-03-30T23:26:26Z,980000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M04.00S,2022-03-30T23:26:15.3Z,1,REGULAR,substitution,out,[],204001,,,1610612753,22,24,2022-03-30T23:26:26Z,990000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M04.00S,2022-03-30T23:26:15.3Z,1,REGULAR,substitution,in,[],1630557,,,1610612753,22,24,2022-03-30T23:26:26Z,1000000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M04.00S,2022-03-30T23:26:15.3Z,1,REGULAR,substitution,in,[],1629655,,,1610612753,22,24,2022-03-30T23:26:26Z,1010000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M04.00S,2022-03-30T23:26:29.0Z,1,REGULAR,freethrow,1 of 1,[],1630532,,,1610612753,22,25,2022-03-30T23:26:29Z,1020000,,,0,,F. Wagner Free Throw 1 of 1 (11 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
106,PT03M48.00S,2022-03-30T23:26:46.4Z,1,REGULAR,2pt,Jump Shot,[],202397,79.81274638633377,33.82352941176471,1610612764,22,25,2022-03-30T23:26:53Z,1030000,-81.0,137.0,1,right,MISS I. Smith 15' step back Shot - blocked,"[202397, 1630175]",1610612764.0,WAS,step back,,,Smith,I. Smith,,,,,15.94,Missed,,,,,,,,,,,,,,Anthony,1630175.0,,,
107,PT03M48.00S,2022-03-30T23:26:46.4Z,1,REGULAR,block,,[],1630175,,,1610612764,22,25,2022-03-30T23:26:49Z,1040000,,,0,,C. Anthony BLOCK (1 BLK),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M44.00S,2022-03-30T23:26:50.4Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,22,25,2022-03-30T23:26:53Z,1050000,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,106.0,2.0,2.0,0.0,,,,,
109,PT03M39.00S,2022-03-30T23:26:58.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612753,22,25,2022-03-30T23:27:10Z,1060000,,,0,,D. Avdija personal FOUL (1 PF) (Anthony 2 FT),"[1630166, 1630175]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,2882.0,1.0,0.0,Anthony,1630175.0,,,,,,,,,
111,PT03M39.00S,2022-03-30T23:27:29.0Z,1,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,22,26,2022-03-30T23:27:29Z,1080000,,,0,,C. Anthony Free Throw 1 of 2 (7 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
112,PT03M39.00S,2022-03-30T23:27:29.9Z,1,REGULAR,substitution,out,[],1628964,,,1610612753,22,26,2022-03-30T23:27:40Z,1090000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M39.00S,2022-03-30T23:27:29.9Z,1,REGULAR,substitution,in,[],201577,,,1610612753,22,26,2022-03-30T23:27:40Z,1100000,,,0,,SUB in: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M39.00S,2022-03-30T23:27:56.8Z,1,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,22,27,2022-03-30T23:27:56Z,1110000,,,0,,C. Anthony Free Throw 2 of 2 (8 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
115,PT03M19.00S,2022-03-30T23:28:19.3Z,1,REGULAR,turnover,out-of-bounds,[],1629060,,,1610612764,22,27,2022-03-30T23:28:30Z,1120000,,,0,,R. Hachimura lost ball out-of-bounds TURNOVER (2 TO),[1629060],1610612764.0,WAS,lost ball,,,Hachimura,R. Hachimura,,,,,,,,,,,1199.0,,,,,,,,,,,2.0,,
116,PT03M19.00S,2022-03-30T23:28:23.2Z,1,REGULAR,substitution,out,[],1630175,,,1610612753,22,27,2022-03-30T23:28:30Z,1130000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M19.00S,2022-03-30T23:28:23.2Z,1,REGULAR,substitution,in,[],1628365,,,1610612753,22,27,2022-03-30T23:28:30Z,1140000,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M07.00S,2022-03-30T23:28:46.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630532,14.766754270696453,50.0,1610612753,22,29,2022-03-30T23:28:55Z,1150000,0.0,86.0,1,left,F. Wagner 8' turnaround Hook (13 PTS) (R. Lopez 1 AST),"[1630532, 201577]",1610612753.0,ORL,turnaround,,,Wagner,F. Wagner,,,,,8.63,Made,13.0,R. Lopez,201577.0,1.0,,,,,,,,,,,,,,
119,PT02M55.00S,2022-03-30T23:28:57.3Z,1,REGULAR,3pt,Jump Shot,[],1630166,67.32917214191853,36.274509803921575,1610612764,22,29,2022-03-30T23:29:05Z,1160000,-69.0,255.0,1,right,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,
120,PT02M51.00S,2022-03-30T23:29:01.3Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,22,29,2022-03-30T23:29:05Z,1170000,,,0,,C. Okeke REBOUND (Off:1 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,119.0,3.0,2.0,1.0,,,,,
121,PT02M41.00S,2022-03-30T23:29:12.3Z,1,REGULAR,3pt,Jump Shot,[],1629643,12.795663600525614,2.941176470588232,1610612753,22,32,2022-03-30T23:29:21Z,1180000,235.0,68.0,1,left,C. Okeke 24' 3PT  (3 PTS) (R. Hampton 2 AST),"[1629643, 1630181]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,24.49,Made,3.0,R. Hampton,1630181.0,2.0,,,,,,,,,,,,,,
123,PT02M41.00S,2022-03-30T23:29:18.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,22,32,2022-03-30T23:29:18Z,1200000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M41.00S,2022-03-30T23:29:34.8Z,1,REGULAR,substitution,out,[],1629060,,,1610612764,22,32,2022-03-30T23:31:57Z,1210000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M41.00S,2022-03-30T23:29:34.8Z,1,REGULAR,substitution,in,[],1630264,,,1610612764,22,32,2022-03-30T23:31:57Z,1220000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M26.00S,2022-03-30T23:32:23.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,85.20039421813404,56.127450980392155,1610612764,22,32,2022-03-30T23:32:28Z,1230000,31.0,87.0,1,right,MISS D. Gafford 9' Hook,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,9.18,Missed,,,,,,,,,,,,,,,,,,
128,PT02M24.00S,2022-03-30T23:32:25.3Z,1,REGULAR,rebound,defensive,[],201577,,,1610612753,22,32,2022-03-30T23:32:28Z,1240000,,,0,,R. Lopez REBOUND (Off:0 Def:1),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,127.0,1.0,1.0,0.0,,,,,
129,PT02M16.00S,2022-03-30T23:32:34.0Z,1,REGULAR,turnover,lost ball,[],201577,,,1610612753,22,32,2022-03-30T23:32:43Z,1250000,,,0,,R. Lopez lost ball TURNOVER (1 TO),"[201577, 1629655]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,1.0,Gafford,1629655.0
130,PT02M16.00S,2022-03-30T23:32:34.0Z,1,REGULAR,steal,,[],1629655,,,1610612764,22,32,2022-03-30T23:37:37Z,1260000,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M12.00S,2022-03-30T23:32:40.2Z,1,REGULAR,foul,personal,['2freethrow'],1628365,,,1610612764,22,32,2022-03-30T23:32:53Z,1270000,,,0,,M. Fultz shooting personal FOUL (1 PF) (Avdija 2 FT),"[1628365, 1630166]",1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,,,,,,,2882.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,
133,PT02M12.00S,2022-03-30T23:33:02.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630166,,,1610612764,23,32,2022-03-30T23:39:20Z,1290000,,,0,,D. Avdija Free Throw 1 of 2 (4 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
134,PT02M12.00S,2022-03-30T23:33:02.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630166,,,1610612764,23,32,2022-03-30T23:39:20Z,1300000,,,0,,MISS D. Avdija Free Throw 2 of 2,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT02M12.00S,2022-03-30T23:33:02.1Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,23,32,2022-03-30T23:40:52Z,1305000,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,134.0,3.0,3.0,0.0,,,,,
135,PT02M03.00S,2022-03-30T23:33:29.6Z,1,REGULAR,3pt,Jump Shot,[],1629643,20.02299605781866,93.13725490196079,1610612753,23,35,2022-03-30T23:33:45Z,1310000,-216.0,136.0,1,left,C. Okeke 25' 3PT  (6 PTS) (F. Wagner 1 AST),"[1629643, 1630532]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,25.48,Made,6.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,,,,
137,PT01M37.00S,2022-03-30T23:33:55.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,95.31865965834429,63.23529411764706,1610612764,23,35,2022-03-31T00:05:06Z,1330000,66.0,-8.0,1,right,MISS A. Gill 6' driving Layup - blocked,"[1630264, 201577]",1610612764.0,WAS,driving,,,Gill,A. Gill,,,,,6.67,Missed,,,,,,,,,,,,,,Lopez,201577.0,,,
138,PT01M37.00S,2022-03-30T23:33:55.8Z,1,REGULAR,block,,[],201577,,,1610612764,23,35,2022-03-30T23:34:00Z,1340000,,,0,,R. Lopez BLOCK (1 BLK),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M37.00S,2022-03-30T23:33:55.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,23,35,2022-03-30T23:34:20Z,1350000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,
141,PT01M37.00S,2022-03-30T23:34:04.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612764,23,35,2022-03-30T23:34:27Z,1360000,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,,,,,,,2005.0,,,,,,,,,,,,,
142,PT01M37.00S,2022-03-30T23:34:07.1Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,23,35,2022-03-30T23:34:15Z,1370000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M37.00S,2022-03-30T23:34:07.1Z,1,REGULAR,substitution,in,[],203082,,,1610612753,23,35,2022-03-30T23:34:15Z,1380000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M25.00S,2022-03-30T23:34:26.5Z,1,REGULAR,2pt,Layup,['fromturnover'],1628365,8.459264126149804,33.82352941176471,1610612753,23,35,2022-03-30T23:34:32Z,1390000,81.0,27.0,1,left,MISS M. Fultz 8' Layup,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,8.53,Missed,,,,,,,,,,,,,,,,,,
145,PT01M23.00S,2022-03-30T23:34:28.5Z,1,REGULAR,rebound,defensive,[],202397,,,1610612764,23,35,2022-03-30T23:34:32Z,1400000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,
146,PT01M09.00S,2022-03-30T23:34:43.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.69053876478318,54.90196078431372,1610612764,25,35,2022-03-30T23:34:50Z,1410000,25.0,16.0,1,right,D. Avdija driving Layup (6 PTS) (I. Smith 1 AST),"[1630166, 202397]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,2.94,Made,6.0,I. Smith,202397.0,1.0,,,,,,,,,,,,,,
148,PT00M43.70S,2022-03-30T23:35:08.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,8.196452036793687,63.970588235294116,1610612753,25,35,2022-03-30T23:35:14Z,1430000,-70.0,25.0,1,left,MISS R. Hampton 7' driving Layup - blocked,"[1630181, 1630166]",1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,7.41,Missed,,,,,,,,,,,,,,Avdija,1630166.0,,,
149,PT00M43.70S,2022-03-30T23:35:08.3Z,1,REGULAR,block,,[],1630166,,,1610612753,25,35,2022-03-30T23:35:11Z,1440000,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M40.90S,2022-03-30T23:35:11.1Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,25,35,2022-03-30T23:35:14Z,1450000,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,148.0,1.0,1.0,0.0,,,,,
151,PT00M32.20S,2022-03-30T23:35:20.8Z,1,REGULAR,3pt,Jump Shot,[],1630166,67.9862023653088,28.431372549019613,1610612764,25,35,2022-03-30T23:35:27Z,1460000,-108.0,248.0,1,right,MISS D. Avdija 27' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,27.08,Missed,,,,,,,,,,,,,,,,,,
152,PT00M28.90S,2022-03-30T23:35:24.1Z,1,REGULAR,rebound,offensive,[],1630264,,,1610612764,25,35,2022-03-30T23:35:27Z,1470000,,,0,,A. Gill REBOUND (Off:1 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,151.0,1.0,0.0,1.0,,,,,
153,PT00M28.90S,2022-03-30T23:35:26.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630264,92.95335085413929,50.49019607843137,1610612764,27,35,2022-03-31T00:05:34Z,1480000,2.0,14.0,1,right,A. Gill putback Layup (2 PTS),[1630264],1610612764.0,WAS,putback,,,Gill,A. Gill,,,,,1.39,Made,2.0,,,,,,,,,,,,,,,,,
154,PT00M07.30S,2022-03-30T23:35:50.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630557,,,1610612753,27,35,2022-03-30T23:36:02Z,1490000,,,0,,C. Kispert shooting personal FOUL (1 PF) (Lopez 2 FT),"[1630557, 201577]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,,,,,,,2882.0,1.0,0.0,Lopez,201577.0,,,,,,,,,
156,PT00M07.30S,2022-03-30T23:36:21.7Z,1,REGULAR,freethrow,1 of 2,[],201577,,,1610612753,27,35,2022-03-30T23:36:21Z,1510000,,,0,,MISS R. Lopez Free Throw 1 of 2,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,Missed,,,,,,,,,,,,,,,,,,
157,PT00M07.30S,2022-03-30T23:36:21.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,27,35,2022-03-30T23:36:21Z,1520000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,156.0,,,,,,,,
158,PT00M07.30S,2022-03-30T23:36:22.6Z,1,REGULAR,substitution,out,[],1630181,,,1610612753,27,35,2022-03-30T23:36:27Z,1530000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M07.30S,2022-03-30T23:36:22.6Z,1,REGULAR,substitution,in,[],1629649,,,1610612753,27,35,2022-03-30T23:36:27Z,1540000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M07.30S,2022-03-30T23:36:21.7Z,1,REGULAR,freethrow,2 of 2,[],201577,,,1610612753,27,35,2022-03-30T23:36:44Z,1550000,,,0,,MISS R. Lopez Free Throw 2 of 2,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,Missed,,,,,,,,,,,,,,,,,,
161,PT00M05.40S,2022-03-30T23:36:23.6Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,27,35,2022-03-30T23:36:44Z,1560000,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,160.0,2.0,2.0,0.0,,,,,
162,PT00M01.00S,2022-03-30T23:36:49.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629643,,,1610612764,27,35,2022-03-30T23:37:02Z,1570000,,,0,,C. Okeke shooting personal FOUL (2 PF) (Gafford 2 FT),"[1629643, 1629655]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,,,,,,,2882.0,2.0,0.0,Gafford,1629655.0,,,,,,,,,
164,PT00M01.00S,2022-03-30T23:37:23.3Z,1,REGULAR,freethrow,1 of 2,[],1629655,,,1610612764,27,35,2022-03-30T23:37:23Z,1590000,,,0,,MISS D. Gafford Free Throw 1 of 2,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Missed,,,,,,,,,,,,,,,,,,
165,PT00M01.00S,2022-03-30T23:37:23.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,27,35,2022-03-30T23:37:23Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,164.0,,,,,,,,
166,PT00M01.00S,2022-03-30T23:37:45.9Z,1,REGULAR,freethrow,2 of 2,[],1629655,,,1610612764,28,35,2022-03-30T23:37:45Z,1610000,,,0,,D. Gafford Free Throw 2 of 2 (1 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
167,PT00M00.30S,2022-03-30T23:37:50.3Z,1,REGULAR,3pt,Jump Shot,[],1628365,82.9664914586071,20.09803921568627,1610612753,28,35,2022-03-30T23:38:10Z,1620000,150.0,727.0,1,left,MISS M. Fultz 74' 3PT,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,74.26,Missed,,,,,,,,,,,,,,,,,,
168,PT00M00.10S,2022-03-30T23:37:50.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,28,35,2022-03-30T23:38:10Z,1630000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,167.0,,,,,,,,
169,PT00M00.00S,2022-03-30T23:38:12.6Z,1,REGULAR,period,end,[],0,,,1610612753,28,35,2022-03-30T23:38:12Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-03-30T23:38:20.5Z,2,REGULAR,substitution,out,['startperiod'],1629643,,,1610612753,28,35,2022-03-30T23:40:23Z,1650000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-03-30T23:38:20.5Z,2,REGULAR,substitution,in,['startperiod'],1629021,,,1610612753,28,35,2022-03-30T23:40:23Z,1660000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-03-30T23:40:36.0Z,2,REGULAR,period,start,[],0,,,1610612753,28,35,2022-03-30T23:40:36Z,1670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M43.00S,2022-03-30T23:40:52.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,7.539421813403408,43.627450980392155,1610612753,28,37,2022-03-30T23:41:00Z,1680000,32.0,18.0,1,left,M. Wagner driving Layup (2 PTS) (R. Lopez 2 AST),"[1629021, 201577]",1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,3.68,Made,2.0,R. Lopez,201577.0,2.0,,,,,,,,,,,,,,
175,PT11M25.00S,2022-03-30T23:41:09.9Z,2,REGULAR,3pt,Jump Shot,[],1630557,92.95335085413929,2.4509803921568647,1610612764,31,37,2022-03-30T23:41:15Z,1700000,-238.0,14.0,1,right,C. Kispert 3PT  (5 PTS) (D. Avdija 2 AST),"[1630557, 1630166]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,23.81,Made,5.0,D. Avdija,1630166.0,2.0,,,,,,,,,,,,,,
177,PT11M00.00S,2022-03-30T23:41:34.3Z,2,REGULAR,turnover,lost ball,[],1629021,,,1610612753,31,37,2022-03-30T23:41:41Z,1720000,,,0,,M. Wagner lost ball TURNOVER (1 TO),"[1629021, 202397]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,1.0,Smith,202397.0
178,PT11M00.00S,2022-03-30T23:41:34.3Z,2,REGULAR,steal,,[],202397,,,1610612764,31,37,2022-03-30T23:41:38Z,1730000,,,0,,I. Smith STEAL (1 STL),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M55.00S,2022-03-30T23:41:40.2Z,2,REGULAR,turnover,bad pass,[],202397,,,1610612764,31,37,2022-03-30T23:41:45Z,1740000,,,0,,I. Smith bad pass TURNOVER (1 TO),"[202397, 1628365]",1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,1.0,Fultz,1628365.0
180,PT10M55.00S,2022-03-30T23:41:40.2Z,2,REGULAR,steal,,[],1628365,,,1610612753,31,37,2022-03-30T23:41:42Z,1750000,,,0,,M. Fultz STEAL (1 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M51.00S,2022-03-30T23:41:44.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629649,27.77595269382391,82.1078431372549,1610612753,31,37,2022-03-30T23:41:50Z,1760000,-161.0,209.0,1,left,MISS I. Brazdeikis 26' 3PT,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,
