actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
507,PT00M07.40S,2021-10-30T22:50:10.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,92.06636005256242,47.549019607843135,1610612764,76,73,2021-10-30T22:53:32Z,4860000,-12.0,22.0,1,right,D. Avdija Layup (3 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,2.53,Made,,,,,,,,,3.0,,,,,,,,,,
508,PT00M00.00S,2021-10-30T22:50:22.5Z,3,REGULAR,period,end,[],0,,,1610612738,76,73,2021-10-30T22:50:22Z,4870000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2021-10-30T22:51:45.3Z,4,REGULAR,substitution,out,['startperiod'],1628988,,,1610612738,76,73,2021-10-30T22:52:54Z,4880000,,,0,,SUB out: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2021-10-30T22:51:45.3Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,76,73,2021-10-30T22:52:54Z,4890000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2021-10-30T22:51:45.3Z,4,REGULAR,substitution,out,['startperiod'],1629641,,,1610612738,76,73,2021-10-30T22:52:54Z,4900000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2021-10-30T22:51:45.3Z,4,REGULAR,substitution,in,['startperiod'],203526,,,1610612738,76,73,2021-10-30T22:52:54Z,4910000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2021-10-30T22:51:45.3Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,76,73,2021-10-30T22:52:54Z,4920000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2021-10-30T22:51:45.3Z,4,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,76,73,2021-10-30T22:52:54Z,4930000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2021-10-30T22:53:09.1Z,4,REGULAR,period,start,[],0,,,1610612738,76,73,2021-10-30T22:53:09Z,4940000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT11M49.00S,2021-10-30T22:53:23.9Z,4,REGULAR,foul,personal,['2freethrow'],202722,,,1610612738,76,73,2021-10-30T22:53:32Z,4950000,,,0,,D. Bertans shooting personal FOUL (1 PF) (Williams 2 FT),"[202722, 1629684]",1610612764.0,WAS,shooting,,,Bertans,D. Bertans,,,,,,,,,,,1155.0,,,,,1.0,0.0,Williams,1629684.0,,,,,,
518,PT11M49.00S,2021-10-30T22:53:53.9Z,4,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,76,74,2021-10-30T22:53:53Z,4970000,,,0,,G. Williams Free Throw 1 of 2 (5 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,,,,,5.0,,,,,,,,,,
519,PT11M49.00S,2021-10-30T22:54:08.0Z,4,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,76,75,2021-10-30T22:54:08Z,4980000,,,0,,G. Williams Free Throw 2 of 2 (6 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,,,,,6.0,,,,,,,,,,
520,PT11M30.00S,2021-10-30T22:54:31.0Z,4,REGULAR,foul,personal,['2freethrow'],203953,,,1610612764,76,75,2021-10-30T22:54:58Z,4990000,,,0,,J. Parker shooting personal FOUL (2 PF) (Dinwiddie 2 FT),"[203953, 203915]",1610612738.0,BOS,shooting,,,Parker,J. Parker,,,,,,,,,,,2534.0,,,,,2.0,0.0,Dinwiddie,203915.0,,,,,,
522,PT11M30.00S,2021-10-30T22:54:53.3Z,4,REGULAR,freethrow,1 of 2,[],203915,,,1610612764,77,75,2021-10-30T22:54:53Z,5010000,,,0,,S. Dinwiddie Free Throw 1 of 2 (8 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,,,8.0,,,,,,,,,,
523,PT11M30.00S,2021-10-30T22:55:05.0Z,4,REGULAR,freethrow,2 of 2,[],203915,,,1610612764,78,75,2021-10-30T22:55:05Z,5020000,,,0,,S. Dinwiddie Free Throw 2 of 2 (9 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,,,9.0,,,,,,,,,,
524,PT11M11.00S,2021-10-30T22:55:23.9Z,4,REGULAR,turnover,bad pass,[],1630202,,,1610612738,78,75,2021-10-30T22:55:28Z,5030000,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 203526]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,1.0,Neto,203526.0,,,,,,,,,,,
525,PT11M11.00S,2021-10-30T22:55:23.9Z,4,REGULAR,steal,,[],203526,,,1610612764,78,75,2021-10-30T22:58:10Z,5040000,,,0,,R. Neto STEAL (1 STL),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT11M04.00S,2021-10-30T22:55:30.9Z,4,REGULAR,turnover,bad pass,[],203526,,,1610612764,78,75,2021-10-30T22:55:35Z,5050000,,,0,,R. Neto bad pass TURNOVER (1 TO),"[203526, 1628369]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,,,,,,
527,PT11M04.00S,2021-10-30T22:55:30.9Z,4,REGULAR,steal,,[],1628369,,,1610612738,78,75,2021-10-30T22:55:33Z,5060000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT11M00.00S,2021-10-30T22:55:36.1Z,4,REGULAR,foul,personal,['2freethrow'],203915,,,1610612738,78,75,2021-10-30T22:55:55Z,5070000,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Tatum 2 FT),"[203915, 1628369]",1610612764.0,WAS,shooting,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,2534.0,,,,,1.0,0.0,Tatum,1628369.0,,,,,,
530,PT11M00.00S,2021-10-30T22:56:09.5Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628369,,,1610612738,78,76,2021-10-30T22:56:09Z,5090000,,,0,,J. Tatum Free Throw 1 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,15.0,,,,,,,,,,
531,PT11M00.00S,2021-10-30T22:56:26.7Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628369,,,1610612738,78,77,2021-10-30T22:56:26Z,5100000,,,0,,J. Tatum Free Throw 2 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,16.0,,,,,,,,,,
532,PT10M48.00S,2021-10-30T22:56:43.3Z,4,REGULAR,foul,personal,[],1630202,,,1610612764,78,77,2021-10-30T22:56:52Z,5110000,,,0,,P. Pritchard personal FOUL (2 PF),"[1630202, 203915]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,2534.0,,,,,2.0,0.0,Dinwiddie,203915.0,,,,,,
534,PT10M48.00S,2021-10-30T22:56:52.7Z,4,REGULAR,substitution,out,[],202722,,,1610612764,78,77,2021-10-30T22:57:00Z,5130000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT10M48.00S,2021-10-30T22:56:52.7Z,4,REGULAR,substitution,in,[],203484,,,1610612764,78,77,2021-10-30T22:57:00Z,5140000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT10M39.00S,2021-10-30T22:57:21.6Z,4,REGULAR,3pt,Jump Shot,[],203915,69.72733245729303,21.07843137254902,1610612764,78,77,2021-10-30T22:57:28Z,5150000,-145.0,232.0,1,right,MISS S. Dinwiddie 27' step back 3PT,[203915],1610612764.0,WAS,step back,,,Dinwiddie,S. Dinwiddie,,,,,27.35,Missed,,,,,,,,,,,,,,,,,,,
537,PT10M36.00S,2021-10-30T22:57:25.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,78,77,2021-10-30T22:57:25Z,5160000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,536.0,,,,,,,,,,,,,,,,,,
538,PT10M36.00S,2021-10-30T22:57:27.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,78,77,2021-10-30T22:57:27Z,5170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT10M28.00S,2021-10-30T22:57:39.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,16.507884362680684,38.72549019607843,1610612738,78,77,2021-10-30T22:59:40Z,5180000,56.0,103.0,1,left,MISS J. Tatum 11' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,11.72,Missed,,,,,,,,,,,,,,,,,,,
540,PT10M25.00S,2021-10-30T22:57:42.8Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,78,77,2021-10-30T22:57:42Z,5190000,,,0,,J. Tatum REBOUND (Off:2 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,539.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
541,PT10M23.00S,2021-10-30T22:57:44.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628369,7.703679369250986,52.20588235294118,1610612738,78,77,2021-10-30T22:57:48Z,5200000,-11.0,20.0,1,left,MISS J. Tatum Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.27,Missed,,,,,,,,,,,,,,,,,,,
542,PT10M21.00S,2021-10-30T22:57:46.6Z,4,REGULAR,rebound,defensive,[],203526,,,1610612764,78,77,2021-10-30T22:57:48Z,5210000,,,0,,R. Neto REBOUND (Off:0 Def:2),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,541.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
543,PT10M17.00S,2021-10-30T22:57:51.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628398,89.17542706964521,52.94117647058824,1610612764,80,77,2021-10-30T22:57:55Z,5220000,15.0,49.0,1,right,K. Kuzma floating Jump Shot (14 PTS) (R. Neto 3 AST),"[1628398, 203526]",1610612764.0,WAS,floating,,,Kuzma,K. Kuzma,,,,,5.14,Made,,,,,,,,,14.0,,,,,R. Neto,203526.0,3.0,,,
545,PT10M00.00S,2021-10-30T22:58:07.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.623521681997373,52.69607843137255,1610612738,80,77,2021-10-30T22:58:11Z,5240000,-13.0,29.0,1,left,MISS J. Tatum Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,3.16,Missed,,,,,,,,,,,,,,,,,,,
546,PT09M58.00S,2021-10-30T22:58:09.3Z,4,REGULAR,rebound,defensive,[],203526,,,1610612764,80,77,2021-10-30T22:58:11Z,5250000,,,0,,R. Neto REBOUND (Off:0 Def:3),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,545.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
547,PT09M58.00S,2021-10-30T22:58:11.2Z,4,REGULAR,foul,personal,[],1629684,,,1610612764,80,77,2021-10-30T22:58:25Z,5260000,,,0,,G. Williams take personal FOUL (2 PF),"[1629684, 203526]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,2534.0,,,,,2.0,0.0,Neto,203526.0,,,,,,
549,PT09M42.00S,2021-10-30T22:58:43.1Z,4,REGULAR,3pt,Jump Shot,[],203526,72.35545335085413,13.480392156862745,1610612764,80,77,2021-10-30T22:58:50Z,5280000,-183.0,207.0,1,right,MISS R. Neto 27' 3PT,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,27.63,Missed,,,,,,,,,,,,,,,,,,,
550,PT09M39.00S,2021-10-30T22:58:46.1Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,80,77,2021-10-30T22:58:50Z,5290000,,,0,,P. Pritchard REBOUND (Off:0 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,549.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
551,PT09M30.00S,2021-10-30T22:58:54.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203953,14.273981603153747,47.30392156862745,1610612738,80,79,2021-10-30T22:59:03Z,5300000,13.0,82.0,1,left,J. Parker 8' Jump Shot (4 PTS),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,8.28,Made,,,,,,,,,4.0,,,,,,,,,,
552,PT09M17.00S,2021-10-30T22:59:10.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203915,92.59198423127464,47.30392156862745,1610612764,82,79,2021-10-30T23:01:03Z,5310000,-13.0,17.0,1,right,S. Dinwiddie driving Layup (11 PTS),[203915],1610612764.0,WAS,driving,,,Dinwiddie,S. Dinwiddie,,,,,2.18,Made,,,,,,,,,11.0,,,,,,,,,,
553,PT09M17.00S,2021-10-30T22:59:13.1Z,4,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612764,82,79,2021-10-30T22:59:22Z,5320000,,,0,,G. Williams shooting personal FOUL (3 PF) (Dinwiddie 1 FT),"[1629684, 203915]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,1627519.0,,,,,3.0,0.0,Dinwiddie,203915.0,,,,,,
555,PT09M17.00S,2021-10-30T22:59:38.9Z,4,REGULAR,freethrow,1 of 1,[],203915,,,1610612764,83,79,2021-10-30T22:59:38Z,5340000,,,0,,S. Dinwiddie Free Throw 1 of 1 (12 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,,,12.0,,,,,,,,,,
556,PT09M05.00S,2021-10-30T22:59:52.8Z,4,REGULAR,3pt,Jump Shot,[],1630202,22.552562417871222,91.91176470588235,1610612738,83,82,2021-10-30T22:59:57Z,5350000,-210.0,159.0,1,left,P. Pritchard 26' 3PT pullup (3 PTS) (J. Tatum 2 AST),"[1630202, 1628369]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,26.34,Made,,,,,,,,,3.0,,,,,J. Tatum,1628369.0,2.0,,,
558,PT08M48.00S,2021-10-30T23:00:12.8Z,4,REGULAR,foul,offensive,[],1628398,,,1610612764,83,82,2021-10-30T23:00:24Z,5370000,,,0,,K. Kuzma offensive FOUL (3 PF),"[1628398, 1626196]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,1155.0,,,,,3.0,0.0,Richardson,1626196.0,,,,,,
560,PT08M48.00S,2021-10-30T23:00:12.8Z,4,REGULAR,turnover,offensive foul,[],1628398,,,1610612764,83,82,2021-10-30T23:00:12Z,5390000,,,0,,K. Kuzma offensive foul TURNOVER (2 TO),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,1155.0,2.0,,,,,,,,,,,,,
561,PT08M48.00S,2021-10-30T23:00:25.5Z,4,REGULAR,substitution,out,[],203915,,,1610612738,83,82,2021-10-30T23:00:31Z,5400000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M48.00S,2021-10-30T23:00:25.5Z,4,REGULAR,substitution,in,[],1628988,,,1610612738,83,82,2021-10-30T23:00:31Z,5410000,,,0,,SUB in: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M42.00S,2021-10-30T23:00:36.9Z,4,REGULAR,foul,offensive,[],1628369,,,1610612738,83,82,2021-10-30T23:00:47Z,5420000,,,0,,J. Tatum offensive FOUL (3 PF),"[1628369, 203484]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,1627519.0,,,,,3.0,0.0,Caldwell-Pope,203484.0,,,,,,
565,PT08M42.00S,2021-10-30T23:00:36.9Z,4,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,83,82,2021-10-30T23:00:36Z,5440000,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,1627519.0,1.0,,,,,,,,,,,,,
566,PT08M42.00S,2021-10-30T23:00:46.8Z,4,REGULAR,substitution,out,[],203526,,,1610612764,83,82,2021-10-30T23:00:54Z,5450000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT08M42.00S,2021-10-30T23:00:46.8Z,4,REGULAR,substitution,in,[],203078,,,1610612764,83,82,2021-10-30T23:00:54Z,5460000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT08M23.00S,2021-10-30T23:01:22.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612764,83,82,2021-10-30T23:01:28Z,5470000,,,0,,G. Williams shooting personal FOUL (4 PF) (Beal 2 FT),"[1629684, 203078]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,1155.0,,,,,4.0,0.0,Beal,203078.0,,,,,,
570,PT08M23.00S,2021-10-30T23:01:51.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203078,,,1610612764,84,82,2021-10-30T23:01:51Z,5490000,,,0,,B. Beal Free Throw 1 of 2 (23 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Made,,,,,,,,,23.0,,,,,,,,,,
571,PT08M23.00S,2021-10-30T23:01:54.1Z,4,REGULAR,substitution,out,[],203953,,,1610612764,84,82,2021-10-30T23:02:01Z,5500000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT08M23.00S,2021-10-30T23:01:54.1Z,4,REGULAR,substitution,in,[],201143,,,1610612764,84,82,2021-10-30T23:02:01Z,5510000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT08M23.00S,2021-10-30T23:02:23.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203078,,,1610612764,85,82,2021-10-30T23:02:23Z,5520000,,,0,,B. Beal Free Throw 2 of 2 (24 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Made,,,,,,,,,24.0,,,,,,,,,,
574,PT08M03.00S,2021-10-30T23:02:44.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,7.046649145860711,55.14705882352941,1610612738,85,82,2021-10-30T23:02:53Z,5530000,-26.0,14.0,1,left,MISS J. Richardson Layup - blocked,"[1626196, 1628398]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,2.91,Missed,,,,,,,,,,,,,,,,,Kuzma,1628398.0,
575,PT08M03.00S,2021-10-30T23:02:44.9Z,4,REGULAR,block,,[],1628398,,,1610612738,85,82,2021-10-30T23:02:47Z,5540000,,,0,,K. Kuzma BLOCK (2 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT08M03.00S,2021-10-30T23:02:44.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,85,82,2021-10-30T23:02:53Z,5550000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,574.0,,,,,,,,,,,,,,,,,,
577,PT08M03.00S,2021-10-30T23:02:51.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,85,82,2021-10-30T23:02:51Z,5560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT08M03.00S,2021-10-30T23:02:52.2Z,4,REGULAR,substitution,out,[],1628398,,,1610612738,85,82,2021-10-30T23:02:58Z,5570000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT08M03.00S,2021-10-30T23:02:52.2Z,4,REGULAR,substitution,in,[],1626149,,,1610612738,85,82,2021-10-30T23:02:58Z,5580000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M58.00S,2021-10-30T23:03:13.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,7.703679369250986,64.70588235294117,1610612738,85,82,2021-10-30T23:03:35Z,5590000,-74.0,20.0,1,left,MISS J. Tatum 7' Layup - blocked,"[1628369, 1626149]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,7.61,Missed,,,,,,,,,,,,,,,,,Harrell,1626149.0,
581,PT07M58.00S,2021-10-30T23:03:13.5Z,4,REGULAR,block,,[],1626149,,,1610612738,85,82,2021-10-30T23:03:17Z,5600000,,,0,,M. Harrell BLOCK (1 BLK),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M58.00S,2021-10-30T23:03:13.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,85,82,2021-10-30T23:03:35Z,5610000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,580.0,,,,,,,,,,,,,,,,,,
583,PT07M58.00S,2021-10-30T23:03:23.7Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,85,82,2021-10-30T23:03:42Z,5620000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,1155.0,,,,,,,,,,,,,,
584,PT07M43.00S,2021-10-30T23:03:53.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628988,83.39356110381078,96.56862745098039,1610612764,88,82,2021-10-30T23:03:58Z,5630000,233.0,104.0,1,right,A. Holiday 25' 3PT  (6 PTS) (B. Beal 5 AST),"[1628988, 203078]",1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,25.48,Made,,,,,,,,,6.0,,,,,B. Beal,203078.0,5.0,,,
586,PT07M17.00S,2021-10-30T23:04:20.3Z,4,REGULAR,2pt,Jump Shot,[],1630202,12.220762155059132,10.071997549019608,1610612738,88,84,2021-10-30T23:08:33Z,5650000,200.0,62.0,1,left,P. Pritchard 20' Jump Shot (5 PTS) (J. Tatum 3 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,20.91,Made,,,,,,,,,5.0,,,,,J. Tatum,1628369.0,3.0,,,
587,PT06M59.00S,2021-10-30T23:04:37.1Z,4,REGULAR,3pt,Jump Shot,[],1630166,79.05716162943496,91.66666666666666,1610612764,88,84,2021-10-30T23:04:41Z,5660000,208.0,144.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,,
588,PT06M57.00S,2021-10-30T23:04:39.1Z,4,REGULAR,rebound,offensive,[],1626149,,,1610612764,88,84,2021-10-30T23:04:41Z,5670000,,,0,,M. Harrell REBOUND (Off:3 Def:7),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,587.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
589,PT06M57.00S,2021-10-30T23:04:40.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,92.32917214191852,46.32352941176471,1610612764,90,84,2021-10-30T23:04:44Z,5680000,-18.0,20.0,1,right,M. Harrell Layup (18 PTS),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,2.69,Made,,,,,,,,,18.0,,,,,,,,,,
591,PT06M45.00S,2021-10-30T23:04:55.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.886333771353483,47.549019607843135,1610612738,90,86,2021-10-30T23:05:04Z,5690000,12.0,31.0,1,left,J. Tatum Layup (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,3.34,Made,,,,,,,,,18.0,,,,,,,,,,
592,PT06M45.00S,2021-10-30T23:04:59.7Z,4,REGULAR,foul,personal,['1freethrow'],1626149,,,1610612738,90,86,2021-10-30T23:05:06Z,5700000,,,0,,M. Harrell shooting personal FOUL (5 PF) (Tatum 1 FT),"[1626149, 1628369]",1610612764.0,WAS,shooting,,,Harrell,M. Harrell,,,,,,,,,,,1155.0,,,,,5.0,0.0,Tatum,1628369.0,,,,,,
594,PT06M45.00S,2021-10-30T23:05:12.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,90,86,2021-10-30T23:08:33Z,5720000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT06M45.00S,2021-10-30T23:07:00.1Z,4,REGULAR,substitution,out,[],1626149,,,1610612738,90,86,2021-10-30T23:08:33Z,5730000,,,0,,SUB out: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M45.00S,2021-10-30T23:07:00.1Z,4,REGULAR,substitution,out,[],1626196,,,1610612738,90,86,2021-10-30T23:08:33Z,5740000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M45.00S,2021-10-30T23:07:00.1Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,90,86,2021-10-30T23:08:33Z,5750000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M45.00S,2021-10-30T23:07:00.1Z,4,REGULAR,substitution,in,[],1628398,,,1610612738,90,86,2021-10-30T23:08:33Z,5760000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
