actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
93,PT04M45.00S,2021-11-23T00:24:39.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,16.245072273324574,44.36274509803921,1610612766,18,16,2021-11-23T00:24:49Z,930000,28.0,100.0,1,left,MISS L. Ball 10' Layup - blocked,"[1630163, 1628398]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,10.41,Missed,,,,,,,,,,Kuzma,1628398.0,,,,,,
94,PT04M45.00S,2021-11-23T00:24:39.7Z,1,REGULAR,block,,[],1628398,,,1610612766,18,16,2021-11-23T00:24:46Z,940000,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M45.00S,2021-11-23T00:24:39.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,18,16,2021-11-23T00:24:49Z,950000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,
96,PT04M40.00S,2021-11-23T00:24:58.3Z,1,REGULAR,turnover,bad pass,[],1626179,,,1610612766,18,16,2021-11-23T00:25:03Z,960000,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 203078]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,1.0,,,,,,,,,,,,,,,,,Beal,203078.0,
97,PT04M40.00S,2021-11-23T00:24:58.3Z,1,REGULAR,steal,,[],203078,,,1610612764,18,16,2021-11-23T00:25:00Z,970000,,,0,,B. Beal STEAL (1 STL),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M36.00S,2021-11-23T00:25:02.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203526,93.38042049934296,53.431372549019606,1610612764,20,16,2021-11-23T00:25:07Z,980000,17.0,10.0,1,right,R. Neto running Layup (4 PTS) (B. Beal 3 AST),"[203526, 203078]",1610612764.0,WAS,running,,,Neto,R. Neto,,,,,,,1.97,Made,,,,,4.0,,,,,,,B. Beal,203078.0,3.0,,,
100,PT04M36.00S,2021-11-23T00:25:05.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,20,16,2021-11-23T00:25:05Z,1000000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M20.00S,2021-11-23T00:28:14.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,17.559132720105126,40.68627450980392,1610612766,20,18,2021-11-23T00:28:18Z,1010000,47.0,113.0,1,left,K. Oubre Jr. 12' pullup Jump Shot (2 PTS),[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,,,12.19,Made,,,,,2.0,,,,,,,,,,,,
102,PT04M04.00S,2021-11-23T00:28:33.4Z,1,REGULAR,foul,personal,[],1626179,,,1610612764,20,18,2021-11-23T00:28:39Z,1020000,,,0,,T. Rozier personal FOUL (2 PF),"[1626179, 203526]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,200834.0,,,,,,,,,2.0,0.0,Neto,203526.0,,,,,,,,
104,PT04M04.00S,2021-11-23T00:28:41.9Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,20,18,2021-11-23T00:28:48Z,1040000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M04.00S,2021-11-23T00:28:41.9Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,20,18,2021-11-23T00:28:48Z,1050000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M58.00S,2021-11-23T00:29:03.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,91.01511169513797,50.0,1610612764,22,18,2021-11-23T00:29:10Z,1060000,0.0,32.0,1,right,M. Harrell cutting DUNK (2 PTS) (B. Beal 4 AST),"[1626149, 203078]",1610612764.0,WAS,cutting,,,Harrell,M. Harrell,,,,,,,3.2,Made,,,,,2.0,,,,,,,B. Beal,203078.0,4.0,,,
108,PT03M43.00S,2021-11-23T00:29:18.2Z,1,REGULAR,3pt,Jump Shot,[],1626162,7.178055190538765,5.392156862745098,1610612766,22,21,2021-11-23T00:29:23Z,1080000,223.0,15.0,1,left,K. Oubre Jr. 3PT  (5 PTS) (C. Martin 1 AST),"[1626162, 1628998]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,22.35,Made,,,,,5.0,,,,,,,C. Martin,1628998.0,1.0,,,
110,PT03M23.00S,2021-11-23T00:29:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,89.83245729303549,39.46078431372549,1610612764,22,21,2021-11-23T00:29:47Z,1100000,-53.0,43.0,1,right,MISS M. Harrell 6' Layup,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,6.81,Missed,,,,,,,,,,,,,,,,,
111,PT03M22.00S,2021-11-23T00:29:39.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,22,21,2021-11-23T00:29:47Z,1110000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,
112,PT03M22.00S,2021-11-23T00:29:46.1Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,22,21,2021-11-23T00:29:51Z,1120000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M22.00S,2021-11-23T00:29:46.1Z,1,REGULAR,substitution,in,[],1628970,,,1610612766,22,21,2021-11-23T00:29:51Z,1130000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M12.00S,2021-11-23T00:30:08.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,7.178055190538765,47.05882352941176,1610612766,22,23,2021-11-23T00:30:12Z,1140000,15.0,15.0,1,left,N. Richards cutting DUNK (2 PTS) (L. Ball 1 AST),"[1630208, 1630163]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,,,2.1,Made,,,,,2.0,,,,,,,L. Ball,1630163.0,1.0,,,
116,PT03M00.00S,2021-11-23T00:30:19.3Z,1,REGULAR,3pt,Jump Shot,[],203526,73.80091984231275,84.06862745098039,1610612764,22,23,2021-11-23T00:30:22Z,1160000,170.0,194.0,1,right,MISS R. Neto 25' pullup 3PT,[203526],1610612764.0,WAS,pullup,,,Neto,R. Neto,,,,,,,25.8,Missed,,,,,,,,,,,,,,,,,
117,PT02M58.00S,2021-11-23T00:30:21.3Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,22,23,2021-11-23T00:30:22Z,1170000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,
118,PT02M50.00S,2021-11-23T00:30:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,8.623521681997373,62.5,1610612766,22,23,2021-11-23T00:30:36Z,1180000,-62.0,29.0,1,left,MISS N. Richards 6' Layup,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,6.87,Missed,,,,,,,,,,,,,,,,,
119,PT02M49.00S,2021-11-23T00:30:31.2Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,22,23,2021-11-23T00:30:31Z,1190000,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,118.0,2.0,1.0,1.0,,,,,,,,,,,,,
120,PT02M47.00S,2021-11-23T00:30:32.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,9.937582128777924,4.901960784313726,1610612766,22,23,2021-11-23T00:31:27Z,1200000,225.0,41.0,1,left,MISS L. Ball pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,,,22.92,Missed,,,,,,,,,,,,,,,,,
121,PT02M47.00S,2021-11-23T00:30:32.7Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,22,23,2021-11-23T00:30:41Z,1210000,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,120.0,1.0,0.0,1.0,,,,,,,,,,,,,
122,PT02M45.00S,2021-11-23T00:30:37.8Z,1,REGULAR,foul,personal,['2freethrow'],1626149,,,1610612766,22,23,2021-11-23T00:30:44Z,1220000,,,0,,M. Harrell shooting personal FOUL (1 PF) (Richards 2 FT),"[1626149, 1630208]",1610612764.0,WAS,shooting,,,Harrell,M. Harrell,,,,,200834.0,,,,,,,,,1.0,0.0,Richards,1630208.0,,,,,,,,
124,PT02M45.00S,2021-11-23T00:31:04.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630208,,,1610612766,22,24,2021-11-23T00:31:30Z,1240000,,,0,,N. Richards Free Throw 1 of 2 (3 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
125,PT02M45.00S,2021-11-23T00:31:06.2Z,1,REGULAR,substitution,out,[],203078,,,1610612766,22,24,2021-11-23T00:31:26Z,1250000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M45.00S,2021-11-23T00:31:06.2Z,1,REGULAR,substitution,out,[],203526,,,1610612766,22,24,2021-11-23T00:31:26Z,1260000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M45.00S,2021-11-23T00:31:06.2Z,1,REGULAR,substitution,in,[],203915,,,1610612766,22,24,2021-11-23T00:31:26Z,1270000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M45.00S,2021-11-23T00:31:06.2Z,1,REGULAR,substitution,in,[],1628988,,,1610612766,22,24,2021-11-23T00:31:26Z,1280000,,,0,,SUB in: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M45.00S,2021-11-23T00:31:04.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630208,,,1610612766,22,24,2021-11-23T00:31:30Z,1290000,,,0,,MISS N. Richards Free Throw 2 of 2,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,
130,PT02M42.00S,2021-11-23T00:31:07.9Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,22,24,2021-11-23T00:31:30Z,1300000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,
131,PT02M28.00S,2021-11-23T00:31:44.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.9862023653088,60.78431372549019,1610612764,22,24,2021-11-23T00:37:07Z,1310000,54.0,13.0,1,right,MISS D. Avdija driving Layup,[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,,,5.55,Missed,,,,,,,,,,,,,,,,,
132,PT02M26.00S,2021-11-23T00:31:46.2Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,22,24,2021-11-23T00:31:51Z,1320000,,,0,,L. Ball REBOUND (Off:1 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,131.0,3.0,2.0,1.0,,,,,,,,,,,,,
133,PT02M22.00S,2021-11-23T00:31:49.5Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,22,24,2021-11-23T00:31:54Z,1330000,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 1628988]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,2.0,,,,,,,,,,,,,,,,,Holiday,1628988.0,
134,PT02M22.00S,2021-11-23T00:31:49.5Z,1,REGULAR,steal,,[],1628988,,,1610612764,22,24,2021-11-23T00:31:51Z,1340000,,,0,,A. Holiday STEAL (1 STL),[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M17.00S,2021-11-23T00:31:54.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628988,92.85479632063075,56.61764705882353,1610612764,24,24,2021-11-23T00:32:03Z,1350000,33.0,15.0,1,right,A. Holiday running Layup (2 PTS),[1628988],1610612764.0,WAS,running,,,Holiday,A. Holiday,,,,,,,3.62,Made,,,,,2.0,,,,,,,,,,,,
137,PT02M04.00S,2021-11-23T00:32:10.4Z,1,REGULAR,foul,personal,[],1630166,,,1610612766,24,24,2021-11-23T00:32:41Z,1370000,,,0,,D. Avdija personal FOUL (1 PF),"[1630166, 1628970]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,200834.0,,,,,,,,,1.0,0.0,Bridges,1628970.0,,,,,,,,
139,PT01M54.00S,2021-11-23T00:32:37.2Z,1,REGULAR,3pt,Jump Shot,[],1630163,27.283180026281208,88.48039215686273,1610612766,24,24,2021-11-23T00:32:44Z,1390000,-192.0,204.0,1,left,MISS L. Ball 28' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,,,28.04,Missed,,,,,,,,,,,,,,,,,
140,PT01M52.00S,2021-11-23T00:32:40.1Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,24,24,2021-11-23T00:32:40Z,1400000,,,0,,N. Richards REBOUND (Off:2 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,139.0,2.0,0.0,2.0,,,,,,,,,,,,,
141,PT01M51.00S,2021-11-23T00:32:40.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,8.09789750328515,50.0,1610612766,24,26,2021-11-23T00:32:49Z,1410000,0.0,24.0,1,left,N. Richards Layup (5 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,2.36,Made,,,,,5.0,,,,,,,,,,,,
142,PT01M33.00S,2021-11-23T00:32:58.5Z,1,REGULAR,3pt,Jump Shot,[],1630166,96.00854139290408,96.32352941176471,1610612764,27,26,2021-11-23T00:33:02Z,1420000,232.0,-15.0,1,right,D. Avdija 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[1630166, 203915]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,23.21,Made,,,,,3.0,,,,,,,S. Dinwiddie,203915.0,1.0,,,
144,PT01M20.00S,2021-11-23T00:33:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,10.5946123521682,42.64705882352941,1610612766,27,26,2021-11-23T00:33:19Z,1440000,37.0,47.0,1,left,MISS L. Ball reverse Layup,[1630163],1610612766.0,CHA,reverse,,,Ball,L. Ball,,,,,,,5.98,Missed,,,,,,,,,,,,,,,,,
145,PT01M18.00S,2021-11-23T00:33:13.4Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,27,26,2021-11-23T00:33:19Z,1450000,,,0,,M. Harrell REBOUND (Off:0 Def:1),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,,
146,PT01M14.00S,2021-11-23T00:33:17.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,78.9257555847569,6.127450980392156,1610612764,27,26,2021-11-23T00:33:26Z,1460000,-219.0,146.0,1,right,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,26.33,Missed,,,,,,,,,,,,,,,,,
147,PT01M09.00S,2021-11-23T00:33:22.7Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,27,26,2021-11-23T00:33:26Z,1470000,,,0,,L. Ball REBOUND (Off:1 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,146.0,4.0,3.0,1.0,,,,,,,,,,,,,
148,PT01M01.00S,2021-11-23T00:33:32.4Z,1,REGULAR,foul,personal,[],1628988,,,1610612766,27,26,2021-11-23T00:33:38Z,1480000,,,0,,A. Holiday personal FOUL (1 PF),"[1628988, 1630163]",1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,200834.0,,,,,,,,,1.0,0.0,Ball,1630163.0,,,,,,,,
150,PT01M01.00S,2021-11-23T00:33:37.3Z,1,REGULAR,substitution,out,[],1628998,,,1610612766,27,26,2021-11-23T00:33:40Z,1500000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M01.00S,2021-11-23T00:33:37.3Z,1,REGULAR,substitution,in,[],202330,,,1610612766,27,26,2021-11-23T00:33:40Z,1510000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M47.80S,2021-11-23T00:34:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,16.90210249671485,60.78431372549019,1610612766,27,26,2021-11-23T00:38:17Z,1520000,-54.0,106.0,1,left,MISS G. Hayward 11' turnaround fadeaway Shot,[202330],1610612766.0,CHA,turnaround fadeaway,,,Hayward,G. Hayward,,,,,,,11.93,Missed,,,,,,,,,,,,,,,,,
153,PT00M45.90S,2021-11-23T00:34:07.1Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,27,26,2021-11-23T00:34:12Z,1530000,,,0,,M. Harrell REBOUND (Off:0 Def:2),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,152.0,2.0,2.0,0.0,,,,,,,,,,,,,
154,PT00M38.60S,2021-11-23T00:34:15.0Z,1,REGULAR,3pt,Jump Shot,[],1630557,95.48291721419186,3.1862745098039214,1610612764,27,26,2021-11-23T00:34:26Z,1540000,-234.0,-10.0,1,right,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,23.43,Missed,,,,,,,,,,,,,,,,,
155,PT00M36.00S,2021-11-23T00:34:17.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,27,26,2021-11-23T00:34:26Z,1550000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,154.0,,,,,,,,,,,,,,,,
156,PT00M25.30S,2021-11-23T00:34:39.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,13.354139290407357,51.470588235294116,1610612766,27,26,2021-11-23T00:34:43Z,1560000,-7.0,73.0,1,left,MISS M. Bridges 7' turnaround Hook,[1628970],1610612766.0,CHA,turnaround,,,Bridges,M. Bridges,,,,,,,7.34,Missed,,,,,,,,,,,,,,,,,
157,PT00M23.40S,2021-11-23T00:34:41.0Z,1,REGULAR,rebound,defensive,[],203915,,,1610612764,27,26,2021-11-23T00:34:43Z,1570000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,156.0,2.0,2.0,0.0,,,,,,,,,,,,,
158,PT00M03.90S,2021-11-23T00:35:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203915,92.72339027595268,53.18627450980392,1610612764,27,26,2021-11-23T00:35:46Z,1580000,16.0,16.0,1,right,MISS S. Dinwiddie driving Layup,[203915],1610612764.0,WAS,driving,,,Dinwiddie,S. Dinwiddie,,,,,,,2.25,Missed,,,,,,,,,,,,,,,,,
159,PT00M03.50S,2021-11-23T00:35:03.0Z,1,REGULAR,rebound,offensive,[],1626149,,,1610612764,27,26,2021-11-23T00:35:46Z,1590000,,,0,,M. Harrell REBOUND (Off:1 Def:2),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,158.0,3.0,2.0,1.0,,,,,,,,,,,,,
166,PT00M02.80S,2021-11-23T00:35:07.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,91.5407358738502,47.794117647058826,1610612764,27,26,2021-11-23T00:38:57Z,1592500,-11.0,27.0,1,right,MISS M. Harrell tip Layup,[1626149],1610612764.0,WAS,tip,,,Harrell,M. Harrell,,,,,,,2.92,Missed,,,,,,,,,,,,,,,,,
167,PT00M02.80S,2021-11-23T00:35:07.4Z,1,REGULAR,rebound,offensive,[],1630557,,,1610612764,27,26,2021-11-23T00:36:58Z,1593750,,,0,,C. Kispert REBOUND (Off:1 Def:0),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,166.0,1.0,0.0,1.0,,,,,,,,,,,,,
163,PT00M01.10S,2021-11-23T00:35:12.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,81.2910643889619,91.42156862745098,1610612764,27,26,2021-11-23T00:36:39Z,1595000,207.0,123.0,1,right,MISS C. Kispert 24' pullup 3PT,[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,,,24.11,Missed,,,,,,,,,,,,,,,,,
164,PT00M00.90S,2021-11-23T00:35:12.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,27,26,2021-11-23T00:35:57Z,1597500,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,
165,PT00M00.00S,2021-11-23T00:35:25.3Z,1,REGULAR,period,end,[],0,,,1610612764,27,26,2021-11-23T00:35:25Z,1650000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-23T00:37:01.8Z,2,REGULAR,substitution,out,['startperiod'],1630163,,,1610612764,27,26,2021-11-23T00:37:41Z,1660000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-11-23T00:37:01.8Z,2,REGULAR,substitution,out,['startperiod'],1630208,,,1610612764,27,26,2021-11-23T00:37:41Z,1670000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-11-23T00:37:01.8Z,2,REGULAR,substitution,in,['startperiod'],1626179,,,1610612764,27,26,2021-11-23T00:37:41Z,1680000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-11-23T00:37:01.8Z,2,REGULAR,substitution,in,['startperiod'],1629667,,,1610612764,27,26,2021-11-23T00:37:41Z,1690000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-11-23T00:37:49.1Z,2,REGULAR,period,start,[],0,,,1610612766,27,26,2021-11-23T00:37:49Z,1700000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M46.00S,2021-11-23T00:38:02.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,7.5722733245729295,49.50980392156863,1610612766,27,28,2021-11-23T00:38:07Z,1710000,2.0,19.0,1,left,K. Oubre Jr. driving Layup (7 PTS) (M. Bridges 2 AST),"[1626162, 1628970]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,,,1.89,Made,,,,,7.0,,,,,,,M. Bridges,1628970.0,2.0,,,
174,PT11M27.00S,2021-11-23T00:38:23.7Z,2,REGULAR,turnover,out-of-bounds,[],1628988,,,1610612764,27,28,2021-11-23T00:38:36Z,1720000,,,0,,A. Holiday step out-of-bounds TURNOVER (1 TO),[1628988],1610612764.0,WAS,step,,,Holiday,A. Holiday,,,,,200834.0,1.0,,,,,,,,,,,,,,,,,,,
175,PT11M17.00S,2021-11-23T00:38:41.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626162,7.703679369250986,53.92156862745098,1610612766,27,28,2021-11-23T00:38:48Z,1730000,-20.0,20.0,1,left,MISS K. Oubre Jr. Layup - blocked,"[1626162, 1630166]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,2.79,Missed,,,,,,,,,,Avdija,1630166.0,,,,,,
176,PT11M17.00S,2021-11-23T00:38:41.5Z,2,REGULAR,block,,[],1630166,,,1610612766,27,28,2021-11-23T00:38:44Z,1740000,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M17.00S,2021-11-23T00:38:41.5Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612764,27,28,2021-11-23T00:49:07Z,1750000,,,0,,M. Harrell REBOUND (Off:1 Def:3),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,175.0,4.0,3.0,1.0,,,,,,,,,,,,,
243,PT11M17.00S,2021-11-23T00:38:46.4Z,2,REGULAR,turnover,bad pass,[],1626149,,,1610612764,27,28,2021-11-23T00:49:28Z,1755000,,,0,,M. Harrell bad pass TURNOVER (1 TO),"[1626149, 1626162]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,1.0,,,,,,,,,,,,,,,,,Oubre Jr.,1626162.0,
244,PT11M17.00S,2021-11-23T00:38:46.4Z,2,REGULAR,steal,,[],1626162,,,1610612766,27,28,2021-11-23T00:49:28Z,1757500,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M08.00S,2021-11-23T00:38:51.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629667,17.16491458607096,47.549019607843135,1610612766,27,28,2021-11-23T00:49:28Z,1760000,12.0,109.0,1,left,MISS J. McDaniels 10' Hook,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,10.96,Missed,,,,,,,,,,,,,,,,,
180,PT11M04.00S,2021-11-23T00:38:55.4Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612764,27,28,2021-11-23T00:38:55Z,1770000,,,0,,M. Harrell REBOUND (Off:1 Def:4),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,179.0,5.0,4.0,1.0,,,,,,,,,,,,,
