actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
359,PT12M00.00S,2021-11-23T01:24:56.0Z,3,REGULAR,substitution,in,['startperiod'],1626179,,,1610612764,50,59,2021-11-23T01:27:39Z,3530000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2021-11-23T01:28:08.1Z,3,REGULAR,period,start,[],0,,,1610612766,50,59,2021-11-23T01:28:08Z,3540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT11M45.00S,2021-11-23T01:28:22.5Z,3,REGULAR,3pt,Jump Shot,[],1626179,83.26215505913272,97.54901960784314,1610612766,50,62,2021-11-23T01:28:46Z,3550000,238.0,105.0,1,right,T. Rozier 25' 3PT step back (15 PTS) (L. Ball 3 AST),"[1626179, 1630163]",1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,,,25.98,Made,,,,,15.0,,,,,,,L. Ball,1630163.0,3.0,,,
363,PT11M36.00S,2021-11-23T01:28:33.7Z,3,REGULAR,foul,personal,[],203486,,,1610612764,50,62,2021-11-23T01:28:40Z,3570000,,,0,,M. Plumlee personal FOUL (3 PF),"[203486, 1629655]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,1204.0,,,,,,,,,3.0,0.0,Gafford,1629655.0,,,,,,,,
365,PT11M25.00S,2021-11-23T01:29:00.4Z,3,REGULAR,3pt,Jump Shot,[],203484,25.04927726675427,14.215686274509803,1610612764,50,62,2021-11-23T01:29:05Z,3590000,179.0,183.0,1,left,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,25.59,Missed,,,,,,,,,,,,,,,,,
366,PT11M21.00S,2021-11-23T01:29:04.4Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,50,62,2021-11-23T01:29:05Z,3600000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,365.0,1.0,1.0,0.0,,,,,,,,,,,,,
367,PT11M12.00S,2021-11-23T01:29:13.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,89.30683311432325,40.44117647058824,1610612766,50,62,2021-11-23T01:29:20Z,3610000,-48.0,48.0,1,right,MISS T. Rozier 6' Layup,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,6.77,Missed,,,,,,,,,,,,,,,,,
368,PT11M10.00S,2021-11-23T01:29:15.4Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612764,50,62,2021-11-23T01:29:20Z,3620000,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,367.0,3.0,2.0,1.0,,,,,,,,,,,,,
369,PT11M02.00S,2021-11-23T01:29:23.7Z,3,REGULAR,3pt,Jump Shot,[],1628398,19.530223390275953,6.862745098039216,1610612764,50,62,2021-11-23T01:29:29Z,3630000,216.0,131.0,1,left,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,25.24,Missed,,,,,,,,,,,,,,,,,
370,PT10M58.00S,2021-11-23T01:29:27.4Z,3,REGULAR,rebound,offensive,[],203484,,,1610612764,50,62,2021-11-23T01:29:27Z,3640000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,369.0,1.0,0.0,1.0,,,,,,,,,,,,,
371,PT10M50.00S,2021-11-23T01:29:35.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203484,21.50131406044678,84.55882352941177,1610612764,52,62,2021-11-23T01:29:39Z,3650000,-173.0,150.0,1,left,K. Caldwell-Pope 22' pullup Jump Shot (12 PTS),[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,22.86,Made,,,,,12.0,,,,,,,,,,,,
372,PT10M37.00S,2021-11-23T01:29:48.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,90.22667542706965,58.82352941176471,1610612766,52,64,2021-11-23T01:29:53Z,3660000,44.0,39.0,1,right,L. Ball floating Jump Shot (19 PTS) (G. Hayward 2 AST),"[1630163, 202330]",1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,,,5.91,Made,,,,,19.0,,,,,,,G. Hayward,202330.0,2.0,,,
373,PT10M25.00S,2021-11-23T01:29:59.8Z,3,REGULAR,3pt,Jump Shot,[],203078,30.962549277266753,73.77450980392157,1610612764,52,64,2021-11-23T01:30:05Z,3670000,-119.0,239.0,1,left,MISS B. Beal 26' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,26.65,Missed,,,,,,,,,,,,,,,,,
374,PT10M23.00S,2021-11-23T01:30:01.8Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,52,64,2021-11-23T01:30:05Z,3680000,,,0,,L. Ball REBOUND (Off:1 Def:7),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,373.0,8.0,7.0,1.0,,,,,,,,,,,,,
375,PT10M16.00S,2021-11-23T01:30:09.1Z,3,REGULAR,3pt,Jump Shot,[],1626179,71.82982917214193,12.009803921568627,1610612766,52,67,2021-11-23T01:31:01Z,3690000,-190.0,212.0,1,right,T. Rozier 28' 3PT running (18 PTS) (L. Ball 4 AST),"[1626179, 1630163]",1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,,,28.49,Made,,,,,18.0,,,,,,,L. Ball,1630163.0,4.0,,,
377,PT09M57.00S,2021-11-23T01:30:28.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,6.915243101182654,44.6078431372549,1610612764,54,67,2021-11-23T01:30:32Z,3710000,27.0,13.0,1,left,D. Gafford Layup (7 PTS) (K. Kuzma 4 AST),"[1629655, 1628398]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,2.98,Made,,,,,7.0,,,,,,,K. Kuzma,1628398.0,4.0,,,
379,PT09M45.00S,2021-11-23T01:30:41.6Z,3,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612766,54,67,2021-11-23T01:30:48Z,3730000,,,0,,D. Gafford shooting personal FOUL (2 PF) (Ball 2 FT),"[1629655, 1630163]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,1204.0,,,,,,,,,2.0,0.0,Ball,1630163.0,,,,,,,,
381,PT09M45.00S,2021-11-23T01:31:14.3Z,3,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,54,68,2021-11-23T01:31:35Z,3750000,,,0,,L. Ball Free Throw 1 of 2 (20 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,
382,PT09M45.00S,2021-11-23T01:31:14.3Z,3,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,54,68,2021-11-23T01:31:35Z,3760000,,,0,,MISS L. Ball Free Throw 2 of 2,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Missed,,,,,,,,,,,,,,,,,
383,PT09M42.00S,2021-11-23T01:31:17.3Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612764,54,68,2021-11-23T01:31:35Z,3770000,,,0,,D. Gafford REBOUND (Off:1 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,382.0,4.0,3.0,1.0,,,,,,,,,,,,,
384,PT09M24.00S,2021-11-23T01:31:52.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,13.748357424441524,42.8921568627451,1610612764,54,68,2021-11-23T01:31:58Z,3780000,36.0,77.0,1,left,MISS D. Gafford 8' Layup,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,8.45,Missed,,,,,,,,,,,,,,,,,
385,PT09M20.00S,2021-11-23T01:31:57.1Z,3,REGULAR,rebound,offensive,[],1628398,,,1610612764,54,68,2021-11-23T01:31:57Z,3790000,,,0,,K. Kuzma REBOUND (Off:2 Def:6),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,384.0,8.0,6.0,2.0,,,,,,,,,,,,,
386,PT09M20.00S,2021-11-23T01:31:57.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628398,5.590000152587891,50.0,1610612764,56,68,2021-11-23T01:31:57Z,3800000,0.0,0.0,1,left,K. Kuzma tip Layup (9 PTS),[1628398],1610612764.0,WAS,tip,,,Kuzma,K. Kuzma,,,,,,,0.0,Made,,,,,9.0,,,,,,,,,,,,
387,PT09M10.00S,2021-11-23T01:32:08.2Z,3,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612766,56,68,2021-11-23T01:32:16Z,3810000,,,0,,D. Gafford shooting personal FOUL (3 PF) (Plumlee 2 FT),"[1629655, 203486]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,1627519.0,,,,,,,,,3.0,0.0,Plumlee,203486.0,,,,,,,,
389,PT09M10.00S,2021-11-23T01:32:38.8Z,3,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,56,68,2021-11-23T01:32:38Z,3830000,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,
390,PT09M10.00S,2021-11-23T01:32:38.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,56,68,2021-11-23T01:32:38Z,3840000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,
391,PT09M10.00S,2021-11-23T01:32:38.8Z,3,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,56,68,2021-11-23T01:33:04Z,3850000,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,
392,PT09M08.00S,2021-11-23T01:32:40.8Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612764,56,68,2021-11-23T01:33:04Z,3860000,,,0,,D. Gafford REBOUND (Off:1 Def:4),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,391.0,5.0,4.0,1.0,,,,,,,,,,,,,
393,PT08M43.00S,2021-11-23T01:33:24.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203484,12.565703022339028,41.42156862745098,1610612764,56,68,2021-11-23T01:33:35Z,3870000,43.0,66.0,1,left,MISS K. Caldwell-Pope 7' driving finger roll Layup,[203484],1610612764.0,WAS,driving finger roll,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,7.84,Missed,,,,,,,,,,,,,,,,,
394,PT08M41.00S,2021-11-23T01:33:26.9Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,56,68,2021-11-23T01:33:35Z,3880000,,,0,,L. Ball REBOUND (Off:1 Def:8),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,393.0,9.0,8.0,1.0,,,,,,,,,,,,,
395,PT08M39.00S,2021-11-23T01:33:29.1Z,3,REGULAR,3pt,Jump Shot,[],1626179,78.13731931668858,9.068627450980392,1610612766,56,71,2021-11-23T01:34:26Z,3890000,-205.0,153.0,1,right,T. Rozier 25' 3PT running (21 PTS) (L. Ball 5 AST),"[1626179, 1630163]",1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,,,25.56,Made,,,,,21.0,,,,,,,L. Ball,1630163.0,5.0,,,
397,PT08M24.00S,2021-11-23T01:33:43.4Z,3,REGULAR,3pt,Jump Shot,[],203915,31.750985545335087,73.77450980392157,1610612764,56,71,2021-11-23T01:33:48Z,3910000,-119.0,246.0,1,left,MISS S. Dinwiddie 27' pullup 3PT,[203915],1610612764.0,WAS,pullup,,,Dinwiddie,S. Dinwiddie,,,,,,,27.32,Missed,,,,,,,,,,,,,,,,,
398,PT08M22.00S,2021-11-23T01:33:45.4Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,56,71,2021-11-23T01:33:48Z,3920000,,,0,,M. Plumlee REBOUND (Off:0 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,397.0,4.0,4.0,0.0,,,,,,,,,,,,,
399,PT08M07.00S,2021-11-23T01:34:04.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203486,91.67214191852825,46.81372549019608,1610612766,56,73,2021-11-23T01:34:20Z,3930000,-16.0,26.0,1,right,M. Plumlee driving Layup (6 PTS),[203486],1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,,,3.03,Made,,,,,6.0,,,,,,,,,,,,
400,PT08M07.00S,2021-11-23T01:34:06.2Z,3,REGULAR,foul,personal,['1freethrow'],1629655,,,1610612766,56,73,2021-11-23T01:34:11Z,3940000,,,0,,D. Gafford shooting personal FOUL (4 PF) (Plumlee 1 FT),"[1629655, 203486]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,200834.0,,,,,,,,,4.0,0.0,Plumlee,203486.0,,,,,,,,
402,PT08M07.00S,2021-11-23T01:34:17.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,56,73,2021-11-23T01:37:33Z,3960000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT08M07.00S,2021-11-23T01:37:32.5Z,3,REGULAR,freethrow,1 of 1,[],203486,,,1610612766,56,73,2021-11-23T01:37:36Z,3970000,,,0,,MISS M. Plumlee Free Throw 1 of 1,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,
405,PT08M04.00S,2021-11-23T01:37:35.5Z,3,REGULAR,rebound,offensive,[],202330,,,1610612766,56,73,2021-11-23T01:37:36Z,3980000,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,404.0,2.0,1.0,1.0,,,,,,,,,,,,,
406,PT07M56.00S,2021-11-23T01:37:42.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630163,82.07950065703022,40.931372549019606,1610612766,56,73,2021-11-23T01:37:46Z,3990000,-45.0,116.0,1,right,MISS L. Ball 12' floating Shot,[1630163],1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,,,12.45,Missed,,,,,,,,,,,,,,,,,
407,PT07M54.00S,2021-11-23T01:37:44.2Z,3,REGULAR,rebound,defensive,[],203915,,,1610612764,56,73,2021-11-23T01:37:46Z,4000000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:4),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,406.0,4.0,4.0,0.0,,,,,,,,,,,,,
408,PT07M41.00S,2021-11-23T01:37:59.3Z,3,REGULAR,foul,personal,['2freethrow'],202330,,,1610612764,56,73,2021-11-23T01:38:10Z,4010000,,,0,,G. Hayward shooting personal FOUL (3 PF) (Beal 2 FT),"[202330, 203078]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,1204.0,,,,,,,,,3.0,0.0,Beal,203078.0,,,,,,,,
410,PT07M41.00S,2021-11-23T01:38:25.1Z,3,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,57,73,2021-11-23T01:38:25Z,4030000,,,0,,B. Beal Free Throw 1 of 2 (8 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,
411,PT07M41.00S,2021-11-23T01:38:47.7Z,3,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,58,73,2021-11-23T01:38:47Z,4040000,,,0,,B. Beal Free Throw 2 of 2 (9 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
412,PT07M31.00S,2021-11-23T01:38:57.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626179,90.22667542706965,56.86274509803921,1610612766,58,73,2021-11-23T01:39:02Z,4050000,34.0,39.0,1,right,MISS T. Rozier Hook,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,5.22,Missed,,,,,,,,,,,,,,,,,
413,PT07M28.00S,2021-11-23T01:39:00.0Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,58,73,2021-11-23T01:39:02Z,4060000,,,0,,K. Kuzma REBOUND (Off:2 Def:7),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,412.0,9.0,7.0,2.0,,,,,,,,,,,,,
415,PT07M28.00S,2021-11-23T01:39:00.3Z,3,REGULAR,turnover,bad pass,[],1628398,,,1610612764,58,73,2021-11-23T01:39:08Z,4080000,,,0,,K. Kuzma bad pass TURNOVER (4 TO),"[1628398, 202330]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,4.0,,,,,,,,,,,,,,,,,Hayward,202330.0,
416,PT07M28.00S,2021-11-23T01:39:00.3Z,3,REGULAR,steal,,[],202330,,,1610612766,58,73,2021-11-23T01:39:04Z,4090000,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT07M23.00S,2021-11-23T01:39:05.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,80.50262812089356,93.87254901960785,1610612766,58,73,2021-11-23T01:39:11Z,4100000,219.0,131.0,1,right,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,25.54,Missed,,,,,,,,,,,,,,,,,
418,PT07M22.00S,2021-11-23T01:39:06.9Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,58,73,2021-11-23T01:39:06Z,4110000,,,0,,K. Kuzma REBOUND (Off:2 Def:8),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,417.0,10.0,8.0,2.0,,,,,,,,,,,,,
419,PT07M03.00S,2021-11-23T01:39:24.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,9.280551905387648,51.225490196078425,1610612764,60,73,2021-11-23T01:42:11Z,4120000,-6.0,35.0,1,left,B. Beal driving floating Jump Shot (11 PTS),[203078],1610612764.0,WAS,driving floating,,,Beal,B. Beal,,,,,,,3.52,Made,,,,,11.0,,,,,,,,,,,,
420,PT06M48.00S,2021-11-23T01:39:39.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,84.44480946123521,48.03921568627451,1610612766,60,73,2021-11-23T01:39:44Z,4130000,-10.0,94.0,1,right,MISS M. Bridges 9' floating Shot,[1628970],1610612766.0,CHA,floating,,,Bridges,M. Bridges,,,,,,,9.42,Missed,,,,,,,,,,,,,,,,,
421,PT06M45.00S,2021-11-23T01:39:42.3Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612764,60,73,2021-11-23T01:39:44Z,4140000,,,0,,D. Gafford REBOUND (Off:1 Def:5),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,420.0,6.0,5.0,1.0,,,,,,,,,,,,,
422,PT06M36.00S,2021-11-23T01:39:52.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,9.280551905387648,45.09803921568628,1610612764,60,73,2021-11-23T01:39:58Z,4150000,25.0,35.0,1,left,MISS B. Beal Layup,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,4.25,Missed,,,,,,,,,,,,,,,,,
423,PT06M33.00S,2021-11-23T01:39:54.7Z,3,REGULAR,rebound,offensive,[],1629655,,,1610612764,60,73,2021-11-23T01:39:54Z,4160000,,,0,,D. Gafford REBOUND (Off:2 Def:5),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,422.0,7.0,5.0,2.0,,,,,,,,,,,,,
424,PT06M32.00S,2021-11-23T01:39:55.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629655,9.280551905387648,51.225490196078425,1610612764,60,73,2021-11-23T01:40:03Z,4170000,-6.0,35.0,1,left,MISS D. Gafford DUNK - blocked,"[1629655, 203486]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,3.52,Missed,,,,,,,,,,Plumlee,203486.0,,,,,,
425,PT06M32.00S,2021-11-23T01:39:55.8Z,3,REGULAR,block,,[],203486,,,1610612764,60,73,2021-11-23T01:39:58Z,4180000,,,0,,M. Plumlee BLOCK (2 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M32.00S,2021-11-23T01:39:55.8Z,3,REGULAR,rebound,offensive,[],203484,,,1610612764,60,73,2021-11-23T01:40:03Z,4190000,,,0,,K. Caldwell-Pope REBOUND (Off:2 Def:0),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,424.0,2.0,0.0,2.0,,,,,,,,,,,,,
427,PT06M27.00S,2021-11-23T01:40:01.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203078,6.389618922470433,60.5392156862745,1610612764,62,73,2021-11-23T01:40:06Z,4200000,-53.0,8.0,1,left,B. Beal Layup (13 PTS) (K. Caldwell-Pope 1 AST),"[203078, 203484]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,5.32,Made,,,,,13.0,,,,,,,K. Caldwell-Pope,203484.0,1.0,,,
429,PT06M27.00S,2021-11-23T01:40:09.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,62,73,2021-11-23T01:40:09Z,4220000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M27.00S,2021-11-23T01:42:44.4Z,3,REGULAR,substitution,out,[],1629655,,,1610612766,62,73,2021-11-23T01:43:03Z,4230000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT06M27.00S,2021-11-23T01:42:44.4Z,3,REGULAR,substitution,out,[],203915,,,1610612766,62,73,2021-11-23T01:43:03Z,4240000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT06M27.00S,2021-11-23T01:42:44.4Z,3,REGULAR,substitution,out,[],202330,,,1610612766,62,73,2021-11-23T01:43:03Z,4250000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT06M27.00S,2021-11-23T01:42:44.4Z,3,REGULAR,substitution,out,[],203486,,,1610612766,62,73,2021-11-23T01:43:03Z,4260000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT06M27.00S,2021-11-23T01:42:44.4Z,3,REGULAR,substitution,in,[],1626149,,,1610612766,62,73,2021-11-23T01:43:03Z,4270000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT06M27.00S,2021-11-23T01:42:44.4Z,3,REGULAR,substitution,in,[],203526,,,1610612766,62,73,2021-11-23T01:43:03Z,4280000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT06M27.00S,2021-11-23T01:42:44.4Z,3,REGULAR,substitution,in,[],1628998,,,1610612766,62,73,2021-11-23T01:43:03Z,4290000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT06M27.00S,2021-11-23T01:42:44.4Z,3,REGULAR,substitution,in,[],1630208,,,1610612766,62,73,2021-11-23T01:43:03Z,4300000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT06M05.00S,2021-11-23T01:43:24.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,93.51182654402102,52.20588235294118,1610612766,62,75,2021-11-23T01:43:29Z,4310000,11.0,8.0,1,right,N. Richards cutting DUNK (7 PTS) (T. Rozier 3 AST),"[1630208, 1626179]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,,,1.39,Made,,,,,7.0,,,,,,,T. Rozier,1626179.0,3.0,,,
440,PT05M44.00S,2021-11-23T01:43:45.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,19.136005256241788,49.50980392156863,1610612764,62,75,2021-11-23T01:43:50Z,4330000,2.0,127.0,1,left,MISS K. Kuzma 12' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,,,12.74,Missed,,,,,,,,,,,,,,,,,
441,PT05M42.00S,2021-11-23T01:43:47.7Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,62,75,2021-11-23T01:43:50Z,4340000,,,0,,L. Ball REBOUND (Off:1 Def:9),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,440.0,10.0,9.0,1.0,,,,,,,,,,,,,
442,PT05M30.00S,2021-11-23T01:43:59.5Z,3,REGULAR,2pt,Jump Shot,[],1628970,88.51839684625493,74.75490196078431,1610612766,62,77,2021-11-23T01:44:04Z,4350000,124.0,55.0,1,right,M. Bridges 13' turnaround Jump Shot (4 PTS),[1628970],1610612766.0,CHA,turnaround,,,Bridges,M. Bridges,,,,,,,13.56,Made,,,,,4.0,,,,,,,,,,,,
443,PT05M09.00S,2021-11-23T01:44:19.8Z,3,REGULAR,turnover,lost ball,[],203526,,,1610612764,62,77,2021-11-23T01:44:23Z,4360000,,,0,,R. Neto lost ball TURNOVER (2 TO),"[203526, 1628970]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,,2.0,,,,,,,,,,,,,,,,,Bridges,1628970.0,
444,PT05M09.00S,2021-11-23T01:44:19.8Z,3,REGULAR,steal,,[],1628970,,,1610612766,62,77,2021-11-23T01:58:38Z,4370000,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M08.00S,2021-11-23T01:44:23.8Z,3,REGULAR,foul,personal,[],203526,,,1610612766,62,77,2021-11-23T01:57:02Z,4380000,,,0,,R. Neto personal FOUL (1 PF),"[203526, 1626179]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,1627519.0,,,,,,,,,1.0,0.0,Rozier,1626179.0,,,,,,,,
